0000000278183888 (__TEXT,__text) non-external _Done_iODBC
000000028e2b7638 (__DATA_CONST,__const) non-external __mask_SQL_STRING_FUNCTIONS
000000028e2b7a50 (__DATA_CONST,__const) non-external __mask_SQL_SUBQUERIES
000000028e2b7700 (__DATA_CONST,__const) non-external __mask_SQL_SYSTEM_FUNCTIONS
000000028e2b7720 (__DATA_CONST,__const) non-external __mask_SQL_TIMEDATE_FUNCTIONS
000000028e2b77d0 (__DATA_CONST,__const) non-external __mask_SQL_TXN_CAPABLE
000000028e2b7ad0 (__DATA_CONST,__const) non-external __mask_SQL_UNION
000000028e2b7a80 (__DATA_CONST,__const) non-external __mask_TIMEDATE_INTERVALS
000000028e2b7438 (__DATA_CONST,__const) non-external __mask_TXN_ISOLATION
000000027819b390 (__TEXT,__text) non-external __trace_bufferlen
000000027819a9e4 (__TEXT,__text) non-external __trace_c_type
0000000278197690 (__TEXT,__text) non-external __trace_colattr2_type
0000000278197a20 (__TEXT,__text) non-external __trace_colattr3_data
00000002781976e8 (__TEXT,__text) non-external __trace_colattr3_type
0000000278193720 (__TEXT,__text) non-external __trace_connattr_type
000000027819b6ec (__TEXT,__text) non-external __trace_connopt_type
000000027819d938 (__TEXT,__text) non-external __trace_connstr
000000027819dc68 (__TEXT,__text) non-external __trace_connstr_hidepwd
000000027819dba0 (__TEXT,__text) non-external __trace_connstr_w
000000027819cb3c (__TEXT,__text) non-external __trace_data
0000000278193a1c (__TEXT,__text) non-external __trace_desc_null
0000000278196f50 (__TEXT,__text) non-external __trace_descfield_type
000000027819c7bc (__TEXT,__text) non-external __trace_diag_type
00000002781992cc (__TEXT,__text) non-external __trace_direction
000000027819da48 (__TEXT,__text) non-external __trace_drvcn_completion
0000000278194438 (__TEXT,__text) non-external __trace_envattr_type
0000000278194cc4 (__TEXT,__text) non-external __trace_fetchtype
000000027819e224 (__TEXT,__text) non-external __trace_freestmt_option
0000000278198900 (__TEXT,__text) non-external __trace_func_name
0000000278198834 (__TEXT,__text) non-external __trace_func_result
0000000278194f58 (__TEXT,__text) non-external __trace_getinfo
000000027819a2fc (__TEXT,__text) non-external __trace_handle
000000027819a288 (__TEXT,__text) non-external __trace_handle_p
000000027819a224 (__TEXT,__text) non-external __trace_handletype
000000027819ad60 (__TEXT,__text) non-external __trace_inouttype
000000027819a3c0 (__TEXT,__text) non-external __trace_integer
000000027819a560 (__TEXT,__text) non-external __trace_integer_p
000000027819a694 (__TEXT,__text) non-external __trace_len
000000027819a6fc (__TEXT,__text) non-external __trace_len_p
000000027819a430 (__TEXT,__text) non-external __trace_pointer
000000027819a044 (__TEXT,__text) non-external __trace_print_function
0000000278194dd0 (__TEXT,__text) non-external __trace_scrollopt_type
0000000278194af4 (__TEXT,__text) non-external __trace_setpos_irow
0000000278194b84 (__TEXT,__text) non-external __trace_setpos_lock
0000000278194b2c (__TEXT,__text) non-external __trace_setpos_oper
000000027819a350 (__TEXT,__text) non-external __trace_smallint
000000027819a478 (__TEXT,__text) non-external __trace_smallint_p
000000027819472c (__TEXT,__text) non-external __trace_spcols_null
00000002781946d4 (__TEXT,__text) non-external __trace_spcols_scope
0000000278194674 (__TEXT,__text) non-external __trace_spcols_type
000000027819b2b4 (__TEXT,__text) non-external __trace_sql_subtype
000000027819adc8 (__TEXT,__text) non-external __trace_sql_type
000000027819aff0 (__TEXT,__text) non-external __trace_sql_type_p
000000027819dee4 (__TEXT,__text) non-external __trace_stats_accuracy
000000027819de84 (__TEXT,__text) non-external __trace_stats_unique
000000027819baa8 (__TEXT,__text) non-external __trace_stmtattr_type
000000027819c404 (__TEXT,__text) non-external __trace_stmtopt_type
000000027819a7e4 (__TEXT,__text) non-external __trace_string
000000027819a8c8 (__TEXT,__text) non-external __trace_string_w
000000027819a648 (__TEXT,__text) non-external __trace_stringlen
000000028e2b8618 (__DATA_CONST,__const) non-external __trace_sym_handletype
000000027819d224 (__TEXT,__text) non-external __trace_tran_completion
000000027819d568 (__TEXT,__text) non-external __trace_typeinfo
000000027819a3f8 (__TEXT,__text) non-external __trace_uinteger
000000027819a5d4 (__TEXT,__text) non-external __trace_uinteger_p
000000027819a6c8 (__TEXT,__text) non-external __trace_ulen
000000027819a770 (__TEXT,__text) non-external __trace_ulen_p
000000027819a388 (__TEXT,__text) non-external __trace_usmallint
000000027819a4ec (__TEXT,__text) non-external __trace_usmallint_p
                 (undefined) external _access (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _close (from libSystem)
00000002941649e2 (__DATA,__common) non-external _configMode
                 (undefined) external _creat (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000027819f268 (__TEXT,__text) non-external _dm_SQL_A2W
000000027819f7f0 (__TEXT,__text) non-external _dm_SQL_U8toW
000000027819f1dc (__TEXT,__text) non-external _dm_SQL_W2A
000000027819f534 (__TEXT,__text) non-external _dm_SQL_WtoU8
000000027819f2f4 (__TEXT,__text) non-external _dm_StrCopyOut2_A2W
000000027819fa28 (__TEXT,__text) non-external _dm_StrCopyOut2_U8toW
000000027819f3b8 (__TEXT,__text) non-external _dm_StrCopyOut2_W2A
000000027819f47c (__TEXT,__text) non-external _dm_strcpy_A2W
000000027819f4d8 (__TEXT,__text) non-external _dm_strcpy_W2A
00000002781a0ef0 (__TEXT,__text) non-external _do_create_dsns
00000002941649a0 (__DATA,__common) non-external _errormsg
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fdopen (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
0000000294164980 (__DATA,__common) non-external _ierror
00000002781a1044 (__TEXT,__text) non-external _install_from_ini
00000002781a151c (__TEXT,__text) non-external _install_from_string
00000002941643e8 (__DATA,__data) external _iodbc_version
00000002941648c0 (__DATA,__data) non-external _iodbcdm_global_lock
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _mbstowcs (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
0000000294164908 (__DATA,__data) non-external _numerrors
00000002941643f0 (__DATA,__data) non-external _odbcapi_symtab
                 (undefined) external _open (from libSystem)
0000000294164910 (__DATA,__bss) non-external _pRoot
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
00000002781a1718 (__TEXT,__text) non-external _rtrim
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
000000028e2b68a8 (__DATA_CONST,__const) non-external _sqlerrmsg_tab
0000000294164950 (__DATA,__bss) non-external _starttime
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strftime (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _time (from libSystem)
0000000278196800 (__TEXT,__text) non-external _trace_SQLAllocConnect
000000027819b620 (__TEXT,__text) non-external _trace_SQLAllocEnv
00000002781974c0 (__TEXT,__text) non-external _trace_SQLAllocHandle
00000002781991c8 (__TEXT,__text) non-external _trace_SQLAllocStmt
0000000278197410 (__TEXT,__text) non-external _trace_SQLBindCol
000000027819808c (__TEXT,__text) non-external _trace_SQLBindParameter
000000027819b470 (__TEXT,__text) non-external _trace_SQLBrowseConnect
000000027819b548 (__TEXT,__text) non-external _trace_SQLBrowseConnectW
00000002781945d8 (__TEXT,__text) non-external _trace_SQLBulkOperations
000000027819ca8c (__TEXT,__text) non-external _trace_SQLCancel
0000000278199284 (__TEXT,__text) non-external _trace_SQLCloseCursor
0000000278197960 (__TEXT,__text) non-external _trace_SQLColAttribute
0000000278197de0 (__TEXT,__text) non-external _trace_SQLColAttributeW
0000000278197ea0 (__TEXT,__text) non-external _trace_SQLColAttributes
0000000278197f6c (__TEXT,__text) non-external _trace_SQLColAttributesW
000000027819c584 (__TEXT,__text) non-external _trace_SQLColumnPrivileges
000000027819c6a0 (__TEXT,__text) non-external _trace_SQLColumnPrivilegesW
00000002781968f8 (__TEXT,__text) non-external _trace_SQLColumns
0000000278196a14 (__TEXT,__text) non-external _trace_SQLColumnsW
000000027819be74 (__TEXT,__text) non-external _trace_SQLConnect
000000027819bf60 (__TEXT,__text) non-external _trace_SQLConnectW
0000000278194c6c (__TEXT,__text) non-external _trace_SQLCopyDesc
0000000278199354 (__TEXT,__text) non-external _trace_SQLDataSources
0000000278199454 (__TEXT,__text) non-external _trace_SQLDataSourcesW
0000000278193ab0 (__TEXT,__text) non-external _trace_SQLDescribeCol
0000000278193bbc (__TEXT,__text) non-external _trace_SQLDescribeColW
000000027819c4c4 (__TEXT,__text) non-external _trace_SQLDescribeParam
000000027819923c (__TEXT,__text) non-external _trace_SQLDisconnect
000000027819d838 (__TEXT,__text) non-external _trace_SQLDriverConnect
000000027819daa0 (__TEXT,__text) non-external _trace_SQLDriverConnectW
000000027819835c (__TEXT,__text) non-external _trace_SQLDrivers
000000027819845c (__TEXT,__text) non-external _trace_SQLDriversW
0000000278196798 (__TEXT,__text) non-external _trace_SQLEndTran
0000000278193f38 (__TEXT,__text) non-external _trace_SQLError
0000000278194038 (__TEXT,__text) non-external _trace_SQLErrorW
0000000278198f64 (__TEXT,__text) non-external _trace_SQLExecDirect
0000000278198fe8 (__TEXT,__text) non-external _trace_SQLExecDirectW
000000027819462c (__TEXT,__text) non-external _trace_SQLExecute
0000000278194d28 (__TEXT,__text) non-external _trace_SQLExtendedFetch
000000027819965c (__TEXT,__text) non-external _trace_SQLFetch
000000027819b684 (__TEXT,__text) non-external _trace_SQLFetchScroll
000000027819c04c (__TEXT,__text) non-external _trace_SQLForeignKeys
000000027819c1cc (__TEXT,__text) non-external _trace_SQLForeignKeysW
000000027819c3bc (__TEXT,__text) non-external _trace_SQLFreeConnect
0000000278194aac (__TEXT,__text) non-external _trace_SQLFreeEnv
0000000278196744 (__TEXT,__text) non-external _trace_SQLFreeHandle
000000027819e27c (__TEXT,__text) non-external _trace_SQLFreeStmt
00000002781938d4 (__TEXT,__text) non-external _trace_SQLGetConnectAttr
0000000278193978 (__TEXT,__text) non-external _trace_SQLGetConnectAttrW
000000027819b908 (__TEXT,__text) non-external _trace_SQLGetConnectOption
000000027819b970 (__TEXT,__text) non-external _trace_SQLGetConnectOptionW
0000000278197548 (__TEXT,__text) non-external _trace_SQLGetCursorName
00000002781975ec (__TEXT,__text) non-external _trace_SQLGetCursorNameW
000000027819d118 (__TEXT,__text) non-external _trace_SQLGetData
00000002781972b0 (__TEXT,__text) non-external _trace_SQLGetDescField
0000000278197360 (__TEXT,__text) non-external _trace_SQLGetDescFieldW
0000000278193cc8 (__TEXT,__text) non-external _trace_SQLGetDescRec
0000000278193e00 (__TEXT,__text) non-external _trace_SQLGetDescRecW
000000027819c918 (__TEXT,__text) non-external _trace_SQLGetDiagField
000000027819c9dc (__TEXT,__text) non-external _trace_SQLGetDiagFieldW
0000000278194248 (__TEXT,__text) non-external _trace_SQLGetDiagRec
0000000278194340 (__TEXT,__text) non-external _trace_SQLGetDiagRecW
00000002781944c4 (__TEXT,__text) non-external _trace_SQLGetEnvAttr
0000000278198eec (__TEXT,__text) non-external _trace_SQLGetFunctions
0000000278194ea8 (__TEXT,__text) non-external _trace_SQLGetInfo
00000002781963f4 (__TEXT,__text) non-external _trace_SQLGetInfoW
000000027819bd40 (__TEXT,__text) non-external _trace_SQLGetStmtAttr
000000027819bde4 (__TEXT,__text) non-external _trace_SQLGetStmtAttrW
000000027819c45c (__TEXT,__text) non-external _trace_SQLGetStmtOption
000000027819d790 (__TEXT,__text) non-external _trace_SQLGetTypeInfo
000000027819d7e4 (__TEXT,__text) non-external _trace_SQLGetTypeInfoW
000000027819d1dc (__TEXT,__text) non-external _trace_SQLMoreResults
0000000278196d78 (__TEXT,__text) non-external _trace_SQLNativeSql
0000000278196e64 (__TEXT,__text) non-external _trace_SQLNativeSqlW
0000000278196b30 (__TEXT,__text) non-external _trace_SQLNumParams
000000027819c34c (__TEXT,__text) non-external _trace_SQLNumResultCols
0000000278198038 (__TEXT,__text) non-external _trace_SQLParamData
0000000278196874 (__TEXT,__text) non-external _trace_SQLParamOptions
000000027819e2d0 (__TEXT,__text) non-external _trace_SQLPrepare
000000027819e354 (__TEXT,__text) non-external _trace_SQLPrepareW
000000027819855c (__TEXT,__text) non-external _trace_SQLPrimaryKeys
0000000278198648 (__TEXT,__text) non-external _trace_SQLPrimaryKeysW
00000002781964a4 (__TEXT,__text) non-external _trace_SQLProcedureColumns
00000002781965c0 (__TEXT,__text) non-external _trace_SQLProcedureColumnsW
0000000278198184 (__TEXT,__text) non-external _trace_SQLProcedures
0000000278198270 (__TEXT,__text) non-external _trace_SQLProceduresW
000000027819cad4 (__TEXT,__text) non-external _trace_SQLPutData
0000000278194568 (__TEXT,__text) non-external _trace_SQLRowCount
000000027819dd9c (__TEXT,__text) non-external _trace_SQLSetConnectAttr
000000027819de10 (__TEXT,__text) non-external _trace_SQLSetConnectAttrW
000000027819b9d8 (__TEXT,__text) non-external _trace_SQLSetConnectOption
000000027819ba40 (__TEXT,__text) non-external _trace_SQLSetConnectOptionW
0000000278199554 (__TEXT,__text) non-external _trace_SQLSetCursorName
00000002781995d8 (__TEXT,__text) non-external _trace_SQLSetCursorNameW
0000000278194138 (__TEXT,__text) non-external _trace_SQLSetDescField
00000002781941c0 (__TEXT,__text) non-external _trace_SQLSetDescFieldW
0000000278198734 (__TEXT,__text) non-external _trace_SQLSetDescRec
000000027819906c (__TEXT,__text) non-external _trace_SQLSetEnvAttr
0000000278194bdc (__TEXT,__text) non-external _trace_SQLSetPos
0000000278194e34 (__TEXT,__text) non-external _trace_SQLSetScrollOptions
00000002781990e0 (__TEXT,__text) non-external _trace_SQLSetStmtAttr
0000000278199154 (__TEXT,__text) non-external _trace_SQLSetStmtAttrW
00000002781966dc (__TEXT,__text) non-external _trace_SQLSetStmtOption
000000027819478c (__TEXT,__text) non-external _trace_SQLSpecialColumns
000000027819491c (__TEXT,__text) non-external _trace_SQLSpecialColumnsW
000000027819df44 (__TEXT,__text) non-external _trace_SQLStatistics
000000027819e0b4 (__TEXT,__text) non-external _trace_SQLStatisticsW
0000000278196ba0 (__TEXT,__text) non-external _trace_SQLTablePrivileges
0000000278196c8c (__TEXT,__text) non-external _trace_SQLTablePrivilegesW
000000027819d330 (__TEXT,__text) non-external _trace_SQLTables
000000027819d44c (__TEXT,__text) non-external _trace_SQLTablesW
000000027819d288 (__TEXT,__text) non-external _trace_SQLTransact
0000000294164940 (__DATA,__bss) non-external _trace_appname
0000000278199c18 (__TEXT,__text) non-external _trace_emit
0000000278199e94 (__TEXT,__text) non-external _trace_emit_binary
0000000278199c80 (__TEXT,__text) non-external _trace_emit_string
0000000278199c64 (__TEXT,__text) non-external _trace_emitc
0000000294164948 (__DATA,__bss) non-external _trace_fname
0000000294164960 (__DATA,__bss) non-external _trace_fp
0000000294164968 (__DATA,__bss) non-external _trace_fp_close
00000002781996e0 (__TEXT,__text) non-external _trace_get_filename
00000002781996a4 (__TEXT,__text) non-external _trace_set_appname
00000002781996ec (__TEXT,__text) non-external _trace_set_filename
00000002781999c0 (__TEXT,__text) non-external _trace_start
0000000278199b64 (__TEXT,__text) non-external _trace_stop
0000000278199948 (__TEXT,__text) non-external _trace_strftime_now
                 (undefined) external _tzset (from libSystem)
000000027819f9ac (__TEXT,__text) non-external _utf8_len
000000027819facc (__TEXT,__text) non-external _utf8towcs
                 (undefined) external _vfprintf (from libSystem)
00000002941649e0 (__DATA,__common) non-external _wSystemDSN
                 (undefined) external _wcschr (from libSystem)
                 (undefined) external _wcscpy (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsncat (from libSystem)
                 (undefined) external _wcsncpy (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
