                 (undefined) external _CFAbsoluteTimeGetCurrent (from CoreFoundation)
                 (undefined) external _CFBundleCopyBundleURL (from CoreFoundation)
                 (undefined) external _CFBundleCopyPrivateFrameworksURL (from CoreFoundation)
                 (undefined) external _CFBundleCopyResourceURL (from CoreFoundation)
                 (undefined) external _CFBundleCopySharedFrameworksURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetBundleWithIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetMainBundle (from CoreFoundation)
                 (undefined) external _CFLocaleCopyCurrent (from CoreFoundation)
                 (undefined) external _CFLocaleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRunLoopAddObserver (from CoreFoundation)
                 (undefined) external _CFRunLoopAddSource (from CoreFoundation)
                 (undefined) external _CFRunLoopAddTimer (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFRunLoopObserverCreate (from CoreFoundation)
                 (undefined) external _CFRunLoopObserverInvalidate (from CoreFoundation)
                 (undefined) external _CFRunLoopRunInMode (from CoreFoundation)
                 (undefined) external _CFRunLoopSourceCreate (from CoreFoundation)
                 (undefined) external _CFRunLoopSourceInvalidate (from CoreFoundation)
                 (undefined) external _CFRunLoopSourceSignal (from CoreFoundation)
                 (undefined) external _CFRunLoopTimerCreate (from CoreFoundation)
                 (undefined) external _CFRunLoopTimerGetNextFireDate (from CoreFoundation)
                 (undefined) external _CFRunLoopTimerInvalidate (from CoreFoundation)
                 (undefined) external _CFRunLoopTimerSetNextFireDate (from CoreFoundation)
                 (undefined) external _CFRunLoopWakeUp (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFURLCopyLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyAppendingPathComponent (from CoreFoundation)
                 (undefined) external _CFURLGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _NSAddressOfSymbol (from libSystem)
                 (undefined) external _NSCreateObjectFileImageFromMemory (from libSystem)
                 (undefined) external _NSDestroyObjectFileImage (from libSystem)
                 (undefined) external _NSLinkEditError (from libSystem)
                 (undefined) external _NSLinkModule (from libSystem)
                 (undefined) external _NSLookupSymbolInImage (from libSystem)
                 (undefined) external _NSLookupSymbolInModule (from libSystem)
                 (undefined) external _NSUnLinkModule (from libSystem)
                 (undefined) external _NXFindBestFatArch (from libSystem)
                 (undefined) external _NXGetLocalArchInfo (from libSystem)
00000001ea8ce560 (__TEXT,__text) external _TclAddLiteralObj
00000001ea8d9018 (__TEXT,__text) external _Tcl_DuplicateObj
00000001ea8beebc (__TEXT,__text) external _Tcl_Eof
00000001ea8e36c8 (__TEXT,__text) external _Tcl_ErrnoId
00000001ea8e3708 (__TEXT,__text) external _Tcl_ErrnoMsg
00000001ea86a7f8 (__TEXT,__text) external _Tcl_Eval
00000001ea869960 (__TEXT,__text) external _Tcl_EvalEx
00000001ea8c882c (__TEXT,__text) external _Tcl_EvalFile
00000001ea86a840 (__TEXT,__text) external _Tcl_EvalObj
00000001ea86a850 (__TEXT,__text) external _Tcl_EvalObjEx
00000001ea869750 (__TEXT,__text) external _Tcl_EvalObjv
00000001ea869900 (__TEXT,__text) external _Tcl_EvalTokens
00000001ea8698ec (__TEXT,__text) external _Tcl_EvalTokensStandard
00000001ea8e4008 (__TEXT,__text) external _Tcl_EventuallyFree
00000001ea8a5fc8 (__TEXT,__text) external _Tcl_Exit
00000001ea8efe90 (__TEXT,__text) external _Tcl_ExitThread
00000001ea8d1880 (__TEXT,__text) external _Tcl_Export
00000001ea867650 (__TEXT,__text) external _Tcl_ExposeCommand
00000001ea86af7c (__TEXT,__text) external _Tcl_ExprBoolean
00000001ea86b014 (__TEXT,__text) external _Tcl_ExprBooleanObj
00000001ea86ae20 (__TEXT,__text) external _Tcl_ExprDouble
00000001ea86aeb8 (__TEXT,__text) external _Tcl_ExprDoubleObj
00000001ea86ac38 (__TEXT,__text) external _Tcl_ExprLong
00000001ea86acd0 (__TEXT,__text) external _Tcl_ExprLongObj
00000001ea8a6b10 (__TEXT,__text) external _Tcl_ExprObj
00000001ea86b280 (__TEXT,__text) external _Tcl_ExprString
00000001ea8a2dd4 (__TEXT,__text) external _Tcl_ExternalToUtf
00000001ea8a2c88 (__TEXT,__text) external _Tcl_ExternalToUtfDString
00000001ea8c80f0 (__TEXT,__text) external _Tcl_FSAccess
00000001ea8c83ac (__TEXT,__text) external _Tcl_FSChdir
00000001ea8de1b4 (__TEXT,__text) external _Tcl_FSConvertToPathType
00000001ea8cb290 (__TEXT,__text) external _Tcl_FSCopyDirectory
00000001ea8cb1bc (__TEXT,__text) external _Tcl_FSCopyFile
00000001ea8cb230 (__TEXT,__text) external _Tcl_FSCreateDirectory
00000001ea8c94f0 (__TEXT,__text) external _Tcl_FSData
00000001ea8ca920 (__TEXT,__text) external _Tcl_FSDeleteFile
00000001ea8e0458 (__TEXT,__text) external _Tcl_FSEqualPaths
00000001ea8c8898 (__TEXT,__text) external _Tcl_FSEvalFile
00000001ea8c9a30 (__TEXT,__text) external _Tcl_FSEvalFileEx
00000001ea8c9e28 (__TEXT,__text) external _Tcl_FSFileAttrStrings
00000001ea8ca180 (__TEXT,__text) external _Tcl_FSFileAttrsGet
00000001ea8ca208 (__TEXT,__text) external _Tcl_FSFileAttrsSet
00000001ea8cb428 (__TEXT,__text) external _Tcl_FSFileSystemInfo
00000001ea8c8548 (__TEXT,__text) external _Tcl_FSGetCwd
00000001ea8c9148 (__TEXT,__text) external _Tcl_FSGetFileSystemForPath
00000001ea8dfe3c (__TEXT,__text) external _Tcl_FSGetInternalRep
00000001ea8ca3e8 (__TEXT,__text) external _Tcl_FSGetNativePath
00000001ea8de8f8 (__TEXT,__text) external _Tcl_FSGetNormalizedPath
00000001ea8de018 (__TEXT,__text) external _Tcl_FSGetPathType
00000001ea8dfcac (__TEXT,__text) external _Tcl_FSGetTranslatedPath
00000001ea8dfd68 (__TEXT,__text) external _Tcl_FSGetTranslatedStringPath
00000001ea8defac (__TEXT,__text) external _Tcl_FSJoinPath
00000001ea8b21b0 (__TEXT,__text) external _Tcl_FSJoinToPath
00000001ea8cabcc (__TEXT,__text) external _Tcl_FSLink
00000001ea8cac48 (__TEXT,__text) external _Tcl_FSListVolumes
00000001ea8ca3f4 (__TEXT,__text) external _Tcl_FSLoadFile
00000001ea8c9d5c (__TEXT,__text) external _Tcl_FSLstat
00000001ea8c8ec8 (__TEXT,__text) external _Tcl_FSMatchInDirectory
00000001ea8c94a0 (__TEXT,__text) external _Tcl_FSMountsChanged
00000001ea8dfbbc (__TEXT,__text) external _Tcl_FSNewNativePath
00000001ea8c81d8 (__TEXT,__text) external _Tcl_FSOpenFileChannel
00000001ea8cb4b8 (__TEXT,__text) external _Tcl_FSPathSeparator
00000001ea8c8d78 (__TEXT,__text) external _Tcl_FSRegister
00000001ea8cb30c (__TEXT,__text) external _Tcl_FSRemoveDirectory
00000001ea8cb148 (__TEXT,__text) external _Tcl_FSRenameFile
00000001ea8caccc (__TEXT,__text) external _Tcl_FSSplitPath
00000001ea8c8028 (__TEXT,__text) external _Tcl_FSStat
00000001ea8c8e08 (__TEXT,__text) external _Tcl_FSUnregister
00000001ea8c9dcc (__TEXT,__text) external _Tcl_FSUtime
00000001ea8a6040 (__TEXT,__text) external _Tcl_Finalize
00000001ea909d40 (__TEXT,__text) external _Tcl_FinalizeNotifier
00000001ea8a6254 (__TEXT,__text) external _Tcl_FinalizeThread
00000001ea8d1e34 (__TEXT,__text) external _Tcl_FindCommand
00000001ea8d6bf0 (__TEXT,__text) external _Tcl_FindEnsemble
00000001ea8a314c (__TEXT,__text) external _Tcl_FindExecutable
00000001ea8b4974 (__TEXT,__text) external _Tcl_FindHashEntry
00000001ea8d2818 (__TEXT,__text) external _Tcl_FindNamespace
00000001ea8fed5c (__TEXT,__text) external _Tcl_FindNamespaceVar
00000001ea8b4f28 (__TEXT,__text) external _Tcl_FirstHashEntry
00000001ea8ba7d4 (__TEXT,__text) external _Tcl_Flush
00000001ea8d248c (__TEXT,__text) external _Tcl_ForgetImport
00000001ea8ecef4 (__TEXT,__text) external _Tcl_Format
00000001ea86eab0 (__TEXT,__text) external _Tcl_Free
00000001ea8a27e4 (__TEXT,__text) external _Tcl_FreeEncoding
00000001ea8dc25c (__TEXT,__text) external _Tcl_FreeParse
00000001ea8e86c4 (__TEXT,__text) external _Tcl_FreeResult
00000001ea8b84ec (__TEXT,__text) external _Tcl_GetAlias
00000001ea8b8634 (__TEXT,__text) external _Tcl_GetAliasObj
00000001ea907c70 (__TEXT,__text) external _Tcl_GetAllocMutex
00000001ea86716c (__TEXT,__text) external _Tcl_GetAssocData
00000001ea8da2d8 (__TEXT,__text) external _Tcl_GetBignumFromObj
00000001ea8b46ac (__TEXT,__text) external _Tcl_GetBoolean
00000001ea8d92d0 (__TEXT,__text) external _Tcl_GetBooleanFromObj
00000001ea86c9fc (__TEXT,__text) external _Tcl_GetByteArrayFromObj
00000001ea8baf98 (__TEXT,__text) external _Tcl_GetChannel
00000001ea8befa0 (__TEXT,__text) external _Tcl_GetChannelBufferSize
00000001ea8c11bc (__TEXT,__text) external _Tcl_GetChannelError
00000001ea8c11ac (__TEXT,__text) external _Tcl_GetChannelErrorInterp
00000001ea8bb97c (__TEXT,__text) external _Tcl_GetChannelHandle
00000001ea8bb950 (__TEXT,__text) external _Tcl_GetChannelInstanceData
00000001ea8bb96c (__TEXT,__text) external _Tcl_GetChannelMode
00000001ea8bb61c (__TEXT,__text) external _Tcl_GetChannelName
00000001ea8c0894 (__TEXT,__text) external _Tcl_GetChannelNames
00000001ea8c089c (__TEXT,__text) external _Tcl_GetChannelNamesEx
00000001ea8bf174 (__TEXT,__text) external _Tcl_GetChannelOption
00000001ea8bb958 (__TEXT,__text) external _Tcl_GetChannelThread
00000001ea8bb964 (__TEXT,__text) external _Tcl_GetChannelType
00000001ea8eab00 (__TEXT,__text) external _Tcl_GetCharLength
00000001ea8da764 (__TEXT,__text) external _Tcl_GetCommandFromObj
00000001ea867ecc (__TEXT,__text) external _Tcl_GetCommandFullName
00000001ea86827c (__TEXT,__text) external _Tcl_GetCommandInfo
00000001ea8682bc (__TEXT,__text) external _Tcl_GetCommandInfoFromToken
00000001ea868308 (__TEXT,__text) external _Tcl_GetCommandName
00000001ea8d0a84 (__TEXT,__text) external _Tcl_GetCurrentNamespace
00000001ea907c30 (__TEXT,__text) external _Tcl_GetCurrentThread
00000001ea8c84e0 (__TEXT,__text) external _Tcl_GetCwd
00000001ea8a26f4 (__TEXT,__text) external _Tcl_GetDefaultEncodingDir
00000001ea8b462c (__TEXT,__text) external _Tcl_GetDouble
00000001ea8d93fc (__TEXT,__text) external _Tcl_GetDoubleFromObj
00000001ea8a13a8 (__TEXT,__text) external _Tcl_GetEncoding
00000001ea8a1300 (__TEXT,__text) external _Tcl_GetEncodingFromObj
00000001ea8a2830 (__TEXT,__text) external _Tcl_GetEncodingName
00000001ea906f84 (__TEXT,__text) external _Tcl_GetEncodingNameFromEnvironment
00000001ea8a2848 (__TEXT,__text) external _Tcl_GetEncodingNames
00000001ea8a1c6c (__TEXT,__text) external _Tcl_GetEncodingSearchPath
00000001ea8d6b30 (__TEXT,__text) external _Tcl_GetEnsembleFlags
00000001ea8d6a70 (__TEXT,__text) external _Tcl_GetEnsembleMappingDict
00000001ea8d6b90 (__TEXT,__text) external _Tcl_GetEnsembleNamespace
00000001ea8d6a10 (__TEXT,__text) external _Tcl_GetEnsembleSubcommandList
00000001ea8d6ad0 (__TEXT,__text) external _Tcl_GetEnsembleUnknownHandler
00000001ea8c9d40 (__TEXT,__text) external _Tcl_GetErrno
00000001ea8d0a90 (__TEXT,__text) external _Tcl_GetGlobalNamespace
00000001ea9064e8 (__TEXT,__text) external _Tcl_GetHostName
00000001ea8b543c (__TEXT,__text) external _Tcl_GetIndexFromObj
00000001ea8b5490 (__TEXT,__text) external _Tcl_GetIndexFromObjStruct
00000001ea8b452c (__TEXT,__text) external _Tcl_GetInt
00000001ea8d999c (__TEXT,__text) external _Tcl_GetIntFromObj
00000001ea8b8244 (__TEXT,__text) external _Tcl_GetInterpPath
00000001ea8e7a2c (__TEXT,__text) external _Tcl_GetInterpResolvers
00000001ea8d9a70 (__TEXT,__text) external _Tcl_GetLongFromObj
00000001ea8b8b04 (__TEXT,__text) external _Tcl_GetMaster
00000001ea8687e0 (__TEXT,__text) external _Tcl_GetMathFuncInfo
00000001ea8f097c (__TEXT,__text) external _Tcl_GetMemoryInfo
00000001ea8f9b68 (__TEXT,__text) external _Tcl_GetNameOfExecutable
00000001ea8e7b78 (__TEXT,__text) external _Tcl_GetNamespaceResolvers
00000001ea8d5378 (__TEXT,__text) external _Tcl_GetNamespaceUnknownHandler
00000001ea8e7c50 (__TEXT,__text) external _Tcl_GetObjResult
00000001ea8d8ca4 (__TEXT,__text) external _Tcl_GetObjType
00000001ea9008fc (__TEXT,__text) external _Tcl_GetOpenFile
00000001ea8b1600 (__TEXT,__text) external _Tcl_GetPathType
00000001ea8eadd0 (__TEXT,__text) external _Tcl_GetRange
00000001ea8e7504 (__TEXT,__text) external _Tcl_GetRegExpFromObj
00000001ea8e907c (__TEXT,__text) external _Tcl_GetReturnOptions
00000001ea8d7c68 (__TEXT,__text) external _Tcl_GetServiceMode
00000001ea8b8aa8 (__TEXT,__text) external _Tcl_GetSlave
00000001ea8bb93c (__TEXT,__text) external _Tcl_GetStackedChannel
00000001ea8cfa50 (__TEXT,__text) external _Tcl_GetStartupScript
00000001ea8ba8c0 (__TEXT,__text) external _Tcl_GetStdChannel
00000001ea8d90f8 (__TEXT,__text) external _Tcl_GetString
00000001ea8d8ab0 (__TEXT,__text) external _Tcl_GetStringFromObj
00000001ea8e8428 (__TEXT,__text) external _Tcl_GetStringResult
00000001ea8efb68 (__TEXT,__text) external _Tcl_GetThreadData
00000001ea906970 (__TEXT,__text) external _Tcl_GetTime
00000001ea8bb944 (__TEXT,__text) external _Tcl_GetTopChannel
00000001ea8eacac (__TEXT,__text) external _Tcl_GetUniChar
00000001ea8ead18 (__TEXT,__text) external _Tcl_GetUnicode
00000001ea8ead6c (__TEXT,__text) external _Tcl_GetUnicodeFromObj
00000001ea8fb3a8 (__TEXT,__text) external _Tcl_GetVar
00000001ea8fb3b4 (__TEXT,__text) external _Tcl_GetVar2
00000001ea8fb3f8 (__TEXT,__text) external _Tcl_GetVar2Ex
00000001ea8fe3e4 (__TEXT,__text) external _Tcl_GetVariableFullName
00000001ea86b5f0 (__TEXT,__text) external _Tcl_GetVersion
00000001ea8da050 (__TEXT,__text) external _Tcl_GetWideIntFromObj
00000001ea8bcf30 (__TEXT,__text) external _Tcl_Gets
00000001ea8bd034 (__TEXT,__text) external _Tcl_GetsObj
00000001ea86b568 (__TEXT,__text) external _Tcl_GlobalEval
00000001ea86a85c (__TEXT,__text) external _Tcl_GlobalEvalObj
00000001ea8b4f9c (__TEXT,__text) external _Tcl_HashStats
00000001ea866d68 (__TEXT,__text) external _Tcl_HideCommand
00000001ea8d1ae8 (__TEXT,__text) external _Tcl_Import
00000001ea8b5bec (__TEXT,__text) external _Tcl_Init
00000001ea8ef28c (__TEXT,__text) external _Tcl_InitBignumFromDouble
00000001ea8b4914 (__TEXT,__text) external _Tcl_InitCustomHashTable
00000001ea8b48c8 (__TEXT,__text) external _Tcl_InitHashTable
00000001ea86ead0 (__TEXT,__text) external _Tcl_InitMemory
00000001ea909550 (__TEXT,__text) external _Tcl_InitNotifier
00000001ea8da754 (__TEXT,__text) external _Tcl_InitObjHashTable
00000001ea8f0f40 (__TEXT,__text) external _Tcl_InitStubs
00000001ea8beefc (__TEXT,__text) external _Tcl_InputBlocked
00000001ea8bea44 (__TEXT,__text) external _Tcl_InputBuffered
00000001ea8671b4 (__TEXT,__text) external _Tcl_InterpDeleted
00000001ea8d915c (__TEXT,__text) external _Tcl_InvalidateStringRep
00000001ea8c0b4c (__TEXT,__text) external _Tcl_IsChannelExisting
00000001ea8c0ae0 (__TEXT,__text) external _Tcl_IsChannelRegistered
00000001ea8c0b38 (__TEXT,__text) external _Tcl_IsChannelShared
00000001ea8d6d2c (__TEXT,__text) external _Tcl_IsEnsemble
00000001ea8b6f00 (__TEXT,__text) external _Tcl_IsSafe
00000001ea8bab00 (__TEXT,__text) external _Tcl_IsStandardChannel
00000001ea8b24cc (__TEXT,__text) external _Tcl_JoinPath
00000001ea907b98 (__TEXT,__text) external _Tcl_JoinThread
00000001ea8b8f40 (__TEXT,__text) external _Tcl_LimitAddHandler
00000001ea8b8d10 (__TEXT,__text) external _Tcl_LimitCheck
00000001ea8b8ca4 (__TEXT,__text) external _Tcl_LimitExceeded
00000001ea8b9240 (__TEXT,__text) external _Tcl_LimitGetCommands
00000001ea8b93dc (__TEXT,__text) external _Tcl_LimitGetGranularity
00000001ea8b9348 (__TEXT,__text) external _Tcl_LimitGetTime
00000001ea8b8cb4 (__TEXT,__text) external _Tcl_LimitReady
00000001ea8b900c (__TEXT,__text) external _Tcl_LimitRemoveHandler
00000001ea8b922c (__TEXT,__text) external _Tcl_LimitSetCommands
00000001ea8b9354 (__TEXT,__text) external _Tcl_LimitSetGranularity
00000001ea8b9248 (__TEXT,__text) external _Tcl_LimitSetTime
00000001ea8b91e0 (__TEXT,__text) external _Tcl_LimitTypeEnabled
00000001ea8b91f0 (__TEXT,__text) external _Tcl_LimitTypeExceeded
00000001ea8b9210 (__TEXT,__text) external _Tcl_LimitTypeReset
00000001ea8b9200 (__TEXT,__text) external _Tcl_LimitTypeSet
00000001ea8cb550 (__TEXT,__text) external _Tcl_LinkVar
00000001ea8689b0 (__TEXT,__text) external _Tcl_ListMathFuncs
00000001ea8cd0d8 (__TEXT,__text) external _Tcl_ListObjAppendElement
00000001ea8ccafc (__TEXT,__text) external _Tcl_ListObjAppendList
00000001ea8cca24 (__TEXT,__text) external _Tcl_ListObjGetElements
00000001ea8cd2ac (__TEXT,__text) external _Tcl_ListObjIndex
00000001ea8ccc08 (__TEXT,__text) external _Tcl_ListObjLength
00000001ea8cccac (__TEXT,__text) external _Tcl_ListObjReplace
00000001ea8d7040 (__TEXT,__text) external _Tcl_LogCommandInfo
00000001ea9088c4 (__TEXT,__text) external _Tcl_MacOSXOpenBundleResources
00000001ea9088d8 (__TEXT,__text) external _Tcl_MacOSXOpenVersionedBundleResources
00000001ea8cfc18 (__TEXT,__text) external _Tcl_Main
00000001ea8fff98 (__TEXT,__text) external _Tcl_MakeFileChannel
00000001ea8b8b14 (__TEXT,__text) external _Tcl_MakeSafe
00000001ea900554 (__TEXT,__text) external _Tcl_MakeTcpClientChannel
00000001ea8f7bbc (__TEXT,__text) external _Tcl_Merge
00000001ea8efcbc (__TEXT,__text) external _Tcl_MutexFinalize
00000001ea907c7c (__TEXT,__text) external _Tcl_MutexLock
00000001ea907cf8 (__TEXT,__text) external _Tcl_MutexUnlock
00000001ea8da280 (__TEXT,__text) external _Tcl_NewBignumObj
00000001ea8d919c (__TEXT,__text) external _Tcl_NewBooleanObj
00000001ea86c8f0 (__TEXT,__text) external _Tcl_NewByteArrayObj
00000001ea89d870 (__TEXT,__text) external _Tcl_NewDictObj
00000001ea8d977c (__TEXT,__text) external _Tcl_NewDoubleObj
00000001ea8d98bc (__TEXT,__text) external _Tcl_NewIntObj
00000001ea8cc770 (__TEXT,__text) external _Tcl_NewListObj
00000001ea8d9ca0 (__TEXT,__text) external _Tcl_NewLongObj
00000001ea8d8d9c (__TEXT,__text) external _Tcl_NewObj
00000001ea8ea8d4 (__TEXT,__text) external _Tcl_NewStringObj
00000001ea8ea97c (__TEXT,__text) external _Tcl_NewUnicodeObj
00000001ea8d9dbc (__TEXT,__text) external _Tcl_NewWideIntObj
00000001ea8b4f3c (__TEXT,__text) external _Tcl_NextHashEntry
00000001ea8bf7d0 (__TEXT,__text) external _Tcl_NotifyChannel
00000001ea8f5730 (__TEXT,__text) external _Tcl_NumUtfChars
00000001ea8fb4b4 (__TEXT,__text) external _Tcl_ObjGetVar2
00000001ea8ecea8 (__TEXT,__text) external _Tcl_ObjPrintf
00000001ea8fb714 (__TEXT,__text) external _Tcl_ObjSetVar2
00000001ea8e1770 (__TEXT,__text) external _Tcl_OpenCommandChannel
00000001ea8c8158 (__TEXT,__text) external _Tcl_OpenFileChannel
00000001ea9001c0 (__TEXT,__text) external _Tcl_OpenTcpClient
00000001ea90055c (__TEXT,__text) external _Tcl_OpenTcpServer
00000001ea8bea94 (__TEXT,__text) external _Tcl_OutputBuffered
00000001ea8dac78 (__TEXT,__text) external _Tcl_Panic
00000001ea8dab90 (__TEXT,__text) external _Tcl_PanicVA
00000001ea8db74c (__TEXT,__text) external _Tcl_ParseBraces
00000001ea8dacd4 (__TEXT,__text) external _Tcl_ParseCommand
00000001ea892a78 (__TEXT,__text) external _Tcl_ParseExpr
00000001ea8db630 (__TEXT,__text) external _Tcl_ParseQuotedString
00000001ea8dcac0 (__TEXT,__text) external _Tcl_ParseVar
00000001ea8dc65c (__TEXT,__text) external _Tcl_ParseVarName
00000001ea8e34c4 (__TEXT,__text) external _Tcl_PkgInitStubsCheck
00000001ea8e25a8 (__TEXT,__text) external _Tcl_PkgPresent
00000001ea8e25b0 (__TEXT,__text) external _Tcl_PkgPresentEx
00000001ea8e1880 (__TEXT,__text) external _Tcl_PkgProvide
00000001ea8e1888 (__TEXT,__text) external _Tcl_PkgProvideEx
00000001ea8e1d84 (__TEXT,__text) external _Tcl_PkgRequire
00000001ea8e1d8c (__TEXT,__text) external _Tcl_PkgRequireEx
00000001ea8e2560 (__TEXT,__text) external _Tcl_PkgRequireProc
00000001ea8d0b38 (__TEXT,__text) external _Tcl_PopCallFrame
00000001ea8c9ce4 (__TEXT,__text) external _Tcl_PosixError
00000001ea8e3dc4 (__TEXT,__text) external _Tcl_Preserve
00000001ea8f8f08 (__TEXT,__text) external _Tcl_PrintDouble
00000001ea8e41c0 (__TEXT,__text) external _Tcl_ProcObjCmd
00000001ea8d0a98 (__TEXT,__text) external _Tcl_PushCallFrame
00000001ea8a4d18 (__TEXT,__text) external _Tcl_PutEnv
00000001ea906a94 (__TEXT,__text) external _Tcl_QueryTimeProc
00000001ea8d7894 (__TEXT,__text) external _Tcl_QueueEvent
00000001ea8bdd7c (__TEXT,__text) external _Tcl_Read
00000001ea8be380 (__TEXT,__text) external _Tcl_ReadChars
00000001ea8be1b0 (__TEXT,__text) external _Tcl_ReadRaw
00000001ea86e9ec (__TEXT,__text) external _Tcl_Realloc
00000001ea8e076c (__TEXT,__text) external _Tcl_ReapDetachedProcs
00000001ea8b51b4 (__TEXT,__text) external _Tcl_RecordAndEval
00000001ea8b5258 (__TEXT,__text) external _Tcl_RecordAndEvalObj
00000001ea8e6d4c (__TEXT,__text) external _Tcl_RegExpCompile
00000001ea8e70b4 (__TEXT,__text) external _Tcl_RegExpExec
00000001ea8e73b8 (__TEXT,__text) external _Tcl_RegExpExecObj
00000001ea8e75d4 (__TEXT,__text) external _Tcl_RegExpGetInfo
00000001ea8e7334 (__TEXT,__text) external _Tcl_RegExpMatch
00000001ea8e7498 (__TEXT,__text) external _Tcl_RegExpMatchObj
00000001ea8e722c (__TEXT,__text) external _Tcl_RegExpRange
00000001ea8ba9b8 (__TEXT,__text) external _Tcl_RegisterChannel
00000001ea89aee0 (__TEXT,__text) external _Tcl_RegisterConfig
00000001ea8d87fc (__TEXT,__text) external _Tcl_RegisterObjType
00000001ea8e3eb4 (__TEXT,__text) external _Tcl_Release
00000001ea8e7aa4 (__TEXT,__text) external _Tcl_RemoveInterpResolvers
00000001ea8e80b0 (__TEXT,__text) external _Tcl_ResetResult
00000001ea8e7d0c (__TEXT,__text) external _Tcl_RestoreInterpState
00000001ea8e8018 (__TEXT,__text) external _Tcl_RestoreResult
00000001ea8e7b9c (__TEXT,__text) external _Tcl_SaveInterpState
00000001ea8e7f74 (__TEXT,__text) external _Tcl_SaveResult
00000001ea8f7844 (__TEXT,__text) external _Tcl_ScanCountedElement
00000001ea8f7838 (__TEXT,__text) external _Tcl_ScanElement
00000001ea8be7b8 (__TEXT,__text) external _Tcl_Seek
00000001ea8bed20 (__TEXT,__text) external _Tcl_SeekOld
00000001ea8d7eec (__TEXT,__text) external _Tcl_ServiceAll
00000001ea8d7b24 (__TEXT,__text) external _Tcl_ServiceEvent
00000001ea909ff4 (__TEXT,__text) external _Tcl_ServiceModeHook
00000001ea867054 (__TEXT,__text) external _Tcl_SetAssocData
00000001ea8d9ea8 (__TEXT,__text) external _Tcl_SetBignumObj
00000001ea8d9234 (__TEXT,__text) external _Tcl_SetBooleanObj
00000001ea86ca54 (__TEXT,__text) external _Tcl_SetByteArrayLength
00000001ea86c954 (__TEXT,__text) external _Tcl_SetByteArrayObj
00000001ea8bef38 (__TEXT,__text) external _Tcl_SetChannelBufferSize
00000001ea8bba60 (__TEXT,__text) external _Tcl_SetChannelError
00000001ea8bc11c (__TEXT,__text) external _Tcl_SetChannelErrorInterp
00000001ea8b9e30 (__TEXT,__text) external _Tcl_SetChannelOption
00000001ea8681cc (__TEXT,__text) external _Tcl_SetCommandInfo
00000001ea868238 (__TEXT,__text) external _Tcl_SetCommandInfoFromToken
00000001ea8a276c (__TEXT,__text) external _Tcl_SetDefaultEncodingDir
00000001ea8d981c (__TEXT,__text) external _Tcl_SetDoubleObj
00000001ea8a1c78 (__TEXT,__text) external _Tcl_SetEncodingSearchPath
00000001ea8d6954 (__TEXT,__text) external _Tcl_SetEnsembleFlags
00000001ea8d65e4 (__TEXT,__text) external _Tcl_SetEnsembleMappingDict
00000001ea8d6450 (__TEXT,__text) external _Tcl_SetEnsembleSubcommandList
00000001ea8d67f0 (__TEXT,__text) external _Tcl_SetEnsembleUnknownHandler
00000001ea8c9224 (__TEXT,__text) external _Tcl_SetErrno
00000001ea8e87e0 (__TEXT,__text) external _Tcl_SetErrorCode
00000001ea8e8720 (__TEXT,__text) external _Tcl_SetErrorCodeVA
00000001ea8a5f78 (__TEXT,__text) external _Tcl_SetExitProc
00000001ea8d9904 (__TEXT,__text) external _Tcl_SetIntObj
00000001ea8cc8a0 (__TEXT,__text) external _Tcl_SetListObj
00000001ea8d9d28 (__TEXT,__text) external _Tcl_SetLongObj
00000001ea8d08f4 (__TEXT,__text) external _Tcl_SetMainLoop
00000001ea8d7ce4 (__TEXT,__text) external _Tcl_SetMaxBlockTime
00000001ea8e7b5c (__TEXT,__text) external _Tcl_SetNamespaceResolvers
00000001ea8d5420 (__TEXT,__text) external _Tcl_SetNamespaceUnknownHandler
00000001ea8d7748 (__TEXT,__text) external _Tcl_SetNotifier
00000001ea8e8790 (__TEXT,__text) external _Tcl_SetObjErrorCode
00000001ea8eaf78 (__TEXT,__text) external _Tcl_SetObjLength
00000001ea8e7e0c (__TEXT,__text) external _Tcl_SetObjResult
00000001ea8dab84 (__TEXT,__text) external _Tcl_SetPanicProc
00000001ea86b5c8 (__TEXT,__text) external _Tcl_SetRecursionLimit
00000001ea8e82ac (__TEXT,__text) external _Tcl_SetResult
00000001ea8e91c8 (__TEXT,__text) external _Tcl_SetReturnOptions
00000001ea8d7c90 (__TEXT,__text) external _Tcl_SetServiceMode
00000001ea8cf9a4 (__TEXT,__text) external _Tcl_SetStartupScript
00000001ea8ba848 (__TEXT,__text) external _Tcl_SetStdChannel
00000001ea8eaea0 (__TEXT,__text) external _Tcl_SetStringObj
00000001ea8a2bdc (__TEXT,__text) external _Tcl_SetSystemEncoding
