00007ffa17558ac0 (__TEXT,__text) external _ARMCompilationCallback
00007ffa177dd680 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117RegisterCoalescer20copyCoalesceWorkListEN4llvm15MutableArrayRefIPNS1_12MachineInstrEEE
00007ffa177dc950 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117RegisterCoalescer20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffa177e02f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117RegisterCoalescer23reMaterializeTrivialDefERN4llvm13CoalescerPairEPNS1_12MachineInstrERb
00007ffa177dd580 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117RegisterCoalescer24LRE_WillEraseInstructionEPN4llvm12MachineInstrE
00007ffa42ed3900 (__DATA,__bss) non-external __ZN12_GLOBAL__N_117RegisterCoalescer2IDE
00007ffa177dc700 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117RegisterCoalescerD0Ev
00007ffa177dc5e0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117RegisterCoalescerD1Ev
00007ffa1761b890 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117ScheduleDAGRRList14ReleasePendingEv
00007ffa1761aea0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117ScheduleDAGRRList19ReleasePredecessorsEPN4llvm5SUnitE
00007ffa17616770 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117ScheduleDAGRRList20ListScheduleBottomUpEv
00007ffa1761ba00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117ScheduleDAGRRList20releaseInterferencesEj
00007ffa176164d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117ScheduleDAGRRList8ScheduleEv
00007ffa176164b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117ScheduleDAGRRListD0Ev
00007ffa17616330 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117ScheduleDAGRRListD1Ev
00007ffa17812fc0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117StackSlotColoring20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffa42ed3da8 (__DATA,__bss) non-external __ZN12_GLOBAL__N_117StackSlotColoring2IDE
00007ffa17812e70 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117StackSlotColoringD0Ev
00007ffa17812d20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117StackSlotColoringD1Ev
00007ffa42ecfc28 (__DATA,__bss) non-external __ZN12_GLOBAL__N_117StressLoadSlicingE
00007ffa172819b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117StripDebugDeclare11runOnModuleERN4llvm6ModuleE
00007ffa42ecce4a (__DATA,__bss) non-external __ZN12_GLOBAL__N_117StripDebugDeclare2IDE
00007ffa17281980 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117StripDebugDeclareD0Ev
00007ffa17281970 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117StripDebugDeclareD1Ev
00007ffa42ecdbb8 (__DATA,__bss) non-external __ZN12_GLOBAL__N_117StubToResolverMapE
00007ffa1781dc90 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117TailDuplicatePass10ProcessPHIEPN4llvm12MachineInstrEPNS1_17MachineBasicBlockES5_RNS1_8DenseMapIjjNS1_12DenseMapInfoIjEEEERNS1_15SmallVectorImplINSt3__14pairIjjEEEERKNS1_8DenseSetIjS8_EEb
00007ffa1781e240 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117TailDuplicatePass17AddSSAUpdateEntryEjjPN4llvm17MachineBasicBlockE
00007ffa1781df40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117TailDuplicatePass20DuplicateInstructionEPN4llvm12MachineInstrEPNS1_17MachineBasicBlockES5_RNS1_15MachineFunctionERNS1_8DenseMapIjjNS1_12DenseMapInfoIjEEEERKNS1_8DenseSetIjSA_EE
00007ffa1781a7f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117TailDuplicatePass20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffa42ed3ee0 (__DATA,__bss) non-external __ZN12_GLOBAL__N_117TailDuplicatePass2IDE
00007ffa1781a7a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117TailDuplicatePassD0Ev
00007ffa1781a6b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117TailDuplicatePassD1Ev
00007ffa17574950 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117Thumb2ITBlockPass20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffa42ecf9c1 (__DATA,__bss) non-external __ZN12_GLOBAL__N_117Thumb2ITBlockPass2IDE
00007ffa17574920 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117Thumb2ITBlockPassD0Ev
00007ffa17574910 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117Thumb2ITBlockPassD1Ev
00007ffa174b16c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117ThumbDisassemblerD0Ev
00007ffa174b1680 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117ThumbDisassemblerD1Ev
00007ffa1721c4d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117VarArgAMD64Helper13visitCallSiteERN4llvm8CallSiteERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffa1721ca20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117VarArgAMD64Helper15visitVACopyInstERN4llvm10VACopyInstE
00007ffa1721c7b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117VarArgAMD64Helper16visitVAStartInstERN4llvm11VAStartInstE
00007ffa1721cc70 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117VarArgAMD64Helper23finalizeInstrumentationEv
00007ffa1721d9b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117VarArgAMD64Helper25getShadowPtrForVAArgumentEPN4llvm5ValueERNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEEi
00007ffa1721d970 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117VarArgAMD64HelperD0Ev
00007ffa1721d940 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117VarArgAMD64HelperD1Ev
00007ffa172c8060 (__TEXT,__text) non-external __ZN12_GLOBAL__N_117propagateMetadataEPN4llvm11InstructionENS0_8ArrayRefIPNS0_5ValueEEE
00007ffa17401d60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARM64AdvSIMDScalar20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffa42ece290 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118ARM64AdvSIMDScalar2IDE
00007ffa17401d00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARM64AdvSIMDScalarD0Ev
00007ffa17401cf0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARM64AdvSIMDScalarD1Ev
00007ffa17484fe0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARM64MCCodeEmitterD0Ev
00007ffa17484fd0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARM64MCCodeEmitterD1Ev
00007ffa174eb8a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMConstantIslands16computeBlockSizeEPN4llvm17MachineBasicBlockE
00007ffa174eba00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMConstantIslands20adjustBBOffsetsAfterEPN4llvm17MachineBasicBlockE
00007ffa174e5b40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMConstantIslands20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffa174ebbc0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMConstantIslands21splitBlockBeforeInstrEPN4llvm12MachineInstrE
00007ffa42ecf0e8 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118ARMConstantIslands2IDE
00007ffa174e5b10 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMConstantIslandsD0Ev
00007ffa174e5a00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMConstantIslandsD1Ev
00007ffa17bafb10 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMELFObjectWriterD0Ev
00007ffa17bafb00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMELFObjectWriterD1Ev
00007ffa17bc4230 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMMCInstrAnalysisD0Ev
00007ffa17bc4220 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ARMMCInstrAnalysisD1Ev
00007ffa179af700 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis10aliasCheckEPKN4llvm5ValueEyPKNS1_6MDNodeES4_yS7_
00007ffa179b1260 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis11aliasSelectEPKN4llvm10SelectInstEyPKNS1_6MDNodeEPKNS1_5ValueEyS7_
00007ffa179ae7c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis13getModRefInfoEN4llvm17ImmutableCallSiteERKNS1_13AliasAnalysis8LocationE
00007ffa179aef50 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis13getModRefInfoEN4llvm17ImmutableCallSiteES2_
00007ffa179ae6f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis14initializePassEv
00007ffa179af320 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis17getModRefBehaviorEN4llvm17ImmutableCallSiteE
00007ffa179af3d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis17getModRefBehaviorEPKN4llvm8FunctionE
00007ffa179aef60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis22pointsToConstantMemoryERKN4llvm13AliasAnalysis8LocationEb
00007ffa179ae6d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis26getAdjustedAnalysisPointerEPKv
00007ffa42ed5c34 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis2IDE
00007ffa179ae710 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis5aliasERKN4llvm13AliasAnalysis8LocationES5_
00007ffa179b02c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis8aliasGEPEPKN4llvm11GEPOperatorEyPKNS1_6MDNodeEPKNS1_5ValueEyS7_SA_SA_
00007ffa179b0ce0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysis8aliasPHIEPKN4llvm7PHINodeEyPKNS1_6MDNodeEPKNS1_5ValueEyS7_
00007ffa179ae630 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysisD0Ev
00007ffa179ae5d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BasicAliasAnalysisD1Ev
00007ffa17277ff0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BlockExtractorPass11runOnModuleERN4llvm6ModuleE
00007ffa42eccb8e (__DATA,__bss) non-external __ZN12_GLOBAL__N_118BlockExtractorPass2IDE
00007ffa172774f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BlockExtractorPassC1Ev
00007ffa17277f40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BlockExtractorPassD0Ev
00007ffa17277ea0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BlockExtractorPassD1Ev
00007ffa17936940 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BreakCriticalEdges13runOnFunctionERN4llvm8FunctionE
00007ffa42ed4a50 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118BreakCriticalEdges2IDE
00007ffa17936830 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BreakCriticalEdgesD0Ev
00007ffa17936820 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118BreakCriticalEdgesD1Ev
00007ffa17d25028 (__TEXT,__const) non-external __ZN12_GLOBAL__N_118ComparableFunction12TombstoneKeyE
00007ffa1727afb0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ComparableFunctionC1EPN4llvm8FunctionEPNS1_10DataLayoutE
00007ffa17483010 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ELFARM64AsmBackend17processFixupValueERKN4llvm11MCAssemblerERKNS1_11MCAsmLayoutERKNS1_7MCFixupEPKNS1_10MCFragmentERNS1_7MCValueERyRb
00007ffa17482fd0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ELFARM64AsmBackendD0Ev
00007ffa17482fc0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118ELFARM64AsmBackendD1Ev
00007ffa1727a6f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118FunctionComparator9enumerateEPKN4llvm5ValueES4_
00007ffa42ed7370 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118InfoOutputFilenameE
00007ffa179f0180 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LazyValueInfoCache12getEdgeValueEPN4llvm5ValueEPNS1_10BasicBlockES5_RNS_13LVILatticeValE
00007ffa179ee5a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LazyValueInfoCache13getBlockValueEPN4llvm5ValueEPNS1_10BasicBlockE
00007ffa179f1350 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LazyValueInfoCache13hasBlockValueEPN4llvm5ValueEPNS1_10BasicBlockE
00007ffa179ec9d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LazyValueInfoCache5solveEv
00007ffa17741230 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LocalStackSlotPass20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffa42ed1bcc (__DATA,__bss) non-external __ZN12_GLOBAL__N_118LocalStackSlotPass2IDE
00007ffa177411b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LocalStackSlotPassD0Ev
00007ffa17741170 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LocalStackSlotPassD1Ev
00007ffa1786a050 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopIdiomRecognize23processLoopStridedStoreEPN4llvm5ValueEjjS3_PNS1_11InstructionEPKNS1_14SCEVAddRecExprEPKNS1_4SCEVE
00007ffa42ed4524 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118LoopIdiomRecognize2IDE
00007ffa17867d00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopIdiomRecognize9runOnLoopEPN4llvm4LoopERNS1_13LPPassManagerE
00007ffa17867ad0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopIdiomRecognizeD0Ev
00007ffa17867ac0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopIdiomRecognizeD1Ev
00007ffa42ed45a4 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118LoopStrengthReduce2IDE
00007ffa1786e1d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopStrengthReduce9runOnLoopEPN4llvm4LoopERNS1_13LPPassManagerE
00007ffa1786dff0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopStrengthReduceD0Ev
00007ffa1786dfe0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopStrengthReduceD1Ev
00007ffa172bb960 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopVectorizeHints10createHintERN4llvm11LLVMContextENS1_9StringRefEj
00007ffa172a07f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopVectorizeHints20setAlreadyVectorizedEPN4llvm4LoopE
00007ffa1729ea80 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118LoopVectorizeHintsC1EPKN4llvm4LoopEb
00007ffa175f3990 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118NodeUpdateListener11NodeDeletedEPN4llvm6SDNodeES3_
00007ffa175f3ad0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118NodeUpdateListener11NodeUpdatedEPN4llvm6SDNodeE
00007ffa175f3970 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118NodeUpdateListenerD0Ev
00007ffa175f1400 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118NodeUpdateListenerD1Ev
00007ffa42ed5d63 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118PostDomOnlyPrinter2IDE
00007ffa179dbca0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118PostDomOnlyPrinterD0Ev
00007ffa179dbc60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118PostDomOnlyPrinterD1Ev
00007ffa42ed5709 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118PrintCallGraphPass2IDE
00007ffa17995670 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118PrintCallGraphPass8runOnSCCERN4llvm12CallGraphSCCE
00007ffa17995620 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118PrintCallGraphPassD0Ev
00007ffa179955f0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118PrintCallGraphPassD1Ev
00007ffa17645800 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RAUWUpdateListener11NodeDeletedEPN4llvm6SDNodeES3_
00007ffa176457e0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RAUWUpdateListenerD0Ev
00007ffa17641c70 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RAUWUpdateListenerD1Ev
00007ffa1761cd50 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBase10updateNodeEPKN4llvm5SUnitE
00007ffa1761cd80 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBase12releaseStateEv
00007ffa1761d080 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBase13scheduledNodeEPN4llvm5SUnitE
00007ffa1761d200 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBase15unscheduledNodeEPN4llvm5SUnitE
00007ffa1761ce10 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBase4pushEPN4llvm5SUnitE
00007ffa1761d000 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBase6removeEPN4llvm5SUnitE
00007ffa1761ccc0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBase7addNodeEPKN4llvm5SUnitE
00007ffa1761beb0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBase9initNodesERNSt3__16vectorIN4llvm5SUnitENS1_9allocatorIS4_EEEE
00007ffa1761bbf0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBaseC2ERN4llvm15MachineFunctionEbbbPKNS1_15TargetInstrInfoEPKNS1_18TargetRegisterInfoEPKNS1_14TargetLoweringE
00007ffa1761d4c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBaseD0Ev
00007ffa1761d4b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118RegReductionPQBaseD1Ev
00007ffa17281e80 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118StripDeadDebugInfo11runOnModuleERN4llvm6ModuleE
00007ffa42ecce4b (__DATA,__bss) non-external __ZN12_GLOBAL__N_118StripDeadDebugInfo2IDE
00007ffa17281e50 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118StripDeadDebugInfoD0Ev
00007ffa17281e40 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118StripDeadDebugInfoD1Ev
00007ffa173e2600 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118VZeroUpperInserter20runOnMachineFunctionERN4llvm15MachineFunctionE
00007ffa42ecde95 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118VZeroUpperInserter2IDE
00007ffa173e2590 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118VZeroUpperInserterD0Ev
00007ffa173e2540 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118VZeroUpperInserterD1Ev
00007ffa17b706e0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118VerifierLegacyPass13runOnFunctionERN4llvm8FunctionE
00007ffa17b70690 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118VerifierLegacyPass14doFinalizationERN4llvm6ModuleE
00007ffa42ed6bf8 (__DATA,__bss) non-external __ZN12_GLOBAL__N_118VerifierLegacyPass2IDE
00007ffa17b70670 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118VerifierLegacyPassD0Ev
00007ffa17b705d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118VerifierLegacyPassD1Ev
00007ffa173ed840 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118X86ELFObjectWriterD0Ev
00007ffa173ed830 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118X86ELFObjectWriterD1Ev
00007ffa1729b4c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_118getReplacementNameEPN4llvm11InstructionEbjj
00007ffa17bc4440 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ARMMachObjectWriter16RecordRelocationEPN4llvm16MachObjectWriterERKNS1_11MCAssemblerERKNS1_11MCAsmLayoutEPKNS1_10MCFragmentERKNS1_7MCFixupENS1_7MCValueERy
00007ffa17bc5220 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ARMMachObjectWriter28RecordARMScatteredRelocationEPN4llvm16MachObjectWriterERKNS1_11MCAssemblerERKNS1_11MCAsmLayoutEPKNS1_10MCFragmentERKNS1_7MCFixupENS1_7MCValueEjRy
00007ffa17bc4420 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ARMMachObjectWriterD0Ev
00007ffa17bc4410 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ARMMachObjectWriterD1Ev
00007ffa178c8d20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119AllocaSliceRewriter15getIntegerSplatEPN4llvm5ValueEj
00007ffa178c7bf0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119AllocaSliceRewriter18visitIntrinsicInstERN4llvm13IntrinsicInstE
00007ffa178c51d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119AllocaSliceRewriter20getAdjustedAllocaPtrERN4llvm9IRBuilderILb0ENS1_14ConstantFolderENS_25IRBuilderPrefixedInserterILb0EEEEEyPNS1_4TypeE
00007ffa178c7d20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119AllocaSliceRewriter20visitMemTransferInstERN4llvm15MemTransferInstE
00007ffa178c27b0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119AllocaSliceRewriter5visitEPKNS_5SliceE
00007ffa17264f10 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ArgumentUsesTracker11tooManyUsesEv
00007ffa17264f20 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ArgumentUsesTracker8capturedEPN4llvm3UseE
00007ffa17264ed0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ArgumentUsesTrackerD0Ev
00007ffa17264780 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ArgumentUsesTrackerD1Ev
00007ffa1783ce60 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ConstantPropagation13runOnFunctionERN4llvm8FunctionE
00007ffa42ed40bc (__DATA,__bss) non-external __ZN12_GLOBAL__N_119ConstantPropagation2IDE
00007ffa1783ce10 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ConstantPropagationD0Ev
00007ffa1783ce00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ConstantPropagationD1Ev
00007ffa178d0ab0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ConvertToScalarInfo18CanConvertToScalarEPN4llvm5ValueEyS3_
00007ffa178d10a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ConvertToScalarInfo19ConvertUsesToScalarEPN4llvm5ValueEPNS1_10AllocaInstEyS3_
00007ffa178d2770 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ConvertToScalarInfo25ConvertScalar_InsertValueEPN4llvm5ValueES3_yS3_RNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffa178d1fc0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ConvertToScalarInfo25MergeInTypeForLoadOrStoreEPN4llvm4TypeEy
00007ffa178d2120 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ConvertToScalarInfo26ConvertScalar_ExtractValueEPN4llvm5ValueEPNS1_4TypeEyS3_RNS1_9IRBuilderILb1ENS1_14ConstantFolderENS1_24IRBuilderDefaultInserterILb1EEEEE
00007ffa17bae600 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119DarwinARMAsmBackendD0Ev
00007ffa17bae5c0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119DarwinARMAsmBackendD1Ev
00007ffa1783e1d0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119DeadInstElimination15runOnBasicBlockERN4llvm10BasicBlockE
00007ffa42ed40d0 (__DATA,__bss) non-external __ZN12_GLOBAL__N_119DeadInstElimination2IDE
00007ffa1783e1a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119DeadInstEliminationD0Ev
00007ffa1783e190 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119DeadInstEliminationD1Ev
00007ffa173e53a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ELFX86_32AsmBackendD0Ev
00007ffa173e5390 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ELFX86_32AsmBackendD1Ev
00007ffa173e54a0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ELFX86_64AsmBackendD0Ev
00007ffa173e5490 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119ELFX86_64AsmBackendD1Ev
00007ffa17fc6dc0 (__TEXT,__const) non-external __ZN12_GLOBAL__N_119FoldableLoadExtendsE
00007ffa172c8c00 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119HorizontalReduction11tryToReduceERNS_7BoUpSLPEPN4llvm19TargetTransformInfoE
00007ffa172c8870 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119HorizontalReduction25matchAssociativeReductionEPN4llvm7PHINodeEPNS1_14BinaryOperatorEPNS1_10DataLayoutE
00007ffa172b5200 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer13reverseVectorEPN4llvm5ValueE
00007ffa172abce0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer13vectorizeLoopEv
00007ffa172b5b90 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer14createEdgeMaskEPN4llvm10BasicBlockES3_
00007ffa172b5360 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer14getVectorValueEPN4llvm5ValueE
00007ffa172b7970 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer15createEmptyLoopEv
00007ffa172b4ef0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer18getBroadcastInstrsEPN4llvm5ValueE
00007ffa172b4fd0 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer20getConsecutiveVectorEPN4llvm5ValueEib
00007ffa172b3880 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer20scalarizeInstructionEPN4llvm11InstructionE
00007ffa172b4300 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer26vectorizeMemoryInstructionEPN4llvm11InstructionE
00007ffa172b5440 (__TEXT,__text) non-external __ZN12_GLOBAL__N_119InnerLoopVectorizer8ValueMap3getEPN4llvm5ValueE
