00007ff90d0784d2 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90d0691a3 (__TEXT,__text) non-external -[SPExecutionPolicyItem init]
00007ff90d069765 (__TEXT,__text) non-external -[SPExecutionPolicyItem itemPath]
00007ff90d0697a1 (__TEXT,__text) non-external -[SPExecutionPolicyItem knownMalware]
00007ff90d06978d (__TEXT,__text) non-external -[SPExecutionPolicyItem needsApproval]
00007ff90d069797 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsOverride]
00007ff90d06976f (__TEXT,__text) non-external -[SPExecutionPolicyItem signingID]
00007ff90d069779 (__TEXT,__text) non-external -[SPExecutionPolicyItem teamID]
00007ff90d074ef8 (__TEXT,__text) non-external -[SPInstallationPolicy .cxx_destruct]
00007ff90d074c3e (__TEXT,__text) non-external -[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]
00007ff90d074bfc (__TEXT,__text) non-external -[SPInstallationPolicy dealloc]
00007ff90d074b11 (__TEXT,__text) non-external -[SPInstallationPolicy init]
00007ff90d074da0 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
00007ff90d074d71 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
00007ff90d06b269 (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
00007ff90d06b1fb (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
00007ff90d06b0a4 (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
00007ff90d06b23d (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
00007ff90d071032 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
00007ff90d070fe2 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
00007ff90d070ff6 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00007ff90d070e05 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00007ff90d070c36 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00007ff90d070ac9 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00007ff90d070abb (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00007ff90d07101e (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00007ff90d07100a (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00007ff90d071000 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00007ff90d071014 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00007ff90d071028 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00007ff90d070fd8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00007ff90d070fec (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00007ff90d06c30e (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00007ff90d06bcae (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00007ff90d06b762 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00007ff90d06b827 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00007ff90d06b724 (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00007ff90d06b716 (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00007ff90d06bc56 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00007ff90d06c304 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00007ff90d06b6d4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00007ff90d06c0ba (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00007ff90d06b385 (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00007ff90d06b9b1 (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00007ff90d06bf12 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00007ff90d06bff5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00007ff90d06bc82 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00007ff90d06bd7c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00007ff90d06c2d8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00007ff90d06c2ac (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00007ff90d06c280 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00007ff90d06c254 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00007ff90d06b8ec (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00007ff90d06be41 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00007ff90d06c22a (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00007ff90d06c200 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00007ff90d06c13b (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00007ff90d06bb8f (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00007ff90d06baa0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00007ff90d0709d2 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00007ff90d0705c5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00007ff90d0707a8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00007ff90d07050b (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00007ff90d070451 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00007ff90d0708bd (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00007ff90d06181c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00007ff90d0617c3 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00007ff90d0617cd (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00007ff90d0617eb (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00007ff90d0617b1 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00007ff90d0617d7 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00007ff90d06166a (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00007ff90d061215 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90d061455 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00007ff90d061333 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90d061207 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00007ff90d0617f5 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00007ff90d061444 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff90d061812 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff90d061808 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff90d06176e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff90d0617ff (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff90d0617e1 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff90d060baf (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00007ff90d060948 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00007ff90d06081a (__TEXT,__text) non-external -[SPMalwareSampling init]
00007ff90d06098a (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00007ff90d060a76 (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00007ff90d064591 (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00007ff90d064460 (__TEXT,__text) non-external -[SPMetrics dealloc]
00007ff90d06438f (__TEXT,__text) non-external -[SPMetrics init]
00007ff90d0644a2 (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00007ff90d0774de (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff90d0774d4 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff90d0774ca (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff90d077176 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff90d077205 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff90d0774c0 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff90d077117 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff90d0770ab (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff90d0770fc (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff90d07700f (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00007ff90d076ef3 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff90d076d1b (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff90d076fc4 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00007ff90d077075 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff90d0770b5 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff90d077106 (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff90d07707f (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff90d0770eb (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff90d0770d0 (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff90d077064 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff90d07709a (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff90d0770e1 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff90d0770c6 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff90d07705a (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff90d077090 (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff90d064367 (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff90d063fc7 (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff90d06426d (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff90d06419f (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff90d064009 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff90d06433b (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff90d0640d7 (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00007ff90d063e28 (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff90d060eda (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00007ff90d060e11 (__TEXT,__text) non-external -[SPSamplingTasking description]
00007ff90d060d56 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00007ff90d060e89 (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00007ff90d060be2 (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00007ff90d060e6e (__TEXT,__text) non-external -[SPSamplingTasking name]
00007ff90d060ebf (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00007ff90d060dff (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00007ff90d060ea4 (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00007ff90d060e93 (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00007ff90d060e78 (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00007ff90d060ec9 (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00007ff90d060eae (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00007ff90d060e5d (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00007ff90d060e53 (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00007ff90d062cd6 (__TEXT,__text) non-external -[SPScriptScanEvaluation .cxx_destruct]
00007ff90d062cbb (__TEXT,__text) non-external -[SPScriptScanEvaluation allowed]
00007ff90d062c98 (__TEXT,__text) non-external -[SPScriptScanEvaluation encodeWithCoder:]
00007ff90d062c07 (__TEXT,__text) non-external -[SPScriptScanEvaluation initWithCoder:]
00007ff90d062cc5 (__TEXT,__text) non-external -[SPScriptScanEvaluation setAllowed:]
00007ff90d0611df (__TEXT,__text) non-external -[SPScriptScanner .cxx_destruct]
00007ff90d061006 (__TEXT,__text) non-external -[SPScriptScanner dealloc]
00007ff90d061048 (__TEXT,__text) non-external -[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]
00007ff90d060f23 (__TEXT,__text) non-external -[SPScriptScanner init]
00007ff90d061fac (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff90d061f87 (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff90d061fa2 (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff90d061ac8 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff90d061865 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff90d061f98 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff90d060249 (__TEXT,__text) non-external -[TrackingAttributes description]
00007ff90d0602cd (__TEXT,__text) non-external -[TrackingAttributes flags]
00007ff90d0602b9 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00007ff90d060110 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00007ff90d06025b (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00007ff90d0601d7 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00007ff90d0602d7 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00007ff90d0602c3 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00007ff90d07f248 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90d07f370 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90d07f444 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90d07f320 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff90d07f2c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff90d07f3a0 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90d07f454 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90d07f348 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90d07f2d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table48
00007ff90d07f268 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff90d07f430 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90d078380 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff90d0782a4 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff943dadf98 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff90d071d0a (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff9410b9d58 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLCreationDateKey (from CoreFoundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLFileResourceIdentifierKey (from CoreFoundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
                 (undefined) external _NSUnderlyingErrorKey (from Foundation)
00007ff943400f10 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff943400ee8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff943400ec0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff943400e98 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff943400e70 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff943400e48 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff9434011e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff943400e20 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff943400df8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff943400dd0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff943400da8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00007ff9434011b8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPBundleProtection
00007ff943400d80 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff943400d58 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff943400d30 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff943400d08 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyExportedObject
00007ff943401190 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff943400ce0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff943401168 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff943401140 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff9434012d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff9434012a8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff943401280 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff943401118 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff9434010f0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMalwareSampling
00007ff943400cb8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMetrics
00007ff9434010c8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff943400c90 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff9434010a0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff943400c68 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff943400c40 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPSamplingTasking
00007ff943dadc40 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanEvaluation
00007ff943dadbf0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanner
00007ff943400c18 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff943401078 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00007ff943dad7e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff943dad7e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff943dad7f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff943dadbd0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff943dadbc8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff943dadbd8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff943dad858 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff943dad860 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff943dad868 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff943dad880 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff943dad850 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff943dad870 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff943dad878 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff943dadba8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff943dadbb0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff943dad818 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff943dad810 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00007ff943dad800 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00007ff943dad808 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00007ff943dad820 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00007ff943dad828 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00007ff943dadb48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._backingStore
00007ff943dadaf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._backingStoreChecked
00007ff943dad9f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00007ff943dada58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00007ff943dada30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
