00000001813255dc (__TEXT,__text) external _APL_dgemm
00000001816f3a7c (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
0000000181720030 (__TEXT,__text) external _cblas_ctbsv
00000001816e3238 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
00000001816f3d50 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00000001817202d8 (__TEXT,__text) external _cblas_ctpmv
00000001816e3bbc (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00000001816f4024 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
0000000181720528 (__TEXT,__text) external _cblas_ctpsv
00000001816e4304 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00000001816f4284 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
000000018170d848 (__TEXT,__text) external _cblas_ctrmm
00000001811f0cfc (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00000001816cda38 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
0000000181720ae8 (__TEXT,__text) external _cblas_ctrmv
00000001816e4be8 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00000001816f450c (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
000000018170e89c (__TEXT,__text) external _cblas_ctrsm
0000000180f9333c (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00000001816c73a0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
0000000180f87bb8 (__TEXT,__text) external _cblas_ctrsm_spi$NEWLAPACK
00000001816c5dfc (__TEXT,__text) external _cblas_ctrsm_spi$NEWLAPACK$ILP64
0000000181314678 (__TEXT,__text) external _cblas_ctrsm_spi_mem_requirement$NEWLAPACK
00000001816d0e84 (__TEXT,__text) external _cblas_ctrsm_spi_mem_requirement$NEWLAPACK$ILP64
0000000181721548 (__TEXT,__text) external _cblas_ctrsv
00000001816e5648 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00000001816f4f90 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00000001816ff590 (__TEXT,__text) external _cblas_dasum
0000000181385630 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00000001816d3b24 (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00000001816ff5ec (__TEXT,__text) external _cblas_daxpy
000000018138568c (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00000001816d3b78 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00000001816ff6ac (__TEXT,__text) external _cblas_dcopy
000000018138574c (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00000001816d3c1c (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00000001816ff53c (__TEXT,__text) external _cblas_ddot
00000001813855dc (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00000001816d3ae0 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
000000018170331c (__TEXT,__text) external _cblas_dgbmv
0000000181651270 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00000001816db588 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
0000000181700a54 (__TEXT,__text) external _cblas_dgemm
00000001815f1450 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00000001816d8a60 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00000001815f14c0 (__TEXT,__text) external _cblas_dgemm_singlecore
000000018131b968 (__TEXT,__text) external _cblas_dgemm_spi$NEWLAPACK
00000001816d2524 (__TEXT,__text) external _cblas_dgemm_spi$NEWLAPACK$ILP64
0000000181312a6c (__TEXT,__text) external _cblas_dgemm_spi_mem_requirement$NEWLAPACK
00000001816cf2b4 (__TEXT,__text) external _cblas_dgemm_spi_mem_requirement$NEWLAPACK$ILP64
0000000180f66a7c (__TEXT,__text) external _cblas_dgemv
0000000181011648 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00000001816cb930 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00000001810116ac (__TEXT,__text) external _cblas_dgemv_singlecore
0000000180f65c10 (__TEXT,__text) external _cblas_dger
0000000181011408 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00000001816cb6f4 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00000001816ff710 (__TEXT,__text) external _cblas_dnrm2
00000001813857b0 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00000001816d3c70 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00000001816ff7e4 (__TEXT,__text) external _cblas_drot
00000001813858b8 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00000001816d3d50 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
000000018171c060 (__TEXT,__text) external _cblas_drotg
00000001816ddf48 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00000001816eff7c (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00000001816ff85c (__TEXT,__text) external _cblas_drotm
0000000181385930 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00000001816d3db8 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
000000018171c154 (__TEXT,__text) external _cblas_drotmg
00000001816de03c (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00000001816f0070 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
0000000181703778 (__TEXT,__text) external _cblas_dsbmv
0000000181652638 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00000001816db9cc (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
0000000180f65bdc (__TEXT,__text) external _cblas_dscal
00000001813857d8 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00000001816d3c90 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00000001816fdb04 (__TEXT,__text) external _cblas_dsdot
0000000180f91b84 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00000001816c6f84 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00000001816fe328 (__TEXT,__text) external _cblas_dspmv
0000000181013acc (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00000001816cbc84 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00000001817040b0 (__TEXT,__text) external _cblas_dspr
00000001816a9030 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00000001816dc264 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00000001817042b0 (__TEXT,__text) external _cblas_dspr2
00000001816a9718 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00000001816dc468 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00000001816ff764 (__TEXT,__text) external _cblas_dswap
0000000181385838 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00000001816d3ce0 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00000001816fd35c (__TEXT,__text) external _cblas_dsymm
0000000180f8a418 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00000001816c6824 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
0000000181703014 (__TEXT,__text) external _cblas_dsymv
0000000181647b80 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00000001816db29c (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00000001816fe188 (__TEXT,__text) external _cblas_dsyr
0000000181011710 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00000001816cb980 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00000001816fe240 (__TEXT,__text) external _cblas_dsyr2
00000001810117c8 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00000001816cba40 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00000001816ff910 (__TEXT,__text) external _cblas_dsyr2k
000000018140d9e8 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00000001816d6594 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00000001816ffcb0 (__TEXT,__text) external _cblas_dsyrk
000000018154b2fc (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00000001816d6bb0 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
0000000181703b20 (__TEXT,__text) external _cblas_dtbmv
00000001816537c8 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00000001816dbd54 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
0000000181703de8 (__TEXT,__text) external _cblas_dtbsv
000000018165dc08 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00000001816dbfdc (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
0000000181704524 (__TEXT,__text) external _cblas_dtpmv
00000001816ac948 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00000001816dc6b8 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
0000000181704770 (__TEXT,__text) external _cblas_dtpsv
00000001816afe98 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00000001816dc8e4 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00000001816fffec (__TEXT,__text) external _cblas_dtrmm
00000001815537e8 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00000001816d76f4 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
0000000180f662e0 (__TEXT,__text) external _cblas_dtrmv
00000001810118b0 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00000001816cbb2c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00000001816fd738 (__TEXT,__text) external _cblas_dtrsm
0000000180f8a7f4 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00000001816c6bd0 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
0000000181553ba8 (__TEXT,__text) external _cblas_dtrsm_spi$NEWLAPACK
00000001816d7a90 (__TEXT,__text) external _cblas_dtrsm_spi$NEWLAPACK$ILP64
0000000181313f60 (__TEXT,__text) external _cblas_dtrsm_spi_mem_requirement$NEWLAPACK
00000001816d0778 (__TEXT,__text) external _cblas_dtrsm_spi_mem_requirement$NEWLAPACK$ILP64
0000000181702da4 (__TEXT,__text) external _cblas_dtrsv
00000001816465d0 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00000001816db058 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
0000000181722ebc (__TEXT,__text) external _cblas_dzasum
00000001816e6fbc (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00000001816f68dc (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
0000000181722f20 (__TEXT,__text) external _cblas_dznrm2
00000001816e7020 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00000001816f693c (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
000000018172a598 (__TEXT,__text) external _cblas_errprn
00000001816ef0e8 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00000001816fcc5c (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
0000000181722c54 (__TEXT,__text) external _cblas_icamax
00000001816e6d54 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00000001816f6680 (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
0000000180f65990 (__TEXT,__text) external _cblas_idamax
00000001816c4cf8 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00000001816dcec8 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00000001817049bc (__TEXT,__text) external _cblas_isamax
00000001816b2590 (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00000001816dcb10 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
0000000181723000 (__TEXT,__text) external _cblas_izamax
00000001816e7100 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00000001816f6a14 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00000001816fdc1c (__TEXT,__text) external _cblas_sasum
0000000180f91c9c (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00000001816c706c (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00000001816fdc78 (__TEXT,__text) external _cblas_saxpy
0000000180f91cf8 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00000001816c70c0 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
0000000181722d80 (__TEXT,__text) external _cblas_scasum
00000001816e6e80 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00000001816f67a8 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
0000000181722ddc (__TEXT,__text) external _cblas_scnrm2
00000001816e6edc (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00000001816f6800 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00000001816fdd38 (__TEXT,__text) external _cblas_scopy
0000000180f91db8 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00000001816c7164 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00000001816fdbd4 (__TEXT,__text) external _cblas_sdot
0000000180f91c54 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00000001816c7034 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00000001816fdb58 (__TEXT,__text) external _cblas_sdsdot
0000000180f91bd8 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00000001816c6fc8 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
0000000181701418 (__TEXT,__text) external _cblas_sgbmv
000000018163717c (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00000001816d97f8 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00000001816fdfcc (__TEXT,__text) external _cblas_sgemm
0000000180f9bf8c (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00000001816c7f14 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
0000000180f9bffc (__TEXT,__text) external _cblas_sgemm_singlecore
0000000181317680 (__TEXT,__text) external _cblas_sgemm_spi$NEWLAPACK
00000001816d1b9c (__TEXT,__text) external _cblas_sgemm_spi$NEWLAPACK$ILP64
0000000181312560 (__TEXT,__text) external _cblas_sgemm_spi_mem_requirement$NEWLAPACK
00000001816cedb8 (__TEXT,__text) external _cblas_sgemm_spi_mem_requirement$NEWLAPACK$ILP64
00000001816ff1f0 (__TEXT,__text) external _cblas_sgemv
000000018132be9c (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00000001816d3794 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
000000018132bf00 (__TEXT,__text) external _cblas_sgemv_singlecore
00000001816fefbc (__TEXT,__text) external _cblas_sger
000000018132bc68 (__TEXT,__text) external _cblas_sger$NEWLAPACK
00000001816d3560 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00000001816fdd9c (__TEXT,__text) external _cblas_snrm2
0000000180f91e1c (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00000001816c71b8 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00000001816fdea4 (__TEXT,__text) external _cblas_srot
0000000180f91f24 (__TEXT,__text) external _cblas_srot$NEWLAPACK
00000001816c7298 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
000000018171c438 (__TEXT,__text) external _cblas_srotg
00000001816de320 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00000001816f0354 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00000001816fdf1c (__TEXT,__text) external _cblas_srotm
0000000180f91f9c (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00000001816c7300 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
000000018171c528 (__TEXT,__text) external _cblas_srotmg
00000001816de410 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00000001816f0444 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
0000000181701874 (__TEXT,__text) external _cblas_ssbmv
0000000181637e94 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00000001816d9c3c (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00000001816fddc4 (__TEXT,__text) external _cblas_sscal
0000000180f91e44 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00000001816c71d8 (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
0000000181701c1c (__TEXT,__text) external _cblas_sspmv
0000000181638a48 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00000001816d9fc4 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
0000000181701f10 (__TEXT,__text) external _cblas_sspr
0000000181639118 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00000001816da2ac (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
0000000181702110 (__TEXT,__text) external _cblas_sspr2
0000000181639868 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00000001816da4a0 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00000001816fde24 (__TEXT,__text) external _cblas_sswap
0000000180f91ea4 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00000001816c7228 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
0000000181700ac4 (__TEXT,__text) external _cblas_ssymm
0000000181626234 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00000001816d8ab8 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
0000000181701110 (__TEXT,__text) external _cblas_ssymv
0000000181634b90 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00000001816d950c (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00000001816ff254 (__TEXT,__text) external _cblas_ssyr
000000018132bf64 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00000001816d37e4 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00000001816ff308 (__TEXT,__text) external _cblas_ssyr2
000000018132c018 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00000001816d38a0 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00000001816fe520 (__TEXT,__text) external _cblas_ssyr2k
00000001810c1af8 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00000001816cc158 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00000001816fe8c0 (__TEXT,__text) external _cblas_ssyrk
00000001811f97fc (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00000001816ce158 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
000000018170237c (__TEXT,__text) external _cblas_stbmv
000000018163aa9c (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00000001816da6f0 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
0000000181702644 (__TEXT,__text) external _cblas_stbsv
000000018163bfec (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00000001816da978 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
000000018170290c (__TEXT,__text) external _cblas_stpmv
000000018163f704 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00000001816dac00 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
0000000181702b58 (__TEXT,__text) external _cblas_stpsv
0000000181643854 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00000001816dae2c (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00000001816febfc (__TEXT,__text) external _cblas_strmm
0000000181325dac (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00000001816d2ea4 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00000001816ff3ec (__TEXT,__text) external _cblas_strmv
000000018132c0fc (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00000001816d3988 (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
0000000181704c14 (__TEXT,__text) external _cblas_strsm
00000001816b27e8 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00000001816dcb14 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00000001811cd2d8 (__TEXT,__text) external _cblas_strsm_spi$NEWLAPACK
00000001816cd67c (__TEXT,__text) external _cblas_strsm_spi$NEWLAPACK$ILP64
000000018131382c (__TEXT,__text) external _cblas_strsm_spi_mem_requirement$NEWLAPACK
00000001816d0050 (__TEXT,__text) external _cblas_strsm_spi_mem_requirement$NEWLAPACK$ILP64
0000000181700ea0 (__TEXT,__text) external _cblas_strsv
0000000181633728 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00000001816d92c8 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
000000018172a500 (__TEXT,__text) external _cblas_xerbla
00000001816ef050 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00000001816fcbc4 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00000001817233f8 (__TEXT,__text) external _cblas_zaxpy
00000001816e74f8 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00000001816f6e00 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
0000000181723520 (__TEXT,__text) external _cblas_zcopy
00000001816e7620 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00000001816f6f24 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
0000000181723604 (__TEXT,__text) external _cblas_zdotc_sub
00000001816e7704 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00000001816f7014 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
000000018172378c (__TEXT,__text) external _cblas_zdotu_sub
00000001816e7858 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00000001816f7164 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00000001817238e0 (__TEXT,__text) external _cblas_zdrot
00000001816e79ac (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00000001816f72b4 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
0000000181723970 (__TEXT,__text) external _cblas_zdscal
00000001816e7a3c (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00000001816f7340 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
0000000181723fc0 (__TEXT,__text) external _cblas_zgbmv
00000001816e7eec (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00000001816f77c8 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
0000000181712700 (__TEXT,__text) external _cblas_zgemm
00000001811c169c (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00000001816ccde4 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
0000000180f9bad8 (__TEXT,__text) external _cblas_zgemm_spi$NEWLAPACK
00000001816c7ab0 (__TEXT,__text) external _cblas_zgemm_spi$NEWLAPACK$ILP64
00000001813133e4 (__TEXT,__text) external _cblas_zgemm_spi_mem_requirement$NEWLAPACK
00000001816cfc14 (__TEXT,__text) external _cblas_zgemm_spi_mem_requirement$NEWLAPACK$ILP64
00000001817246a4 (__TEXT,__text) external _cblas_zgemv
0000000181553f8c (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00000001816d7e4c (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
000000018172537c (__TEXT,__text) external _cblas_zgerc
00000001816e859c (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00000001816f7e98 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
0000000181725a84 (__TEXT,__text) external _cblas_zgeru
00000001816e8ca4 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00000001816f859c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
0000000181726214 (__TEXT,__text) external _cblas_zhbmv
00000001816e9434 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00000001816f8d20 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
0000000181713574 (__TEXT,__text) external _cblas_zhemm
000000018124b7f8 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00000001816cea38 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
0000000181726498 (__TEXT,__text) external _cblas_zhemv
00000001816e9a08 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00000001816f8fbc (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
0000000181726ba8 (__TEXT,__text) external _cblas_zher
00000001816ea3f8 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00000001816f96a8 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00000001817272bc (__TEXT,__text) external _cblas_zher2
00000001816eab0c (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00000001816f9dcc (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
000000018171454c (__TEXT,__text) external _cblas_zher2k
000000018123c348 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00000001816ce6bc (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
0000000181715834 (__TEXT,__text) external _cblas_zherk
000000018109b538 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00000001816cbe64 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00000001817278ec (__TEXT,__text) external _cblas_zhpmv
00000001816eb13c (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00000001816fa3dc (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
0000000181727b1c (__TEXT,__text) external _cblas_zhpr
00000001816eb654 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00000001816fa618 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
0000000181727c8c (__TEXT,__text) external _cblas_zhpr2
00000001816eb9c0 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00000001816fa790 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
0000000181723a54 (__TEXT,__text) external _cblas_zrotg
00000001816e7b20 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00000001816f7420 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
0000000181723bd4 (__TEXT,__text) external _cblas_zscal
00000001816e7ca0 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00000001816f75a0 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
0000000181723f4c (__TEXT,__text) external _cblas_zswap
00000001816e7e78 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00000001816f7758 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
0000000181717f44 (__TEXT,__text) external _cblas_zsymm
000000018140d614 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00000001816d6214 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
0000000181718f24 (__TEXT,__text) external _cblas_zsyr2k
000000018132616c (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00000001816d3240 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
000000018171a228 (__TEXT,__text) external _cblas_zsyrk
00000001810d2680 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00000001816cc790 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
0000000181728244 (__TEXT,__text) external _cblas_ztbmv
00000001816ebf78 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00000001816fad2c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00000001817284ec (__TEXT,__text) external _cblas_ztbsv
00000001816ec628 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00000001816fb000 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
