00007ff80db26402 (__TEXT,__text) non-external _Annihilate
00007ff80db3921e (__TEXT,__text) non-external (was a private external) _is_format_invalid
00007ff80db39134 (__TEXT,__text) non-external (was a private external) _is_format_msb_layout
00007ff80db39b43 (__TEXT,__text) non-external _is_image_valid
00007ff80db2c68e (__TEXT,__text) non-external (was a private external) _join_thread
00007ff80db8f310 (__TEXT,__const) non-external (was a private external) _kBrotliBitMask
00007ff80db70a00 (__TEXT,__const) non-external (was a private external) _kBrotliCopyBase
00007ff80db70a60 (__TEXT,__const) non-external (was a private external) _kBrotliCopyExtra
00007ff8424e42b0 (__DATA,__const) non-external _kBrotliDictionary
00007ff80db712e0 (__TEXT,__const) non-external _kBrotliDictionaryData
00007ff80db70940 (__TEXT,__const) non-external (was a private external) _kBrotliInsBase
00007ff80db709a0 (__TEXT,__const) non-external (was a private external) _kBrotliInsExtra
00007ff80dbcebe0 (__TEXT,__const) non-external (was a private external) _kBrotliLog2Table
00007ff80db90e90 (__TEXT,__const) non-external (was a private external) _kBrotliShellGaps
00007ff8424e4b80 (__DATA,__const) non-external _kBrotliTransforms
00007ff80db710c0 (__TEXT,__const) non-external _kCmdHistoSeed
00007ff80db8f450 (__TEXT,__const) non-external _kCmdLut
00007ff80dbc29b0 (__TEXT,__const) non-external _kCodeLengthBits
00007ff80db8f410 (__TEXT,__const) non-external _kCodeLengthCodeOrder
00007ff80dbc2990 (__TEXT,__const) non-external _kCodeLengthDepth
00007ff80db8f430 (__TEXT,__const) non-external _kCodeLengthPrefixLength
00007ff80db8f440 (__TEXT,__const) non-external _kCodeLengthPrefixValue
00007ff80db90d50 (__TEXT,__const) non-external (was a private external) _kDSymbolVBase
00007ff80db90d10 (__TEXT,__const) non-external (was a private external) _kDSymbolVBits
00007ff80db91540 (__TEXT,__const) non-external _kDistanceCacheIndex
00007ff80db91580 (__TEXT,__const) non-external _kDistanceCacheOffset
00007ff80db90c50 (__TEXT,__const) non-external (was a private external) _kLSymbolVBase
00007ff80db90c30 (__TEXT,__const) non-external (was a private external) _kLSymbolVBits
00007ff80db90cc0 (__TEXT,__const) non-external (was a private external) _kMSymbolVBase
00007ff80db90ca0 (__TEXT,__const) non-external (was a private external) _kMSymbolVBits
00007ff80dbc3500 (__TEXT,__const) non-external _kNonZeroRepsBits
00007ff80dbc2a00 (__TEXT,__const) non-external _kNonZeroRepsDepth
00007ff80dbc0560 (__TEXT,__const) non-external _kPrefixSuffix
00007ff80dbc0640 (__TEXT,__const) non-external _kPrefixSuffixMap
00007ff80db70840 (__TEXT,__const) non-external _kReverseBits
00007ff80dbc4dc0 (__TEXT,__const) non-external _kStaticCommandCodeBits
00007ff80dbc4b00 (__TEXT,__const) non-external _kStaticCommandCodeDepth
00007ff80db915f0 (__TEXT,__const) non-external _kStaticDictionaryBuckets
00007ff80dbdf3f0 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashLengths
00007ff80dbcf3f0 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashWords
00007ff80dba15f0 (__TEXT,__const) non-external _kStaticDictionaryWords
00007ff80dbc5380 (__TEXT,__const) non-external _kStaticDistanceCodeBits
00007ff80dbc5340 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
00007ff80dbc06b0 (__TEXT,__const) non-external _kTransformsData
00007ff80dbc1390 (__TEXT,__const) non-external _kZeroRepsBits
00007ff80dbc0890 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
00007ff80db10d88 (__TEXT,__text) non-external _longest_match
00007ff80dbca250 (__TEXT,__const) non-external (was a private external) _lut_rle
00007ff80db2c2cc (__TEXT,__text) non-external (was a private external) _lz24_decode_buffer
00007ff80db3693d (__TEXT,__text) non-external (was a private external) _lz24_encode_buffer
00007ff80db36932 (__TEXT,__text) non-external (was a private external) _lz24_encode_scratch_buffer_size
00007ff80db16b10 (__TEXT,__text) non-external (was a private external) _lz4_decode
00007ff80db16680 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
00007ff80db164c7 (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
00007ff80db17a6f (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff80db178b6 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff80db4cde0 (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff80db4ce40 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff80db4ce35 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff80db4ce2a (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff80db4ce03 (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff80db4c6dc (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff80db4c791 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff80db37201 (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff80db3710f (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff80db31f68 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff80db48f83 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff80db47afb (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
00007ff80db48fc6 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff80db45914 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff80db48f9f (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff80db47a19 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
00007ff80db48fd1 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff80db457d9 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff80db3f480 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff80db48f33 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff80db34bc2 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff80db48f4f (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff80db48f76 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff80db34ba8 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff80dbcb290 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff80db4581e (__TEXT,__text) non-external _lzbitmap_init_encode_state
00007ff80dbcaa90 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff80db45a4e (__TEXT,__text) non-external _lzbitmap_process_block
00007ff80db48fde (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff80dbcc290 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff80dbca290 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff80db6db08 (__TEXT,__text) non-external _lzfseBackendMatch
00007ff80db1301c (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff80db16cee (__TEXT,__text) non-external _lzfseDecodeV1
00007ff80db6d74d (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff80db6db47 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff80db6d57e (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff80db6d5e9 (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff80db6decd (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff80db6d5a7 (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff80db6d6b5 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff80db6dbec (__TEXT,__text) non-external _lzfsePushMatch
00007ff80db12d94 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff80db12cc2 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff80db3f473 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff80db6076b (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff80db606d5 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff80db606c4 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff80db14af4 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff80db38051 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff80db37ea4 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff80db38046 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff80db38d55 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff8424e4380 (__DATA,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff80db1472f (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff80db50deb (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff80db50db7 (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff80db90e50 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff80db90e70 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff80db14622 (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff80db362a0 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff80db36296 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff80db3626d (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff80db3622c (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff80db12c9a (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff80db12d6e (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
00007ff80db3fea6 (__TEXT,__text) non-external (was a private external) _lzma1_chunk_decode
00007ff80db3fe6c (__TEXT,__text) non-external (was a private external) _lzma1_model_reset
00007ff80db7031a (__TEXT,__text) non-external (was a private external) _lzma2_block_decode
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff80db47977 (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff80db4796f (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff80db479d7 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff80db479cf (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
00007ff80db913d0 (__TEXT,__const) non-external (was a private external) _lzma_fsm_lut
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff80db12c72 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff80db70309 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff80dbcf3e0 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff80db12b24 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff80db12be2 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff80db6feb6 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode
00007ff80db70241 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode_scratch_size
00007ff80db141e3 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff8424e3ab0 (__DATA,__const) non-external _lzvnDecode.opc_tbl
00007ff80db48028 (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff80db47fac (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff80db26d1e (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff80db26c8d (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff80db26c82 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff80db2bb9e (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff80db2bac8 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff80db2bab7 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff8424e4d80 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff80db14bc0 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff80db14b94 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff80db48bd9 (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff80db48c17 (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff80db48bbf (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff80db478ed (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff80db47965 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff80db4795b (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff80db47932 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff80db47910 (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff80db4789f (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff80db478c7 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff80db5048a (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff80db5047f (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff80db67629 (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff80db1fc54 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff80db1f69c (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff80db1f85b (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff80db1f940 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff80db3fd7c (__TEXT,__text) non-external (was a private external) _parse_size
00007ff80dbc5680 (__TEXT,__const) non-external _position_slot_base_position
00007ff80dbc5600 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff80db11dc6 (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff80db693f2 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
00007ff80db15c34 (__TEXT,__text) non-external _readHuffmanTable
00007ff80db3fcd0 (__TEXT,__text) non-external (was a private external) _read_expected
00007ff80db0ed8b (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff80db11eac (__TEXT,__text) non-external _scan_tree
00007ff80db11f9f (__TEXT,__text) non-external _send_tree
00007ff80db48efa (__TEXT,__text) non-external (was a private external) _smb_decode_buffer
00007ff80db48e84 (__TEXT,__text) non-external (was a private external) _smb_decode_scratch_size
00007ff80db48e9b (__TEXT,__text) non-external (was a private external) _smb_encode_buffer
00007ff80db48e4f (__TEXT,__text) non-external (was a private external) _smb_encode_scratch_size
00007ff80db4ce4b (__TEXT,__text) non-external (was a private external) _smb_lz77_decode_buffer
00007ff80db4d05d (__TEXT,__text) non-external (was a private external) _smb_lz77_encode_buffer
00007ff80db3a24b (__TEXT,__text) non-external (was a private external) _smb_lz77h_decode_buffer
00007ff80db3a797 (__TEXT,__text) non-external (was a private external) _smb_lz77h_encode_buffer
00007ff80db33464 (__TEXT,__text) non-external (was a private external) _smb_lznt1_decode_buffer
00007ff80db33683 (__TEXT,__text) non-external (was a private external) _smb_lznt1_encode_buffer
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff80db50098 (__TEXT,__text) non-external _staticHuffmanTable
00007ff8424e4d60 (__DATA,__data) non-external _static_bl_desc
00007ff8424e4d40 (__DATA,__data) non-external _static_d_desc
00007ff80dbcda50 (__TEXT,__const) non-external _static_dtree
00007ff8424e4d20 (__DATA,__data) non-external _static_l_desc
00007ff80dbcd5d0 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff8424e4c80 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff80db269a3 (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff80db26bc5 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff80db26ac8 (__TEXT,__text) non-external _thread_pool_entry
00007ff80db267f5 (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff80db26912 (__TEXT,__text) non-external (was a private external) _thread_pool_sync
                 (undefined) external _write (from libSystem)
00007ff80db3fd28 (__TEXT,__text) non-external (was a private external) _write_expected
00007ff80dbceb96 (__TEXT,__const) non-external (was a private external) _xz_footer_magic
00007ff80dbceb90 (__TEXT,__const) non-external (was a private external) _xz_header_magic
00007ff80db7029d (__TEXT,__text) non-external _xz_read_multi_byte
00007ff80db7024c (__TEXT,__text) non-external _xz_simple_crc32
00007ff80db60b95 (__TEXT,__text) external _yzip_codec_create
00007ff80db60bc3 (__TEXT,__text) external _yzip_codec_destroy
00007ff80db60be8 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
00007ff80db39370 (__TEXT,__text) external _yzip_image_create
00007ff80db394c0 (__TEXT,__text) external _yzip_image_create_with_payload
00007ff80db39cd5 (__TEXT,__text) external _yzip_image_decode
00007ff80db3960d (__TEXT,__text) external _yzip_image_destroy
00007ff80db39617 (__TEXT,__text) external _yzip_image_encode
00007ff80db39f20 (__TEXT,__text) external _yzip_image_get_descriptor
00007ff80db39fd6 (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff80db39f85 (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff80db3a059 (__TEXT,__text) external _yzip_image_set_data
00007ff80db3a23e (__TEXT,__text) external _yzip_image_set_identifier
00007ff80db3a166 (__TEXT,__text) external _yzip_image_set_plane_data
00007ff80db3409d (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff80db33f91 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff80db33d04 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff80db34b26 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff80db3458f (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff80db34a8a (__TEXT,__text) non-external _yzip_jobs_process
00007ff80db33ca8 (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff80db68c94 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff80db67997 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder_allocate
00007ff80db678a8 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_allocate
00007ff80db679fe (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff80db68452 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff80db1789c (__TEXT,__text) non-external (was a private external) _zError
00007ff8424e3a60 (__DATA,__const) non-external (was a private external) _z_errmsg
00007ff80db0f099 (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff80db12a73 (__TEXT,__text) non-external (was a private external) _zcfree
00007ff80db16eec (__TEXT,__text) external _zero_coder_decode
00007ff80db16ff4 (__TEXT,__text) external _zero_coder_encode
00007ff80db1711a (__TEXT,__text) non-external _zero_coder_init_luts
00007ff8424e5590 (__DATA,__common) non-external (was a private external) _zero_coder_lut_popcount
00007ff8424e5690 (__DATA,__common) non-external (was a private external) _zero_coder_lut_read
00007ff8424e5e90 (__DATA,__common) non-external (was a private external) _zero_coder_lut_write
00007ff8424e5580 (__DATA,__common) non-external (was a private external) _zero_coder_luts_ok
00007ff80db17891 (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff80db14eff (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff80db154e4 (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff80dbc54a0 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff80dbc5460 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff80db17884 (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff80db4ff07 (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff80db4fefc (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff80db26f6e (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff80db26f63 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff80db48e49 (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff80db48e21 (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff80db12b01 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff80db5045c (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff80db50454 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff80db50467 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff80db5044c (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff80db0ecc5 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff80db0f96e (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff80db1824b (__TEXT,__text) non-external n_loop
00007ff80db1853a (__TEXT,__text) non-external scalar_loop
00007ff80db18230 (__TEXT,__text) non-external skip_loading_tables
00007ff8424e4cd0 (__DATA,__data) non-external sum2_coefficients
00007ff8424e4ca0 (__DATA,__data) non-external sum2_coefficients_nossse3
