00007ffa1e013e3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e01ede2 (__TEXT,__text) external __ZN12IOUserClient23CopyClientMemoryForTypeEyPyPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e001fb0 (__TEXT,__text) external __ZN12IOUserClient27CopyClientEntitlements_ImplEPP12OSDictionary
00007ffa1e01f4cc (__TEXT,__text) external __ZN12IOUserClient28CreateActionKernelCompletionEmPP8OSAction
00007ffa1e01ea70 (__TEXT,__text) external __ZN12IOUserClient29CopyClientEntitlements_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffa1e01f5c8 (__TEXT,__text) external __ZN12IOUserClient30CopyClientMemoryForType_InvokeE5IORPCP15OSMetaClassBasePFiS2_yPyPP18IOMemoryDescriptorE
00007ffa1e01ef86 (__TEXT,__text) external __ZN12IOUserClient32CreateMemoryDescriptorFromClientEyjPK16IOAddressSegmentPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e01f632 (__TEXT,__text) external __ZN12IOUserClient39CreateMemoryDescriptorFromClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_yjPK16IOAddressSegmentPP18IOMemoryDescriptorE
00007ffa1e001932 (__TEXT,__text) external __ZN12IOUserClient4freeEv
00007ffa1e00187e (__TEXT,__text) external __ZN12IOUserClient4initEv
00007ffa1e01e994 (__TEXT,__text) external __ZN12IOUserClient8DispatchE5IORPC
00007ffa1e01e99e (__TEXT,__text) external __ZN12IOUserClient9_DispatchEPS_5IORPC
00007ffa1e01fc7c (__TEXT,__text) external __ZN12IOUserServer10LoadModuleEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa1e01f830 (__TEXT,__text) external __ZN12IOUserServer11Exit_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1e01fde8 (__TEXT,__text) external __ZN12IOUserServer13Create_InvokeE5IORPCPFiPKcyyP8OSStringPPS_E
00007ffa1dffef02 (__TEXT,__text) external __ZN12IOUserServer15LoadModule_ImplEPKc
00007ffa1e01f8b8 (__TEXT,__text) external __ZN12IOUserServer17LoadModule_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1e01fb10 (__TEXT,__text) external __ZN12IOUserServer4ExitEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa1dffee9e (__TEXT,__text) external __ZN12IOUserServer4freeEv
00007ffa1dffee8e (__TEXT,__text) external __ZN12IOUserServer4initEv
00007ffa1e01f962 (__TEXT,__text) external __ZN12IOUserServer6CreateEPKcyyP8OSStringPPS_
00007ffa1e01f7b8 (__TEXT,__text) external __ZN12IOUserServer8DispatchE5IORPC
00007ffa1dffeee8 (__TEXT,__text) external __ZN12IOUserServer9Exit_ImplEPKc
00007ffa1e01f7c2 (__TEXT,__text) external __ZN12IOUserServer9_DispatchEPS_5IORPC
00007ffa1e0074c4 (__TEXT,__text) external __ZN12OSDictionary11withObjectsEPPK8OSObjectS3_jj
00007ffa1e007624 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPK8OSObject
00007ffa1e007632 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPKc
00007ffa1e0074ba (__TEXT,__text) external __ZN12OSDictionary12withCapacityEj
00007ffa1e00739a (__TEXT,__text) external __ZN12OSDictionary14ensureCapacityEj
00007ffa1e00754c (__TEXT,__text) external __ZN12OSDictionary14withDictionaryEPKS_j
00007ffa1e0073aa (__TEXT,__text) external __ZN12OSDictionary15flushCollectionEv
00007ffa1e00746c (__TEXT,__text) external __ZN12OSDictionary4freeEv
00007ffa1e007586 (__TEXT,__text) external __ZN12OSDictionary5mergeEPKS_
00007ffa1e00753c (__TEXT,__text) external __ZN12OSDictionary9setObjectEPK8OSObjectPK15OSMetaClassBase
00007ffa1e007612 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPKcPK15OSMetaClassBase
00007ffa1e0025a0 (__TEXT,__text) external __ZN12OSMappedFile14createFromPathEPKcymPPS_
00007ffa1e0028f6 (__TEXT,__text) external __ZN12OSMappedFile4freeEv
00007ffa1e0028b6 (__TEXT,__text) external __ZN12OSMappedFile4initEv
00007ffa1e00834c (__TEXT,__text) external __ZN12OSOrderedSet11orderObjectEPK15OSMetaClassBase
00007ffa1e008110 (__TEXT,__text) external __ZN12OSOrderedSet12withCapacityEjU13block_pointerFiPK15OSMetaClassBaseS2_E
00007ffa1e0082a4 (__TEXT,__text) external __ZN12OSOrderedSet13setLastObjectEPK15OSMetaClassBase
00007ffa1e0082dc (__TEXT,__text) external __ZN12OSOrderedSet14setFirstObjectEPK15OSMetaClassBase
00007ffa1e0081a4 (__TEXT,__text) external __ZN12OSOrderedSet4freeEv
00007ffa1e00818c (__TEXT,__text) external __ZN12OSOrderedSet4initEv
00007ffa1e008208 (__TEXT,__text) external __ZN12OSOrderedSet9setObjectEPK15OSMetaClassBase
00007ffa1e002b4e (__TEXT,__text) external __ZN13IOCommandPool10getCommandEb
00007ffa1e002a26 (__TEXT,__text) external __ZN13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa1e002c30 (__TEXT,__text) external __ZN13IOCommandPool13returnCommandEP9IOCommand
00007ffa1e002d00 (__TEXT,__text) external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1e022f48 (__TEXT,__text) non-external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb.cold.1
00007ffa1e002da2 (__TEXT,__text) external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1e022f6b (__TEXT,__text) non-external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand.cold.1
00007ffa1e002a88 (__TEXT,__text) external __ZN13IOCommandPool4freeEv
00007ffa1e002a16 (__TEXT,__text) external __ZN13IOCommandPool4initEv
00007ffa1e002aea (__TEXT,__text) external __ZN13IOCommandPool9withQueueEP15IODispatchQueue
00007ffa1e013a20 (__TEXT,__text) external __ZN14IOReportLegend14addLegendEntryEP12OSDictionaryPKcS3_
00007ffa1e0139c6 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP10IOReporterPKcS3_
00007ffa1e0138c6 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP9IOServiceP10IOReporterPKcS5_
00007ffa1e013874 (__TEXT,__text) external __ZN14IOReportLegend4freeEv
00007ffa1e0136d8 (__TEXT,__text) external __ZN14IOReportLegend4withEP7OSArray
00007ffa1e0138b8 (__TEXT,__text) external __ZN14IOReportLegend9getLegendEv
00007ffa1e021216 (__TEXT,__text) external __ZN14OSSetMetaClass3NewEP8OSObject
00007ffa1e0169de (__TEXT,__text) external __ZN15IODispatchQueue11Create_CallEPKcyyPPS_
00007ffa1dffd35c (__TEXT,__text) external __ZN15IODispatchQueue12DispatchSyncEU13block_pointerFvvE
00007ffa1e016bb0 (__TEXT,__text) external __ZN15IODispatchQueue13Create_InvokeE5IORPCPFiPKcyyPPS_E
00007ffa1dfff2ec (__TEXT,__text) external __ZN15IODispatchQueue13DispatchAsyncEU13block_pointerFvvE
00007ffa1dfff47e (__TEXT,__text) external __ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E
00007ffa1e016b5e (__TEXT,__text) external __ZN15IODispatchQueue14SetPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1dffd27a (__TEXT,__text) external __ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E
00007ffa1dfff78e (__TEXT,__text) external __ZN15IODispatchQueue17WakeupWithOptionsEPvy
00007ffa1e022bbe (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.1
00007ffa1e022be1 (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.2
00007ffa1dfff3e8 (__TEXT,__text) external __ZN15IODispatchQueue18DispatchConcurrentEU13block_pointerFvvE
00007ffa1dfff412 (__TEXT,__text) external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E
00007ffa1e022b32 (__TEXT,__text) non-external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E.cold.1
00007ffa1dfff2ae (__TEXT,__text) external __ZN15IODispatchQueue3LogEPKcPFiS1_zE
00007ffa1dfff062 (__TEXT,__text) external __ZN15IODispatchQueue4freeEv
00007ffa1dffef3c (__TEXT,__text) external __ZN15IODispatchQueue4initEv
00007ffa1dfff5b2 (__TEXT,__text) external __ZN15IODispatchQueue5SleepEPvy
00007ffa1e022b55 (__TEXT,__text) non-external __ZN15IODispatchQueue5SleepEPvy.cold.1
00007ffa1e022b78 (__TEXT,__text) non-external __ZN15IODispatchQueue5SleepEPvy.cold.2
00007ffa1e022b9b (__TEXT,__text) non-external __ZN15IODispatchQueue5SleepEPvy.cold.3
00007ffa1dffef7c (__TEXT,__text) external __ZN15IODispatchQueue6CancelEU13block_pointerFvvE
00007ffa1dffeb78 (__TEXT,__text) external __ZN15IODispatchQueue6CreateEPKcyyPPS_
00007ffa1e022948 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.1
00007ffa1e02296b (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.2
00007ffa1e02298e (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.3
00007ffa1e0229b1 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.4
00007ffa1e0229d4 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.5
00007ffa1e0229f7 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.6
00007ffa1e022a1a (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.7
00007ffa1e022a3d (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.8
00007ffa1dfff828 (__TEXT,__text) external __ZN15IODispatchQueue6WakeupEPv
00007ffa1dffd1ae (__TEXT,__text) external __ZN15IODispatchQueue7GetNameEv
00007ffa1dffd1c0 (__TEXT,__text) external __ZN15IODispatchQueue7OnQueueEv
00007ffa1e0168ba (__TEXT,__text) external __ZN15IODispatchQueue7SetPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e016840 (__TEXT,__text) external __ZN15IODispatchQueue8DispatchE5IORPC
00007ffa1dfff834 (__TEXT,__text) external __ZN15IODispatchQueue9RunActionEU13block_pointerFivE
00007ffa1e016876 (__TEXT,__text) external __ZN15IODispatchQueue9_DispatchEPS_5IORPC
00007ffa1e013156 (__TEXT,__text) external __ZN15IOStateReporter10setStateIDEyiy
00007ffa1e012d7c (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyy
00007ffa1e012e04 (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyyyy
00007ffa1e01324e (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEii
00007ffa1e01329a (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEiiyy
00007ffa1e012e0e (__TEXT,__text) external __ZN15IOStateReporter20overrideChannelStateEyyyyy
00007ffa1e023dcd (__TEXT,__text) non-external __ZN15IOStateReporter20overrideChannelStateEyyyyy.cold.1
00007ffa1e01346e (__TEXT,__text) external __ZN15IOStateReporter21getStateInTransitionsEyy
00007ffa1e013566 (__TEXT,__text) external __ZN15IOStateReporter21getStateResidencyTimeEyy
00007ffa1e012f5c (__TEXT,__text) external __ZN15IOStateReporter21incrementChannelStateEyyyyy
00007ffa1e023de4 (__TEXT,__text) non-external __ZN15IOStateReporter21incrementChannelStateEyyyyy.cold.1
00007ffa1e01357a (__TEXT,__text) external __ZN15IOStateReporter26getStateLastTransitionTimeEyy
00007ffa1e01358e (__TEXT,__text) external __ZN15IOStateReporter29getStateLastChannelUpdateTimeEy
00007ffa1e0126e4 (__TEXT,__text) external __ZN15IOStateReporter4withEP9IOServicetiy
00007ffa1e0130c0 (__TEXT,__text) external __ZN15IOStateReporter8setStateEy
00007ffa1e01314c (__TEXT,__text) external __ZN15IOStateReporter8setStateEyyy
00007ffa1e020b10 (__TEXT,__text) external __ZN15OSDataMetaClass3NewEP8OSObject
00007ffa1dffbe74 (__TEXT,__text) external __ZN15OSMetaClassBase12GetClassNameEv
00007ffa1dffc596 (__TEXT,__text) external __ZN15OSMetaClassBase12safeMetaCastEPKS_PK11OSMetaClass
00007ffa1dffc6d4 (__TEXT,__text) external __ZN15OSMetaClassBase14QueueForObjectEy
00007ffa1e021f30 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.1
00007ffa1e021f53 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.2
00007ffa1dffc640 (__TEXT,__text) external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass
00007ffa1dffccc8 (__TEXT,__text) external __ZN15OSMetaClassBase6InvokeE5IORPC
00007ffa1e022105 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.1
00007ffa1e022128 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.2
00007ffa1e02214b (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.3
00007ffa1e02216e (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.4
00007ffa1e022191 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.5
00007ffa1dffc7ce (__TEXT,__text) external __ZN15OSMetaClassBase8DispatchE5IORPC
00007ffa1e021fce (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.1
00007ffa1e021ff1 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.2
00007ffa1e022014 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.3
00007ffa1dffbe6a (__TEXT,__text) external __ZN15OSMetaClassBase8GetClassEv
00007ffa1dffbea4 (__TEXT,__text) external __ZN15OSMetaClassBase8IsRemoteEv
00007ffa1e004e6c (__TEXT,__text) external __ZN15OSSerialization10copyObjectEv
00007ffa1e008a88 (__TEXT,__text) external __ZN15OSSerialization14finalizeBufferEPm
00007ffa1e023722 (__TEXT,__text) non-external __ZN15OSSerialization14finalizeBufferEPm.cold.1
00007ffa1e008a74 (__TEXT,__text) external __ZN15OSSerialization15createFromBytesEPKvmU13block_pointerFvS1_mE
00007ffa1e008a7e (__TEXT,__text) external __ZN15OSSerialization16createFromObjectEP8OSObject
00007ffa1e008ac8 (__TEXT,__text) external __ZN15OSSerialization4freeEv
00007ffa1e023745 (__TEXT,__text) non-external __ZN15OSSerialization4freeEv.cold.1
00007ffa1e01703c (__TEXT,__text) external __ZN16IODispatchSource12CheckForWorkEbPFiP15OSMetaClassBase5IORPCE
00007ffa1e01739a (__TEXT,__text) external __ZN16IODispatchSource13Cancel_InvokeE5IORPCP15OSMetaClassBasePFiS2_U13block_pointerFvvEE
00007ffa1dfff96e (__TEXT,__text) external __ZN16IODispatchSource14SetEnable_ImplEb
00007ffa1e016d3a (__TEXT,__text) external __ZN16IODispatchSource16SetEnable_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007ffa1e017442 (__TEXT,__text) external __ZN16IODispatchSource19CheckForWork_InvokeE5IORPCP15OSMetaClassBasePFiS2_S0_bE
00007ffa1e016ef8 (__TEXT,__text) external __ZN16IODispatchSource23SetEnableWithCompletionEbU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffa1e0173ec (__TEXT,__text) external __ZN16IODispatchSource30SetEnableWithCompletion_InvokeE5IORPCP15OSMetaClassBasePFiS2_bU13block_pointerFvvEE
00007ffa1dfff956 (__TEXT,__text) external __ZN16IODispatchSource4freeEv
00007ffa1dfff946 (__TEXT,__text) external __ZN16IODispatchSource4initEv
00007ffa1e016dae (__TEXT,__text) external __ZN16IODispatchSource6CancelEU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffa1e016c9e (__TEXT,__text) external __ZN16IODispatchSource8DispatchE5IORPC
00007ffa1e01724c (__TEXT,__text) external __ZN16IODispatchSource9SetEnableEbPFiP15OSMetaClassBase5IORPCE
00007ffa1e016ca8 (__TEXT,__text) external __ZN16IODispatchSource9_DispatchEPS_5IORPC
00007ffa1e01188a (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey
00007ffa1e0110e6 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars12lockReporterEv
00007ffa1e0117c0 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars14copyChannelIDsEv
00007ffa1e011104 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars14unlockReporterEv
00007ffa1e011be2 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars15getChannelIndexEyPi
00007ffa1e011b26 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars16getElementValuesEi
00007ffa1e023ae6 (__TEXT,__text) non-external __ZN16IOReporter_IVars16getElementValuesEi.cold.1
00007ffa1e011ab6 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy
00007ffa1e023ac8 (__TEXT,__text) non-external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy.cold.1
00007ffa1e011b5e (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues
00007ffa1e023b04 (__TEXT,__text) non-external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues.cold.1
00007ffa1e011c20 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars17getChannelIndicesEyPiS0_
00007ffa1e011496 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars17handleSwapCleanupEi
00007ffa1e0239ea (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.1
00007ffa1e023a08 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.2
00007ffa1e023a2d (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.3
00007ffa1e023a59 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.4
00007ffa1e023a7e (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.5
00007ffa1e01117a (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars17handleSwapPrepareEi
00007ffa1e0238b9 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.1
00007ffa1e0238d7 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.2
00007ffa1e0238f5 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.3
00007ffa1e01175c (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars18handleCreateLegendEv
00007ffa1e011608 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars18handleUpdateReportEP19IOReportChannelListjRjRPhRm
00007ffa1e0110c8 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars18lockReporterConfigEv
00007ffa1e011b56 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars19updateChannelValuesEi
00007ffa1e0116c2 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm
00007ffa1e023aaa (__TEXT,__text) non-external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm.cold.1
00007ffa1e011ba4 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars20getFirstElementIndexEyPi
00007ffa1e01132e (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString
00007ffa1e02390c (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00007ffa1e02392a (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00007ffa1e023948 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00007ffa1e02396d (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.4
00007ffa1e023999 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.5
00007ffa1e0239be (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.6
00007ffa1e011116 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars20unlockReporterConfigEv
00007ffa1e011554 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVars21handleConfigureReportEP19IOReportChannelListjRj
00007ffa1e010e42 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsC1EP9IOService19IOReportChannelTypey
00007ffa1e010d3c (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsC2EP9IOService19IOReportChannelTypey
00007ffa1e010f58 (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsD0Ev
00007ffa1e010f4e (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsD1Ev
00007ffa1e010eac (__TEXT,__text) non-external (was a private external) __ZN16IOReporter_IVarsD2Ev
00007ffa1e023817 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.1
00007ffa1e02383c (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.2
00007ffa1e023868 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.3
00007ffa1e02388d (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.4
00007ffa1e011df2 (__TEXT,__text) external __ZN16IOSimpleReporter14incrementValueEyx
00007ffa1e011ca4 (__TEXT,__text) external __ZN16IOSimpleReporter4withEP9IOServicety
00007ffa1e011e90 (__TEXT,__text) external __ZN16IOSimpleReporter8getValueEy
00007ffa1e011d54 (__TEXT,__text) external __ZN16IOSimpleReporter8setValueEyx
00007ffa1e0209ba (__TEXT,__text) external __ZN16OSArrayMetaClass3NewEP8OSObject
00007ffa1e021b80 (__TEXT,__text) external __ZN17IOThreadMetaClass3NewEP8OSObject
00007ffa1e02048e (__TEXT,__text) external __ZN17OSActionMetaClass3NewEP8OSObject
00007ffa1e020528 (__TEXT,__text) external __ZN17OSActionMetaClass8DispatchE5IORPC
00007ffa1e020a56 (__TEXT,__text) external __ZN17OSBundleMetaClass3NewEP8OSObject
00007ffa1e020bf4 (__TEXT,__text) external __ZN17OSNumberMetaClass3NewEP8OSObject
00007ffa1e020c3c (__TEXT,__text) external __ZN17OSObjectMetaClass3NewEP8OSObject
00007ffa1e020cbc (__TEXT,__text) external __ZN17OSObjectMetaClass8DispatchE5IORPC
00007ffa1e02126a (__TEXT,__text) external __ZN17OSStringMetaClass3NewEP8OSObject
00007ffa1e014e90 (__TEXT,__text) external __ZN18IOCommandMetaClass3NewEP8OSObject
00007ffa1e018310 (__TEXT,__text) external __ZN18IOMemoryDescriptor10_CopyStateEP17_IOMDPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1e018484 (__TEXT,__text) external __ZN18IOMemoryDescriptor13CreateMappingEyyyyyPP11IOMemoryMapPFiP15OSMetaClassBase5IORPCE
00007ffa1e0188a6 (__TEXT,__text) external __ZN18IOMemoryDescriptor17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P17_IOMDPrivateStateE
00007ffa1e0188fc (__TEXT,__text) external __ZN18IOMemoryDescriptor20CreateMapping_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyyPP11IOMemoryMapE
00007ffa1e018612 (__TEXT,__text) external __ZN18IOMemoryDescriptor25CreateSubMemoryDescriptorEyyyPS_PS0_
00007ffa1e01873a (__TEXT,__text) external __ZN18IOMemoryDescriptor27CreateWithMemoryDescriptorsEyjPPS_S1_
00007ffa1e018980 (__TEXT,__text) external __ZN18IOMemoryDescriptor32CreateSubMemoryDescriptor_InvokeE5IORPCPFiyyyPS_PS1_E
00007ffa1e018a1e (__TEXT,__text) external __ZN18IOMemoryDescriptor34CreateWithMemoryDescriptors_InvokeE5IORPCPFiyjPPS_S2_E
00007ffa1e000470 (__TEXT,__text) external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_
00007ffa1e022cd2 (__TEXT,__text) non-external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_.cold.1
00007ffa1e001598 (__TEXT,__text) external __ZN18IOMemoryDescriptor4freeEv
00007ffa1e001558 (__TEXT,__text) external __ZN18IOMemoryDescriptor4initEv
00007ffa1e018296 (__TEXT,__text) external __ZN18IOMemoryDescriptor8DispatchE5IORPC
00007ffa1e0015fa (__TEXT,__text) external __ZN18IOMemoryDescriptor9GetLengthEPy
00007ffa1e022e0d (__TEXT,__text) non-external __ZN18IOMemoryDescriptor9GetLengthEPy.cold.1
00007ffa1e0182cc (__TEXT,__text) external __ZN18IOMemoryDescriptor9_DispatchEPS_5IORPC
00007ffa1e018f04 (__TEXT,__text) external __ZN18IOServiceMetaClass3NewEP8OSObject
00007ffa1e019680 (__TEXT,__text) external __ZN18IOServiceMetaClass8DispatchE5IORPC
00007ffa1e020a0e (__TEXT,__text) external __ZN18OSBooleanMetaClass3NewEP8OSObject
00007ffa1e0126d8 (__TEXT,__text) external __ZN19IOHistogramReporter10addChannelEyPKc
00007ffa1e0125f2 (__TEXT,__text) external __ZN19IOHistogramReporter10tallyValueEx
00007ffa1e01255e (__TEXT,__text) external __ZN19IOHistogramReporter20overrideBucketValuesEjyxxx
00007ffa1e011f2c (__TEXT,__text) external __ZN19IOHistogramReporter4withEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
00007ffa1e018da4 (__TEXT,__text) external __ZN19IOReporterMetaClass3NewEP8OSObject
00007ffa1e0174ea (__TEXT,__text) external __ZN20IOEventLinkMetaClass3NewEP8OSObject
00007ffa1e0175fe (__TEXT,__text) external __ZN20IOEventLinkMetaClass8DispatchE5IORPC
00007ffa1e018b06 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass3NewEP8OSObject
00007ffa1e018b86 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass8DispatchE5IORPC
00007ffa1e01fea2 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass3NewEP8OSObject
00007ffa1e01ffb6 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass8DispatchE5IORPC
00007ffa1e020ac8 (__TEXT,__text) external __ZN20OSContainerMetaClass3NewEP8OSObject
00007ffa1e014f2c (__TEXT,__text) external __ZN21IODMACommandMetaClass3NewEP8OSObject
00007ffa1e014fac (__TEXT,__text) external __ZN21IODMACommandMetaClass8DispatchE5IORPC
00007ffa1e01347e (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars14_getStateValueEyy29IOStateReporter_valueSelector
00007ffa1e012ce6 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_
00007ffa1e023daf (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_.cold.1
00007ffa1e0131a4 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars16handleSetStateIDEyiy
00007ffa1e023dfb (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy.cold.1
00007ffa1e012c46 (__TEXT,__text) non-external (was a private external) __ZN21IOStateReporter_IVars17handleSwapCleanupEi
00007ffa1e023cef (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.1
