00007ff802a333fd (__TEXT,__text) external _NSAddImage
00007ff802a39c1e (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE
00007ff802a54fd3 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE.cold.1
00007ff802a3902a (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathERN3lsl9AllocatorERNS_11FileManagerEPKcU13block_pointerFvPS1_E
00007ff802a39bda (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache3pinEv
00007ff802a39bfc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache5unpinEv
00007ff802a38c08 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerEb
00007ff802a54fb0 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerEb.cold.1
00007ff802a3c35e (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer11deserializeENSt3__14spanISt4byteLm18446744073709551615EEE
00007ff802a3d096 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer18readMappedFileInfoERNSt3__14spanISt4byteLm18446744073709551615EEERyRN3lsl4UUIDERNS_10FileRecordE
00007ff802a3cf3a (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot11sharedCacheEv
00007ff802a3b54c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEE
00007ff802a3cb04 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEE
00007ff802a3cf44 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot8addImageEONS0_5ImageE
00007ff802a3caf0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC1ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEE
00007ff802a3bf4e (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEb
00007ff802a3c054 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEE
00007ff802a55154 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEE.cold.1
00007ff802a38ada (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas17SharedCacheLocalsC2ERN3lsl9SharedPtrINS0_6MapperEEEb
00007ff802a38386 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image11pointerSizeEv
00007ff802a38540 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE
00007ff802a383b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE
00007ff802a388a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE
00007ff802a38656 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE
00007ff802a37f5e (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image4swapERS1_
00007ff802a3d46e (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5ImageD2Ev
00007ff802a37640 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDENS0_11SafePointerE
00007ff802a36840 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper20mapperForSharedCacheERN3lsl9AllocatorERNS_10FileRecordENS0_11SafePointerE
00007ff802a374ca (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper26mapperForSharedCacheLocalsERN3lsl9AllocatorERNS_10FileRecordE
00007ff802a37e18 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper3pinEv
00007ff802a54f6a (__TEXT,__text) non-external __ZN5dyld45Atlas6Mapper3pinEv.cold.1
00007ff802a37f0e (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper5unpinEv
00007ff802a54f8d (__TEXT,__text) non-external __ZN5dyld45Atlas6Mapper5unpinEv.cold.1
00007ff802a3f4ca (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIN5dyld311MachOLoadedEE4swapERS5_
00007ff802a3f496 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIN5dyld311MachOLoadedEED2Ev
00007ff802a37bfe (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6MapperD2Ev
00007ff802a54f24 (__TEXT,__text) non-external __ZN5dyld45Atlas6MapperD2Ev.cold.1
00007ff802a3a062 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process11getSnapshotEPi
00007ff802a3ad84 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process18setupNotificationsEPi
00007ff802a55082 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process18setupNotificationsEPi.cold.1
00007ff802a550a5 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process18setupNotificationsEPi.cold.2
00007ff802a550c8 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process18setupNotificationsEPi.cold.3
00007ff802a3a698 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process18synthesizeSnapshotEPi
00007ff802a3af2c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process19handleNotificationsEv
00007ff802a3b910 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE
00007ff802a3a394 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process21teardownNotificationsEv
00007ff802a54ff6 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.1
00007ff802a55019 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.2
00007ff802a5503c (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.3
00007ff802a5505f (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.4
00007ff802a3bbae (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process22unregisterEventHandlerEj
00007ff802a3b374 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE
00007ff802a3a2c6 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessC1ERN3lsl9AllocatorERNS_11FileManagerEjPi
00007ff802a39f98 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessC2ERN3lsl9AllocatorERNS_11FileManagerEjPi
00007ff802a3a682 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessD1Ev
00007ff802a3a2d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessD2Ev
00007ff802a440df (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils16concatenatePathsEPcPKcm
00007ff802a44080 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils7strrstrEPKcS2_
00007ff843444000 (__TPRO_CONST,__dyld_apis) non-external (was a private external) __ZN5dyld45gAPIsE
00007ff802a442f5 (__TEXT,__text) non-external __ZN5dyld4L28legacyDyldLookup4OldBinariesEPKcPPv
00007ff802a496b8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o10DataInCodeC1ENSt3__14spanIKhLm18446744073709551615EEE
00007ff802a46584 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11BindOpcodesC1EPKhmb
00007ff802a46584 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11BindOpcodesC2EPKhmb
00007ff802a497e0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11GenericTrieC2EPKhm
00007ff802a56758 (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture10arm64e_oldE
00007ff802a566e4 (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture5arm64E
00007ff802a566ec (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture6arm64eE
00007ff802a45f0c (__TEXT,__text) non-external (was a private external) __ZN6mach_o12Architecture6byNameENSt3__117basic_string_viewIcNS1_11char_traitsIcEEEE
00007ff802a566d4 (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture6x86_64E
00007ff802a56750 (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture7invalidE
00007ff802a566dc (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture7x86_64hE
00007ff802a45ef4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12ArchitectureC1EPK11fat_arch_64
00007ff802a45eb2 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12ArchitectureC1EPK11mach_header
00007ff802a45edc (__TEXT,__text) non-external (was a private external) __ZN6mach_o12ArchitectureC1EPK8fat_arch
00007ff84005a6d0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o12PlatformInfo18knownPlatformInfosE
00007ff802a497e0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12SplitSegInfoC1EPKhm
00007ff802a53ca8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12UnsafeHeader22loadCommandToDylibKindEPK13dylib_command
00007ff802a55ae5 (__TEXT,__text) non-external __ZN6mach_o12UnsafeHeader22loadCommandToDylibKindEPK13dylib_command.cold.1
00007ff802a54134 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12UnsafeHeader27isSimulatorSupportDylibPathE7CString
00007ff802a501da (__TEXT,__text) non-external (was a private external) __ZN6mach_o12UnsafeHeader7isMachOENSt3__14spanIKhLm18446744073709551615EEE
00007ff802a4d4d3 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12read_sleb128ERPKhS1_Rb
00007ff802a4d467 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12read_uleb128ERPKhS1_Rb
00007ff802a472a8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13ChainedFixups13PointerFormat4makeEt
00007ff802a46fa4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13ChainedFixupsC1EPK26dyld_chained_fixups_headerm
00007ff802a496a4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13CompactUnwindC1ENS_12ArchitectureEPKhm
00007ff802a4e9ea (__TEXT,__text) non-external (was a private external) __ZN6mach_o13RebaseOpcodesC1EPKhmb
00007ff802a497e0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o14FunctionStartsC1EPKhm
00007ff802a496b8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16FunctionVariantsC1ENSt3__14spanIKhLm18446744073709551615EEE
00007ff802a4d544 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EjPK5nlistjPKcjjjj
00007ff802a4d57e (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EyPK8nlist_64jPKcjjjj
00007ff840059bb0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o16PlatformInfo_iOS9singletonE
00007ff840059c70 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o17PlatformInfo_tvOS9singletonE
00007ff802a4d3a7 (__TEXT,__text) non-external (was a private external) __ZN6mach_o17hasWarningHandlerEv
00007ff840059b50 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_macOS9singletonE
00007ff840059fd0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_sepOS9singletonE
00007ff8400596d0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures10launch_macE
00007ff802a4a5cc (__TEXT,__text) non-external (was a private external) __ZN6mach_o19GradedArchitectures11currentLoadEbb
00007ff802a4a54a (__TEXT,__text) non-external (was a private external) __ZN6mach_o19GradedArchitectures13currentLaunchEPKc
00007ff8400596c0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures15load_macHaswellE
00007ff8400596e0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures17launch_macHaswellE
00007ff840059698 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures8load_macE
00007ff802a4e426 (__TEXT,__text) non-external (was a private external) __ZN6mach_o19PlatformAndVersions3zipERKS0_
00007ff840059df0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o20PlatformInfo_watchOS9singletonE
00007ff802a4a460 (__TEXT,__text) non-external (was a private external) __ZN6mach_o21FunctionVariantFixupsC1ENSt3__14spanIKhLm18446744073709551615EEE
00007ff840059eb0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_bridgeOS9singletonE
00007ff840059f70 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_firmware9singletonE
00007ff84005a330 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_visionOS9singletonE
00007ff840059d90 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_zippered9singletonE
00007ff840059f10 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o22PlatformInfo_driverKit9singletonE
00007ff840059d30 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o24PlatformInfo_macCatalyst9singletonE
00007ff84005a510 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_kernelKit9singletonE
00007ff840059c10 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_simulator9singletonE
00007ff84005a150 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_iOS_exclaveKit9singletonE
00007ff84005a570 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_kernelKit9singletonE
00007ff840059cd0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_simulator9singletonE
00007ff84005a0f0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_iOS_exclaveCore9singletonE
00007ff84005a4b0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_macOS_kernelKit9singletonE
00007ff84005a210 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_tvOS_exclaveKit9singletonE
00007ff84005a090 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_macOS_exclaveKit9singletonE
00007ff84005a1b0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_tvOS_exclaveCore9singletonE
00007ff84005a030 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_macOS_exclaveCore9singletonE
00007ff84005a5d0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_kernelKit9singletonE
00007ff840059e50 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_simulator9singletonE
00007ff84005a690 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_bridgeOS_kernelKit9singletonE
00007ff84005a630 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_kernelKit9singletonE
00007ff84005a390 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_simulator9singletonE
00007ff84005a2d0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_watchOS_exclaveKit9singletonE
00007ff84005a450 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_visionOS_exclaveKit9singletonE
00007ff84005a270 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_watchOS_exclaveCore9singletonE
00007ff84005a3f0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o33PlatformInfo_visionOS_exclaveCore9singletonE
00007ff802a496c6 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EOS0_
00007ff802a496f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EPKcz
00007ff802a497b8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorD1Ev
00007ff802a496da (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErroraSEOS0_
00007ff802a4ac90 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image14makeDataInCodeEv
00007ff802a4aa1c (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeBindOpcodesEv
00007ff802a4a7da (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeExportsTrieEv
00007ff802a4a832 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeSymbolTableEv
00007ff802a4ac38 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image16makeSplitSegInfoEv
00007ff802a4ab24 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeChainedFixupsEv
00007ff802a4a9c4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeRebaseOpcodesEv
00007ff802a4abd6 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image18makeFunctionStartsEv
00007ff802a4aa74 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeLazyBindOpcodesEv
00007ff802a4aacc (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeWeakBindOpcodesEv
00007ff802a4ace8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image20makeFunctionVariantsEv
00007ff802a4ad40 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image25makeFunctionVariantFixupsEv
00007ff802a4ae92 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC1EPK11mach_header
00007ff802a4ad98 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC1EPKvmNS0_11MappingKindE
00007ff802a4ada2 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC2EPK11mach_header
00007ff802a4a5f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC2EPKvmNS0_11MappingKindE
00007ff802a4e8c4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC1ENS_12ArchitectureENS_19PlatformAndVersionsEjbbb
00007ff802a4e83e (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC2ENS_12ArchitectureENS_19PlatformAndVersionsEjbbb
00007ff802a4f324 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeAbsoluteE7CStringybNS0_5ScopeEh
00007ff802a4f230 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeAltEntryE7CStringyhNS0_5ScopeEbbbb
00007ff802a4f358 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeReExportE7CStringiPKcNS0_5ScopeE
00007ff802a4f384 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol13makeUndefinedE7CStringib
00007ff802a4f094 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol16makeRegularLocalE7CStringyhbbb
00007ff802a4f3ae (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol16makeTentativeDefE7CStringyhbb
00007ff802a4f004 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeRegularExportE7CStringyhbbbb
00007ff802a4f050 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeRegularHiddenE7CStringyhbbb
00007ff802a4f118 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeWeakDefExportE7CStringyhbbb
00007ff802a4f1a4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeWeakDefHiddenE7CStringyhbbb
00007ff802a4f284 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol19makeDynamicResolverE7CStringhyyNS0_5ScopeE
00007ff802a4f15e (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol19makeWeakDefAutoHideE7CStringyhbbb
00007ff802a4f2de (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol21makeThreadLocalExportE7CStringyhbbb
00007ff802a4f3ec (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol22makeHiddenTentativeDefE7CStringyhbb
00007ff802a4f2b4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol25makeFunctionVariantExportE7CStringhyj
00007ff802a4f0d4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol27makeRegularWasPrivateExternE7CStringyhbbb
00007ff802a4f1ea (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol27makeWeakDefWasPrivateExternE7CStringyhbbb
00007ff802a4d3b8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o7warningEPKvPKcz
00007ff84005a808 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform11macCatalystE
00007ff84005a818 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform13iOS_simulatorE
00007ff84005a828 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform14tvOS_simulatorE
00007ff84005a838 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform17watchOS_simulatorE
00007ff84005a868 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform18visionOS_simulatorE
00007ff84005a7d8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform3iOSE
00007ff84005a7e8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform4tvOSE
00007ff802a56840 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch10spring2025E
00007ff802a5681c (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2015E
00007ff802a56828 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2018E
00007ff802a5682c (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2019E
00007ff802a56834 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2020E
00007ff802a56838 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2021E
00007ff802a56844 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2025E
00007ff84005a7c8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform5macOSE
00007ff802a4e40c (__TEXT,__text) non-external (was a private external) __ZN6mach_o8Platform7currentEv
00007ff84005a7f8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform7watchOSE
00007ff84005a858 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform8visionOSE
00007ff84005a848 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform9driverKitE
00007ff802a4e2a8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC1Ej
00007ff802a4e260 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC2Ej
00007ff802a55a0d (__TEXT,__text) non-external __ZN6mach_o8PlatformC2Ej.cold.1
00007ff802a4f49c (__TEXT,__text) non-external (was a private external) __ZN6mach_o9Universal11isUniversalENSt3__14spanIKhLm18446744073709551615EEE
00007ff802a51f30 (__TEXT,__text) non-external __ZN6mach_oL14stringOverflowEPK12load_commandjj
00007ff8400596b0 (__DATA_CONST,__const) non-external __ZN6mach_oL16archs_macHaswellE
00007ff840058ef0 (__DATA_CONST,__const) non-external __ZN6mach_oL2p1E
00007ff840058f90 (__DATA_CONST,__const) non-external __ZN6mach_oL2p2E
00007ff840059028 (__DATA_CONST,__const) non-external __ZN6mach_oL2p3E
00007ff8400590c0 (__DATA_CONST,__const) non-external __ZN6mach_oL2p4E
00007ff840059158 (__DATA_CONST,__const) non-external __ZN6mach_oL2p5E
00007ff8400591f8 (__DATA_CONST,__const) non-external __ZN6mach_oL2p6E
00007ff8400592a8 (__DATA_CONST,__const) non-external __ZN6mach_oL2p7E
00007ff840059340 (__DATA_CONST,__const) non-external __ZN6mach_oL2p8E
00007ff8400593f0 (__DATA_CONST,__const) non-external __ZN6mach_oL2p9E
00007ff8400594a0 (__DATA_CONST,__const) non-external __ZN6mach_oL3p10E
00007ff840059538 (__DATA_CONST,__const) non-external __ZN6mach_oL3p11E
00007ff8400595e8 (__DATA_CONST,__const) non-external __ZN6mach_oL3p12E
00007ff8400595f0 (__DATA_CONST,__const) non-external __ZN6mach_oL3p13E
00007ff8400595f8 (__DATA_CONST,__const) non-external __ZN6mach_oL3p14E
00007ff8438e0930 (__DATA,__bss) non-external __ZN6mach_oL8sHandlerE
00007ff840059690 (__DATA_CONST,__const) non-external __ZN6mach_oL9archs_macE
00007ff802a4a56c (__TEXT,__text) non-external __ZN6mach_oL9isHaswellEv
00007ff802a2e356 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics12errorMessageEv
00007ff802a2e006 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics7noErrorEv
00007ff802a2dfda (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics8hasErrorEv
00007ff802a3417c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachCacheEU13block_pointerFvPKS_RbE
00007ff802a34218 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE
00007ff802a3405e (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13forEachRegionEU13block_pointerFvPKvyyjjyyRbE
00007ff802a2de10 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7inCacheEPKvmRb
00007ff802a30704 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base12forEachImageEU13block_pointerFvyPKhPKcE
00007ff802a3082e (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base14forEachSegmentEyU13block_pointerFvyyPKcE
00007ff802a307dc (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base15forEachAotImageEU13block_pointerFbyyyPhmE
00007ff802a330ba (__TEXT,__text) non-external (was a private external) __ZNK29dyld_process_info_notify_base13setNotifyMainEU13block_pointerFvvE
00007ff802a43de8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE8NodeCoreILj31ELj15EE17lower_bound_indexERKS5_S8_
00007ff802a2f9f2 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE8NodeCoreILj31ELj15EE8childrenEv
