00000001e482cf04 (__TEXT,__text) external _CGLGetCurrentContext
00000001e4827c50 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001e482be2c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001e4828c24 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001e4828c44 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001e4828c04 (__TEXT,__text) external _glGetSamplerParameterfv
00000001e4828be4 (__TEXT,__text) external _glGetSamplerParameteriv
00000001e48260e0 (__TEXT,__text) external _glGetSeparableFilter
00000001e48278e4 (__TEXT,__text) external _glGetShaderInfoLog
00000001e48293dc (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001e48279c8 (__TEXT,__text) external _glGetShaderSource
00000001e482b624 (__TEXT,__text) external _glGetShaderSourceARB
00000001e4827880 (__TEXT,__text) external _glGetShaderiv
00000001e4824534 (__TEXT,__text) external _glGetString
00000001e4828624 (__TEXT,__text) external _glGetStringi
00000001e482909c (__TEXT,__text) external _glGetSubroutineIndex
00000001e482907c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001e4828958 (__TEXT,__text) external _glGetSynciv
00000001e482454c (__TEXT,__text) external _glGetTexEnvfv
00000001e482456c (__TEXT,__text) external _glGetTexEnviv
00000001e482458c (__TEXT,__text) external _glGetTexGendv
00000001e48245ac (__TEXT,__text) external _glGetTexGenfv
00000001e48245cc (__TEXT,__text) external _glGetTexGeniv
00000001e48245ec (__TEXT,__text) external _glGetTexImage
00000001e4824614 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001e4824638 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001e4828564 (__TEXT,__text) external _glGetTexParameterIiv
00000001e482c6fc (__TEXT,__text) external _glGetTexParameterIivEXT
00000001e4828584 (__TEXT,__text) external _glGetTexParameterIuiv
00000001e482c71c (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001e482c9cc (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001e482465c (__TEXT,__text) external _glGetTexParameterfv
00000001e482467c (__TEXT,__text) external _glGetTexParameteriv
00000001e482807c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001e482c180 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001e48286dc (__TEXT,__text) external _glGetUniformBlockIndex
00000001e482c210 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001e4828668 (__TEXT,__text) external _glGetUniformIndices
00000001e482792c (__TEXT,__text) external _glGetUniformLocation
00000001e482b598 (__TEXT,__text) external _glGetUniformLocationARB
00000001e482c22c (__TEXT,__text) external _glGetUniformOffsetEXT
00000001e482915c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001e482905c (__TEXT,__text) external _glGetUniformdv
00000001e4827980 (__TEXT,__text) external _glGetUniformfv
00000001e482b5e4 (__TEXT,__text) external _glGetUniformfvARB
00000001e48279a4 (__TEXT,__text) external _glGetUniformiv
00000001e482b604 (__TEXT,__text) external _glGetUniformivARB
00000001e48283c0 (__TEXT,__text) external _glGetUniformuiv
00000001e482c618 (__TEXT,__text) external _glGetUniformuivEXT
00000001e4828120 (__TEXT,__text) external _glGetVertexAttribIiv
00000001e482c4d0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001e4828140 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001e482c4f0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001e4829dcc (__TEXT,__text) external _glGetVertexAttribLdv
00000001e4827470 (__TEXT,__text) external _glGetVertexAttribPointerv
00000001e482a438 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001e4827410 (__TEXT,__text) external _glGetVertexAttribdv
00000001e482a3d8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001e4827430 (__TEXT,__text) external _glGetVertexAttribfv
00000001e482a3f8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001e4827450 (__TEXT,__text) external _glGetVertexAttribiv
00000001e482a418 (__TEXT,__text) external _glGetVertexAttribivARB
00000001e482469c (__TEXT,__text) external _glHint
00000001e4826230 (__TEXT,__text) external _glHistogram
00000001e48246b8 (__TEXT,__text) external _glIndexMask
00000001e48246d0 (__TEXT,__text) external _glIndexPointer
00000001e48246f0 (__TEXT,__text) external _glIndexd
00000001e4824704 (__TEXT,__text) external _glIndexdv
00000001e482471c (__TEXT,__text) external _glIndexf
00000001e4824730 (__TEXT,__text) external _glIndexfv
00000001e4824748 (__TEXT,__text) external _glIndexi
00000001e4824760 (__TEXT,__text) external _glIndexiv
00000001e4824778 (__TEXT,__text) external _glIndexs
00000001e4824790 (__TEXT,__text) external _glIndexsv
00000001e48247a8 (__TEXT,__text) external _glIndexub
00000001e48247c0 (__TEXT,__text) external _glIndexubv
00000001e48247d8 (__TEXT,__text) external _glInitNames
00000001e482c85c (__TEXT,__text) external _glInsertEventMarkerEXT
00000001e48247ec (__TEXT,__text) external _glInterleavedArrays
00000001e4826eac (__TEXT,__text) external _glIsBuffer
00000001e482b0ac (__TEXT,__text) external _glIsBufferARB
00000001e482480c (__TEXT,__text) external _glIsEnabled
00000001e482c79c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001e4827fc8 (__TEXT,__text) external _glIsEnabledi
00000001e482ca3c (__TEXT,__text) external _glIsFenceAPPLE
00000001e4827c70 (__TEXT,__text) external _glIsFramebuffer
00000001e482be4c (__TEXT,__text) external _glIsFramebufferEXT
00000001e4824824 (__TEXT,__text) external _glIsList
00000001e482b854 (__TEXT,__text) external _glIsNamedStringARB
00000001e4827868 (__TEXT,__text) external _glIsProgram
00000001e4829f70 (__TEXT,__text) external _glIsProgramARB
00000001e4829540 (__TEXT,__text) external _glIsProgramPipeline
00000001e4826dac (__TEXT,__text) external _glIsQuery
00000001e482afac (__TEXT,__text) external _glIsQueryARB
00000001e4827bc0 (__TEXT,__text) external _glIsRenderbuffer
00000001e482bd9c (__TEXT,__text) external _glIsRenderbufferEXT
00000001e4828af4 (__TEXT,__text) external _glIsSampler
00000001e4827850 (__TEXT,__text) external _glIsShader
00000001e48288cc (__TEXT,__text) external _glIsSync
00000001e482483c (__TEXT,__text) external _glIsTexture
00000001e482922c (__TEXT,__text) external _glIsTransformFeedback
00000001e4827f10 (__TEXT,__text) external _glIsVertexArray
00000001e482cb60 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001e482c8e0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001e482c810 (__TEXT,__text) external _glLabelObjectEXT
00000001e482cd40 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001e4824854 (__TEXT,__text) external _glLightModelf
00000001e482486c (__TEXT,__text) external _glLightModelfv
00000001e4824888 (__TEXT,__text) external _glLightModeli
00000001e48248a4 (__TEXT,__text) external _glLightModeliv
00000001e48248c0 (__TEXT,__text) external _glLightf
00000001e48248dc (__TEXT,__text) external _glLightfv
00000001e48248fc (__TEXT,__text) external _glLighti
00000001e482491c (__TEXT,__text) external _glLightiv
00000001e482493c (__TEXT,__text) external _glLineStipple
00000001e4824958 (__TEXT,__text) external _glLineWidth
00000001e482758c (__TEXT,__text) external _glLinkProgram
00000001e482b274 (__TEXT,__text) external _glLinkProgramARB
00000001e482496c (__TEXT,__text) external _glListBase
00000001e4824984 (__TEXT,__text) external _glLoadIdentity
00000001e4824998 (__TEXT,__text) external _glLoadMatrixd
00000001e48249b0 (__TEXT,__text) external _glLoadMatrixf
00000001e48249c8 (__TEXT,__text) external _glLoadName
00000001e4826664 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001e482ab50 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001e482667c (__TEXT,__text) external _glLoadTransposeMatrixf
00000001e482ab68 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001e482b95c (__TEXT,__text) external _glLockArraysEXT
00000001e48249e0 (__TEXT,__text) external _glLogicOp
00000001e48249f8 (__TEXT,__text) external _glMap1d
00000001e4824a1c (__TEXT,__text) external _glMap1f
00000001e4824a40 (__TEXT,__text) external _glMap2d
00000001e4824a6c (__TEXT,__text) external _glMap2f
00000001e4826f30 (__TEXT,__text) external _glMapBuffer
00000001e482b130 (__TEXT,__text) external _glMapBufferARB
00000001e4827e7c (__TEXT,__text) external _glMapBufferRange
00000001e4824a98 (__TEXT,__text) external _glMapGrid1d
00000001e4824ab0 (__TEXT,__text) external _glMapGrid1f
00000001e4824ac8 (__TEXT,__text) external _glMapGrid2d
00000001e4824ae4 (__TEXT,__text) external _glMapGrid2f
00000001e482c8fc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001e482c924 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001e482c94c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001e482c97c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001e4824b00 (__TEXT,__text) external _glMaterialf
00000001e4824b1c (__TEXT,__text) external _glMaterialfv
00000001e4824b3c (__TEXT,__text) external _glMateriali
00000001e4824b5c (__TEXT,__text) external _glMaterialiv
00000001e4824b7c (__TEXT,__text) external _glMatrixMode
00000001e4829308 (__TEXT,__text) external _glMinSampleShading
00000001e482b754 (__TEXT,__text) external _glMinSampleShadingARB
00000001e4826254 (__TEXT,__text) external _glMinmax
00000001e4824b94 (__TEXT,__text) external _glMultMatrixd
00000001e4824bac (__TEXT,__text) external _glMultMatrixf
00000001e4826694 (__TEXT,__text) external _glMultTransposeMatrixd
00000001e482ab80 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001e48266ac (__TEXT,__text) external _glMultTransposeMatrixf
00000001e482ab98 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001e4826ba0 (__TEXT,__text) external _glMultiDrawArrays
00000001e482bd08 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001e482cbdc (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001e4826bc4 (__TEXT,__text) external _glMultiDrawElements
00000001e482886c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001e482bd2c (__TEXT,__text) external _glMultiDrawElementsEXT
00000001e482cd60 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001e482cd88 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001e482cc00 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001e48262d4 (__TEXT,__text) external _glMultiTexCoord1d
00000001e482a7c0 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001e48262ec (__TEXT,__text) external _glMultiTexCoord1dv
00000001e482a7d8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001e4826308 (__TEXT,__text) external _glMultiTexCoord1f
00000001e482a7f4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001e4826320 (__TEXT,__text) external _glMultiTexCoord1fv
00000001e482a80c (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001e482633c (__TEXT,__text) external _glMultiTexCoord1i
00000001e482a828 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001e4826358 (__TEXT,__text) external _glMultiTexCoord1iv
00000001e482a844 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001e4826374 (__TEXT,__text) external _glMultiTexCoord1s
00000001e482a860 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001e4826390 (__TEXT,__text) external _glMultiTexCoord1sv
00000001e482a87c (__TEXT,__text) external _glMultiTexCoord1svARB
00000001e48263ac (__TEXT,__text) external _glMultiTexCoord2d
00000001e482a898 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001e48263c4 (__TEXT,__text) external _glMultiTexCoord2dv
00000001e482a8b0 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001e48263e0 (__TEXT,__text) external _glMultiTexCoord2f
00000001e482a8cc (__TEXT,__text) external _glMultiTexCoord2fARB
00000001e48263f8 (__TEXT,__text) external _glMultiTexCoord2fv
00000001e482a8e4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001e4826414 (__TEXT,__text) external _glMultiTexCoord2i
00000001e482a900 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001e4826434 (__TEXT,__text) external _glMultiTexCoord2iv
00000001e482a920 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001e4826450 (__TEXT,__text) external _glMultiTexCoord2s
00000001e482a93c (__TEXT,__text) external _glMultiTexCoord2sARB
00000001e4826470 (__TEXT,__text) external _glMultiTexCoord2sv
00000001e482a95c (__TEXT,__text) external _glMultiTexCoord2svARB
00000001e482648c (__TEXT,__text) external _glMultiTexCoord3d
00000001e482a978 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001e48264a4 (__TEXT,__text) external _glMultiTexCoord3dv
00000001e482a990 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001e48264c0 (__TEXT,__text) external _glMultiTexCoord3f
00000001e482a9ac (__TEXT,__text) external _glMultiTexCoord3fARB
00000001e48264d8 (__TEXT,__text) external _glMultiTexCoord3fv
00000001e482a9c4 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001e48264f4 (__TEXT,__text) external _glMultiTexCoord3i
00000001e482a9e0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001e4826518 (__TEXT,__text) external _glMultiTexCoord3iv
00000001e482aa04 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001e4826534 (__TEXT,__text) external _glMultiTexCoord3s
00000001e482aa20 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001e4826558 (__TEXT,__text) external _glMultiTexCoord3sv
00000001e482aa44 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001e4826574 (__TEXT,__text) external _glMultiTexCoord4d
00000001e482aa60 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001e482658c (__TEXT,__text) external _glMultiTexCoord4dv
00000001e482aa78 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001e48265a8 (__TEXT,__text) external _glMultiTexCoord4f
00000001e482aa94 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001e48265c0 (__TEXT,__text) external _glMultiTexCoord4fv
00000001e482aaac (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001e48265dc (__TEXT,__text) external _glMultiTexCoord4i
00000001e482aac8 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001e4826604 (__TEXT,__text) external _glMultiTexCoord4iv
00000001e482aaf0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001e4826620 (__TEXT,__text) external _glMultiTexCoord4s
00000001e482ab0c (__TEXT,__text) external _glMultiTexCoord4sARB
00000001e4826648 (__TEXT,__text) external _glMultiTexCoord4sv
00000001e482ab34 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001e482b7ec (__TEXT,__text) external _glNamedStringARB
00000001e4824bc4 (__TEXT,__text) external _glNewList
00000001e4824be0 (__TEXT,__text) external _glNormal3b
00000001e4824c00 (__TEXT,__text) external _glNormal3bv
00000001e4824c18 (__TEXT,__text) external _glNormal3d
00000001e4824c2c (__TEXT,__text) external _glNormal3dv
00000001e4824c44 (__TEXT,__text) external _glNormal3f
00000001e4824c58 (__TEXT,__text) external _glNormal3fv
00000001e4824c70 (__TEXT,__text) external _glNormal3i
00000001e4824c90 (__TEXT,__text) external _glNormal3iv
00000001e4824ca8 (__TEXT,__text) external _glNormal3s
00000001e4824cc8 (__TEXT,__text) external _glNormal3sv
00000001e4824ce0 (__TEXT,__text) external _glNormalPointer
00000001e482cca8 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001e482ccc8 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001e4824d00 (__TEXT,__text) external _glOrtho
00000001e482ce18 (__TEXT,__text) external _glPNTrianglesfATI
00000001e482ce20 (__TEXT,__text) external _glPNTrianglesfATIX
00000001e482ce14 (__TEXT,__text) external _glPNTrianglesiATI
00000001e482ce1c (__TEXT,__text) external _glPNTrianglesiATIX
00000001e4824d14 (__TEXT,__text) external _glPassThrough
00000001e48291bc (__TEXT,__text) external _glPatchParameterfv
00000001e48291a0 (__TEXT,__text) external _glPatchParameteri
00000001e4829244 (__TEXT,__text) external _glPauseTransformFeedback
00000001e4824d28 (__TEXT,__text) external _glPixelMapfv
00000001e4824d48 (__TEXT,__text) external _glPixelMapuiv
00000001e4824d68 (__TEXT,__text) external _glPixelMapusv
00000001e4824d88 (__TEXT,__text) external _glPixelStoref
00000001e4824da0 (__TEXT,__text) external _glPixelStorei
00000001e4824dbc (__TEXT,__text) external _glPixelTransferf
00000001e4824dd4 (__TEXT,__text) external _glPixelTransferi
00000001e4824df0 (__TEXT,__text) external _glPixelZoom
00000001e4826b10 (__TEXT,__text) external _glPointParameterf
00000001e482adb8 (__TEXT,__text) external _glPointParameterfARB
00000001e4826b28 (__TEXT,__text) external _glPointParameterfv
00000001e482add0 (__TEXT,__text) external _glPointParameterfvARB
00000001e4826b44 (__TEXT,__text) external _glPointParameteri
00000001e482ce54 (__TEXT,__text) external _glPointParameteriNV
00000001e4826b60 (__TEXT,__text) external _glPointParameteriv
00000001e482ce70 (__TEXT,__text) external _glPointParameterivNV
00000001e4824e04 (__TEXT,__text) external _glPointSize
00000001e482cd0c (__TEXT,__text) external _glPointSizePointerAPPLE
00000001e4824e18 (__TEXT,__text) external _glPolygonMode
00000001e4824e34 (__TEXT,__text) external _glPolygonOffset
00000001e4824e48 (__TEXT,__text) external _glPolygonStipple
00000001e4824e60 (__TEXT,__text) external _glPopAttrib
00000001e4824e74 (__TEXT,__text) external _glPopClientAttrib
00000001e482c894 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001e4824e88 (__TEXT,__text) external _glPopMatrix
00000001e4824e9c (__TEXT,__text) external _glPopName
00000001e48287d0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001e4824eb0 (__TEXT,__text) external _glPrioritizeTextures
00000001e4829450 (__TEXT,__text) external _glProgramBinary
00000001e482a458 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001e482a474 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001e482a494 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001e482a4b0 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001e482a548 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001e482a4d0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001e482a4ec (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001e482a50c (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001e482a528 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001e482a56c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001e4829474 (__TEXT,__text) external _glProgramParameteri
00000001e482c030 (__TEXT,__text) external _glProgramParameteriEXT
00000001e482a610 (__TEXT,__text) external _glProgramStringARB
00000001e4829a6c (__TEXT,__text) external _glProgramUniform1d
00000001e4829adc (__TEXT,__text) external _glProgramUniform1dv
00000001e482964c (__TEXT,__text) external _glProgramUniform1f
00000001e482974c (__TEXT,__text) external _glProgramUniform1fv
00000001e48295b4 (__TEXT,__text) external _glProgramUniform1i
00000001e48296bc (__TEXT,__text) external _glProgramUniform1iv
00000001e4829854 (__TEXT,__text) external _glProgramUniform1ui
00000001e48298ec (__TEXT,__text) external _glProgramUniform1uiv
00000001e4829a88 (__TEXT,__text) external _glProgramUniform2d
00000001e4829b00 (__TEXT,__text) external _glProgramUniform2dv
00000001e4829668 (__TEXT,__text) external _glProgramUniform2f
00000001e4829770 (__TEXT,__text) external _glProgramUniform2fv
00000001e48295d4 (__TEXT,__text) external _glProgramUniform2i
00000001e48296e0 (__TEXT,__text) external _glProgramUniform2iv
00000001e4829874 (__TEXT,__text) external _glProgramUniform2ui
00000001e4829910 (__TEXT,__text) external _glProgramUniform2uiv
00000001e4829aa4 (__TEXT,__text) external _glProgramUniform3d
00000001e4829b24 (__TEXT,__text) external _glProgramUniform3dv
00000001e4829684 (__TEXT,__text) external _glProgramUniform3f
00000001e4829794 (__TEXT,__text) external _glProgramUniform3fv
00000001e48295f8 (__TEXT,__text) external _glProgramUniform3i
00000001e4829704 (__TEXT,__text) external _glProgramUniform3iv
00000001e4829898 (__TEXT,__text) external _glProgramUniform3ui
00000001e4829934 (__TEXT,__text) external _glProgramUniform3uiv
00000001e4829ac0 (__TEXT,__text) external _glProgramUniform4d
00000001e4829b48 (__TEXT,__text) external _glProgramUniform4dv
00000001e48296a0 (__TEXT,__text) external _glProgramUniform4f
00000001e48297b8 (__TEXT,__text) external _glProgramUniform4fv
00000001e4829620 (__TEXT,__text) external _glProgramUniform4i
00000001e4829728 (__TEXT,__text) external _glProgramUniform4iv
00000001e48298c0 (__TEXT,__text) external _glProgramUniform4ui
00000001e4829958 (__TEXT,__text) external _glProgramUniform4uiv
00000001e4829b6c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001e48297dc (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001e4829be4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001e482997c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001e4829c34 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001e48299cc (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001e4829b94 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001e4829804 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001e4829c0c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001e48299a4 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001e4829c84 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001e4829a1c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001e4829bbc (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001e482982c (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001e4829c5c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001e48299f4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001e4829cac (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001e4829a44 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001e4828898 (__TEXT,__text) external _glProvokingVertex
00000001e482c7b8 (__TEXT,__text) external _glProvokingVertexEXT
00000001e4824ed0 (__TEXT,__text) external _glPushAttrib
00000001e4824ee8 (__TEXT,__text) external _glPushClientAttrib
00000001e482c878 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001e4824f00 (__TEXT,__text) external _glPushMatrix
00000001e4824f14 (__TEXT,__text) external _glPushName
00000001e4828c64 (__TEXT,__text) external _glQueryCounter
00000001e4824f2c (__TEXT,__text) external _glRasterPos2d
00000001e4824f40 (__TEXT,__text) external _glRasterPos2dv
00000001e4824f58 (__TEXT,__text) external _glRasterPos2f
00000001e4824f6c (__TEXT,__text) external _glRasterPos2fv
00000001e4824f84 (__TEXT,__text) external _glRasterPos2i
00000001e4824fa0 (__TEXT,__text) external _glRasterPos2iv
00000001e4824fb8 (__TEXT,__text) external _glRasterPos2s
00000001e4824fd4 (__TEXT,__text) external _glRasterPos2sv
00000001e4824fec (__TEXT,__text) external _glRasterPos3d
00000001e4825000 (__TEXT,__text) external _glRasterPos3dv
00000001e4825018 (__TEXT,__text) external _glRasterPos3f
00000001e482502c (__TEXT,__text) external _glRasterPos3fv
00000001e4825044 (__TEXT,__text) external _glRasterPos3i
00000001e4825064 (__TEXT,__text) external _glRasterPos3iv
00000001e482507c (__TEXT,__text) external _glRasterPos3s
00000001e482509c (__TEXT,__text) external _glRasterPos3sv
00000001e48250b4 (__TEXT,__text) external _glRasterPos4d
00000001e48250c8 (__TEXT,__text) external _glRasterPos4dv
00000001e48250e0 (__TEXT,__text) external _glRasterPos4f
00000001e48250f4 (__TEXT,__text) external _glRasterPos4fv
00000001e482510c (__TEXT,__text) external _glRasterPos4i
00000001e4825130 (__TEXT,__text) external _glRasterPos4iv
00000001e4825148 (__TEXT,__text) external _glRasterPos4s
00000001e482516c (__TEXT,__text) external _glRasterPos4sv
00000001e4825184 (__TEXT,__text) external _glReadBuffer
00000001e482519c (__TEXT,__text) external _glReadPixels
00000001e48251cc (__TEXT,__text) external _glRectd
00000001e48251e0 (__TEXT,__text) external _glRectdv
00000001e48251fc (__TEXT,__text) external _glRectf
00000001e4825210 (__TEXT,__text) external _glRectfv
00000001e482522c (__TEXT,__text) external _glRecti
00000001e4825250 (__TEXT,__text) external _glRectiv
00000001e482526c (__TEXT,__text) external _glRects
00000001e4825290 (__TEXT,__text) external _glRectsv
00000001e48293a0 (__TEXT,__text) external _glReleaseShaderCompiler
00000001e48252ac (__TEXT,__text) external _glRenderMode
00000001e4827c2c (__TEXT,__text) external _glRenderbufferStorage
00000001e482be08 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001e4827e2c (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001e482c008 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001e4826274 (__TEXT,__text) external _glResetHistogram
00000001e482628c (__TEXT,__text) external _glResetMinmax
00000001e4829258 (__TEXT,__text) external _glResumeTransformFeedback
00000001e48252c4 (__TEXT,__text) external _glRotated
00000001e48252d8 (__TEXT,__text) external _glRotatef
00000001e48268b4 (__TEXT,__text) external _glSampleCoverage
00000001e482ada0 (__TEXT,__text) external _glSampleCoverageARB
00000001e48289fc (__TEXT,__text) external _glSampleMaski
00000001e482cee0 (__TEXT,__text) external _glSamplePass
00000001e482cedc (__TEXT,__text) external _glSamplePassARB
00000001e4828ba4 (__TEXT,__text) external _glSamplerParameterIiv
00000001e4828bc4 (__TEXT,__text) external _glSamplerParameterIuiv
00000001e4828b68 (__TEXT,__text) external _glSamplerParameterf
00000001e4828b84 (__TEXT,__text) external _glSamplerParameterfv
00000001e4828b28 (__TEXT,__text) external _glSamplerParameteri
00000001e4828b48 (__TEXT,__text) external _glSamplerParameteriv
00000001e48252ec (__TEXT,__text) external _glScaled
00000001e4825300 (__TEXT,__text) external _glScalef
00000001e4825314 (__TEXT,__text) external _glScissor
00000001e4829e40 (__TEXT,__text) external _glScissorArrayv
00000001e4829e60 (__TEXT,__text) external _glScissorIndexed
00000001e4829e88 (__TEXT,__text) external _glScissorIndexedv
00000001e4826944 (__TEXT,__text) external _glSecondaryColor3b
00000001e482ba74 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001e4826964 (__TEXT,__text) external _glSecondaryColor3bv
00000001e482ba94 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001e482697c (__TEXT,__text) external _glSecondaryColor3d
00000001e482baac (__TEXT,__text) external _glSecondaryColor3dEXT
00000001e4826990 (__TEXT,__text) external _glSecondaryColor3dv
00000001e482bac0 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001e48269a8 (__TEXT,__text) external _glSecondaryColor3f
00000001e482bad8 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001e48269bc (__TEXT,__text) external _glSecondaryColor3fv
00000001e482baec (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001e48269d4 (__TEXT,__text) external _glSecondaryColor3i
00000001e482bb04 (__TEXT,__text) external _glSecondaryColor3iEXT
00000001e48269f4 (__TEXT,__text) external _glSecondaryColor3iv
00000001e482bb24 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001e4826a0c (__TEXT,__text) external _glSecondaryColor3s
00000001e482bb3c (__TEXT,__text) external _glSecondaryColor3sEXT
00000001e4826a2c (__TEXT,__text) external _glSecondaryColor3sv
00000001e482bb5c (__TEXT,__text) external _glSecondaryColor3svEXT
00000001e4826a44 (__TEXT,__text) external _glSecondaryColor3ub
00000001e482bb74 (__TEXT,__text) external _glSecondaryColor3ubEXT
00000001e4826a64 (__TEXT,__text) external _glSecondaryColor3ubv
00000001e482bb94 (__TEXT,__text) external _glSecondaryColor3ubvEXT
