00007ffa19ff6b5b (__TEXT,__text) non-external _DiToMD5
00007ffa1a00340a (__TEXT,__text) external __ZN12IOUserClient39CreateMemoryDescriptorFromClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_yjPK16IOAddressSegmentPP18IOMemoryDescriptorE
00007ffa19fe3872 (__TEXT,__text) external __ZN12IOUserClient4freeEv
00007ffa19fe37be (__TEXT,__text) external __ZN12IOUserClient4initEv
00007ffa1a00271a (__TEXT,__text) external __ZN12IOUserClient8DispatchE5IORPC
00007ffa1a002724 (__TEXT,__text) external __ZN12IOUserClient9_DispatchEPS_5IORPC
00007ffa1a003ab6 (__TEXT,__text) external __ZN12IOUserServer10LoadModuleEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa1a003626 (__TEXT,__text) external __ZN12IOUserServer11Exit_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1a003c22 (__TEXT,__text) external __ZN12IOUserServer13Create_InvokeE5IORPCPFiPKcyyP8OSStringPPS_E
00007ffa19fe0b8c (__TEXT,__text) external __ZN12IOUserServer15LoadModule_ImplEPKc
00007ffa1a0036d0 (__TEXT,__text) external __ZN12IOUserServer17LoadModule_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1a00394a (__TEXT,__text) external __ZN12IOUserServer4ExitEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa19fe0b28 (__TEXT,__text) external __ZN12IOUserServer4freeEv
00007ffa19fe0b18 (__TEXT,__text) external __ZN12IOUserServer4initEv
00007ffa1a00379c (__TEXT,__text) external __ZN12IOUserServer6CreateEPKcyyP8OSStringPPS_
00007ffa1a0035ae (__TEXT,__text) external __ZN12IOUserServer8DispatchE5IORPC
00007ffa19fe0b72 (__TEXT,__text) external __ZN12IOUserServer9Exit_ImplEPKc
00007ffa1a0035b8 (__TEXT,__text) external __ZN12IOUserServer9_DispatchEPS_5IORPC
00007ffa19fe9750 (__TEXT,__text) external __ZN12OSDictionary11withObjectsEPPK8OSObjectS3_jj
00007ffa19fe98b0 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPK8OSObject
00007ffa19fe98be (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPKc
00007ffa19fe9746 (__TEXT,__text) external __ZN12OSDictionary12withCapacityEj
00007ffa19fe9626 (__TEXT,__text) external __ZN12OSDictionary14ensureCapacityEj
00007ffa19fe97d8 (__TEXT,__text) external __ZN12OSDictionary14withDictionaryEPKS_j
00007ffa19fe9636 (__TEXT,__text) external __ZN12OSDictionary15flushCollectionEv
00007ffa19fe96f8 (__TEXT,__text) external __ZN12OSDictionary4freeEv
00007ffa19fe9812 (__TEXT,__text) external __ZN12OSDictionary5mergeEPKS_
00007ffa19fe97c8 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPK8OSObjectPK15OSMetaClassBase
00007ffa19fe989e (__TEXT,__text) external __ZN12OSDictionary9setObjectEPKcPK15OSMetaClassBase
00007ffa19fe455c (__TEXT,__text) external __ZN12OSMappedFile14createFromPathEPKcymPPS_
00007ffa19fe48b4 (__TEXT,__text) external __ZN12OSMappedFile4freeEv
00007ffa19fe4874 (__TEXT,__text) external __ZN12OSMappedFile4initEv
00007ffa19fea5f8 (__TEXT,__text) external __ZN12OSOrderedSet11orderObjectEPK15OSMetaClassBase
00007ffa19fea3bc (__TEXT,__text) external __ZN12OSOrderedSet12withCapacityEjU13block_pointerFiPK15OSMetaClassBaseS2_E
00007ffa19fea550 (__TEXT,__text) external __ZN12OSOrderedSet13setLastObjectEPK15OSMetaClassBase
00007ffa19fea588 (__TEXT,__text) external __ZN12OSOrderedSet14setFirstObjectEPK15OSMetaClassBase
00007ffa19fea450 (__TEXT,__text) external __ZN12OSOrderedSet4freeEv
00007ffa19fea438 (__TEXT,__text) external __ZN12OSOrderedSet4initEv
00007ffa19fea4b4 (__TEXT,__text) external __ZN12OSOrderedSet9setObjectEPK15OSMetaClassBase
00007ffa19fe4b0e (__TEXT,__text) external __ZN13IOCommandPool10getCommandEb
00007ffa19fe49e4 (__TEXT,__text) external __ZN13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa19fe4bf0 (__TEXT,__text) external __ZN13IOCommandPool13returnCommandEP9IOCommand
00007ffa19fe4cc0 (__TEXT,__text) external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1a0071f8 (__TEXT,__text) non-external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb.cold.1
00007ffa19fe4d68 (__TEXT,__text) external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1a00721b (__TEXT,__text) non-external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand.cold.1
00007ffa19fe4a46 (__TEXT,__text) external __ZN13IOCommandPool4freeEv
00007ffa19fe49d4 (__TEXT,__text) external __ZN13IOCommandPool4initEv
00007ffa19fe4aa8 (__TEXT,__text) external __ZN13IOCommandPool9withQueueEP15IODispatchQueue
00007ffa19ff6714 (__TEXT,__text) external __ZN14IOReportLegend14addLegendEntryEP12OSDictionaryPKcS3_
00007ffa19ff66ba (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP10IOReporterPKcS3_
00007ffa19ff65ba (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP9IOServiceP10IOReporterPKcS5_
00007ffa19ff6568 (__TEXT,__text) external __ZN14IOReportLegend4freeEv
00007ffa19ff63cc (__TEXT,__text) external __ZN14IOReportLegend4withEP7OSArray
00007ffa19ff65ac (__TEXT,__text) external __ZN14IOReportLegend9getLegendEv
00007ffa1a0051de (__TEXT,__text) external __ZN14OSSetMetaClass3NewEP8OSObject
00007ffa19ff9a56 (__TEXT,__text) external __ZN15IODispatchQueue11Create_CallEPKcyyPPS_
00007ffa19fdef46 (__TEXT,__text) external __ZN15IODispatchQueue12DispatchSyncEU13block_pointerFvvE
00007ffa19ff9c42 (__TEXT,__text) external __ZN15IODispatchQueue13Create_InvokeE5IORPCPFiPKcyyPPS_E
00007ffa19fe0f76 (__TEXT,__text) external __ZN15IODispatchQueue13DispatchAsyncEU13block_pointerFvvE
00007ffa19fe1108 (__TEXT,__text) external __ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E
00007ffa19ff9bd6 (__TEXT,__text) external __ZN15IODispatchQueue14SetPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa19fdee64 (__TEXT,__text) external __ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E
00007ffa19fe1484 (__TEXT,__text) external __ZN15IODispatchQueue16SleepWithTimeoutEPvy
00007ffa19fe123c (__TEXT,__text) external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy
00007ffa1a006d9c (__TEXT,__text) non-external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy.cold.1
00007ffa19fe14f2 (__TEXT,__text) external __ZN15IODispatchQueue17WakeupWithOptionsEPvy
00007ffa1a006e28 (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.1
00007ffa1a006e4b (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.2
00007ffa19fe1072 (__TEXT,__text) external __ZN15IODispatchQueue18DispatchConcurrentEU13block_pointerFvvE
00007ffa19fe109c (__TEXT,__text) external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E
00007ffa1a006d79 (__TEXT,__text) non-external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E.cold.1
00007ffa19fe0f38 (__TEXT,__text) external __ZN15IODispatchQueue3LogEPKcPFiS1_zE
00007ffa19fe0cec (__TEXT,__text) external __ZN15IODispatchQueue4freeEv
00007ffa19fe0bc6 (__TEXT,__text) external __ZN15IODispatchQueue4initEv
00007ffa19fe14e8 (__TEXT,__text) external __ZN15IODispatchQueue5SleepEPvy
00007ffa19fe0c06 (__TEXT,__text) external __ZN15IODispatchQueue6CancelEU13block_pointerFvvE
00007ffa19fe0802 (__TEXT,__text) external __ZN15IODispatchQueue6CreateEPKcyyPPS_
00007ffa1a006b8f (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.1
00007ffa1a006bb2 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.2
00007ffa1a006bd5 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.3
00007ffa1a006bf8 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.4
00007ffa1a006c1b (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.5
00007ffa1a006c3e (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.6
00007ffa1a006c61 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.7
00007ffa1a006c84 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.8
00007ffa19fe158a (__TEXT,__text) external __ZN15IODispatchQueue6WakeupEPv
00007ffa19fded98 (__TEXT,__text) external __ZN15IODispatchQueue7GetNameEv
00007ffa19fdedaa (__TEXT,__text) external __ZN15IODispatchQueue7OnQueueEv
00007ffa19ff9932 (__TEXT,__text) external __ZN15IODispatchQueue7SetPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa19ff98b8 (__TEXT,__text) external __ZN15IODispatchQueue8DispatchE5IORPC
00007ffa19fe1596 (__TEXT,__text) external __ZN15IODispatchQueue9RunActionEU13block_pointerFivE
00007ffa19ff98ee (__TEXT,__text) external __ZN15IODispatchQueue9_DispatchEPS_5IORPC
00007ffa19ff5e4a (__TEXT,__text) external __ZN15IOStateReporter10setStateIDEyiy
00007ffa19ff5a70 (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyy
00007ffa19ff5af8 (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyyyy
00007ffa19ff5f42 (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEii
00007ffa19ff5f8e (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEiiyy
00007ffa19ff5b02 (__TEXT,__text) external __ZN15IOStateReporter20overrideChannelStateEyyyyy
00007ffa1a0080f4 (__TEXT,__text) non-external __ZN15IOStateReporter20overrideChannelStateEyyyyy.cold.1
00007ffa19ff6162 (__TEXT,__text) external __ZN15IOStateReporter21getStateInTransitionsEyy
00007ffa19ff625a (__TEXT,__text) external __ZN15IOStateReporter21getStateResidencyTimeEyy
00007ffa19ff5c50 (__TEXT,__text) external __ZN15IOStateReporter21incrementChannelStateEyyyyy
00007ffa1a008106 (__TEXT,__text) non-external __ZN15IOStateReporter21incrementChannelStateEyyyyy.cold.1
00007ffa19ff626e (__TEXT,__text) external __ZN15IOStateReporter26getStateLastTransitionTimeEyy
00007ffa19ff6282 (__TEXT,__text) external __ZN15IOStateReporter29getStateLastChannelUpdateTimeEy
00007ffa19ff538e (__TEXT,__text) external __ZN15IOStateReporter4withEP9IOServicetiy
00007ffa19ff540e (__TEXT,__text) external __ZN15IOStateReporter8initWithEP9IOServicetiy
00007ffa19ff5db4 (__TEXT,__text) external __ZN15IOStateReporter8setStateEy
00007ffa19ff5e40 (__TEXT,__text) external __ZN15IOStateReporter8setStateEyyy
00007ffa1a004a88 (__TEXT,__text) external __ZN15OSDataMetaClass3NewEP8OSObject
00007ffa19fdd798 (__TEXT,__text) external __ZN15OSMetaClassBase12GetClassNameEv
00007ffa19fddf98 (__TEXT,__text) external __ZN15OSMetaClassBase12safeMetaCastEPKS_PK11OSMetaClass
00007ffa19fde182 (__TEXT,__text) external __ZN15OSMetaClassBase14QueueForObjectEy
00007ffa1a0060cc (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.1
00007ffa1a0060ef (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.2
00007ffa19fde0ec (__TEXT,__text) external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass
00007ffa1a00608d (__TEXT,__text) non-external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass.cold.1
00007ffa19fde84c (__TEXT,__text) external __ZN15OSMetaClassBase6InvokeE5IORPC
00007ffa1a006306 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.1
00007ffa1a006329 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.2
00007ffa1a00634c (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.3
00007ffa1a00636f (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.4
00007ffa1a006392 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.5
00007ffa1a0063b5 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.6
00007ffa19fde2e0 (__TEXT,__text) external __ZN15OSMetaClassBase8DispatchE5IORPC
00007ffa1a0061ac (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.1
00007ffa1a0061cf (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.2
00007ffa1a0061f2 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.3
00007ffa1a006215 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.4
00007ffa19fdd78e (__TEXT,__text) external __ZN15OSMetaClassBase8GetClassEv
00007ffa19fdd7c8 (__TEXT,__text) external __ZN15OSMetaClassBase8IsRemoteEv
00007ffa19fe6e94 (__TEXT,__text) external __ZN15OSSerialization10copyObjectEv
00007ffa19feacec (__TEXT,__text) external __ZN15OSSerialization10freeBufferEPKvm
00007ffa1a007ab5 (__TEXT,__text) non-external __ZN15OSSerialization10freeBufferEPKvm.cold.1
00007ffa19feacac (__TEXT,__text) external __ZN15OSSerialization14finalizeBufferEPm
00007ffa1a007a92 (__TEXT,__text) non-external __ZN15OSSerialization14finalizeBufferEPm.cold.1
00007ffa19feac98 (__TEXT,__text) external __ZN15OSSerialization15createFromBytesEPKvmU13block_pointerFvS1_mE
00007ffa19feaca2 (__TEXT,__text) external __ZN15OSSerialization16createFromObjectEP8OSObject
00007ffa19fead10 (__TEXT,__text) external __ZN15OSSerialization4freeEv
00007ffa19ffa0c8 (__TEXT,__text) external __ZN16IODispatchSource12CheckForWorkEbPFiP15OSMetaClassBase5IORPCE
00007ffa19ffa420 (__TEXT,__text) external __ZN16IODispatchSource13Cancel_InvokeE5IORPCP15OSMetaClassBasePFiS2_U13block_pointerFvvEE
00007ffa19fe16d0 (__TEXT,__text) external __ZN16IODispatchSource14SetEnable_ImplEb
00007ffa19ff9daa (__TEXT,__text) external __ZN16IODispatchSource16SetEnable_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007ffa19ffa500 (__TEXT,__text) external __ZN16IODispatchSource19CheckForWork_InvokeE5IORPCP15OSMetaClassBasePFiS2_S0_bE
00007ffa19ff9f84 (__TEXT,__text) external __ZN16IODispatchSource23SetEnableWithCompletionEbU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffa19ffa48e (__TEXT,__text) external __ZN16IODispatchSource30SetEnableWithCompletion_InvokeE5IORPCP15OSMetaClassBasePFiS2_bU13block_pointerFvvEE
00007ffa19fe16b8 (__TEXT,__text) external __ZN16IODispatchSource4freeEv
00007ffa19fe16a8 (__TEXT,__text) external __ZN16IODispatchSource4initEv
00007ffa19ff9e3a (__TEXT,__text) external __ZN16IODispatchSource6CancelEU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffa19ff9d5a (__TEXT,__text) external __ZN16IODispatchSource8DispatchE5IORPC
00007ffa19ffa2d2 (__TEXT,__text) external __ZN16IODispatchSource9SetEnableEbPFiP15OSMetaClassBase5IORPCE
00007ffa19ff9d64 (__TEXT,__text) external __ZN16IODispatchSource9_DispatchEPS_5IORPC
00007ffa19ff448a (__TEXT,__text) external __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey
00007ffa19ff3ce6 (__TEXT,__text) external __ZN16IOReporter_IVars12lockReporterEv
00007ffa19ff43be (__TEXT,__text) external __ZN16IOReporter_IVars14copyChannelIDsEv
00007ffa19ff3d04 (__TEXT,__text) external __ZN16IOReporter_IVars14unlockReporterEv
00007ffa19ff47e2 (__TEXT,__text) external __ZN16IOReporter_IVars15getChannelIndexEyPi
00007ffa19ff4726 (__TEXT,__text) external __ZN16IOReporter_IVars16getElementValuesEi
00007ffa1a007e5c (__TEXT,__text) non-external __ZN16IOReporter_IVars16getElementValuesEi.cold.1
00007ffa19ff46b6 (__TEXT,__text) external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy
00007ffa1a007e43 (__TEXT,__text) non-external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy.cold.1
00007ffa19ff475e (__TEXT,__text) external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues
00007ffa1a007e75 (__TEXT,__text) non-external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues.cold.1
00007ffa19ff4820 (__TEXT,__text) external __ZN16IOReporter_IVars17getChannelIndicesEyPiS0_
00007ffa19ff409a (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapCleanupEi
00007ffa1a007d83 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.1
00007ffa1a007d9c (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.2
00007ffa1a007dbc (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.3
00007ffa1a007de3 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.4
00007ffa1a007e03 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.5
00007ffa19ff3d7a (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapPrepareEi
00007ffa1a007c7f (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.1
00007ffa1a007c98 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.2
00007ffa1a007cb1 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.3
00007ffa19ff435a (__TEXT,__text) external __ZN16IOReporter_IVars18handleCreateLegendEv
00007ffa19ff4206 (__TEXT,__text) external __ZN16IOReporter_IVars18handleUpdateReportEP19IOReportChannelListjRjRPhRm
00007ffa19ff3cc8 (__TEXT,__text) external __ZN16IOReporter_IVars18lockReporterConfigEv
00007ffa19ff4756 (__TEXT,__text) external __ZN16IOReporter_IVars19updateChannelValuesEi
00007ffa19ff42c0 (__TEXT,__text) external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm
00007ffa1a007e2a (__TEXT,__text) non-external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm.cold.1
00007ffa19ff47a4 (__TEXT,__text) external __ZN16IOReporter_IVars20getFirstElementIndexEyPi
00007ffa19ff3f2e (__TEXT,__text) external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString
00007ffa1a007cc3 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00007ffa1a007cdc (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00007ffa1a007cf5 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00007ffa1a007d15 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.4
00007ffa1a007d3c (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.5
00007ffa1a007d5c (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.6
00007ffa19ff3d16 (__TEXT,__text) external __ZN16IOReporter_IVars20unlockReporterConfigEv
00007ffa19ff4152 (__TEXT,__text) external __ZN16IOReporter_IVars21handleConfigureReportEP19IOReportChannelListjRj
00007ffa19ff3a42 (__TEXT,__text) external __ZN16IOReporter_IVarsC1EP9IOService19IOReportChannelTypey
00007ffa19ff393c (__TEXT,__text) external __ZN16IOReporter_IVarsC2EP9IOService19IOReportChannelTypey
00007ffa19ff3b58 (__TEXT,__text) external __ZN16IOReporter_IVarsD0Ev
00007ffa19ff3b4e (__TEXT,__text) external __ZN16IOReporter_IVarsD1Ev
00007ffa19ff3aac (__TEXT,__text) external __ZN16IOReporter_IVarsD2Ev
00007ffa1a007bf1 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.1
00007ffa1a007c11 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.2
00007ffa1a007c38 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.3
00007ffa1a007c58 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.4
00007ffa19ff4a36 (__TEXT,__text) external __ZN16IOSimpleReporter14incrementValueEyx
00007ffa19ff48a4 (__TEXT,__text) external __ZN16IOSimpleReporter4withEP9IOServicety
00007ffa19ff4ad4 (__TEXT,__text) external __ZN16IOSimpleReporter8getValueEy
00007ffa19ff4920 (__TEXT,__text) external __ZN16IOSimpleReporter8initWithEP9IOServicety
00007ffa19ff4998 (__TEXT,__text) external __ZN16IOSimpleReporter8setValueEyx
00007ffa1a004932 (__TEXT,__text) external __ZN16OSArrayMetaClass3NewEP8OSObject
00007ffa1a005bba (__TEXT,__text) external __ZN17IOThreadMetaClass3NewEP8OSObject
00007ffa1a004352 (__TEXT,__text) external __ZN17OSActionMetaClass3NewEP8OSObject
00007ffa1a004428 (__TEXT,__text) external __ZN17OSActionMetaClass8DispatchE5IORPC
00007ffa1a0049ce (__TEXT,__text) external __ZN17OSBundleMetaClass3NewEP8OSObject
00007ffa1a004b6c (__TEXT,__text) external __ZN17OSNumberMetaClass3NewEP8OSObject
00007ffa1a004bb4 (__TEXT,__text) external __ZN17OSObjectMetaClass3NewEP8OSObject
00007ffa1a004c34 (__TEXT,__text) external __ZN17OSObjectMetaClass8DispatchE5IORPC
00007ffa1a005232 (__TEXT,__text) external __ZN17OSStringMetaClass3NewEP8OSObject
00007ffa19ff7e34 (__TEXT,__text) external __ZN18IOCommandMetaClass3NewEP8OSObject
00007ffa19ffb680 (__TEXT,__text) external __ZN18IOMemoryDescriptor10_CopyStateEP17_IOMDPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa19ffb7f4 (__TEXT,__text) external __ZN18IOMemoryDescriptor13CreateMappingEyyyyyPP11IOMemoryMapPFiP15OSMetaClassBase5IORPCE
00007ffa19ffbc16 (__TEXT,__text) external __ZN18IOMemoryDescriptor17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P17_IOMDPrivateStateE
00007ffa19ffbc84 (__TEXT,__text) external __ZN18IOMemoryDescriptor20CreateMapping_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyyPP11IOMemoryMapE
00007ffa19ffb982 (__TEXT,__text) external __ZN18IOMemoryDescriptor25CreateSubMemoryDescriptorEyyyPS_PS0_
00007ffa19ffbaaa (__TEXT,__text) external __ZN18IOMemoryDescriptor27CreateWithMemoryDescriptorsEyjPPS_S1_
00007ffa19ffbd1e (__TEXT,__text) external __ZN18IOMemoryDescriptor32CreateSubMemoryDescriptor_InvokeE5IORPCPFiyyyPS_PS1_E
00007ffa19ffbde0 (__TEXT,__text) external __ZN18IOMemoryDescriptor34CreateWithMemoryDescriptors_InvokeE5IORPCPFiyjPPS_S2_E
00007ffa19fe2212 (__TEXT,__text) external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_
00007ffa1a006f82 (__TEXT,__text) non-external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_.cold.1
00007ffa19fe34d8 (__TEXT,__text) external __ZN18IOMemoryDescriptor4freeEv
00007ffa19fe3498 (__TEXT,__text) external __ZN18IOMemoryDescriptor4initEv
00007ffa19ffb606 (__TEXT,__text) external __ZN18IOMemoryDescriptor8DispatchE5IORPC
00007ffa19fe353a (__TEXT,__text) external __ZN18IOMemoryDescriptor9GetLengthEPy
00007ffa1a0070bd (__TEXT,__text) non-external __ZN18IOMemoryDescriptor9GetLengthEPy.cold.1
00007ffa19ffb63c (__TEXT,__text) external __ZN18IOMemoryDescriptor9_DispatchEPS_5IORPC
00007ffa19ffc322 (__TEXT,__text) external __ZN18IOServiceMetaClass3NewEP8OSObject
00007ffa19ffcae2 (__TEXT,__text) external __ZN18IOServiceMetaClass8DispatchE5IORPC
00007ffa1a004986 (__TEXT,__text) external __ZN18OSBooleanMetaClass3NewEP8OSObject
00007ffa19ff5382 (__TEXT,__text) external __ZN19IOHistogramReporter10addChannelEyPKc
00007ffa19ff529c (__TEXT,__text) external __ZN19IOHistogramReporter10tallyValueEx
00007ffa19ff5208 (__TEXT,__text) external __ZN19IOHistogramReporter20overrideBucketValuesEjyxxx
00007ffa19ff4b70 (__TEXT,__text) external __ZN19IOHistogramReporter4withEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
00007ffa19ff4c2c (__TEXT,__text) external __ZN19IOHistogramReporter8initWithEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
00007ffa19ffc1c2 (__TEXT,__text) external __ZN19IOReporterMetaClass3NewEP8OSObject
00007ffa19ffa5be (__TEXT,__text) external __ZN20IOEventLinkMetaClass3NewEP8OSObject
00007ffa19ffa6a2 (__TEXT,__text) external __ZN20IOEventLinkMetaClass8DispatchE5IORPC
00007ffa19ffbf0c (__TEXT,__text) external __ZN20IOMemoryMapMetaClass3NewEP8OSObject
00007ffa19ffbf8c (__TEXT,__text) external __ZN20IOMemoryMapMetaClass8DispatchE5IORPC
00007ffa1a003d2e (__TEXT,__text) external __ZN20IOWorkGroupMetaClass3NewEP8OSObject
00007ffa1a003e12 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass8DispatchE5IORPC
00007ffa1a004a40 (__TEXT,__text) external __ZN20OSContainerMetaClass3NewEP8OSObject
00007ffa19ff7ed0 (__TEXT,__text) external __ZN21IODMACommandMetaClass3NewEP8OSObject
00007ffa19ff7f50 (__TEXT,__text) external __ZN21IODMACommandMetaClass8DispatchE5IORPC
00007ffa19ff6172 (__TEXT,__text) external __ZN21IOStateReporter_IVars14_getStateValueEyy29IOStateReporter_valueSelector
00007ffa19ff59da (__TEXT,__text) external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_
00007ffa1a0080db (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_.cold.1
00007ffa19ff5e98 (__TEXT,__text) external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy
00007ffa1a008118 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy.cold.1
00007ffa19ff593a (__TEXT,__text) external __ZN21IOStateReporter_IVars17handleSwapCleanupEi
00007ffa1a008034 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.1
00007ffa1a00804d (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.2
00007ffa1a00806d (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.3
00007ffa1a008094 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.4
00007ffa1a0080b4 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.5
