00000001e6de8028 (__TEXT,__text) non-external +[AAFPromise all:]
000000020a0e4ac8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AAFKeychainItemDescriptor
000000020a0e52e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AAFPromise
000000020a0e4f58 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AAFService
000000020a0e50b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AAFXPCSession
000000020a0e51c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AAFXPCSessionConfig
000000020a0e4d70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
000000020a0e4b80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
000000020a0e4d50 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
000000020a0e4e70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSXPCListenerDelegate
000000020a0e4db8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
000000020a0e4e90 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSXPCListenerDelegate
000000020a0e4e58 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSXPCListenerDelegate
000000020a0e4e98 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_AAFService
00000002105de9a8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AAFCertificateTrustValidator
00000002105de6d8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AAFKeychainItem
00000002105de7f8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AAFKeychainItemDescriptor
00000002105de768 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AAFKeychainManager
00000002105deac8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AAFPromise
00000002105de888 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AAFService
00000002105de918 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AAFXPCSession
00000002105dea38 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AAFXPCSessionConfig
00000002105de648 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AFUtilities
000000020a0e48b0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
000000020a0e48b8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSXPCListenerDelegate
00000002105de960 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AAFCertificateTrustValidator
00000002105de690 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AAFKeychainItem
00000002105de7b0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AAFKeychainItemDescriptor
00000002105de720 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AAFKeychainManager
00000002105dea80 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AAFPromise
00000002105de840 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AAFService
00000002105de8d0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AAFXPCSession
00000002105de9f0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AAFXPCSessionConfig
00000002105de600 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AFUtilities
000000020d328638 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
000000020d328698 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSXPCListenerDelegate
                 (undefined) external __Unwind_Resume (from libSystem)
00000001e6de810c (__TEXT,__text) non-external ___18+[AAFPromise all:]_block_invoke
00000001e6de84ec (__TEXT,__text) non-external ___18+[AAFPromise all:]_block_invoke.62
00000001e6de8378 (__TEXT,__text) non-external ___18+[AAFPromise all:]_block_invoke_2
00000001e6de8448 (__TEXT,__text) non-external ___18+[AAFPromise all:]_block_invoke_3
00000001e6de85c4 (__TEXT,__text) non-external ___18-[AAFPromise then]_block_invoke
00000001e6de86e4 (__TEXT,__text) non-external ___19-[AAFPromise catch]_block_invoke
00000001e6de79a4 (__TEXT,__text) non-external ___19-[AAFPromise then:]_block_invoke
00000001e6de7da0 (__TEXT,__text) non-external ___20-[AAFPromise catch:]_block_invoke
00000001e6de6f88 (__TEXT,__text) non-external ___21-[AAFPromise _chain:]_block_invoke
00000001e6de7054 (__TEXT,__text) non-external ___21-[AAFPromise _chain:]_block_invoke_2
00000001e6de5374 (__TEXT,__text) non-external ___23-[AAFXPCSession resume]_block_invoke
00000001e6de5450 (__TEXT,__text) non-external ___24-[AAFXPCSession suspend]_block_invoke
00000001e6de75f0 (__TEXT,__text) non-external ___25-[AAFPromise onComplete:]_block_invoke
00000001e6de8654 (__TEXT,__text) non-external ___25-[AAFPromise thenOnQueue]_block_invoke
00000001e6de8774 (__TEXT,__text) non-external ___26-[AAFPromise catchOnQueue]_block_invoke
00000001e6de7b38 (__TEXT,__text) non-external ___27-[AAFPromise then:onQueue:]_block_invoke
00000001e6de7c28 (__TEXT,__text) non-external ___27-[AAFPromise then:onQueue:]_block_invoke_2
00000001e6de5a74 (__TEXT,__text) non-external ___27-[AAFXPCSession connection]_block_invoke
00000001e6de5c04 (__TEXT,__text) non-external ___27-[AAFXPCSession connection]_block_invoke.57
00000001e6de8dfc (__TEXT,__text) non-external ___27-[AAFXPCSession connection]_block_invoke.57.cold.1
00000001e6de8da0 (__TEXT,__text) non-external ___27-[AAFXPCSession connection]_block_invoke.cold.1
00000001e6de5d80 (__TEXT,__text) non-external ___27-[AAFXPCSession connection]_block_invoke_2
00000001e6de551c (__TEXT,__text) non-external ___27-[AAFXPCSession invalidate]_block_invoke
00000001e6de7f24 (__TEXT,__text) non-external ___28-[AAFPromise catch:onQueue:]_block_invoke
00000001e6de8014 (__TEXT,__text) non-external ___28-[AAFPromise catch:onQueue:]_block_invoke_2
00000001e6de6a04 (__TEXT,__text) non-external ___28-[AAFPromise initWithError:]_block_invoke
00000001e6de6930 (__TEXT,__text) non-external ___28-[AAFPromise initWithValue:]_block_invoke
00000001e6de1f30 (__TEXT,__text) non-external ___30+[AFUtilities isInternalBuild]_block_invoke
00000001e6de6b20 (__TEXT,__text) non-external ___30-[AAFPromise _startWithBlock:]_block_invoke
00000001e6de7784 (__TEXT,__text) non-external ___33-[AAFPromise onComplete:onQueue:]_block_invoke
00000001e6de7870 (__TEXT,__text) non-external ___33-[AAFPromise onComplete:onQueue:]_block_invoke_2
00000001e6de72a4 (__TEXT,__text) non-external ___34-[AAFPromise _placeBlock:onQueue:]_block_invoke
00000001e6de7368 (__TEXT,__text) non-external ___34-[AAFPromise _placeBlock:onQueue:]_block_invoke_2
00000001e6de5200 (__TEXT,__text) non-external ___35-[AAFXPCSession remoteServiceProxy]_block_invoke
00000001e6de8ce8 (__TEXT,__text) non-external ___35-[AAFXPCSession remoteServiceProxy]_block_invoke.cold.1
00000001e6de6c94 (__TEXT,__text) non-external ___39-[AAFPromise _completeWithValue:error:]_block_invoke
00000001e6de528c (__TEXT,__text) non-external ___39-[AAFXPCSession syncRemoteServiceProxy]_block_invoke
00000001e6de8d44 (__TEXT,__text) non-external ___39-[AAFXPCSession syncRemoteServiceProxy]_block_invoke.cold.1
00000001e6de2cd8 (__TEXT,__text) non-external ___44-[AAFKeychainManager addKeychainItem:error:]_block_invoke
00000001e6de3050 (__TEXT,__text) non-external ___47-[AAFKeychainManager updateKeychainItem:error:]_block_invoke
00000001e6de2ee0 (__TEXT,__text) non-external ___52-[AAFKeychainManager addOrUpdateKeychainItem:error:]_block_invoke
00000001e6de3260 (__TEXT,__text) non-external ___54-[AAFKeychainManager keychainItemForDescriptor:error:]_block_invoke
00000001e6de3520 (__TEXT,__text) non-external ___55-[AAFKeychainManager keychainItemsForDescriptor:error:]_block_invoke
00000001e6de36b8 (__TEXT,__text) non-external ___61-[AAFKeychainManager deleteKeychainItemsForDescriptor:error:]_block_invoke
00000001e6de2cc0 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001e6de2cd0 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00000001e6de5fb0 (__TEXT,__text) non-external ____AAFLogSystem_block_invoke
000000020a0e4838 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e17_v16?0"NSError"8l
000000020a0e4818 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000002105de228 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e20_24?08"NSError"16l
00000002105de048 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e25_v16?0?<v?"NSError">8l
00000002105de348 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e27_"AAFPromise"16?0?<?>8l
00000002105de3a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e36_"AAFPromise"16?0?<?"NSError">8l
00000002105de378 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e52_"AAFPromise"24?0"NSObject<OS_dispatch_queue>"816l
00000002105ddf98 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000002105de078 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v24?08"NSError"16l
00000002105de258 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40s_e5_8?0l
00000002105de318 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40s_e5_v8?0l
00000002105de1f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e20_v24?08"NSError"16l
00000002105de108 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e25_v16?0?<v?"NSError">8l
00000002105de198 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000002105ddfc8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32w40w_e5_v8?0l
00000002105de0d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32bs40s48bs_e20_v24?08"NSError"16l
00000002105de2e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32bs40s48s_e27_v32?0"AAFPromise"8Q16^B24l
00000002105de1c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32bs40s48s_e5_v8?0l
00000002105de138 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40bs48bs_e5_v8?0l
00000002105de288 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40bs48s_e8_16?08l
00000002105de168 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e25_v16?0?<v?"NSError">8l
00000002105ddef8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48r_e5_v8?0l
00000002105de0a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e5_v8?0l
00000002105ddff8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40w48w_e5_v8?0l
00000002105de2b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32bs40s48s_e20_v24?08"NSError"16l
00000002105ddf28 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48r56r_e5_v8?0l
00000002105dded8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002105ddf58 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002105de028 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002105ddf78 (__AUTH_CONST,__const) non-external ___block_literal_global.5
00000001e6de7a28 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001e6de7c3c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40s
00000001e6de70b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40s48b
00000001e6de7888 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40s48s
00000001e6de53cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001e6de7110 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001e6de73d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b
00000001e6de7c80 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48s
00000001e6de7430 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001e6de2d34 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00000001e6de32e4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r56r
00000001e6de6e0c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001e6de5d90 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w48w
00000001e6de6ba8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001e6de5b80 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w40w
00000001e6de53d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001e6de7158 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001e6de2d84 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00000001e6de3344 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r56r
00000001e6de6e50 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001e6de5de0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w48w
00000001e6de6bb4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001e6de5bc8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w40w
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _dispatch_assert_queue$V2 (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_attr_make_with_autorelease_frequency (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
000000020d3286f8 (__DATA,__bss) non-external _isInternalBuild.isInternalBuild
000000020d328700 (__DATA,__bss) non-external _isInternalBuild.onceToken
000000020a0e4858 (__DATA_CONST,__const) external _kAAFDisableCertPinningKey
000000020a0e4860 (__DATA_CONST,__const) external _kAAFInternalSettingsDomain
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFBundleVersionKey (from CoreFoundation)
                 (undefined) external _kSecAttrAccessGroup (from Security)
                 (undefined) external _kSecAttrAccessible (from Security)
                 (undefined) external _kSecAttrAccessibleAfterFirstUnlock (from Security)
                 (undefined) external _kSecAttrAccessibleAfterFirstUnlockThisDeviceOnly (from Security)
                 (undefined) external _kSecAttrAccessibleWhenPasscodeSetThisDeviceOnly (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlockedThisDeviceOnly (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrIsInvisible (from Security)
                 (undefined) external _kSecAttrLabel (from Security)
                 (undefined) external _kSecAttrSecurityDomain (from Security)
                 (undefined) external _kSecAttrServer (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrSynchronizable (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecClassIdentity (from Security)
                 (undefined) external _kSecClassInternetPassword (from Security)
                 (undefined) external _kSecClassKey (from Security)
                 (undefined) external _kSecMatchLimit (from Security)
                 (undefined) external _kSecMatchLimitAll (from Security)
                 (undefined) external _kSecMatchLimitOne (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecUseDataProtectionKeychain (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_variant_has_internal_ui (from libSystem)
                 (undefined) external _proc_pidpath (from libSystem)
