00007ff80b0d6f18 (__TEXT,__text) external _CCAESCmac
                 (undefined) external _ccdes_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_key_is_weak (from libcorecrypto)
                 (undefined) external _ccdes_key_set_odd_parity (from libcorecrypto)
                 (undefined) external _ccdes_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdh_compute_shared_secret (from libcorecrypto)
                 (undefined) external _ccdh_export_pub (from libcorecrypto)
                 (undefined) external _ccdh_generate_key (from libcorecrypto)
                 (undefined) external _ccdh_gp_rfc3526group05 (from libcorecrypto)
                 (undefined) external _ccdh_import_pub (from libcorecrypto)
                 (undefined) external _ccdigest (from libcorecrypto)
00007ff80b0d2977 (__TEXT,__text) non-external _ccdigest_finalize
                 (undefined) external _ccdigest_init (from libcorecrypto)
00007ff80b0d285d (__TEXT,__text) non-external _ccdigest_process
                 (undefined) external _ccdigest_update (from libcorecrypto)
                 (undefined) external _ccec_blind (from libcorecrypto)
                 (undefined) external _ccec_compact_export_pub (from libcorecrypto)
                 (undefined) external _ccec_compact_import_pub (from libcorecrypto)
                 (undefined) external _ccec_compact_import_pub_size (from libcorecrypto)
                 (undefined) external _ccec_cp_256 (from libcorecrypto)
                 (undefined) external _ccec_cp_384 (from libcorecrypto)
                 (undefined) external _ccec_cp_521 (from libcorecrypto)
                 (undefined) external _ccec_diversify_min_entropy_len (from libcorecrypto)
                 (undefined) external _ccec_diversify_priv_twin (from libcorecrypto)
                 (undefined) external _ccec_diversify_pub_twin (from libcorecrypto)
                 (undefined) external _ccec_generate_blinding_keys (from libcorecrypto)
                 (undefined) external _ccec_generate_key (from libcorecrypto)
                 (undefined) external _ccec_get_cp (from libcorecrypto)
                 (undefined) external _ccec_get_fullkey_components (from libcorecrypto)
                 (undefined) external _ccec_get_pubkey_components (from libcorecrypto)
                 (undefined) external _ccec_keysize_is_supported (from libcorecrypto)
                 (undefined) external _ccec_make_pub (from libcorecrypto)
                 (undefined) external _ccec_sign (from libcorecrypto)
                 (undefined) external _ccec_unblind (from libcorecrypto)
                 (undefined) external _ccec_validate_pub (from libcorecrypto)
                 (undefined) external _ccec_verify (from libcorecrypto)
                 (undefined) external _ccec_x963_export (from libcorecrypto)
                 (undefined) external _ccec_x963_import_priv (from libcorecrypto)
                 (undefined) external _ccec_x963_import_priv_size (from libcorecrypto)
                 (undefined) external _ccec_x963_import_pub (from libcorecrypto)
                 (undefined) external _ccec_x963_import_pub_size (from libcorecrypto)
00007ff8423054b0 (__DATA,__const) non-external (was a private external) _ccecb_mode
00007ff80b0dabe0 (__TEXT,__text) non-external _ccecb_mode_crypt
00007ff80b0dabbe (__TEXT,__text) non-external _ccecb_mode_get_block_size
00007ff80b0dabb5 (__TEXT,__text) non-external _ccecb_mode_get_ctx_size
00007ff80b0dabc8 (__TEXT,__text) non-external _ccecb_mode_setup
                 (undefined) external _ccecdh_compute_shared_secret (from libcorecrypto)
                 (undefined) external _ccgcm_aad (from libcorecrypto)
                 (undefined) external _ccgcm_finalize (from libcorecrypto)
00007ff8423056e0 (__DATA,__const) non-external (was a private external) _ccgcm_mode
00007ff80b0daf23 (__TEXT,__text) non-external _ccgcm_mode_crypt
00007ff80b0daf11 (__TEXT,__text) non-external _ccgcm_mode_get_block_size
00007ff80b0d3998 (__TEXT,__text) non-external _ccgcm_mode_get_ctx_size
00007ff80b0d39ab (__TEXT,__text) non-external _ccgcm_mode_setup
                 (undefined) external _ccgcm_one_shot (from libcorecrypto)
                 (undefined) external _ccgcm_reset (from libcorecrypto)
                 (undefined) external _ccgcm_set_iv (from libcorecrypto)
                 (undefined) external _ccgcm_set_iv_legacy (from libcorecrypto)
00007ff80b0daf3d (__TEXT,__text) non-external _ccgcm_setiv
                 (undefined) external _ccgcm_update (from libcorecrypto)
                 (undefined) external _cch2c (from libcorecrypto)
                 (undefined) external _cch2c_p256_sha256_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cch2c_p384_sha512_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cch2c_p521_sha512_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cchkdf (from libcorecrypto)
                 (undefined) external _cchkdf_expand (from libcorecrypto)
                 (undefined) external _cchkdf_extract (from libcorecrypto)
                 (undefined) external _cchmac (from libcorecrypto)
                 (undefined) external _cchmac_final (from libcorecrypto)
                 (undefined) external _cchmac_init (from libcorecrypto)
                 (undefined) external _cchmac_update (from libcorecrypto)
                 (undefined) external _ccmd2_ltc_di (from libcorecrypto)
                 (undefined) external _ccmd4_ltc_di (from libcorecrypto)
                 (undefined) external _ccmd5_di (from libcorecrypto)
00007ff8423050c0 (__DATA,__const) non-external (was a private external) _ccmodeList
                 (undefined) external _ccn_bitlen (from libcorecrypto)
                 (undefined) external _ccn_cmpn (from libcorecrypto)
                 (undefined) external _ccn_read_uint (from libcorecrypto)
                 (undefined) external _ccn_write_int (from libcorecrypto)
                 (undefined) external _ccn_write_int_size (from libcorecrypto)
                 (undefined) external _ccn_write_uint (from libcorecrypto)
                 (undefined) external _ccn_write_uint_padded_ct (from libcorecrypto)
                 (undefined) external _ccn_write_uint_size (from libcorecrypto)
                 (undefined) external _ccnistkdf_ctr_hmac (from libcorecrypto)
                 (undefined) external _ccnistkdf_ctr_hmac_fixed (from libcorecrypto)
00007ff80b0d52d1 (__TEXT,__text) non-external _ccnopad_decrypt_pad
00007ff80b0d480b (__TEXT,__text) non-external _ccnopad_encrypt_pad
00007ff8423057e0 (__DATA,__const) non-external (was a private external) _ccnopad_pad
00007ff80b0d4647 (__TEXT,__text) non-external _ccnopad_padlen
00007ff80b0d466e (__TEXT,__text) non-external _ccnopad_reserve
00007ff842305640 (__DATA,__const) non-external (was a private external) _ccofb_mode
00007ff80b0dad73 (__TEXT,__text) non-external _ccofb_mode_crypt
00007ff80b0dad4e (__TEXT,__text) non-external _ccofb_mode_get_block_size
00007ff80b0dad45 (__TEXT,__text) non-external _ccofb_mode_get_ctx_size
00007ff80b0dad58 (__TEXT,__text) non-external _ccofb_mode_setup
                 (undefined) external _ccpad_cts3_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_cts3_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_ecb_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_ecb_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_xts_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_xts_encrypt (from libcorecrypto)
                 (undefined) external _ccpbkdf2_hmac (from libcorecrypto)
00007ff80b0db081 (__TEXT,__text) non-external _ccpkcs7_decrypt_ecb_pad
00007ff80b0d52f6 (__TEXT,__text) non-external _ccpkcs7_decrypt_pad
00007ff8423057a0 (__DATA,__const) non-external (was a private external) _ccpkcs7_ecb_pad
00007ff80b0db045 (__TEXT,__text) non-external _ccpkcs7_encrypt_ecb_pad
00007ff80b0daff3 (__TEXT,__text) non-external _ccpkcs7_encrypt_pad
00007ff842305780 (__DATA,__const) non-external (was a private external) _ccpkcs7_pad
00007ff80b0d41b7 (__TEXT,__text) non-external _ccpkcs7_padlen
00007ff80b0d4232 (__TEXT,__text) non-external _ccpkcs7_reserve
                 (undefined) external _ccrc2_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccrc4_eay (from libcorecrypto)
                 (undefined) external _ccrmd160_ltc_di (from libcorecrypto)
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
                 (undefined) external _ccrsa_decrypt_eme_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_decrypt_oaep (from libcorecrypto)
                 (undefined) external _ccrsa_encrypt_eme_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_encrypt_oaep (from libcorecrypto)
                 (undefined) external _ccrsa_export_pub (from libcorecrypto)
                 (undefined) external _ccrsa_generate_fips186_key (from libcorecrypto)
                 (undefined) external _ccrsa_get_fullkey_components (from libcorecrypto)
                 (undefined) external _ccrsa_get_pubkey_components (from libcorecrypto)
                 (undefined) external _ccrsa_import_pub (from libcorecrypto)
                 (undefined) external _ccrsa_init_pub (from libcorecrypto)
                 (undefined) external _ccrsa_make_priv (from libcorecrypto)
                 (undefined) external _ccrsa_make_pub (from libcorecrypto)
                 (undefined) external _ccrsa_priv_crypt (from libcorecrypto)
                 (undefined) external _ccrsa_pub_crypt (from libcorecrypto)
                 (undefined) external _ccrsa_recover_priv (from libcorecrypto)
                 (undefined) external _ccrsa_sign_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_sign_pss (from libcorecrypto)
                 (undefined) external _ccrsa_verify_pkcs1v15_digest (from libcorecrypto)
                 (undefined) external _ccrsa_verify_pss_digest (from libcorecrypto)
                 (undefined) external _ccsha1_di (from libcorecrypto)
                 (undefined) external _ccsha224_di (from libcorecrypto)
                 (undefined) external _ccsha256_di (from libcorecrypto)
                 (undefined) external _ccsha384_di (from libcorecrypto)
                 (undefined) external _ccsha512_di (from libcorecrypto)
                 (undefined) external _ccwrap_auth_decrypt_withiv (from libcorecrypto)
                 (undefined) external _ccwrap_auth_encrypt_withiv (from libcorecrypto)
                 (undefined) external _ccwrap_unwrapped_size (from libcorecrypto)
                 (undefined) external _ccwrap_wrapped_size (from libcorecrypto)
                 (undefined) external _ccxts_context_size (from libcorecrypto)
00007ff842305690 (__DATA,__const) non-external (was a private external) _ccxts_mode
00007ff80b0dae65 (__TEXT,__text) non-external _ccxts_mode_decrypt_tweak
00007ff80b0dadc2 (__TEXT,__text) non-external _ccxts_mode_encrypt_tweak
00007ff80b0dada0 (__TEXT,__text) non-external _ccxts_mode_get_block_size
00007ff80b0dad97 (__TEXT,__text) non-external _ccxts_mode_get_ctx_size
00007ff80b0dadaa (__TEXT,__text) non-external _ccxts_mode_setup
                 (undefined) external _ccz_add (from libcorecrypto)
                 (undefined) external _ccz_addi (from libcorecrypto)
                 (undefined) external _ccz_bitlen (from libcorecrypto)
00007ff8423058f0 (__DATA,__data) non-external _ccz_c
                 (undefined) external _ccz_cmp (from libcorecrypto)
                 (undefined) external _ccz_cmpi (from libcorecrypto)
                 (undefined) external _ccz_divmod (from libcorecrypto)
                 (undefined) external _ccz_expmod (from libcorecrypto)
                 (undefined) external _ccz_free (from libcorecrypto)
                 (undefined) external _ccz_init (from libcorecrypto)
                 (undefined) external _ccz_is_negative (from libcorecrypto)
                 (undefined) external _ccz_is_prime (from libcorecrypto)
                 (undefined) external _ccz_is_zero (from libcorecrypto)
                 (undefined) external _ccz_lsl (from libcorecrypto)
                 (undefined) external _ccz_lsr (from libcorecrypto)
                 (undefined) external _ccz_mod (from libcorecrypto)
                 (undefined) external _ccz_mul (from libcorecrypto)
                 (undefined) external _ccz_muli (from libcorecrypto)
                 (undefined) external _ccz_mulmod (from libcorecrypto)
                 (undefined) external _ccz_neg (from libcorecrypto)
                 (undefined) external _ccz_random_bits (from libcorecrypto)
                 (undefined) external _ccz_read_radix (from libcorecrypto)
                 (undefined) external _ccz_read_uint (from libcorecrypto)
                 (undefined) external _ccz_set (from libcorecrypto)
                 (undefined) external _ccz_seti (from libcorecrypto)
                 (undefined) external _ccz_size (from libcorecrypto)
                 (undefined) external _ccz_sub (from libcorecrypto)
                 (undefined) external _ccz_subi (from libcorecrypto)
                 (undefined) external _ccz_trailing_zeros (from libcorecrypto)
                 (undefined) external _ccz_write_int_size (from libcorecrypto)
                 (undefined) external _ccz_write_radix (from libcorecrypto)
                 (undefined) external _ccz_write_radix_size (from libcorecrypto)
                 (undefined) external _ccz_write_uint (from libcorecrypto)
                 (undefined) external _ccz_write_uint_size (from libcorecrypto)
                 (undefined) external _ccz_zero (from libcorecrypto)
00007ff80b0d2763 (__TEXT,__text) non-external _convertccHmacSelector
00007ff842304cc0 (__DATA,__const) non-external (was a private external) _crc16
00007ff842304a40 (__DATA,__const) non-external (was a private external) _crc16_a
00007ff842304a80 (__DATA,__const) non-external (was a private external) _crc16_b
00007ff842304ac0 (__DATA,__const) non-external (was a private external) _crc16_ccitt_false
00007ff842304b00 (__DATA,__const) non-external (was a private external) _crc16_ccitt_true
00007ff842304b40 (__DATA,__const) non-external (was a private external) _crc16_dect_r
00007ff842304b80 (__DATA,__const) non-external (was a private external) _crc16_dect_x
00007ff842304bc0 (__DATA,__const) non-external (was a private external) _crc16_icode
00007ff842304c00 (__DATA,__const) non-external (was a private external) _crc16_usb
00007ff842304c40 (__DATA,__const) non-external (was a private external) _crc16_verifone
00007ff842304c80 (__DATA,__const) non-external (was a private external) _crc16_xmodem
00007ff842304e40 (__DATA,__const) non-external (was a private external) _crc32
00007ff842304d00 (__DATA,__const) non-external (was a private external) _crc32_bzip2
00007ff842304d40 (__DATA,__const) non-external (was a private external) _crc32_castagnoli
00007ff842304d80 (__DATA,__const) non-external (was a private external) _crc32_mpeg_2
00007ff842304dc0 (__DATA,__const) non-external (was a private external) _crc32_posix
00007ff842304e00 (__DATA,__const) non-external (was a private external) _crc32_xfer
00007ff842304e80 (__DATA,__const) non-external (was a private external) _crc64_ecma_182
00007ff842304fc0 (__DATA,__const) non-external (was a private external) _crc8
00007ff842304ec0 (__DATA,__const) non-external (was a private external) _crc8_icode
00007ff842304f00 (__DATA,__const) non-external (was a private external) _crc8_itu
00007ff842304f40 (__DATA,__const) non-external (was a private external) _crc8_rohc
00007ff842304f80 (__DATA,__const) non-external (was a private external) _crc8_wcdma
00007ff80b0d689c (__TEXT,__text) non-external (was a private external) _crc_normal_final
00007ff80b0d6788 (__TEXT,__text) non-external (was a private external) _crc_normal_init
00007ff80b0d68cc (__TEXT,__text) non-external (was a private external) _crc_normal_oneshot
00007ff80b0d67ba (__TEXT,__text) non-external (was a private external) _crc_normal_update
00007ff80b0d6958 (__TEXT,__text) non-external (was a private external) _crc_reverse_final
00007ff80b0d6924 (__TEXT,__text) non-external (was a private external) _crc_reverse_init
00007ff80b0d5439 (__TEXT,__text) non-external (was a private external) _crc_reverse_oneshot
00007ff80b0d5812 (__TEXT,__text) non-external (was a private external) _crc_reverse_update
00007ff80b0db7c2 (__TEXT,__text) non-external _deCode
00007ff80b0db696 (__TEXT,__text) non-external _decodeLen
00007ff8423058c8 (__DATA,__const) non-external (was a private external) _defaultBase16
00007ff842305850 (__DATA,__const) non-external (was a private external) _defaultBase32
00007ff842305828 (__DATA,__const) non-external (was a private external) _defaultBase64
                 (undefined) external _dispatch_once_f (from libdispatch)
00007ff80b0d65f0 (__TEXT,__text) non-external (was a private external) _dump_crc_table
                 (undefined) external _dyld_program_sdk_at_least (from libdyld)
00007ff80b0d4ed7 (__TEXT,__text) non-external _enCode
00007ff80b0d4e84 (__TEXT,__text) non-external _encodeLen
00007ff80b0dc940 (__TEXT,__const) non-external _encoderValue
                 (undefined) external _free (from libsystem_malloc)
00007ff80b0d3a61 (__TEXT,__text) non-external _gcm_update
00007ff80b0d548c (__TEXT,__text) non-external (was a private external) _gen_std_crc_table
00007ff80b0d3840 (__TEXT,__text) non-external (was a private external) _getCipherMode
00007ff80b0d5394 (__TEXT,__text) non-external _getDesc
00007ff80b0dbbc0 (__TEXT,__text) non-external _getDesc.cold.1
00007ff80b0dbc4a (__TEXT,__text) non-external _getDesc.cold.2
00007ff80b0dbcd4 (__TEXT,__text) non-external _getDesc.cold.3
00007ff8423058a0 (__DATA,__const) non-external (was a private external) _hexBase32
00007ff80b0d20cc (__TEXT,__text) non-external (was a private external) _init_globals
00007ff8423050a0 (__DATA,__const) external _kCCRandomDefault
00007ff8423050a8 (__DATA,__const) external _kCCRandomDevRandom
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _memset (from libsystem_c)
00007ff80b0d5cc0 (__TEXT,__text) non-external _noMode
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _printf (from libsystem_c)
                 (undefined) external _putchar (from libsystem_c)
                 (undefined) external _puts (from libsystem_c)
00007ff80b0db196 (__TEXT,__text) non-external _rc4ModeInit
00007ff80b0db1b1 (__TEXT,__text) non-external _rc4crypt
00007ff842305800 (__DATA,__const) non-external _rc4mode
00007ff842305878 (__DATA,__const) non-external (was a private external) _recoveryBase32
00007ff80b0d57b3 (__TEXT,__text) non-external (was a private external) _reflect
00007ff80b0d57a0 (__TEXT,__text) non-external (was a private external) _reflect_byte
00007ff80b0dc720 (__TEXT,__const) non-external _reflector
00007ff80b0d6969 (__TEXT,__text) non-external (was a private external) _reverse_poly
00007ff80b0dc918 (__TEXT,__const) non-external _rfc3394_iv_data
00007ff80b0d2354 (__TEXT,__text) non-external (was a private external) _setReverseMap
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
00007ff80b0da6c3 (__TEXT,__text) non-external _validate_sign_verify_params
