00000001ab547214 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001ab543ccc (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
00000001ab543cb8 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
00000001ab53b8f4 (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
00000001ab53b88c (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
00000001ab53b758 (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
00000001ab53b8d8 (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
00000001ab5408e4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
00000001ab5408a4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
00000001ab5408b4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00000001ab5406f4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00000001ab54052c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00000001ab5403b4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00000001ab540398 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00000001ab5408d4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00000001ab5408c4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00000001ab5408bc (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00000001ab5408cc (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00000001ab5408dc (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00000001ab54089c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00000001ab5408ac (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00000001ab53ca38 (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00000001ab53c3bc (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00000001ab53be08 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00000001ab53bee0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00000001ab53bdb8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00000001ab53bdb0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00000001ab53c384 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00000001ab53ca30 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00000001ab53bd64 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00000001ab53c828 (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00000001ab53ba30 (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00000001ab53c090 (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00000001ab53c65c (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00000001ab53c750 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00000001ab53c3a0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00000001ab53c4a8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00000001ab53ca14 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00000001ab53c9f8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00000001ab53c9dc (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00000001ab53c9c0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00000001ab53bfb8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00000001ab53c580 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00000001ab53c9a8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00000001ab53c990 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00000001ab53c8b8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00000001ab53c2a8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00000001ab53c19c (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00000001ab5402a8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00000001ab53fe3c (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00000001ab540060 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00000001ab53fd6c (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00000001ab53fc9c (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00000001ab540184 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00000001ab53359c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00000001ab533554 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00000001ab53355c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00000001ab533574 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00000001ab533550 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00000001ab533564 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00000001ab533404 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00000001ab532f78 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00000001ab5331fc (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00000001ab5330d0 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00000001ab532f5c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00000001ab53357c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00000001ab5331e8 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00000001ab533594 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00000001ab53358c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00000001ab533500 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00000001ab533584 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00000001ab53356c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00000001ab532bd0 (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00000001ab532910 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00000001ab532808 (__TEXT,__text) non-external -[SPMalwareSampling init]
00000001ab53295c (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00000001ab532a58 (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00000001ab5357c4 (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00000001ab535678 (__TEXT,__text) non-external -[SPMetrics dealloc]
00000001ab5355c4 (__TEXT,__text) non-external -[SPMetrics init]
00000001ab5356c4 (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00000001ab546048 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00000001ab546040 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00000001ab546038 (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00000001ab545d08 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00000001ab545d9c (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00000001ab546030 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00000001ab545c88 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00000001ab545c38 (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00000001ab545c74 (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00000001ab545bac (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00000001ab545a90 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00000001ab5458ac (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00000001ab545b64 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00000001ab545c10 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00000001ab545c40 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00000001ab545c7c (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00000001ab545c18 (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00000001ab545c68 (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00000001ab545c54 (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00000001ab545c04 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00000001ab545c2c (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00000001ab545c60 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00000001ab545c4c (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00000001ab545bfc (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00000001ab545c24 (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00000001ab535580 (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00000001ab53518c (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00000001ab535478 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00000001ab53538c (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00000001ab5351d8 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00000001ab535564 (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00000001ab5352c4 (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00000001ab535018 (__TEXT,__text) non-external -[SPProvenanceTracking init]
00000001ab532ef4 (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00000001ab532e48 (__TEXT,__text) non-external -[SPSamplingTasking description]
00000001ab532d98 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00000001ab532eb8 (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00000001ab532c1c (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00000001ab532ea4 (__TEXT,__text) non-external -[SPSamplingTasking name]
00000001ab532ee0 (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00000001ab532e44 (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00000001ab532ecc (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00000001ab532ec0 (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00000001ab532eac (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00000001ab532ee8 (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00000001ab532ed4 (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00000001ab532e98 (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00000001ab532e90 (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00000001ab533d7c (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00000001ab533d60 (__TEXT,__text) non-external -[StagedBundleData access:]
00000001ab533d74 (__TEXT,__text) non-external -[StagedBundleData bundle]
00000001ab53387c (__TEXT,__text) non-external -[StagedBundleData handleReload]
00000001ab533604 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00000001ab533d6c (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00000001ab5322b0 (__TEXT,__text) non-external -[TrackingAttributes description]
00000001ab532320 (__TEXT,__text) non-external -[TrackingAttributes flags]
00000001ab532310 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00000001ab532180 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00000001ab5322b4 (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00000001ab532240 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00000001ab532328 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00000001ab532318 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00000001ab54e438 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001ab54e510 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001ab54e5e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001ab54e4c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00000001ab54e4b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00000001ab54e540 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00000001ab54e4e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00000001ab54e458 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00000001ab54e5f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00000001ab54e5d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00000001ab546ffc (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00000001ab546df4 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00000001eb5fbd70 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00000001ab541568 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00000001e7c77330 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLCreationDateKey (from CoreFoundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
00000001ed1be250 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKELData
00000001ed1be228 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AMFI
00000001ed1be200 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapper
00000001ed1be1d8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00000001ed1be1b0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00000001ed1be188 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BundleData
00000001ed1be520 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GKScanResult
00000001ed1be160 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00000001ed1be138 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00000001ed1be110 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00000001ed1be0e8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00000001ed1be4f8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPBundleProtection
00000001ed1be0c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00000001ed1be098 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00000001ed1be070 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00000001ed1be048 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyExportedObject
00000001ed1be4d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00000001ed1be020 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00000001ed1be4a8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00000001ed1be480 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00000001ed1be610 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00000001ed1be5e8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00000001ed1be5c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00000001ed1be458 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPLog
00000001ed1be430 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMalwareSampling
00000001ed1bdff8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMetrics
00000001ed1be408 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigration
00000001ed1bdfd0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00000001ed1be3e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00000001ed1bdfa8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00000001ed1bdf80 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPSamplingTasking
00000001ed1bdf58 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00000001ed1be3b8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00000001eb5fb898 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00000001eb5fb89c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00000001eb5fb8a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00000001eb5fba88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00000001eb5fba84 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00000001eb5fba8c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00000001eb5fb8d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00000001eb5fb8d4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00000001eb5fb8d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00000001eb5fb8e4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00000001eb5fb8cc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00000001eb5fb8dc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00000001eb5fb8e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00000001eb5fba74 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00000001eb5fba78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00000001eb5fb8b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00000001eb5fb8ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00000001eb5fb8a4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00000001eb5fb8a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00000001eb5fb8b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00000001eb5fb8b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00000001eb5fba44 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._backingStore
00000001eb5fba18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._backingStoreChecked
00000001eb5fb99c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00000001eb5fb9d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00000001eb5fb9bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00000001eb5fb9c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00000001eb5fb9dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00000001eb5fb9e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00000001eb5fb9e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00000001eb5fb9ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00000001eb5fb9a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00000001eb5fba40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._createdTime
00000001eb5fba2c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._csflags
00000001eb5fb9f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00000001eb5fb994 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00000001eb5fba38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._hasPowerfulEntitlements
00000001eb5fba34 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._hasResourceDirectorySlot
00000001eb5fb9c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00000001eb5fba1c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBackingDMGNotarizationChecked
00000001eb5fba30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._isBackingDMGNotarized
00000001eb5fb9cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBadAppWrapper
00000001eb5fba08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00000001eb5fb9c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00000001eb5fba3c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._isMovedToTrash
00000001eb5fb9fc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
