00007ffb1f76b2cf (__TEXT,__text) external _AAAFSCGetMetadata
00007ffb1f726953 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffb1f726c03 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffb1f726c13 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffb1f726df9 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffb1f7272d2 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffb1f72739e (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffb1f7273da (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffb1f7233cf (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffb1f7235b8 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffb1f7235e7 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffb1f7235fe (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffb1f723615 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffb1f726796 (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffb1f726868 (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffb1f726896 (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffb1f727126 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffb1f7271eb (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffb1f727199 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffb1f7271a3 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffb1f7260b9 (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffb1f7261e0 (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffb1f7260c2 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffb1f72615c (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffb1f726184 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffb1f7051e4 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffb1f7051ba (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffb1f7045a1 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffb1f6fabf2 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffb1f717a5d (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffb1f6fabca (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffb1f6fabb9 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffb1f6fab9a (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffb1f717a41 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffb1f706d37 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffb1f706d10 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffb1f7757e1 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffb1f7757ba (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffb1f709dd7 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffb1f709db0 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffb1f70ba00 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffb1f70ba4d (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffb1f716650 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffb1f716629 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffb1f7178d2 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffb1f71791a (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffb1f775808 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffb1f775c18 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffb1f775d8d (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffb1f77642f (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffb1f7763d9 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffb1f77648a (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffb1f7763c9 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffb1f7760d7 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffb1f776682 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffb1f776030 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffb1f7761c6 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffb1f722659 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffb1f722631 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffb1f723210 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffb1f7233b7 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffb1f72c1ae (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffb1f72ac2c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffb1f72ab61 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffb1f72a917 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffb1f72a161 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffb1f729b6c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffb1f729f04 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffb1f7179d6 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffb1f717959 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffb1f736211 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffb1f7199ba (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffb1f73621b (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffb1f736225 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffb1f736241 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffb1f70bf05 (__TEXT,__text) non-external _RNG
00007ffb1f771d7b (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffb1f771b7e (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffb1f771beb (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffb1f700d58 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffb1f700beb (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffb1f700cdf (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffb1f70c999 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffb1f753e87 (__TEXT,__text) non-external _SemInit
00007ffb1f773439 (__TEXT,__text) non-external _SemInit
00007ffb1f712217 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1f71b73d (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1f7294fc (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1f7476dd (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1f71af3d (__TEXT,__text) non-external _SharedArrayPush
00007ffb1f773342 (__TEXT,__text) non-external _SharedArrayPush
00007ffb1f71b404 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffb1f71abce (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffb1f71b0a0 (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffb1f71b034 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffb1f71b0b2 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffb1f71b4a8 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffb1f71b8b9 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffb1f71b893 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffb1f71b84d (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffb1f71b8f1 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffb1f721d27 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffb1f721e28 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffb1f721d13 (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffb1f722326 (__TEXT,__text) non-external _StringTableCmp
00007ffb1f721c0e (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffb1f721ce4 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffb1f7222ab (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffb1f7221ad (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffb1f72231e (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffb1f721f17 (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffb1f728560 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffb1f72905a (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffb1f729831 (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffb1f72960c (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffb1f72972d (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffb1f7707c4 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffb1f770c59 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffb1f770fa5 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffb1f7710c6 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffb1f77119a (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffb1f6faa2b (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffb1f6fa9b0 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb409efc98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffb1f700890 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb1f7008b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb1f736006 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffb1f714373 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffb1f7137ce (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffb1f700d74 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffb1f700f01 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffb1f7021ea (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffb1f700ea0 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffb1f7274d2 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffb1f727f4c (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffb1f743148 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffb1f7315f6 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffb1f731800 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffb1f73157c (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffb1f731310 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffb1f703549 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffb1f703f50 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffb1f771d97 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffb1f772573 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffb1f7695be (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffb1f749ddc (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffb1f71cfcf (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffb1f76e844 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffb1f76e851 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffb1f76e9a8 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffb1f76e711 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffb1f74a9df (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffb1f7707a8 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffb1f76fee5 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffb1f76ff89 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffb1f76fe25 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffb1f76fcc2 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffb1f75f2ee (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffb1f75e22c (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffb1f75e795 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffb1f75e653 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffb1f7494d2 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffb1f748de1 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffb1f749adf (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffb1f74867c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffb1f7480e9 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffb1f7489b3 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffb1f749c8c (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffb1f747d48 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffb1f747f8c (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffb1f749c12 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffb1f7480c0 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffb1f75c2a5 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffb1f75b716 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffb1f75bba9 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffb1f75ba71 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffb1f7662f5 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffb1f766552 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffb1f766419 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffb1f742a97 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffb1f769a95 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffb1f769622 (__TEXT,__text) non-external _aaFileStreamClose
00007ffb1f769ad6 (__TEXT,__text) non-external _aaFileStreamFlush
00007ffb1f7695f6 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffb1f7699af (__TEXT,__text) non-external _aaFileStreamPRead
00007ffb1f769a22 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffb1f7698d9 (__TEXT,__text) non-external _aaFileStreamRead
00007ffb1f769aa2 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffb1f769abd (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffb1f769944 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffb1f759868 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffb1f759bc2 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffb1f759e81 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffb1f758300 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffb1f758add (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffb1f738403 (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffb1f738340 (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffb1f737fec (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffb1f738266 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffb1f738273 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffb1f738280 (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffb1f7382a4 (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffb1f738292 (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffb1f76a223 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffb1f76a113 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffb1f76a136 (__TEXT,__text) non-external _aaMagicStreamRead
00007ffb1f76f428 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffb1f769f4c (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffb1f769f13 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffb1f769f6f (__TEXT,__text) non-external _aaSharedBufferRead
00007ffb1f769f42 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffb1f76a597 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffb1f76a311 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffb1f76a43e (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffb1f76a31e (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffb1f769652 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffb1f75fe14 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffb1f73f4f3 (__TEXT,__text) non-external _add_control
00007ffb1f70716e (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffb1f706dec (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffb1f71e786 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffb1f71d57b (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffb1f71d24a (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffb1f71d1c8 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffb1f71ff0b (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffb1f71f795 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffb1f7070e5 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffb1f706e08 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffb1f706d6e (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffb1f706eb0 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffb1f71eb5d (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffb1f71ea2e (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffb1f71e9d5 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffb1f73cfc4 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffb1f73c0ec (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffb1f70baac (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffb1f70736a (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffb1f7085d8 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffb1f707356 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffb1f70f781 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffb1f70e803 (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffb1f70e83d (__TEXT,__text) non-external _aeaInputStreamClose
00007ffb1f70ea0f (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffb1f70efa2 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffb1f70e5e9 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffb1f717268 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffb1f77bed0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffb1f70700a (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffb1f7113dd (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffb1f7113f9 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffb1f711c15 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffb1f712107 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffb1f70fc23 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffb1f71017f (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffb1f711170 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffb1f710a98 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffb1f71fe75 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffb1f706d60 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffb1f707030 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffb1f713e10 (__TEXT,__text) non-external _afStreamCancel
00007ffb1f713c6d (__TEXT,__text) non-external _afStreamClose
00007ffb1f714121 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffb1f713e22 (__TEXT,__text) non-external _afStreamWrite
00007ffb1f76d0a0 (__TEXT,__text) non-external _afscStreamCancel
00007ffb1f76cb2a (__TEXT,__text) non-external _afscStreamClose
00007ffb1f76d4c1 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffb1f76a6ed (__TEXT,__text) non-external _afscStreamOpen
00007ffb1f76d0b2 (__TEXT,__text) non-external _afscStreamWrite
00007ffb1f75e1e0 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffb1f75e1a5 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffb1f75e15f (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffb1f6fd6a1 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffb1f735bfa (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffb1f75abe5 (__TEXT,__text) non-external _append_field
00007ffb1f7576f9 (__TEXT,__text) non-external _applyEntryAttributes
00007ffb1f73555c (__TEXT,__text) non-external _applyYEC
00007ffb1f730376 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffb1f73067d (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffb1f702c83 (__TEXT,__text) non-external _asyncContext
00007ffb1f71cc6f (__TEXT,__text) non-external _asyncContext
00007ffb1f702fa3 (__TEXT,__text) non-external _asyncProgress
00007ffb1f71cf95 (__TEXT,__text) non-external _asyncProgress
00007ffb1f702f8b (__TEXT,__text) non-external _asyncSelect
00007ffb1f725031 (__TEXT,__text) non-external _bestMatchInRange
00007ffb1f7385ae (__TEXT,__text) non-external _blockGetFromCache
00007ffb1f738462 (__TEXT,__text) non-external _blockReader
00007ffb1f738723 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffb1f73a2a5 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffb1f73abde (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffb1f73b5ab (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffb1f73aa37 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffb1f73ae45 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffb1f73aeb2 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffb1f73a4be (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffb1f73a2f8 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffb1f73a851 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffb1f73a9d8 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffb1f776f50 (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
00007ffb1f7021c4 (__TEXT,__text) non-external _cancelProc
00007ffb1f727f26 (__TEXT,__text) non-external _cancelProc
00007ffb1f733f89 (__TEXT,__text) non-external _cancelProc
00007ffb1f7450d8 (__TEXT,__text) non-external _cancelProc
00007ffb1f747416 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
