00007ff8400c6210 (__DATA,__data) external _NDR_record
00007ff800d0f9d0 (__TEXT,__text) external _close$NOCANCEL
00007ff800d1d7ee (__TEXT,__text) external _coalition_create
00007ff800d1d86b (__TEXT,__text) external _coalition_info_debug_info
00007ff800d1d8f7 (__TEXT,__text) external _coalition_info_pid_list
00007ff800d1d83f (__TEXT,__text) external _coalition_info_resource_usage
00007ff800d1d8c3 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff800d1d897 (__TEXT,__text) external _coalition_info_set_name
00007ff800d1d91c (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800d1105c (__TEXT,__text) external _coalition_policy_get
00007ff800d11074 (__TEXT,__text) external _coalition_policy_set
00007ff800d1d81e (__TEXT,__text) external _coalition_reap
00007ff800d1d7fd (__TEXT,__text) external _coalition_terminate
00007ff800d0fa30 (__TEXT,__text) external _connect
00007ff800d0fa48 (__TEXT,__text) external _connect$NOCANCEL
00007ff800d1108c (__TEXT,__text) external _connectx
00007ff800d110a4 (__TEXT,__text) external _csops
00007ff800d110bc (__TEXT,__text) external _csops_audittoken
00007ff800d1d9ee (__TEXT,__text) external _csr_check
00007ff800d1da0e (__TEXT,__text) external _csr_get_active_config
00007ff800d0f310 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800d1dbd5 (__TEXT,__text) external _debug_syscall_reject
00007ff800d1dadc (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400c6208 (__DATA,__data) external _denap_boost_assertion_token
00007ff800d110d4 (__TEXT,__text) external _disconnectx
00007ff800d13af9 (__TEXT,__text) non-external _do_compat
00007ff800d110ec (__TEXT,__text) external _dup
00007ff800d11104 (__TEXT,__text) external _dup2
00007ff840082a10 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff8400828a0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840082c10 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400828e0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400829e0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840082480 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840082be0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840082ff0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840082f60 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840082ea0 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840082bb0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840082e60 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff840082900 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840082880 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840082950 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff840082e10 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840082db0 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840082b20 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840082920 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840082918 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840082650 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840082a60 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840082c50 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840083040 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
00007ff840082d40 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840082330 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff8400823b0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff840082010 (__DATA_CONST,__const) non-external _err_os_sub
00007ff8400820b0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800d398b0 (__TEXT,__const) non-external _err_us_sub
00007ff840082430 (__DATA_CONST,__const) non-external _err_vm_sub
00007ff8400c63e8 (__DATA,__common) external _errno
00007ff800d35baa (__TEXT,__text) external _etap_trace_thread
00007ff800d1ef71 (__TEXT,__text) non-external _eth_rule_iterate
00007ff800d23094 (__TEXT,__text) external _exc_server
00007ff800d22d6d (__TEXT,__text) external _exc_server_routine
00007ff800d2276c (__TEXT,__text) external _exception_raise
00007ff800d228b6 (__TEXT,__text) external _exception_raise_state
00007ff800d22b09 (__TEXT,__text) external _exception_raise_state_identity
00007ff800d1111c (__TEXT,__text) external _exchangedata
00007ff800d142ef (__TEXT,__text) external _exclaves_aoe_message_loop
00007ff800d142a1 (__TEXT,__text) external _exclaves_aoe_setup
00007ff800d142c6 (__TEXT,__text) external _exclaves_aoe_work_loop
00007ff800d14054 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800d1407d (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
00007ff800d1402c (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800d14003 (__TEXT,__text) external _exclaves_boot
00007ff800d13def (__TEXT,__text) external _exclaves_endpoint_call
00007ff800d13ed9 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800d13eab (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800d14153 (__TEXT,__text) external _exclaves_indicator_min_on_time
00007ff800d13f14 (__TEXT,__text) external _exclaves_launch_conclave
00007ff800d13f47 (__TEXT,__text) external _exclaves_lookup_service
00007ff800d13f08 (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800d13f0e (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800d13f02 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800d141e0 (__TEXT,__text) external _exclaves_notification_create
00007ff800d13e82 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800d13e54 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800d140a7 (__TEXT,__text) external _exclaves_sensor_create
00007ff800d140d2 (__TEXT,__text) external _exclaves_sensor_start
00007ff800d14128 (__TEXT,__text) external _exclaves_sensor_status
00007ff800d140fd (__TEXT,__text) external _exclaves_sensor_stop
00007ff800d1a1e2 (__TEXT,__text) external _execve
00007ff800d11134 (__TEXT,__text) external _faccessat
00007ff800d1114c (__TEXT,__text) external _fchdir
00007ff800d11164 (__TEXT,__text) external _fchflags
00007ff800d18548 (__TEXT,__text) external _fchmod
00007ff800d1117c (__TEXT,__text) external _fchmodat
00007ff800d11194 (__TEXT,__text) external _fchown
00007ff800d111ac (__TEXT,__text) external _fchownat
00007ff800d111c4 (__TEXT,__text) external _fclonefileat
00007ff800d1a7dd (__TEXT,__text) external _fcntl
00007ff800d1a443 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800d111dc (__TEXT,__text) external _fdatasync
00007ff800d111f4 (__TEXT,__text) external _ffsctl
00007ff800d1120c (__TEXT,__text) external _fgetattrlist
00007ff800d11224 (__TEXT,__text) external _fgetxattr
00007ff800d1123c (__TEXT,__text) external _fhopen
00007ff800d11254 (__TEXT,__text) external _fileport_makefd
00007ff800d1126c (__TEXT,__text) external _fileport_makeport
00007ff800d11284 (__TEXT,__text) external _flistxattr
00007ff800d1129c (__TEXT,__text) external _flock
00007ff800d112b4 (__TEXT,__text) external _fmount
00007ff800d112cc (__TEXT,__text) external _fpathconf
00007ff800d138d5 (__TEXT,__text) non-external _fprintf_stderr
00007ff800d112e4 (__TEXT,__text) external _freadlink
00007ff800d112fc (__TEXT,__text) external _fremovexattr
00007ff800d1da20 (__TEXT,__text) external _fs_snapshot_create
00007ff800d1da6a (__TEXT,__text) external _fs_snapshot_delete
00007ff800d1da37 (__TEXT,__text) external _fs_snapshot_list
00007ff800d1dac7 (__TEXT,__text) external _fs_snapshot_mount
00007ff800d1da81 (__TEXT,__text) external _fs_snapshot_rename
00007ff800d1da99 (__TEXT,__text) external _fs_snapshot_revert
00007ff800d1dab0 (__TEXT,__text) external _fs_snapshot_root
00007ff800d11314 (__TEXT,__text) external _fsctl
00007ff800d1132c (__TEXT,__text) external _fsetattrlist
00007ff800d11344 (__TEXT,__text) external _fsetxattr
00007ff800d1135c (__TEXT,__text) external _fsgetpath
00007ff800d11374 (__TEXT,__text) external _fsgetpath_ext
00007ff800d1138c (__TEXT,__text) external _fstat
00007ff800d1138c (__TEXT,__text) external _fstat64
00007ff800d113a4 (__TEXT,__text) external _fstatat
00007ff800d113a4 (__TEXT,__text) external _fstatat64
00007ff800d113bc (__TEXT,__text) external _fstatfs
00007ff800d113bc (__TEXT,__text) external _fstatfs64
00007ff800d18132 (__TEXT,__text) external _fstatfs_ext
00007ff800d113d4 (__TEXT,__text) external _fsync
00007ff800d0fc18 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800d113ec (__TEXT,__text) external _ftruncate
00007ff800d11404 (__TEXT,__text) external _funmount
00007ff800d17ae8 (__TEXT,__text) external _futimens
00007ff800d1141c (__TEXT,__text) external _futimes
00007ff8400c6218 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800d0fc30 (__TEXT,__text) external _getattrlist
00007ff800d11434 (__TEXT,__text) external _getattrlistat
00007ff800d1144c (__TEXT,__text) external _getattrlistbulk
00007ff800d21d0e (__TEXT,__text) external _getaudit
00007ff800d11464 (__TEXT,__text) external _getaudit_addr
00007ff800d1147c (__TEXT,__text) external _getauid
00007ff800d11494 (__TEXT,__text) external _getdirentries
00007ff800d114ac (__TEXT,__text) external _getdirentriesattr
00007ff800d114c4 (__TEXT,__text) external _getdtablesize
00007ff800d114dc (__TEXT,__text) external _getegid
00007ff800d114f4 (__TEXT,__text) external _getentropy
00007ff800d1150c (__TEXT,__text) external _geteuid
00007ff800d11524 (__TEXT,__text) external _getfh
00007ff800d1153c (__TEXT,__text) external _getfsstat
00007ff800d1153c (__TEXT,__text) external _getfsstat64
00007ff800d11554 (__TEXT,__text) external _getgid
00007ff800d1156c (__TEXT,__text) external _getgroups
00007ff800d176f0 (__TEXT,__text) external _gethostuuid
00007ff800d15588 (__TEXT,__text) external _getiopolicy_np
00007ff800d11584 (__TEXT,__text) external _getitimer
00007ff800d0fc90 (__TEXT,__text) external _getpeername
00007ff800d1159c (__TEXT,__text) external _getpgid
00007ff800d115b4 (__TEXT,__text) external _getpgrp
00007ff800d0fca8 (__TEXT,__text) external _getpid
00007ff800d115cc (__TEXT,__text) external _getppid
00007ff800d115e4 (__TEXT,__text) external _getpriority
00007ff800d1a9e8 (__TEXT,__text) external _getrlimit
00007ff800d115fc (__TEXT,__text) external _getrusage
00007ff800d0fcf4 (__TEXT,__text) external _getsgroups_np
00007ff800d11614 (__TEXT,__text) external _getsid
00007ff800d0fd0c (__TEXT,__text) external _getsockname
00007ff800d1162c (__TEXT,__text) external _getsockopt
00007ff800d11644 (__TEXT,__text) external _getuid
00007ff800d0fd7c (__TEXT,__text) external _getwgroups_np
00007ff800d1165c (__TEXT,__text) external _getxattr
00007ff800d11674 (__TEXT,__text) external _grab_pgo_data
00007ff800d1168c (__TEXT,__text) external _graftdmg
00007ff800d116a4 (__TEXT,__text) external _guarded_close_np
00007ff800d116bc (__TEXT,__text) external _guarded_kqueue_np
00007ff800d13995 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800d22042 (__TEXT,__text) external _guarded_open_np
00007ff800d116d4 (__TEXT,__text) external _guarded_pwrite_np
00007ff800d116ec (__TEXT,__text) external _guarded_write_np
00007ff800d11704 (__TEXT,__text) external _guarded_writev_np
00007ff800d3cfd0 (__TEXT,__cstring) non-external _hex
00007ff800d13a4f (__TEXT,__text) external _host_check_multiuser_mode
00007ff800d13a55 (__TEXT,__text) external _host_create_mach_voucher
00007ff800d0f280 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800d2357e (__TEXT,__text) external _host_default_memory_manager
00007ff800d24caf (__TEXT,__text) external _host_get_UNDServer
00007ff800d13a38 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800d23102 (__TEXT,__text) external _host_get_boot_info
00007ff800d23b48 (__TEXT,__text) external _host_get_clock_control
00007ff800d25a60 (__TEXT,__text) external _host_get_clock_service
00007ff800d24325 (__TEXT,__text) external _host_get_exception_ports
00007ff800d2593e (__TEXT,__text) external _host_get_io_main
00007ff800d13aa1 (__TEXT,__text) external _host_get_io_master
00007ff800d13a49 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800d23ff4 (__TEXT,__text) external _host_get_special_port
00007ff800d25203 (__TEXT,__text) external _host_info
00007ff800d253e9 (__TEXT,__text) external _host_kernel_version
00007ff800d264b1 (__TEXT,__text) external _host_lockgroup_info
00007ff800d13d0b (__TEXT,__text) external _host_page_size
00007ff800d23398 (__TEXT,__text) external _host_priv_statistics
00007ff800d257ee (__TEXT,__text) external _host_processor_info
00007ff800d24a87 (__TEXT,__text) external _host_processor_set_priv
00007ff800d24945 (__TEXT,__text) external _host_processor_sets
00007ff800d23a06 (__TEXT,__text) external _host_processors
00007ff800d232aa (__TEXT,__text) external _host_reboot
00007ff800d26c00 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800d26d64 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800d263b3 (__TEXT,__text) external _host_request_notification
00007ff800d24f75 (__TEXT,__text) external _host_security_create_task_token
00007ff800d250f0 (__TEXT,__text) external _host_security_set_task_token
00007ff800d15385 (__TEXT,__text) external _host_self
00007ff800d0f124 (__TEXT,__text) external _host_self_trap
00007ff800d24bb3 (__TEXT,__text) external _host_set_UNDServer
00007ff800d26eac (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800d2421f (__TEXT,__text) external _host_set_exception_ports
00007ff800d27179 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800d24121 (__TEXT,__text) external _host_set_special_port
00007ff800d261cd (__TEXT,__text) external _host_statistics
00007ff800d265fe (__TEXT,__text) external _host_statistics64
00007ff800d245a4 (__TEXT,__text) external _host_swap_exception_ports
00007ff800d25cd3 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800d12304 (__TEXT,__text) external _i386_get_ldt
00007ff800d12318 (__TEXT,__text) external _i386_set_ldt
00007ff8400c61f0 (__DATA,__data) external _important_boost_assertion_token
00007ff800d1eecc (__TEXT,__text) non-external _inet_rule_iterate
00007ff8400842b0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800d13840 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400c61e0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800d137ab (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400c61d8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800d13716 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400c61d0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800d1aa58 (__TEXT,__text) external _ioctl
00007ff800d1171c (__TEXT,__text) external _issetugid
00007ff800d11734 (__TEXT,__text) external _kas_info
00007ff800d1dc8e (__TEXT,__text) external _kdebug_is_enabled
00007ff800d1de28 (__TEXT,__text) external _kdebug_signpost
00007ff800d1decb (__TEXT,__text) external _kdebug_signpost_end
00007ff800d1de30 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800d1debf (__TEXT,__text) external _kdebug_signpost_start
00007ff800d1dceb (__TEXT,__text) external _kdebug_timestamp
00007ff800d1dd26 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800d1dd40 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800d1dd5a (__TEXT,__text) external _kdebug_trace
00007ff800d1ddb3 (__TEXT,__text) external _kdebug_trace_string
00007ff800d1dc27 (__TEXT,__text) external _kdebug_typefilter
00007ff8400c63a0 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800d1dcd8 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800d1174c (__TEXT,__text) external _kevent
00007ff800d11764 (__TEXT,__text) external _kevent64
00007ff800d1177c (__TEXT,__text) external _kevent_id
00007ff800d11794 (__TEXT,__text) external _kevent_qos
00007ff800d24dd1 (__TEXT,__text) external _kext_request
00007ff800d1d7df (__TEXT,__text) external _kill
00007ff800d23e91 (__TEXT,__text) external _kmod_control
00007ff800d23c79 (__TEXT,__text) external _kmod_create
00007ff800d23da3 (__TEXT,__text) external _kmod_destroy
00007ff800d25b91 (__TEXT,__text) external _kmod_get_info
00007ff800d21dd2 (__TEXT,__text) external _kpersona_alloc
00007ff800d21e2e (__TEXT,__text) external _kpersona_dealloc
00007ff800d21f1d (__TEXT,__text) external _kpersona_find
00007ff800d21fb9 (__TEXT,__text) external _kpersona_find_by_type
00007ff800d21e5e (__TEXT,__text) external _kpersona_get
00007ff800d21e8b (__TEXT,__text) external _kpersona_getpath
00007ff800d21ebb (__TEXT,__text) external _kpersona_info
00007ff800d21e00 (__TEXT,__text) external _kpersona_palloc
00007ff800d21eec (__TEXT,__text) external _kpersona_pidinfo
00007ff800d117ac (__TEXT,__text) external _kqueue
00007ff800d0feb4 (__TEXT,__text) external _lchown
00007ff800d117c4 (__TEXT,__text) external _ledger
00007ff800d117dc (__TEXT,__text) external _link
00007ff800d117f4 (__TEXT,__text) external _linkat
00007ff800d1180c (__TEXT,__text) external _lio_listio
00007ff800d0fecc (__TEXT,__text) external _listen
00007ff800d11824 (__TEXT,__text) external _listxattr
00007ff800d304c1 (__TEXT,__text) external _lock_set_create
00007ff800d305ee (__TEXT,__text) external _lock_set_destroy
00007ff800d18543 (__TEXT,__text) external _log_data_as_kernel
00007ff800d0fefc (__TEXT,__text) external _lseek
00007ff800d1183c (__TEXT,__text) external _lstat
00007ff800d1183c (__TEXT,__text) external _lstat64
00007ff800d0f000 (__TEXT,__text) external _mach_absolute_time
00007ff800d176d8 (__TEXT,__text) external _mach_approximate_time
00007ff800d17760 (__TEXT,__text) external _mach_boottime_usec
00007ff800d136a3 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800d1367e (__TEXT,__text) external _mach_continuous_time
00007ff800d13c7e (__TEXT,__text) external _mach_error
00007ff8400c63b8 (__DATA,__common) external _mach_error_full_diag
00007ff800d13c67 (__TEXT,__text) external _mach_error_string
00007ff800d13b70 (__TEXT,__text) non-external _mach_error_string_int
00007ff800d13aa6 (__TEXT,__text) external _mach_error_type
00007ff800d389ff (__TEXT,__text) external _mach_eventlink_associate
00007ff800d387c7 (__TEXT,__text) external _mach_eventlink_create
00007ff800d3891b (__TEXT,__text) external _mach_eventlink_destroy
00007ff800d38b10 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800d17a71 (__TEXT,__text) external _mach_eventlink_signal
00007ff800d17ab4 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800d17a80 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800d0f1c0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800d1a650 (__TEXT,__text) external _mach_get_times
00007ff800d15747 (__TEXT,__text) external _mach_host_self
00007ff800d12ab8 (__TEXT,__text) external _mach_host_special_port_description
00007ff840081e70 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800d12afa (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400c6050 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800d13d18 (__TEXT,__text) external _mach_init
00007ff8400c6370 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800d13d35 (__TEXT,__text) non-external _mach_init_doit
00007ff800d2c0c1 (__TEXT,__text) external _mach_make_memory_entry
00007ff800d37c93 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800d38436 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800d38685 (__TEXT,__text) external _mach_memory_entry_get_page_counts
00007ff800d38583 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800d38306 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800d26f9a (__TEXT,__text) external _mach_memory_info
00007ff800d256a2 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800d26081 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800d14438 (__TEXT,__text) external _mach_msg
00007ff800d14318 (__TEXT,__text) external _mach_msg2_internal
00007ff800d0f1f0 (__TEXT,__text) external _mach_msg2_trap
00007ff800d1473a (__TEXT,__text) external _mach_msg_destroy
00007ff800d14878 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800d14451 (__TEXT,__text) external _mach_msg_overwrite
00007ff800d0f13c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800d14f4b (__TEXT,__text) external _mach_msg_priority_encode
00007ff800d14f41 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800d14f85 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800d14f94 (__TEXT,__text) external _mach_msg_priority_qos
00007ff800d14fa3 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800d14712 (__TEXT,__text) external _mach_msg_receive
00007ff800d146eb (__TEXT,__text) external _mach_msg_send
00007ff800d14bf3 (__TEXT,__text) external _mach_msg_server
00007ff800d14baf (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800d14f2f (__TEXT,__text) external _mach_msg_server_importance
00007ff800d1493c (__TEXT,__text) external _mach_msg_server_once
00007ff800d0f130 (__TEXT,__text) external _mach_msg_trap
00007ff800d2d21a (__TEXT,__text) external _mach_notify_dead_name
00007ff800d2d16e (__TEXT,__text) external _mach_notify_no_senders
00007ff800d2d0ad (__TEXT,__text) external _mach_notify_port_deleted
00007ff800d2d10e (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800d2d1cf (__TEXT,__text) external _mach_notify_send_once
00007ff800d21063 (__TEXT,__text) external _mach_port_allocate
00007ff800d2128f (__TEXT,__text) external _mach_port_allocate_full
00007ff800d2105e (__TEXT,__text) external _mach_port_allocate_name
00007ff800d2128a (__TEXT,__text) external _mach_port_allocate_qos
00007ff800d216a7 (__TEXT,__text) external _mach_port_assert_attributes
00007ff800d21584 (__TEXT,__text) external _mach_port_construct
00007ff800d210aa (__TEXT,__text) external _mach_port_deallocate
00007ff800d210a5 (__TEXT,__text) external _mach_port_destroy
00007ff800d21322 (__TEXT,__text) external _mach_port_destruct
00007ff800d21491 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800d2150a (__TEXT,__text) external _mach_port_extract_member
00007ff800d2121a (__TEXT,__text) external _mach_port_extract_right
00007ff800d21224 (__TEXT,__text) external _mach_port_get_attributes
00007ff800d2154a (__TEXT,__text) external _mach_port_get_context
00007ff800d210d5 (__TEXT,__text) external _mach_port_get_refs
00007ff800d216a2 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800d21127 (__TEXT,__text) external _mach_port_get_set_status
00007ff800d21299 (__TEXT,__text) external _mach_port_get_srights
00007ff800d215c9 (__TEXT,__text) external _mach_port_guard
00007ff800d21693 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800d214ca (__TEXT,__text) external _mach_port_insert_member
00007ff800d211d7 (__TEXT,__text) external _mach_port_insert_right
00007ff800d2169d (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800d21496 (__TEXT,__text) external _mach_port_kernel_object
00007ff800d2157a (__TEXT,__text) external _mach_port_kobject
00007ff800d2157f (__TEXT,__text) external _mach_port_kobject_description
00007ff800d210da (__TEXT,__text) external _mach_port_mod_refs
00007ff800d2112c (__TEXT,__text) external _mach_port_move_member
00007ff800d21012 (__TEXT,__text) external _mach_port_names
00007ff800d2111d (__TEXT,__text) external _mach_port_peek
00007ff800d21059 (__TEXT,__text) external _mach_port_rename
00007ff800d2116c (__TEXT,__text) external _mach_port_request_notification
00007ff800d21285 (__TEXT,__text) external _mach_port_set_attributes
00007ff800d21575 (__TEXT,__text) external _mach_port_set_context
00007ff800d21122 (__TEXT,__text) external _mach_port_set_mscount
00007ff800d2121f (__TEXT,__text) external _mach_port_set_seqno
00007ff800d212a3 (__TEXT,__text) external _mach_port_space_basic_info
00007ff800d2129e (__TEXT,__text) external _mach_port_space_info
00007ff800d21698 (__TEXT,__text) external _mach_port_swap_guard
00007ff800d21017 (__TEXT,__text) external _mach_port_type
00007ff800d2160c (__TEXT,__text) external _mach_port_unguard
00007ff800d1780e (__TEXT,__text) external _mach_ports_lookup
00007ff800d177aa (__TEXT,__text) external _mach_ports_register
00007ff800d0f100 (__TEXT,__text) external _mach_reply_port
00007ff800d157c1 (__TEXT,__text) external _mach_right_recv_construct
00007ff800d1586e (__TEXT,__text) external _mach_right_recv_destruct
00007ff800d158cf (__TEXT,__text) external _mach_right_send_create
00007ff800d15a24 (__TEXT,__text) external _mach_right_send_once_consume
00007ff800d159d6 (__TEXT,__text) external _mach_right_send_once_create
00007ff800d1595d (__TEXT,__text) external _mach_right_send_release
00007ff800d15911 (__TEXT,__text) external _mach_right_send_retain
00007ff800d213aa (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800d2143b (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800d1776e (__TEXT,__text) external _mach_task_is_self
00007ff800d1574c (__TEXT,__text) external _mach_task_self
00007ff8400c6a48 (__DATA,__common) external _mach_task_self_
00007ff800d12ace (__TEXT,__text) external _mach_task_special_port_description
00007ff840081f90 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800d12b94 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400c6150 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800d15751 (__TEXT,__text) external _mach_thread_self
00007ff800d12ae4 (__TEXT,__text) external _mach_thread_special_port_description
00007ff840081ff0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800d12ba5 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400c61b0 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800d1dbdc (__TEXT,__text) external _mach_timebase_info
00007ff8400c6398 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800d0f2bc (__TEXT,__text) external _mach_timebase_info_trap
00007ff800d216ac (__TEXT,__text) external _mach_vm_allocate
00007ff800d2b63b (__TEXT,__text) external _mach_vm_behavior_set
00007ff800d2b33c (__TEXT,__text) external _mach_vm_copy
00007ff800d21733 (__TEXT,__text) external _mach_vm_deallocate
00007ff800d2c829 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
00007ff800d2c976 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00007ff800d2cf70 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_query
00007ff800d2cc04 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
00007ff800d2ae8d (__TEXT,__text) external _mach_vm_inherit
00007ff800d2b8a3 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800d21833 (__TEXT,__text) external _mach_vm_map
00007ff800d2b550 (__TEXT,__text) external _mach_vm_msync
00007ff800d2c353 (__TEXT,__text) external _mach_vm_page_info
00007ff800d2bb44 (__TEXT,__text) external _mach_vm_page_query
00007ff800d2c558 (__TEXT,__text) external _mach_vm_page_range_query
00007ff800d217a0 (__TEXT,__text) external _mach_vm_protect
00007ff800d21ca1 (__TEXT,__text) external _mach_vm_purgable_control
00007ff800d2ca9f (__TEXT,__text) external _mach_vm_range_create
00007ff800d21a55 (__TEXT,__text) external _mach_vm_read
00007ff800d2b0be (__TEXT,__text) external _mach_vm_read_list
00007ff800d2b427 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800d1622a (__TEXT,__text) external _mach_vm_reclaim_copied_ring_free
00007ff800d16257 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_query
00007ff800d160da (__TEXT,__text) external _mach_vm_reclaim_get_rings_for_task
00007ff800d16049 (__TEXT,__text) external _mach_vm_reclaim_is_reusable
