00007ff841a9d3b8 (__DATA,__data) external _NDR_record
00007ff8002ea63c (__TEXT,__text) external _chown
00007ff800308888 (__TEXT,__text) external _chroot
00007ff8002f7da1 (__TEXT,__text) external _clock_alarm
00007ff8002f7be0 (__TEXT,__text) external _clock_alarm_reply
00007ff8002f7c3f (__TEXT,__text) external _clock_get_attributes
00007ff8002e8bb6 (__TEXT,__text) external _clock_get_time
00007ff8002f7ab9 (__TEXT,__text) external _clock_set_attributes
00007ff8002f79d9 (__TEXT,__text) external _clock_set_time
00007ff8002edbcd (__TEXT,__text) external _clock_sleep
00007ff8002e4a9c (__TEXT,__text) external _clock_sleep_trap
00007ff8002ec123 (__TEXT,__text) external _clonefile
00007ff8002e8614 (__TEXT,__text) external _clonefileat
00007ff8002e5398 (__TEXT,__text) external _close
00007ff8002e5d8c (__TEXT,__text) external _close$NOCANCEL
00007ff8002f4d94 (__TEXT,__text) external _coalition_create
00007ff8002f4de5 (__TEXT,__text) external _coalition_info_resource_usage
00007ff8002f4e3d (__TEXT,__text) external _coalition_info_set_efficiency
00007ff8002f4e11 (__TEXT,__text) external _coalition_info_set_name
00007ff8002f4e71 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff8002f4dc4 (__TEXT,__text) external _coalition_reap
00007ff8002f4da3 (__TEXT,__text) external _coalition_terminate
00007ff8002e7ed4 (__TEXT,__text) external _connect
00007ff8002e7d70 (__TEXT,__text) external _connect$NOCANCEL
00007ff8002e7f1c (__TEXT,__text) external _connectx
00007ff8002e5f98 (__TEXT,__text) external _csops
00007ff8002e51b0 (__TEXT,__text) external _csops_audittoken
00007ff8002e5261 (__TEXT,__text) external _csr_check
00007ff8002eb266 (__TEXT,__text) external _csr_get_active_config
00007ff8002e4b2c (__TEXT,__text) external _debug_control_port_for_pid
00007ff8002f4f2e (__TEXT,__text) external _debug_syscall_reject
00007ff841a9d3e0 (__DATA,__data) external _denap_boost_assertion_token
00007ff8003088a0 (__TEXT,__text) external _disconnectx
00007ff8002e98e1 (__TEXT,__text) non-external _do_compat
00007ff8002e7f7c (__TEXT,__text) external _dup
00007ff8002eb120 (__TEXT,__text) external _dup2
00007ff840028de0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840028c70 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840028fe0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff840028cb0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff840028db0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840029950 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00007ff840029580 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00007ff80030a160 (__TEXT,__const) non-external _err_codes_iokit_common_map
00007ff840029810 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00007ff80030a1a0 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00007ff840029730 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00007ff80030a170 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00007ff840028870 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840029410 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00007ff840029480 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00007ff840029420 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00007ff840028fb0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff8400293c0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840029330 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840029270 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840028f80 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840029230 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff840028cd0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840028c50 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840028d20 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff8400291e0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840029180 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840028ef0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840028cf0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840028ce8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840028a20 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840028e30 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840029020 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840029110 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840027c90 (__DATA_CONST,__const) non-external _err_iokit_sub
00007ff80030a150 (__TEXT,__const) non-external _err_iokit_sub_map
00007ff840027b10 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840027c10 (__DATA_CONST,__const) non-external _err_libkern_sub
00007ff840027b90 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff8400277f0 (__DATA_CONST,__const) non-external _err_os_sub
00007ff840027890 (__DATA_CONST,__const) non-external _err_server_sub
00007ff80030a120 (__TEXT,__const) non-external _err_us_sub
00007ff841a6e9f8 (__DATA_DIRTY,__common) external _errno
00007ff800305aee (__TEXT,__text) external _etap_trace_thread
00007ff8002f8725 (__TEXT,__text) external _exc_server
00007ff8002f8414 (__TEXT,__text) external _exc_server_routine
00007ff8002f7e95 (__TEXT,__text) external _exception_raise
00007ff8002f7fd3 (__TEXT,__text) external _exception_raise_state
00007ff8002f81e2 (__TEXT,__text) external _exception_raise_state_identity
00007ff8002ede44 (__TEXT,__text) external _exchangedata
00007ff8002eb0f5 (__TEXT,__text) external _execve
00007ff841a9d428 (__DATA,__common) non-external (was a private external) _execve_with_filter
00007ff8003088b8 (__TEXT,__text) external _faccessat
00007ff8003088d0 (__TEXT,__text) external _fchdir
00007ff8002e8b54 (__TEXT,__text) external _fchflags
00007ff8002e7fe9 (__TEXT,__text) external _fchmod
00007ff8003088e8 (__TEXT,__text) external _fchmodat
00007ff8002e8e54 (__TEXT,__text) external _fchown
00007ff800308900 (__TEXT,__text) external _fchownat
00007ff800308918 (__TEXT,__text) external _fclonefileat
00007ff8002e5299 (__TEXT,__text) external _fcntl
00007ff8002e7c59 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800308930 (__TEXT,__text) external _fdatasync
00007ff8002ea54c (__TEXT,__text) external _ffsctl
00007ff8002e7548 (__TEXT,__text) external _fgetattrlist
00007ff8002e7f64 (__TEXT,__text) external _fgetxattr
00007ff800308948 (__TEXT,__text) external _fhopen
00007ff8002e948c (__TEXT,__text) external _fileport_makefd
00007ff8002e9624 (__TEXT,__text) external _fileport_makeport
00007ff8002eddb8 (__TEXT,__text) external _flistxattr
00007ff8002e7a58 (__TEXT,__text) external _flock
00007ff800308960 (__TEXT,__text) external _fmount
00007ff800308978 (__TEXT,__text) external _fpathconf
00007ff8002efe98 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
00007ff800308990 (__TEXT,__text) external _freadlink
00007ff8002ea10b (__TEXT,__text) non-external (was a private external) _free
00007ff8003089a8 (__TEXT,__text) external _fremovexattr
00007ff8002f4ea5 (__TEXT,__text) external _fs_snapshot_create
00007ff8002f4ebc (__TEXT,__text) external _fs_snapshot_delete
00007ff8002eb049 (__TEXT,__text) external _fs_snapshot_list
00007ff8002f4f19 (__TEXT,__text) external _fs_snapshot_mount
00007ff8002f4ed3 (__TEXT,__text) external _fs_snapshot_rename
00007ff8002f4eeb (__TEXT,__text) external _fs_snapshot_revert
00007ff8002f4f02 (__TEXT,__text) external _fs_snapshot_root
00007ff8002e7530 (__TEXT,__text) external _fsctl
00007ff8002e8e3c (__TEXT,__text) external _fsetattrlist
00007ff8002e8a20 (__TEXT,__text) external _fsetxattr
00007ff8002e75bc (__TEXT,__text) external _fsgetpath
00007ff8003089c0 (__TEXT,__text) external _fsgetpath_ext
00007ff8003089d8 (__TEXT,__text) external _fstat
00007ff8002e524c (__TEXT,__text) external _fstat$INODE64
00007ff8002e524c (__TEXT,__text) external _fstat64
00007ff8003089f0 (__TEXT,__text) external _fstatat
00007ff8002e7604 (__TEXT,__text) external _fstatat$INODE64
00007ff8002e7604 (__TEXT,__text) external _fstatat64
00007ff8002ed6a0 (__TEXT,__text) external _fstatfs
00007ff8002e6020 (__TEXT,__text) external _fstatfs$INODE64
00007ff8002e6020 (__TEXT,__text) external _fstatfs64
00007ff8002e7634 (__TEXT,__text) external _fsync
00007ff800307f48 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8002e7380 (__TEXT,__text) external _ftruncate
00007ff8002f156d (__TEXT,__text) external _futimens
00007ff8002e8b6c (__TEXT,__text) external _futimes
00007ff841a9d1e0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff8002e5204 (__TEXT,__text) external _getattrlist
00007ff800308a08 (__TEXT,__text) external _getattrlistat
00007ff8002e73b0 (__TEXT,__text) external _getattrlistbulk
00007ff8002f7767 (__TEXT,__text) external _getaudit
00007ff8002e654c (__TEXT,__text) external _getaudit_addr
00007ff800308a20 (__TEXT,__text) external _getauid
00007ff800308a38 (__TEXT,__text) external _getdirentries
00007ff800308a50 (__TEXT,__text) external _getdirentriesattr
00007ff8002eb2e4 (__TEXT,__text) external _getdtablesize
00007ff8002e5f80 (__TEXT,__text) external _getegid
00007ff8002e4e6c (__TEXT,__text) external _getentropy
00007ff8002e59a8 (__TEXT,__text) external _geteuid
00007ff800308a68 (__TEXT,__text) external _getfh
00007ff800308a80 (__TEXT,__text) external _getfsstat
00007ff8002e6d14 (__TEXT,__text) external _getfsstat$INODE64
00007ff8002e6d14 (__TEXT,__text) external _getfsstat64
00007ff8002e7c14 (__TEXT,__text) external _getgid
00007ff8002e8e6c (__TEXT,__text) external _getgroups
00007ff8002e8ca4 (__TEXT,__text) external _gethostuuid
00007ff8002e80d5 (__TEXT,__text) external _getiopolicy_np
00007ff800308a98 (__TEXT,__text) external _getitimer
00007ff8002e7fd4 (__TEXT,__text) external _getpeername
00007ff8002ec474 (__TEXT,__text) external _getpgid
00007ff8002eb0e0 (__TEXT,__text) external _getpgrp
00007ff8002e4e8c (__TEXT,__text) external _getpid
00007ff8002e966c (__TEXT,__text) external _getppid
00007ff8002eafd4 (__TEXT,__text) external _getpriority
00007ff8002e6528 (__TEXT,__text) external _getrlimit
00007ff8002ea3cc (__TEXT,__text) external _getrusage
00007ff800307f60 (__TEXT,__text) external _getsgroups_np
00007ff800308ab0 (__TEXT,__text) external _getsid
00007ff8002ea564 (__TEXT,__text) external _getsockname
00007ff8002e7f34 (__TEXT,__text) external _getsockopt
00007ff8002e5f50 (__TEXT,__text) external _getuid
00007ff800307f78 (__TEXT,__text) external _getwgroups_np
00007ff8002e6f94 (__TEXT,__text) external _getxattr
00007ff800308ac8 (__TEXT,__text) external _grab_pgo_data
00007ff8002e761c (__TEXT,__text) external _guarded_close_np
00007ff8002ec9c4 (__TEXT,__text) external _guarded_kqueue_np
00007ff8002eff5e (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8002e740d (__TEXT,__text) external _guarded_open_np
00007ff8002e74d0 (__TEXT,__text) external _guarded_pwrite_np
00007ff8002ea784 (__TEXT,__text) external _guarded_write_np
00007ff800308ae0 (__TEXT,__text) external _guarded_writev_np
00007ff80030f520 (__TEXT,__cstring) non-external _hex
00007ff8002f0012 (__TEXT,__text) external _host_check_multiuser_mode
00007ff8002e5810 (__TEXT,__text) external _host_create_mach_voucher
00007ff8002e4aa8 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8002f8b48 (__TEXT,__text) external _host_default_memory_manager
00007ff8002f9fae (__TEXT,__text) external _host_get_UNDServer
00007ff8002efffb (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8002f8792 (__TEXT,__text) external _host_get_boot_info
00007ff8002f9091 (__TEXT,__text) external _host_get_clock_control
00007ff8002e917d (__TEXT,__text) external _host_get_clock_service
00007ff8002f96b9 (__TEXT,__text) external _host_get_exception_ports
00007ff8002e7649 (__TEXT,__text) external _host_get_io_master
00007ff8002f000c (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8002e549b (__TEXT,__text) external _host_get_special_port
00007ff8002e8629 (__TEXT,__text) external _host_info
00007ff8002fa9d8 (__TEXT,__text) external _host_kernel_version
00007ff8002fb410 (__TEXT,__text) external _host_lockgroup_info
00007ff8002f015e (__TEXT,__text) external _host_page_size
00007ff8002f89b4 (__TEXT,__text) external _host_priv_statistics
00007ff8002fad37 (__TEXT,__text) external _host_processor_info
00007ff8002f9db5 (__TEXT,__text) external _host_processor_set_priv
00007ff8002f9c99 (__TEXT,__text) external _host_processor_sets
00007ff8002f8f75 (__TEXT,__text) external _host_processors
00007ff8002f88d5 (__TEXT,__text) external _host_reboot
00007ff8002fb8eb (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8002fba24 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8002e6303 (__TEXT,__text) external _host_request_notification
00007ff8002fa22c (__TEXT,__text) external _host_security_create_task_token
00007ff8002fa396 (__TEXT,__text) external _host_security_set_task_token
00007ff8002f0328 (__TEXT,__text) external _host_self
00007ff8002e4964 (__TEXT,__text) external _host_self_trap
00007ff8002f9ecf (__TEXT,__text) external _host_set_UNDServer
00007ff8002fbb53 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff8002f95c2 (__TEXT,__text) external _host_set_exception_ports
00007ff8002fbde8 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff8002f94d2 (__TEXT,__text) external _host_set_special_port
00007ff8002ec51a (__TEXT,__text) external _host_statistics
00007ff8002ebf62 (__TEXT,__text) external _host_statistics64
00007ff8002f9919 (__TEXT,__text) external _host_swap_exception_ports
00007ff8002faf91 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800309218 (__TEXT,__text) external _i386_get_ldt
00007ff80030922c (__TEXT,__text) external _i386_set_ldt
00007ff841a9d3c8 (__DATA,__data) external _important_boost_assertion_token
00007ff840029978 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff8002efe11 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise
00007ff841a9d3b0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff8002efd8a (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state
00007ff841a9d3a8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff8002efd03 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state_identity
00007ff841a9d3a0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8002e7e1d (__TEXT,__text) external _ioctl
00007ff8002e4790 (__TEXT,__text) external _issetugid
00007ff800308af8 (__TEXT,__text) external _kas_info
00007ff8002e4680 (__TEXT,__text) external _kdebug_is_enabled
00007ff8002f514d (__TEXT,__text) external _kdebug_signpost
00007ff8002ec50e (__TEXT,__text) external _kdebug_signpost_end
00007ff8002ec495 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8002ec489 (__TEXT,__text) external _kdebug_signpost_start
00007ff8002f50fe (__TEXT,__text) external _kdebug_timestamp
00007ff8002f5119 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8002f5133 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8002e4736 (__TEXT,__text) external _kdebug_trace
00007ff8002e6af5 (__TEXT,__text) external _kdebug_trace_string
00007ff8002e46cd (__TEXT,__text) external _kdebug_typefilter
00007ff841a6f050 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00007ff8002f50eb (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8002e9344 (__TEXT,__text) external _kevent
00007ff8002ed8c0 (__TEXT,__text) external _kevent64
00007ff8002e6098 (__TEXT,__text) external _kevent_id
00007ff8002e6080 (__TEXT,__text) external _kevent_qos
00007ff8002fa0b7 (__TEXT,__text) external _kext_request
00007ff8002eab87 (__TEXT,__text) external _kill
00007ff8002f9384 (__TEXT,__text) external _kmod_control
00007ff8002f91ab (__TEXT,__text) external _kmod_create
00007ff8002f92a5 (__TEXT,__text) external _kmod_destroy
00007ff8002fae75 (__TEXT,__text) external _kmod_get_info
00007ff8002f780f (__TEXT,__text) external _kpersona_alloc
00007ff8002f786b (__TEXT,__text) external _kpersona_dealloc
00007ff8002f78fc (__TEXT,__text) external _kpersona_find
00007ff8002f797b (__TEXT,__text) external _kpersona_find_by_type
00007ff8002e7be5 (__TEXT,__text) external _kpersona_get
00007ff8002f789b (__TEXT,__text) external _kpersona_getpath
00007ff8002e79d9 (__TEXT,__text) external _kpersona_info
00007ff8002f783d (__TEXT,__text) external _kpersona_palloc
00007ff8002f78cb (__TEXT,__text) external _kpersona_pidinfo
00007ff8002e932c (__TEXT,__text) external _kqueue
00007ff8002e8e84 (__TEXT,__text) external _lchown
00007ff800308b10 (__TEXT,__text) external _ledger
00007ff8002e8154 (__TEXT,__text) external _link
00007ff800308b28 (__TEXT,__text) external _linkat
00007ff800308b40 (__TEXT,__text) external _lio_listio
00007ff8002eb070 (__TEXT,__text) external _listen
00007ff8002e73c8 (__TEXT,__text) external _listxattr
00007ff8002fa49e (__TEXT,__text) external _lock_acquire
00007ff8002fa81a (__TEXT,__text) external _lock_handoff
00007ff8002fa8f9 (__TEXT,__text) external _lock_handoff_accept
00007ff8002fa73b (__TEXT,__text) external _lock_make_stable
00007ff8002fa57d (__TEXT,__text) external _lock_release
00007ff800301c9e (__TEXT,__text) external _lock_set_create
00007ff800301dbb (__TEXT,__text) external _lock_set_destroy
00007ff8002fa65c (__TEXT,__text) external _lock_try
00007ff8002f1ab7 (__TEXT,__text) external _log_data_as_kernel
00007ff8002e5df0 (__TEXT,__text) external _lseek
00007ff8002ed538 (__TEXT,__text) external _lstat
00007ff8002eb40c (__TEXT,__text) external _lstat$INODE64
00007ff8002eb40c (__TEXT,__text) external _lstat64
00007ff8002e4e20 (__TEXT,__text) external _mach_absolute_time
00007ff8002e5cd9 (__TEXT,__text) external _mach_approximate_time
00007ff8002f123a (__TEXT,__text) external _mach_boottime_usec
00007ff8002ea15d (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8002e4e02 (__TEXT,__text) external _mach_continuous_time
00007ff8002f00db (__TEXT,__text) external _mach_error
00007ff841a9d3f8 (__DATA,__common) external _mach_error_full_diag
00007ff8002e9778 (__TEXT,__text) external _mach_error_string
00007ff8002e978f (__TEXT,__text) non-external (was a private external) _mach_error_string_int
00007ff8002f0018 (__TEXT,__text) external _mach_error_type
00007ff8003076ff (__TEXT,__text) external _mach_eventlink_associate
00007ff8003074ee (__TEXT,__text) external _mach_eventlink_create
00007ff800307631 (__TEXT,__text) external _mach_eventlink_destroy
00007ff800307802 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff8002f14f6 (__TEXT,__text) external _mach_eventlink_signal
00007ff8002f1539 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff8002f1505 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8002e4a00 (__TEXT,__text) external _mach_generate_activity_id
00007ff8002e6225 (__TEXT,__text) external _mach_get_times
00007ff8002e5496 (__TEXT,__text) external _mach_host_self
00007ff8002eee10 (__TEXT,__text) external _mach_host_special_port_description
00007ff840027660 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff8002eee52 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff841a9d220 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff8002e9041 (__TEXT,__text) external _mach_init
00007ff841a6f040 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00007ff8002e905e (__TEXT,__text) non-external _mach_init_doit
00007ff8002ff351 (__TEXT,__text) external _mach_make_memory_entry
00007ff8002e5b7d (__TEXT,__text) external _mach_make_memory_entry_64
00007ff8003072e5 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff8003073fb (__TEXT,__text) external _mach_memory_entry_ownership
00007ff8003071e7 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8002fbc32 (__TEXT,__text) external _mach_memory_info
00007ff8002fac04 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8002fb2dd (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8002e4cb0 (__TEXT,__text) external _mach_msg
00007ff8002e55bb (__TEXT,__text) external _mach_msg_destroy
00007ff8002e572c (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff8002eb137 (__TEXT,__text) external _mach_msg_overwrite
00007ff8002e497c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff8002f018a (__TEXT,__text) external _mach_msg_priority_encode
00007ff8002f0180 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff8002f01c4 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff8002f01d3 (__TEXT,__text) external _mach_msg_priority_qos
00007ff8002f01e2 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8002eddd0 (__TEXT,__text) external _mach_msg_receive
00007ff8002e812a (__TEXT,__text) external _mach_msg_send
00007ff8002ea883 (__TEXT,__text) external _mach_msg_server
00007ff8002eb29c (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff8002f017b (__TEXT,__text) external _mach_msg_server_importance
00007ff8002ece68 (__TEXT,__text) external _mach_msg_server_once
00007ff8002e4970 (__TEXT,__text) external _mach_msg_trap
00007ff8002ffaf9 (__TEXT,__text) external _mach_notify_dead_name
00007ff8002ffa52 (__TEXT,__text) external _mach_notify_no_senders
00007ff8002ff9a5 (__TEXT,__text) external _mach_notify_port_deleted
00007ff8002ffa01 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff8002ffaae (__TEXT,__text) external _mach_notify_send_once
00007ff8002e63f3 (__TEXT,__text) external _mach_port_allocate
00007ff8002f73a6 (__TEXT,__text) external _mach_port_allocate_full
00007ff8002f738d (__TEXT,__text) external _mach_port_allocate_name
00007ff8002f73a1 (__TEXT,__text) external _mach_port_allocate_qos
00007ff8002f7577 (__TEXT,__text) external _mach_port_assert_attributes
00007ff8002e5875 (__TEXT,__text) external _mach_port_construct
00007ff8002e59bd (__TEXT,__text) external _mach_port_deallocate
00007ff8002e8c9f (__TEXT,__text) external _mach_port_destroy
00007ff8002e5e45 (__TEXT,__text) external _mach_port_destruct
00007ff8002f750f (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8002e72f6 (__TEXT,__text) external _mach_port_extract_member
00007ff8002ec250 (__TEXT,__text) external _mach_port_extract_right
00007ff8002e6954 (__TEXT,__text) external _mach_port_get_attributes
00007ff8002e8a35 (__TEXT,__text) external _mach_port_get_context
00007ff8002e71b3 (__TEXT,__text) external _mach_port_get_refs
00007ff8002f7572 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff8002eda81 (__TEXT,__text) external _mach_port_get_set_status
00007ff8002f73b0 (__TEXT,__text) external _mach_port_get_srights
00007ff8002e6d41 (__TEXT,__text) external _mach_port_guard
00007ff8002f7563 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8002e6433 (__TEXT,__text) external _mach_port_insert_member
00007ff8002e6591 (__TEXT,__text) external _mach_port_insert_right
00007ff8002f756d (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8002f7514 (__TEXT,__text) external _mach_port_kernel_object
00007ff8002f7519 (__TEXT,__text) external _mach_port_kobject
00007ff8002f751e (__TEXT,__text) external _mach_port_kobject_description
00007ff8002e4fd7 (__TEXT,__text) external _mach_port_mod_refs
00007ff8002e87bd (__TEXT,__text) external _mach_port_move_member
00007ff8002f7383 (__TEXT,__text) external _mach_port_names
00007ff8002f7392 (__TEXT,__text) external _mach_port_peek
00007ff8002f7388 (__TEXT,__text) external _mach_port_rename
00007ff8002e60f5 (__TEXT,__text) external _mach_port_request_notification
00007ff8002e69bb (__TEXT,__text) external _mach_port_set_attributes
00007ff8002ed999 (__TEXT,__text) external _mach_port_set_context
00007ff8002f7397 (__TEXT,__text) external _mach_port_set_mscount
00007ff8002f739c (__TEXT,__text) external _mach_port_set_seqno
00007ff8002f73ba (__TEXT,__text) external _mach_port_space_basic_info
00007ff8002f73b5 (__TEXT,__text) external _mach_port_space_info
00007ff8002f7568 (__TEXT,__text) external _mach_port_swap_guard
00007ff8002e6b6d (__TEXT,__text) external _mach_port_type
00007ff8002f7523 (__TEXT,__text) external _mach_port_unguard
00007ff8002ed6b5 (__TEXT,__text) external _mach_ports_lookup
00007ff8002ea3e1 (__TEXT,__text) external _mach_ports_register
00007ff8002e4940 (__TEXT,__text) external _mach_reply_port
00007ff8002f063b (__TEXT,__text) external _mach_right_recv_construct
00007ff800309711 (__TEXT,__text) non-external _mach_right_recv_construct.cold.1
00007ff8002f06ce (__TEXT,__text) external _mach_right_recv_destruct
00007ff80030972b (__TEXT,__text) non-external _mach_right_recv_destruct.cold.1
00007ff800309745 (__TEXT,__text) non-external _mach_right_recv_destruct.cold.2
00007ff8002f070b (__TEXT,__text) external _mach_right_send_create
00007ff80030975e (__TEXT,__text) non-external _mach_right_send_create.cold.1
00007ff8002f07bb (__TEXT,__text) external _mach_right_send_once_consume
00007ff8003097e0 (__TEXT,__text) non-external _mach_right_send_once_consume.cold.1
00007ff8003097fa (__TEXT,__text) non-external _mach_right_send_once_consume.cold.2
00007ff8002f077b (__TEXT,__text) external _mach_right_send_once_create
00007ff8003097c6 (__TEXT,__text) non-external _mach_right_send_once_create.cold.1
00007ff8002e8169 (__TEXT,__text) external _mach_right_send_release
00007ff800309792 (__TEXT,__text) non-external _mach_right_send_release.cold.1
00007ff8003097ac (__TEXT,__text) non-external _mach_right_send_release.cold.2
00007ff8002f073e (__TEXT,__text) external _mach_right_send_retain
00007ff800309778 (__TEXT,__text) non-external _mach_right_send_retain.cold.1
00007ff8002f741c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff8002f74b1 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff8002f1248 (__TEXT,__text) external _mach_task_is_self
00007ff8002f0636 (__TEXT,__text) external _mach_task_self
00007ff841a6e9c4 (__DATA_DIRTY,__common) external _mach_task_self_
00007ff8002eee26 (__TEXT,__text) external _mach_task_special_port_description
00007ff840027770 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8002eeec7 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff841a9d320 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff8002e9161 (__TEXT,__text) external _mach_thread_self
00007ff8002eee3c (__TEXT,__text) external _mach_thread_special_port_description
00007ff8400277d0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff8002eeed8 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff841a9d380 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8002e4dbb (__TEXT,__text) external _mach_timebase_info
00007ff841a6f044 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
00007ff8002e4ad8 (__TEXT,__text) external _mach_timebase_info_trap
00007ff8002e64a2 (__TEXT,__text) external _mach_vm_allocate
00007ff8002fef16 (__TEXT,__text) external _mach_vm_behavior_set
00007ff8002ea799 (__TEXT,__text) external _mach_vm_copy
00007ff8002e5ee5 (__TEXT,__text) external _mach_vm_deallocate
00007ff8002fe9c9 (__TEXT,__text) external _mach_vm_inherit
00007ff8002feffd (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8002e47a5 (__TEXT,__text) external _mach_vm_map
00007ff8002fee2f (__TEXT,__text) external _mach_vm_msync
00007ff8002ff598 (__TEXT,__text) external _mach_vm_page_info
00007ff8002ff24a (__TEXT,__text) external _mach_vm_page_query
