                 (undefined) external _AnalyticsSendEvent (from CoreAnalytics)
                 (undefined) external _CONTAINER_PERSONA_PRIMARY (from libSystem)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _NSURLSessionTaskPriorityDefault (from Foundation)
                 (undefined) external _OBJC_CLASS_$_BMStoreConfig (from BiomeStorage)
                 (undefined) external _OBJC_CLASS_$_GEOCountryConfiguration (from GeoServices)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileHandle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHTTPURLResponse (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOutputStream (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSession (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSessionConfiguration (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
0000000281daf960 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC20PegasusConfiguration14ConfigInternal
000000024b2969f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000024b29a9a0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000024b2a1b24 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000024b2a1b48 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000024b2a55b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000024b2a88a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000024b2aa36c (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000024b27601c (__TEXT,__text) non-external _OUTLINED_FUNCTION_70
000000024b276040 (__TEXT,__text) non-external _OUTLINED_FUNCTION_71
000000024b27605c (__TEXT,__text) non-external _OUTLINED_FUNCTION_72
000000024b276078 (__TEXT,__text) non-external _OUTLINED_FUNCTION_73
000000024b276090 (__TEXT,__text) non-external _OUTLINED_FUNCTION_74
000000024b2760a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_75
000000024b2760c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_76
000000024b2760d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_77
000000024b2760e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_78
000000024b2760f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_79
000000024b275b30 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b275b30 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b275bb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b275cb0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b275e2c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b2760d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b27d33c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b291ad4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b293bb0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b297e80 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b29a9b4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b2a55c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b2a6a78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b2a88c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000024b27610c (__TEXT,__text) non-external _OUTLINED_FUNCTION_80
000000024b276118 (__TEXT,__text) non-external _OUTLINED_FUNCTION_81
000000024b27612c (__TEXT,__text) non-external _OUTLINED_FUNCTION_82
000000024b276138 (__TEXT,__text) non-external _OUTLINED_FUNCTION_83
000000024b27614c (__TEXT,__text) non-external _OUTLINED_FUNCTION_84
000000024b27616c (__TEXT,__text) non-external _OUTLINED_FUNCTION_85
000000024b27618c (__TEXT,__text) non-external _OUTLINED_FUNCTION_86
000000024b2761ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_87
000000024b2761c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_88
000000024b275ae0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b275b40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b27d36c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b28dc1c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b291ae4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b2969fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b297e8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b29a9c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b2a1b3c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b2a55ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b2a88d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b2aa37c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000024b2ac050 (__TEXT,__const) non-external (was a private external) _PegasusConfigurationVersionNumber
000000024b2ac010 (__TEXT,__const) non-external (was a private external) _PegasusConfigurationVersionString
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFPropertyListCreateFiltered (from CoreFoundation)
000000024b2abd08 (__TEXT,__objc_methlist) non-external __CLASS_METHODS__TtC20PegasusConfiguration14ConfigInternal
00000002843cfb28 (__AUTH_CONST,__objc_const) non-external __CLASS_PROPERTIES__TtC20PegasusConfiguration14ConfigInternal
00000002843cf378 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration10ParsecKeys
0000000281daf900 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration14ConfigInternal
00000002843cf878 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration15ActivityMonitor
00000002843cf670 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration15TaskCoordinator
0000000281daf808 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration18ResourceAccessSpan
00000002843cf700 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration20ConfigurationLogging
00000002843cf508 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration20ConfigurationManager
0000000281daf850 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration21ConfigFactoryInternal
0000000281daf7b8 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration23ParsecURLRequestBuilder
00000002843ceac0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration23PegasusConfigController
00000002843d00e8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration24PARNetworkRequestFactory
0000000281daf770 (__AUTH,__objc_data) non-external __DATA__TtC20PegasusConfiguration25ResourceAccessNetworkSpan
00000002843cf2a0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfiguration6Locker
00000002843cedf8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter
00000002843cecd8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C820ConfigTaskController
00000002843cf450 (__AUTH_CONST,__objc_const) non-external __DATA__TtC20PegasusConfigurationP33_EEAC374B6C6B78E84C914C3750C38BD020URLSessionDataSource
00000002843cf930 (__AUTH_CONST,__objc_const) non-external __DATA__TtCC20PegasusConfiguration15ActivityMonitor13WeakReference
00000002843cef10 (__AUTH_CONST,__objc_const) non-external __DATA__TtCC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter5State
000000024b2abd20 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC20PegasusConfiguration21ConfigFactoryInternal
00000002843cf330 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration10ParsecKeys
00000002843cf748 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration11NetworkSpan
00000002843cfcd0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration12ActivitySpan
00000002843cfa68 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration13DiskWriteSpan
00000002843cfc88 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration14AtomicProperty
00000002843cfb98 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration14ConfigInternal
00000002843cf810 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration15ActivityMonitor
00000002843cf648 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration15TaskCoordinator
00000002843cf9c0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration18ResourceAccessSpan
00000002843cf4e0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration20ConfigurationManager
00000002843cf598 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration23ParsecURLRequestBuilder
00000002843ce938 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration23PegasusConfigController
00000002843cfe20 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration24PARNetworkRequestFactory
00000002843cf1e8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration25ResourceAccessNetworkSpan
00000002843cf278 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfiguration6Locker
00000002843cedd0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter
00000002843cec10 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C820ConfigTaskController
00000002843ced20 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C89Container
00000002843cf408 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20PegasusConfigurationP33_EEAC374B6C6B78E84C914C3750C38BD020URLSessionDataSource
00000002843cf908 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC20PegasusConfiguration15ActivityMonitor13WeakReference
00000002843cee88 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter5State
00000002843cf2e8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration10ParsecKeys
00000002843cfb40 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration14ConfigInternal
00000002843cf7c8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration15ActivityMonitor
00000002843cf600 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration15TaskCoordinator
00000002843cf978 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration18ResourceAccessSpan
00000002843cf6b8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration20ConfigurationLogging
00000002843cf498 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration20ConfigurationManager
00000002843cfac0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration21ConfigFactoryInternal
00000002843cf550 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration23ParsecURLRequestBuilder
00000002843ce8f0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration23PegasusConfigController
00000002843cfdd8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration24PARNetworkRequestFactory
00000002843cf1a0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration25ResourceAccessNetworkSpan
00000002843cf230 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfiguration6Locker
00000002843ced88 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter
00000002843cebc8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C820ConfigTaskController
00000002843cf3c0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20PegasusConfigurationP33_EEAC374B6C6B78E84C914C3750C38BD020URLSessionDataSource
00000002843cf8c0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC20PegasusConfiguration15ActivityMonitor13WeakReference
00000002843cee40 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC20PegasusConfigurationP33_D758D9336EA834F15B14E3FC78D6A6C819ConfigUsageReporter5State
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000002843cf178 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
000000024b2abd50 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS__TtC20PegasusConfiguration14ConfigInternal(PegasusConfiguration)
00000002843cf070 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
000000024b2abe18 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
000000024b2abe30 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
000000024b2abe50 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
000000024b2abf40 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00000002843cf190 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000002843cf0b8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000002843cf170 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000002843cf158 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000002843cf7b0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_OS_nw_activity
00000002843cf058 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_OS_os_transaction
000000027aa047a0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
000000027aa04788 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
000000027aa04790 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
000000027aa04778 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_OS_nw_activity
000000027aa04780 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_OS_os_transaction
000000027fc342e0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
000000027fc34220 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
000000027fc34280 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
000000027fc34810 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_OS_nw_activity
000000027fc34088 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_OS_os_transaction
00000002843cfc20 (__AUTH_CONST,__objc_const) non-external __PROPERTIES__TtC20PegasusConfiguration14ConfigInternal
00000002843cfb18 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC20PegasusConfiguration14ConfigInternal
00000002843cfb88 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC20PegasusConfiguration14ConfigInternal.7
00000002843cfab0 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC20PegasusConfiguration21ConfigFactoryInternal
00000002843cfb08 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC20PegasusConfiguration21ConfigFactoryInternal.2
000000024b2abf58 (__TEXT,__objc_methlist) non-external __PROTOCOL_INSTANCE_METHODS__TtP20PegasusConfiguration13ConfigFactory_
000000024b2abf78 (__TEXT,__objc_methlist) non-external __PROTOCOL_INSTANCE_METHODS__TtP20PegasusConfiguration6Config_
00000002843cef68 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_METHOD_TYPES__TtP20PegasusConfiguration13ConfigFactory_
00000002843ceff8 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_METHOD_TYPES__TtP20PegasusConfiguration6Config_
00000002843cef90 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROPERTIES__TtP20PegasusConfiguration6Config_
00000002843cef58 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROTOCOLS__TtP20PegasusConfiguration13ConfigFactory_
00000002843cef78 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROTOCOLS__TtP20PegasusConfiguration6Config_
00000002843ceb08 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL__TtP20PegasusConfiguration13ConfigFactory_
00000002843ceb68 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL__TtP20PegasusConfiguration6Config_
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
000000024b273934 (__TEXT,__text) non-external (was a private external) ___swift_allocate_value_buffer
000000024b2baea0 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000024b2baed8 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000024b2baee0 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000024b2baef0 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000024b2baefc (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000024b2baf04 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000024b2baf3c (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000024b2baf44 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000024b2baf5c (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000024b2baf68 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000024b274774 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_0
000000024b274774 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
000000024b274774 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_1
000000024b274774 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
000000024b274774 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
000000024b26257c (__TEXT,__text) non-external (was a private external) ___swift_getEnumTagSinglePayload
000000024b262080 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledName
000000024b2783b8 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameAbstract
000000024b275110 (__TEXT,__text) non-external (was a private external) ___swift_instantiateGenericMetadata
000000024b28649c (__TEXT,__text) non-external (was a private external) ___swift_memcpy0_1
000000024b275838 (__TEXT,__text) non-external (was a private external) ___swift_memcpy10_8
000000024b271cec (__TEXT,__text) non-external (was a private external) ___swift_memcpy16_8
000000024b28a580 (__TEXT,__text) non-external (was a private external) ___swift_memcpy17_8
000000024b270a88 (__TEXT,__text) non-external (was a private external) ___swift_memcpy1_1
000000024b29b9f8 (__TEXT,__text) non-external (was a private external) ___swift_memcpy24_8
000000024b279630 (__TEXT,__text) non-external (was a private external) ___swift_memcpy32_8
000000024b27aa14 (__TEXT,__text) non-external (was a private external) ___swift_memcpy48_8
000000024b2a8128 (__TEXT,__text) non-external (was a private external) ___swift_memcpy56_8
000000024b2898f0 (__TEXT,__text) non-external (was a private external) ___swift_memcpy64_8
000000024b28c5b8 (__TEXT,__text) non-external (was a private external) ___swift_memcpy9_8
000000024b270a94 (__TEXT,__text) non-external (was a private external) ___swift_noop_void_return
000000024b273c70 (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_0
000000024b273c70 (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_1
000000024b273c70 (__TEXT,__text) non-external ___swift_project_boxed_opaque_existential_1Tm
000000024b2738fc (__TEXT,__text) non-external (was a private external) ___swift_project_value_buffer
000000024b2ac930 (__TEXT,__const) non-external (was a private external) ___swift_reflection_version
000000024b2710b0 (__TEXT,__text) non-external (was a private external) ___swift_storeEnumTagSinglePayload
00000002843cd980 (__AUTH_CONST,__const) non-external ___unnamed_1
00000002843cdda8 (__AUTH_CONST,__const) non-external ___unnamed_1
00000002843ce1f8 (__AUTH_CONST,__const) non-external ___unnamed_1
00000002843ce6c8 (__AUTH_CONST,__const) non-external ___unnamed_1
00000002843ce780 (__AUTH_CONST,__const) non-external ___unnamed_1
000000024b2b0098 (__TEXT,__const) non-external ___unnamed_10
00000002843ccbb8 (__AUTH_CONST,__const) non-external ___unnamed_25
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_signpost_emit_with_name_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftEmptySetSingleton (from libswiftCore)
                 (undefined) external __swiftImmortalRefCount (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
000000027aa046b8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
000000027aa04670 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDarwin_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
000000027aa046a8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
000000027aa046b0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
000000027aa046c0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftOSLog (from libswiftOSLog)
000000027aa04640 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftOSLog_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
000000027aa04650 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
000000027aa046a0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_Builtin_float (from libswift_Builtin_float)
000000027aa04698 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_Builtin_float_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_errno (from libswift_errno)
000000027aa04658 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_errno_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_math (from libswift_math)
000000027aa04690 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_math_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_signal (from libswift_signal)
000000027aa04668 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_signal_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_stdio (from libswift_stdio)
000000027aa04688 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_stdio_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_time (from libswift_time)
000000027aa04680 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_time_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
000000027aa04648 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsys_time (from libswiftsys_time)
000000027aa04660 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftsys_time_$_PegasusConfiguration
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftunistd (from libswiftunistd)
000000027aa04678 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftunistd_$_PegasusConfiguration
                 (undefined) external __swift_stdlib_bridgeErrorToNSError (from libswiftCore)
000000024b2847a0 (__TEXT,__text) non-external __swift_stdlib_malloc_size
000000024b2847a0 (__TEXT,__text) non-external __swift_stdlib_malloc_size
000000024b2847a0 (__TEXT,__text) non-external __swift_stdlib_malloc_size
000000024b2847a0 (__TEXT,__text) non-external __swift_stdlib_malloc_size
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
000000024b2b322c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration0A10ClientNameOSHAASQ
000000024b2b3244 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration0A10ClientNameOs12CaseIterableAA8AllCasessADP_Sl
