0000000182771da8 (__DATA,__data) external _NDR_record
0000000180748a88 (__DATA_CONST,__const) non-external _err_codes_ufs
00000001807487c0 (__DATA_CONST,__const) non-external _err_codes_unix
0000000180748bc8 (__DATA_CONST,__const) non-external _err_codes_us
0000000180748db0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000180748ea0 (__DATA_CONST,__const) non-external _err_codes_xkernel
0000000180748508 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000180748580 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00000001807481e8 (__DATA_CONST,__const) non-external _err_os_sub
0000000180748288 (__DATA_CONST,__const) non-external _err_server_sub
0000000180692b70 (__TEXT,__const) non-external _err_us_sub
0000000182771e30 (__DATA,__common) external _errno
000000018068df4c (__TEXT,__text) external _etap_trace_thread
0000000180678ab4 (__TEXT,__text) external _exc_server
0000000180678a80 (__TEXT,__text) external _exc_server_routine
00000001806780cc (__TEXT,__text) external _exception_raise
0000000180678248 (__TEXT,__text) external _exception_raise_state
00000001806784bc (__TEXT,__text) external _exception_raise_state_identity
0000000180663980 (__TEXT,__text) external _exchangedata
0000000180668374 (__TEXT,__text) external _exclaves_boot
0000000180668288 (__TEXT,__text) external _exclaves_endpoint_call
000000018066831c (__TEXT,__text) external _exclaves_named_buffer_copyin
0000000180668348 (__TEXT,__text) external _exclaves_named_buffer_copyout
00000001806682f8 (__TEXT,__text) external _exclaves_named_buffer_create
000000018066e564 (__TEXT,__text) external _execve
00000001806639ac (__TEXT,__text) external _faccessat
00000001806639d8 (__TEXT,__text) external _fchdir
0000000180663a04 (__TEXT,__text) external _fchflags
000000018066c1f8 (__TEXT,__text) external _fchmod
0000000180663a30 (__TEXT,__text) external _fchmodat
0000000180663a5c (__TEXT,__text) external _fchown
0000000180663a88 (__TEXT,__text) external _fchownat
0000000180663ab4 (__TEXT,__text) external _fclonefileat
000000018066ec38 (__TEXT,__text) external _fcntl
000000018066e8bc (__TEXT,__text) external _fcntl$NOCANCEL
0000000180663ae0 (__TEXT,__text) external _fdatasync
0000000180663b0c (__TEXT,__text) external _ffsctl
0000000180663b38 (__TEXT,__text) external _fgetattrlist
0000000180663b64 (__TEXT,__text) external _fgetxattr
0000000180663b90 (__TEXT,__text) external _fhopen
0000000180663bbc (__TEXT,__text) external _fileport_makefd
0000000180663be8 (__TEXT,__text) external _fileport_makeport
0000000180663c14 (__TEXT,__text) external _flistxattr
0000000180663c40 (__TEXT,__text) external _flock
0000000180663c6c (__TEXT,__text) external _fmount
0000000180663c98 (__TEXT,__text) external _fpathconf
0000000180667c78 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
0000000180663cc4 (__TEXT,__text) external _freadlink
0000000180663cf0 (__TEXT,__text) external _fremovexattr
0000000180672b70 (__TEXT,__text) external _fs_snapshot_create
0000000180672bc0 (__TEXT,__text) external _fs_snapshot_delete
0000000180672b8c (__TEXT,__text) external _fs_snapshot_list
0000000180672c30 (__TEXT,__text) external _fs_snapshot_mount
0000000180672bdc (__TEXT,__text) external _fs_snapshot_rename
0000000180672bf8 (__TEXT,__text) external _fs_snapshot_revert
0000000180672c14 (__TEXT,__text) external _fs_snapshot_root
0000000180663d1c (__TEXT,__text) external _fsctl
0000000180663d48 (__TEXT,__text) external _fsetattrlist
0000000180663d74 (__TEXT,__text) external _fsetxattr
0000000180663da0 (__TEXT,__text) external _fsgetpath
0000000180663dcc (__TEXT,__text) external _fsgetpath_ext
0000000180663df8 (__TEXT,__text) external _fstat
0000000180663df8 (__TEXT,__text) external _fstat64
0000000180663e24 (__TEXT,__text) external _fstatat
0000000180663e24 (__TEXT,__text) external _fstatat64
0000000180663e50 (__TEXT,__text) external _fstatfs
0000000180663e50 (__TEXT,__text) external _fstatfs64
0000000180663e7c (__TEXT,__text) external _fsync
00000001806613f8 (__TEXT,__text) external _fsync$NOCANCEL
0000000180663ea8 (__TEXT,__text) external _ftruncate
000000018066ba28 (__TEXT,__text) external _futimens
0000000180663ed4 (__TEXT,__text) external _futimes
0000000182771db0 (__DATA,__crash_info) non-external _gCRAnnotations
0000000180661424 (__TEXT,__text) external _getattrlist
0000000180663f00 (__TEXT,__text) external _getattrlistat
0000000180663f2c (__TEXT,__text) external _getattrlistbulk
0000000180677480 (__TEXT,__text) external _getaudit
0000000180663f58 (__TEXT,__text) external _getaudit_addr
0000000180663f84 (__TEXT,__text) external _getauid
0000000180663fb0 (__TEXT,__text) external _getdirentries
0000000180663fdc (__TEXT,__text) external _getdirentriesattr
0000000180664008 (__TEXT,__text) external _getdtablesize
0000000180664034 (__TEXT,__text) external _getegid
0000000180664060 (__TEXT,__text) external _getentropy
000000018066408c (__TEXT,__text) external _geteuid
00000001806640b8 (__TEXT,__text) external _getfh
00000001806640e4 (__TEXT,__text) external _getfsstat
00000001806640e4 (__TEXT,__text) external _getfsstat64
0000000180664110 (__TEXT,__text) external _getgid
000000018066413c (__TEXT,__text) external _getgroups
000000018066b75c (__TEXT,__text) external _gethostuuid
0000000180669798 (__TEXT,__text) external _getiopolicy_np
0000000180664168 (__TEXT,__text) external _getitimer
00000001806614d4 (__TEXT,__text) external _getpeername
0000000180664194 (__TEXT,__text) external _getpgid
00000001806641c0 (__TEXT,__text) external _getpgrp
0000000180661500 (__TEXT,__text) external _getpid
00000001806641ec (__TEXT,__text) external _getppid
0000000180664218 (__TEXT,__text) external _getpriority
000000018066edd4 (__TEXT,__text) external _getrlimit
0000000180664244 (__TEXT,__text) external _getrusage
000000018066157c (__TEXT,__text) external _getsgroups_np
0000000180664270 (__TEXT,__text) external _getsid
00000001806615a8 (__TEXT,__text) external _getsockname
000000018066429c (__TEXT,__text) external _getsockopt
00000001806642c8 (__TEXT,__text) external _getuid
000000018066165c (__TEXT,__text) external _getwgroups_np
00000001806642f4 (__TEXT,__text) external _getxattr
0000000180664320 (__TEXT,__text) external _grab_pgo_data
000000018066434c (__TEXT,__text) external _graftdmg
0000000180664378 (__TEXT,__text) external _guarded_close_np
00000001806643a4 (__TEXT,__text) external _guarded_kqueue_np
0000000180667cf4 (__TEXT,__text) external _guarded_open_dprotected_np
00000001806778d8 (__TEXT,__text) external _guarded_open_np
00000001806643d0 (__TEXT,__text) external _guarded_pwrite_np
00000001806643fc (__TEXT,__text) external _guarded_write_np
0000000180664428 (__TEXT,__text) external _guarded_writev_np
0000000180696140 (__TEXT,__cstring) non-external _hex
0000000180667d44 (__TEXT,__text) external _host_check_multiuser_mode
0000000180667d4c (__TEXT,__text) external _host_create_mach_voucher
0000000180660904 (__TEXT,__text) external _host_create_mach_voucher_trap
000000018067909c (__TEXT,__text) external _host_default_memory_manager
000000018067ac58 (__TEXT,__text) external _host_get_UNDServer
0000000180667d24 (__TEXT,__text) external _host_get_atm_diagnostic_flag
0000000180678b40 (__TEXT,__text) external _host_get_boot_info
0000000180679790 (__TEXT,__text) external _host_get_clock_control
000000018067bc9c (__TEXT,__text) external _host_get_clock_service
000000018067a0f0 (__TEXT,__text) external _host_get_exception_ports
000000018067bb3c (__TEXT,__text) external _host_get_io_main
0000000180667dc4 (__TEXT,__text) external _host_get_io_master
0000000180667d3c (__TEXT,__text) external _host_get_multiuser_config_flags
0000000180679d18 (__TEXT,__text) external _host_get_special_port
000000018067b294 (__TEXT,__text) external _host_info
000000018067b4b8 (__TEXT,__text) external _host_kernel_version
000000018067c8ec (__TEXT,__text) external _host_lockgroup_info
000000018066817c (__TEXT,__text) external _host_page_size
0000000180678e78 (__TEXT,__text) external _host_priv_statistics
000000018067b99c (__TEXT,__text) external _host_processor_info
000000018067a9bc (__TEXT,__text) external _host_processor_set_priv
000000018067a838 (__TEXT,__text) external _host_processor_sets
000000018067960c (__TEXT,__text) external _host_processors
0000000180678d58 (__TEXT,__text) external _host_reboot
000000018067d1ac (__TEXT,__text) external _host_register_mach_voucher_attr_manager
000000018067d340 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
000000018067c7b8 (__TEXT,__text) external _host_request_notification
000000018067afa8 (__TEXT,__text) external _host_security_create_task_token
000000018067b14c (__TEXT,__text) external _host_security_set_task_token
00000001806695f4 (__TEXT,__text) external _host_self
00000001806607b4 (__TEXT,__text) external _host_self_trap
000000018067ab34 (__TEXT,__text) external _host_set_UNDServer
000000018067d4c8 (__TEXT,__text) external _host_set_atm_diagnostic_flag
0000000180679fb8 (__TEXT,__text) external _host_set_exception_ports
000000018067d800 (__TEXT,__text) external _host_set_multiuser_config_flags
0000000180679e84 (__TEXT,__text) external _host_set_special_port
000000018067c594 (__TEXT,__text) external _host_statistics
000000018067ca80 (__TEXT,__text) external _host_statistics64
000000018067a3c4 (__TEXT,__text) external _host_swap_exception_ports
000000018067bf90 (__TEXT,__text) external _host_virtual_physical_table_info
0000000182771d88 (__DATA,__data) external _important_boost_assertion_token
00000001827d2218 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
0000000180667b6c (__TEXT,__text) non-external _internal_catch_exception_raise
0000000182771d78 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
0000000180667a40 (__TEXT,__text) non-external _internal_catch_exception_raise_state
0000000182771d70 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
0000000180667900 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
0000000182771d68 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
000000018066ee54 (__TEXT,__text) external _ioctl
0000000180664454 (__TEXT,__text) external _issetugid
00000001827724b8 (__DATA,__bss) non-external _kAccountingThreshold
0000000180664480 (__TEXT,__text) external _kas_info
0000000180672e3c (__TEXT,__text) external _kdebug_is_enabled
0000000180673028 (__TEXT,__text) external _kdebug_signpost
00000001806730f4 (__TEXT,__text) external _kdebug_signpost_end
0000000180673030 (__TEXT,__text) non-external _kdebug_signpost_internal
00000001806730e4 (__TEXT,__text) external _kdebug_signpost_start
0000000180672eb0 (__TEXT,__text) external _kdebug_timestamp
0000000180672ec8 (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000180672ee4 (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000180672f00 (__TEXT,__text) external _kdebug_trace
0000000180672f80 (__TEXT,__text) external _kdebug_trace_string
0000000180672db8 (__TEXT,__text) external _kdebug_typefilter
00000001827724e0 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
0000000180672e9c (__TEXT,__text) external _kdebug_using_continuous_time
00000001806644ac (__TEXT,__text) external _kevent
00000001806644d8 (__TEXT,__text) external _kevent64
0000000180664504 (__TEXT,__text) external _kevent_id
0000000180664530 (__TEXT,__text) external _kevent_qos
000000018067adb8 (__TEXT,__text) external _kext_request
00000001806728ec (__TEXT,__text) external _kill
0000000180679b70 (__TEXT,__text) external _kmod_control
0000000180679900 (__TEXT,__text) external _kmod_create
0000000180679a50 (__TEXT,__text) external _kmod_destroy
000000018067be0c (__TEXT,__text) external _kmod_get_info
000000018067756c (__TEXT,__text) external _kpersona_alloc
00000001806775ec (__TEXT,__text) external _kpersona_dealloc
000000018067773c (__TEXT,__text) external _kpersona_find
0000000180677820 (__TEXT,__text) external _kpersona_find_by_type
0000000180677630 (__TEXT,__text) external _kpersona_get
0000000180677670 (__TEXT,__text) external _kpersona_getpath
00000001806776b4 (__TEXT,__text) external _kpersona_info
00000001806775ac (__TEXT,__text) external _kpersona_palloc
00000001806776f8 (__TEXT,__text) external _kpersona_pidinfo
000000018066455c (__TEXT,__text) external _kqueue
0000000180661898 (__TEXT,__text) external _lchown
0000000180664588 (__TEXT,__text) external _ledger
00000001806645b4 (__TEXT,__text) external _link
00000001806645e0 (__TEXT,__text) external _linkat
000000018066460c (__TEXT,__text) external _lio_listio
00000001806618c4 (__TEXT,__text) external _listen
0000000180664638 (__TEXT,__text) external _listxattr
0000000180687b6c (__TEXT,__text) external _lock_set_create
0000000180687cd8 (__TEXT,__text) external _lock_set_destroy
000000018066c1f4 (__TEXT,__text) external _log_data_as_kernel
000000018066191c (__TEXT,__text) external _lseek
0000000180664664 (__TEXT,__text) external _lstat
0000000180664664 (__TEXT,__text) external _lstat64
0000000180660640 (__TEXT,__text) external _mach_absolute_time
00000001806606c4 (__TEXT,__text) external _mach_absolute_time_kernel
000000018066b740 (__TEXT,__text) external _mach_approximate_time
000000018066b838 (__TEXT,__text) external _mach_boottime_usec
0000000180667848 (__TEXT,__text) external _mach_continuous_approximate_time
00000001806677d0 (__TEXT,__text) external _mach_continuous_time
00000001806606d0 (__TEXT,__text) external _mach_continuous_time_kernel
00000001806680f4 (__TEXT,__text) external _mach_error
0000000182771df8 (__DATA,__common) external _mach_error_full_diag
00000001806680d0 (__TEXT,__text) external _mach_error_string
0000000180667f44 (__TEXT,__text) non-external _mach_error_string_int
0000000180667dc8 (__TEXT,__text) external _mach_error_type
00000001806911b8 (__TEXT,__text) external _mach_eventlink_associate
0000000180690ef8 (__TEXT,__text) external _mach_eventlink_create
0000000180691098 (__TEXT,__text) external _mach_eventlink_destroy
0000000180691300 (__TEXT,__text) external _mach_eventlink_disassociate
000000018066b98c (__TEXT,__text) external _mach_eventlink_signal
000000018066b9e8 (__TEXT,__text) external _mach_eventlink_signal_wait_until
000000018066b9a8 (__TEXT,__text) external _mach_eventlink_wait_until
0000000180660850 (__TEXT,__text) external _mach_generate_activity_id
000000018066ea58 (__TEXT,__text) external _mach_get_times
00000001806699ec (__TEXT,__text) external _mach_host_self
00000001806660c8 (__TEXT,__text) external _mach_host_special_port_description
0000000180748058 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
0000000180666128 (__TEXT,__text) external _mach_host_special_port_for_id
0000000182771bf0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
0000000180668190 (__TEXT,__text) external _mach_init
00000001827724a8 (__DATA,__bss) non-external _mach_init.mach_init_inited
00000001806681c8 (__TEXT,__text) non-external _mach_init_doit
00000001806832a4 (__TEXT,__text) external _mach_make_memory_entry
0000000180690378 (__TEXT,__text) external _mach_make_memory_entry_64
0000000180690c40 (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000180690dc0 (__TEXT,__text) external _mach_memory_entry_ownership
0000000180690ae4 (__TEXT,__text) external _mach_memory_entry_purgable_control
000000018067d5e8 (__TEXT,__text) external _mach_memory_info
000000018067b80c (__TEXT,__text) external _mach_memory_object_memory_entry
000000018067c404 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00000001806684a8 (__TEXT,__text) external _mach_msg
000000018066839c (__TEXT,__text) external _mach_msg2_internal
0000000180660880 (__TEXT,__text) external _mach_msg2_trap
0000000180668798 (__TEXT,__text) external _mach_msg_destroy
00000001806688e8 (__TEXT,__text) non-external _mach_msg_destroy_port
00000001806684cc (__TEXT,__text) external _mach_msg_overwrite
00000001806607cc (__TEXT,__text) external _mach_msg_overwrite_trap
00000001806690e8 (__TEXT,__text) external _mach_msg_priority_encode
00000001806690d8 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
000000018066911c (__TEXT,__text) external _mach_msg_priority_overide_qos
000000018066912c (__TEXT,__text) external _mach_msg_priority_qos
000000018066913c (__TEXT,__text) external _mach_msg_priority_relpri
000000018066875c (__TEXT,__text) external _mach_msg_receive
0000000180668720 (__TEXT,__text) external _mach_msg_send
0000000180668d4c (__TEXT,__text) external _mach_msg_server
0000000180668ce4 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00000001806690c4 (__TEXT,__text) external _mach_msg_server_importance
0000000180668a0c (__TEXT,__text) external _mach_msg_server_once
00000001806607c0 (__TEXT,__text) external _mach_msg_trap
0000000180684144 (__TEXT,__text) external _mach_notify_dead_name
0000000180684080 (__TEXT,__text) external _mach_notify_no_senders
0000000180683fa4 (__TEXT,__text) external _mach_notify_port_deleted
000000018068400c (__TEXT,__text) external _mach_notify_port_destroyed
00000001806840e8 (__TEXT,__text) external _mach_notify_send_once
0000000180676328 (__TEXT,__text) external _mach_port_allocate
00000001806766ac (__TEXT,__text) external _mach_port_allocate_full
0000000180676324 (__TEXT,__text) external _mach_port_allocate_name
00000001806766a8 (__TEXT,__text) external _mach_port_allocate_qos
0000000180676cb8 (__TEXT,__text) external _mach_port_assert_attributes
0000000180676ad0 (__TEXT,__text) external _mach_port_construct
000000018067639c (__TEXT,__text) external _mach_port_deallocate
0000000180676398 (__TEXT,__text) external _mach_port_destroy
0000000180676768 (__TEXT,__text) external _mach_port_destruct
000000018067695c (__TEXT,__text) external _mach_port_dnrequest_info
0000000180676a14 (__TEXT,__text) external _mach_port_extract_member
0000000180676610 (__TEXT,__text) external _mach_port_extract_right
0000000180676618 (__TEXT,__text) external _mach_port_get_attributes
0000000180676a84 (__TEXT,__text) external _mach_port_get_context
00000001806763f8 (__TEXT,__text) external _mach_port_get_refs
0000000180676cb4 (__TEXT,__text) external _mach_port_get_service_port_info
000000018067647c (__TEXT,__text) external _mach_port_get_set_status
00000001806766b4 (__TEXT,__text) external _mach_port_get_srights
0000000180676b48 (__TEXT,__text) external _mach_port_guard
0000000180676ca8 (__TEXT,__text) external _mach_port_guard_with_flags
00000001806769a4 (__TEXT,__text) external _mach_port_insert_member
0000000180676598 (__TEXT,__text) external _mach_port_insert_right
0000000180676cb0 (__TEXT,__text) external _mach_port_is_connection_for_service
0000000180676960 (__TEXT,__text) external _mach_port_kernel_object
0000000180676ac8 (__TEXT,__text) external _mach_port_kobject
0000000180676acc (__TEXT,__text) external _mach_port_kobject_description
00000001806763fc (__TEXT,__text) external _mach_port_mod_refs
0000000180676480 (__TEXT,__text) external _mach_port_move_member
00000001806762ac (__TEXT,__text) external _mach_port_names
0000000180676474 (__TEXT,__text) external _mach_port_peek
0000000180676320 (__TEXT,__text) external _mach_port_rename
00000001806764f0 (__TEXT,__text) external _mach_port_request_notification
00000001806766a4 (__TEXT,__text) external _mach_port_set_attributes
0000000180676ac4 (__TEXT,__text) external _mach_port_set_context
0000000180676478 (__TEXT,__text) external _mach_port_set_mscount
0000000180676614 (__TEXT,__text) external _mach_port_set_seqno
00000001806766bc (__TEXT,__text) external _mach_port_space_basic_info
00000001806766b8 (__TEXT,__text) external _mach_port_space_info
0000000180676cac (__TEXT,__text) external _mach_port_swap_guard
00000001806762b0 (__TEXT,__text) external _mach_port_type
0000000180676bc0 (__TEXT,__text) external _mach_port_unguard
00000001806866ac (__TEXT,__text) external _mach_ports_lookup
0000000180686578 (__TEXT,__text) external _mach_ports_register
0000000180660790 (__TEXT,__text) external _mach_reply_port
0000000180669a80 (__TEXT,__text) external _mach_right_recv_construct
0000000180669b44 (__TEXT,__text) external _mach_right_recv_destruct
0000000180669bdc (__TEXT,__text) external _mach_right_send_create
0000000180669dd0 (__TEXT,__text) external _mach_right_send_once_consume
0000000180669d64 (__TEXT,__text) external _mach_right_send_once_create
0000000180669cb8 (__TEXT,__text) external _mach_right_send_release
0000000180669c44 (__TEXT,__text) external _mach_right_send_retain
000000018067683c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00000001806768e8 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
000000018066b848 (__TEXT,__text) external _mach_task_is_self
00000001806699f0 (__TEXT,__text) external _mach_task_self
0000000182772490 (__DATA,__common) external _mach_task_self_
00000001806660e8 (__TEXT,__text) external _mach_task_special_port_description
0000000180748168 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00000001806661f0 (__TEXT,__text) external _mach_task_special_port_for_id
0000000182771ce8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00000001806699f4 (__TEXT,__text) external _mach_thread_self
0000000180666108 (__TEXT,__text) external _mach_thread_special_port_description
00000001807481c8 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
0000000180666200 (__TEXT,__text) external _mach_thread_special_port_for_id
0000000182771d48 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000180672d60 (__TEXT,__text) external _mach_timebase_info
00000001827724d4 (__DATA,__bss) non-external _mach_timebase_info.cached_info
0000000180660940 (__TEXT,__text) external _mach_timebase_info_trap
0000000180676cbc (__TEXT,__text) external _mach_vm_allocate
0000000180682744 (__TEXT,__text) external _mach_vm_behavior_set
00000001806823ac (__TEXT,__text) external _mach_vm_copy
0000000180676d70 (__TEXT,__text) external _mach_vm_deallocate
0000000180683a90 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000180683bb0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000180683cd0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000180681e38 (__TEXT,__text) external _mach_vm_inherit
00000001806829fc (__TEXT,__text) external _mach_vm_machine_attribute
0000000180676eec (__TEXT,__text) external _mach_vm_map
0000000180682620 (__TEXT,__text) external _mach_vm_msync
000000018068359c (__TEXT,__text) external _mach_vm_page_info
0000000180682cf0 (__TEXT,__text) external _mach_vm_page_query
0000000180683788 (__TEXT,__text) external _mach_vm_page_range_query
0000000180676e18 (__TEXT,__text) external _mach_vm_protect
0000000180677404 (__TEXT,__text) external _mach_vm_purgable_control
0000000180683df0 (__TEXT,__text) external _mach_vm_range_create
0000000180677160 (__TEXT,__text) external _mach_vm_read
00000001806820e8 (__TEXT,__text) external _mach_vm_read_list
00000001806824cc (__TEXT,__text) external _mach_vm_read_overwrite
000000018066a1b0 (__TEXT,__text) external _mach_vm_reclaim_is_available
0000000180669f48 (__TEXT,__text) external _mach_vm_reclaim_mark_free
000000018066a08c (__TEXT,__text) external _mach_vm_reclaim_mark_used
0000000180669e80 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
000000018066a1d4 (__TEXT,__text) external _mach_vm_reclaim_synchronize
000000018066a19c (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000180683074 (__TEXT,__text) external _mach_vm_region
0000000180682e58 (__TEXT,__text) external _mach_vm_region_recurse
0000000180677028 (__TEXT,__text) external _mach_vm_remap
00000001806770c4 (__TEXT,__text) external _mach_vm_remap_new
000000018067a700 (__TEXT,__text) external _mach_vm_wire
0000000180682270 (__TEXT,__text) external _mach_vm_write
0000000180691b24 (__TEXT,__text) external _mach_voucher_attr_command
00000001806690c8 (__TEXT,__text) external _mach_voucher_deallocate
0000000180691d88 (__TEXT,__text) external _mach_voucher_debug_info
00000001806918cc (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000018069142c (__TEXT,__text) external _mach_voucher_extract_attr_content
0000000180676c30 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000180660910 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
000000018066094c (__TEXT,__text) external _mach_wait_until
000000018067ce8c (__TEXT,__text) external _mach_zone_force_gc
000000018067ddd8 (__TEXT,__text) external _mach_zone_get_btlog_records
000000018067dc44 (__TEXT,__text) external _mach_zone_get_zlog_zones
000000018067ccbc (__TEXT,__text) external _mach_zone_info
000000018067da94 (__TEXT,__text) external _mach_zone_info_for_largest_zone
000000018067d920 (__TEXT,__text) external _mach_zone_info_for_zone
00000001806608c8 (__TEXT,__text) external _macx_backing_store_recovery
00000001806608bc (__TEXT,__text) external _macx_backing_store_suspend
0000000180660898 (__TEXT,__text) external _macx_swapoff
000000018066088c (__TEXT,__text) external _macx_swapon
00000001806608b0 (__TEXT,__text) external _macx_triggers
0000000180664690 (__TEXT,__text) external _madvise
0000000180665a38 (__TEXT,__text) non-external (was a private external) _malloc
00000001827724b0 (__DATA,__bss) non-external _master_host_port
0000000180665b90 (__TEXT,__text) non-external _memcpy
00000001806646bc (__TEXT,__text) external _memorystatus_control
00000001806646e8 (__TEXT,__text) external _memorystatus_get_level
0000000180669154 (__TEXT,__text) external _mig_allocate
00000001806693a8 (__TEXT,__text) external _mig_dealloc_reply_port
00000001806766fc (__TEXT,__text) external _mig_dealloc_special_reply_port
00000001806691b0 (__TEXT,__text) external _mig_deallocate
0000000180669314 (__TEXT,__text) external _mig_get_reply_port
00000001806766c0 (__TEXT,__text) external _mig_get_special_reply_port
0000000180669420 (__TEXT,__text) external _mig_put_reply_port
00000001806692e0 (__TEXT,__text) external _mig_reply_setup
0000000180669424 (__TEXT,__text) external _mig_strncpy
000000018066946c (__TEXT,__text) external _mig_strncpy_zerofill
0000000180664714 (__TEXT,__text) external _mincore
0000000180664740 (__TEXT,__text) external _minherit
0000000180660970 (__TEXT,__text) external _mk_timer_arm
0000000180660988 (__TEXT,__text) external _mk_timer_arm_leeway
000000018066097c (__TEXT,__text) external _mk_timer_cancel
0000000180660958 (__TEXT,__text) external _mk_timer_create
0000000180660964 (__TEXT,__text) external _mk_timer_destroy
000000018066476c (__TEXT,__text) external _mkdir
0000000180664798 (__TEXT,__text) external _mkdirat
00000001806647c4 (__TEXT,__text) external _mkfifo
00000001806647f0 (__TEXT,__text) external _mkfifoat
000000018066481c (__TEXT,__text) external _mknod
0000000180664848 (__TEXT,__text) external _mknodat
0000000180664874 (__TEXT,__text) external _mlock
00000001806648a0 (__TEXT,__text) external _mlockall
0000000180672a88 (__TEXT,__text) external _mmap
00000001806648cc (__TEXT,__text) external _mount
0000000180661dc0 (__TEXT,__text) external _mprotect
00000001806648f8 (__TEXT,__text) external _mremap_encrypted
00000001806695e0 (__TEXT,__text) external _msg_receive
00000001806695d0 (__TEXT,__text) external _msg_rpc
00000001806695d8 (__TEXT,__text) external _msg_send
0000000180661dec (__TEXT,__text) external _msgctl
0000000180664924 (__TEXT,__text) external _msgget
0000000180664950 (__TEXT,__text) external _msgrcv
0000000180661e18 (__TEXT,__text) external _msgrcv$NOCANCEL
000000018066497c (__TEXT,__text) external _msgsnd
0000000180661e44 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180660c44 (__TEXT,__text) external _msgsys
0000000180661e9c (__TEXT,__text) external _msync
0000000180661ec8 (__TEXT,__text) external _msync$NOCANCEL
00000001806649a8 (__TEXT,__text) external _munlock
00000001806649d4 (__TEXT,__text) external _munlockall
0000000180677934 (__TEXT,__text) external _munmap
0000000180664a00 (__TEXT,__text) external _necp_client_action
0000000180664a2c (__TEXT,__text) external _necp_match_policy
0000000180664a58 (__TEXT,__text) external _necp_open
0000000180664a84 (__TEXT,__text) external _necp_session_action
0000000180664ab0 (__TEXT,__text) external _necp_session_open
0000000180664adc (__TEXT,__text) external _net_qos_guideline
0000000180664b08 (__TEXT,__text) external _netagent_trigger
0000000180685a00 (__TEXT,__text) external _netname_check_in
0000000180685e00 (__TEXT,__text) external _netname_check_out
0000000180685ba8 (__TEXT,__text) external _netname_look_up
0000000180685fa4 (__TEXT,__text) external _netname_version
000000018066b898 (__TEXT,__text) external _nfsclnt
0000000180664b34 (__TEXT,__text) external _nfssvc
0000000182771d98 (__DATA,__data) external _non_boost_assertion_token
0000000182771d90 (__DATA,__data) external _normal_boost_assertion_token
0000000180664b60 (__TEXT,__text) external _ntp_adjtime
0000000180664b8c (__TEXT,__text) external _ntp_gettime
0000000180664bb8 (__TEXT,__text) external _objc_bp_assist_cfg_np
000000018067496c (__TEXT,__text) external _open
000000018066b924 (__TEXT,__text) external _open$NOCANCEL
00000001806754c8 (__TEXT,__text) external _open_dprotected_np
00000001806749a0 (__TEXT,__text) external _openat
000000018066b958 (__TEXT,__text) external _openat$NOCANCEL
0000000180675584 (__TEXT,__text) external _openat_authenticated_np
0000000180675524 (__TEXT,__text) external _openat_dprotected_np
0000000180664be4 (__TEXT,__text) external _openbyid_np
00000001806675e4 (__TEXT,__text) external _os_buflet_get_data_address
00000001806675b4 (__TEXT,__text) external _os_buflet_get_data_length
00000001806675ec (__TEXT,__text) external _os_buflet_get_data_limit
00000001806675ac (__TEXT,__text) external _os_buflet_get_data_offset
00000001806675d4 (__TEXT,__text) external _os_buflet_get_object_address
00000001806675dc (__TEXT,__text) external _os_buflet_get_object_limit
