                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
0000000191283798 (__TEXT,__text) external _NEAuditTokenForPID
0000000191286be4 (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.35.cold.1
00000001912829b8 (__TEXT,__text) non-external ___ne_filter_send_approved_frames_block_invoke
0000000191282c64 (__TEXT,__text) non-external ___ne_filter_send_approved_frames_block_invoke.59
0000000191277990 (__TEXT,__text) non-external ___ne_filter_stats_report_register_block_invoke
0000000191275d98 (__TEXT,__text) non-external ___ne_parse_necp_drop_dest_dictionary_block_invoke
0000000191286720 (__TEXT,__text) non-external ___ne_parse_necp_drop_dest_dictionary_block_invoke.cold.1
000000019126ed9c (__TEXT,__text) non-external ___ne_session_cancel_block_invoke
0000000191274e0c (__TEXT,__text) non-external ___ne_session_clear_event_handler_block_invoke
0000000191275f5c (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke
00000001912760c0 (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke_2
0000000191276140 (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke_3
00000001912724a8 (__TEXT,__text) non-external ___ne_session_copy_security_session_info_block_invoke
000000019126e884 (__TEXT,__text) non-external ___ne_session_create_block_invoke
000000019126ff14 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke
00000001912700c8 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke.67
0000000191270070 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2
00000001912701ac (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2.69
00000001912851a8 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2.69.cold.1
000000019127538c (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke
00000001912755c0 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.221
00000001912862dc (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.221.cold.1
00000001912756cc (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.223
0000000191275730 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.230
0000000191275568 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke_2
000000019126ee2c (__TEXT,__text) non-external ___ne_session_get_status_block_invoke
000000019126f15c (__TEXT,__text) non-external ___ne_session_get_status_block_invoke.16
000000019126f108 (__TEXT,__text) non-external ___ne_session_get_status_block_invoke_2
000000019126e618 (__TEXT,__text) non-external ___ne_session_is_always_on_vpn_enabled_block_invoke
000000019126f2a4 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke
000000019126f6c0 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.35
0000000191285118 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.35.cold.1
000000019126f7cc (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.37
000000019126f830 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.45
000000019126f668 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke_2
0000000191275868 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke
000000019128636c (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.1
00000001912863e0 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.2
0000000191286454 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.3
00000001912864c8 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.4
0000000191286538 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.5
00000001912865a4 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.6
0000000191286610 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.7
0000000191286698 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.8
0000000191272e00 (__TEXT,__text) non-external ___ne_session_policy_copy_flow_divert_token_block_invoke
000000019126ea88 (__TEXT,__text) non-external ___ne_session_release_block_invoke
000000019126fad0 (__TEXT,__text) non-external ___ne_session_send_barrier_block_invoke
000000019126fb34 (__TEXT,__text) non-external ___ne_session_send_barrier_block_invoke.55
000000019126eba4 (__TEXT,__text) non-external ___ne_session_set_event_handler_block_invoke
000000019126fbf4 (__TEXT,__text) non-external ___ne_session_start_on_behalf_of_block_invoke
0000000191275788 (__TEXT,__text) non-external ___ne_session_stop_with_reason_block_invoke
00000001912761d4 (__TEXT,__text) non-external ___ne_session_update_cached_values_block_invoke
00000001912714e0 (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke
00000001912859d8 (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke.cold.1
0000000191285a40 (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke.cold.2
0000000191275234 (__TEXT,__text) non-external ___notify_client_block_invoke
0000000191275350 (__TEXT,__text) non-external ___notify_client_block_invoke.213
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
00000001d6b08404 (__DATA,__bss) non-external __ne_session_cache_lock
00000001d6b07ea4 (__DATA,__data) non-external __ne_session_cache_notify_token
00000001d6b08440 (__DATA,__bss) non-external __ne_session_master_cache
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __xpc_error_connection_interrupted (from libSystem)
                 (undefined) external __xpc_error_key_description (from libSystem)
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_data (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_endpoint (from libSystem)
                 (undefined) external __xpc_type_error (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external _audit_session_port (from libSystem)
                 (undefined) external _audit_session_self (from libSystem)
                 (undefined) external _audit_token_to_asid (from libbsm)
                 (undefined) external _audit_token_to_egid (from libbsm)
                 (undefined) external _audit_token_to_euid (from libbsm)
                 (undefined) external _audit_token_to_pid (from libbsm)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_cmp_safe (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_retain (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_suspend (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
000000019126ef98 (__TEXT,__text) non-external _fetch_status
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
00000001d6b085e4 (__DATA,__common) external _g_NEFilterDisable
00000001d6b084c0 (__DATA,__bss) non-external _g_filter_protocol_callbacks
00000001d6b08494 (__DATA,__bss) non-external _g_filter_protocol_identifier
00000001d6b085d0 (__DATA,__common) external _g_ne_read_uuid_cache
00000001d6b085d1 (__DATA,__common) external _g_ne_uuid_cache_hit
00000001d6b08388 (__DATA,__bss) non-external _g_queue
00000001d6b08390 (__DATA,__bss) non-external _g_sessions
00000001d6b085d8 (__DATA,__common) external _g_stats_globals
00000001d6b085e0 (__DATA,__common) external _g_testControlUnit
00000001d6b08460 (__DATA,__bss) non-external _g_testProviderFactory
00000001d6b08410 (__DATA,__bss) non-external _g_uuid_cache
00000001d6b08408 (__DATA,__bss) non-external _g_uuid_cache_lock
000000019126f478 (__TEXT,__text) non-external _get_connection
000000019126e2d0 (__TEXT,__text) non-external _get_current_config_state
00000001d6b07ea0 (__DATA,__data) non-external _get_current_config_state.config_token
00000001d6b08430 (__DATA,__bss) non-external _get_current_config_state.current_state
000000019126dd74 (__TEXT,__text) non-external _get_current_notify_pid
00000001d6b08420 (__DATA,__bss) non-external _get_current_notify_pid.current_pid
00000001d6b07e98 (__DATA,__data) non-external _get_current_notify_pid.sm_token
00000001d6b08450 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_init
00000001d6b08448 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_queue
                 (undefined) external _getegid (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
00000001d6b08438 (__DATA,__bss) non-external _globals_init.sess_init
                 (undefined) external _in6addr_any (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
                 (undefined) external _inet_pton (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kSecRandomDefault (from Security)
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
00000001912743b8 (__TEXT,__text) non-external _ne_copy_cached_bundle_identifier_for_synthesized_uuid_locked
000000019127426c (__TEXT,__text) external _ne_copy_cached_bundle_identifier_for_uuid
000000019127467c (__TEXT,__text) external _ne_copy_cached_preferred_bundle_for_bundle_identifier
0000000191274058 (__TEXT,__text) non-external _ne_copy_cached_synthesized_uuids_for_bundle_identifier_locked
0000000191273edc (__TEXT,__text) external _ne_copy_cached_uuids_for_bundle_identifier
00000001912734e4 (__TEXT,__text) external _ne_copy_signature_info_for_pid
0000000191285df8 (__TEXT,__text) non-external _ne_copy_signature_info_for_pid.cold.1
0000000191285e38 (__TEXT,__text) non-external _ne_copy_signature_info_for_pid.cold.2
0000000191273360 (__TEXT,__text) external _ne_copy_signing_identifier_for_pid
0000000191285d20 (__TEXT,__text) non-external _ne_copy_signing_identifier_for_pid.cold.1
0000000191285d7c (__TEXT,__text) non-external _ne_copy_signing_identifier_for_pid.cold.2
0000000191273e9c (__TEXT,__text) external _ne_copy_uuid_cache
000000019127368c (__TEXT,__text) external _ne_copy_uuid_cache_locked
0000000191285eb4 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.1
0000000191285f24 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.2
0000000191285f94 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.3
0000000191285ff0 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.4
0000000191286024 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.5
0000000191286094 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.6
0000000191286108 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.7
000000019128617c (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.8
00000001d6b08418 (__DATA,__bss) non-external _ne_copy_uuid_cache_locked.g_my_os_version
0000000191277244 (__TEXT,__text) external _ne_filter_allocate_globals
000000019127d5d4 (__TEXT,__text) non-external _ne_filter_cleanup
000000019128891c (__TEXT,__text) non-external _ne_filter_cleanup.cold.1
0000000191288988 (__TEXT,__text) non-external _ne_filter_cleanup.cold.2
00000001912889f4 (__TEXT,__text) non-external _ne_filter_cleanup.cold.3
00000001d6b08468 (__DATA,__bss) non-external _ne_filter_connection_queue.filter_queue
00000001d6b08470 (__DATA,__bss) non-external _ne_filter_connection_queue.onceToken
0000000191276f58 (__TEXT,__text) external _ne_filter_copy_connection
00000001912806e0 (__TEXT,__text) non-external _ne_filter_create_wildcard_remote_sockaddr
0000000191283a40 (__TEXT,__text) external _ne_filter_crypto_generate_client_key
0000000191289ec0 (__TEXT,__text) non-external _ne_filter_crypto_generate_client_key.cold.1
0000000191283ad8 (__TEXT,__text) external _ne_filter_crypto_init_client
0000000191289f38 (__TEXT,__text) non-external _ne_filter_crypto_init_client.cold.1
00000001912839a0 (__TEXT,__text) external _ne_filter_crypto_init_master
0000000191289e58 (__TEXT,__text) non-external _ne_filter_crypto_init_master.cold.1
0000000191289e8c (__TEXT,__text) non-external _ne_filter_crypto_init_master.cold.2
0000000191283e70 (__TEXT,__text) non-external _ne_filter_crypto_print_data
000000019128a010 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.1
000000019128a3f8 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.10
000000019128a468 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.11
000000019128a4d8 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.12
000000019128a550 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.13
000000019128a080 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.2
000000019128a0f0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.3
000000019128a160 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.4
000000019128a1d0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.5
000000019128a240 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.6
000000019128a2b0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.7
000000019128a320 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.8
000000019128a38c (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.9
0000000191283b48 (__TEXT,__text) external _ne_filter_crypto_sign_data
0000000191289f6c (__TEXT,__text) non-external _ne_filter_crypto_sign_data.cold.1
0000000191289fa0 (__TEXT,__text) non-external _ne_filter_crypto_sign_data.cold.2
0000000191283d38 (__TEXT,__text) non-external _ne_filter_crypto_update_context
0000000191284244 (__TEXT,__text) external _ne_filter_crypto_validate_data
000000019128a5c0 (__TEXT,__text) non-external _ne_filter_crypto_validate_data.cold.1
000000019128a5f4 (__TEXT,__text) non-external _ne_filter_crypto_validate_data.cold.2
000000019127e768 (__TEXT,__text) non-external _ne_filter_data_protocol_send_data
0000000191288d58 (__TEXT,__text) non-external _ne_filter_data_protocol_send_data.cold.1
0000000191288dbc (__TEXT,__text) non-external _ne_filter_data_protocol_send_data.cold.2
000000019127e4d8 (__TEXT,__text) non-external _ne_filter_data_protocol_send_finished
0000000191288d24 (__TEXT,__text) non-external _ne_filter_data_protocol_send_finished.cold.1
00000001912772b4 (__TEXT,__text) external _ne_filter_deallocate_globals
0000000191280790 (__TEXT,__text) non-external _ne_filter_generate_crypto_signature
0000000191288fc4 (__TEXT,__text) non-external _ne_filter_generate_crypto_signature.cold.1
0000000191277fa8 (__TEXT,__text) external _ne_filter_get_definition
00000001d6b08478 (__DATA,__bss) non-external _ne_filter_get_definition.filter_definition
00000001d6b08480 (__DATA,__bss) non-external _ne_filter_get_definition.onceToken
000000019127d828 (__TEXT,__text) non-external _ne_filter_handle_input_finished
0000000191288a98 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.1
0000000191288b04 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.2
0000000191288b70 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.3
0000000191288c14 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.4
0000000191282ca4 (__TEXT,__text) non-external _ne_filter_handle_output_finished
0000000191289738 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.1
00000001912897a4 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.2
0000000191289810 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.3
00000001912898b4 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.4
0000000191278490 (__TEXT,__text) external _ne_filter_partial_input_frame_finalizer
0000000191286d80 (__TEXT,__text) non-external _ne_filter_partial_input_frame_finalizer.cold.1
000000019127c1d8 (__TEXT,__text) non-external _ne_filter_process_verdict
0000000191288594 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.1
0000000191288604 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.2
0000000191288690 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.3
0000000191288708 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.4
000000019127873c (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler
0000000191286e20 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.1
0000000191286e8c (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.2
0000000191286ef8 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.3
0000000191286f2c (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.4
0000000191286fa4 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.5
000000019127ab88 (__TEXT,__text) non-external _ne_filter_protocol_connect
0000000191287bd0 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.1
0000000191287c3c (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.2
0000000191287ca8 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.3
0000000191287cdc (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.4
0000000191287d80 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.5
000000019127b668 (__TEXT,__text) non-external _ne_filter_protocol_connected
0000000191287e24 (__TEXT,__text) non-external _ne_filter_protocol_connected.cold.1
0000000191287e90 (__TEXT,__text) non-external _ne_filter_protocol_connected.cold.2
000000019127bda4 (__TEXT,__text) non-external _ne_filter_protocol_create
0000000191288370 (__TEXT,__text) non-external _ne_filter_protocol_create.cold.1
00000001912782c8 (__TEXT,__text) non-external _ne_filter_protocol_destroy
0000000191286cdc (__TEXT,__text) non-external _ne_filter_protocol_destroy.cold.1
000000019127b78c (__TEXT,__text) non-external _ne_filter_protocol_disconnect
0000000191287efc (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.1
0000000191287f68 (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.2
0000000191287fd4 (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.3
000000019127b930 (__TEXT,__text) non-external _ne_filter_protocol_disconnected
0000000191288078 (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.1
00000001912880e4 (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.2
0000000191288150 (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.3
000000019127d3b0 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow
00000001912887a0 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.1
000000019128880c (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.2
0000000191288878 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.3
000000019127a0f8 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames
000000019128746c (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.1
00000001912874d8 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.2
0000000191287544 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.3
0000000191287578 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.4
000000019128761c (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.5
0000000191280258 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request
0000000191288df0 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.1
0000000191288e5c (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.2
0000000191288ec8 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.3
0000000191288f34 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.4
0000000191278ef0 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames
0000000191287120 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.1
000000019128718c (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.2
00000001912871f8 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.3
0000000191287288 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.4
000000019128732c (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.5
0000000191279dc8 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames
0000000191287360 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.1
00000001912873cc (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.2
0000000191287438 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.3
000000019127bfdc (__TEXT,__text) external _ne_filter_protocol_handle_message
00000001912884bc (__TEXT,__text) non-external _ne_filter_protocol_handle_message.cold.1
0000000191288528 (__TEXT,__text) non-external _ne_filter_protocol_handle_message.cold.2
000000019127807c (__TEXT,__text) external _ne_filter_protocol_identifier
00000001d6b08490 (__DATA,__bss) non-external _ne_filter_protocol_identifier.g_hasNESMAccess
00000001d6b08488 (__DATA,__bss) non-external _ne_filter_protocol_identifier.onceToken
000000019127a63c (__TEXT,__text) non-external _ne_filter_protocol_input_available
00000001912876c0 (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.1
000000019128772c (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.2
0000000191287798 (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.3
000000019127a7f4 (__TEXT,__text) non-external _ne_filter_protocol_input_finished
00000001912878d8 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.1
0000000191287944 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.2
00000001912879b0 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.3
000000019127a718 (__TEXT,__text) non-external _ne_filter_protocol_output_available
00000001912877cc (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.1
0000000191287838 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.2
00000001912878a4 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.3
000000019127a9d8 (__TEXT,__text) non-external _ne_filter_protocol_output_finished
0000000191287a54 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.1
0000000191287ac0 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.2
0000000191287b2c (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.3
000000019127bf04 (__TEXT,__text) external _ne_filter_protocol_release
0000000191278ccc (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler
0000000191287048 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler.cold.1
00000001912870b4 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler.cold.2
000000019127be84 (__TEXT,__text) external _ne_filter_protocol_retain
00000001912883e4 (__TEXT,__text) non-external _ne_filter_protocol_retain.cold.1
0000000191288450 (__TEXT,__text) non-external _ne_filter_protocol_retain.cold.2
000000019127dce8 (__TEXT,__text) non-external _ne_filter_read_approved_frames
0000000191288cb8 (__TEXT,__text) non-external _ne_filter_read_approved_frames.cold.1
00000001912818a8 (__TEXT,__text) non-external _ne_filter_read_from_network
00000001912894ac (__TEXT,__text) non-external _ne_filter_read_from_network.cold.1
0000000191289518 (__TEXT,__text) non-external _ne_filter_read_from_network.cold.2
0000000191289584 (__TEXT,__text) non-external _ne_filter_read_from_network.cold.3
000000019127731c (__TEXT,__text) external _ne_filter_register_flow
00000001912768e0 (__TEXT,__text) external _ne_filter_request_connection
0000000191286790 (__TEXT,__text) non-external _ne_filter_request_connection.cold.1
0000000191281e24 (__TEXT,__text) non-external _ne_filter_send_approved_frames
0000000191289628 (__TEXT,__text) non-external _ne_filter_send_approved_frames.cold.1
0000000191289694 (__TEXT,__text) non-external _ne_filter_send_approved_frames.cold.2
0000000191277084 (__TEXT,__text) external _ne_filter_send_message
0000000191277318 (__TEXT,__text) external _ne_filter_set_test_crypto_state
00000001912772f0 (__TEXT,__text) external _ne_filter_set_test_provider_factory
0000000191276fb4 (__TEXT,__text) external _ne_filter_sign_data
00000001912771dc (__TEXT,__text) external _ne_filter_stats_destroy
0000000191277134 (__TEXT,__text) external _ne_filter_stats_init
0000000191277408 (__TEXT,__text) external _ne_filter_stats_report
00000001912868c0 (__TEXT,__text) non-external _ne_filter_stats_report.cold.1
00000001912868f8 (__TEXT,__text) non-external _ne_filter_stats_report.cold.2
000000019127784c (__TEXT,__text) external _ne_filter_stats_report_register
0000000191286930 (__TEXT,__text) non-external _ne_filter_stats_report_register.cold.1
0000000191286968 (__TEXT,__text) non-external _ne_filter_stats_report_register.cold.2
0000000191277994 (__TEXT,__text) external _ne_filter_stats_report_unregister
000000019128699c (__TEXT,__text) non-external _ne_filter_stats_report_unregister.cold.1
00000001912780d0 (__TEXT,__text) external _ne_filter_stats_toggle
0000000191286c5c (__TEXT,__text) non-external _ne_filter_stats_toggle.cold.1
0000000191277390 (__TEXT,__text) external _ne_filter_unregister_flow
0000000191273638 (__TEXT,__text) external _ne_force_reset_uuid_cache
000000019126e19c (__TEXT,__text) external _ne_get_configuration_generation
0000000191284fc0 (__TEXT,__text) non-external _ne_get_configuration_generation.cold.1
0000000191285034 (__TEXT,__text) non-external _ne_get_configuration_generation.cold.2
00000001d6b07e90 (__DATA,__data) non-external _ne_get_configuration_generation.configuration_changed_token
00000001d6b08360 (__DATA,__bss) non-external _ne_get_configuration_generation.current_generation
00000001d6b08338 (__DATA,__bss) non-external _ne_helper_last_approved_associated_domains
00000001d6b08330 (__DATA,__bss) non-external _ne_helper_last_approved_bundle
00000001d6b08328 (__DATA,__bss) non-external _ne_helper_skip_associated_domain_bundles
00000001d6b07fb0 (__DATA,__bss) non-external _ne_helper_tracker_lock
00000001d6b07fb8 (__DATA,__bss) non-external _ne_helper_tracker_trie
0000000191274778 (__TEXT,__text) external _ne_is_sockaddr_valid
                 (undefined) external _ne_log_obj (from libSystem)
00000001d6b07e68 (__DATA,__data) external _ne_necp_drop_dest_plist_paths
00000001912705a4 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_dest_list
0000000191285474 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_dest_list.cold.1
00000001912854f0 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_dest_list.cold.2
0000000191270224 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_path
0000000191285210 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.1
