                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSGetEnviron (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) weak external ___darwin_check_fd_set_overflow (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external ___strcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __exit (from libSystem)
                 (undefined) external _accept (from libSystem)
                 (undefined) external _access (from libSystem)
00007ffc12af65d8 (__TEXT,__text) external _apr__SHA256_Data
00007ffc12af1fd7 (__TEXT,__text) external _apr_sockaddr_vars_set
00007ffc12af3086 (__TEXT,__text) external _apr_socket_accept
00007ffc12af2034 (__TEXT,__text) external _apr_socket_addr_get
00007ffc12af3df5 (__TEXT,__text) external _apr_socket_atmark
00007ffc12af2c7a (__TEXT,__text) external _apr_socket_atreadeof
00007ffc12af3023 (__TEXT,__text) external _apr_socket_bind
00007ffc12af300c (__TEXT,__text) external _apr_socket_close
00007ffc12af3304 (__TEXT,__text) external _apr_socket_connect
00007ffc12af2d71 (__TEXT,__text) external _apr_socket_create
00007ffc12af34ad (__TEXT,__text) external _apr_socket_data_get
00007ffc12af34fb (__TEXT,__text) external _apr_socket_data_set
00007ffc12af3704 (__TEXT,__text) external _apr_socket_inherit_set
00007ffc12af3785 (__TEXT,__text) external _apr_socket_inherit_unset
00007ffc12af3068 (__TEXT,__text) external _apr_socket_listen
00007ffc12af3ddf (__TEXT,__text) external _apr_socket_opt_get
00007ffc12af38ef (__TEXT,__text) external _apr_socket_opt_set
00007ffc12af36fb (__TEXT,__text) external _apr_socket_pool_get
00007ffc12af2d64 (__TEXT,__text) external _apr_socket_protocol_get
00007ffc12af18ff (__TEXT,__text) external _apr_socket_recv
00007ffc12af1adc (__TEXT,__text) external _apr_socket_recvfrom
00007ffc12af1826 (__TEXT,__text) external _apr_socket_send
00007ffc12af1d39 (__TEXT,__text) external _apr_socket_sendfile
00007ffc12af19e6 (__TEXT,__text) external _apr_socket_sendto
00007ffc12af1c25 (__TEXT,__text) external _apr_socket_sendv
00007ffc12af2fee (__TEXT,__text) external _apr_socket_shutdown
00007ffc12af3dd0 (__TEXT,__text) external _apr_socket_timeout_get
00007ffc12af3804 (__TEXT,__text) external _apr_socket_timeout_set
00007ffc12af34a0 (__TEXT,__text) external _apr_socket_type_get
00007ffc12aed6af (__TEXT,__text) external _apr_stat
00007ffc12aeb465 (__TEXT,__text) external _apr_stat$INODE64
00007ffc12aefd4c (__TEXT,__text) external _apr_strerror
00007ffc12ae6aab (__TEXT,__text) external _apr_strfsize
00007ffc12af8702 (__TEXT,__text) external _apr_strftime
00007ffc12ae6e0b (__TEXT,__text) external _apr_strnatcasecmp
00007ffc12ae6bb5 (__TEXT,__text) external _apr_strnatcmp
00007ffc12ae68c8 (__TEXT,__text) external _apr_strtoff
00007ffc12ae690a (__TEXT,__text) external _apr_strtoi64
00007ffc12ae6e1a (__TEXT,__text) external _apr_strtok
00007ffc12ae8a97 (__TEXT,__text) external _apr_table_add
00007ffc12ae94c2 (__TEXT,__text) external _apr_table_addn
00007ffc12ae8b61 (__TEXT,__text) external _apr_table_clear
00007ffc12ae8a42 (__TEXT,__text) external _apr_table_clone
00007ffc12ae9841 (__TEXT,__text) external _apr_table_compress
00007ffc12ae88f0 (__TEXT,__text) external _apr_table_copy
00007ffc12ae95be (__TEXT,__text) external _apr_table_do
00007ffc12ae8869 (__TEXT,__text) external _apr_table_elts
00007ffc12ae8b6f (__TEXT,__text) external _apr_table_get
00007ffc12ae9e59 (__TEXT,__text) external _apr_table_getm
00007ffc12ae888c (__TEXT,__text) external _apr_table_make
00007ffc12ae9253 (__TEXT,__text) external _apr_table_merge
00007ffc12ae9399 (__TEXT,__text) external _apr_table_mergen
00007ffc12ae9ce3 (__TEXT,__text) external _apr_table_overlap
00007ffc12ae9560 (__TEXT,__text) external _apr_table_overlay
00007ffc12ae8c30 (__TEXT,__text) external _apr_table_set
00007ffc12ae8f0c (__TEXT,__text) external _apr_table_setn
00007ffc12ae90ef (__TEXT,__text) external _apr_table_unset
00007ffc12ae9654 (__TEXT,__text) external _apr_table_vdo
00007ffc12aed148 (__TEXT,__text) external _apr_temp_dir_get
00007ffc12af0cc9 (__TEXT,__text) external _apr_terminate
00007ffc12af0cdd (__TEXT,__text) external _apr_terminate2
00007ffc12aee4bd (__TEXT,__text) external _apr_thread_cond_broadcast
00007ffc12aee3a9 (__TEXT,__text) external _apr_thread_cond_create
00007ffc12aee4cb (__TEXT,__text) external _apr_thread_cond_destroy
00007ffc12aee4e2 (__TEXT,__text) external _apr_thread_cond_pool_get
00007ffc12aee4af (__TEXT,__text) external _apr_thread_cond_signal
00007ffc12aee428 (__TEXT,__text) external _apr_thread_cond_timedwait
00007ffc12aee416 (__TEXT,__text) external _apr_thread_cond_wait
00007ffc12af7d00 (__TEXT,__text) external _apr_thread_create
00007ffc12af7e49 (__TEXT,__text) external _apr_thread_data_get
00007ffc12af7e56 (__TEXT,__text) external _apr_thread_data_set
00007ffc12af7e2e (__TEXT,__text) external _apr_thread_detach
00007ffc12af7de4 (__TEXT,__text) external _apr_thread_exit
00007ffc12af7dfa (__TEXT,__text) external _apr_thread_join
00007ffc12aee4eb (__TEXT,__text) external _apr_thread_mutex_create
00007ffc12aee62d (__TEXT,__text) external _apr_thread_mutex_destroy
00007ffc12aee5f2 (__TEXT,__text) external _apr_thread_mutex_lock
00007ffc12aee644 (__TEXT,__text) external _apr_thread_mutex_pool_get
00007ffc12aee600 (__TEXT,__text) external _apr_thread_mutex_trylock
00007ffc12aee61f (__TEXT,__text) external _apr_thread_mutex_unlock
00007ffc12af7ef9 (__TEXT,__text) external _apr_thread_once
00007ffc12af7eca (__TEXT,__text) external _apr_thread_once_init
00007ffc12af7f03 (__TEXT,__text) external _apr_thread_pool_get
00007ffc12aee64d (__TEXT,__text) external _apr_thread_rwlock_create
00007ffc12aee718 (__TEXT,__text) external _apr_thread_rwlock_destroy
00007ffc12aee72f (__TEXT,__text) external _apr_thread_rwlock_pool_get
00007ffc12aee6ba (__TEXT,__text) external _apr_thread_rwlock_rdlock
00007ffc12aee6c8 (__TEXT,__text) external _apr_thread_rwlock_tryrdlock
00007ffc12aee6f0 (__TEXT,__text) external _apr_thread_rwlock_trywrlock
00007ffc12aee70a (__TEXT,__text) external _apr_thread_rwlock_unlock
00007ffc12aee6e2 (__TEXT,__text) external _apr_thread_rwlock_wrlock
00007ffc12af7e3f (__TEXT,__text) external _apr_thread_yield
00007ffc12af7c34 (__TEXT,__text) external _apr_threadattr_create
00007ffc12af7cb8 (__TEXT,__text) external _apr_threadattr_detach_get
00007ffc12af7c9f (__TEXT,__text) external _apr_threadattr_detach_set
00007ffc12af7cf2 (__TEXT,__text) external _apr_threadattr_guardsize_set
00007ffc12af7ce4 (__TEXT,__text) external _apr_threadattr_stacksize_set
00007ffc12af7f93 (__TEXT,__text) external _apr_threadkey_data_get
00007ffc12af7fa0 (__TEXT,__text) external _apr_threadkey_data_set
00007ffc12af7f0c (__TEXT,__text) external _apr_threadkey_private_create
00007ffc12af7f85 (__TEXT,__text) external _apr_threadkey_private_delete
00007ffc12af7f53 (__TEXT,__text) external _apr_threadkey_private_get
00007ffc12af7f71 (__TEXT,__text) external _apr_threadkey_private_set
00007ffc12af8014 (__TEXT,__text) external _apr_time_ansi_put
00007ffc12af8316 (__TEXT,__text) external _apr_time_clock_hires
00007ffc12af8122 (__TEXT,__text) external _apr_time_exp_get
00007ffc12af80ec (__TEXT,__text) external _apr_time_exp_gmt
00007ffc12af81f7 (__TEXT,__text) external _apr_time_exp_gmt_get
00007ffc12af810e (__TEXT,__text) external _apr_time_exp_lt
00007ffc12af8052 (__TEXT,__text) external _apr_time_exp_tz
00007ffc12af8026 (__TEXT,__text) external _apr_time_now
00007ffc12ae3148 (__TEXT,__text) external _apr_tokenize_to_argv
00007ffc12af8909 (__TEXT,__text) external _apr_uid_current
00007ffc12af892c (__TEXT,__text) external _apr_uid_get
00007ffc12af8867 (__TEXT,__text) external _apr_uid_homepath_get
00007ffc12af89c2 (__TEXT,__text) external _apr_uid_name_get
00007ffc12ae26fd (__TEXT,__text) external _apr_unescape_entity
00007ffc12ae2e24 (__TEXT,__text) external _apr_unescape_hex
00007ffc12ae1afe (__TEXT,__text) external _apr_unescape_url
00007ffc12aeba95 (__TEXT,__text) external _apr_unix_child_file_cleanup
00007ffc12aeb9f3 (__TEXT,__text) external _apr_unix_file_cleanup
00007ffc12aea889 (__TEXT,__text) external _apr_unix_mode2perms
00007ffc12aea846 (__TEXT,__text) external _apr_unix_perms2mode
00007ffc12af8310 (__TEXT,__text) external _apr_unix_setup_time
00007ffc12af0cf1 (__TEXT,__text) external _apr_version
00007ffc12af0d01 (__TEXT,__text) external _apr_version_string
00007ffc12ae3db4 (__TEXT,__text) external _apr_vformatter
00007ffc12ae62d6 (__TEXT,__text) external _apr_vsnprintf
00007ffc12af6c21 (__TEXT,__text) external _apr_wait_for_io_or_timeout
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _bind (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _chdir (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
                 (undefined) external _connect (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _dup (from libSystem)
                 (undefined) external _dup2 (from libSystem)
                 (undefined) external _execv (from libSystem)
                 (undefined) external _execve (from libSystem)
                 (undefined) external _execvp (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fdatasync (from libSystem)
                 (undefined) external _flock (from libSystem)
                 (undefined) external _fork (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _freeaddrinfo (from libSystem)
                 (undefined) external _freeifaddrs (from libSystem)
                 (undefined) external _freopen (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftok (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _gai_strerror (from libSystem)
                 (undefined) external _getaddrinfo (from libSystem)
                 (undefined) external _getcwd (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getgid (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _gethostname (from libSystem)
                 (undefined) external _getifaddrs (from libSystem)
                 (undefined) external _getnameinfo (from libSystem)
                 (undefined) external _getpass (from libSystem)
                 (undefined) external _getpeername (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _getservbyname (from libSystem)
                 (undefined) external _getsockname (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _gmtime_r (from libSystem)
                 (undefined) external _h_errno (from libSystem)
                 (undefined) external _if_nametoindex (from libSystem)
                 (undefined) external _ioctl (from libSystem)
                 (undefined) external _kevent (from libSystem)
                 (undefined) external _kill (from libSystem)
                 (undefined) external _kqueue (from libSystem)
                 (undefined) external _link (from libSystem)
                 (undefined) external _listen (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _modf (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _nl_langinfo (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _perror (from libSystem)
                 (undefined) external _pipe (from libSystem)
                 (undefined) external _poll (from libSystem)
                 (undefined) external _posix_spawn_file_actions_addclose (from libSystem)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libSystem)
                 (undefined) external _posix_spawn_file_actions_destroy (from libSystem)
                 (undefined) external _posix_spawn_file_actions_init (from libSystem)
                 (undefined) external _posix_spawnp (from libSystem)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getdetachstate (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setguardsize (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_detach (from libSystem)
                 (undefined) external _pthread_equal (from libSystem)
                 (undefined) external _pthread_exit (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_key_delete (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_trylock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_destroy (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_rwlock_destroy (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_tryrdlock (from libSystem)
                 (undefined) external _pthread_rwlock_trywrlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _rand (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _recvfrom (from libSystem)
                 (undefined) external _rename (from libSystem)
                 (undefined) external _rewinddir (from libSystem)
                 (undefined) external _rewinddir$INODE64 (from libSystem)
                 (undefined) external _rmdir (from libSystem)
                 (undefined) external _sched_yield (from libSystem)
                 (undefined) external _select$1050 (from libSystem)
                 (undefined) external _sem_close (from libSystem)
                 (undefined) external _sem_open (from libSystem)
                 (undefined) external _sem_post (from libSystem)
                 (undefined) external _sem_trywait (from libSystem)
                 (undefined) external _sem_unlink (from libSystem)
                 (undefined) external _sem_wait (from libSystem)
                 (undefined) external _semctl (from libSystem)
                 (undefined) external _semget (from libSystem)
                 (undefined) external _semop (from libSystem)
                 (undefined) external _sendfile (from libSystem)
                 (undefined) external _sendto (from libSystem)
                 (undefined) external _setenv (from libSystem)
                 (undefined) external _setgid (from libSystem)
                 (undefined) external _setrlimit (from libSystem)
                 (undefined) external _setsid (from libSystem)
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _setuid (from libSystem)
                 (undefined) external _shmat (from libSystem)
                 (undefined) external _shmctl (from libSystem)
                 (undefined) external _shmdt (from libSystem)
                 (undefined) external _shmget (from libSystem)
                 (undefined) external _shutdown (from libSystem)
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _sigprocmask (from libSystem)
                 (undefined) external _sigwait (from libSystem)
                 (undefined) external _socket (from libSystem)
                 (undefined) external _stat (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strftime (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sys_siglist (from libSystem)
                 (undefined) external _unlink (from libSystem)
                 (undefined) external _unsetenv (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_generate (from libSystem)
                 (undefined) external _waitpid (from libSystem)
                 (undefined) external _write (from libSystem)
                 (undefined) external _writev (from libSystem)
                 (undefined) external dyld_stub_binder (from libSystem)
