0000000228292008 (__TEXT,__text) non-external _DiToMD5
00000002282a051c (__TEXT,__text) external __ZN12IOUserClient32CreateMemoryDescriptorFromClientEyjPK16IOAddressSegmentPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00000002282a0c84 (__TEXT,__text) external __ZN12IOUserClient39CreateMemoryDescriptorFromClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_yjPK16IOAddressSegmentPP18IOMemoryDescriptorE
000000022827aec0 (__TEXT,__text) external __ZN12IOUserClient4freeEv
000000022827ad6c (__TEXT,__text) external __ZN12IOUserClient4initEv
000000022829ff08 (__TEXT,__text) external __ZN12IOUserClient8DispatchE5IORPC
000000022829ff3c (__TEXT,__text) external __ZN12IOUserClient9_DispatchEPS_5IORPC
00000002282a1638 (__TEXT,__text) external __ZN12IOUserServer10LoadModuleEPKcPFiP15OSMetaClassBase5IORPCE
00000002282a1038 (__TEXT,__text) external __ZN12IOUserServer11Exit_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00000002282a1870 (__TEXT,__text) external __ZN12IOUserServer12Panic_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00000002282a177c (__TEXT,__text) external __ZN12IOUserServer13Create_InvokeE5IORPCPFiPKcyyP8OSStringPPS_E
0000000228276eb8 (__TEXT,__text) external __ZN12IOUserServer15LoadModule_ImplEPKc
00000002282a1104 (__TEXT,__text) external __ZN12IOUserServer17LoadModule_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00000002282a14f4 (__TEXT,__text) external __ZN12IOUserServer4ExitEPKcPFiP15OSMetaClassBase5IORPCE
0000000228276db0 (__TEXT,__text) external __ZN12IOUserServer4freeEv
0000000228276da0 (__TEXT,__text) external __ZN12IOUserServer4initEv
00000002282a13b0 (__TEXT,__text) external __ZN12IOUserServer5PanicEPKcPFiP15OSMetaClassBase5IORPCE
00000002282a1224 (__TEXT,__text) external __ZN12IOUserServer6CreateEPKcyyP8OSStringPPS_
00000002282a0f1c (__TEXT,__text) external __ZN12IOUserServer8DispatchE5IORPC
0000000228276e90 (__TEXT,__text) external __ZN12IOUserServer9Exit_ImplEPKc
00000002282a0f50 (__TEXT,__text) external __ZN12IOUserServer9_DispatchEPS_5IORPC
00000002282827c8 (__TEXT,__text) external __ZN12OSDictionary11withObjectsEPPK8OSObjectS3_jj
0000000228282994 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPK8OSObject
00000002282829a0 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPKc
00000002282827c4 (__TEXT,__text) external __ZN12OSDictionary12withCapacityEj
0000000228282640 (__TEXT,__text) external __ZN12OSDictionary14ensureCapacityEj
0000000228282874 (__TEXT,__text) external __ZN12OSDictionary14withDictionaryEPKS_j
0000000228282650 (__TEXT,__text) external __ZN12OSDictionary15flushCollectionEv
0000000228282754 (__TEXT,__text) external __ZN12OSDictionary4freeEv
00000002282828d4 (__TEXT,__text) external __ZN12OSDictionary5mergeEPKS_
0000000228282868 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPK8OSObjectPK15OSMetaClassBase
0000000228282984 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPKcPK15OSMetaClassBase
000000022827bfb4 (__TEXT,__text) external __ZN12OSMappedFile14createFromPathEPKcymPPS_
000000022827c32c (__TEXT,__text) external __ZN12OSMappedFile4freeEv
000000022827c2ac (__TEXT,__text) external __ZN12OSMappedFile4initEv
0000000228283c58 (__TEXT,__text) external __ZN12OSOrderedSet11orderObjectEPK15OSMetaClassBase
00000002282838d4 (__TEXT,__text) external __ZN12OSOrderedSet12withCapacityEjU13block_pointerFiPK15OSMetaClassBaseS2_E
0000000228283b20 (__TEXT,__text) external __ZN12OSOrderedSet13setLastObjectEPK15OSMetaClassBase
0000000228283b84 (__TEXT,__text) external __ZN12OSOrderedSet14setFirstObjectEPK15OSMetaClassBase
000000022828399c (__TEXT,__text) external __ZN12OSOrderedSet4freeEv
0000000228283990 (__TEXT,__text) external __ZN12OSOrderedSet4initEv
0000000228283a0c (__TEXT,__text) external __ZN12OSOrderedSet9setObjectEPK15OSMetaClassBase
000000022827c668 (__TEXT,__text) external __ZN13IOCommandPool10getCommandEb
000000022827c4ac (__TEXT,__text) external __ZN13IOCommandPool13initWithQueueEP15IODispatchQueue
000000022827c7a0 (__TEXT,__text) external __ZN13IOCommandPool13returnCommandEP9IOCommand
000000022827c87c (__TEXT,__text) external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb
00000002282a581c (__TEXT,__text) non-external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb.cold.1
000000022827c96c (__TEXT,__text) external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand
00000002282a5848 (__TEXT,__text) non-external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand.cold.1
000000022827c540 (__TEXT,__text) external __ZN13IOCommandPool4freeEv
000000022827c49c (__TEXT,__text) external __ZN13IOCommandPool4initEv
000000022827c5c4 (__TEXT,__text) external __ZN13IOCommandPool9withQueueEP15IODispatchQueue
0000000228291aa4 (__TEXT,__text) external __ZN14IOReportLegend14addLegendEntryEP12OSDictionaryPKcS3_
0000000228291a18 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP10IOReporterPKcS3_
00000002282918f4 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP9IOServiceP10IOReporterPKcS5_
0000000228291864 (__TEXT,__text) external __ZN14IOReportLegend4freeEv
00000002282915dc (__TEXT,__text) external __ZN14IOReportLegend4withEP7OSArray
00000002282918e8 (__TEXT,__text) external __ZN14IOReportLegend9getLegendEv
00000002282a3230 (__TEXT,__text) external __ZN14OSSetMetaClass3NewEP8OSObject
00000002282956d4 (__TEXT,__text) external __ZN15IODispatchQueue11Create_CallEPKcyyPPS_
0000000228274fbc (__TEXT,__text) external __ZN15IODispatchQueue12DispatchSyncEU13block_pointerFvvE
00000002282958ec (__TEXT,__text) external __ZN15IODispatchQueue13Create_InvokeE5IORPCPFiPKcyyPPS_E
00000002282773ec (__TEXT,__text) external __ZN15IODispatchQueue13DispatchAsyncEU13block_pointerFvvE
0000000228277660 (__TEXT,__text) external __ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E
0000000228295854 (__TEXT,__text) external __ZN15IODispatchQueue14SetPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
0000000228274e6c (__TEXT,__text) external __ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E
0000000228277b70 (__TEXT,__text) external __ZN15IODispatchQueue16SleepWithTimeoutEPvy
000000022827780c (__TEXT,__text) external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy
00000002282a5294 (__TEXT,__text) non-external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy.cold.1
0000000228277bc4 (__TEXT,__text) external __ZN15IODispatchQueue17WakeupWithOptionsEPvy
00000002282a5370 (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.1
00000002282a539c (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.2
0000000228277588 (__TEXT,__text) external __ZN15IODispatchQueue18DispatchConcurrentEU13block_pointerFvvE
00000002282775d8 (__TEXT,__text) external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E
00000002282a5268 (__TEXT,__text) non-external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E.cold.1
0000000228277398 (__TEXT,__text) external __ZN15IODispatchQueue3LogEPKcPFiS1_zE
00000002282770fc (__TEXT,__text) external __ZN15IODispatchQueue4freeEv
0000000228276f1c (__TEXT,__text) external __ZN15IODispatchQueue4initEv
0000000228277bc0 (__TEXT,__text) external __ZN15IODispatchQueue5SleepEPvy
0000000228276f9c (__TEXT,__text) external __ZN15IODispatchQueue6CancelEU13block_pointerFvvE
0000000228276988 (__TEXT,__text) external __ZN15IODispatchQueue6CreateEPKcyyPPS_
00000002282a5010 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.1
00000002282a5038 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.2
00000002282a5060 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.3
00000002282a5088 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.4
00000002282a50b4 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.5
00000002282a50e0 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.6
00000002282a510c (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.7
00000002282a5138 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.8
0000000228277c78 (__TEXT,__text) external __ZN15IODispatchQueue6WakeupEPv
0000000228274d60 (__TEXT,__text) external __ZN15IODispatchQueue7GetNameEv
0000000228274d6c (__TEXT,__text) external __ZN15IODispatchQueue7OnQueueEv
00000002282955ec (__TEXT,__text) external __ZN15IODispatchQueue7SetPortEjPFiP15OSMetaClassBase5IORPCE
00000002282954f4 (__TEXT,__text) external __ZN15IODispatchQueue8DispatchE5IORPC
0000000228277c80 (__TEXT,__text) external __ZN15IODispatchQueue9RunActionEU13block_pointerFivE
0000000228295544 (__TEXT,__text) external __ZN15IODispatchQueue9_DispatchEPS_5IORPC
0000000228290e4c (__TEXT,__text) external __ZN15IOStateReporter10setStateIDEyiy
0000000228290934 (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyy
00000002282909dc (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyyyy
0000000228290fd0 (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEii
0000000228291048 (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEiiyy
00000002282909e0 (__TEXT,__text) external __ZN15IOStateReporter20overrideChannelStateEyyyyy
00000002282a69d8 (__TEXT,__text) non-external __ZN15IOStateReporter20overrideChannelStateEyyyyy.cold.1
0000000228291244 (__TEXT,__text) external __ZN15IOStateReporter21getStateInTransitionsEyy
0000000228291370 (__TEXT,__text) external __ZN15IOStateReporter21getStateResidencyTimeEyy
0000000228290b94 (__TEXT,__text) external __ZN15IOStateReporter21incrementChannelStateEyyyyy
00000002282a69f0 (__TEXT,__text) non-external __ZN15IOStateReporter21incrementChannelStateEyyyyy.cold.1
000000022829137c (__TEXT,__text) external __ZN15IOStateReporter26getStateLastTransitionTimeEyy
0000000228291388 (__TEXT,__text) external __ZN15IOStateReporter29getStateLastChannelUpdateTimeEy
0000000228290144 (__TEXT,__text) external __ZN15IOStateReporter4withEP9IOServicetiy
00000002282901f4 (__TEXT,__text) external __ZN15IOStateReporter8initWithEP9IOServicetiy
0000000228290d54 (__TEXT,__text) external __ZN15IOStateReporter8setStateEy
0000000228290e48 (__TEXT,__text) external __ZN15IOStateReporter8setStateEyyy
00000002282a293c (__TEXT,__text) external __ZN15OSDataMetaClass3NewEP8OSObject
0000000228273554 (__TEXT,__text) external __ZN15OSMetaClassBase12GetClassNameEv
0000000228273dd0 (__TEXT,__text) external __ZN15OSMetaClassBase12safeMetaCastEPKS_PK11OSMetaClass
0000000228274090 (__TEXT,__text) external __ZN15OSMetaClassBase14QueueForObjectEy
00000002282a43c8 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.1
00000002282a43f4 (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.2
0000000228273fdc (__TEXT,__text) external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass
00000002282a4378 (__TEXT,__text) non-external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass.cold.1
00000002282747b0 (__TEXT,__text) external __ZN15OSMetaClassBase6InvokeE5IORPC
00000002282a463c (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.1
00000002282a4668 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.2
00000002282a4694 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.3
00000002282a46bc (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.4
00000002282a46e4 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.5
00000002282a4710 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.6
0000000228274258 (__TEXT,__text) external __ZN15OSMetaClassBase8DispatchE5IORPC
00000002282a44e4 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.1
00000002282a4510 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.2
00000002282a453c (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.3
00000002282a4568 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.4
000000022827354c (__TEXT,__text) external __ZN15OSMetaClassBase8GetClassEv
0000000228273584 (__TEXT,__text) external __ZN15OSMetaClassBase8IsRemoteEv
000000022827f81c (__TEXT,__text) external __ZN15OSSerialization10copyObjectEv
0000000228284434 (__TEXT,__text) external __ZN15OSSerialization10freeBufferEPKvm
00000002282a6304 (__TEXT,__text) non-external __ZN15OSSerialization10freeBufferEPKvm.cold.1
00000002282843e8 (__TEXT,__text) external __ZN15OSSerialization14finalizeBufferEPm
00000002282a62dc (__TEXT,__text) non-external __ZN15OSSerialization14finalizeBufferEPm.cold.1
00000002282843e0 (__TEXT,__text) external __ZN15OSSerialization15createFromBytesEPKvmU13block_pointerFvS1_mE
00000002282843e4 (__TEXT,__text) external __ZN15OSSerialization16createFromObjectEP8OSObject
0000000228284468 (__TEXT,__text) external __ZN15OSSerialization4freeEv
0000000228295e0c (__TEXT,__text) external __ZN16IODispatchSource12CheckForWorkEbPFiP15OSMetaClassBase5IORPCE
0000000228296084 (__TEXT,__text) external __ZN16IODispatchSource13Cancel_InvokeE5IORPCP15OSMetaClassBasePFiS2_U13block_pointerFvvEE
0000000228277e2c (__TEXT,__text) external __ZN16IODispatchSource14SetEnable_ImplEb
0000000228295b08 (__TEXT,__text) external __ZN16IODispatchSource16SetEnable_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00000002282961bc (__TEXT,__text) external __ZN16IODispatchSource19CheckForWork_InvokeE5IORPCP15OSMetaClassBasePFiS2_S0_bE
0000000228295cfc (__TEXT,__text) external __ZN16IODispatchSource23SetEnableWithCompletionEbU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
000000022829611c (__TEXT,__text) external __ZN16IODispatchSource30SetEnableWithCompletion_InvokeE5IORPCP15OSMetaClassBasePFiS2_bU13block_pointerFvvEE
0000000228277e20 (__TEXT,__text) external __ZN16IODispatchSource4freeEv
0000000228277e10 (__TEXT,__text) external __ZN16IODispatchSource4initEv
0000000228295bf4 (__TEXT,__text) external __ZN16IODispatchSource6CancelEU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
0000000228295a34 (__TEXT,__text) external __ZN16IODispatchSource8DispatchE5IORPC
0000000228295f78 (__TEXT,__text) external __ZN16IODispatchSource9SetEnableEbPFiP15OSMetaClassBase5IORPCE
0000000228295a68 (__TEXT,__text) external __ZN16IODispatchSource9_DispatchEPS_5IORPC
000000022828ed9c (__TEXT,__text) external __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey
00000002282a671c (__TEXT,__text) non-external __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey.cold.1
000000022828e3e8 (__TEXT,__text) external __ZN16IOReporter_IVars12lockReporterEv
000000022828ec68 (__TEXT,__text) external __ZN16IOReporter_IVars14copyChannelIDsEv
000000022828e418 (__TEXT,__text) external __ZN16IOReporter_IVars14unlockReporterEv
000000022828f234 (__TEXT,__text) external __ZN16IOReporter_IVars15getChannelIndexEyPi
000000022828f124 (__TEXT,__text) external __ZN16IOReporter_IVars16getElementValuesEi
00000002282a673c (__TEXT,__text) non-external __ZN16IOReporter_IVars16getElementValuesEi.cold.1
000000022828f0a0 (__TEXT,__text) external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy
00000002282a6720 (__TEXT,__text) non-external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy.cold.1
000000022828f170 (__TEXT,__text) external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues
00000002282a6758 (__TEXT,__text) non-external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues.cold.1
000000022828f2a0 (__TEXT,__text) external __ZN16IOReporter_IVars17getChannelIndicesEyPiS0_
000000022828e7d8 (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapCleanupEi
00000002282a6644 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.1
00000002282a6660 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.2
00000002282a668c (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.3
00000002282a66b0 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.4
00000002282a66dc (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.5
000000022828e4a8 (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapPrepareEi
00000002282a6510 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.1
00000002282a652c (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.2
00000002282a6544 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.3
000000022828ebc0 (__TEXT,__text) external __ZN16IOReporter_IVars18handleCreateLegendEv
000000022828e9c0 (__TEXT,__text) external __ZN16IOReporter_IVars18handleUpdateReportEP19IOReportChannelListjRjRPhRm
000000022828e3b8 (__TEXT,__text) external __ZN16IOReporter_IVars18lockReporterConfigEv
000000022828f168 (__TEXT,__text) external __ZN16IOReporter_IVars19updateChannelValuesEi
000000022828eae0 (__TEXT,__text) external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm
00000002282a6700 (__TEXT,__text) non-external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm.cold.1
000000022828f1c8 (__TEXT,__text) external __ZN16IOReporter_IVars20getFirstElementIndexEyPi
000000022828e668 (__TEXT,__text) external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString
00000002282a656c (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00000002282a6588 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00000002282a65a4 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00000002282a65d0 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.4
00000002282a65f4 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.5
00000002282a6620 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.6
000000022828e424 (__TEXT,__text) external __ZN16IOReporter_IVars20unlockReporterConfigEv
000000022828e8a0 (__TEXT,__text) external __ZN16IOReporter_IVars21handleConfigureReportEP19IOReportChannelListjRj
000000022828e050 (__TEXT,__text) external __ZN16IOReporter_IVarsC1EP9IOService19IOReportChannelTypey
000000022828df44 (__TEXT,__text) external __ZN16IOReporter_IVarsC2EP9IOService19IOReportChannelTypey
000000022828e190 (__TEXT,__text) external __ZN16IOReporter_IVarsD0Ev
000000022828e18c (__TEXT,__text) external __ZN16IOReporter_IVarsD1Ev
000000022828e0b8 (__TEXT,__text) external __ZN16IOReporter_IVarsD2Ev
00000002282a646c (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.1
00000002282a6498 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.2
00000002282a64bc (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.3
00000002282a64e8 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.4
000000022828f5f4 (__TEXT,__text) external __ZN16IOSimpleReporter14incrementValueEyx
000000022828f3d4 (__TEXT,__text) external __ZN16IOSimpleReporter4withEP9IOServicety
000000022828f6e0 (__TEXT,__text) external __ZN16IOSimpleReporter8getValueEy
000000022828f480 (__TEXT,__text) external __ZN16IOSimpleReporter8initWithEP9IOServicety
000000022828f510 (__TEXT,__text) external __ZN16IOSimpleReporter8setValueEyx
00000002282a274c (__TEXT,__text) external __ZN16OSArrayMetaClass3NewEP8OSObject
00000002282a3de0 (__TEXT,__text) external __ZN17IOThreadMetaClass3NewEP8OSObject
00000002282a2058 (__TEXT,__text) external __ZN17OSActionMetaClass3NewEP8OSObject
00000002282a2204 (__TEXT,__text) external __ZN17OSActionMetaClass8DispatchE5IORPC
00000002282a283c (__TEXT,__text) external __ZN17OSBundleMetaClass3NewEP8OSObject
00000002282a2a94 (__TEXT,__text) external __ZN17OSNumberMetaClass3NewEP8OSObject
00000002282a2afc (__TEXT,__text) external __ZN17OSObjectMetaClass3NewEP8OSObject
00000002282a2be4 (__TEXT,__text) external __ZN17OSObjectMetaClass8DispatchE5IORPC
00000002282a32b8 (__TEXT,__text) external __ZN17OSStringMetaClass3NewEP8OSObject
00000002282937d0 (__TEXT,__text) external __ZN18IOCommandMetaClass3NewEP8OSObject
0000000228298524 (__TEXT,__text) external __ZN18IOMemoryDescriptor10_CopyStateEP17_IOMDPrivateStatePFiP15OSMetaClassBase5IORPCE
0000000228298648 (__TEXT,__text) external __ZN18IOMemoryDescriptor13CreateMappingEyyyyyPP11IOMemoryMapPFiP15OSMetaClassBase5IORPCE
0000000228298a28 (__TEXT,__text) external __ZN18IOMemoryDescriptor17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P17_IOMDPrivateStateE
0000000228298ac0 (__TEXT,__text) external __ZN18IOMemoryDescriptor20CreateMapping_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyyPP11IOMemoryMapE
0000000228298798 (__TEXT,__text) external __ZN18IOMemoryDescriptor25CreateSubMemoryDescriptorEyyyPS_PS0_
00000002282988b4 (__TEXT,__text) external __ZN18IOMemoryDescriptor27CreateWithMemoryDescriptorsEyjPPS_S1_
0000000228298b78 (__TEXT,__text) external __ZN18IOMemoryDescriptor32CreateSubMemoryDescriptor_InvokeE5IORPCPFiyyyPS_PS1_E
0000000228298c5c (__TEXT,__text) external __ZN18IOMemoryDescriptor34CreateWithMemoryDescriptors_InvokeE5IORPCPFiyjPPS_S2_E
00000002282790c8 (__TEXT,__text) external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_
00000002282a551c (__TEXT,__text) non-external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_.cold.1
000000022827a92c (__TEXT,__text) external __ZN18IOMemoryDescriptor4freeEv
000000022827a8ac (__TEXT,__text) external __ZN18IOMemoryDescriptor4initEv
000000022829842c (__TEXT,__text) external __ZN18IOMemoryDescriptor8DispatchE5IORPC
000000022827a9b0 (__TEXT,__text) external __ZN18IOMemoryDescriptor9GetLengthEPy
00000002282a56a4 (__TEXT,__text) non-external __ZN18IOMemoryDescriptor9GetLengthEPy.cold.1
000000022829847c (__TEXT,__text) external __ZN18IOMemoryDescriptor9_DispatchEPS_5IORPC
00000002282992c4 (__TEXT,__text) external __ZN18IOServiceMetaClass3NewEP8OSObject
0000000228299da8 (__TEXT,__text) external __ZN18IOServiceMetaClass8DispatchE5IORPC
00000002282a27d4 (__TEXT,__text) external __ZN18OSBooleanMetaClass3NewEP8OSObject
00000002282900ec (__TEXT,__text) external __ZN19IOHistogramReporter10addChannelEyPKc
000000022828ffb4 (__TEXT,__text) external __ZN19IOHistogramReporter10tallyValueEx
000000022828ff04 (__TEXT,__text) external __ZN19IOHistogramReporter20overrideBucketValuesEjyxxx
000000022828f7c0 (__TEXT,__text) external __ZN19IOHistogramReporter4withEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
000000022828f8b8 (__TEXT,__text) external __ZN19IOHistogramReporter8initWithEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
00000002282990bc (__TEXT,__text) external __ZN19IOReporterMetaClass3NewEP8OSObject
00000002282962a8 (__TEXT,__text) external __ZN20IOEventLinkMetaClass3NewEP8OSObject
0000000228296458 (__TEXT,__text) external __ZN20IOEventLinkMetaClass8DispatchE5IORPC
0000000228296f80 (__TEXT,__text) external __ZN20IOExtensiblePaniclog10AppendDataEP6OSDataPFiP15OSMetaClassBase5IORPCE
0000000228296e68 (__TEXT,__text) external __ZN20IOExtensiblePaniclog10InsertDataEP6OSDataPFiP15OSMetaClassBase5IORPCE
00000002282971dc (__TEXT,__text) external __ZN20IOExtensiblePaniclog10SetUsedLenEjPFiP15OSMetaClassBase5IORPCE
000000022827dea0 (__TEXT,__text) external __ZN20IOExtensiblePaniclog11ClaimBufferEPyS0_
0000000228296d5c (__TEXT,__text) external __ZN20IOExtensiblePaniclog11SetInactiveEPFiP15OSMetaClassBase5IORPCE
000000022827dfb8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog11YieldBufferEj
00000002282972e8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog13Create_InvokeE5IORPCPFiP6OSDataP8OSStringjjPPS_E
00000002282973ec (__TEXT,__text) external __ZN20IOExtensiblePaniclog16SetActive_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00000002282975e8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog17AppendData_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDataE
000000022829750c (__TEXT,__text) external __ZN20IOExtensiblePaniclog17InsertData_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDataE
000000022829776c (__TEXT,__text) external __ZN20IOExtensiblePaniclog17SetUsedLen_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
000000022829747c (__TEXT,__text) external __ZN20IOExtensiblePaniclog18SetInactive_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
0000000228297098 (__TEXT,__text) external __ZN20IOExtensiblePaniclog20CopyMemoryDescriptorEPP24IOBufferMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00000002282976c4 (__TEXT,__text) external __ZN20IOExtensiblePaniclog27CopyMemoryDescriptor_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP24IOBufferMemoryDescriptorE
000000022827de20 (__TEXT,__text) external __ZN20IOExtensiblePaniclog4freeEv
000000022827dd98 (__TEXT,__text) external __ZN20IOExtensiblePaniclog4initEv
0000000228296afc (__TEXT,__text) external __ZN20IOExtensiblePaniclog6CreateEP6OSDataP8OSStringjjPPS_
0000000228296a04 (__TEXT,__text) external __ZN20IOExtensiblePaniclog8DispatchE5IORPC
0000000228296c50 (__TEXT,__text) external __ZN20IOExtensiblePaniclog9SetActiveEPFiP15OSMetaClassBase5IORPCE
0000000228296a54 (__TEXT,__text) external __ZN20IOExtensiblePaniclog9_DispatchEPS_5IORPC
0000000228298d9c (__TEXT,__text) external __ZN20IOMemoryMapMetaClass3NewEP8OSObject
0000000228298e84 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass8DispatchE5IORPC
00000002282a1960 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass3NewEP8OSObject
00000002282a1b10 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass8DispatchE5IORPC
00000002282a28d4 (__TEXT,__text) external __ZN20OSContainerMetaClass3NewEP8OSObject
