00007ffc427ff470 (__DATA_DIRTY,__common) external _AfterColour
00007ffc077d6c42 (__TEXT,__text) external __ZN4llvm13AttributeList21addAllocSizeParamAttrERNS_11LLVMContextEjjRKNS_8OptionalIjEE
00007ffc077d4fe6 (__TEXT,__text) external __ZN4llvm13AttributeList3getERNS_11LLVMContextENS_12AttributeSetES3_NS_8ArrayRefIS3_EE
00007ffc077d4d7c (__TEXT,__text) external __ZN4llvm13AttributeList3getERNS_11LLVMContextENS_8ArrayRefINSt3__14pairIjNS_12AttributeSetEEEEE
00007ffc077d49b4 (__TEXT,__text) external __ZN4llvm13AttributeList3getERNS_11LLVMContextENS_8ArrayRefINSt3__14pairIjNS_9AttributeEEEEE
00007ffc077d57ce (__TEXT,__text) external __ZN4llvm13AttributeList3getERNS_11LLVMContextENS_8ArrayRefIS0_EE
00007ffc077d5390 (__TEXT,__text) external __ZN4llvm13AttributeList3getERNS_11LLVMContextEjNS_12AttributeSetE
00007ffc077d54b4 (__TEXT,__text) external __ZN4llvm13AttributeList3getERNS_11LLVMContextEjNS_8ArrayRefINS_9Attribute8AttrKindEEE
00007ffc077d55dc (__TEXT,__text) external __ZN4llvm13AttributeList3getERNS_11LLVMContextEjNS_8ArrayRefINS_9Attribute8AttrKindEEENS3_IyEE
00007ffc077d56d0 (__TEXT,__text) external __ZN4llvm13AttributeList3getERNS_11LLVMContextEjNS_8ArrayRefINS_9StringRefEEE
00007ffc077d548a (__TEXT,__text) external __ZN4llvm13AttributeList3getERNS_11LLVMContextEjRKNS_11AttrBuilderE
00007ffc077d458a (__TEXT,__text) external __ZN4llvm13AttributeList7getImplERNS_11LLVMContextENS_8ArrayRefINS_12AttributeSetEEE
00007ffc427fcd90 (__DATA_DIRTY,__common) external __ZN4llvm13AttributorRunE
00007ffc071a8b88 (__TEXT,__text) external __ZN4llvm13BasicAAResult10aliasCheckEPKNS_5ValueENS_12LocationSizeES3_S4_RNS_11AAQueryInfoE
00007ffc071a5474 (__TEXT,__text) external __ZN4llvm13BasicAAResult10invalidateERNS_8FunctionERKNS_17PreservedAnalysesERNS_15AnalysisManagerIS1_JEE11InvalidatorE
00007ffc071ae174 (__TEXT,__text) external __ZN4llvm13BasicAAResult11aliasSelectEPKNS_10SelectInstENS_12LocationSizeEPKNS_5ValueES4_RNS_11AAQueryInfoE
00007ffc071a9546 (__TEXT,__text) external __ZN4llvm13BasicAAResult13getModRefInfoEPKNS_8CallBaseERKNS_14MemoryLocationERNS_11AAQueryInfoE
00007ffc071a9dc2 (__TEXT,__text) external __ZN4llvm13BasicAAResult13getModRefInfoEPKNS_8CallBaseES3_RNS_11AAQueryInfoE
00007ffc071a887e (__TEXT,__text) external __ZN4llvm13BasicAAResult16getArgModRefInfoEPKNS_8CallBaseEj
00007ffc071a8356 (__TEXT,__text) external __ZN4llvm13BasicAAResult17getModRefBehaviorEPKNS_8CallBaseE
00007ffc071a881e (__TEXT,__text) external __ZN4llvm13BasicAAResult17getModRefBehaviorEPKNS_8FunctionE
00007ffc071af402 (__TEXT,__text) external __ZN4llvm13BasicAAResult19aliasCheckRecursiveEPKNS_5ValueENS_12LocationSizeES3_S4_RNS_11AAQueryInfoES3_S3_
00007ffc071a585c (__TEXT,__text) external __ZN4llvm13BasicAAResult22DecomposeGEPExpressionEPKNS_5ValueERKNS_10DataLayoutEPNS_15AssumptionCacheEPNS_13DominatorTreeE
00007ffc071a7e0e (__TEXT,__text) external __ZN4llvm13BasicAAResult22pointsToConstantMemoryERKNS_14MemoryLocationERNS_11AAQueryInfoEb
00007ffc071ad06c (__TEXT,__text) external __ZN4llvm13BasicAAResult22subtractDecomposedGEPsERNS0_13DecomposedGEPERKS1_
00007ffc071ad5e2 (__TEXT,__text) external __ZN4llvm13BasicAAResult23constantOffsetHeuristicERKNS0_13DecomposedGEPENS_12LocationSizeES4_PNS_15AssumptionCacheEPNS_13DominatorTreeE
00007ffc071af30e (__TEXT,__text) external __ZN4llvm13BasicAAResult29isValueEqualInPotentialCyclesEPKNS_5ValueES3_
00007ffc071a8b66 (__TEXT,__text) external __ZN4llvm13BasicAAResult5aliasERKNS_14MemoryLocationES3_RNS_11AAQueryInfoE
00007ffc071a9e2c (__TEXT,__text) external __ZN4llvm13BasicAAResult8aliasGEPEPKNS_11GEPOperatorENS_12LocationSizeEPKNS_5ValueES4_S7_S7_RNS_11AAQueryInfoE
00007ffc071ae546 (__TEXT,__text) external __ZN4llvm13BasicAAResult8aliasPHIEPKNS_7PHINodeENS_12LocationSizeEPKNS_5ValueES4_RNS_11AAQueryInfoE
00007ffc0895622e (__TEXT,__text) external __ZN4llvm13BitcodeModule10getLTOInfoEv
00007ffc0895608e (__TEXT,__text) external __ZN4llvm13BitcodeModule10getSummaryEv
00007ffc08956692 (__TEXT,__text) external __ZN4llvm13BitcodeModule11parseModuleERNS_11LLVMContextENS_12function_refIFNS_8OptionalINSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEEENS_9StringRefEEEE
00007ffc0742be02 (__TEXT,__text) external __ZN4llvm13BitcodeModule11readSummaryERNS_18ModuleSummaryIndexENS_9StringRefEy
00007ffc08956050 (__TEXT,__text) external __ZN4llvm13BitcodeModule13getLazyModuleERNS_11LLVMContextEbb
00007ffc0742a7e0 (__TEXT,__text) external __ZN4llvm13BitcodeModule13getModuleImplERNS_11LLVMContextEbbbNS_12function_refIFNS_8OptionalINSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEEENS_9StringRefEEEE
00007ffc0745de2e (__TEXT,__text) external __ZN4llvm13BitcodeWriter10copyStrtabENS_9StringRefE
00007ffc0746362c (__TEXT,__text) external __ZN4llvm13BitcodeWriter10writeIndexEPKNS_18ModuleSummaryIndexEPKNSt3__13mapINS4_12basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEENS_8DenseMapIyPNS_18GlobalValueSummaryENS_12DenseMapInfoIyvEENS_6detail12DenseMapPairIySE_EEEENS4_4lessISB_EENS9_INS4_4pairIKSB_SK_EEEEEE
00007ffc0895a9ca (__TEXT,__text) external __ZN4llvm13BitcodeWriter11writeModuleERKNS_6ModuleEbPKNS_18ModuleSummaryIndexEbPNSt3__15arrayIjLm5EEE
00007ffc0745dd9e (__TEXT,__text) external __ZN4llvm13BitcodeWriter11writeStrtabEv
00007ffc0745dbfa (__TEXT,__text) external __ZN4llvm13BitcodeWriter11writeSymtabEv
00007ffc074660e0 (__TEXT,__text) external __ZN4llvm13BitcodeWriter20writeThinLinkBitcodeERKNS_6ModuleERKNS_18ModuleSummaryIndexERKNSt3__15arrayIjLm5EEE
00007ffc0745d41e (__TEXT,__text) external __ZN4llvm13BitcodeWriter9writeBlobEjjNS_9StringRefE
00007ffc0895a94e (__TEXT,__text) external __ZN4llvm13BitcodeWriterC1ERNS_15SmallVectorImplIcEEPNS_13raw_fd_streamE
00007ffc0895a7ec (__TEXT,__text) external __ZN4llvm13BitcodeWriterC2ERNS_15SmallVectorImplIcEEPNS_13raw_fd_streamE
00007ffc0895a9c0 (__TEXT,__text) external __ZN4llvm13BitcodeWriterD1Ev
00007ffc0895a958 (__TEXT,__text) external __ZN4llvm13BitcodeWriterD2Ev
00007ffc088bd934 (__TEXT,__text) external __ZN4llvm13CFGViewerPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc08ae035a (__TEXT,__text) external __ZN4llvm13CGProfilePass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc071e9f72 (__TEXT,__text) external __ZN4llvm13CallGraphNode15replaceCallEdgeERNS_8CallBaseES2_PS0_
00007ffc071e9bbe (__TEXT,__text) external __ZN4llvm13CallGraphNode17removeCallEdgeForERNS_8CallBaseE
00007ffc071e9b22 (__TEXT,__text) external __ZN4llvm13CallGraphNode19removeAnyCallEdgeToEPS0_
00007ffc071e9f20 (__TEXT,__text) external __ZN4llvm13CallGraphNode23removeOneAbstractEdgeToEPS0_
00007ffc085a6874 (__TEXT,__text) external __ZN4llvm13CloneFunctionEPNS_8FunctionERNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS5_NS_3sys10SmartMutexILb0EEEEEEEPNS_14ClonedCodeInfoE
00007ffc076cdd20 (__TEXT,__text) external __ZN4llvm13CoalescerPair12setRegistersEPKNS_12MachineInstrE
00007ffc076ce138 (__TEXT,__text) external __ZN4llvm13CoalescerPair4flipEv
00007ffc085b0fd2 (__TEXT,__text) external __ZN4llvm13CodeExtractor17constructFunctionERKNS_9SetVectorIPNS_5ValueENSt3__16vectorIS3_NS4_9allocatorIS3_EEEENS_8DenseSetIS3_NS_12DenseMapInfoIS3_vEEEEEESF_PNS_10BasicBlockESH_SH_PNS_8FunctionEPNS_6ModuleE
00007ffc08cbadb8 (__TEXT,__text) external __ZN4llvm13CodeExtractor17extractCodeRegionERKNS_26CodeExtractorAnalysisCacheE
00007ffc085b5e7a (__TEXT,__text) external __ZN4llvm13CodeExtractor17extractCodeRegionERKNS_26CodeExtractorAnalysisCacheERNS_9SetVectorIPNS_5ValueENSt3__16vectorIS6_NS7_9allocatorIS6_EEEENS_8DenseSetIS6_NS_12DenseMapInfoIS6_vEEEEEESH_
00007ffc085b0cca (__TEXT,__text) external __ZN4llvm13CodeExtractor17splitReturnBlocksEv
00007ffc08cbaa44 (__TEXT,__text) external __ZN4llvm13CodeExtractor18moveCodeToFunctionEPNS_8FunctionE
00007ffc085b858c (__TEXT,__text) external __ZN4llvm13CodeExtractor21verifyAssumptionCacheERKNS_8FunctionES3_PNS_15AssumptionCacheE
00007ffc08cbae20 (__TEXT,__text) external __ZN4llvm13CodeExtractor23excludeArgFromAggregateEPNS_5ValueE
00007ffc08cba128 (__TEXT,__text) external __ZN4llvm13CodeExtractor25severSplitPHINodesOfEntryERPNS_10BasicBlockE
00007ffc08cba580 (__TEXT,__text) external __ZN4llvm13CodeExtractor25severSplitPHINodesOfExitsERKNS_15SmallPtrSetImplIPNS_10BasicBlockEEE
00007ffc085b2794 (__TEXT,__text) external __ZN4llvm13CodeExtractor26emitCallAndSwitchStatementEPNS_8FunctionEPNS_10BasicBlockERNS_9SetVectorIPNS_5ValueENSt3__16vectorIS7_NS8_9allocatorIS7_EEEENS_8DenseSetIS7_NS_12DenseMapInfoIS7_vEEEEEESI_
00007ffc08cb9398 (__TEXT,__text) external __ZN4llvm13CodeExtractor28findOrCreateBlockForHoistingEPNS_10BasicBlockE
00007ffc08cbab20 (__TEXT,__text) external __ZN4llvm13CodeExtractor33calculateNewCallTerminatorWeightsEPNS_10BasicBlockERNS_8DenseMapIS2_NS_14BlockFrequencyENS_12DenseMapInfoIS2_vEENS_6detail12DenseMapPairIS2_S4_EEEEPNS_21BranchProbabilityInfoE
00007ffc08cb8e3e (__TEXT,__text) external __ZN4llvm13CodeExtractorC1ENS_8ArrayRefIPNS_10BasicBlockEEEPNS_13DominatorTreeEbPNS_18BlockFrequencyInfoEPNS_21BranchProbabilityInfoEPNS_15AssumptionCacheEbbS3_NSt3__112basic_stringIcNSD_11char_traitsIcEENSD_9allocatorIcEEEE
00007ffc08cb8f24 (__TEXT,__text) external __ZN4llvm13CodeExtractorC1ERNS_13DominatorTreeERNS_4LoopEbPNS_18BlockFrequencyInfoEPNS_21BranchProbabilityInfoEPNS_15AssumptionCacheENSt3__112basic_stringIcNSB_11char_traitsIcEENSB_9allocatorIcEEEE
00007ffc08cb8d6c (__TEXT,__text) external __ZN4llvm13CodeExtractorC2ENS_8ArrayRefIPNS_10BasicBlockEEEPNS_13DominatorTreeEbPNS_18BlockFrequencyInfoEPNS_21BranchProbabilityInfoEPNS_15AssumptionCacheEbbS3_NSt3__112basic_stringIcNSD_11char_traitsIcEENSD_9allocatorIcEEEE
00007ffc08cb8e48 (__TEXT,__text) external __ZN4llvm13CodeExtractorC2ERNS_13DominatorTreeERNS_4LoopEbPNS_18BlockFrequencyInfoEPNS_21BranchProbabilityInfoEPNS_15AssumptionCacheENSt3__112basic_stringIcNSB_11char_traitsIcEENSB_9allocatorIcEEEE
00007ffc078227a0 (__TEXT,__text) external __ZN4llvm13ConstantArray19destroyConstantImplEv
00007ffc08a060ee (__TEXT,__text) external __ZN4llvm13ConstantArray23handleOperandChangeImplEPNS_5ValueES2_
00007ffc07825092 (__TEXT,__text) external __ZN4llvm13ConstantArray3getEPNS_9ArrayTypeENS_8ArrayRefIPNS_8ConstantEEE
00007ffc078250de (__TEXT,__text) external __ZN4llvm13ConstantArray7getImplEPNS_9ArrayTypeENS_8ArrayRefIPNS_8ConstantEEE
00007ffc0782507c (__TEXT,__text) external __ZN4llvm13ConstantArrayC1EPNS_9ArrayTypeENS_8ArrayRefIPNS_8ConstantEEE
00007ffc07825066 (__TEXT,__text) external __ZN4llvm13ConstantArrayC2EPNS_9ArrayTypeENS_8ArrayRefIPNS_8ConstantEEE
00007ffc077fd6d6 (__TEXT,__text) external __ZN4llvm13ConstantRange13fromKnownBitsERKNS_9KnownBitsEb
00007ffc07800c7c (__TEXT,__text) external __ZN4llvm13ConstantRange19makeExactICmpRegionENS_7CmpInst9PredicateERKNS_5APIntE
00007ffc0781837e (__TEXT,__text) external __ZN4llvm13ConstantRange20isIntrinsicSupportedEj
00007ffc077fdc2c (__TEXT,__text) external __ZN4llvm13ConstantRange21makeAllowedICmpRegionENS_7CmpInst9PredicateERKS0_
00007ffc08a04678 (__TEXT,__text) external __ZN4llvm13ConstantRange21makeExactNoWrapRegionENS_11Instruction9BinaryOpsERKNS_5APIntEj
00007ffc07800742 (__TEXT,__text) external __ZN4llvm13ConstantRange24makeSatisfyingICmpRegionENS_7CmpInst9PredicateERKS0_
00007ffc078022e0 (__TEXT,__text) external __ZN4llvm13ConstantRange26makeGuaranteedNoWrapRegionENS_11Instruction9BinaryOpsERKS0_j
00007ffc07801294 (__TEXT,__text) external __ZN4llvm13ConstantRange38getEquivalentPredWithFlippedSignednessENS_7CmpInst9PredicateERKS0_S4_
00007ffc07800de8 (__TEXT,__text) external __ZN4llvm13ConstantRange41areInsensitiveToSignednessOfICmpPredicateERKS0_S2_
00007ffc078011b6 (__TEXT,__text) external __ZN4llvm13ConstantRange49areInsensitiveToSignednessOfInvertedICmpPredicateERKS0_S2_
00007ffc078183a8 (__TEXT,__text) external __ZN4llvm13ConstantRange9intrinsicEjNS_8ArrayRefIS0_EE
00007ffc077fd5ae (__TEXT,__text) external __ZN4llvm13ConstantRangeC1ENS_5APIntE
00007ffc077fd6ae (__TEXT,__text) external __ZN4llvm13ConstantRangeC1ENS_5APIntES1_
00007ffc077fd418 (__TEXT,__text) external __ZN4llvm13ConstantRangeC1Ejb
00007ffc077fd4d6 (__TEXT,__text) external __ZN4llvm13ConstantRangeC2ENS_5APIntE
00007ffc077fd686 (__TEXT,__text) external __ZN4llvm13ConstantRangeC2ENS_5APIntES1_
00007ffc077fd2a8 (__TEXT,__text) external __ZN4llvm13ConstantRangeC2Ejb
00007ffc42ddd668 (__DATA,__common) external __ZN4llvm13CycleAnalysis3KeyE
00007ffc088ca186 (__TEXT,__text) external __ZN4llvm13CycleAnalysis3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc07502a76 (__TEXT,__text) external __ZN4llvm13DFAPacketizer16getUsedResourcesEj
00007ffc0896f53a (__TEXT,__text) external __ZN4llvm13DFAPacketizer16reserveResourcesEPKNS_11MCInstrDescE
00007ffc07502a38 (__TEXT,__text) external __ZN4llvm13DFAPacketizer16reserveResourcesERNS_12MachineInstrE
00007ffc0896f48a (__TEXT,__text) external __ZN4llvm13DFAPacketizer19canReserveResourcesEPKNS_11MCInstrDescE
00007ffc075029f8 (__TEXT,__text) external __ZN4llvm13DFAPacketizer19canReserveResourcesERNS_12MachineInstrE
00007ffc08a0f0d2 (__TEXT,__text) external __ZN4llvm13DICommonBlock7getImplERNS_11LLVMContextEPNS_8MetadataES4_PNS_8MDStringES4_jNS3_11StorageTypeEb
00007ffc07850368 (__TEXT,__text) external __ZN4llvm13DICommonBlockC1ERNS_11LLVMContextENS_8Metadata11StorageTypeEjNS_8ArrayRefIPS3_EE
00007ffc0785028a (__TEXT,__text) external __ZN4llvm13DICommonBlockC2ERNS_11LLVMContextENS_8Metadata11StorageTypeEjNS_8ArrayRefIPS3_EE
00007ffc0784e8d8 (__TEXT,__text) external __ZN4llvm13DICompileUnit15getEmissionKindENS_9StringRefE
00007ffc0784e9d8 (__TEXT,__text) external __ZN4llvm13DICompileUnit16getNameTableKindENS_9StringRefE
00007ffc0784ea6a (__TEXT,__text) external __ZN4llvm13DICompileUnit18emissionKindStringENS0_17DebugEmissionKindE
00007ffc08a0ef0e (__TEXT,__text) external __ZN4llvm13DICompileUnit19nameTableKindStringENS0_18DebugNameTableKindE
00007ffc0784e6ce (__TEXT,__text) external __ZN4llvm13DICompileUnit7getImplERNS_11LLVMContextEjPNS_8MetadataEPNS_8MDStringEbS6_jS6_jS4_S4_S4_S4_S4_ybbjbS6_S6_NS3_11StorageTypeEb
00007ffc0784e5aa (__TEXT,__text) external __ZN4llvm13DICompileUnitC1ERNS_11LLVMContextENS_8Metadata11StorageTypeEjbjjybbjbNS_8ArrayRefIPS3_EE
00007ffc0784e486 (__TEXT,__text) external __ZN4llvm13DICompileUnitC2ERNS_11LLVMContextENS_8Metadata11StorageTypeEjbjjybbjbNS_8ArrayRefIPS3_EE
00007ffc0784d0fc (__TEXT,__text) external __ZN4llvm13DIDerivedType7getImplERNS_11LLVMContextEjPNS_8MDStringEPNS_8MetadataEjS6_S6_yjyNS_8OptionalIjEENS7_INS0_11PtrAuthDataEEENS_6DINode7DIFlagsES6_S6_NS5_11StorageTypeEb
00007ffc07970720 (__TEXT,__text) external __ZN4llvm13DWARFGdbIndex4dumpERNS_11raw_ostreamE
00007ffc0797110e (__TEXT,__text) external __ZN4llvm13DWARFGdbIndex5parseENS_13DataExtractorE
00007ffc0797089a (__TEXT,__text) external __ZN4llvm13DWARFGdbIndex9parseImplENS_13DataExtractorE
00007ffc08a42866 (__TEXT,__text) external __ZN4llvm13DWARFTypeUnit4dumpERNS_11raw_ostreamENS_13DIDumpOptionsE
00007ffc079776ce (__TEXT,__text) external __ZN4llvm13DWARFVerifier10verifyNameERKNS_8DWARFDieE
00007ffc0797ac84 (__TEXT,__text) external __ZN4llvm13DWARFVerifier11verifyUnitsERKNS_15DWARFUnitVectorE
00007ffc07976bfc (__TEXT,__text) external __ZN4llvm13DWARFVerifier12DieRangeInfo6insertERKNS_17DWARFAddressRangeE
00007ffc07976fd2 (__TEXT,__text) external __ZN4llvm13DWARFVerifier12DieRangeInfo6insertERKS1_
00007ffc0797b6ba (__TEXT,__text) external __ZN4llvm13DWARFVerifier15handleDebugInfoEv
00007ffc0797d2e2 (__TEXT,__text) external __ZN4llvm13DWARFVerifier15handleDebugLineEv
00007ffc07979dec (__TEXT,__text) external __ZN4llvm13DWARFVerifier15verifyDieRangesERKNS_8DWARFDieERNS0_12DieRangeInfoE
00007ffc07980dfc (__TEXT,__text) external __ZN4llvm13DWARFVerifier16verifyDebugNamesERKNS_12DWARFSectionERKNS_13DataExtractorE
00007ffc079771b2 (__TEXT,__text) external __ZN4llvm13DWARFVerifier16verifyUnitHeaderENS_18DWARFDataExtractorEPyjRhRb
00007ffc0798122a (__TEXT,__text) external __ZN4llvm13DWARFVerifier17handleAccelTablesEv
00007ffc0797abbe (__TEXT,__text) external __ZN4llvm13DWARFVerifier17handleDebugAbbrevEv
00007ffc0797b3ba (__TEXT,__text) external __ZN4llvm13DWARFVerifier17verifyUnitSectionERKNS_12DWARFSectionE
00007ffc07977b82 (__TEXT,__text) external __ZN4llvm13DWARFVerifier18verifyUnitContentsERNS_9DWARFUnitERNSt3__13mapIyNS3_3setIyNS3_4lessIyEENS3_9allocatorIyEEEES7_NS8_INS3_4pairIKySA_EEEEEESG_
00007ffc0797a830 (__TEXT,__text) external __ZN4llvm13DWARFVerifier19verifyAbbrevSectionEPKNS_16DWARFDebugAbbrevE
00007ffc07979244 (__TEXT,__text) external __ZN4llvm13DWARFVerifier19verifyDebugInfoFormERKNS_8DWARFDieERNS_14DWARFAttributeERNSt3__13mapIyNS6_3setIyNS6_4lessIyEENS6_9allocatorIyEEEESA_NSB_INS6_4pairIKySD_EEEEEESJ_
00007ffc0797c14e (__TEXT,__text) external __ZN4llvm13DWARFVerifier19verifyDebugLineRowsEv
00007ffc0797d358 (__TEXT,__text) external __ZN4llvm13DWARFVerifier21verifyAppleAccelTableEPKNS_12DWARFSectionEPNS_13DataExtractorEPKc
00007ffc0797f050 (__TEXT,__text) external __ZN4llvm13DWARFVerifier22verifyNameIndexAbbrevsERKNS_15DWARFDebugNames9NameIndexE
00007ffc0797e394 (__TEXT,__text) external __ZN4llvm13DWARFVerifier22verifyNameIndexBucketsERKNS_15DWARFDebugNames9NameIndexERKNS_13DataExtractorE
00007ffc0797f762 (__TEXT,__text) external __ZN4llvm13DWARFVerifier22verifyNameIndexEntriesERKNS_15DWARFDebugNames9NameIndexERKNS1_14NameTableEntryE
00007ffc079798bc (__TEXT,__text) external __ZN4llvm13DWARFVerifier23verifyDebugInfoCallSiteERKNS_8DWARFDieE
00007ffc0797de3c (__TEXT,__text) external __ZN4llvm13DWARFVerifier23verifyDebugNamesCUListsERKNS_15DWARFDebugNamesE
00007ffc07978500 (__TEXT,__text) external __ZN4llvm13DWARFVerifier24verifyDebugInfoAttributeERKNS_8DWARFDieERNS_14DWARFAttributeE
00007ffc0797ecac (__TEXT,__text) external __ZN4llvm13DWARFVerifier24verifyNameIndexAttributeERKNS_15DWARFDebugNames9NameIndexERKNS1_6AbbrevENS1_17AttributeEncodingE
00007ffc0797b058 (__TEXT,__text) external __ZN4llvm13DWARFVerifier25verifyDebugInfoReferencesERKNSt3__13mapIyNS1_3setIyNS1_4lessIyEENS1_9allocatorIyEEEES5_NS6_INS1_4pairIKyS8_EEEEEENS_12function_refIFPNS_9DWARFUnitEyEEE
00007ffc0797ba50 (__TEXT,__text) external __ZN4llvm13DWARFVerifier26verifyDebugLineStmtOffsetsEv
00007ffc0798051c (__TEXT,__text) external __ZN4llvm13DWARFVerifier27verifyNameIndexCompletenessERKNS_8DWARFDieERKNS_15DWARFDebugNames9NameIndexE
00007ffc0797d2d8 (__TEXT,__text) external __ZN4llvm13DWARFVerifierC1ERNS_11raw_ostreamERNS_12DWARFContextENS_13DIDumpOptionsE
00007ffc0797d1e0 (__TEXT,__text) external __ZN4llvm13DWARFVerifierC2ERNS_11raw_ostreamERNS_12DWARFContextENS_13DIDumpOptionsE
00007ffc0b1a7e00 (__TEXT,__const) external __ZN4llvm13DebugVariable15DefaultFragmentE
00007ffc088cbe24 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEE10removeNodeERS1_
00007ffc0721075e (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEE3endEv
00007ffc07210798 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEE4backEv
00007ffc07210754 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEE5beginEv
00007ffc0721077a (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEE5frontEv
00007ffc088cbdc0 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEE7addNodeERS1_
00007ffc07210974 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEE7connectERS1_S4_RS2_
00007ffc072107e0 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEE8findNodeERKS1_
00007ffc072106fe (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEEC1EOS3_
00007ffc072106ae (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEEC1ERKS3_
00007ffc07210666 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEEC1ERS1_
00007ffc072106d6 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEEC2EOS3_
00007ffc07210686 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEEC2ERKS3_
00007ffc07210646 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEEC2ERS1_
00007ffc07210730 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEEaSEOKS3_
00007ffc07210726 (__TEXT,__text) weak external __ZN4llvm13DirectedGraphINS_7DDGNodeENS_7DDGEdgeEEaSERKS3_
00007ffc0786a85a (__TEXT,__text) external __ZN4llvm13DominatorTree10invalidateERNS_8FunctionERKNS_17PreservedAnalysesERNS_15AnalysisManagerIS1_JEE11InvalidatorE
00007ffc0722ac6e (__TEXT,__text) external __ZN4llvm13DominatorTree9viewGraphERKNS_5TwineES3_
00007ffc0722acc4 (__TEXT,__text) external __ZN4llvm13DominatorTree9viewGraphEv
00007ffc40f77230 (__DATA_CONST,__const) external __ZN4llvm13EdgeBundlesIDE
00007ffc427fc7e0 (__DATA_DIRTY,__common) external __ZN4llvm13EnableGVNSinkE
00007ffc42dde1d9 (__DATA,__common) external __ZN4llvm13ErrorInfoBase2IDE
00007ffc08c86d42 (__TEXT,__text) external __ZN4llvm13ErrorInfoBase6anchorEv
00007ffc078b6bd2 (__TEXT,__text) external __ZN4llvm13FPPassManager11runOnModuleERNS_6ModuleE
00007ffc078b09fc (__TEXT,__text) external __ZN4llvm13FPPassManager13runOnFunctionERNS_8FunctionE
00007ffc078b6c7c (__TEXT,__text) external __ZN4llvm13FPPassManager14doFinalizationERNS_6ModuleE
00007ffc078b6c2a (__TEXT,__text) external __ZN4llvm13FPPassManager16doInitializationERNS_6ModuleE
00007ffc08a2843e (__TEXT,__text) external __ZN4llvm13FPPassManager17dumpPassStructureEj
00007ffc42ddde32 (__DATA,__common) external __ZN4llvm13FPPassManager2IDE
00007ffc078b12ca (__TEXT,__text) external __ZN4llvm13FPPassManager7cleanupEv
00007ffc084b1c68 (__TEXT,__text) external __ZN4llvm13FileCollector11addFileImplENS_9StringRefE
00007ffc084b24c4 (__TEXT,__text) external __ZN4llvm13FileCollector12writeMappingENS_9StringRefE
00007ffc084b1ecc (__TEXT,__text) external __ZN4llvm13FileCollector16addDirectoryImplERKNS_5TwineENS_18IntrusiveRefCntPtrINS_3vfs10FileSystemEEERNSt3__110error_codeE
00007ffc08c8741e (__TEXT,__text) external __ZN4llvm13FileCollector17PathCanonicalizer12canonicalizeENS_9StringRefE
00007ffc084b173a (__TEXT,__text) external __ZN4llvm13FileCollector17PathCanonicalizer18updateWithRealPathERNS_15SmallVectorImplIcEE
00007ffc084b2966 (__TEXT,__text) external __ZN4llvm13FileCollector18createCollectorVFSENS_18IntrusiveRefCntPtrINS_3vfs10FileSystemEEENSt3__110shared_ptrIS0_EE
00007ffc084b20ae (__TEXT,__text) external __ZN4llvm13FileCollector9copyFilesEb
00007ffc084b16a2 (__TEXT,__text) external __ZN4llvm13FileCollectorC1ENSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES7_
00007ffc084b160a (__TEXT,__text) external __ZN4llvm13FileCollectorC2ENSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES7_
00007ffc0811723a (__TEXT,__text) external __ZN4llvm13Float2IntPass12unknownRangeEv
