000000018de75a1c (__TEXT,__text) external _CCAESCmac
00000001e6a88568 (__AUTH_CONST,__const) non-external (was a private external) _cccts3_pad
000000018de7ad40 (__TEXT,__text) non-external _cccts3_padlen
000000018de7add8 (__TEXT,__text) non-external _cccts3_reserve
                 (undefined) external _ccdes3_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cbc_cksum (from libcorecrypto)
                 (undefined) external _ccdes_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_key_is_weak (from libcorecrypto)
                 (undefined) external _ccdes_key_set_odd_parity (from libcorecrypto)
                 (undefined) external _ccdes_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdh_ccn_size (from libcorecrypto)
                 (undefined) external _ccdh_compute_shared_secret (from libcorecrypto)
                 (undefined) external _ccdh_ctx_init (from libcorecrypto)
                 (undefined) external _ccdh_ctx_public (from libcorecrypto)
                 (undefined) external _ccdh_export_pub (from libcorecrypto)
                 (undefined) external _ccdh_export_pub_size (from libcorecrypto)
                 (undefined) external _ccdh_generate_key (from libcorecrypto)
                 (undefined) external _ccdh_gp_rfc3526group05 (from libcorecrypto)
                 (undefined) external _ccdh_import_pub (from libcorecrypto)
                 (undefined) external _ccdigest (from libcorecrypto)
000000018de709d8 (__TEXT,__text) non-external _ccdigest_finalize
                 (undefined) external _ccdigest_init (from libcorecrypto)
000000018de7087c (__TEXT,__text) non-external _ccdigest_process
                 (undefined) external _ccdigest_update (from libcorecrypto)
                 (undefined) external _ccec_blind (from libcorecrypto)
                 (undefined) external _ccec_compact_export_pub (from libcorecrypto)
                 (undefined) external _ccec_compact_import_pub (from libcorecrypto)
                 (undefined) external _ccec_compact_import_pub_size (from libcorecrypto)
                 (undefined) external _ccec_cp_256 (from libcorecrypto)
                 (undefined) external _ccec_cp_384 (from libcorecrypto)
                 (undefined) external _ccec_cp_521 (from libcorecrypto)
                 (undefined) external _ccec_diversify_min_entropy_len (from libcorecrypto)
                 (undefined) external _ccec_diversify_priv_twin (from libcorecrypto)
                 (undefined) external _ccec_diversify_pub_twin (from libcorecrypto)
                 (undefined) external _ccec_generate_blinding_keys (from libcorecrypto)
                 (undefined) external _ccec_generate_key (from libcorecrypto)
                 (undefined) external _ccec_get_cp (from libcorecrypto)
                 (undefined) external _ccec_get_fullkey_components (from libcorecrypto)
                 (undefined) external _ccec_get_pubkey_components (from libcorecrypto)
                 (undefined) external _ccec_keysize_is_supported (from libcorecrypto)
                 (undefined) external _ccec_make_pub (from libcorecrypto)
                 (undefined) external _ccec_sign (from libcorecrypto)
                 (undefined) external _ccec_unblind (from libcorecrypto)
                 (undefined) external _ccec_verify (from libcorecrypto)
                 (undefined) external _ccec_x963_export (from libcorecrypto)
                 (undefined) external _ccec_x963_import_priv (from libcorecrypto)
                 (undefined) external _ccec_x963_import_priv_size (from libcorecrypto)
                 (undefined) external _ccec_x963_import_pub (from libcorecrypto)
                 (undefined) external _ccec_x963_import_pub_size (from libcorecrypto)
00000001e6a88258 (__AUTH_CONST,__const) non-external (was a private external) _ccecb_mode
000000018de7a704 (__TEXT,__text) non-external _ccecb_mode_crypt
000000018de7a6e4 (__TEXT,__text) non-external _ccecb_mode_get_block_size
000000018de7a6dc (__TEXT,__text) non-external _ccecb_mode_get_ctx_size
000000018de7a6ec (__TEXT,__text) non-external _ccecb_mode_setup
                 (undefined) external _ccecdh_compute_shared_secret (from libcorecrypto)
                 (undefined) external _ccgcm_aad (from libcorecrypto)
                 (undefined) external _ccgcm_finalize (from libcorecrypto)
00000001e6a88488 (__AUTH_CONST,__const) non-external (was a private external) _ccgcm_mode
000000018de7aad4 (__TEXT,__text) non-external _ccgcm_mode_crypt
000000018de7aacc (__TEXT,__text) non-external _ccgcm_mode_get_block_size
000000018de71b38 (__TEXT,__text) non-external _ccgcm_mode_get_ctx_size
000000018de71b40 (__TEXT,__text) non-external _ccgcm_mode_setup
                 (undefined) external _ccgcm_one_shot (from libcorecrypto)
                 (undefined) external _ccgcm_reset (from libcorecrypto)
                 (undefined) external _ccgcm_set_iv (from libcorecrypto)
                 (undefined) external _ccgcm_set_iv_legacy (from libcorecrypto)
000000018de7aaf0 (__TEXT,__text) non-external _ccgcm_setiv
                 (undefined) external _ccgcm_update (from libcorecrypto)
                 (undefined) external _cch2c (from libcorecrypto)
                 (undefined) external _cch2c_p256_sha256_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cch2c_p384_sha512_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cch2c_p521_sha512_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cchkdf (from libcorecrypto)
                 (undefined) external _cchkdf_expand (from libcorecrypto)
                 (undefined) external _cchkdf_extract (from libcorecrypto)
                 (undefined) external _cchmac (from libcorecrypto)
                 (undefined) external _cchmac_final (from libcorecrypto)
                 (undefined) external _cchmac_init (from libcorecrypto)
                 (undefined) external _cchmac_update (from libcorecrypto)
                 (undefined) external _ccmd2_ltc_di (from libcorecrypto)
                 (undefined) external _ccmd4_ltc_di (from libcorecrypto)
                 (undefined) external _ccmd5_di (from libcorecrypto)
00000001e6a87e68 (__AUTH_CONST,__const) non-external (was a private external) _ccmodeList
                 (undefined) external _ccn_bitlen (from libcorecrypto)
                 (undefined) external _ccn_cmpn (from libcorecrypto)
                 (undefined) external _ccn_read_uint (from libcorecrypto)
                 (undefined) external _ccn_write_int (from libcorecrypto)
                 (undefined) external _ccn_write_int_size (from libcorecrypto)
                 (undefined) external _ccn_write_uint (from libcorecrypto)
                 (undefined) external _ccn_write_uint_padded (from libcorecrypto)
                 (undefined) external _ccn_write_uint_size (from libcorecrypto)
                 (undefined) external _ccnistkdf_ctr_hmac (from libcorecrypto)
                 (undefined) external _ccnistkdf_ctr_hmac_fixed (from libcorecrypto)
000000018de737a8 (__TEXT,__text) non-external _ccnopad_decrypt_pad
000000018de72bf8 (__TEXT,__text) non-external _ccnopad_encrypt_pad
00000001e6a88588 (__AUTH_CONST,__const) non-external (was a private external) _ccnopad_pad
000000018de72a0c (__TEXT,__text) non-external _ccnopad_padlen
000000018de72a40 (__TEXT,__text) non-external _ccnopad_reserve
00000001e6a883e8 (__AUTH_CONST,__const) non-external (was a private external) _ccofb_mode
000000018de7a8bc (__TEXT,__text) non-external _ccofb_mode_crypt
000000018de7a898 (__TEXT,__text) non-external _ccofb_mode_get_block_size
000000018de7a890 (__TEXT,__text) non-external _ccofb_mode_get_ctx_size
000000018de7a8a0 (__TEXT,__text) non-external _ccofb_mode_setup
                 (undefined) external _ccpad_cts3_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_cts3_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_ecb_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_ecb_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_xts_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_xts_encrypt (from libcorecrypto)
                 (undefined) external _ccpbkdf2_hmac (from libcorecrypto)
000000018de7ac74 (__TEXT,__text) non-external _ccpkcs7_decrypt_ecb_pad
000000018de737b8 (__TEXT,__text) non-external _ccpkcs7_decrypt_pad
00000001e6a88548 (__AUTH_CONST,__const) non-external (was a private external) _ccpkcs7_ecb_pad
000000018de7ac1c (__TEXT,__text) non-external _ccpkcs7_encrypt_ecb_pad
000000018de7abbc (__TEXT,__text) non-external _ccpkcs7_encrypt_pad
00000001e6a88528 (__AUTH_CONST,__const) non-external (was a private external) _ccpkcs7_pad
000000018de724c4 (__TEXT,__text) non-external _ccpkcs7_padlen
000000018de72554 (__TEXT,__text) non-external _ccpkcs7_reserve
                 (undefined) external _ccrc2_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccrc4_eay (from libcorecrypto)
                 (undefined) external _ccrmd160_ltc_di (from libcorecrypto)
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
                 (undefined) external _ccrsa_ctx_private_zp (from libcorecrypto)
                 (undefined) external _ccrsa_ctx_public (from libcorecrypto)
                 (undefined) external _ccrsa_decrypt_eme_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_decrypt_oaep (from libcorecrypto)
                 (undefined) external _ccrsa_encrypt_eme_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_encrypt_oaep (from libcorecrypto)
                 (undefined) external _ccrsa_export_priv (from libcorecrypto)
                 (undefined) external _ccrsa_export_priv_size (from libcorecrypto)
                 (undefined) external _ccrsa_export_pub (from libcorecrypto)
                 (undefined) external _ccrsa_export_pub_size (from libcorecrypto)
                 (undefined) external _ccrsa_generate_fips186_key (from libcorecrypto)
                 (undefined) external _ccrsa_get_fullkey_components (from libcorecrypto)
                 (undefined) external _ccrsa_get_pubkey_components (from libcorecrypto)
                 (undefined) external _ccrsa_import_priv (from libcorecrypto)
                 (undefined) external _ccrsa_import_priv_n (from libcorecrypto)
                 (undefined) external _ccrsa_import_pub (from libcorecrypto)
                 (undefined) external _ccrsa_import_pub_n (from libcorecrypto)
                 (undefined) external _ccrsa_init_pub (from libcorecrypto)
                 (undefined) external _ccrsa_make_priv (from libcorecrypto)
                 (undefined) external _ccrsa_make_pub (from libcorecrypto)
                 (undefined) external _ccrsa_priv_crypt (from libcorecrypto)
                 (undefined) external _ccrsa_pub_crypt (from libcorecrypto)
                 (undefined) external _ccrsa_recover_priv (from libcorecrypto)
                 (undefined) external _ccrsa_sign_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_sign_pss (from libcorecrypto)
                 (undefined) external _ccrsa_verify_pkcs1v15_digest (from libcorecrypto)
                 (undefined) external _ccrsa_verify_pss_digest (from libcorecrypto)
                 (undefined) external _ccsha1_di (from libcorecrypto)
                 (undefined) external _ccsha224_di (from libcorecrypto)
                 (undefined) external _ccsha256_di (from libcorecrypto)
                 (undefined) external _ccsha384_di (from libcorecrypto)
                 (undefined) external _ccsha3_224_di (from libcorecrypto)
                 (undefined) external _ccsha3_256_di (from libcorecrypto)
                 (undefined) external _ccsha3_384_di (from libcorecrypto)
                 (undefined) external _ccsha3_512_di (from libcorecrypto)
                 (undefined) external _ccsha512_di (from libcorecrypto)
                 (undefined) external _ccwrap_auth_decrypt_withiv (from libcorecrypto)
                 (undefined) external _ccwrap_auth_encrypt_withiv (from libcorecrypto)
                 (undefined) external _ccwrap_unwrapped_size (from libcorecrypto)
                 (undefined) external _ccwrap_wrapped_size (from libcorecrypto)
                 (undefined) external _ccxts_context_size (from libcorecrypto)
00000001e6a88438 (__AUTH_CONST,__const) non-external (was a private external) _ccxts_mode
000000018de7a9e8 (__TEXT,__text) non-external _ccxts_mode_decrypt_tweak
000000018de7a904 (__TEXT,__text) non-external _ccxts_mode_encrypt_tweak
000000018de7a8e4 (__TEXT,__text) non-external _ccxts_mode_get_block_size
000000018de7a8dc (__TEXT,__text) non-external _ccxts_mode_get_ctx_size
000000018de7a8ec (__TEXT,__text) non-external _ccxts_mode_setup
                 (undefined) external _ccz_add (from libcorecrypto)
                 (undefined) external _ccz_addi (from libcorecrypto)
                 (undefined) external _ccz_bitlen (from libcorecrypto)
00000001e50f4728 (__AUTH,__data) non-external _ccz_c
                 (undefined) external _ccz_cmp (from libcorecrypto)
                 (undefined) external _ccz_cmpi (from libcorecrypto)
                 (undefined) external _ccz_divmod (from libcorecrypto)
                 (undefined) external _ccz_expmod (from libcorecrypto)
                 (undefined) external _ccz_free (from libcorecrypto)
                 (undefined) external _ccz_init (from libcorecrypto)
                 (undefined) external _ccz_is_negative (from libcorecrypto)
                 (undefined) external _ccz_is_prime (from libcorecrypto)
                 (undefined) external _ccz_is_zero (from libcorecrypto)
                 (undefined) external _ccz_lsl (from libcorecrypto)
                 (undefined) external _ccz_lsr (from libcorecrypto)
                 (undefined) external _ccz_mod (from libcorecrypto)
                 (undefined) external _ccz_mul (from libcorecrypto)
                 (undefined) external _ccz_muli (from libcorecrypto)
                 (undefined) external _ccz_mulmod (from libcorecrypto)
                 (undefined) external _ccz_neg (from libcorecrypto)
                 (undefined) external _ccz_random_bits (from libcorecrypto)
                 (undefined) external _ccz_read_radix (from libcorecrypto)
                 (undefined) external _ccz_read_uint (from libcorecrypto)
                 (undefined) external _ccz_set (from libcorecrypto)
                 (undefined) external _ccz_seti (from libcorecrypto)
                 (undefined) external _ccz_size (from libcorecrypto)
                 (undefined) external _ccz_sub (from libcorecrypto)
                 (undefined) external _ccz_subi (from libcorecrypto)
                 (undefined) external _ccz_trailing_zeros (from libcorecrypto)
                 (undefined) external _ccz_write_int_size (from libcorecrypto)
                 (undefined) external _ccz_write_radix (from libcorecrypto)
                 (undefined) external _ccz_write_radix_size (from libcorecrypto)
                 (undefined) external _ccz_write_uint (from libcorecrypto)
                 (undefined) external _ccz_write_uint_size (from libcorecrypto)
                 (undefined) external _ccz_zero (from libcorecrypto)
                 (undefined) external _cczp_bitlen (from libcorecrypto)
                 (undefined) external _cczp_n (from libcorecrypto)
                 (undefined) external _cczp_prime (from libcorecrypto)
000000018de75098 (__TEXT,__text) non-external (was a private external) _crc_normal_final
000000018de74f4c (__TEXT,__text) non-external (was a private external) _crc_normal_init
000000018de750d0 (__TEXT,__text) non-external (was a private external) _crc_normal_oneshot
000000018de74fa0 (__TEXT,__text) non-external (was a private external) _crc_normal_update
000000018de7517c (__TEXT,__text) non-external (was a private external) _crc_reverse_final
000000018de74f4c (__TEXT,__text) non-external (was a private external) _crc_reverse_init
000000018de7394c (__TEXT,__text) non-external (was a private external) _crc_reverse_oneshot
000000018de73d2c (__TEXT,__text) non-external (was a private external) _crc_reverse_update
000000018de7b50c (__TEXT,__text) non-external _deCode
000000018de7b3d0 (__TEXT,__text) non-external _decodeLen
00000001df532af8 (__DATA_CONST,__const) non-external (was a private external) _defaultBase16
00000001df532a80 (__DATA_CONST,__const) non-external (was a private external) _defaultBase32
00000001df532a58 (__DATA_CONST,__const) non-external (was a private external) _defaultBase64
                 (undefined) external _dispatch_once_f (from libdispatch)
000000018de74d54 (__TEXT,__text) non-external (was a private external) _dump_crc_table
                 (undefined) external _dyld_program_sdk_at_least (from libdyld)
000000018de7331c (__TEXT,__text) non-external _enCode
000000018de732c8 (__TEXT,__text) non-external _encodeLen
000000018de7cb40 (__TEXT,__const) non-external _encoderValue
                 (undefined) external _free (from libsystem_malloc)
000000018de71c38 (__TEXT,__text) non-external _gcm_update
000000018de739c8 (__TEXT,__text) non-external (was a private external) _gen_std_crc_table
000000018de719c8 (__TEXT,__text) non-external (was a private external) _getCipherMode
000000018de73890 (__TEXT,__text) non-external _getDesc
000000018de7b760 (__TEXT,__text) non-external _getDesc.cold.1
000000018de7b7dc (__TEXT,__text) non-external _getDesc.cold.2
000000018de7b858 (__TEXT,__text) non-external _getDesc.cold.3
00000001df532ad0 (__DATA_CONST,__const) non-external (was a private external) _hexBase32
000000018de700fc (__TEXT,__text) non-external (was a private external) _init_globals
00000001df532a40 (__DATA_CONST,__const) external _kCCRandomDefault
00000001df532a48 (__DATA_CONST,__const) external _kCCRandomDevRandom
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _memset (from libsystem_c)
000000018de742a4 (__TEXT,__text) non-external _noMode
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _printf (from libsystem_c)
                 (undefined) external _putchar (from libsystem_c)
                 (undefined) external _puts (from libsystem_c)
000000018de7adfc (__TEXT,__text) non-external _rc4ModeInit
000000018de7ae30 (__TEXT,__text) non-external _rc4crypt
00000001e6a885a8 (__AUTH_CONST,__const) non-external _rc4mode
00000001df532aa8 (__DATA_CONST,__const) non-external (was a private external) _recoveryBase32
000000018de73ccc (__TEXT,__text) non-external (was a private external) _reflect
000000018de73cbc (__TEXT,__text) non-external (was a private external) _reflect_byte
000000018de7c9d0 (__TEXT,__const) non-external _reflector
000000018de7518c (__TEXT,__text) non-external (was a private external) _reverse_poly
000000018de7cb30 (__TEXT,__const) non-external _rfc3394_iv_data
000000018de71770 (__TEXT,__text) non-external _setCryptorCipherMode
000000018de70340 (__TEXT,__text) non-external (was a private external) _setReverseMap
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
000000018de7a144 (__TEXT,__text) non-external _validate_sign_verify_params
