00007ffa1c0fb082 (__TEXT,__text) non-external _DiToMD5
00007ffa1c108c72 (__TEXT,__text) external __ZN12IOUserClient22AsyncCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniPKyjEPK11OSMetaClass
00007ffa1c108854 (__TEXT,__text) external __ZN12IOUserClient22CopyClientEntitlementsEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1c1081c6 (__TEXT,__text) external __ZN12IOUserClient22_ExternalMethod_InvokeE5IORPCP15OSMetaClassBasePFiS2_yPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS6_S8_P8OSActionE
00007ffa1c108542 (__TEXT,__text) external __ZN12IOUserClient23CopyClientMemoryForTypeEyPyPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e8b62 (__TEXT,__text) external __ZN12IOUserClient27CopyClientEntitlements_ImplEPP12OSDictionary
00007ffa1c108bfc (__TEXT,__text) external __ZN12IOUserClient28CreateActionKernelCompletionEmPP8OSAction
00007ffa1c108124 (__TEXT,__text) external __ZN12IOUserClient29CopyClientEntitlements_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffa1c108d18 (__TEXT,__text) external __ZN12IOUserClient30CopyClientMemoryForType_InvokeE5IORPCP15OSMetaClassBasePFiS2_yPyPP18IOMemoryDescriptorE
00007ffa1c1086d0 (__TEXT,__text) external __ZN12IOUserClient32CreateMemoryDescriptorFromClientEyjPK16IOAddressSegmentPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1c108da4 (__TEXT,__text) external __ZN12IOUserClient39CreateMemoryDescriptorFromClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_yjPK16IOAddressSegmentPP18IOMemoryDescriptorE
00007ffa1c0e84f2 (__TEXT,__text) external __ZN12IOUserClient4freeEv
00007ffa1c0e843a (__TEXT,__text) external __ZN12IOUserClient4initEv
00007ffa1c108016 (__TEXT,__text) external __ZN12IOUserClient8DispatchE5IORPC
00007ffa1c108020 (__TEXT,__text) external __ZN12IOUserClient9_DispatchEPS_5IORPC
00007ffa1c109560 (__TEXT,__text) external __ZN12IOUserServer10LoadModuleEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa1c10909e (__TEXT,__text) external __ZN12IOUserServer11Exit_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1c1096d2 (__TEXT,__text) external __ZN12IOUserServer13Create_InvokeE5IORPCPFiPKcyyP8OSStringPPS_E
00007ffa1c0e5776 (__TEXT,__text) external __ZN12IOUserServer15LoadModule_ImplEPKc
00007ffa1c109156 (__TEXT,__text) external __ZN12IOUserServer17LoadModule_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1c1093ee (__TEXT,__text) external __ZN12IOUserServer4ExitEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e5712 (__TEXT,__text) external __ZN12IOUserServer4freeEv
00007ffa1c0e5702 (__TEXT,__text) external __ZN12IOUserServer4initEv
00007ffa1c109230 (__TEXT,__text) external __ZN12IOUserServer6CreateEPKcyyP8OSStringPPS_
00007ffa1c108f28 (__TEXT,__text) external __ZN12IOUserServer8DispatchE5IORPC
00007ffa1c0e575c (__TEXT,__text) external __ZN12IOUserServer9Exit_ImplEPKc
00007ffa1c108f32 (__TEXT,__text) external __ZN12IOUserServer9_DispatchEPS_5IORPC
00007ffa1c0ee446 (__TEXT,__text) external __ZN12OSDictionary11withObjectsEPPK8OSObjectS3_jj
00007ffa1c0ee5a6 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPK8OSObject
00007ffa1c0ee5b4 (__TEXT,__text) external __ZN12OSDictionary12removeObjectEPKc
00007ffa1c0ee43c (__TEXT,__text) external __ZN12OSDictionary12withCapacityEj
00007ffa1c0ee320 (__TEXT,__text) external __ZN12OSDictionary14ensureCapacityEj
00007ffa1c0ee4ce (__TEXT,__text) external __ZN12OSDictionary14withDictionaryEPKS_j
00007ffa1c0ee330 (__TEXT,__text) external __ZN12OSDictionary15flushCollectionEv
00007ffa1c0ee3ee (__TEXT,__text) external __ZN12OSDictionary4freeEv
00007ffa1c0ee508 (__TEXT,__text) external __ZN12OSDictionary5mergeEPKS_
00007ffa1c0ee4be (__TEXT,__text) external __ZN12OSDictionary9setObjectEPK8OSObjectPK15OSMetaClassBase
00007ffa1c0ee594 (__TEXT,__text) external __ZN12OSDictionary9setObjectEPKcPK15OSMetaClassBase
00007ffa1c0e9126 (__TEXT,__text) external __ZN12OSMappedFile14createFromPathEPKcymPPS_
00007ffa1c0e9438 (__TEXT,__text) external __ZN12OSMappedFile4freeEv
00007ffa1c0e93f8 (__TEXT,__text) external __ZN12OSMappedFile4initEv
00007ffa1c0ef304 (__TEXT,__text) external __ZN12OSOrderedSet11orderObjectEPK15OSMetaClassBase
00007ffa1c0ef0d0 (__TEXT,__text) external __ZN12OSOrderedSet12withCapacityEjU13block_pointerFiPK15OSMetaClassBaseS2_E
00007ffa1c0ef25c (__TEXT,__text) external __ZN12OSOrderedSet13setLastObjectEPK15OSMetaClassBase
00007ffa1c0ef294 (__TEXT,__text) external __ZN12OSOrderedSet14setFirstObjectEPK15OSMetaClassBase
00007ffa1c0ef158 (__TEXT,__text) external __ZN12OSOrderedSet4freeEv
00007ffa1c0ef140 (__TEXT,__text) external __ZN12OSOrderedSet4initEv
00007ffa1c0ef1bc (__TEXT,__text) external __ZN12OSOrderedSet9setObjectEPK15OSMetaClassBase
00007ffa1c0e9686 (__TEXT,__text) external __ZN13IOCommandPool10getCommandEb
00007ffa1c0e9568 (__TEXT,__text) external __ZN13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa1c0e9768 (__TEXT,__text) external __ZN13IOCommandPool13returnCommandEP9IOCommand
00007ffa1c0e983a (__TEXT,__text) external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1c10cb46 (__TEXT,__text) non-external __ZN13IOCommandPool15gatedGetCommandEPP9IOCommandb.cold.1
00007ffa1c0e98dc (__TEXT,__text) external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1c10cb69 (__TEXT,__text) non-external __ZN13IOCommandPool18gatedReturnCommandEP9IOCommand.cold.1
00007ffa1c0e95ca (__TEXT,__text) external __ZN13IOCommandPool4freeEv
00007ffa1c0e9558 (__TEXT,__text) external __ZN13IOCommandPool4initEv
00007ffa1c0e962c (__TEXT,__text) external __ZN13IOCommandPool9withQueueEP15IODispatchQueue
00007ffa1c0fac68 (__TEXT,__text) external __ZN14IOReportLegend14addLegendEntryEP12OSDictionaryPKcS3_
00007ffa1c0fac10 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP10IOReporterPKcS3_
00007ffa1c0fab16 (__TEXT,__text) external __ZN14IOReportLegend17addReporterLegendEP9IOServiceP10IOReporterPKcS5_
00007ffa1c0faac4 (__TEXT,__text) external __ZN14IOReportLegend4freeEv
00007ffa1c0fa942 (__TEXT,__text) external __ZN14IOReportLegend4withEP7OSArray
00007ffa1c0fab08 (__TEXT,__text) external __ZN14IOReportLegend9getLegendEv
00007ffa1c10abfa (__TEXT,__text) external __ZN14OSSetMetaClass3NewEP8OSObject
00007ffa1c0fde7c (__TEXT,__text) external __ZN15IODispatchQueue11Create_CallEPKcyyPPS_
00007ffa1c0e3afa (__TEXT,__text) external __ZN15IODispatchQueue12DispatchSyncEU13block_pointerFvvE
00007ffa1c0fe074 (__TEXT,__text) external __ZN15IODispatchQueue13Create_InvokeE5IORPCPFiPKcyyPPS_E
00007ffa1c0e5b6a (__TEXT,__text) external __ZN15IODispatchQueue13DispatchAsyncEU13block_pointerFvvE
00007ffa1c0e5cfe (__TEXT,__text) external __ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E
00007ffa1c0fdffc (__TEXT,__text) external __ZN15IODispatchQueue14SetPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1c0e3a18 (__TEXT,__text) external __ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E
00007ffa1c0e60c0 (__TEXT,__text) external __ZN15IODispatchQueue16SleepWithTimeoutEPvy
00007ffa1c0e5e32 (__TEXT,__text) external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy
00007ffa1c10c6ea (__TEXT,__text) non-external __ZN15IODispatchQueue17SleepWithDeadlineEPvyy.cold.1
00007ffa1c0e6134 (__TEXT,__text) external __ZN15IODispatchQueue17WakeupWithOptionsEPvy
00007ffa1c10c776 (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.1
00007ffa1c10c799 (__TEXT,__text) non-external __ZN15IODispatchQueue17WakeupWithOptionsEPvy.cold.2
00007ffa1c0e5c66 (__TEXT,__text) external __ZN15IODispatchQueue18DispatchConcurrentEU13block_pointerFvvE
00007ffa1c0e5c90 (__TEXT,__text) external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E
00007ffa1c10c6c7 (__TEXT,__text) non-external __ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E.cold.1
00007ffa1c0e5b2c (__TEXT,__text) external __ZN15IODispatchQueue3LogEPKcPFiS1_zE
00007ffa1c0e58d6 (__TEXT,__text) external __ZN15IODispatchQueue4freeEv
00007ffa1c0e57b0 (__TEXT,__text) external __ZN15IODispatchQueue4initEv
00007ffa1c0e612a (__TEXT,__text) external __ZN15IODispatchQueue5SleepEPvy
00007ffa1c0e57f0 (__TEXT,__text) external __ZN15IODispatchQueue6CancelEU13block_pointerFvvE
00007ffa1c0e539c (__TEXT,__text) external __ZN15IODispatchQueue6CreateEPKcyyPPS_
00007ffa1c10c4dd (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.1
00007ffa1c10c500 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.2
00007ffa1c10c523 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.3
00007ffa1c10c546 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.4
00007ffa1c10c569 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.5
00007ffa1c10c58c (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.6
00007ffa1c10c5af (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.7
00007ffa1c10c5d2 (__TEXT,__text) non-external __ZN15IODispatchQueue6CreateEPKcyyPPS_.cold.8
00007ffa1c0e61d2 (__TEXT,__text) external __ZN15IODispatchQueue6WakeupEPv
00007ffa1c0e394e (__TEXT,__text) external __ZN15IODispatchQueue7GetNameEv
00007ffa1c0e3960 (__TEXT,__text) external __ZN15IODispatchQueue7OnQueueEv
00007ffa1c0fdd6a (__TEXT,__text) external __ZN15IODispatchQueue7SetPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fdcf0 (__TEXT,__text) external __ZN15IODispatchQueue8DispatchE5IORPC
00007ffa1c0e61de (__TEXT,__text) external __ZN15IODispatchQueue9RunActionEU13block_pointerFivE
00007ffa1c0fdd26 (__TEXT,__text) external __ZN15IODispatchQueue9_DispatchEPS_5IORPC
00007ffa1c0fa40e (__TEXT,__text) external __ZN15IOStateReporter10setStateIDEyiy
00007ffa1c0fa08c (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyy
00007ffa1c0fa0f8 (__TEXT,__text) external __ZN15IOStateReporter15setChannelStateEyyyy
00007ffa1c0fa4fc (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEii
00007ffa1c0fa544 (__TEXT,__text) external __ZN15IOStateReporter17setStateByIndicesEiiyy
00007ffa1c0fa102 (__TEXT,__text) external __ZN15IOStateReporter20overrideChannelStateEyyyyy
00007ffa1c10da43 (__TEXT,__text) non-external __ZN15IOStateReporter20overrideChannelStateEyyyyy.cold.1
00007ffa1c0fa6f8 (__TEXT,__text) external __ZN15IOStateReporter21getStateInTransitionsEyy
00007ffa1c0fa7ec (__TEXT,__text) external __ZN15IOStateReporter21getStateResidencyTimeEyy
00007ffa1c0fa232 (__TEXT,__text) external __ZN15IOStateReporter21incrementChannelStateEyyyyy
00007ffa1c10da55 (__TEXT,__text) non-external __ZN15IOStateReporter21incrementChannelStateEyyyyy.cold.1
00007ffa1c0fa800 (__TEXT,__text) external __ZN15IOStateReporter26getStateLastTransitionTimeEyy
00007ffa1c0fa814 (__TEXT,__text) external __ZN15IOStateReporter29getStateLastChannelUpdateTimeEy
00007ffa1c0f9994 (__TEXT,__text) external __ZN15IOStateReporter4withEP9IOServicetiy
00007ffa1c0f9a06 (__TEXT,__text) external __ZN15IOStateReporter8initWithEP9IOServicetiy
00007ffa1c0fa376 (__TEXT,__text) external __ZN15IOStateReporter8setStateEy
00007ffa1c0fa404 (__TEXT,__text) external __ZN15IOStateReporter8setStateEyyy
00007ffa1c10a518 (__TEXT,__text) external __ZN15OSDataMetaClass3NewEP8OSObject
00007ffa1c0e2328 (__TEXT,__text) external __ZN15OSMetaClassBase12GetClassNameEv
00007ffa1c0e2aee (__TEXT,__text) external __ZN15OSMetaClassBase12safeMetaCastEPKS_PK11OSMetaClass
00007ffa1c0e2d00 (__TEXT,__text) external __ZN15OSMetaClassBase14QueueForObjectEy
00007ffa1c10ba5c (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.1
00007ffa1c10ba7f (__TEXT,__text) non-external __ZN15OSMetaClassBase14QueueForObjectEy.cold.2
00007ffa1c0e2c58 (__TEXT,__text) external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass
00007ffa1c10ba1d (__TEXT,__text) non-external __ZN15OSMetaClassBase16requiredMetaCastEPKS_PK11OSMetaClass.cold.1
00007ffa1c0e33f8 (__TEXT,__text) external __ZN15OSMetaClassBase6InvokeE5IORPC
00007ffa1c10bc54 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.1
00007ffa1c10bc77 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.2
00007ffa1c10bc9a (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.3
00007ffa1c10bcbd (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.4
00007ffa1c10bce0 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.5
00007ffa1c10bd03 (__TEXT,__text) non-external __ZN15OSMetaClassBase6InvokeE5IORPC.cold.6
00007ffa1c0e2e78 (__TEXT,__text) external __ZN15OSMetaClassBase8DispatchE5IORPC
00007ffa1c10bb3c (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.1
00007ffa1c10bb5f (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.2
00007ffa1c10bb82 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.3
00007ffa1c10bba5 (__TEXT,__text) non-external __ZN15OSMetaClassBase8DispatchE5IORPC.cold.4
00007ffa1c0e231e (__TEXT,__text) external __ZN15OSMetaClassBase8GetClassEv
00007ffa1c0e2358 (__TEXT,__text) external __ZN15OSMetaClassBase8IsRemoteEv
00007ffa1c0ebbd4 (__TEXT,__text) external __ZN15OSSerialization10copyObjectEv
00007ffa1c0efa20 (__TEXT,__text) external __ZN15OSSerialization10freeBufferEPKvm
00007ffa1c10d406 (__TEXT,__text) non-external __ZN15OSSerialization10freeBufferEPKvm.cold.1
00007ffa1c0ef9dc (__TEXT,__text) external __ZN15OSSerialization14finalizeBufferEPm
00007ffa1c10d3e3 (__TEXT,__text) non-external __ZN15OSSerialization14finalizeBufferEPm.cold.1
00007ffa1c0ef9c8 (__TEXT,__text) external __ZN15OSSerialization15createFromBytesEPKvmU13block_pointerFvS1_mE
00007ffa1c0ef9d2 (__TEXT,__text) external __ZN15OSSerialization16createFromObjectEP8OSObject
00007ffa1c0efa46 (__TEXT,__text) external __ZN15OSSerialization4freeEv
00007ffa1c0fe556 (__TEXT,__text) external __ZN16IODispatchSource12CheckForWorkEbPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fe874 (__TEXT,__text) external __ZN16IODispatchSource13Cancel_InvokeE5IORPCP15OSMetaClassBasePFiS2_U13block_pointerFvvEE
00007ffa1c0e6310 (__TEXT,__text) external __ZN16IODispatchSource14SetEnable_ImplEb
00007ffa1c0fe23c (__TEXT,__text) external __ZN16IODispatchSource16SetEnable_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007ffa1c0fe968 (__TEXT,__text) external __ZN16IODispatchSource19CheckForWork_InvokeE5IORPCP15OSMetaClassBasePFiS2_S0_bE
00007ffa1c0fe412 (__TEXT,__text) external __ZN16IODispatchSource23SetEnableWithCompletionEbU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fe8ec (__TEXT,__text) external __ZN16IODispatchSource30SetEnableWithCompletion_InvokeE5IORPCP15OSMetaClassBasePFiS2_bU13block_pointerFvvEE
00007ffa1c0e62f8 (__TEXT,__text) external __ZN16IODispatchSource4freeEv
00007ffa1c0e62e8 (__TEXT,__text) external __ZN16IODispatchSource4initEv
00007ffa1c0fe2d6 (__TEXT,__text) external __ZN16IODispatchSource6CancelEU13block_pointerFvvEPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fe186 (__TEXT,__text) external __ZN16IODispatchSource8DispatchE5IORPC
00007ffa1c0fe734 (__TEXT,__text) external __ZN16IODispatchSource9SetEnableEbPFiP15OSMetaClassBase5IORPCE
00007ffa1c0fe190 (__TEXT,__text) external __ZN16IODispatchSource9_DispatchEPS_5IORPC
00007ffa1c0f8b26 (__TEXT,__text) external __ZN16IOReporter_IVars10legendWithEP7OSArrayS1_19IOReportChannelTypey
00007ffa1c0f8336 (__TEXT,__text) external __ZN16IOReporter_IVars12lockReporterEv
00007ffa1c0f8a54 (__TEXT,__text) external __ZN16IOReporter_IVars14copyChannelIDsEv
00007ffa1c0f8354 (__TEXT,__text) external __ZN16IOReporter_IVars14unlockReporterEv
00007ffa1c0f8e7c (__TEXT,__text) external __ZN16IOReporter_IVars15getChannelIndexEyPi
00007ffa1c0f8dbe (__TEXT,__text) external __ZN16IOReporter_IVars16getElementValuesEi
00007ffa1c10d7ac (__TEXT,__text) non-external __ZN16IOReporter_IVars16getElementValuesEi.cold.1
00007ffa1c0f8d4c (__TEXT,__text) external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy
00007ffa1c10d793 (__TEXT,__text) non-external __ZN16IOReporter_IVars16setElementValuesEiP21IOReportElementValuesy.cold.1
00007ffa1c0f8df6 (__TEXT,__text) external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues
00007ffa1c10d7c5 (__TEXT,__text) non-external __ZN16IOReporter_IVars17copyElementValuesEiP21IOReportElementValues.cold.1
00007ffa1c0f8eba (__TEXT,__text) external __ZN16IOReporter_IVars17getChannelIndicesEyPiS0_
00007ffa1c0f8718 (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapCleanupEi
00007ffa1c10d6d3 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.1
00007ffa1c10d6ec (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.2
00007ffa1c10d70c (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.3
00007ffa1c10d733 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.4
00007ffa1c10d753 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapCleanupEi.cold.5
00007ffa1c0f83ca (__TEXT,__text) external __ZN16IOReporter_IVars17handleSwapPrepareEi
00007ffa1c10d5cf (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.1
00007ffa1c10d5e8 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.2
00007ffa1c10d601 (__TEXT,__text) non-external __ZN16IOReporter_IVars17handleSwapPrepareEi.cold.3
00007ffa1c0f89f0 (__TEXT,__text) external __ZN16IOReporter_IVars18handleCreateLegendEv
00007ffa1c0f889a (__TEXT,__text) external __ZN16IOReporter_IVars18handleUpdateReportEP19IOReportChannelListjRjRPhRm
00007ffa1c0f8318 (__TEXT,__text) external __ZN16IOReporter_IVars18lockReporterConfigEv
00007ffa1c0f8dee (__TEXT,__text) external __ZN16IOReporter_IVars19updateChannelValuesEi
00007ffa1c0f8954 (__TEXT,__text) external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm
00007ffa1c10d77a (__TEXT,__text) non-external __ZN16IOReporter_IVars19updateReportChannelEiRjRPhRm.cold.1
00007ffa1c0f8e3e (__TEXT,__text) external __ZN16IOReporter_IVars20getFirstElementIndexEyPi
00007ffa1c0f8586 (__TEXT,__text) external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString
00007ffa1c10d613 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00007ffa1c10d62c (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00007ffa1c10d645 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00007ffa1c10d665 (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.4
00007ffa1c10d68c (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.5
00007ffa1c10d6ac (__TEXT,__text) non-external __ZN16IOReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.6
00007ffa1c0f8366 (__TEXT,__text) external __ZN16IOReporter_IVars20unlockReporterConfigEv
00007ffa1c0f87dc (__TEXT,__text) external __ZN16IOReporter_IVars21handleConfigureReportEP19IOReportChannelListjRj
00007ffa1c0f8088 (__TEXT,__text) external __ZN16IOReporter_IVarsC1EP9IOService19IOReportChannelTypey
00007ffa1c0f7f82 (__TEXT,__text) external __ZN16IOReporter_IVarsC2EP9IOService19IOReportChannelTypey
00007ffa1c0f81a4 (__TEXT,__text) external __ZN16IOReporter_IVarsD0Ev
00007ffa1c0f819a (__TEXT,__text) external __ZN16IOReporter_IVarsD1Ev
00007ffa1c0f80f2 (__TEXT,__text) external __ZN16IOReporter_IVarsD2Ev
00007ffa1c10d541 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.1
00007ffa1c10d561 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.2
00007ffa1c10d588 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.3
00007ffa1c10d5a8 (__TEXT,__text) non-external __ZN16IOReporter_IVarsD2Ev.cold.4
00007ffa1c0f90c2 (__TEXT,__text) external __ZN16IOSimpleReporter14incrementValueEyx
00007ffa1c0f8f4a (__TEXT,__text) external __ZN16IOSimpleReporter4withEP9IOServicety
00007ffa1c0f9150 (__TEXT,__text) external __ZN16IOSimpleReporter8getValueEy
00007ffa1c0f8fba (__TEXT,__text) external __ZN16IOSimpleReporter8initWithEP9IOServicety
00007ffa1c0f9034 (__TEXT,__text) external __ZN16IOSimpleReporter8setValueEyx
00007ffa1c10a42c (__TEXT,__text) external __ZN16OSArrayMetaClass3NewEP8OSObject
00007ffa1c10b582 (__TEXT,__text) external __ZN17IOThreadMetaClass3NewEP8OSObject
00007ffa1c109e50 (__TEXT,__text) external __ZN17OSActionMetaClass3NewEP8OSObject
00007ffa1c109f1c (__TEXT,__text) external __ZN17OSActionMetaClass8DispatchE5IORPC
00007ffa1c10a49a (__TEXT,__text) external __ZN17OSBundleMetaClass3NewEP8OSObject
00007ffa1c10a5b6 (__TEXT,__text) external __ZN17OSNumberMetaClass3NewEP8OSObject
00007ffa1c10a5e6 (__TEXT,__text) external __ZN17OSObjectMetaClass3NewEP8OSObject
00007ffa1c10a65c (__TEXT,__text) external __ZN17OSObjectMetaClass8DispatchE5IORPC
00007ffa1c10ac38 (__TEXT,__text) external __ZN17OSStringMetaClass3NewEP8OSObject
00007ffa1c0fc2aa (__TEXT,__text) external __ZN18IOCommandMetaClass3NewEP8OSObject
00007ffa1c100a68 (__TEXT,__text) external __ZN18IOMemoryDescriptor10_CopyStateEP17_IOMDPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1c100bca (__TEXT,__text) external __ZN18IOMemoryDescriptor13CreateMappingEyyyyyPP11IOMemoryMapPFiP15OSMetaClassBase5IORPCE
00007ffa1c100fca (__TEXT,__text) external __ZN18IOMemoryDescriptor17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P17_IOMDPrivateStateE
00007ffa1c101042 (__TEXT,__text) external __ZN18IOMemoryDescriptor20CreateMapping_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyyPP11IOMemoryMapE
00007ffa1c100d4c (__TEXT,__text) external __ZN18IOMemoryDescriptor25CreateSubMemoryDescriptorEyyyPS_PS0_
00007ffa1c100e5e (__TEXT,__text) external __ZN18IOMemoryDescriptor27CreateWithMemoryDescriptorsEyjPPS_S1_
00007ffa1c1010de (__TEXT,__text) external __ZN18IOMemoryDescriptor32CreateSubMemoryDescriptor_InvokeE5IORPCPFiyyyPS_PS1_E
00007ffa1c1011aa (__TEXT,__text) external __ZN18IOMemoryDescriptor34CreateWithMemoryDescriptors_InvokeE5IORPCPFiyjPPS_S2_E
00007ffa1c0e6e3e (__TEXT,__text) external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_
00007ffa1c10c8d0 (__TEXT,__text) non-external __ZN18IOMemoryDescriptor3MapEyyyyPyS0_.cold.1
00007ffa1c0e814e (__TEXT,__text) external __ZN18IOMemoryDescriptor4freeEv
00007ffa1c0e810e (__TEXT,__text) external __ZN18IOMemoryDescriptor4initEv
00007ffa1c1009ee (__TEXT,__text) external __ZN18IOMemoryDescriptor8DispatchE5IORPC
00007ffa1c0e81b0 (__TEXT,__text) external __ZN18IOMemoryDescriptor9GetLengthEPy
00007ffa1c10ca0b (__TEXT,__text) non-external __ZN18IOMemoryDescriptor9GetLengthEPy.cold.1
00007ffa1c100a24 (__TEXT,__text) external __ZN18IOMemoryDescriptor9_DispatchEPS_5IORPC
00007ffa1c101652 (__TEXT,__text) external __ZN18IOServiceMetaClass3NewEP8OSObject
00007ffa1c102232 (__TEXT,__text) external __ZN18IOServiceMetaClass8DispatchE5IORPC
00007ffa1c10a46a (__TEXT,__text) external __ZN18OSBooleanMetaClass3NewEP8OSObject
00007ffa1c0f9988 (__TEXT,__text) external __ZN19IOHistogramReporter10addChannelEyPKc
00007ffa1c0f98ae (__TEXT,__text) external __ZN19IOHistogramReporter10tallyValueEx
00007ffa1c0f9828 (__TEXT,__text) external __ZN19IOHistogramReporter20overrideBucketValuesEjyxxx
00007ffa1c0f91ec (__TEXT,__text) external __ZN19IOHistogramReporter4withEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
00007ffa1c0f929c (__TEXT,__text) external __ZN19IOHistogramReporter8initWithEP9IOServicetyPKcyiP24IOHistogramSegmentConfig
00007ffa1c101562 (__TEXT,__text) external __ZN19IOReporterMetaClass3NewEP8OSObject
00007ffa1c0fea1a (__TEXT,__text) external __ZN20IOEventLinkMetaClass3NewEP8OSObject
00007ffa1c0feb66 (__TEXT,__text) external __ZN20IOEventLinkMetaClass8DispatchE5IORPC
00007ffa1c0ff640 (__TEXT,__text) external __ZN20IOExtensiblePaniclog10AppendDataEP6OSDataPFiP15OSMetaClassBase5IORPCE
