00007ffa1fbd6ef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1fbd56ff (__TEXT,__text) external _glGetInternalformativ
00007ffa1fbcd9e7 (__TEXT,__text) external _glGetLightfv
00007ffa1fbcda09 (__TEXT,__text) external _glGetLightiv
00007ffa1fbcda2b (__TEXT,__text) external _glGetMapdv
00007ffa1fbcda4d (__TEXT,__text) external _glGetMapfv
00007ffa1fbcda6f (__TEXT,__text) external _glGetMapiv
00007ffa1fbcda91 (__TEXT,__text) external _glGetMaterialfv
00007ffa1fbcdab3 (__TEXT,__text) external _glGetMaterialiv
00007ffa1fbcfac9 (__TEXT,__text) external _glGetMinmax
00007ffa1fbcfaf0 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffa1fbcfb12 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffa1fbd254f (__TEXT,__text) external _glGetMultisamplefv
00007ffa1fbd56b2 (__TEXT,__text) external _glGetNamedStringARB
00007ffa1fbd56da (__TEXT,__text) external _glGetNamedStringivARB
00007ffa1fbd6786 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffa1fbd531d (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffa1fbd6c96 (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffa1fbd5340 (__TEXT,__text) external _glGetObjectParameterivARB
00007ffa1fbcdad5 (__TEXT,__text) external _glGetPixelMapfv
00007ffa1fbcdaf4 (__TEXT,__text) external _glGetPixelMapuiv
00007ffa1fbcdb13 (__TEXT,__text) external _glGetPixelMapusv
00007ffa1fbcdb32 (__TEXT,__text) external _glGetPointerv
00007ffa1fbcdb51 (__TEXT,__text) external _glGetPolygonStipple
00007ffa1fbd3039 (__TEXT,__text) external _glGetProgramBinary
00007ffa1fbd4299 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa1fbd42bb (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa1fbd139e (__TEXT,__text) external _glGetProgramInfoLog
00007ffa1fbd42dd (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa1fbd42ff (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa1fbd31bc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa1fbd317e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa1fbd2d57 (__TEXT,__text) external _glGetProgramStageiv
00007ffa1fbd4345 (__TEXT,__text) external _glGetProgramStringARB
00007ffa1fbd1332 (__TEXT,__text) external _glGetProgramiv
00007ffa1fbd4367 (__TEXT,__text) external _glGetProgramivARB
00007ffa1fbd2edc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa1fbd281f (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa1fbd671e (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa1fbd07ea (__TEXT,__text) external _glGetQueryObjectiv
00007ffa1fbd4db5 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa1fbd2841 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa1fbd6740 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa1fbd080c (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa1fbd4dd7 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa1fbd07c8 (__TEXT,__text) external _glGetQueryiv
00007ffa1fbd4d93 (__TEXT,__text) external _glGetQueryivARB
00007ffa1fbd16fc (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa1fbd5d0c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa1fbd27bd (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa1fbd27df (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa1fbd279b (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa1fbd2779 (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa1fbcf9ed (__TEXT,__text) external _glGetSeparableFilter
00007ffa1fbd1379 (__TEXT,__text) external _glGetShaderInfoLog
00007ffa1fbd2fe0 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa1fbd1462 (__TEXT,__text) external _glGetShaderSource
00007ffa1fbd5446 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa1fbd1310 (__TEXT,__text) external _glGetShaderiv
00007ffa1fbcdb6e (__TEXT,__text) external _glGetString
00007ffa1fbd2156 (__TEXT,__text) external _glGetStringi
00007ffa1fbd2c62 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa1fbd2c40 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa1fbd24bf (__TEXT,__text) external _glGetSynciv
00007ffa1fbcdb8a (__TEXT,__text) external _glGetTexEnvfv
00007ffa1fbcdbac (__TEXT,__text) external _glGetTexEnviv
00007ffa1fbcdbce (__TEXT,__text) external _glGetTexGendv
00007ffa1fbcdbf0 (__TEXT,__text) external _glGetTexGenfv
00007ffa1fbcdc12 (__TEXT,__text) external _glGetTexGeniv
00007ffa1fbcdc34 (__TEXT,__text) external _glGetTexImage
00007ffa1fbcdc5b (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa1fbcdc7f (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa1fbd208b (__TEXT,__text) external _glGetTexParameterIiv
00007ffa1fbd663d (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa1fbd20ad (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa1fbd665f (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa1fbd692c (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa1fbcdca3 (__TEXT,__text) external _glGetTexParameterfv
00007ffa1fbcdcc5 (__TEXT,__text) external _glGetTexParameteriv
00007ffa1fbd1b5c (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa1fbd6078 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa1fbd2210 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa1fbd610d (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa1fbd219c (__TEXT,__text) external _glGetUniformIndices
00007ffa1fbd13c3 (__TEXT,__text) external _glGetUniformLocation
00007ffa1fbd53af (__TEXT,__text) external _glGetUniformLocationARB
00007ffa1fbd612b (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa1fbd2d35 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa1fbd2c1e (__TEXT,__text) external _glGetUniformdv
00007ffa1fbd1418 (__TEXT,__text) external _glGetUniformfv
00007ffa1fbd5400 (__TEXT,__text) external _glGetUniformfvARB
00007ffa1fbd143d (__TEXT,__text) external _glGetUniformiv
00007ffa1fbd5423 (__TEXT,__text) external _glGetUniformivARB
00007ffa1fbd1ed2 (__TEXT,__text) external _glGetUniformuiv
00007ffa1fbd654e (__TEXT,__text) external _glGetUniformuivEXT
00007ffa1fbd1c06 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa1fbd63f8 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa1fbd1c28 (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa1fbd641a (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa1fbd3a22 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa1fbd0ee1 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa1fbd412f (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa1fbd0e7b (__TEXT,__text) external _glGetVertexAttribdv
00007ffa1fbd40c9 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa1fbd0e9d (__TEXT,__text) external _glGetVertexAttribfv
00007ffa1fbd40eb (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa1fbd0ebf (__TEXT,__text) external _glGetVertexAttribiv
00007ffa1fbd410d (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa1fbcdce7 (__TEXT,__text) external _glHint
00007ffa1fbcfb34 (__TEXT,__text) external _glHistogram
00007ffa1fbcdd05 (__TEXT,__text) external _glIndexMask
00007ffa1fbcdd21 (__TEXT,__text) external _glIndexPointer
00007ffa1fbcdd43 (__TEXT,__text) external _glIndexd
00007ffa1fbcdd5d (__TEXT,__text) external _glIndexdv
00007ffa1fbcdd7a (__TEXT,__text) external _glIndexf
00007ffa1fbcdd94 (__TEXT,__text) external _glIndexfv
00007ffa1fbcddb1 (__TEXT,__text) external _glIndexi
00007ffa1fbcddcd (__TEXT,__text) external _glIndexiv
00007ffa1fbcddea (__TEXT,__text) external _glIndexs
00007ffa1fbcde06 (__TEXT,__text) external _glIndexsv
00007ffa1fbcde23 (__TEXT,__text) external _glIndexub
00007ffa1fbcde3f (__TEXT,__text) external _glIndexubv
00007ffa1fbcde5c (__TEXT,__text) external _glInitNames
00007ffa1fbd67ad (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa1fbcde73 (__TEXT,__text) external _glInterleavedArrays
00007ffa1fbd088a (__TEXT,__text) external _glIsBuffer
00007ffa1fbd4e55 (__TEXT,__text) external _glIsBufferARB
00007ffa1fbcde95 (__TEXT,__text) external _glIsEnabled
00007ffa1fbd66e4 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa1fbd1a9e (__TEXT,__text) external _glIsEnabledi
00007ffa1fbd69a8 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa1fbd171e (__TEXT,__text) external _glIsFramebuffer
00007ffa1fbd5d2e (__TEXT,__text) external _glIsFramebufferEXT
00007ffa1fbcdeb1 (__TEXT,__text) external _glIsList
00007ffa1fbd5693 (__TEXT,__text) external _glIsNamedStringARB
00007ffa1fbd12f4 (__TEXT,__text) external _glIsProgram
00007ffa1fbd3be7 (__TEXT,__text) external _glIsProgramARB
00007ffa1fbd3162 (__TEXT,__text) external _glIsProgramPipeline
00007ffa1fbd0772 (__TEXT,__text) external _glIsQuery
00007ffa1fbd4d3d (__TEXT,__text) external _glIsQueryARB
00007ffa1fbd1660 (__TEXT,__text) external _glIsRenderbuffer
00007ffa1fbd5c70 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa1fbd2678 (__TEXT,__text) external _glIsSampler
00007ffa1fbd12d8 (__TEXT,__text) external _glIsShader
00007ffa1fbd2420 (__TEXT,__text) external _glIsSync
00007ffa1fbcdecd (__TEXT,__text) external _glIsTexture
00007ffa1fbd2e14 (__TEXT,__text) external _glIsTransformFeedback
00007ffa1fbd19db (__TEXT,__text) external _glIsVertexArray
00007ffa1fbd6aee (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa1fbd683e (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa1fbd6762 (__TEXT,__text) external _glLabelObjectEXT
00007ffa1fbd6cf6 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa1fbcdee9 (__TEXT,__text) external _glLightModelf
00007ffa1fbcdf05 (__TEXT,__text) external _glLightModelfv
00007ffa1fbcdf24 (__TEXT,__text) external _glLightModeli
00007ffa1fbcdf42 (__TEXT,__text) external _glLightModeliv
00007ffa1fbcdf61 (__TEXT,__text) external _glLightf
00007ffa1fbcdf7f (__TEXT,__text) external _glLightfv
00007ffa1fbcdfa1 (__TEXT,__text) external _glLighti
00007ffa1fbcdfc2 (__TEXT,__text) external _glLightiv
00007ffa1fbcdfe4 (__TEXT,__text) external _glLineStipple
00007ffa1fbce002 (__TEXT,__text) external _glLineWidth
00007ffa1fbd0fe6 (__TEXT,__text) external _glLinkProgram
00007ffa1fbd5050 (__TEXT,__text) external _glLinkProgramARB
00007ffa1fbce01c (__TEXT,__text) external _glListBase
00007ffa1fbce038 (__TEXT,__text) external _glLoadIdentity
00007ffa1fbce04f (__TEXT,__text) external _glLoadMatrixd
00007ffa1fbce06c (__TEXT,__text) external _glLoadMatrixf
00007ffa1fbce089 (__TEXT,__text) external _glLoadName
00007ffa1fbcffcd (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa1fbd48dd (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa1fbcffea (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa1fbd48fa (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa1fbd57a5 (__TEXT,__text) external _glLockArraysEXT
00007ffa1fbce0a5 (__TEXT,__text) external _glLogicOp
00007ffa1fbce0c1 (__TEXT,__text) external _glMap1d
00007ffa1fbce0e5 (__TEXT,__text) external _glMap1f
00007ffa1fbce109 (__TEXT,__text) external _glMap2d
00007ffa1fbce13d (__TEXT,__text) external _glMap2f
00007ffa1fbd0918 (__TEXT,__text) external _glMapBuffer
00007ffa1fbd4ee3 (__TEXT,__text) external _glMapBufferARB
00007ffa1fbd1938 (__TEXT,__text) external _glMapBufferRange
00007ffa1fbce171 (__TEXT,__text) external _glMapGrid1d
00007ffa1fbce18d (__TEXT,__text) external _glMapGrid1f
00007ffa1fbce1a9 (__TEXT,__text) external _glMapGrid2d
00007ffa1fbce1c7 (__TEXT,__text) external _glMapGrid2f
00007ffa1fbd685c (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa1fbd6883 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa1fbd68aa (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa1fbd68da (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa1fbce1e5 (__TEXT,__text) external _glMaterialf
00007ffa1fbce203 (__TEXT,__text) external _glMaterialfv
00007ffa1fbce225 (__TEXT,__text) external _glMateriali
00007ffa1fbce246 (__TEXT,__text) external _glMaterialiv
00007ffa1fbce268 (__TEXT,__text) external _glMatrixMode
00007ffa1fbd2f00 (__TEXT,__text) external _glMinSampleShading
00007ffa1fbd5586 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa1fbcfb58 (__TEXT,__text) external _glMinmax
00007ffa1fbce284 (__TEXT,__text) external _glMultMatrixd
00007ffa1fbce2a1 (__TEXT,__text) external _glMultMatrixf
00007ffa1fbd0007 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa1fbd4917 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa1fbd0024 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa1fbd4934 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa1fbd0518 (__TEXT,__text) external _glMultiDrawArrays
00007ffa1fbd5bce (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa1fbd6b71 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa1fbd053e (__TEXT,__text) external _glMultiDrawElements
00007ffa1fbd23b1 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa1fbd5bf4 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa1fbd6d17 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa1fbd6d3f (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa1fbd6b97 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa1fbcfbe9 (__TEXT,__text) external _glMultiTexCoord1d
00007ffa1fbd44f9 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa1fbcfc05 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa1fbd4515 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa1fbcfc24 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa1fbd4534 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa1fbcfc40 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa1fbd4550 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa1fbcfc5f (__TEXT,__text) external _glMultiTexCoord1i
00007ffa1fbd456f (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa1fbcfc7d (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa1fbd458d (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa1fbcfc9c (__TEXT,__text) external _glMultiTexCoord1s
00007ffa1fbd45ac (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa1fbcfcba (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa1fbd45ca (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa1fbcfcd9 (__TEXT,__text) external _glMultiTexCoord2d
00007ffa1fbd45e9 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa1fbcfcf5 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa1fbd4605 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa1fbcfd14 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa1fbd4624 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa1fbcfd30 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa1fbd4640 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa1fbcfd4f (__TEXT,__text) external _glMultiTexCoord2i
00007ffa1fbd465f (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa1fbcfd70 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa1fbd4680 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa1fbcfd8f (__TEXT,__text) external _glMultiTexCoord2s
00007ffa1fbd469f (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa1fbcfdb0 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa1fbd46c0 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa1fbcfdcf (__TEXT,__text) external _glMultiTexCoord3d
00007ffa1fbd46df (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa1fbcfdeb (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa1fbd46fb (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa1fbcfe0a (__TEXT,__text) external _glMultiTexCoord3f
00007ffa1fbd471a (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa1fbcfe26 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa1fbd4736 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa1fbcfe45 (__TEXT,__text) external _glMultiTexCoord3i
00007ffa1fbd4755 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa1fbcfe69 (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa1fbd4779 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa1fbcfe88 (__TEXT,__text) external _glMultiTexCoord3s
00007ffa1fbd4798 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa1fbcfeac (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa1fbd47bc (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa1fbcfecb (__TEXT,__text) external _glMultiTexCoord4d
00007ffa1fbd47db (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa1fbcfee7 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa1fbd47f7 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa1fbcff06 (__TEXT,__text) external _glMultiTexCoord4f
00007ffa1fbd4816 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa1fbcff22 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa1fbd4832 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa1fbcff41 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa1fbd4851 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa1fbcff68 (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa1fbd4878 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa1fbcff87 (__TEXT,__text) external _glMultiTexCoord4s
00007ffa1fbd4897 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa1fbcffae (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa1fbd48be (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa1fbd5627 (__TEXT,__text) external _glNamedStringARB
00007ffa1fbce2be (__TEXT,__text) external _glNewList
00007ffa1fbce2dc (__TEXT,__text) external _glNormal3b
00007ffa1fbce2fd (__TEXT,__text) external _glNormal3bv
00007ffa1fbce31a (__TEXT,__text) external _glNormal3d
00007ffa1fbce334 (__TEXT,__text) external _glNormal3dv
00007ffa1fbce351 (__TEXT,__text) external _glNormal3f
00007ffa1fbce36b (__TEXT,__text) external _glNormal3fv
00007ffa1fbce388 (__TEXT,__text) external _glNormal3i
00007ffa1fbce3a9 (__TEXT,__text) external _glNormal3iv
00007ffa1fbce3c6 (__TEXT,__text) external _glNormal3s
00007ffa1fbce3e7 (__TEXT,__text) external _glNormal3sv
00007ffa1fbce404 (__TEXT,__text) external _glNormalPointer
00007ffa1fbd6c54 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa1fbd6c75 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa1fbce426 (__TEXT,__text) external _glOrtho
00007ffa1fbd6dd3 (__TEXT,__text) external _glPNTrianglesfATI
00007ffa1fbd6ddf (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa1fbd6dcd (__TEXT,__text) external _glPNTrianglesiATI
00007ffa1fbd6dd9 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa1fbce440 (__TEXT,__text) external _glPassThrough
00007ffa1fbd2d99 (__TEXT,__text) external _glPatchParameterfv
00007ffa1fbd2d7b (__TEXT,__text) external _glPatchParameteri
00007ffa1fbd2e30 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa1fbce45a (__TEXT,__text) external _glPixelMapfv
00007ffa1fbce47c (__TEXT,__text) external _glPixelMapuiv
00007ffa1fbce49e (__TEXT,__text) external _glPixelMapusv
00007ffa1fbce4c0 (__TEXT,__text) external _glPixelStoref
00007ffa1fbce4dc (__TEXT,__text) external _glPixelStorei
00007ffa1fbce4fa (__TEXT,__text) external _glPixelTransferf
00007ffa1fbce516 (__TEXT,__text) external _glPixelTransferi
00007ffa1fbce534 (__TEXT,__text) external _glPixelZoom
00007ffa1fbd047c (__TEXT,__text) external _glPointParameterf
00007ffa1fbd4af6 (__TEXT,__text) external _glPointParameterfARB
00007ffa1fbd0498 (__TEXT,__text) external _glPointParameterfv
00007ffa1fbd4b12 (__TEXT,__text) external _glPointParameterfvARB
00007ffa1fbd04b7 (__TEXT,__text) external _glPointParameteri
00007ffa1fbd6e1a (__TEXT,__text) external _glPointParameteriNV
00007ffa1fbd04d5 (__TEXT,__text) external _glPointParameteriv
00007ffa1fbd6e38 (__TEXT,__text) external _glPointParameterivNV
00007ffa1fbce54e (__TEXT,__text) external _glPointSize
00007ffa1fbd6cba (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa1fbce568 (__TEXT,__text) external _glPolygonMode
00007ffa1fbce586 (__TEXT,__text) external _glPolygonOffset
00007ffa1fbce5a0 (__TEXT,__text) external _glPolygonStipple
00007ffa1fbce5bd (__TEXT,__text) external _glPopAttrib
00007ffa1fbce5d4 (__TEXT,__text) external _glPopClientAttrib
00007ffa1fbd67eb (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa1fbce5eb (__TEXT,__text) external _glPopMatrix
00007ffa1fbce602 (__TEXT,__text) external _glPopName
00007ffa1fbd2307 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa1fbce619 (__TEXT,__text) external _glPrioritizeTextures
00007ffa1fbd3061 (__TEXT,__text) external _glProgramBinary
00007ffa1fbd4151 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa1fbd416f (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa1fbd4191 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa1fbd41af (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa1fbd4251 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa1fbd41d1 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa1fbd41ef (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa1fbd4211 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa1fbd422f (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa1fbd4275 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa1fbd3086 (__TEXT,__text) external _glProgramParameteri
00007ffa1fbd5f21 (__TEXT,__text) external _glProgramParameteriEXT
00007ffa1fbd4321 (__TEXT,__text) external _glProgramStringARB
00007ffa1fbd36a8 (__TEXT,__text) external _glProgramUniform1d
00007ffa1fbd3720 (__TEXT,__text) external _glProgramUniform1dv
00007ffa1fbd3281 (__TEXT,__text) external _glProgramUniform1f
00007ffa1fbd3389 (__TEXT,__text) external _glProgramUniform1fv
00007ffa1fbd31e1 (__TEXT,__text) external _glProgramUniform1i
00007ffa1fbd32f9 (__TEXT,__text) external _glProgramUniform1iv
00007ffa1fbd348e (__TEXT,__text) external _glProgramUniform1ui
00007ffa1fbd352e (__TEXT,__text) external _glProgramUniform1uiv
00007ffa1fbd36c6 (__TEXT,__text) external _glProgramUniform2d
00007ffa1fbd3744 (__TEXT,__text) external _glProgramUniform2dv
00007ffa1fbd329f (__TEXT,__text) external _glProgramUniform2f
00007ffa1fbd33ad (__TEXT,__text) external _glProgramUniform2fv
00007ffa1fbd3202 (__TEXT,__text) external _glProgramUniform2i
00007ffa1fbd331d (__TEXT,__text) external _glProgramUniform2iv
00007ffa1fbd34af (__TEXT,__text) external _glProgramUniform2ui
00007ffa1fbd3552 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa1fbd36e4 (__TEXT,__text) external _glProgramUniform3d
00007ffa1fbd3768 (__TEXT,__text) external _glProgramUniform3dv
00007ffa1fbd32bd (__TEXT,__text) external _glProgramUniform3f
00007ffa1fbd33d1 (__TEXT,__text) external _glProgramUniform3fv
00007ffa1fbd3226 (__TEXT,__text) external _glProgramUniform3i
00007ffa1fbd3341 (__TEXT,__text) external _glProgramUniform3iv
00007ffa1fbd34d3 (__TEXT,__text) external _glProgramUniform3ui
00007ffa1fbd3576 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa1fbd3702 (__TEXT,__text) external _glProgramUniform4d
00007ffa1fbd378c (__TEXT,__text) external _glProgramUniform4dv
00007ffa1fbd32db (__TEXT,__text) external _glProgramUniform4f
00007ffa1fbd33f5 (__TEXT,__text) external _glProgramUniform4fv
00007ffa1fbd324d (__TEXT,__text) external _glProgramUniform4i
00007ffa1fbd3365 (__TEXT,__text) external _glProgramUniform4iv
00007ffa1fbd34fa (__TEXT,__text) external _glProgramUniform4ui
00007ffa1fbd359a (__TEXT,__text) external _glProgramUniform4uiv
00007ffa1fbd37b0 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa1fbd3419 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa1fbd3825 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa1fbd35be (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa1fbd3873 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa1fbd360c (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa1fbd37d7 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa1fbd3440 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa1fbd384c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa1fbd35e5 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa1fbd38c1 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa1fbd365a (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa1fbd37fe (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa1fbd3467 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa1fbd389a (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa1fbd3633 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
