
/System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd (for architecture x86_64):
                 (undefined) external _OBJC_CLASS_$_LACDTOFeatureController (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOFeatureRequirementsDataSource (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOKVStoreMigrationController (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOKVStoreValue (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOLocationControllerFactory (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOLocationPrewarmController (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOLocationPrewarmStrategy (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOLostModeController (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOLostModeProviderAKAdapter (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOLostModeProviderKVSAdapter (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOMutableKVStoreReadRequest (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOMutableKVStoreWriteRequest (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOPendingPolicyEvaluationController (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOPolicyEvaluationController (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOPolicyProcessorEmptyPasscode (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTORatchetSEPInterface (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTORatchetSEPStateParser (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTORatchetStateComposite (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTORatchetStateMonitor (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOSensorTrustService (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOServiceProcessor (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDTOServiceXPCHost (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDarwinNotificationCenter (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDomainStateProvider (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDomainStateProviderBiometry (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACDomainStateProviderWatch (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACEnvironmentDependencies (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACEnvironmentServiceXPCHost (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACError (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACEvaluationRequestProcessorFactory (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACEvaluationResult (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACFlags (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACGlobalDomain (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACKeyBagProvider (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACMobileGestalt (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACOnenessAuthenticator (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACOnenessController (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACPasscodeHelper (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACPersistentStoreFactory (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACSecureStorage (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACSecureStorageConfiguration (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACServiceLocator (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACSetUpStateProvider (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACSharedModeService (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACUserInterfaceController (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACUserInterfacePresenter (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LADFR (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_LAErrorHelper (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_LAInternalProtocols (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_LAPasscodeHelper (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_LAServiceAdapter (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_LAUtils (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_LAWeakBox (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_Module (from ModuleBase)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMapTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSRunLoop (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCListener (from Foundation)
                 (undefined) external _OBJC_CLASS_$_PreflightCache (from DaemonUtils)
                 (undefined) external _OBJC_CLASS_$_PushButtonMonitor (from DaemonUtils)
                 (undefined) external _OBJC_CLASS_$_RemoteUIActivator (from MechanismBase)
                 (undefined) external _OBJC_CLASS_$_RemoteUIManager (from MechanismBase)
                 (undefined) external _OBJC_CLASS_$_Request (from DaemonUtils)
                 (undefined) external _OBJC_CLASS_$_StorageRequest (from DaemonUtils)
                 (undefined) external _OBJC_CLASS_$_WatchMonitor (from DaemonUtils)
                 (undefined) external _OBJC_METACLASS_$_LABaseServiceManager (from SharedUtils)
                 (undefined) external _OBJC_METACLASS_$_LADFR (from SharedUtils)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_NSXPCListener (from Foundation)
                 (undefined) external _SecAccessControlCopyData (from Security)
                 (undefined) external _SecAccessControlCreateFromData (from Security)
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecAccessControlGetConstraints (from Security)
                 (undefined) external _SecAccessControlSetConstraints (from Security)
                 (undefined) external _SecKeychainCopyLogin (from Security)
                 (undefined) external _SecKeychainGetPath (from Security)
                 (undefined) external _SecRandomCopyBytes (from Security)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_source_type_signal (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
0000000100000000 (__TEXT,__text) [referenced dynamically] external __mh_execute_header
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
                 (undefined) external _arc4random_uniform (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_clear (from libSystem)
                 (undefined) external _cccbc_one_shot (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccder_blob_decode_len (from libSystem)
                 (undefined) external _ccder_blob_decode_range (from libSystem)
                 (undefined) external _ccder_blob_decode_sequence_tl (from libSystem)
                 (undefined) external _ccder_blob_decode_tag (from libSystem)
                 (undefined) external _ccder_blob_decode_tl (from libSystem)
                 (undefined) external _ccder_blob_encode_body (from libSystem)
                 (undefined) external _ccder_blob_encode_body_tl (from libSystem)
                 (undefined) external _ccder_blob_encode_tl (from libSystem)
                 (undefined) external _ccder_sizeof (from libSystem)
                 (undefined) external _ccec_compact_import_pub (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_cp_384 (from libSystem)
                 (undefined) external _ccec_export_pub (from libSystem)
                 (undefined) external _ccec_import_pub (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccecb_one_shot (from libSystem)
                 (undefined) external _cced25519_verify (from libSystem)
                 (undefined) external _ccn_read_uint (from libSystem)
                 (undefined) external _ccn_write_uint_padded (from libSystem)
                 (undefined) external _ccpbkdf2_hmac (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
                 (undefined) external _cczp_bitlen (from libSystem)
                 (undefined) external _class_copyMethodList (from libobjc)
                 (undefined) external _class_getImageName (from libobjc)
                 (undefined) external _class_getSuperclass (from libobjc)
                 (undefined) external _class_getVersion (from libobjc)
                 (undefined) external _close (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_assert_queue$V2 (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_block_perform (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fts_close (from libSystem)
                 (undefined) external _fts_open (from libSystem)
                 (undefined) external _fts_read (from libSystem)
                 (undefined) external _fts_set (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kAPKekPassword (from LocalAuthentication)
                 (undefined) external _kAPMasterKey (from LocalAuthentication)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFPreferencesAnyApplication (from CoreFoundation)
                 (undefined) external _kIOMasterPortDefault (from IOKit)
                 (undefined) external _kSecAttrAccessibleWhenUnlockedThisDeviceOnly (from Security)
                 (undefined) external _kSecRandomDefault (from Security)
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _method_getName (from libobjc)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_setProperty_atomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_transaction_create (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _sel_getName (from libobjc)
                 (undefined) external _signal (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strnstr (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _vproc_swap_string (from libSystem)
                 (undefined) external _write (from libSystem)
                 (undefined) external _xpc_connection_set_target_uid (from libSystem)
