000000019601306c (__TEXT,__text) non-external +[CalAlarm alarm]
                 (undefined) external __NSMethodExceptionProem (from Foundation)
000000019601c770 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalAlarm
000000019601c788 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendar
000000019601c7a0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendarItem
000000019601c7b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendarStore
000000019601c880 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalEvent
000000019601c8a0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalNthWeekDay
000000019601c8b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalRecurrenceEnd
000000019601c8d8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalRecurrenceRule
000000019601c908 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalTask
00000001f14b4970 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_CalCalendarStore
000000019601c920 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalAlarm
000000019601ca90 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalAttendee
000000019601cb20 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendar
000000019601cc00 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarItem
000000019601cd68 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarStore
000000019601ce88 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalEvent
000000019601cfa8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalNthWeekDay
000000019601d028 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalPredicate
000000019601d078 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalRecurrenceEnd
000000019601d120 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalRecurrenceRule
000000019601d260 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalTask
00000001f14b4c00 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalAlarm
00000001f14b48b8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalAttendee
00000001f14b4ab8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendar
00000001f14b5280 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarItem
00000001f14b49d0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarStore
00000001f14b4d90 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalEvent
00000001f14b5060 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalNthWeekDay
00000001f14b47e0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalPredicate
00000001f14b5168 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalRecurrenceEnd
00000001f14b4ef8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalRecurrenceRule
00000001f14b53f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalTask
00000001f14b4c68 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalAlarm
00000001f14b48e0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalAttendee
00000001f14b4ae0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendar
00000001f14b52c8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendarItem
00000001f14b49f8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendarStore
00000001f14b4db8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalEvent
00000001f14b5088 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalNthWeekDay
00000001f14b5190 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalRecurrenceEnd
00000001f14b4f20 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalRecurrenceRule
00000001f14b5418 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalTask
000000019601d328 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00000001f14b4850 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
00000001f14b4ba0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalAlarm
00000001f14b4858 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalAttendee
00000001f14b4a58 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendar
00000001f14b5220 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalCalendarItem
00000001f14b5000 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalNthWeekDay
00000001f14b5108 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalRecurrenceEnd
00000001f14b4e98 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CalRecurrenceRule
00000001f14b4d00 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalAlarm
00000001f14b4928 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalAttendee
00000001f14b4b58 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendar
00000001f14b5360 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendarItem
00000001f14b4a10 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalCalendarStore
00000001f14b4e50 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalEvent
00000001f14b50c0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalNthWeekDay
00000001f14b4808 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalPredicate
00000001f14b51d8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalRecurrenceEnd
00000001f14b4fb8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalRecurrenceRule
00000001f14b5470 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalTask
00000001e8a570e0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCopying
00000001f14b4bb8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalAlarm
00000001f14b4870 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalAttendee
00000001f14b4a70 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendar
00000001f14b5238 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendarItem
00000001f14b4988 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalCalendarStore
00000001f14b4d48 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalEvent
00000001f14b5018 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalNthWeekDay
00000001f14b4798 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalPredicate
00000001f14b5120 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalRecurrenceEnd
00000001f14b4eb0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalRecurrenceRule
00000001f14b53a8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalTask
00000001ec3a1c98 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCopying
                 (undefined) external __Unwind_Resume (from libSystem)
0000000196014be8 (__TEXT,__text) non-external ___58+[CalCalendarStore requestAccessForEntityType:eventStore:]_block_invoke
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00000001f14b3928 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e20_v20?0B8"NSError"12l
0000000196014bfc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
0000000196014c44 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00000001ec3a1cf8 (__DATA,__bss) non-external __defaultCalendarStore
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
000000019601ff60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URL
000000019601ff80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUID
000000019601ffa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
000000019601ffc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calendarDoesNotSupportEventsErrorWithCalendarName:
000000019601ffe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calendarDoesNotSupportTasksErrorWithCalendarName:
0000000196020000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calendarNotEditableErrorWithCalendarName:isEvent:
0000000196020020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calendarNotFoundWithCalendarName:isEvent:
0000000196020040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteDate
0000000196020060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteTrigger
0000000196020080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$acknowledged
00000001960200a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$acknowledgedDate
00000001960200c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$action
00000001960200e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addAlarm:
0000000196020100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
0000000196020120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$address
0000000196020140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$alarms
0000000196020160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allAlarms
0000000196020180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allocWithZone:
00000001960201a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowEvents
00000001960201c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowReminders
00000001960201e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowedEntityTypes
0000000196020200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowsContentModifications
0000000196020220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
0000000196020240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
0000000196020260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
0000000196020280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001960202a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attendees
00000001960202c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$availableCalendarTitle:
00000001960202e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$availableCalendarTitle:forCalendar:
0000000196020300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleForClass:
0000000196020320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendar
0000000196020340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarForEntityType:eventStore:
0000000196020360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarIdentifier
0000000196020380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarWithIdentifier:
00000001960203a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarWithUID:
00000001960203c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendars
00000001960203e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarsForEntityType:
0000000196020400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
0000000196020420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$color
0000000196020440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$commonName
0000000196020460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
0000000196020480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$completedDate
00000001960204a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$completionDate
00000001960204c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001960204e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
0000000196020500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
0000000196020520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$date
0000000196020540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateByAddingTimeInterval:
0000000196020560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateStamp
0000000196020580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeInterval:sinceDate:
00000001960205a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dayOfTheWeek
00000001960205c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dayOfWeek:
00000001960205e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dayOfWeek:weekNumber:
0000000196020600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$daysOfTheMonth
0000000196020620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$daysOfTheWeek
0000000196020640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCalendarStore
0000000196020660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
0000000196020680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjectsAndKeys:
00000001960206a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001960206c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dueDate
00000001960206e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$duplicate
0000000196020700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekAlarm
0000000196020720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekCalendar
0000000196020740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekCalendarItem
0000000196020760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekEvent
0000000196020780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekRecurrenceEnd
00000001960207a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekRecurrenceRule
00000001960207c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekReminder
00000001960207e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ekSpanFromCalSpan:
0000000196020800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$emailAddress
0000000196020820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$endDate
0000000196020840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
0000000196020860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventStore
0000000196020880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventWithEventStore:
00000001960208a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventWithUID:occurrence:
00000001960208c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventWithUniqueId:occurrenceDate:
00000001960208e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventsMatchingPredicate:
0000000196020900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$existsInStore
0000000196020920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$externalID
0000000196020940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstObject
0000000196020960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$frequency
0000000196020980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generateUntitledTitle
00000001960209a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleUnsavedRelateToDictionaryWithCalendarItem:
00000001960209c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasAlarms
00000001960209e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
0000000196020a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$iCalendarValueFromDate:isDateOnly:isFloating:
0000000196020a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$iCalendarValueFromDayOfTheWeek:
0000000196020a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$iCalendarValueFromRecurrenceType:
0000000196020a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initRecurrenceWithFrequency:interval:daysOfTheWeek:daysOfTheMonth:monthsOfTheYear:weeksOfTheYear:daysOfTheYear:setPositions:end:
0000000196020a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initRecurrenceWithFrequency:interval:end:
0000000196020aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKAlarm:
0000000196020ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKCalendar:
0000000196020ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKCalendarItem:
0000000196020b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKParticipant:
0000000196020b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKRecurrenceDayOfWeek:
0000000196020b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKRecurrenceEnd:
0000000196020b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEKRecurrenceRule:
0000000196020b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEndDate:
0000000196020ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEventStore:
0000000196020bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithOccurrenceCount:
0000000196020be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithType:subpredicates:
0000000196020c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
0000000196020c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
0000000196020c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interval
0000000196020c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAllDay
0000000196020c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCompleted
0000000196020ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDefaultAlarm
0000000196020cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDetached
0000000196020ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEditable
0000000196020d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqual:
0000000196020d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToArray:
0000000196020d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToDate:
0000000196020d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
0000000196020d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastModifiedDate
0000000196020da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localSourceEnableIfNeeded
0000000196020dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedStringForKey:value:table:
0000000196020de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedStringWithFormat:
0000000196020e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$location
0000000196020e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$monthsOfTheYear
0000000196020e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$name
0000000196020e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notes
0000000196020e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nthWeekDaysOfTheMonth
0000000196020ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
0000000196020ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndex:
0000000196020ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
0000000196020f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$occurrence
0000000196020f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$occurrenceCount
0000000196020f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$originalAlarm
0000000196020f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$originalStartDate
0000000196020f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$participantStatus
0000000196020fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForCalendarStoreForRemindersInCalendars:
0000000196020fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForCompletedRemindersWithCompletionDateStarting:ending:calendars:
0000000196020fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForEventsWithStartDate:endDate:calendars:
0000000196021000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForEventsWithStartDate:endDate:uniqueID:calendars:
0000000196021020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$predicateForIncompleteRemindersWithDueDateStarting:ending:calendars:
0000000196021040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$priority
0000000196021060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$raise:format:
0000000196021080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceEnd
00000001960210a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceEndWithEndDate:
00000001960210c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceEndWithOccurrenceCount:
00000001960210e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceInterval
0000000196021100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceRule
0000000196021120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceRules
0000000196021140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$recurrenceType
0000000196021160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$relatedToString
0000000196021180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$relativeOffset
00000001960211a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$relativeTrigger
00000001960211c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reminderWithEventStore:
00000001960211e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reminderWithUniqueId:
0000000196021200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$remindersMatchingPredicate:
0000000196021220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeAlarm:
0000000196021240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeAllObjects
0000000196021260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeCalendar:commit:error:
0000000196021280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeEvent:span:error:
00000001960212a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeReminder:commit:error:
00000001960212c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestAccessForEntityType:eventStore:
00000001960212e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestFullAccessToEventsWithCompletion:
0000000196021300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestFullAccessToRemindersWithCompletion:
0000000196021320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$saveCalendar:commit:error:
0000000196021340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$saveEvent:span:error:
0000000196021360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$saveReminder:error:
0000000196021380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setAbsoluteDate:
00000001960213a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setAcknowledgedDate:
00000001960213c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setAlarms:
00000001960213e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setAllDay:
0000000196021400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCalendar:
0000000196021420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setColor:
0000000196021440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCompleted:
0000000196021460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCompletionDate:
0000000196021480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDateFormat:
00000001960214a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDueDate:
00000001960214c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setEkCalendarItem:
00000001960214e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setEmailAddress:
0000000196021500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setEndDate:
0000000196021520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFormatterBehavior:
0000000196021540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setLocation:
0000000196021560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setNotes:
