00007ffa1f051ef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1f05031d (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffa1f051c96 (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffa1f050340 (__TEXT,__text) external _glGetObjectParameterivARB
00007ffa1f048ad5 (__TEXT,__text) external _glGetPixelMapfv
00007ffa1f048af4 (__TEXT,__text) external _glGetPixelMapuiv
00007ffa1f048b13 (__TEXT,__text) external _glGetPixelMapusv
00007ffa1f048b32 (__TEXT,__text) external _glGetPointerv
00007ffa1f048b51 (__TEXT,__text) external _glGetPolygonStipple
00007ffa1f04e039 (__TEXT,__text) external _glGetProgramBinary
00007ffa1f04f299 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa1f04f2bb (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa1f04c39e (__TEXT,__text) external _glGetProgramInfoLog
00007ffa1f04f2dd (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa1f04f2ff (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa1f04e1bc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa1f04e17e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa1f04dd57 (__TEXT,__text) external _glGetProgramStageiv
00007ffa1f04f345 (__TEXT,__text) external _glGetProgramStringARB
00007ffa1f04c332 (__TEXT,__text) external _glGetProgramiv
00007ffa1f04f367 (__TEXT,__text) external _glGetProgramivARB
00007ffa1f04dedc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa1f04d81f (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa1f05171e (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa1f04b7ea (__TEXT,__text) external _glGetQueryObjectiv
00007ffa1f04fdb5 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa1f04d841 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa1f051740 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa1f04b80c (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa1f04fdd7 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa1f04b7c8 (__TEXT,__text) external _glGetQueryiv
00007ffa1f04fd93 (__TEXT,__text) external _glGetQueryivARB
00007ffa1f04c6fc (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa1f050d0c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa1f04d7bd (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa1f04d7df (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa1f04d79b (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa1f04d779 (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa1f04a9ed (__TEXT,__text) external _glGetSeparableFilter
00007ffa1f04c379 (__TEXT,__text) external _glGetShaderInfoLog
00007ffa1f04dfe0 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa1f04c462 (__TEXT,__text) external _glGetShaderSource
00007ffa1f050446 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa1f04c310 (__TEXT,__text) external _glGetShaderiv
00007ffa1f048b6e (__TEXT,__text) external _glGetString
00007ffa1f04d156 (__TEXT,__text) external _glGetStringi
00007ffa1f04dc62 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa1f04dc40 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa1f04d4bf (__TEXT,__text) external _glGetSynciv
00007ffa1f048b8a (__TEXT,__text) external _glGetTexEnvfv
00007ffa1f048bac (__TEXT,__text) external _glGetTexEnviv
00007ffa1f048bce (__TEXT,__text) external _glGetTexGendv
00007ffa1f048bf0 (__TEXT,__text) external _glGetTexGenfv
00007ffa1f048c12 (__TEXT,__text) external _glGetTexGeniv
00007ffa1f048c34 (__TEXT,__text) external _glGetTexImage
00007ffa1f048c5b (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa1f048c7f (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa1f04d08b (__TEXT,__text) external _glGetTexParameterIiv
00007ffa1f05163d (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa1f04d0ad (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa1f05165f (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa1f05192c (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa1f048ca3 (__TEXT,__text) external _glGetTexParameterfv
00007ffa1f048cc5 (__TEXT,__text) external _glGetTexParameteriv
00007ffa1f04cb5c (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa1f051078 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa1f04d210 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa1f05110d (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa1f04d19c (__TEXT,__text) external _glGetUniformIndices
00007ffa1f04c3c3 (__TEXT,__text) external _glGetUniformLocation
00007ffa1f0503af (__TEXT,__text) external _glGetUniformLocationARB
00007ffa1f05112b (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa1f04dd35 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa1f04dc1e (__TEXT,__text) external _glGetUniformdv
00007ffa1f04c418 (__TEXT,__text) external _glGetUniformfv
00007ffa1f050400 (__TEXT,__text) external _glGetUniformfvARB
00007ffa1f04c43d (__TEXT,__text) external _glGetUniformiv
00007ffa1f050423 (__TEXT,__text) external _glGetUniformivARB
00007ffa1f04ced2 (__TEXT,__text) external _glGetUniformuiv
00007ffa1f05154e (__TEXT,__text) external _glGetUniformuivEXT
00007ffa1f04cc06 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa1f0513f8 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa1f04cc28 (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa1f05141a (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa1f04ea22 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa1f04bee1 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa1f04f12f (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa1f04be7b (__TEXT,__text) external _glGetVertexAttribdv
00007ffa1f04f0c9 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa1f04be9d (__TEXT,__text) external _glGetVertexAttribfv
00007ffa1f04f0eb (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa1f04bebf (__TEXT,__text) external _glGetVertexAttribiv
00007ffa1f04f10d (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa1f048ce7 (__TEXT,__text) external _glHint
00007ffa1f04ab34 (__TEXT,__text) external _glHistogram
00007ffa1f048d05 (__TEXT,__text) external _glIndexMask
00007ffa1f048d21 (__TEXT,__text) external _glIndexPointer
00007ffa1f048d43 (__TEXT,__text) external _glIndexd
00007ffa1f048d5d (__TEXT,__text) external _glIndexdv
00007ffa1f048d7a (__TEXT,__text) external _glIndexf
00007ffa1f048d94 (__TEXT,__text) external _glIndexfv
00007ffa1f048db1 (__TEXT,__text) external _glIndexi
00007ffa1f048dcd (__TEXT,__text) external _glIndexiv
00007ffa1f048dea (__TEXT,__text) external _glIndexs
00007ffa1f048e06 (__TEXT,__text) external _glIndexsv
00007ffa1f048e23 (__TEXT,__text) external _glIndexub
00007ffa1f048e3f (__TEXT,__text) external _glIndexubv
00007ffa1f048e5c (__TEXT,__text) external _glInitNames
00007ffa1f0517ad (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa1f048e73 (__TEXT,__text) external _glInterleavedArrays
00007ffa1f04b88a (__TEXT,__text) external _glIsBuffer
00007ffa1f04fe55 (__TEXT,__text) external _glIsBufferARB
00007ffa1f048e95 (__TEXT,__text) external _glIsEnabled
00007ffa1f0516e4 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa1f04ca9e (__TEXT,__text) external _glIsEnabledi
00007ffa1f0519a8 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa1f04c71e (__TEXT,__text) external _glIsFramebuffer
00007ffa1f050d2e (__TEXT,__text) external _glIsFramebufferEXT
00007ffa1f048eb1 (__TEXT,__text) external _glIsList
00007ffa1f050693 (__TEXT,__text) external _glIsNamedStringARB
00007ffa1f04c2f4 (__TEXT,__text) external _glIsProgram
00007ffa1f04ebe7 (__TEXT,__text) external _glIsProgramARB
00007ffa1f04e162 (__TEXT,__text) external _glIsProgramPipeline
00007ffa1f04b772 (__TEXT,__text) external _glIsQuery
00007ffa1f04fd3d (__TEXT,__text) external _glIsQueryARB
00007ffa1f04c660 (__TEXT,__text) external _glIsRenderbuffer
00007ffa1f050c70 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa1f04d678 (__TEXT,__text) external _glIsSampler
00007ffa1f04c2d8 (__TEXT,__text) external _glIsShader
00007ffa1f04d420 (__TEXT,__text) external _glIsSync
00007ffa1f048ecd (__TEXT,__text) external _glIsTexture
00007ffa1f04de14 (__TEXT,__text) external _glIsTransformFeedback
00007ffa1f04c9db (__TEXT,__text) external _glIsVertexArray
00007ffa1f051aee (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa1f05183e (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa1f051762 (__TEXT,__text) external _glLabelObjectEXT
00007ffa1f051cf6 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa1f048ee9 (__TEXT,__text) external _glLightModelf
00007ffa1f048f05 (__TEXT,__text) external _glLightModelfv
00007ffa1f048f24 (__TEXT,__text) external _glLightModeli
00007ffa1f048f42 (__TEXT,__text) external _glLightModeliv
00007ffa1f048f61 (__TEXT,__text) external _glLightf
00007ffa1f048f7f (__TEXT,__text) external _glLightfv
00007ffa1f048fa1 (__TEXT,__text) external _glLighti
00007ffa1f048fc2 (__TEXT,__text) external _glLightiv
00007ffa1f048fe4 (__TEXT,__text) external _glLineStipple
00007ffa1f049002 (__TEXT,__text) external _glLineWidth
00007ffa1f04bfe6 (__TEXT,__text) external _glLinkProgram
00007ffa1f050050 (__TEXT,__text) external _glLinkProgramARB
00007ffa1f04901c (__TEXT,__text) external _glListBase
00007ffa1f049038 (__TEXT,__text) external _glLoadIdentity
00007ffa1f04904f (__TEXT,__text) external _glLoadMatrixd
00007ffa1f04906c (__TEXT,__text) external _glLoadMatrixf
00007ffa1f049089 (__TEXT,__text) external _glLoadName
00007ffa1f04afcd (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa1f04f8dd (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa1f04afea (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa1f04f8fa (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa1f0507a5 (__TEXT,__text) external _glLockArraysEXT
00007ffa1f0490a5 (__TEXT,__text) external _glLogicOp
00007ffa1f0490c1 (__TEXT,__text) external _glMap1d
00007ffa1f0490e5 (__TEXT,__text) external _glMap1f
00007ffa1f049109 (__TEXT,__text) external _glMap2d
00007ffa1f04913d (__TEXT,__text) external _glMap2f
00007ffa1f04b918 (__TEXT,__text) external _glMapBuffer
00007ffa1f04fee3 (__TEXT,__text) external _glMapBufferARB
00007ffa1f04c938 (__TEXT,__text) external _glMapBufferRange
00007ffa1f049171 (__TEXT,__text) external _glMapGrid1d
00007ffa1f04918d (__TEXT,__text) external _glMapGrid1f
00007ffa1f0491a9 (__TEXT,__text) external _glMapGrid2d
00007ffa1f0491c7 (__TEXT,__text) external _glMapGrid2f
00007ffa1f05185c (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa1f051883 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa1f0518aa (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa1f0518da (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa1f0491e5 (__TEXT,__text) external _glMaterialf
00007ffa1f049203 (__TEXT,__text) external _glMaterialfv
00007ffa1f049225 (__TEXT,__text) external _glMateriali
00007ffa1f049246 (__TEXT,__text) external _glMaterialiv
00007ffa1f049268 (__TEXT,__text) external _glMatrixMode
00007ffa1f04df00 (__TEXT,__text) external _glMinSampleShading
00007ffa1f050586 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa1f04ab58 (__TEXT,__text) external _glMinmax
00007ffa1f049284 (__TEXT,__text) external _glMultMatrixd
00007ffa1f0492a1 (__TEXT,__text) external _glMultMatrixf
00007ffa1f04b007 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa1f04f917 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa1f04b024 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa1f04f934 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa1f04b518 (__TEXT,__text) external _glMultiDrawArrays
00007ffa1f050bce (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa1f051b71 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa1f04b53e (__TEXT,__text) external _glMultiDrawElements
00007ffa1f04d3b1 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa1f050bf4 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa1f051d17 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa1f051d3f (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa1f051b97 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa1f04abe9 (__TEXT,__text) external _glMultiTexCoord1d
00007ffa1f04f4f9 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa1f04ac05 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa1f04f515 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa1f04ac24 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa1f04f534 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa1f04ac40 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa1f04f550 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa1f04ac5f (__TEXT,__text) external _glMultiTexCoord1i
00007ffa1f04f56f (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa1f04ac7d (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa1f04f58d (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa1f04ac9c (__TEXT,__text) external _glMultiTexCoord1s
00007ffa1f04f5ac (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa1f04acba (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa1f04f5ca (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa1f04acd9 (__TEXT,__text) external _glMultiTexCoord2d
00007ffa1f04f5e9 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa1f04acf5 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa1f04f605 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa1f04ad14 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa1f04f624 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa1f04ad30 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa1f04f640 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa1f04ad4f (__TEXT,__text) external _glMultiTexCoord2i
00007ffa1f04f65f (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa1f04ad70 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa1f04f680 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa1f04ad8f (__TEXT,__text) external _glMultiTexCoord2s
00007ffa1f04f69f (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa1f04adb0 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa1f04f6c0 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa1f04adcf (__TEXT,__text) external _glMultiTexCoord3d
00007ffa1f04f6df (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa1f04adeb (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa1f04f6fb (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa1f04ae0a (__TEXT,__text) external _glMultiTexCoord3f
00007ffa1f04f71a (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa1f04ae26 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa1f04f736 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa1f04ae45 (__TEXT,__text) external _glMultiTexCoord3i
00007ffa1f04f755 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa1f04ae69 (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa1f04f779 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa1f04ae88 (__TEXT,__text) external _glMultiTexCoord3s
00007ffa1f04f798 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa1f04aeac (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa1f04f7bc (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa1f04aecb (__TEXT,__text) external _glMultiTexCoord4d
00007ffa1f04f7db (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa1f04aee7 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa1f04f7f7 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa1f04af06 (__TEXT,__text) external _glMultiTexCoord4f
00007ffa1f04f816 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa1f04af22 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa1f04f832 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa1f04af41 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa1f04f851 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa1f04af68 (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa1f04f878 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa1f04af87 (__TEXT,__text) external _glMultiTexCoord4s
00007ffa1f04f897 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa1f04afae (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa1f04f8be (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa1f050627 (__TEXT,__text) external _glNamedStringARB
00007ffa1f0492be (__TEXT,__text) external _glNewList
00007ffa1f0492dc (__TEXT,__text) external _glNormal3b
00007ffa1f0492fd (__TEXT,__text) external _glNormal3bv
00007ffa1f04931a (__TEXT,__text) external _glNormal3d
00007ffa1f049334 (__TEXT,__text) external _glNormal3dv
00007ffa1f049351 (__TEXT,__text) external _glNormal3f
00007ffa1f04936b (__TEXT,__text) external _glNormal3fv
00007ffa1f049388 (__TEXT,__text) external _glNormal3i
00007ffa1f0493a9 (__TEXT,__text) external _glNormal3iv
00007ffa1f0493c6 (__TEXT,__text) external _glNormal3s
00007ffa1f0493e7 (__TEXT,__text) external _glNormal3sv
00007ffa1f049404 (__TEXT,__text) external _glNormalPointer
00007ffa1f051c54 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa1f051c75 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa1f049426 (__TEXT,__text) external _glOrtho
00007ffa1f051dd3 (__TEXT,__text) external _glPNTrianglesfATI
00007ffa1f051ddf (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa1f051dcd (__TEXT,__text) external _glPNTrianglesiATI
00007ffa1f051dd9 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa1f049440 (__TEXT,__text) external _glPassThrough
00007ffa1f04dd99 (__TEXT,__text) external _glPatchParameterfv
00007ffa1f04dd7b (__TEXT,__text) external _glPatchParameteri
00007ffa1f04de30 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa1f04945a (__TEXT,__text) external _glPixelMapfv
00007ffa1f04947c (__TEXT,__text) external _glPixelMapuiv
00007ffa1f04949e (__TEXT,__text) external _glPixelMapusv
00007ffa1f0494c0 (__TEXT,__text) external _glPixelStoref
00007ffa1f0494dc (__TEXT,__text) external _glPixelStorei
00007ffa1f0494fa (__TEXT,__text) external _glPixelTransferf
00007ffa1f049516 (__TEXT,__text) external _glPixelTransferi
00007ffa1f049534 (__TEXT,__text) external _glPixelZoom
00007ffa1f04b47c (__TEXT,__text) external _glPointParameterf
00007ffa1f04faf6 (__TEXT,__text) external _glPointParameterfARB
00007ffa1f04b498 (__TEXT,__text) external _glPointParameterfv
00007ffa1f04fb12 (__TEXT,__text) external _glPointParameterfvARB
00007ffa1f04b4b7 (__TEXT,__text) external _glPointParameteri
00007ffa1f051e1a (__TEXT,__text) external _glPointParameteriNV
00007ffa1f04b4d5 (__TEXT,__text) external _glPointParameteriv
00007ffa1f051e38 (__TEXT,__text) external _glPointParameterivNV
00007ffa1f04954e (__TEXT,__text) external _glPointSize
00007ffa1f051cba (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa1f049568 (__TEXT,__text) external _glPolygonMode
00007ffa1f049586 (__TEXT,__text) external _glPolygonOffset
00007ffa1f0495a0 (__TEXT,__text) external _glPolygonStipple
00007ffa1f0495bd (__TEXT,__text) external _glPopAttrib
00007ffa1f0495d4 (__TEXT,__text) external _glPopClientAttrib
00007ffa1f0517eb (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa1f0495eb (__TEXT,__text) external _glPopMatrix
00007ffa1f049602 (__TEXT,__text) external _glPopName
00007ffa1f04d307 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa1f049619 (__TEXT,__text) external _glPrioritizeTextures
00007ffa1f04e061 (__TEXT,__text) external _glProgramBinary
00007ffa1f04f151 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa1f04f16f (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa1f04f191 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa1f04f1af (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa1f04f251 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa1f04f1d1 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa1f04f1ef (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa1f04f211 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa1f04f22f (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa1f04f275 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa1f04e086 (__TEXT,__text) external _glProgramParameteri
00007ffa1f050f21 (__TEXT,__text) external _glProgramParameteriEXT
00007ffa1f04f321 (__TEXT,__text) external _glProgramStringARB
00007ffa1f04e6a8 (__TEXT,__text) external _glProgramUniform1d
00007ffa1f04e720 (__TEXT,__text) external _glProgramUniform1dv
00007ffa1f04e281 (__TEXT,__text) external _glProgramUniform1f
00007ffa1f04e389 (__TEXT,__text) external _glProgramUniform1fv
00007ffa1f04e1e1 (__TEXT,__text) external _glProgramUniform1i
00007ffa1f04e2f9 (__TEXT,__text) external _glProgramUniform1iv
00007ffa1f04e48e (__TEXT,__text) external _glProgramUniform1ui
00007ffa1f04e52e (__TEXT,__text) external _glProgramUniform1uiv
00007ffa1f04e6c6 (__TEXT,__text) external _glProgramUniform2d
00007ffa1f04e744 (__TEXT,__text) external _glProgramUniform2dv
00007ffa1f04e29f (__TEXT,__text) external _glProgramUniform2f
00007ffa1f04e3ad (__TEXT,__text) external _glProgramUniform2fv
00007ffa1f04e202 (__TEXT,__text) external _glProgramUniform2i
00007ffa1f04e31d (__TEXT,__text) external _glProgramUniform2iv
00007ffa1f04e4af (__TEXT,__text) external _glProgramUniform2ui
00007ffa1f04e552 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa1f04e6e4 (__TEXT,__text) external _glProgramUniform3d
00007ffa1f04e768 (__TEXT,__text) external _glProgramUniform3dv
00007ffa1f04e2bd (__TEXT,__text) external _glProgramUniform3f
00007ffa1f04e3d1 (__TEXT,__text) external _glProgramUniform3fv
00007ffa1f04e226 (__TEXT,__text) external _glProgramUniform3i
00007ffa1f04e341 (__TEXT,__text) external _glProgramUniform3iv
00007ffa1f04e4d3 (__TEXT,__text) external _glProgramUniform3ui
00007ffa1f04e576 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa1f04e702 (__TEXT,__text) external _glProgramUniform4d
00007ffa1f04e78c (__TEXT,__text) external _glProgramUniform4dv
00007ffa1f04e2db (__TEXT,__text) external _glProgramUniform4f
00007ffa1f04e3f5 (__TEXT,__text) external _glProgramUniform4fv
00007ffa1f04e24d (__TEXT,__text) external _glProgramUniform4i
00007ffa1f04e365 (__TEXT,__text) external _glProgramUniform4iv
00007ffa1f04e4fa (__TEXT,__text) external _glProgramUniform4ui
00007ffa1f04e59a (__TEXT,__text) external _glProgramUniform4uiv
00007ffa1f04e7b0 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa1f04e419 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa1f04e825 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa1f04e5be (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa1f04e873 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa1f04e60c (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa1f04e7d7 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa1f04e440 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa1f04e84c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa1f04e5e5 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa1f04e8c1 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa1f04e65a (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa1f04e7fe (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa1f04e467 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa1f04e89a (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa1f04e633 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa1f04e8e8 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa1f04e681 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa1f04d3e6 (__TEXT,__text) external _glProvokingVertex
00007ffa1f051702 (__TEXT,__text) external _glProvokingVertexEXT
00007ffa1f04963c (__TEXT,__text) external _glPushAttrib
00007ffa1f049658 (__TEXT,__text) external _glPushClientAttrib
00007ffa1f0517cc (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa1f049674 (__TEXT,__text) external _glPushMatrix
00007ffa1f04968b (__TEXT,__text) external _glPushName
00007ffa1f04d801 (__TEXT,__text) external _glQueryCounter
00007ffa1f0496a7 (__TEXT,__text) external _glRasterPos2d
00007ffa1f0496c1 (__TEXT,__text) external _glRasterPos2dv
00007ffa1f0496de (__TEXT,__text) external _glRasterPos2f
00007ffa1f0496f8 (__TEXT,__text) external _glRasterPos2fv
00007ffa1f049715 (__TEXT,__text) external _glRasterPos2i
00007ffa1f049733 (__TEXT,__text) external _glRasterPos2iv
00007ffa1f049750 (__TEXT,__text) external _glRasterPos2s
00007ffa1f04976e (__TEXT,__text) external _glRasterPos2sv
00007ffa1f04978b (__TEXT,__text) external _glRasterPos3d
00007ffa1f0497a5 (__TEXT,__text) external _glRasterPos3dv
00007ffa1f0497c2 (__TEXT,__text) external _glRasterPos3f
00007ffa1f0497dc (__TEXT,__text) external _glRasterPos3fv
00007ffa1f0497f9 (__TEXT,__text) external _glRasterPos3i
00007ffa1f04981a (__TEXT,__text) external _glRasterPos3iv
00007ffa1f049837 (__TEXT,__text) external _glRasterPos3s
00007ffa1f049858 (__TEXT,__text) external _glRasterPos3sv
00007ffa1f049875 (__TEXT,__text) external _glRasterPos4d
