0000000180ebc5e8 (__TEXT,__text) external _APL_dgemm
000000018108c634 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
00000001810e5fac (__TEXT,__text) external _cblas_ctrmv
0000000181079584 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
000000018109fa20 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00000001810d0e34 (__TEXT,__text) external _cblas_ctrsm
0000000181066cd8 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
000000018108d768 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
00000001810e6a40 (__TEXT,__text) external _cblas_ctrsv
000000018107a018 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00000001810a04d0 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00000001810ad79c (__TEXT,__text) external _cblas_dasum
0000000180f1b83c (__TEXT,__text) external _cblas_dasum$NEWLAPACK
0000000181055b38 (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00000001810ad7f8 (__TEXT,__text) external _cblas_daxpy
0000000180f1b898 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
0000000181055b8c (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00000001810ad8d4 (__TEXT,__text) external _cblas_dcopy
0000000180f1b974 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
0000000181055c4c (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00000001810ad748 (__TEXT,__text) external _cblas_ddot
0000000180f1b7e8 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
0000000181055af4 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00000001810bc5bc (__TEXT,__text) external _cblas_dgbmv
000000018104b5dc (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
000000018105bc7c (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00000001810ae63c (__TEXT,__text) external _cblas_dgemm
0000000180ff8b20 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
0000000181059164 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
0000000180d6fa80 (__TEXT,__text) external _cblas_dgemv
0000000180dc0794 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
0000000181054698 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
0000000180d6eeac (__TEXT,__text) external _cblas_dger
0000000180dc06a0 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00000001810545a8 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00000001810ad938 (__TEXT,__text) external _cblas_dnrm2
0000000180f1b9d8 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
0000000181055ca0 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00000001810ada08 (__TEXT,__text) external _cblas_drot
0000000180f1badc (__TEXT,__text) external _cblas_drot$NEWLAPACK
0000000181055d7c (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
00000001810dedc8 (__TEXT,__text) external _cblas_drotg
00000001810728f8 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
0000000181098d30 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00000001810adab0 (__TEXT,__text) external _cblas_drotm
0000000180f1bb84 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
0000000181055e14 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
00000001810deebc (__TEXT,__text) external _cblas_drotmg
00000001810729ec (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
0000000181098e24 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00000001810bd330 (__TEXT,__text) external _cblas_dsbmv
000000018104bff0 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
000000018105c088 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
0000000180d6ee78 (__TEXT,__text) external _cblas_dscal
0000000180f1b9fc (__TEXT,__text) external _cblas_dscal$NEWLAPACK
0000000181055cbc (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00000001810ab41c (__TEXT,__text) external _cblas_dsdot
0000000180d84070 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
0000000181050880 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00000001810ac4cc (__TEXT,__text) external _cblas_dspmv
0000000180dc207c (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
0000000181054afc (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00000001810bfcdc (__TEXT,__text) external _cblas_dspr
000000018104dec8 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
000000018105c8d4 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00000001810c03c4 (__TEXT,__text) external _cblas_dspr2
000000018104e0c8 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
000000018105cad8 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00000001810ad988 (__TEXT,__text) external _cblas_dswap
0000000180f1ba5c (__TEXT,__text) external _cblas_dswap$NEWLAPACK
0000000181055d0c (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00000001810aac60 (__TEXT,__text) external _cblas_dsymm
0000000180d838b4 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
0000000181050114 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00000001810bbcc4 (__TEXT,__text) external _cblas_dsymv
00000001810410c4 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
000000018105b9cc (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00000001810aba38 (__TEXT,__text) external _cblas_dsyr
0000000180dc08e8 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00000001810547e8 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00000001810abaf8 (__TEXT,__text) external _cblas_dsyr2
0000000180dc09a8 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00000001810548b0 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00000001810adb94 (__TEXT,__text) external _cblas_dsyr2k
0000000180f7e55c (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00000001810582d0 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00000001810adf3c (__TEXT,__text) external _cblas_dsyrk
0000000180fdbe50 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
0000000181058614 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00000001810be460 (__TEXT,__text) external _cblas_dtbmv
000000018104c34c (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
000000018105c3c4 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00000001810bf6bc (__TEXT,__text) external _cblas_dtbsv
000000018104c614 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
000000018105c64c (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00000001810c3424 (__TEXT,__text) external _cblas_dtpmv
000000018104e33c (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
000000018105cd28 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00000001810c6754 (__TEXT,__text) external _cblas_dtpsv
000000018104e650 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
000000018105d01c (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00000001810ae278 (__TEXT,__text) external _cblas_dtrmm
0000000180fe0ff4 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
0000000181058dc8 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
0000000180d6f564 (__TEXT,__text) external _cblas_dtrmv
0000000180dc0aa0 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00000001810549a8 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00000001810ab050 (__TEXT,__text) external _cblas_dtrsm
0000000180d83ca4 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00000001810504cc (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00000001810bba54 (__TEXT,__text) external _cblas_dtrsv
000000018103fbbc (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
000000018105b788 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00000001810e83a8 (__TEXT,__text) external _cblas_dzasum
000000018107b980 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00000001810a1da0 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
00000001810e840c (__TEXT,__text) external _cblas_dznrm2
000000018107b9e4 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00000001810a1df4 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00000001810f1960 (__TEXT,__text) external _cblas_errprn
00000001810847c0 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00000001810aac08 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
00000001810e8144 (__TEXT,__text) external _cblas_icamax
000000018107b71c (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00000001810a1b5c (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
0000000180d6ec30 (__TEXT,__text) external _cblas_idamax
000000018104f3e4 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
000000018105d600 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00000001810c6b7c (__TEXT,__text) external _cblas_isamax
000000018104edc8 (__TEXT,__text) external _cblas_isamax$NEWLAPACK
000000018105d248 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00000001810e8500 (__TEXT,__text) external _cblas_izamax
000000018107bad8 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00000001810a1ee0 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00000001810ab530 (__TEXT,__text) external _cblas_sasum
0000000180d84184 (__TEXT,__text) external _cblas_sasum$NEWLAPACK
0000000181050964 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00000001810ab58c (__TEXT,__text) external _cblas_saxpy
0000000180d841e0 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00000001810509b8 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
00000001810e827c (__TEXT,__text) external _cblas_scasum
000000018107b854 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00000001810a1c8c (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00000001810e82d8 (__TEXT,__text) external _cblas_scnrm2
000000018107b8b0 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00000001810a1cd8 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00000001810ab668 (__TEXT,__text) external _cblas_scopy
0000000180d842bc (__TEXT,__text) external _cblas_scopy$NEWLAPACK
0000000181050a78 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00000001810ab4e8 (__TEXT,__text) external _cblas_sdot
0000000180d8413c (__TEXT,__text) external _cblas_sdot$NEWLAPACK
000000018105092c (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00000001810ab470 (__TEXT,__text) external _cblas_sdsdot
0000000180d840c4 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00000001810508c4 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00000001810afb7c (__TEXT,__text) external _cblas_sgbmv
000000018103b1ec (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
0000000181059fe4 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00000001810ab958 (__TEXT,__text) external _cblas_sgemm
0000000180d860f4 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
0000000181050d10 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00000001810ab9c8 (__TEXT,__text) external _cblas_sgemm_singlecore
00000001810ad39c (__TEXT,__text) external _cblas_sgemv
0000000180ec21e0 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00000001810557ac (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00000001810ad400 (__TEXT,__text) external _cblas_sgemv_singlecore
00000001810ad16c (__TEXT,__text) external _cblas_sger
0000000180ec20f0 (__TEXT,__text) external _cblas_sger$NEWLAPACK
00000001810556bc (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00000001810ab6cc (__TEXT,__text) external _cblas_snrm2
0000000180d84320 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
0000000181050acc (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00000001810ab7d0 (__TEXT,__text) external _cblas_srot
0000000180d84424 (__TEXT,__text) external _cblas_srot$NEWLAPACK
0000000181050ba8 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
00000001810df198 (__TEXT,__text) external _cblas_srotg
0000000181072cc8 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
0000000181099100 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00000001810ab878 (__TEXT,__text) external _cblas_srotm
0000000180d844cc (__TEXT,__text) external _cblas_srotm$NEWLAPACK
0000000181050c40 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
00000001810df288 (__TEXT,__text) external _cblas_srotmg
0000000181072db8 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00000001810991f0 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00000001810b0858 (__TEXT,__text) external _cblas_ssbmv
000000018103b5f8 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
000000018105a3f0 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00000001810ab6f0 (__TEXT,__text) external _cblas_sscal
0000000180d84344 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
0000000181050ae8 (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00000001810b135c (__TEXT,__text) external _cblas_sspmv
000000018103b954 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
000000018105a72c (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00000001810b19fc (__TEXT,__text) external _cblas_sspr
000000018103bc10 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
000000018105a9dc (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00000001810b2154 (__TEXT,__text) external _cblas_sspr2
000000018103be10 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
000000018105abd0 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00000001810ab750 (__TEXT,__text) external _cblas_sswap
0000000180d843a4 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
0000000181050b38 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00000001810aec74 (__TEXT,__text) external _cblas_ssymm
000000018102cf4c (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
0000000181059738 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00000001810af2d4 (__TEXT,__text) external _cblas_ssymv
000000018103871c (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
0000000181059d34 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00000001810ad464 (__TEXT,__text) external _cblas_ssyr
0000000180ec2244 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00000001810557fc (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00000001810ad518 (__TEXT,__text) external _cblas_ssyr2
0000000180ec22f8 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00000001810558b8 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00000001810ac6c4 (__TEXT,__text) external _cblas_ssyr2k
0000000180dcfe44 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
0000000181054cdc (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00000001810aca6c (__TEXT,__text) external _cblas_ssyrk
0000000180e1b028 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
0000000181055020 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00000001810b33ac (__TEXT,__text) external _cblas_stbmv
000000018103c07c (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
000000018105ae20 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00000001810b4954 (__TEXT,__text) external _cblas_stbsv
000000018103c344 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
000000018105b0a8 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00000001810b7ec0 (__TEXT,__text) external _cblas_stpmv
000000018103c60c (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
000000018105b330 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00000001810bb808 (__TEXT,__text) external _cblas_stpsv
000000018103ce84 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
000000018105b55c (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00000001810acda8 (__TEXT,__text) external _cblas_strmm
0000000180ebccd0 (__TEXT,__text) external _cblas_strmm$NEWLAPACK
0000000181055320 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00000001810ad5fc (__TEXT,__text) external _cblas_strmv
0000000180ec23dc (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00000001810559a0 (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00000001810c6dcc (__TEXT,__text) external _cblas_strsm
000000018104f018 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
000000018105d24c (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00000001810af064 (__TEXT,__text) external _cblas_strsv
00000001810372d0 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
0000000181059af0 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00000001810f18c8 (__TEXT,__text) external _cblas_xerbla
0000000181084728 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00000001810aab70 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00000001810e892c (__TEXT,__text) external _cblas_zaxpy
000000018107bf04 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00000001810a22ec (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
00000001810e8a40 (__TEXT,__text) external _cblas_zcopy
000000018107c018 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00000001810a23f4 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
00000001810e8b30 (__TEXT,__text) external _cblas_zdotc_sub
000000018107c108 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00000001810a24e0 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00000001810e8cb4 (__TEXT,__text) external _cblas_zdotu_sub
000000018107c258 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00000001810a2624 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00000001810e8e04 (__TEXT,__text) external _cblas_zdrot
000000018107c3a8 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00000001810a2768 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
00000001810e8e94 (__TEXT,__text) external _cblas_zdscal
000000018107c438 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00000001810a27ec (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00000001810e94ec (__TEXT,__text) external _cblas_zgbmv
000000018107c8f0 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00000001810a2c5c (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00000001810d4e08 (__TEXT,__text) external _cblas_zgemm
0000000181068a08 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
000000018108f434 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00000001810e9c30 (__TEXT,__text) external _cblas_zgemv
000000018107d000 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00000001810a3348 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
00000001810ea8a8 (__TEXT,__text) external _cblas_zgerc
000000018107dc78 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00000001810a3ffc (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
00000001810eaf8c (__TEXT,__text) external _cblas_zgeru
000000018107e35c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00000001810a46d8 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00000001810eb700 (__TEXT,__text) external _cblas_zhbmv
000000018107ead0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00000001810a4e3c (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
00000001810d5cc8 (__TEXT,__text) external _cblas_zhemm
00000001810698c8 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
000000018109027c (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00000001810ebcf4 (__TEXT,__text) external _cblas_zhemv
000000018107f0c4 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00000001810a5448 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
00000001810ec6b4 (__TEXT,__text) external _cblas_zher
000000018107fa84 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00000001810a5e38 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00000001810ecdcc (__TEXT,__text) external _cblas_zher2
000000018108019c (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00000001810a6558 (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00000001810d6d10 (__TEXT,__text) external _cblas_zher2k
000000018106a910 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
0000000181091254 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
00000001810d80f4 (__TEXT,__text) external _cblas_zherk
000000018106bcf4 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
0000000181092540 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00000001810ed3fc (__TEXT,__text) external _cblas_zhpmv
00000001810807cc (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00000001810a6b68 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
00000001810ed91c (__TEXT,__text) external _cblas_zhpr
0000000181080cec (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00000001810a7094 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
00000001810edc8c (__TEXT,__text) external _cblas_zhpr2
000000018108105c (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00000001810a740c (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
00000001810e8f7c (__TEXT,__text) external _cblas_zrotg
000000018107c520 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00000001810a28cc (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
00000001810e9100 (__TEXT,__text) external _cblas_zscal
000000018107c6a4 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00000001810a2a50 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
00000001810e9478 (__TEXT,__text) external _cblas_zswap
000000018107c87c (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00000001810a2bf4 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
00000001810daa94 (__TEXT,__text) external _cblas_zsymm
000000018106e694 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
0000000181094dcc (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00000001810dbaec (__TEXT,__text) external _cblas_zsyr2k
000000018106f6ec (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
0000000181095db4 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
00000001810dcea4 (__TEXT,__text) external _cblas_zsyrk
0000000181070aa4 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
0000000181096fc4 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
00000001810ee244 (__TEXT,__text) external _cblas_ztbmv
0000000181081614 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00000001810a79a8 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00000001810ee92c (__TEXT,__text) external _cblas_ztbsv
0000000181081cfc (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00000001810a80bc (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00000001810ef198 (__TEXT,__text) external _cblas_ztpmv
0000000181082568 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00000001810a8954 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00000001810ef79c (__TEXT,__text) external _cblas_ztpsv
0000000181082b6c (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00000001810a8f68 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
00000001810ddb68 (__TEXT,__text) external _cblas_ztrmm
0000000181071768 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
0000000181097bf4 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
00000001810f0418 (__TEXT,__text) external _cblas_ztrmv
0000000181083304 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00000001810a9710 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
00000001810d8f58 (__TEXT,__text) external _cblas_ztrsm
000000018106cb58 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
0000000181093314 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
00000001810f0d58 (__TEXT,__text) external _cblas_ztrsv
0000000181083c44 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00000001810aa070 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
0000000180d758a4 (__TEXT,__text) external _ccopy
0000000180fdf1f8 (__TEXT,__text) external _ccopy$NEWLAPACK
0000000181058b34 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
0000000180d758a4 (__TEXT,__text) external _ccopy_
0000000180d758cc (__TEXT,__text) external _cdotc
0000000180fdf238 (__TEXT,__text) external _cdotc$NEWLAPACK
0000000181058b74 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
0000000180d758cc (__TEXT,__text) external _cdotc_
0000000180d758f4 (__TEXT,__text) external _cdotu
0000000180fdf260 (__TEXT,__text) external _cdotu$NEWLAPACK
0000000181058b9c (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180d758f4 (__TEXT,__text) external _cdotu_
0000000180d73c50 (__TEXT,__text) external _cgbmv
0000000180dbd318 (__TEXT,__text) external _cgbmv$NEWLAPACK
0000000181051280 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180d73c50 (__TEXT,__text) external _cgbmv_
0000000180d70b74 (__TEXT,__text) external _cgemm
0000000180f1c004 (__TEXT,__text) external _cgemm$NEWLAPACK
0000000181056150 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180d70b74 (__TEXT,__text) external _cgemm_
0000000180d73b74 (__TEXT,__text) external _cgemv
0000000180dbcf88 (__TEXT,__text) external _cgemv$NEWLAPACK
0000000181050f08 (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180d73b74 (__TEXT,__text) external _cgemv_
0000000180d746c0 (__TEXT,__text) external _cgerc
0000000180dbd550 (__TEXT,__text) external _cgerc$NEWLAPACK
00000001810514a8 (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180d746c0 (__TEXT,__text) external _cgerc_
0000000180d74724 (__TEXT,__text) external _cgeru
0000000180dbd610 (__TEXT,__text) external _cgeru$NEWLAPACK
