00007ff800e96c90 (__TEXT,__text) external _APL_dgemm
00007ff800f2c152 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
00007ff800f7703d (__TEXT,__text) external _cblas_ctbmv
00007ff800f4459a (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
00007ff800f5596d (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
00007ff800f772aa (__TEXT,__text) external _cblas_ctbsv
00007ff800f44ed2 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
00007ff800f562c3 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00007ff800f77517 (__TEXT,__text) external _cblas_ctpmv
00007ff800f45974 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00007ff800f56d83 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
00007ff800f7771a (__TEXT,__text) external _cblas_ctpsv
00007ff800f46113 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00007ff800f57517 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00007ff800f6f4e2 (__TEXT,__text) external _cblas_ctrmm
00007ff800f20a2f (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00007ff800f3e431 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
00007ff800f77c91 (__TEXT,__text) external _cblas_ctrmv
00007ff800f46a4f (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00007ff800f57e4c (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00007ff800f66394 (__TEXT,__text) external _cblas_ctrsm
00007ff800e7ada0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00007ff800f32452 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
00007ff800f787e9 (__TEXT,__text) external _cblas_ctrsv
00007ff800f475a7 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00007ff800f589b4 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00007ff800f682ea (__TEXT,__text) external _cblas_dasum
00007ff800e99f83 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00007ff800f34b6b (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00007ff800f6831e (__TEXT,__text) external _cblas_daxpy
00007ff800e99fb7 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00007ff800f34b9c (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00007ff800f68433 (__TEXT,__text) external _cblas_dcopy
00007ff800e9a0cc (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00007ff800f34c96 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00007ff800f68287 (__TEXT,__text) external _cblas_ddot
00007ff800e99f20 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00007ff800f34b14 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00007ff800f638d0 (__TEXT,__text) external _cblas_dgbmv
00007ff800e06dec (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00007ff800f2f8a2 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00007ff800f6de52 (__TEXT,__text) external _cblas_dgemm
00007ff800efb479 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00007ff800f3ca74 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00007ff800efb4cf (__TEXT,__text) external _cblas_dgemm_singlecore
00007ff800db78f0 (__TEXT,__text) external _cblas_dgemv
00007ff800e05a0a (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00007ff800f2f502 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00007ff800e05a57 (__TEXT,__text) external _cblas_dgemv_singlecore
00007ff800db42cd (__TEXT,__text) external _cblas_dger
00007ff800e05720 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00007ff800f2f3c7 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00007ff800f684ac (__TEXT,__text) external _cblas_dnrm2
00007ff800e9a145 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00007ff800f34d00 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00007ff800f68587 (__TEXT,__text) external _cblas_drot
00007ff800e9a254 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00007ff800f34df7 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
00007ff800f742ee (__TEXT,__text) external _cblas_drotg
00007ff800f407f6 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00007ff800f52020 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00007ff800f6863b (__TEXT,__text) external _cblas_drotm
00007ff800e9a308 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00007ff800f34e9d (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
00007ff800f7441e (__TEXT,__text) external _cblas_drotmg
00007ff800f40926 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00007ff800f52150 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00007ff800f63c63 (__TEXT,__text) external _cblas_dsbmv
00007ff800e0fb14 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00007ff800f2fc6c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
00007ff800db4299 (__TEXT,__text) external _cblas_dscal
00007ff800e9a160 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00007ff800f34d19 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00007ff800f624bc (__TEXT,__text) external _cblas_dsdot
00007ff800ddd7f6 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00007ff800f2b444 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00007ff800f61f51 (__TEXT,__text) external _cblas_dspmv
00007ff800dd3a9b (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00007ff800f2aeb7 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00007ff800f6c095 (__TEXT,__text) external _cblas_dspr
00007ff800ed8c0e (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00007ff800f3a750 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00007ff800f6588d (__TEXT,__text) external _cblas_dspr2
00007ff800e53547 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00007ff800f31918 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00007ff800f684f5 (__TEXT,__text) external _cblas_dswap
00007ff800e9a1c2 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00007ff800f34d73 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00007ff800f61bfb (__TEXT,__text) external _cblas_dsymm
00007ff800dd2b06 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00007ff800f2ab5f (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00007ff800f66723 (__TEXT,__text) external _cblas_dsymv
00007ff800e7bceb (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00007ff800f327eb (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00007ff800f636c9 (__TEXT,__text) external _cblas_dsyr
00007ff800e05aa7 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00007ff800f2f53d (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00007ff800f6379e (__TEXT,__text) external _cblas_dsyr2
00007ff800e05b7c (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00007ff800f2f623 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00007ff800f68def (__TEXT,__text) external _cblas_dsyr2k
00007ff800ea05da (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00007ff800f3751f (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00007ff800f6bd99 (__TEXT,__text) external _cblas_dsyrk
00007ff800ed8280 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00007ff800f3a437 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00007ff800f62a84 (__TEXT,__text) external _cblas_dtbmv
00007ff800de2d91 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00007ff800f2b984 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00007ff800f64792 (__TEXT,__text) external _cblas_dtbsv
00007ff800e263a2 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00007ff800f30804 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00007ff800f6ad1d (__TEXT,__text) external _cblas_dtpmv
00007ff800ec0b6d (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00007ff800f393f3 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00007ff800f650e0 (__TEXT,__text) external _cblas_dtpsv
00007ff800e34430 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00007ff800f31132 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00007ff800f6d019 (__TEXT,__text) external _cblas_dtrmm
00007ff800ee9a2e (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00007ff800f3bc37 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
00007ff800db4c2f (__TEXT,__text) external _cblas_dtrmv
00007ff800e05cae (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00007ff800f2f75c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00007ff800f620c5 (__TEXT,__text) external _cblas_dtrsm
00007ff800dd4c42 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00007ff800f2b037 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00007ff800f634e2 (__TEXT,__text) external _cblas_dtrsv
00007ff800e006c8 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00007ff800f2c3ce (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00007ff800f62cac (__TEXT,__text) external _cblas_dzasum
00007ff800de3af2 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00007ff800f2bba2 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
00007ff800f795c1 (__TEXT,__text) external _cblas_dznrm2
00007ff800f4837f (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00007ff800f597e8 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00007ff800f7f398 (__TEXT,__text) external _cblas_errprn
00007ff800f5030b (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00007ff800f61464 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
00007ff800f63f32 (__TEXT,__text) external _cblas_icamax
00007ff800e10e6a (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00007ff800f2ff7a (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
00007ff800db3f30 (__TEXT,__text) external _cblas_idamax
00007ff800e8a57f (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00007ff800f33a3e (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00007ff800f6cb3b (__TEXT,__text) external _cblas_isamax
00007ff800eddd5d (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00007ff800f3b256 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00007ff800f64edf (__TEXT,__text) external _cblas_izamax
00007ff800e2ea31 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00007ff800f30f3b (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00007ff800f62601 (__TEXT,__text) external _cblas_sasum
00007ff800ddd93b (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00007ff800f2b562 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00007ff800f62635 (__TEXT,__text) external _cblas_saxpy
00007ff800ddd96f (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00007ff800f2b593 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
00007ff800f6ef0b (__TEXT,__text) external _cblas_scasum
00007ff800f0ead8 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00007ff800f3db7c (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00007ff800f67145 (__TEXT,__text) external _cblas_scnrm2
00007ff800e82063 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00007ff800f33685 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00007ff800f62748 (__TEXT,__text) external _cblas_scopy
00007ff800ddda82 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00007ff800f2b68b (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00007ff800f625a1 (__TEXT,__text) external _cblas_sdot
00007ff800ddd8db (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00007ff800f2b511 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00007ff800f6251f (__TEXT,__text) external _cblas_sdsdot
00007ff800ddd859 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00007ff800f2b49b (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00007ff800f6eb78 (__TEXT,__text) external _cblas_sgbmv
00007ff800f0669d (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00007ff800f3d7b2 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00007ff800f62d38 (__TEXT,__text) external _cblas_sgemm
00007ff800dec120 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00007ff800f2bc2e (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00007ff800dec176 (__TEXT,__text) external _cblas_sgemm_singlecore
00007ff800f67f1b (__TEXT,__text) external _cblas_sgemv
00007ff800e977d2 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00007ff800f347a4 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00007ff800e9781f (__TEXT,__text) external _cblas_sgemv_singlecore
00007ff800f67dd7 (__TEXT,__text) external _cblas_sger
00007ff800e974fc (__TEXT,__text) external _cblas_sger$NEWLAPACK
00007ff800f34665 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00007ff800f627c1 (__TEXT,__text) external _cblas_snrm2
00007ff800dddafb (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00007ff800f2b6f5 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00007ff800f628d0 (__TEXT,__text) external _cblas_srot
00007ff800dddc0a (__TEXT,__text) external _cblas_srot$NEWLAPACK
00007ff800f2b7ec (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
00007ff800f74922 (__TEXT,__text) external _cblas_srotg
00007ff800f40e2a (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00007ff800f52654 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00007ff800f62984 (__TEXT,__text) external _cblas_srotm
00007ff800dddcbe (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00007ff800f2b892 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
00007ff800f74a33 (__TEXT,__text) external _cblas_srotmg
00007ff800f40f3b (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00007ff800f52765 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00007ff800f655be (__TEXT,__text) external _cblas_ssbmv
00007ff800e4ff94 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00007ff800f3160a (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00007ff800f627dc (__TEXT,__text) external _cblas_sscal
00007ff800dddb16 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00007ff800f2b70e (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00007ff800f67381 (__TEXT,__text) external _cblas_sspmv
00007ff800e8a40b (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00007ff800f338be (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00007ff800f65a06 (__TEXT,__text) external _cblas_sspr
00007ff800e6a409 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00007ff800f31a99 (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00007ff800f678dd (__TEXT,__text) external _cblas_sspr2
00007ff800e94dbb (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00007ff800f34164 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00007ff800f6283e (__TEXT,__text) external _cblas_sswap
00007ff800dddb78 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00007ff800f2b768 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00007ff800f6e822 (__TEXT,__text) external _cblas_ssymm
00007ff800effb30 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00007ff800f3d45a (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00007ff800f674f5 (__TEXT,__text) external _cblas_ssymv
00007ff800e8b689 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00007ff800f33d6c (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00007ff800f67f68 (__TEXT,__text) external _cblas_ssyr
00007ff800e9786f (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00007ff800f347df (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00007ff800f68030 (__TEXT,__text) external _cblas_ssyr2
00007ff800e97937 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00007ff800f348ae (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00007ff800f644da (__TEXT,__text) external _cblas_ssyr2k
00007ff800e2303e (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00007ff800f3054d (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00007ff800f668c0 (__TEXT,__text) external _cblas_ssyrk
00007ff800e7d270 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00007ff800f3298d (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00007ff800f69df1 (__TEXT,__text) external _cblas_stbmv
00007ff800ea9972 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00007ff800f384dc (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00007ff800f649ba (__TEXT,__text) external _cblas_stbsv
00007ff800e2c3dc (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00007ff800f30a22 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00007ff800f6f132 (__TEXT,__text) external _cblas_stpmv
00007ff800f1a069 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00007ff800f3dd9f (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00007ff800f6ef64 (__TEXT,__text) external _cblas_stpsv
00007ff800f13193 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00007ff800f3dbd5 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00007ff800f67a56 (__TEXT,__text) external _cblas_strmm
00007ff800e9717b (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00007ff800f342e5 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00007ff800f68148 (__TEXT,__text) external _cblas_strmv
00007ff800e97a4f (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00007ff800f349ce (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00007ff800f6f86c (__TEXT,__text) external _cblas_strsm
00007ff800f26830 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00007ff800f3e7ba (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00007ff800f6719a (__TEXT,__text) external _cblas_strsv
00007ff800e87f41 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00007ff800f336da (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00007ff800f7f336 (__TEXT,__text) external _cblas_xerbla
00007ff800f502a9 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00007ff800f613fe (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00007ff800f68aac (__TEXT,__text) external _cblas_zaxpy
00007ff800e9f140 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00007ff800f371e6 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
00007ff800f63211 (__TEXT,__text) external _cblas_zcopy
00007ff800dfb752 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00007ff800f2c0ef (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
00007ff800f63178 (__TEXT,__text) external _cblas_zdotc_sub
00007ff800defc40 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00007ff800f2c067 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00007ff800f6e65f (__TEXT,__text) external _cblas_zdotu_sub
00007ff800eff7b7 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00007ff800f3d2aa (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00007ff800f6b0cd (__TEXT,__text) external _cblas_zdrot
00007ff800ed0b40 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00007ff800f397ad (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
00007ff800f6e6f8 (__TEXT,__text) external _cblas_zdscal
00007ff800eff9db (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00007ff800f3d332 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00007ff800f79a7e (__TEXT,__text) external _cblas_zgbmv
00007ff800f486ae (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00007ff800f59b17 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00007ff800f6e162 (__TEXT,__text) external _cblas_zgemm
00007ff800efc68f (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00007ff800f3cd77 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00007ff800f7a200 (__TEXT,__text) external _cblas_zgemv
00007ff800f48e00 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00007ff800f5a240 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
00007ff800f6d39a (__TEXT,__text) external _cblas_zgerc
00007ff800ef5280 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00007ff800f3bfb7 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
00007ff800f6f2e5 (__TEXT,__text) external _cblas_zgeru
00007ff800f1a21c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00007ff800f3df59 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00007ff800f7afa0 (__TEXT,__text) external _cblas_zhbmv
00007ff800f49ba0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00007ff800f5b030 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
00007ff800f6602e (__TEXT,__text) external _cblas_zhemm
00007ff800e6aa31 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00007ff800f320f5 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00007ff800f7b1e6 (__TEXT,__text) external _cblas_zhemv
00007ff800f4a27b (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00007ff800f5b728 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
00007ff800f6a37f (__TEXT,__text) external _cblas_zher
00007ff800eaf2ba (__TEXT,__text) external _cblas_zher$NEWLAPACK
00007ff800f38a57 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00007ff800f7ba7a (__TEXT,__text) external _cblas_zher2
00007ff800f4aebc (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00007ff800f5c3d6 (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00007ff800f6ccfe (__TEXT,__text) external _cblas_zher2k
00007ff800ee4e42 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00007ff800f3b910 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
00007ff800f62d8e (__TEXT,__text) external _cblas_zherk
00007ff800def823 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00007ff800f2bc71 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00007ff800f7c22d (__TEXT,__text) external _cblas_zhpmv
00007ff800f4b66f (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00007ff800f5cb89 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
00007ff800f7c425 (__TEXT,__text) external _cblas_zhpr
00007ff800f4bc30 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00007ff800f5cd91 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
00007ff800f7c55b (__TEXT,__text) external _cblas_zhpr2
00007ff800f4bf99 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00007ff800f5d0fe (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
00007ff800f796cd (__TEXT,__text) external _cblas_zrotg
00007ff800f48461 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00007ff800f598ca (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
00007ff800f697fe (__TEXT,__text) external _cblas_zscal
00007ff800ea6b30 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00007ff800f37f26 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
00007ff800f6940d (__TEXT,__text) external _cblas_zswap
00007ff800ea5a31 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00007ff800f37b33 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
00007ff800f68746 (__TEXT,__text) external _cblas_zsymm
00007ff800e9c347 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00007ff800f36e89 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00007ff800f6dea8 (__TEXT,__text) external _cblas_zsyr2k
00007ff800efb528 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00007ff800f3cab7 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
00007ff800f64105 (__TEXT,__text) external _cblas_zsyrk
00007ff800e11437 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00007ff800f30138 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
00007ff800f7cc84 (__TEXT,__text) external _cblas_ztbmv
00007ff800f4c6c2 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00007ff800f5d80c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00007ff800f7cef1 (__TEXT,__text) external _cblas_ztbsv
00007ff800f4cfb4 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00007ff800f5e11c (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00007ff800f7d15e (__TEXT,__text) external _cblas_ztpmv
00007ff800f4da7f (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00007ff800f5ec05 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00007ff800f7d361 (__TEXT,__text) external _cblas_ztpsv
00007ff800f4e162 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00007ff800f5f2dd (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
00007ff800f69474 (__TEXT,__text) external _cblas_ztrmm
00007ff800ea5b1e (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00007ff800f37b9d (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
00007ff800f7db4d (__TEXT,__text) external _cblas_ztrmv
00007ff800f4ea52 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
