00007ffa166d2f0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa166cf059 (__TEXT,__text) external _glGetProgramBinary
00007ffa166d02b6 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa166d02d8 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa166cd3c3 (__TEXT,__text) external _glGetProgramInfoLog
00007ffa166d02fa (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa166d031c (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa166cf1dc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa166cf19e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa166ced77 (__TEXT,__text) external _glGetProgramStageiv
00007ffa166d0362 (__TEXT,__text) external _glGetProgramStringARB
00007ffa166cd357 (__TEXT,__text) external _glGetProgramiv
00007ffa166d0384 (__TEXT,__text) external _glGetProgramivARB
00007ffa166ceefc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa166ce841 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa166d2738 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa166cc810 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa166d0dd3 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa166ce863 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa166d275a (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa166cc832 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa166d0df5 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa166cc7ee (__TEXT,__text) external _glGetQueryiv
00007ffa166d0db1 (__TEXT,__text) external _glGetQueryivARB
00007ffa166cd721 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa166d1d26 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa166ce7df (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa166ce801 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa166ce7bd (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa166ce79b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa166cba14 (__TEXT,__text) external _glGetSeparableFilter
00007ffa166cd39e (__TEXT,__text) external _glGetShaderInfoLog
00007ffa166cf000 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa166cd487 (__TEXT,__text) external _glGetShaderSource
00007ffa166d1464 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa166cd335 (__TEXT,__text) external _glGetShaderiv
00007ffa166c9b99 (__TEXT,__text) external _glGetString
00007ffa166ce17b (__TEXT,__text) external _glGetStringi
00007ffa166cec84 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa166cec62 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa166ce4e2 (__TEXT,__text) external _glGetSynciv
00007ffa166c9bb5 (__TEXT,__text) external _glGetTexEnvfv
00007ffa166c9bd7 (__TEXT,__text) external _glGetTexEnviv
00007ffa166c9bf9 (__TEXT,__text) external _glGetTexGendv
00007ffa166c9c1b (__TEXT,__text) external _glGetTexGenfv
00007ffa166c9c3d (__TEXT,__text) external _glGetTexGeniv
00007ffa166c9c5f (__TEXT,__text) external _glGetTexImage
00007ffa166c9c86 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa166c9caa (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa166ce0b0 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa166d2657 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa166ce0d2 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa166d2679 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa166d2946 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa166c9cce (__TEXT,__text) external _glGetTexParameterfv
00007ffa166c9cf0 (__TEXT,__text) external _glGetTexParameteriv
00007ffa166cdb81 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa166d2092 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa166ce235 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa166d2127 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa166ce1c1 (__TEXT,__text) external _glGetUniformIndices
00007ffa166cd3e8 (__TEXT,__text) external _glGetUniformLocation
00007ffa166d13cd (__TEXT,__text) external _glGetUniformLocationARB
00007ffa166d2145 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa166ced55 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa166cec40 (__TEXT,__text) external _glGetUniformdv
00007ffa166cd43d (__TEXT,__text) external _glGetUniformfv
00007ffa166d141e (__TEXT,__text) external _glGetUniformfvARB
00007ffa166cd462 (__TEXT,__text) external _glGetUniformiv
00007ffa166d1441 (__TEXT,__text) external _glGetUniformivARB
00007ffa166cdef7 (__TEXT,__text) external _glGetUniformuiv
00007ffa166d2568 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa166cdc2b (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa166d2412 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa166cdc4d (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa166d2434 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa166cfa40 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa166ccf06 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa166d014c (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa166ccea0 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa166d00e6 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa166ccec2 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa166d0108 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa166ccee4 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa166d012a (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa166c9d12 (__TEXT,__text) external _glHint
00007ffa166cbb59 (__TEXT,__text) external _glHistogram
00007ffa166c9d30 (__TEXT,__text) external _glIndexMask
00007ffa166c9d4c (__TEXT,__text) external _glIndexPointer
00007ffa166c9d6e (__TEXT,__text) external _glIndexd
00007ffa166c9d88 (__TEXT,__text) external _glIndexdv
00007ffa166c9da5 (__TEXT,__text) external _glIndexf
00007ffa166c9dbf (__TEXT,__text) external _glIndexfv
00007ffa166c9ddc (__TEXT,__text) external _glIndexi
00007ffa166c9df8 (__TEXT,__text) external _glIndexiv
00007ffa166c9e15 (__TEXT,__text) external _glIndexs
00007ffa166c9e31 (__TEXT,__text) external _glIndexsv
00007ffa166c9e4e (__TEXT,__text) external _glIndexub
00007ffa166c9e6a (__TEXT,__text) external _glIndexubv
00007ffa166c9e87 (__TEXT,__text) external _glInitNames
00007ffa166d27c7 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa166c9e9e (__TEXT,__text) external _glInterleavedArrays
00007ffa166cc8b0 (__TEXT,__text) external _glIsBuffer
00007ffa166d0e73 (__TEXT,__text) external _glIsBufferARB
00007ffa166c9ec0 (__TEXT,__text) external _glIsEnabled
00007ffa166d26fe (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa166cdac3 (__TEXT,__text) external _glIsEnabledi
00007ffa166d29c2 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa166cd743 (__TEXT,__text) external _glIsFramebuffer
00007ffa166d1d48 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa166c9edc (__TEXT,__text) external _glIsList
00007ffa166d16b1 (__TEXT,__text) external _glIsNamedStringARB
00007ffa166cd319 (__TEXT,__text) external _glIsProgram
00007ffa166cfc05 (__TEXT,__text) external _glIsProgramARB
00007ffa166cf182 (__TEXT,__text) external _glIsProgramPipeline
00007ffa166cc798 (__TEXT,__text) external _glIsQuery
00007ffa166d0d5b (__TEXT,__text) external _glIsQueryARB
00007ffa166cd685 (__TEXT,__text) external _glIsRenderbuffer
00007ffa166d1c8a (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa166ce69a (__TEXT,__text) external _glIsSampler
00007ffa166cd2fd (__TEXT,__text) external _glIsShader
00007ffa166ce443 (__TEXT,__text) external _glIsSync
00007ffa166c9ef8 (__TEXT,__text) external _glIsTexture
00007ffa166cee34 (__TEXT,__text) external _glIsTransformFeedback
00007ffa166cda00 (__TEXT,__text) external _glIsVertexArray
00007ffa166d2b08 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa166d2858 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa166d277c (__TEXT,__text) external _glLabelObjectEXT
00007ffa166d2d0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa166c9f14 (__TEXT,__text) external _glLightModelf
00007ffa166c9f30 (__TEXT,__text) external _glLightModelfv
00007ffa166c9f4f (__TEXT,__text) external _glLightModeli
00007ffa166c9f6d (__TEXT,__text) external _glLightModeliv
00007ffa166c9f8c (__TEXT,__text) external _glLightf
00007ffa166c9faa (__TEXT,__text) external _glLightfv
00007ffa166c9fcc (__TEXT,__text) external _glLighti
00007ffa166c9fed (__TEXT,__text) external _glLightiv
00007ffa166ca00f (__TEXT,__text) external _glLineStipple
00007ffa166ca02d (__TEXT,__text) external _glLineWidth
00007ffa166cd00b (__TEXT,__text) external _glLinkProgram
00007ffa166d106e (__TEXT,__text) external _glLinkProgramARB
00007ffa166ca047 (__TEXT,__text) external _glListBase
00007ffa166ca063 (__TEXT,__text) external _glLoadIdentity
00007ffa166ca07a (__TEXT,__text) external _glLoadMatrixd
00007ffa166ca097 (__TEXT,__text) external _glLoadMatrixf
00007ffa166ca0b4 (__TEXT,__text) external _glLoadName
00007ffa166cbff2 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa166d08fa (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa166cc00f (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa166d0917 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa166d17c2 (__TEXT,__text) external _glLockArraysEXT
00007ffa166ca0d0 (__TEXT,__text) external _glLogicOp
00007ffa166ca0ec (__TEXT,__text) external _glMap1d
00007ffa166ca110 (__TEXT,__text) external _glMap1f
00007ffa166ca134 (__TEXT,__text) external _glMap2d
00007ffa166ca167 (__TEXT,__text) external _glMap2f
00007ffa166cc93e (__TEXT,__text) external _glMapBuffer
00007ffa166d0f01 (__TEXT,__text) external _glMapBufferARB
00007ffa166cd95d (__TEXT,__text) external _glMapBufferRange
00007ffa166ca19a (__TEXT,__text) external _glMapGrid1d
00007ffa166ca1b6 (__TEXT,__text) external _glMapGrid1f
00007ffa166ca1d2 (__TEXT,__text) external _glMapGrid2d
00007ffa166ca1f0 (__TEXT,__text) external _glMapGrid2f
00007ffa166d2876 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa166d289d (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa166d28c4 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa166d28f4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa166ca20e (__TEXT,__text) external _glMaterialf
00007ffa166ca22c (__TEXT,__text) external _glMaterialfv
00007ffa166ca24e (__TEXT,__text) external _glMateriali
00007ffa166ca26f (__TEXT,__text) external _glMaterialiv
00007ffa166ca291 (__TEXT,__text) external _glMatrixMode
00007ffa166cef20 (__TEXT,__text) external _glMinSampleShading
00007ffa166d15a4 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa166cbb7d (__TEXT,__text) external _glMinmax
00007ffa166ca2ad (__TEXT,__text) external _glMultMatrixd
00007ffa166ca2ca (__TEXT,__text) external _glMultMatrixf
00007ffa166cc02c (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa166d0934 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa166cc049 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa166d0951 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa166cc53e (__TEXT,__text) external _glMultiDrawArrays
00007ffa166d1be8 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa166d2b8b (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa166cc564 (__TEXT,__text) external _glMultiDrawElements
00007ffa166ce3d5 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa166d1c0e (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa166d2d30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa166d2d58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa166d2bb1 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa166cbc0e (__TEXT,__text) external _glMultiTexCoord1d
00007ffa166d0516 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa166cbc2a (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa166d0532 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa166cbc49 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa166d0551 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa166cbc65 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa166d056d (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa166cbc84 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa166d058c (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa166cbca2 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa166d05aa (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa166cbcc1 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa166d05c9 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa166cbcdf (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa166d05e7 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa166cbcfe (__TEXT,__text) external _glMultiTexCoord2d
00007ffa166d0606 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa166cbd1a (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa166d0622 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa166cbd39 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa166d0641 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa166cbd55 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa166d065d (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa166cbd74 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa166d067c (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa166cbd95 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa166d069d (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa166cbdb4 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa166d06bc (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa166cbdd5 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa166d06dd (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa166cbdf4 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa166d06fc (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa166cbe10 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa166d0718 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa166cbe2f (__TEXT,__text) external _glMultiTexCoord3f
00007ffa166d0737 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa166cbe4b (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa166d0753 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa166cbe6a (__TEXT,__text) external _glMultiTexCoord3i
00007ffa166d0772 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa166cbe8e (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa166d0796 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa166cbead (__TEXT,__text) external _glMultiTexCoord3s
00007ffa166d07b5 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa166cbed1 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa166d07d9 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa166cbef0 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa166d07f8 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa166cbf0c (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa166d0814 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa166cbf2b (__TEXT,__text) external _glMultiTexCoord4f
00007ffa166d0833 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa166cbf47 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa166d084f (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa166cbf66 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa166d086e (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa166cbf8d (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa166d0895 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa166cbfac (__TEXT,__text) external _glMultiTexCoord4s
00007ffa166d08b4 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa166cbfd3 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa166d08db (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa166d1645 (__TEXT,__text) external _glNamedStringARB
00007ffa166ca2e7 (__TEXT,__text) external _glNewList
00007ffa166ca305 (__TEXT,__text) external _glNormal3b
00007ffa166ca326 (__TEXT,__text) external _glNormal3bv
00007ffa166ca343 (__TEXT,__text) external _glNormal3d
00007ffa166ca35d (__TEXT,__text) external _glNormal3dv
00007ffa166ca37a (__TEXT,__text) external _glNormal3f
00007ffa166ca394 (__TEXT,__text) external _glNormal3fv
00007ffa166ca3b1 (__TEXT,__text) external _glNormal3i
00007ffa166ca3d2 (__TEXT,__text) external _glNormal3iv
00007ffa166ca3ef (__TEXT,__text) external _glNormal3s
00007ffa166ca410 (__TEXT,__text) external _glNormal3sv
00007ffa166ca42d (__TEXT,__text) external _glNormalPointer
00007ffa166d2c6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa166d2c8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa166ca44f (__TEXT,__text) external _glOrtho
00007ffa166d2dec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa166d2df8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa166d2de6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa166d2df2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa166ca469 (__TEXT,__text) external _glPassThrough
00007ffa166cedb9 (__TEXT,__text) external _glPatchParameterfv
00007ffa166ced9b (__TEXT,__text) external _glPatchParameteri
00007ffa166cee50 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa166ca483 (__TEXT,__text) external _glPixelMapfv
00007ffa166ca4a5 (__TEXT,__text) external _glPixelMapuiv
00007ffa166ca4c7 (__TEXT,__text) external _glPixelMapusv
00007ffa166ca4e9 (__TEXT,__text) external _glPixelStoref
00007ffa166ca505 (__TEXT,__text) external _glPixelStorei
00007ffa166ca523 (__TEXT,__text) external _glPixelTransferf
00007ffa166ca53f (__TEXT,__text) external _glPixelTransferi
00007ffa166ca55d (__TEXT,__text) external _glPixelZoom
00007ffa166cc4a2 (__TEXT,__text) external _glPointParameterf
00007ffa166d0b14 (__TEXT,__text) external _glPointParameterfARB
00007ffa166cc4be (__TEXT,__text) external _glPointParameterfv
00007ffa166d0b30 (__TEXT,__text) external _glPointParameterfvARB
00007ffa166cc4dd (__TEXT,__text) external _glPointParameteri
00007ffa166d2e33 (__TEXT,__text) external _glPointParameteriNV
00007ffa166cc4fb (__TEXT,__text) external _glPointParameteriv
00007ffa166d2e51 (__TEXT,__text) external _glPointParameterivNV
00007ffa166ca577 (__TEXT,__text) external _glPointSize
00007ffa166d2cd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa166ca591 (__TEXT,__text) external _glPolygonMode
00007ffa166ca5af (__TEXT,__text) external _glPolygonOffset
00007ffa166ca5c9 (__TEXT,__text) external _glPolygonStipple
00007ffa166ca5e6 (__TEXT,__text) external _glPopAttrib
00007ffa166ca5fd (__TEXT,__text) external _glPopClientAttrib
00007ffa166d2805 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa166ca614 (__TEXT,__text) external _glPopMatrix
00007ffa166ca62b (__TEXT,__text) external _glPopName
00007ffa166ce32c (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa166ca642 (__TEXT,__text) external _glPrioritizeTextures
00007ffa166cf081 (__TEXT,__text) external _glProgramBinary
00007ffa166d016e (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa166d018c (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa166d01ae (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa166d01cc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa166d026e (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa166d01ee (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa166d020c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa166d022e (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa166d024c (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa166d0292 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa166cf0a6 (__TEXT,__text) external _glProgramParameteri
00007ffa166d1f3b (__TEXT,__text) external _glProgramParameteriEXT
00007ffa166d033e (__TEXT,__text) external _glProgramStringARB
00007ffa166cf6c6 (__TEXT,__text) external _glProgramUniform1d
00007ffa166cf73e (__TEXT,__text) external _glProgramUniform1dv
00007ffa166cf2a0 (__TEXT,__text) external _glProgramUniform1f
00007ffa166cf3a8 (__TEXT,__text) external _glProgramUniform1fv
00007ffa166cf201 (__TEXT,__text) external _glProgramUniform1i
00007ffa166cf318 (__TEXT,__text) external _glProgramUniform1iv
00007ffa166cf4ad (__TEXT,__text) external _glProgramUniform1ui
00007ffa166cf54c (__TEXT,__text) external _glProgramUniform1uiv
00007ffa166cf6e4 (__TEXT,__text) external _glProgramUniform2d
00007ffa166cf762 (__TEXT,__text) external _glProgramUniform2dv
00007ffa166cf2be (__TEXT,__text) external _glProgramUniform2f
00007ffa166cf3cc (__TEXT,__text) external _glProgramUniform2fv
00007ffa166cf222 (__TEXT,__text) external _glProgramUniform2i
00007ffa166cf33c (__TEXT,__text) external _glProgramUniform2iv
00007ffa166cf4ce (__TEXT,__text) external _glProgramUniform2ui
00007ffa166cf570 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa166cf702 (__TEXT,__text) external _glProgramUniform3d
00007ffa166cf786 (__TEXT,__text) external _glProgramUniform3dv
00007ffa166cf2dc (__TEXT,__text) external _glProgramUniform3f
00007ffa166cf3f0 (__TEXT,__text) external _glProgramUniform3fv
00007ffa166cf246 (__TEXT,__text) external _glProgramUniform3i
00007ffa166cf360 (__TEXT,__text) external _glProgramUniform3iv
00007ffa166cf4f2 (__TEXT,__text) external _glProgramUniform3ui
00007ffa166cf594 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa166cf720 (__TEXT,__text) external _glProgramUniform4d
00007ffa166cf7aa (__TEXT,__text) external _glProgramUniform4dv
00007ffa166cf2fa (__TEXT,__text) external _glProgramUniform4f
00007ffa166cf414 (__TEXT,__text) external _glProgramUniform4fv
00007ffa166cf26d (__TEXT,__text) external _glProgramUniform4i
00007ffa166cf384 (__TEXT,__text) external _glProgramUniform4iv
00007ffa166cf519 (__TEXT,__text) external _glProgramUniform4ui
00007ffa166cf5b8 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa166cf7ce (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa166cf438 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa166cf843 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa166cf5dc (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa166cf891 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa166cf62a (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa166cf7f5 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa166cf45f (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa166cf86a (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa166cf603 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa166cf8df (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa166cf678 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa166cf81c (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa166cf486 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa166cf8b8 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa166cf651 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa166cf906 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa166cf69f (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa166ce409 (__TEXT,__text) external _glProvokingVertex
00007ffa166d271c (__TEXT,__text) external _glProvokingVertexEXT
00007ffa166ca665 (__TEXT,__text) external _glPushAttrib
00007ffa166ca681 (__TEXT,__text) external _glPushClientAttrib
00007ffa166d27e6 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa166ca69d (__TEXT,__text) external _glPushMatrix
00007ffa166ca6b4 (__TEXT,__text) external _glPushName
00007ffa166ce823 (__TEXT,__text) external _glQueryCounter
00007ffa166ca6d0 (__TEXT,__text) external _glRasterPos2d
00007ffa166ca6ea (__TEXT,__text) external _glRasterPos2dv
00007ffa166ca707 (__TEXT,__text) external _glRasterPos2f
00007ffa166ca721 (__TEXT,__text) external _glRasterPos2fv
00007ffa166ca73e (__TEXT,__text) external _glRasterPos2i
00007ffa166ca75c (__TEXT,__text) external _glRasterPos2iv
00007ffa166ca779 (__TEXT,__text) external _glRasterPos2s
00007ffa166ca797 (__TEXT,__text) external _glRasterPos2sv
00007ffa166ca7b4 (__TEXT,__text) external _glRasterPos3d
00007ffa166ca7ce (__TEXT,__text) external _glRasterPos3dv
00007ffa166ca7eb (__TEXT,__text) external _glRasterPos3f
00007ffa166ca805 (__TEXT,__text) external _glRasterPos3fv
00007ffa166ca822 (__TEXT,__text) external _glRasterPos3i
00007ffa166ca843 (__TEXT,__text) external _glRasterPos3iv
00007ffa166ca860 (__TEXT,__text) external _glRasterPos3s
00007ffa166ca881 (__TEXT,__text) external _glRasterPos3sv
00007ffa166ca89e (__TEXT,__text) external _glRasterPos4d
00007ffa166ca8b8 (__TEXT,__text) external _glRasterPos4dv
00007ffa166ca8d5 (__TEXT,__text) external _glRasterPos4f
00007ffa166ca8ef (__TEXT,__text) external _glRasterPos4fv
00007ffa166ca90c (__TEXT,__text) external _glRasterPos4i
00007ffa166ca930 (__TEXT,__text) external _glRasterPos4iv
00007ffa166ca94d (__TEXT,__text) external _glRasterPos4s
00007ffa166ca971 (__TEXT,__text) external _glRasterPos4sv
00007ffa166ca98e (__TEXT,__text) external _glReadBuffer
00007ffa166ca9aa (__TEXT,__text) external _glReadPixels
00007ffa166ca9da (__TEXT,__text) external _glRectd
00007ffa166ca9f4 (__TEXT,__text) external _glRectdv
00007ffa166caa14 (__TEXT,__text) external _glRectf
00007ffa166caa2e (__TEXT,__text) external _glRectfv
00007ffa166caa4e (__TEXT,__text) external _glRecti
00007ffa166caa72 (__TEXT,__text) external _glRectiv
00007ffa166caa92 (__TEXT,__text) external _glRects
00007ffa166caab6 (__TEXT,__text) external _glRectsv
00007ffa166cefc1 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa166caad6 (__TEXT,__text) external _glRenderMode
