00007ff840059490 (__DATA,__data) external _NDR_record
00007ff8003cdb19 (__TEXT,__text) external _coalition_info_set_name
00007ff8003cdb79 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff8003cdacc (__TEXT,__text) external _coalition_reap
00007ff8003cdaab (__TEXT,__text) external _coalition_terminate
00007ff8003c0ac0 (__TEXT,__text) external _connect
00007ff8003c0ad8 (__TEXT,__text) external _connect$NOCANCEL
00007ff8003c20bc (__TEXT,__text) external _connectx
00007ff8003c20d4 (__TEXT,__text) external _csops
00007ff8003c20ec (__TEXT,__text) external _csops_audittoken
00007ff8003cdc42 (__TEXT,__text) external _csr_check
00007ff8003cdc62 (__TEXT,__text) external _csr_get_active_config
00007ff8003c0398 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8003cde1b (__TEXT,__text) external _debug_syscall_reject
00007ff8003cdd30 (__TEXT,__text) external _debug_syscall_reject_config
00007ff840059488 (__DATA,__data) external _denap_boost_assertion_token
00007ff8003c2104 (__TEXT,__text) external _disconnectx
00007ff8003c5024 (__TEXT,__text) non-external _do_compat
00007ff8003c211c (__TEXT,__text) external _dup
00007ff8003c2134 (__TEXT,__text) external _dup2
00007ff840032f80 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840032e10 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840033180 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff840032e50 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff840032f50 (__DATA_CONST,__const) non-external _err_codes_io
00007ff8400329f0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840033150 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840033560 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff8400334d0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840033410 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840033120 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff8400333d0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff840032e70 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840032df0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840032ec0 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff840033380 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840033320 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840033090 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840032e90 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840032e88 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840032bc0 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840032fd0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff8400331c0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff8400332b0 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff8400328f0 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840032970 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff8400325d0 (__DATA_CONST,__const) non-external _err_os_sub
00007ff840032670 (__DATA_CONST,__const) non-external _err_server_sub
00007ff8003e86a0 (__TEXT,__const) non-external _err_us_sub
00007ff840059520 (__DATA,__common) external _errno
00007ff8003e4dcd (__TEXT,__text) external _etap_trace_thread
00007ff8003d2eb0 (__TEXT,__text) external _exc_server
00007ff8003d2bae (__TEXT,__text) external _exc_server_routine
00007ff8003d2593 (__TEXT,__text) external _exception_raise
00007ff8003d26ea (__TEXT,__text) external _exception_raise_state
00007ff8003d2936 (__TEXT,__text) external _exception_raise_state_identity
00007ff8003c214c (__TEXT,__text) external _exchangedata
00007ff8003ca45f (__TEXT,__text) external _execve
00007ff8003c2164 (__TEXT,__text) external _faccessat
00007ff8003c217c (__TEXT,__text) external _fchdir
00007ff8003c2194 (__TEXT,__text) external _fchflags
00007ff8003c8a47 (__TEXT,__text) external _fchmod
00007ff8003c21ac (__TEXT,__text) external _fchmodat
00007ff8003c21c4 (__TEXT,__text) external _fchown
00007ff8003c21dc (__TEXT,__text) external _fchownat
00007ff8003c21f4 (__TEXT,__text) external _fclonefileat
00007ff8003caa05 (__TEXT,__text) external _fcntl
00007ff8003ca67f (__TEXT,__text) external _fcntl$NOCANCEL
00007ff8003c220c (__TEXT,__text) external _fdatasync
00007ff8003c2224 (__TEXT,__text) external _ffsctl
00007ff8003c223c (__TEXT,__text) external _fgetattrlist
00007ff8003c2254 (__TEXT,__text) external _fgetxattr
00007ff8003c226c (__TEXT,__text) external _fhopen
00007ff8003c2284 (__TEXT,__text) external _fileport_makefd
00007ff8003c229c (__TEXT,__text) external _fileport_makeport
00007ff8003c22b4 (__TEXT,__text) external _flistxattr
00007ff8003c22cc (__TEXT,__text) external _flock
00007ff8003c22e4 (__TEXT,__text) external _fmount
00007ff8003c22fc (__TEXT,__text) external _fpathconf
00007ff8003c4d89 (__TEXT,__text) non-external _fprintf_stderr
00007ff8003c2314 (__TEXT,__text) external _freadlink
00007ff8003c232c (__TEXT,__text) external _fremovexattr
00007ff8003cdc74 (__TEXT,__text) external _fs_snapshot_create
00007ff8003cdcbe (__TEXT,__text) external _fs_snapshot_delete
00007ff8003cdc8b (__TEXT,__text) external _fs_snapshot_list
00007ff8003cdd1b (__TEXT,__text) external _fs_snapshot_mount
00007ff8003cdcd5 (__TEXT,__text) external _fs_snapshot_rename
00007ff8003cdced (__TEXT,__text) external _fs_snapshot_revert
00007ff8003cdd04 (__TEXT,__text) external _fs_snapshot_root
00007ff8003c2344 (__TEXT,__text) external _fsctl
00007ff8003c235c (__TEXT,__text) external _fsetattrlist
00007ff8003c2374 (__TEXT,__text) external _fsetxattr
00007ff8003c238c (__TEXT,__text) external _fsgetpath
00007ff8003c23a4 (__TEXT,__text) external _fsgetpath_ext
00007ff8003c23bc (__TEXT,__text) external _fstat
00007ff8003c23bc (__TEXT,__text) external _fstat64
00007ff8003c23d4 (__TEXT,__text) external _fstatat
00007ff8003c23d4 (__TEXT,__text) external _fstatat64
00007ff8003c23ec (__TEXT,__text) external _fstatfs
00007ff8003c23ec (__TEXT,__text) external _fstatfs64
00007ff8003c2404 (__TEXT,__text) external _fsync
00007ff8003c0ca8 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8003c241c (__TEXT,__text) external _ftruncate
00007ff8003c8321 (__TEXT,__text) external _futimens
00007ff8003c2434 (__TEXT,__text) external _futimes
00007ff840059498 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff8003c0cc0 (__TEXT,__text) external _getattrlist
00007ff8003c244c (__TEXT,__text) external _getattrlistat
00007ff8003c2464 (__TEXT,__text) external _getattrlistbulk
00007ff8003d1b3d (__TEXT,__text) external _getaudit
00007ff8003c247c (__TEXT,__text) external _getaudit_addr
00007ff8003c2494 (__TEXT,__text) external _getauid
00007ff8003c24ac (__TEXT,__text) external _getdirentries
00007ff8003c24c4 (__TEXT,__text) external _getdirentriesattr
00007ff8003c24dc (__TEXT,__text) external _getdtablesize
00007ff8003c24f4 (__TEXT,__text) external _getegid
00007ff8003c250c (__TEXT,__text) external _getentropy
00007ff8003c2524 (__TEXT,__text) external _geteuid
00007ff8003c253c (__TEXT,__text) external _getfh
00007ff8003c2554 (__TEXT,__text) external _getfsstat
00007ff8003c2554 (__TEXT,__text) external _getfsstat64
00007ff8003c256c (__TEXT,__text) external _getgid
00007ff8003c2584 (__TEXT,__text) external _getgroups
00007ff8003c8010 (__TEXT,__text) external _gethostuuid
00007ff8003c6602 (__TEXT,__text) external _getiopolicy_np
00007ff8003c259c (__TEXT,__text) external _getitimer
00007ff8003c0d20 (__TEXT,__text) external _getpeername
00007ff8003c25b4 (__TEXT,__text) external _getpgid
00007ff8003c25cc (__TEXT,__text) external _getpgrp
00007ff8003c0d38 (__TEXT,__text) external _getpid
00007ff8003c25e4 (__TEXT,__text) external _getppid
00007ff8003c25fc (__TEXT,__text) external _getpriority
00007ff8003cabfc (__TEXT,__text) external _getrlimit
00007ff8003c2614 (__TEXT,__text) external _getrusage
00007ff8003c0d84 (__TEXT,__text) external _getsgroups_np
00007ff8003c262c (__TEXT,__text) external _getsid
00007ff8003c0d9c (__TEXT,__text) external _getsockname
00007ff8003c2644 (__TEXT,__text) external _getsockopt
00007ff8003c265c (__TEXT,__text) external _getuid
00007ff8003c0e0c (__TEXT,__text) external _getwgroups_np
00007ff8003c2674 (__TEXT,__text) external _getxattr
00007ff8003c268c (__TEXT,__text) external _grab_pgo_data
00007ff8003c26a4 (__TEXT,__text) external _graftdmg
00007ff8003c26bc (__TEXT,__text) external _guarded_close_np
00007ff8003c26d4 (__TEXT,__text) external _guarded_kqueue_np
00007ff8003c4e49 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8003d1e6c (__TEXT,__text) external _guarded_open_np
00007ff8003c26ec (__TEXT,__text) external _guarded_pwrite_np
00007ff8003c2704 (__TEXT,__text) external _guarded_write_np
00007ff8003c271c (__TEXT,__text) external _guarded_writev_np
00007ff8003ebdc0 (__TEXT,__cstring) non-external _hex
00007ff8003c4f04 (__TEXT,__text) external _host_check_multiuser_mode
00007ff8003c4f0a (__TEXT,__text) external _host_create_mach_voucher
00007ff8003c0314 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8003d3371 (__TEXT,__text) external _host_default_memory_manager
00007ff8003d4a4e (__TEXT,__text) external _host_get_UNDServer
00007ff8003c4eed (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8003d2f1f (__TEXT,__text) external _host_get_boot_info
00007ff8003d3921 (__TEXT,__text) external _host_get_clock_control
00007ff8003d57b1 (__TEXT,__text) external _host_get_clock_service
00007ff8003d40e2 (__TEXT,__text) external _host_get_exception_ports
00007ff8003d568e (__TEXT,__text) external _host_get_io_main
00007ff8003c4f5c (__TEXT,__text) external _host_get_io_master
00007ff8003c4efe (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8003d3db4 (__TEXT,__text) external _host_get_special_port
00007ff8003d4f8c (__TEXT,__text) external _host_info
00007ff8003d5161 (__TEXT,__text) external _host_kernel_version
00007ff8003d61cc (__TEXT,__text) external _host_lockgroup_info
00007ff8003c529f (__TEXT,__text) external _host_page_size
00007ff8003d319c (__TEXT,__text) external _host_priv_statistics
00007ff8003d5540 (__TEXT,__text) external _host_processor_info
00007ff8003d482a (__TEXT,__text) external _host_processor_set_priv
00007ff8003d46f0 (__TEXT,__text) external _host_processor_sets
00007ff8003d37e7 (__TEXT,__text) external _host_processors
00007ff8003d30ad (__TEXT,__text) external _host_reboot
00007ff8003d6902 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8003d6a4c (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8003d60cf (__TEXT,__text) external _host_request_notification
00007ff8003d4cf7 (__TEXT,__text) external _host_security_create_task_token
00007ff8003d4e77 (__TEXT,__text) external _host_security_set_task_token
00007ff8003c63f9 (__TEXT,__text) external _host_self
00007ff8003c01c4 (__TEXT,__text) external _host_self_trap
00007ff8003d4954 (__TEXT,__text) external _host_set_UNDServer
00007ff8003d6b88 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff8003d3fde (__TEXT,__text) external _host_set_exception_ports
00007ff8003d6e57 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff8003d3ee1 (__TEXT,__text) external _host_set_special_port
00007ff8003d5efa (__TEXT,__text) external _host_statistics
00007ff8003d6311 (__TEXT,__text) external _host_statistics64
00007ff8003d4353 (__TEXT,__text) external _host_swap_exception_ports
00007ff8003d5a1c (__TEXT,__text) external _host_virtual_physical_table_info
00007ff8003c3304 (__TEXT,__text) external _i386_get_ldt
00007ff8003c3318 (__TEXT,__text) external _i386_set_ldt
00007ff840059470 (__DATA,__data) external _important_boost_assertion_token
00007ff840033fb0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff8003c4d0c (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff840059460 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff8003c4c8f (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff840059458 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff8003c4c12 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff840059450 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8003cac6c (__TEXT,__text) external _ioctl
00007ff8003c2734 (__TEXT,__text) external _issetugid
00007ff840059bb0 (__DATA,__bss) non-external _kAccountingThreshold
00007ff8003c274c (__TEXT,__text) external _kas_info
00007ff8003cded1 (__TEXT,__text) external _kdebug_is_enabled
00007ff8003ce073 (__TEXT,__text) external _kdebug_signpost
00007ff8003ce112 (__TEXT,__text) external _kdebug_signpost_end
00007ff8003ce07b (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8003ce106 (__TEXT,__text) external _kdebug_signpost_start
00007ff8003cdf31 (__TEXT,__text) external _kdebug_timestamp
00007ff8003cdf73 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8003cdf8d (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8003cdfa7 (__TEXT,__text) external _kdebug_trace
00007ff8003cdffe (__TEXT,__text) external _kdebug_trace_string
00007ff8003cde69 (__TEXT,__text) external _kdebug_typefilter
00007ff840059bd8 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff8003cdf1e (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8003c2764 (__TEXT,__text) external _kevent
00007ff8003c277c (__TEXT,__text) external _kevent64
00007ff8003c2794 (__TEXT,__text) external _kevent_id
00007ff8003c27ac (__TEXT,__text) external _kevent_qos
00007ff8003d4b71 (__TEXT,__text) external _kext_request
00007ff8003cda8d (__TEXT,__text) external _kill
00007ff8003d3c60 (__TEXT,__text) external _kmod_control
00007ff8003d3a52 (__TEXT,__text) external _kmod_create
00007ff8003d3b71 (__TEXT,__text) external _kmod_destroy
00007ff8003d58e2 (__TEXT,__text) external _kmod_get_info
00007ff8003d1c01 (__TEXT,__text) external _kpersona_alloc
00007ff8003d1c5d (__TEXT,__text) external _kpersona_dealloc
00007ff8003d1d4c (__TEXT,__text) external _kpersona_find
00007ff8003d1de7 (__TEXT,__text) external _kpersona_find_by_type
00007ff8003d1c8d (__TEXT,__text) external _kpersona_get
00007ff8003d1cba (__TEXT,__text) external _kpersona_getpath
00007ff8003d1cea (__TEXT,__text) external _kpersona_info
00007ff8003d1c2f (__TEXT,__text) external _kpersona_palloc
00007ff8003d1d1b (__TEXT,__text) external _kpersona_pidinfo
00007ff8003c27c4 (__TEXT,__text) external _kqueue
00007ff8003c0f44 (__TEXT,__text) external _lchown
00007ff8003c27dc (__TEXT,__text) external _ledger
00007ff8003c27f4 (__TEXT,__text) external _link
00007ff8003c280c (__TEXT,__text) external _linkat
00007ff8003c2824 (__TEXT,__text) external _lio_listio
00007ff8003c0f5c (__TEXT,__text) external _listen
00007ff8003c283c (__TEXT,__text) external _listxattr
00007ff8003df8cf (__TEXT,__text) external _lock_set_create
00007ff8003df9fc (__TEXT,__text) external _lock_set_destroy
00007ff8003c8a42 (__TEXT,__text) external _log_data_as_kernel
00007ff8003c0f8c (__TEXT,__text) external _lseek
00007ff8003c2854 (__TEXT,__text) external _lstat
00007ff8003c2854 (__TEXT,__text) external _lstat64
00007ff8003c00a0 (__TEXT,__text) external _mach_absolute_time
00007ff8003c7ff8 (__TEXT,__text) external _mach_approximate_time
00007ff8003c8080 (__TEXT,__text) external _mach_boottime_usec
00007ff8003c4b97 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8003c4b72 (__TEXT,__text) external _mach_continuous_time
00007ff8003c5214 (__TEXT,__text) external _mach_error
00007ff8400594e8 (__DATA,__common) external _mach_error_full_diag
00007ff8003c51fd (__TEXT,__text) external _mach_error_string
00007ff8003c50ab (__TEXT,__text) non-external _mach_error_string_int
00007ff8003c4f61 (__TEXT,__text) external _mach_error_type
00007ff8003e792c (__TEXT,__text) external _mach_eventlink_associate
00007ff8003e76f2 (__TEXT,__text) external _mach_eventlink_create
00007ff8003e7848 (__TEXT,__text) external _mach_eventlink_destroy
00007ff8003e7a3c (__TEXT,__text) external _mach_eventlink_disassociate
00007ff8003c82aa (__TEXT,__text) external _mach_eventlink_signal
00007ff8003c82ed (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff8003c82b9 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8003c0260 (__TEXT,__text) external _mach_generate_activity_id
00007ff8003ca878 (__TEXT,__text) external _mach_get_times
00007ff8003c67df (__TEXT,__text) external _mach_host_self
00007ff8003c376b (__TEXT,__text) external _mach_host_special_port_description
00007ff840032440 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff8003c37ad (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400592d0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff8003c52ac (__TEXT,__text) external _mach_init
00007ff840059ba0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff8003c52c9 (__TEXT,__text) non-external _mach_init_doit
00007ff8003dbb5a (__TEXT,__text) external _mach_make_memory_entry
00007ff8003e6d46 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff8003e74b4 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff8003e75f2 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff8003e7391 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8003d6c77 (__TEXT,__text) external _mach_memory_info
00007ff8003d5400 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8003d5dba (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8003c54ae (__TEXT,__text) external _mach_msg
00007ff8003c5383 (__TEXT,__text) external _mach_msg2_internal
00007ff8003c0290 (__TEXT,__text) external _mach_msg2_trap
00007ff8003c5779 (__TEXT,__text) external _mach_msg_destroy
00007ff8003c58d0 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff8003c54c7 (__TEXT,__text) external _mach_msg_overwrite
00007ff8003c01dc (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff8003c5fc9 (__TEXT,__text) external _mach_msg_priority_encode
00007ff8003c5fbf (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff8003c6003 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff8003c6012 (__TEXT,__text) external _mach_msg_priority_qos
00007ff8003c6021 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8003c5751 (__TEXT,__text) external _mach_msg_receive
00007ff8003c572a (__TEXT,__text) external _mach_msg_send
00007ff8003c5c56 (__TEXT,__text) external _mach_msg_server
00007ff8003c5c12 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff8003c5fad (__TEXT,__text) external _mach_msg_server_importance
00007ff8003c5994 (__TEXT,__text) external _mach_msg_server_once
00007ff8003c01d0 (__TEXT,__text) external _mach_msg_trap
00007ff8003dc69c (__TEXT,__text) external _mach_notify_dead_name
00007ff8003dc5f0 (__TEXT,__text) external _mach_notify_no_senders
00007ff8003dc52f (__TEXT,__text) external _mach_notify_port_deleted
00007ff8003dc590 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff8003dc651 (__TEXT,__text) external _mach_notify_send_once
00007ff8003d0f20 (__TEXT,__text) external _mach_port_allocate
00007ff8003d1150 (__TEXT,__text) external _mach_port_allocate_full
00007ff8003d0f1b (__TEXT,__text) external _mach_port_allocate_name
00007ff8003d114b (__TEXT,__text) external _mach_port_allocate_qos
00007ff8003d1553 (__TEXT,__text) external _mach_port_assert_attributes
00007ff8003d1436 (__TEXT,__text) external _mach_port_construct
00007ff8003d0f65 (__TEXT,__text) external _mach_port_deallocate
00007ff8003d0f60 (__TEXT,__text) external _mach_port_destroy
00007ff8003d11e2 (__TEXT,__text) external _mach_port_destruct
00007ff8003d1349 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8003d13bc (__TEXT,__text) external _mach_port_extract_member
00007ff8003d10d5 (__TEXT,__text) external _mach_port_extract_right
00007ff8003d10df (__TEXT,__text) external _mach_port_get_attributes
00007ff8003d13fc (__TEXT,__text) external _mach_port_get_context
00007ff8003d0f90 (__TEXT,__text) external _mach_port_get_refs
00007ff8003d154e (__TEXT,__text) external _mach_port_get_service_port_info
00007ff8003d0fe2 (__TEXT,__text) external _mach_port_get_set_status
00007ff8003d115a (__TEXT,__text) external _mach_port_get_srights
00007ff8003d1479 (__TEXT,__text) external _mach_port_guard
00007ff8003d153f (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8003d137c (__TEXT,__text) external _mach_port_insert_member
00007ff8003d1092 (__TEXT,__text) external _mach_port_insert_right
00007ff8003d1549 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8003d134e (__TEXT,__text) external _mach_port_kernel_object
00007ff8003d142c (__TEXT,__text) external _mach_port_kobject
00007ff8003d1431 (__TEXT,__text) external _mach_port_kobject_description
00007ff8003d0f95 (__TEXT,__text) external _mach_port_mod_refs
00007ff8003d0fe7 (__TEXT,__text) external _mach_port_move_member
00007ff8003d0ed1 (__TEXT,__text) external _mach_port_names
00007ff8003d0fd8 (__TEXT,__text) external _mach_port_peek
00007ff8003d0f16 (__TEXT,__text) external _mach_port_rename
00007ff8003d1027 (__TEXT,__text) external _mach_port_request_notification
00007ff8003d1146 (__TEXT,__text) external _mach_port_set_attributes
00007ff8003d1427 (__TEXT,__text) external _mach_port_set_context
00007ff8003d0fdd (__TEXT,__text) external _mach_port_set_mscount
00007ff8003d10da (__TEXT,__text) external _mach_port_set_seqno
00007ff8003d1164 (__TEXT,__text) external _mach_port_space_basic_info
00007ff8003d115f (__TEXT,__text) external _mach_port_space_info
00007ff8003d1544 (__TEXT,__text) external _mach_port_swap_guard
00007ff8003d0ed6 (__TEXT,__text) external _mach_port_type
00007ff8003d14bc (__TEXT,__text) external _mach_port_unguard
00007ff8003de767 (__TEXT,__text) external _mach_ports_lookup
00007ff8003de66d (__TEXT,__text) external _mach_ports_register
00007ff8003c01a0 (__TEXT,__text) external _mach_reply_port
00007ff8003c6859 (__TEXT,__text) external _mach_right_recv_construct
00007ff8003c68f8 (__TEXT,__text) external _mach_right_recv_destruct
00007ff8003c6959 (__TEXT,__text) external _mach_right_send_create
00007ff8003c6aae (__TEXT,__text) external _mach_right_send_once_consume
00007ff8003c6a60 (__TEXT,__text) external _mach_right_send_once_create
00007ff8003c69e7 (__TEXT,__text) external _mach_right_send_release
00007ff8003c699b (__TEXT,__text) external _mach_right_send_retain
00007ff8003d1268 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff8003d12f5 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff8003c808e (__TEXT,__text) external _mach_task_is_self
00007ff8003c67e4 (__TEXT,__text) external _mach_task_self
00007ff840059b88 (__DATA,__common) external _mach_task_self_
00007ff8003c3781 (__TEXT,__text) external _mach_task_special_port_description
00007ff840032550 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8003c3847 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400593d0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff8003c67e9 (__TEXT,__text) external _mach_thread_self
00007ff8003c3797 (__TEXT,__text) external _mach_thread_special_port_description
00007ff8400325b0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff8003c3858 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff840059430 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8003cde22 (__TEXT,__text) external _mach_timebase_info
00007ff840059bcc (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff8003c0344 (__TEXT,__text) external _mach_timebase_info_trap
00007ff8003d1558 (__TEXT,__text) external _mach_vm_allocate
00007ff8003db125 (__TEXT,__text) external _mach_vm_behavior_set
00007ff8003dae2f (__TEXT,__text) external _mach_vm_copy
00007ff8003d15d9 (__TEXT,__text) external _mach_vm_deallocate
00007ff8003dc26a (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff8003dc357 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff8003dc443 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff8003da9a0 (__TEXT,__text) external _mach_vm_inherit
00007ff8003db385 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8003d16d3 (__TEXT,__text) external _mach_vm_map
00007ff8003db039 (__TEXT,__text) external _mach_vm_msync
00007ff8003dbdc8 (__TEXT,__text) external _mach_vm_page_info
00007ff8003db60c (__TEXT,__text) external _mach_vm_page_query
00007ff8003dbfb1 (__TEXT,__text) external _mach_vm_page_range_query
00007ff8003d1642 (__TEXT,__text) external _mach_vm_protect
00007ff8003d1af5 (__TEXT,__text) external _mach_vm_purgable_control
00007ff8003d18cd (__TEXT,__text) external _mach_vm_read
00007ff8003dabca (__TEXT,__text) external _mach_vm_read_list
00007ff8003daf1c (__TEXT,__text) external _mach_vm_read_overwrite
00007ff8003c6dce (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff8003c6bdb (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff8003c6ceb (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff8003c6b2f (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff8003c6de2 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff8003c6dbd (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff8003db95a (__TEXT,__text) external _mach_vm_region
00007ff8003db73f (__TEXT,__text) external _mach_vm_region_recurse
00007ff8003d17b7 (__TEXT,__text) external _mach_vm_remap
00007ff8003d1842 (__TEXT,__text) external _mach_vm_remap_new
00007ff8003d45ea (__TEXT,__text) external _mach_vm_wire
00007ff8003dad31 (__TEXT,__text) external _mach_vm_write
00007ff8003e8088 (__TEXT,__text) external _mach_voucher_attr_command
00007ff8003c5fb2 (__TEXT,__text) external _mach_voucher_deallocate
00007ff8003e82c6 (__TEXT,__text) external _mach_voucher_debug_info
00007ff8003e7ec7 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff8003e7b2b (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8003d14fc (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8003c0320 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8003c0350 (__TEXT,__text) external _mach_wait_until
00007ff8003d6671 (__TEXT,__text) external _mach_zone_force_gc
00007ff8003d73b9 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8003d7272 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff8003d64eb (__TEXT,__text) external _mach_zone_info
00007ff8003d70a7 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8003d6f46 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8003c02d8 (__TEXT,__text) external _macx_backing_store_recovery
00007ff8003c02cc (__TEXT,__text) external _macx_backing_store_suspend
00007ff8003c02a8 (__TEXT,__text) external _macx_swapoff
00007ff8003c029c (__TEXT,__text) external _macx_swapon
00007ff8003c02c0 (__TEXT,__text) external _macx_triggers
00007ff8003c286c (__TEXT,__text) external _madvise
00007ff840059ba8 (__DATA,__bss) non-external _master_host_port
00007ff8003c3344 (__TEXT,__text) non-external _memcpy
00007ff8003c2884 (__TEXT,__text) external _memorystatus_control
00007ff8003c289c (__TEXT,__text) external _memorystatus_get_level
00007ff8003c3352 (__TEXT,__text) non-external _memset
00007ff8003c603e (__TEXT,__text) external _mig_allocate
