00007ff80a740c5c (__TEXT,__text) non-external _CCGCMSymmInit
00007ff80a73e3d7 (__TEXT,__text) external _tls_handshake_get_peer_npn_data
00007ff80a743f33 (__TEXT,__text) external _tls_handshake_get_peer_ocsp_enabled
00007ff80a743f4c (__TEXT,__text) external _tls_handshake_get_peer_ocsp_request_extensions
00007ff80a743f3f (__TEXT,__text) external _tls_handshake_get_peer_ocsp_responder_id_list
00007ff80a73f6ca (__TEXT,__text) external _tls_handshake_get_peer_ocsp_response
00007ff80a743f26 (__TEXT,__text) external _tls_handshake_get_peer_psk_identity
00007ff80a743f1e (__TEXT,__text) external _tls_handshake_get_peer_psk_identity_hint
00007ff80a743ee7 (__TEXT,__text) external _tls_handshake_get_peer_requested_ciphersuites
00007ff80a743f72 (__TEXT,__text) external _tls_handshake_get_peer_requested_ecdh_curves
00007ff80a743f66 (__TEXT,__text) external _tls_handshake_get_peer_sct_enabled
00007ff80a73f6bd (__TEXT,__text) external _tls_handshake_get_peer_sct_list
00007ff80a73e3f1 (__TEXT,__text) external _tls_handshake_get_peer_signature_algorithms
00007ff80a743c27 (__TEXT,__text) external _tls_handshake_get_server_identity_change
00007ff80a743e62 (__TEXT,__text) external _tls_handshake_get_server_random
00007ff80a743eb4 (__TEXT,__text) external _tls_handshake_get_session_match
00007ff80a743e89 (__TEXT,__text) external _tls_handshake_get_session_proposed
00007ff80a74407e (__TEXT,__text) external _tls_handshake_get_session_warning
00007ff80a743eda (__TEXT,__text) external _tls_handshake_get_sni_hostname
00007ff80a743ff0 (__TEXT,__text) external _tls_handshake_internal_client_random
00007ff80a743f87 (__TEXT,__text) external _tls_handshake_internal_master_secret
00007ff80a740060 (__TEXT,__text) external _tls_handshake_internal_prf
00007ff80a743fc1 (__TEXT,__text) external _tls_handshake_internal_server_random
00007ff80a74401f (__TEXT,__text) external _tls_handshake_internal_set_master_secret_function
00007ff80a744035 (__TEXT,__text) external _tls_handshake_internal_set_session_ticket
00007ff80a739667 (__TEXT,__text) external _tls_handshake_negotiate
00007ff80a73d039 (__TEXT,__text) external _tls_handshake_process
00007ff80a743d9a (__TEXT,__text) external _tls_handshake_request_renegotiation
00007ff80a743df0 (__TEXT,__text) external _tls_handshake_retransmit_timer_expired
00007ff80a743dfa (__TEXT,__text) external _tls_handshake_send_alert
00007ff80a743ad7 (__TEXT,__text) external _tls_handshake_set_acceptable_client_auth_type
00007ff80a743ab6 (__TEXT,__text) external _tls_handshake_set_acceptable_dn_list
00007ff80a743bdc (__TEXT,__text) external _tls_handshake_set_alpn_data
00007ff80a739342 (__TEXT,__text) external _tls_handshake_set_callbacks
00007ff80a743896 (__TEXT,__text) external _tls_handshake_set_ciphersuites
00007ff80a738d75 (__TEXT,__text) non-external _tls_handshake_set_ciphersuites_internal
00007ff80a7438e2 (__TEXT,__text) external _tls_handshake_set_client_auth
00007ff80a743aa8 (__TEXT,__text) external _tls_handshake_set_client_auth_type
00007ff80a738cdc (__TEXT,__text) external _tls_handshake_set_config
00007ff80a739133 (__TEXT,__text) external _tls_handshake_set_curves
00007ff80a74390b (__TEXT,__text) external _tls_handshake_set_dh_parameters
00007ff80a743887 (__TEXT,__text) external _tls_handshake_set_ems_enable
00007ff80a743a2f (__TEXT,__text) external _tls_handshake_set_encrypt_rsa_public_key
00007ff80a743c37 (__TEXT,__text) external _tls_handshake_set_fallback
00007ff80a743b72 (__TEXT,__text) external _tls_handshake_set_false_start
00007ff80a743988 (__TEXT,__text) external _tls_handshake_set_identity
00007ff80a739516 (__TEXT,__text) external _tls_handshake_set_max_protocol_version
00007ff80a739544 (__TEXT,__text) external _tls_handshake_set_min_dh_group_size
00007ff80a7394f5 (__TEXT,__text) external _tls_handshake_set_min_protocol_version
00007ff80a7438f1 (__TEXT,__text) external _tls_handshake_set_mtu
00007ff80a743ba0 (__TEXT,__text) external _tls_handshake_set_npn_data
00007ff80a743b91 (__TEXT,__text) external _tls_handshake_set_npn_enable
00007ff80a739381 (__TEXT,__text) external _tls_handshake_set_ocsp_enable
00007ff80a743c85 (__TEXT,__text) external _tls_handshake_set_ocsp_request_extensions
00007ff80a743c56 (__TEXT,__text) external _tls_handshake_set_ocsp_responder_id_list
00007ff80a743cc1 (__TEXT,__text) external _tls_handshake_set_ocsp_response
00007ff80a743b3b (__TEXT,__text) external _tls_handshake_set_peer_ec_public_key
00007ff80a739567 (__TEXT,__text) external _tls_handshake_set_peer_hostname
00007ff80a73eb20 (__TEXT,__text) external _tls_handshake_set_peer_rsa_public_key
00007ff80a73f6e4 (__TEXT,__text) external _tls_handshake_set_peer_trust
00007ff80a743a69 (__TEXT,__text) external _tls_handshake_set_psk_identity
00007ff80a743a83 (__TEXT,__text) external _tls_handshake_set_psk_identity_hint
00007ff80a743a8e (__TEXT,__text) external _tls_handshake_set_psk_secret
00007ff80a7438d3 (__TEXT,__text) external _tls_handshake_set_renegotiation
00007ff80a739658 (__TEXT,__text) external _tls_handshake_set_resumption
00007ff80a739372 (__TEXT,__text) external _tls_handshake_set_sct_enable
00007ff80a743cec (__TEXT,__text) external _tls_handshake_set_sct_list
00007ff80a743c18 (__TEXT,__text) external _tls_handshake_set_server_identity_change
00007ff80a7438c4 (__TEXT,__text) external _tls_handshake_set_session_ticket_enabled
00007ff80a74408a (__TEXT,__text) external _tls_handshake_set_session_warning
00007ff80a7391f6 (__TEXT,__text) external _tls_handshake_set_sigalgs
00007ff80a743d37 (__TEXT,__text) external _tls_handshake_set_user_agent
00007ff80a7392ba (__TEXT,__text) non-external (was a private external) _tls_handshake_sigalg_is_supported
00007ff80a741795 (__TEXT,__text) non-external (was a private external) _tls_metric_client_finished
00007ff80a74258f (__TEXT,__text) non-external (was a private external) _tls_metric_destroyed
00007ff80a743090 (__TEXT,__text) non-external _tls_metric_event_add_string
00007ff80a74321e (__TEXT,__text) non-external _tls_metric_event_done
00007ff80a742de1 (__TEXT,__text) non-external _tls_metric_event_new
00007ff80a745c71 (__TEXT,__text) non-external (was a private external) _tls_metric_insecure_dh_param
00007ff80a74a7fc (__TEXT,__text) non-external _tls_metric_insecure_dh_param.cold.1
00007ff80a7437ab (__TEXT,__text) external _tls_private_key_create
00007ff80a74385d (__TEXT,__text) external _tls_private_key_destroy
00007ff80a74380b (__TEXT,__text) external _tls_private_key_ecdsa_create
00007ff80a743854 (__TEXT,__text) external _tls_private_key_get_context
00007ff80a74376d (__TEXT,__text) external _tls_private_key_rsa_create
00007ff80a7414bb (__TEXT,__text) external _tls_record_advance_read_cipher
00007ff80a740feb (__TEXT,__text) external _tls_record_advance_write_cipher
00007ff80a739393 (__TEXT,__text) external _tls_record_create
00007ff80a73cad8 (__TEXT,__text) external _tls_record_decrypt
00007ff80a73ca70 (__TEXT,__text) external _tls_record_decrypted_size
00007ff80a742653 (__TEXT,__text) external _tls_record_destroy
00007ff80a73c54e (__TEXT,__text) external _tls_record_encrypt
00007ff80a73c42c (__TEXT,__text) external _tls_record_encrypted_size
00007ff80a73c4e1 (__TEXT,__text) non-external _tls_record_encrypted_size_1
00007ff80a73c9da (__TEXT,__text) external _tls_record_get_header_size
00007ff80a740a4f (__TEXT,__text) external _tls_record_init_pending_ciphers
00007ff80a73c9f0 (__TEXT,__text) external _tls_record_parse_header
00007ff80a7433fe (__TEXT,__text) external _tls_record_parse_ssl2_header
00007ff80a74330e (__TEXT,__text) external _tls_record_rollback_write_cipher
00007ff80a73ba9d (__TEXT,__text) external _tls_record_set_protocol_version
00007ff80a740fdc (__TEXT,__text) external _tls_record_set_record_splitting
00007ff80a74344d (__TEXT,__text) external _tls_stream_parser_create
00007ff80a7435be (__TEXT,__text) external _tls_stream_parser_destroy
00007ff80a74347b (__TEXT,__text) external _tls_stream_parser_parse
00007ff8422a3010 (__DATA,__const) non-external _top_bundles
                 (undefined) external _vasprintf (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_create_from_plist (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
