00007ffa0e5131cc (__TEXT,__text) non-external +[Cube initialize]
00007ffa0e4e2faf (__TEXT,__text) non-external -[MREffectPortfolio hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa0e4dadf6 (__TEXT,__text) non-external -[MREffectPortfolio initWithEffectID:]
00007ffa0e4e319f (__TEXT,__text) non-external -[MREffectPortfolio interestingTimeForElement:]
00007ffa0e4e30d9 (__TEXT,__text) non-external -[MREffectPortfolio interestingTimeForTime:]
00007ffa0e4db4aa (__TEXT,__text) non-external -[MREffectPortfolio isLoadedForTime:]
00007ffa0e4db6f1 (__TEXT,__text) non-external -[MREffectPortfolio prerenderForTime:inContext:withArguments:]
00007ffa0e4ddc41 (__TEXT,__text) non-external -[MREffectPortfolio renderAtTime:inContext:withArguments:]
00007ffa0e4db260 (__TEXT,__text) non-external -[MREffectPortfolio setPixelSize:]
00007ffa0e4e4419 (__TEXT,__text) non-external -[MREffectPortfolio(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e4e470b (__TEXT,__text) non-external -[MREffectPortfolio(MRLoadable) _unload]
00007ffa0e3b0b94 (__TEXT,__text) non-external -[MREffectReflections _applySizeScripts:]
00007ffa0e3b039d (__TEXT,__text) non-external -[MREffectReflections _cleanup]
00007ffa0e3b1c4c (__TEXT,__text) non-external -[MREffectReflections _tXForTime:layout:]
00007ffa0e3b1d48 (__TEXT,__text) non-external -[MREffectReflections _yOffsetForTime:layout:size:position:aspectRatio:]
00007ffa0e3b1ab6 (__TEXT,__text) non-external -[MREffectReflections _yRotationForTime:layout:]
00007ffa0e3b37d9 (__TEXT,__text) non-external -[MREffectReflections beginMorphingToAspectRatio:withDuration:]
00007ffa0e3b2743 (__TEXT,__text) non-external -[MREffectReflections elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3b383d (__TEXT,__text) non-external -[MREffectReflections endMorphing]
00007ffa0e3b3897 (__TEXT,__text) non-external -[MREffectReflections getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa0e3b2967 (__TEXT,__text) non-external -[MREffectReflections getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3b0174 (__TEXT,__text) non-external -[MREffectReflections initWithEffectID:]
00007ffa0e3b05cc (__TEXT,__text) non-external -[MREffectReflections isLoadedForTime:]
00007ffa0e3b0632 (__TEXT,__text) non-external -[MREffectReflections prerenderForTime:inContext:withArguments:]
00007ffa0e3b0f2c (__TEXT,__text) non-external -[MREffectReflections renderAtTime:inContext:withArguments:]
00007ffa0e3b1ea1 (__TEXT,__text) non-external -[MREffectReflections renderKey:size:position:yRot:tX:time:inContext:withArguments:flipped:shadow:]
00007ffa0e3b29b5 (__TEXT,__text) non-external -[MREffectReflections renderStuffAtTime:alpha:inContext:withArguments:]
00007ffa0e3b0537 (__TEXT,__text) non-external -[MREffectReflections setAttributes:]
00007ffa0e3b0461 (__TEXT,__text) non-external -[MREffectReflections setPixelSize:]
00007ffa0e3b38d5 (__TEXT,__text) non-external -[MREffectReflections(MRLoadable) _unload]
00007ffa0e3b3c5a (__TEXT,__text) non-external -[MREffectReflectionsBackground _cleanup]
00007ffa0e3b4160 (__TEXT,__text) non-external -[MREffectReflectionsBackground beginMorphingToAspectRatio:withDuration:]
00007ffa0e3b417d (__TEXT,__text) non-external -[MREffectReflectionsBackground endMorphing]
00007ffa0e3b3b66 (__TEXT,__text) non-external -[MREffectReflectionsBackground initWithEffectID:]
00007ffa0e3b3cf0 (__TEXT,__text) non-external -[MREffectReflectionsBackground isLoadedForTime:]
00007ffa0e3b3d0d (__TEXT,__text) non-external -[MREffectReflectionsBackground prerenderForTime:inContext:withArguments:]
00007ffa0e3b4031 (__TEXT,__text) non-external -[MREffectReflectionsBackground renderAtTime:inContext:withArguments:]
00007ffa0e3b3d7c (__TEXT,__text) non-external -[MREffectReflectionsBackground setAttributes:]
00007ffa0e3b3c93 (__TEXT,__text) non-external -[MREffectReflectionsBackground setPixelSize:]
00007ffa0e3b419a (__TEXT,__text) non-external -[MREffectReflectionsBackground(MRLoadable) _unload]
00007ffa0e3b4261 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle _cleanup]
00007ffa0e3b482d (__TEXT,__text) non-external -[MREffectReflectionsSubtitle _loadForTime:inContext:withArguments:]
00007ffa0e3b42f8 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle _maxLinesForTextElement:]
00007ffa0e3b42dd (__TEXT,__text) non-external -[MREffectReflectionsSubtitle _maxSizeForTextElement:]
00007ffa0e3b4303 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3b4333 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3b420a (__TEXT,__text) non-external -[MREffectReflectionsSubtitle initWithEffectID:]
00007ffa0e3b4396 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle isLoadedForTime:]
00007ffa0e3b4418 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle renderAtTime:inContext:withArguments:]
00007ffa0e3b50f8 (__TEXT,__text) non-external -[MREffectReflectionsTitle _applySizeScripts:]
00007ffa0e3b4dd2 (__TEXT,__text) non-external -[MREffectReflectionsTitle _cleanup]
00007ffa0e3b76e6 (__TEXT,__text) non-external -[MREffectReflectionsTitle _loadForTime:inContext:withArguments:]
00007ffa0e3b53fa (__TEXT,__text) non-external -[MREffectReflectionsTitle _maxLinesForTextElement:]
00007ffa0e3b53df (__TEXT,__text) non-external -[MREffectReflectionsTitle _maxSizeForTextElement:]
00007ffa0e3b7d4b (__TEXT,__text) non-external -[MREffectReflectionsTitle _unload]
00007ffa0e3b7b2d (__TEXT,__text) non-external -[MREffectReflectionsTitle cacheRenderedWords]
00007ffa0e3b7474 (__TEXT,__text) non-external -[MREffectReflectionsTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3b7698 (__TEXT,__text) non-external -[MREffectReflectionsTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3b4b0c (__TEXT,__text) non-external -[MREffectReflectionsTitle initWithEffectID:]
00007ffa0e3b5405 (__TEXT,__text) non-external -[MREffectReflectionsTitle isLoadedForTime:]
00007ffa0e3b52d1 (__TEXT,__text) non-external -[MREffectReflectionsTitle prerenderForTime:inContext:withArguments:]
00007ffa0e3b6449 (__TEXT,__text) non-external -[MREffectReflectionsTitle render1SlideAtTime:inContext:withArguments:scale:tilt:phaseOutType:direction:]
00007ffa0e3b54ee (__TEXT,__text) non-external -[MREffectReflectionsTitle renderAtTime:inContext:withArguments:]
00007ffa0e3b6a80 (__TEXT,__text) non-external -[MREffectReflectionsTitle renderKey:size:position:yRot:tX:time:inContext:withArguments:light:shadow:]
00007ffa0e3b5b94 (__TEXT,__text) non-external -[MREffectReflectionsTitle renderTextAtTime:inContext:withArguments:scale:]
00007ffa0e3b523c (__TEXT,__text) non-external -[MREffectReflectionsTitle setAttributes:]
00007ffa0e3b503b (__TEXT,__text) non-external -[MREffectReflectionsTitle setPixelSize:]
00007ffa0e505c06 (__TEXT,__text) non-external -[MREffectScrapbook _cleanup]
00007ffa0e50aebc (__TEXT,__text) non-external -[MREffectScrapbook _drawBlendedFrame:info:index:rect:zIndex:zRotation:subtract:time:inContext:withArguments:]
00007ffa0e50c0cb (__TEXT,__text) non-external -[MREffectScrapbook _drawBreakFrame:index:rect:rotation:forcedAspectRatio:layout:offset:time:inContext:withArguments:]
00007ffa0e50e1c5 (__TEXT,__text) non-external -[MREffectScrapbook _drawBreakFrameInRect:frameWidth:time:inContext:withArguments:]
00007ffa0e50b874 (__TEXT,__text) non-external -[MREffectScrapbook _drawBreakTwoPartFrame:index:rect:rotation:forcedAspectRatio:time:inContext:withArguments:]
00007ffa0e50a462 (__TEXT,__text) non-external -[MREffectScrapbook _drawFrame:info:index:rect:zIndex:zRotation:subtract:time:inContext:withArguments:]
00007ffa0e509512 (__TEXT,__text) non-external -[MREffectScrapbook _drawFrame:info:rect:stretch:zIndex:zRotation:subtract:key:time:inContext:withArguments:]
00007ffa0e50c8e6 (__TEXT,__text) non-external -[MREffectScrapbook _drawLandscapePanoBackgroundInRect:paperType:subtract:inTime:inContext:withArguments:]
00007ffa0e509d4b (__TEXT,__text) non-external -[MREffectScrapbook _drawMask:index:rect:zIndex:zRotation:subtract:time:inContext:withArguments:]
00007ffa0e50d4f5 (__TEXT,__text) non-external -[MREffectScrapbook _drawPortraitPanoBackgroundInRect:flippedRect:paperType:subtract:inTime:inContext:withArguments:]
00007ffa0e509255 (__TEXT,__text) non-external -[MREffectScrapbook _drawTextWithInfo:rect:zIndex:zRotation:time:inContext:withArguments:]
00007ffa0e508e4d (__TEXT,__text) non-external -[MREffectScrapbook elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e5091a2 (__TEXT,__text) non-external -[MREffectScrapbook getCurrentCenter:scale:rotation:isMain:forElement:]
00007ffa0e50edda (__TEXT,__text) non-external -[MREffectScrapbook getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa0e50910a (__TEXT,__text) non-external -[MREffectScrapbook getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e50e77b (__TEXT,__text) non-external -[MREffectScrapbook hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa0e505b7a (__TEXT,__text) non-external -[MREffectScrapbook initWithEffectID:]
00007ffa0e50ec48 (__TEXT,__text) non-external -[MREffectScrapbook interestingTimeForElement:]
00007ffa0e50ea5e (__TEXT,__text) non-external -[MREffectScrapbook interestingTimeForTime:]
00007ffa0e5060e8 (__TEXT,__text) non-external -[MREffectScrapbook isAlphaFriendly]
00007ffa0e505de1 (__TEXT,__text) non-external -[MREffectScrapbook isLoadedForTime:]
00007ffa0e5060f0 (__TEXT,__text) non-external -[MREffectScrapbook isOpaque]
00007ffa0e50629a (__TEXT,__text) non-external -[MREffectScrapbook prerenderForTime:inContext:withArguments:]
00007ffa0e507a75 (__TEXT,__text) non-external -[MREffectScrapbook renderAtTime:inContext:withArguments:]
00007ffa0e505f2b (__TEXT,__text) non-external -[MREffectScrapbook setPixelSize:]
00007ffa0e50f083 (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e50f526 (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _maxLinesForTextElement:]
00007ffa0e50f4fb (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _maxSizeForTextElement:]
00007ffa0e50f531 (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _unload]
00007ffa0e3c2fe1 (__TEXT,__text) non-external -[MREffectScrapbookTitle _cleanup]
00007ffa0e3c30fe (__TEXT,__text) non-external -[MREffectScrapbookTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3c3446 (__TEXT,__text) non-external -[MREffectScrapbookTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3c2491 (__TEXT,__text) non-external -[MREffectScrapbookTitle initWithEffectID:]
00007ffa0e3c3612 (__TEXT,__text) non-external -[MREffectScrapbookTitle isAlphaFriendly]
00007ffa0e3c3588 (__TEXT,__text) non-external -[MREffectScrapbookTitle isLoadedForTime:]
00007ffa0e3c360a (__TEXT,__text) non-external -[MREffectScrapbookTitle isOpaque]
00007ffa0e3c361a (__TEXT,__text) non-external -[MREffectScrapbookTitle prerenderForTime:inContext:withArguments:]
00007ffa0e3c36a3 (__TEXT,__text) non-external -[MREffectScrapbookTitle renderAtTime:inContext:withArguments:]
00007ffa0e3c304d (__TEXT,__text) non-external -[MREffectScrapbookTitle setPixelSize:]
00007ffa0e3c4dd3 (__TEXT,__text) non-external -[MREffectScrapbookTitle(Effects) renderEffectTitle2AtTime:inContext:withArguments:]
00007ffa0e3c3b89 (__TEXT,__text) non-external -[MREffectScrapbookTitle(Effects) renderEffectTitleAtTime:inContext:withArguments:]
00007ffa0e3c378d (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e3c3ac0 (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _maxLinesForTextElement:]
00007ffa0e3c3a5e (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _maxSizeForTextElement:]
00007ffa0e3c3acb (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _unload]
00007ffa0e3b9d1f (__TEXT,__text) non-external -[MREffectScrapbook_Old _cleanup]
00007ffa0e3ba200 (__TEXT,__text) non-external -[MREffectScrapbook_Old elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3ba4a9 (__TEXT,__text) non-external -[MREffectScrapbook_Old getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3b8017 (__TEXT,__text) non-external -[MREffectScrapbook_Old initWithEffectID:]
00007ffa0e3b9e5e (__TEXT,__text) non-external -[MREffectScrapbook_Old isAlphaFriendly]
00007ffa0e3b9e56 (__TEXT,__text) non-external -[MREffectScrapbook_Old isOpaque]
00007ffa0e3b9e66 (__TEXT,__text) non-external -[MREffectScrapbook_Old prerenderForTime:inContext:withArguments:]
00007ffa0e3b9eef (__TEXT,__text) non-external -[MREffectScrapbook_Old renderAtTime:inContext:withArguments:]
00007ffa0e3b9da5 (__TEXT,__text) non-external -[MREffectScrapbook_Old setPixelSize:]
00007ffa0e3c15ac (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect10AtTime:inContext:withArguments:]
00007ffa0e3ba586 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect1AtTime:inContext:withArguments:]
00007ffa0e3bb227 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect2AtTime:movieVersion:inContext:withArguments:]
00007ffa0e3bbf94 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect3AtTime:movieVersion:inContext:withArguments:]
00007ffa0e3bd088 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect4AtTime:movieVersion:inContext:withArguments:]
00007ffa0e3be17b (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect5AtTime:movieVersion:inContext:withArguments:]
00007ffa0e3bf023 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect6AtTime:movieVersion:inContext:withArguments:]
00007ffa0e3bfad8 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect7AtTime:inContext:withArguments:]
00007ffa0e3c06bf (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect8AtTime:inContext:withArguments:]
00007ffa0e3c0b37 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect9AtTime:inContext:withArguments:]
00007ffa0e3c1c63 (__TEXT,__text) non-external -[MREffectScrapbook_Old(MRLoadable) _unload]
00007ffa0e517f7e (__TEXT,__text) non-external -[MREffectShadedColors _unload]
00007ffa0e517f56 (__TEXT,__text) non-external -[MREffectShadedColors beginMorphingToAspectRatio:withDuration:]
00007ffa0e517ec3 (__TEXT,__text) non-external -[MREffectShadedColors elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e517ef3 (__TEXT,__text) non-external -[MREffectShadedColors getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e517c22 (__TEXT,__text) non-external -[MREffectShadedColors prerenderForTime:inContext:withArguments:]
00007ffa0e517c2a (__TEXT,__text) non-external -[MREffectShadedColors renderAtTime:inContext:withArguments:]
00007ffa0e517878 (__TEXT,__text) non-external -[MREffectShadedColors setAttributes:]
00007ffa0e537a89 (__TEXT,__text) non-external -[MREffectShatter _cleanup]
00007ffa0e5391e1 (__TEXT,__text) non-external -[MREffectShatter elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e539405 (__TEXT,__text) non-external -[MREffectShatter getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e5379d8 (__TEXT,__text) non-external -[MREffectShatter initWithEffectID:]
00007ffa0e537bac (__TEXT,__text) non-external -[MREffectShatter isLoadedForTime:]
00007ffa0e5391a7 (__TEXT,__text) non-external -[MREffectShatter patchworkAtTime:inContext:withArguments:]
00007ffa0e537bb7 (__TEXT,__text) non-external -[MREffectShatter prerenderForTime:inContext:withArguments:]
00007ffa0e53849c (__TEXT,__text) non-external -[MREffectShatter renderAtTime:inContext:withArguments:]
00007ffa0e537b7d (__TEXT,__text) non-external -[MREffectShatter setPixelSize:]
00007ffa0e539453 (__TEXT,__text) non-external -[MREffectShatter(MRLoadable) _unload]
00007ffa0e53b922 (__TEXT,__text) non-external -[MREffectShatterText _cleanup]
00007ffa0e53c69b (__TEXT,__text) non-external -[MREffectShatterText _maxLinesForTextElement:]
00007ffa0e53c676 (__TEXT,__text) non-external -[MREffectShatterText _maxSizeForTextElement:]
00007ffa0e53c6e0 (__TEXT,__text) non-external -[MREffectShatterText _renderSublayer:layerCount:atTime:inContext:withArguments:]
00007ffa0e53bcba (__TEXT,__text) non-external -[MREffectShatterText elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e53bcea (__TEXT,__text) non-external -[MREffectShatterText getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e53b8c0 (__TEXT,__text) non-external -[MREffectShatterText initWithEffectID:]
00007ffa0e53bd4d (__TEXT,__text) non-external -[MREffectShatterText isLoadedForTime:]
00007ffa0e53c6a6 (__TEXT,__text) non-external -[MREffectShatterText patchworkAtTime:inContext:withArguments:]
00007ffa0e53bf0e (__TEXT,__text) non-external -[MREffectShatterText prerenderForTime:inContext:withArguments:]
00007ffa0e53c151 (__TEXT,__text) non-external -[MREffectShatterText renderAtTime:inContext:withArguments:]
00007ffa0e53bb31 (__TEXT,__text) non-external -[MREffectShatterText setPixelSize:]
00007ffa0e53d7aa (__TEXT,__text) non-external -[MREffectShatterText(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e53da51 (__TEXT,__text) non-external -[MREffectShatterText(MRLoadable) _unload]
00007ffa0e3c5ed6 (__TEXT,__text) non-external -[MREffectShatterTitle _cleanup]
00007ffa0e3c5fcd (__TEXT,__text) non-external -[MREffectShatterTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3c5ffd (__TEXT,__text) non-external -[MREffectShatterTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3c5d31 (__TEXT,__text) non-external -[MREffectShatterTitle initWithEffectID:]
00007ffa0e3c6060 (__TEXT,__text) non-external -[MREffectShatterTitle isLoadedForTime:]
00007ffa0e3c613d (__TEXT,__text) non-external -[MREffectShatterTitle prerenderForTime:inContext:withArguments:]
00007ffa0e3c61c1 (__TEXT,__text) non-external -[MREffectShatterTitle renderAtTime:inContext:withArguments:]
00007ffa0e3c5f51 (__TEXT,__text) non-external -[MREffectShatterTitle setPixelSize:]
00007ffa0e3c6a9c (__TEXT,__text) non-external -[MREffectShatterTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0e3c6d65 (__TEXT,__text) non-external -[MREffectShatterTitle(MRLoadable) _maxLinesForTextElement:]
00007ffa0e3c6d42 (__TEXT,__text) non-external -[MREffectShatterTitle(MRLoadable) _maxSizeForTextElement:]
00007ffa0e3c6cdb (__TEXT,__text) non-external -[MREffectShatterTitle(MRLoadable) _unload]
00007ffa0e4b816a (__TEXT,__text) non-external -[MREffectShiftingTiles _addSlideAspectRatios:]
00007ffa0e4b833d (__TEXT,__text) non-external -[MREffectShiftingTiles _applyTimingToSlideProviders]
00007ffa0e4ba836 (__TEXT,__text) non-external -[MREffectShiftingTiles _aspectRatioForSlideIndex:]
00007ffa0e4b9fd2 (__TEXT,__text) non-external -[MREffectShiftingTiles _calculateMainDuration]
00007ffa0e4b778a (__TEXT,__text) non-external -[MREffectShiftingTiles _cleanup]
00007ffa0e4ba98e (__TEXT,__text) non-external -[MREffectShiftingTiles _displaySlideCountForLayout:]
00007ffa0e4ba9b2 (__TEXT,__text) non-external -[MREffectShiftingTiles _displayWidthForLayout:]
00007ffa0e4bd980 (__TEXT,__text) non-external -[MREffectShiftingTiles _durationForAspectRatio:inLayout:withScreenRatio:]
00007ffa0e4c160a (__TEXT,__text) non-external -[MREffectShiftingTiles _infoForTime:]
00007ffa0e4bda1c (__TEXT,__text) non-external -[MREffectShiftingTiles _iterationForTime:startTime:duration:]
00007ffa0e4c1729 (__TEXT,__text) non-external -[MREffectShiftingTiles _layoutForIteration:]
00007ffa0e4c16f4 (__TEXT,__text) non-external -[MREffectShiftingTiles _layoutForTime:]
00007ffa0e4b7b1b (__TEXT,__text) non-external -[MREffectShiftingTiles _lowestDisplayIteration]
00007ffa0e4ba122 (__TEXT,__text) non-external -[MREffectShiftingTiles _setupFirstLayout]
00007ffa0e4ba9e5 (__TEXT,__text) non-external -[MREffectShiftingTiles _setupLayoutsWithSlideInfo:append:aspectRatio:]
00007ffa0e4ba9a0 (__TEXT,__text) non-external -[MREffectShiftingTiles _slideCountForLayout:]
00007ffa0e4c1560 (__TEXT,__text) non-external -[MREffectShiftingTiles _slideProviderWithAspectRatio:nearest:actual:]
00007ffa0e4ba63f (__TEXT,__text) non-external -[MREffectShiftingTiles _timeForIteration:]
00007ffa0e4b92c2 (__TEXT,__text) non-external -[MREffectShiftingTiles _updateSizeScripts]
00007ffa0e4ba9c4 (__TEXT,__text) non-external -[MREffectShiftingTiles _widthForLayout:]
00007ffa0e4b80f9 (__TEXT,__text) non-external -[MREffectShiftingTiles appendSlideInformation:andTextInformation:]
00007ffa0e4ba812 (__TEXT,__text) non-external -[MREffectShiftingTiles displayTimeForSlideAtIndex:]
00007ffa0e4ba82d (__TEXT,__text) non-external -[MREffectShiftingTiles displayTimeForTextAtIndex:]
00007ffa0e4c1bd6 (__TEXT,__text) non-external -[MREffectShiftingTiles elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e4b7914 (__TEXT,__text) non-external -[MREffectShiftingTiles firstSlideIndexStillNeededAtTime:]
00007ffa0e4c1dfa (__TEXT,__text) non-external -[MREffectShiftingTiles getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e4b76e8 (__TEXT,__text) non-external -[MREffectShiftingTiles initWithEffectID:]
00007ffa0e4ba7e4 (__TEXT,__text) non-external -[MREffectShiftingTiles lowestDisplayTime]
00007ffa0e4bdc4d (__TEXT,__text) non-external -[MREffectShiftingTiles prerenderForTime:inContext:withArguments:]
00007ffa0e4be14c (__TEXT,__text) non-external -[MREffectShiftingTiles renderAtTime:inContext:withArguments:]
00007ffa0e4b7ec4 (__TEXT,__text) non-external -[MREffectShiftingTiles setMultiImageSlideRange:]
00007ffa0e4b82fc (__TEXT,__text) non-external -[MREffectShiftingTiles setPhaseInDuration:mainDuration:phaseOutDuration:]
00007ffa0e4ba147 (__TEXT,__text) non-external -[MREffectShiftingTiles showDurationForSlideAtIndex:]
00007ffa0e4b9c70 (__TEXT,__text) non-external -[MREffectShiftingTiles showTimeForSlideAtIndex:]
00007ffa0e4b78d7 (__TEXT,__text) non-external -[MREffectShiftingTiles supportsDynamicExpansion]
00007ffa0e4b78e2 (__TEXT,__text) non-external -[MREffectShiftingTiles typicalSlideBatchSize]
00007ffa0e4c1e48 (__TEXT,__text) non-external -[MREffectShiftingTiles(MRLoadable) _unload]
00007ffa0e4cee3e (__TEXT,__text) non-external -[MREffectShowroom _cleanup]
00007ffa0e4d0201 (__TEXT,__text) non-external -[MREffectShowroom elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e4d0425 (__TEXT,__text) non-external -[MREffectShowroom getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e4cec11 (__TEXT,__text) non-external -[MREffectShowroom initWithEffectID:]
00007ffa0e4cf4a6 (__TEXT,__text) non-external -[MREffectShowroom isLoadedForTime:]
00007ffa0e4cf216 (__TEXT,__text) non-external -[MREffectShowroom prerenderForTime:inContext:withArguments:]
00007ffa0e4cf524 (__TEXT,__text) non-external -[MREffectShowroom renderAtTime:inContext:withArguments:]
00007ffa0e4cefb7 (__TEXT,__text) non-external -[MREffectShowroom setAttributes:]
00007ffa0e4ceefa (__TEXT,__text) non-external -[MREffectShowroom setPixelSize:]
00007ffa0e4d0473 (__TEXT,__text) non-external -[MREffectShowroom(MRLoadable) _unload]
00007ffa0e4d0536 (__TEXT,__text) non-external -[MREffectShowroomBackground _cleanup]
00007ffa0e4d04f3 (__TEXT,__text) non-external -[MREffectShowroomBackground initWithEffectID:]
00007ffa0e4d05cc (__TEXT,__text) non-external -[MREffectShowroomBackground isLoadedForTime:]
00007ffa0e4d05e9 (__TEXT,__text) non-external -[MREffectShowroomBackground prerenderForTime:inContext:withArguments:]
00007ffa0e4d0a72 (__TEXT,__text) non-external -[MREffectShowroomBackground renderAtTime:inContext:withArguments:]
00007ffa0e4d0813 (__TEXT,__text) non-external -[MREffectShowroomBackground setAttributes:]
00007ffa0e4d056f (__TEXT,__text) non-external -[MREffectShowroomBackground setPixelSize:]
00007ffa0e4d0b4a (__TEXT,__text) non-external -[MREffectShowroomBackground(MRLoadable) _unload]
00007ffa0e3c8949 (__TEXT,__text) non-external -[MREffectSlidingPanels _applySizeScripts:]
00007ffa0e3c6ec5 (__TEXT,__text) non-external -[MREffectSlidingPanels _cleanup]
00007ffa0e3c7022 (__TEXT,__text) non-external -[MREffectSlidingPanels _loadForTime:inContext:withArguments:]
00007ffa0e3c7a50 (__TEXT,__text) non-external -[MREffectSlidingPanels _maxLinesForTextElement:]
00007ffa0e3c7a38 (__TEXT,__text) non-external -[MREffectSlidingPanels _maxSizeForTextElement:]
00007ffa0e3c8fd0 (__TEXT,__text) non-external -[MREffectSlidingPanels _sizeForBreakAspectRatio:size:inContext:]
00007ffa0e3c7a90 (__TEXT,__text) non-external -[MREffectSlidingPanels _unload]
00007ffa0e3cc6ba (__TEXT,__text) non-external -[MREffectSlidingPanels beginMorphingToAspectRatio:withDuration:]
00007ffa0e3cc6cb (__TEXT,__text) non-external -[MREffectSlidingPanels computeAnimationForTime:direction:rect:justification:]
00007ffa0e3cb968 (__TEXT,__text) non-external -[MREffectSlidingPanels elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0e3cbef4 (__TEXT,__text) non-external -[MREffectSlidingPanels enterInteractiveModeAtTime:]
00007ffa0e3cc1ef (__TEXT,__text) non-external -[MREffectSlidingPanels exitInteractiveMode]
00007ffa0e3cc3ba (__TEXT,__text) non-external -[MREffectSlidingPanels getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa0e3cbc3e (__TEXT,__text) non-external -[MREffectSlidingPanels getStartTime:andDuration:forMovingToElementID:backwards:]
00007ffa0e3cbbaf (__TEXT,__text) non-external -[MREffectSlidingPanels getVerticesCoordinates:withMatrix:forElement:]
00007ffa0e3cbd97 (__TEXT,__text) non-external -[MREffectSlidingPanels hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa0e3c6d70 (__TEXT,__text) non-external -[MREffectSlidingPanels init]
00007ffa0e3cc30f (__TEXT,__text) non-external -[MREffectSlidingPanels interestingTimeForElement:]
00007ffa0e3cc235 (__TEXT,__text) non-external -[MREffectSlidingPanels interestingTimeForTime:]
00007ffa0e3c6f92 (__TEXT,__text) non-external -[MREffectSlidingPanels isLoadedForTime:]
00007ffa0e3c7c22 (__TEXT,__text) non-external -[MREffectSlidingPanels prerenderForTime:inContext:withArguments:]
00007ffa0e3c8fdc (__TEXT,__text) non-external -[MREffectSlidingPanels renderAtTime:inContext:withArguments:]
00007ffa0e3c7b8d (__TEXT,__text) non-external -[MREffectSlidingPanels setAttributes:]
00007ffa0e3c6f56 (__TEXT,__text) non-external -[MREffectSlidingPanels setPixelSize:]
00007ffa0e3ccb4d (__TEXT,__text) non-external -[MREffectSnapshot _cleanup]
