00007ff8400abe00 (__DATA,__data) non-external _C
00007ff800b70e22 (__TEXT,__text) non-external (was a private external) ___svfscanf_l
00007ff800ba5bd0 (__TEXT,__const) non-external ___svfscanf_l.basefix
00007ff800b7a7ab (__TEXT,__text) external ___swbuf
00007ff800b67eee (__TEXT,__text) external ___swhatbuf
00007ff800b6b37e (__TEXT,__text) external ___swrite
00007ff800b7ab76 (__TEXT,__text) external ___swsetup
                 (undefined) external ___sysctl (from libsystem_kernel)
00007ff8400ace28 (__DATA,__data) non-external ___systemfn_mutex
00007ff8400ace90 (__DATA,__data) non-external ___systemfn_mutex
00007ff800ba5400 (__TEXT,__const) external ___tens_D2A
                 (undefined) external ___thread_selfusage (from libsystem_kernel)
00007ff800b3e293 (__TEXT,__text) non-external ___thread_stack_async_pcs
00007ff800b3e0a5 (__TEXT,__text) non-external ___thread_stack_pcs
00007ff800b80e6a (__TEXT,__text) non-external (was a private external) ___time_load_locale
00007ff8400b8a50 (__DATA,__bss) non-external ___time_load_locale.cache
00007ff800ba53d0 (__TEXT,__const) external ___tinytens_D2A
00007ff800b5f652 (__TEXT,__text) external ___tolower
00007ff800b5f798 (__TEXT,__text) external ___tolower_l
00007ff800b5f60e (__TEXT,__text) external ___toupper
00007ff800b5f779 (__TEXT,__text) external ___toupper_l
00007ff800b4febf (__TEXT,__text) external ___trailz_D2A
00007ff800b50cd2 (__TEXT,__text) external ___ulp_D2A
00007ff800b709a0 (__TEXT,__text) non-external ___ultoa
00007ff800b7757b (__TEXT,__text) non-external ___ultoa
00007ff800b6bc8e (__TEXT,__text) external ___ungetc
00007ff800b6be24 (__TEXT,__text) external ___ungetwc
                 (undefined) external ___unix_conforming (from libsystem_pthread)
00007ff800b8b15e (__TEXT,__text) non-external (was a private external) ___unsetenv_locked
00007ff800ba6190 (__TEXT,__const) non-external (was a private external) ___uppercase_hex
00007ff800b923fc (__TEXT,__text) non-external (was a private external) ___v2printf
00007ff800b6c4cb (__TEXT,__text) non-external (was a private external) ___vfprintf
00007ff800ba36e2 (__TEXT,__text) non-external ___vfprintf.cold.1
00007ff800ba5b90 (__TEXT,__const) non-external ___vfprintf.xdigs_lower
00007ff800ba5ba0 (__TEXT,__const) non-external ___vfprintf.xdigs_upper
00007ff800b73571 (__TEXT,__text) non-external (was a private external) ___vfwprintf
00007ff800ba5c10 (__TEXT,__const) non-external ___vfwprintf.xdigs_lower
00007ff800ba5c20 (__TEXT,__const) non-external ___vfwprintf.xdigs_upper
00007ff800b77b7a (__TEXT,__text) non-external (was a private external) ___vfwscanf
00007ff800ba5d10 (__TEXT,__const) non-external ___vfwscanf.basefix
00007ff800ba23ce (__TEXT,__text) external ___vsnprintf_chk
00007ff800ba211a (__TEXT,__text) external ___vsprintf_chk
                 (undefined) external ___wait4 (from libsystem_kernel)
                 (undefined) external ___wait4_nocancel (from libsystem_kernel)
00007ff800b6161f (__TEXT,__text) non-external (was a private external) ___wcs_end_offset
00007ff800b612dd (__TEXT,__text) non-external (was a private external) ___wcsnrtombs_std
00007ff800b5f696 (__TEXT,__text) external ___wcwidth
00007ff800b5f7b7 (__TEXT,__text) external ___wcwidth_l
00007ff800b607bb (__TEXT,__text) non-external (was a private external) ___wrap_setrunelocale
00007ff8400ac4d0 (__DATA,__data) external ___xlocale_C_collate
00007ff800b40da8 (__TEXT,__text) non-external (was a private external) ___xlocale_init
00007ff800b40dd5 (__TEXT,__text) non-external ___xlocale_release
00007ff800b41bac (__TEXT,__text) non-external (was a private external) ___xprintf_domain_init
00007ff800ba26dc (__TEXT,__text) non-external ___xprintf_domain_init.cold.1
00007ff8400ac3c8 (__DATA,__data) non-external (was a private external) ___xprintf_domain_once
00007ff800b928e0 (__TEXT,__text) non-external (was a private external) ___xprintf_vector
00007ff800b926d9 (__TEXT,__text) non-external (was a private external) ___xvprintf
00007ff800b8b23d (__TEXT,__text) external __allocenvstate
00007ff800b50e5f (__TEXT,__text) non-external (was a private external) __arc4_fork_child
00007ff800b5a76a (__TEXT,__text) non-external (was a private external) __ascii_init
00007ff800b5a7b7 (__TEXT,__text) non-external __ascii_mbrtowc
00007ff800b5a7fb (__TEXT,__text) non-external __ascii_mbsinit
00007ff800b5a806 (__TEXT,__text) non-external __ascii_mbsnrtowcs
00007ff800b5a899 (__TEXT,__text) non-external __ascii_wcrtomb
00007ff800b5a8c8 (__TEXT,__text) non-external __ascii_wcsnrtombs
00007ff800b36829 (__TEXT,__text) non-external __boottime_fallback_usec
00007ff8400765b8 (__DATA_CONST,__const) external __c_locale
00007ff800b65670 (__TEXT,__text) external __cleanup
00007ff800b8b247 (__TEXT,__text) external __copyenv
00007ff8400ace20 (__DATA,__data) external __cthread_init_routine
00007ff800b8b2d0 (__TEXT,__text) external __deallocenvstate
00007ff800b8aba0 (__TEXT,__text) non-external __do_nothing
00007ff800b401f6 (__TEXT,__text) non-external __duplocale
                 (undefined) external __dyld_images_for_addresses (from libdyld)
00007ff8400b8b68 (__DATA,__common) non-external (was a private external) __e_err_exit
00007ff8400b8b60 (__DATA,__common) non-external (was a private external) __e_err_file
00007ff800b512d7 (__TEXT,__text) non-external (was a private external) __e_visprintf
                 (undefined) external __exit (from libsystem_kernel)
00007ff800b36a6d (__TEXT,__text) non-external __ffpp_strtoencf32_l
00007ff800ba23e8 (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.1
00007ff800ba240b (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.2
00007ff800ba4560 (__TEXT,__const) non-external __ffpp_strtoencf32_l.floatPowerOf10
00007ff800b36d8f (__TEXT,__text) non-external __ffpp_strtoencf64_l
00007ff800ba242e (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.1
00007ff800ba2451 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.2
00007ff800ba2474 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.3
00007ff800ba4900 (__TEXT,__const) non-external __ffpp_strtoencf64_l.doublePowerOf10
00007ff800b372d3 (__TEXT,__text) non-external __ffpp_strtoencf80_l
00007ff800ba2497 (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.1
00007ff800ba24ba (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.2
00007ff800ba4ab0 (__TEXT,__const) non-external __ffpp_strtoencf80_l.longDoublePowerOf10
00007ff800b55f63 (__TEXT,__text) non-external (was a private external) __filldir
00007ff800b58356 (__TEXT,__text) non-external (was a private external) __fixtelldir
00007ff800b6418e (__TEXT,__text) external __flockfile_debug_stub
00007ff800b6682b (__TEXT,__text) external __fseeko
00007ff800b66d43 (__TEXT,__text) external __ftello
00007ff800b672b9 (__TEXT,__text) external __fwalk
00007ff800b84ef4 (__TEXT,__text) external __getenvp
00007ff800b3d793 (__TEXT,__text) external __init_clock_port
00007ff800b80e3e (__TEXT,__text) external __int_to_time
00007ff800b875c7 (__TEXT,__text) non-external __isort
00007ff800b88080 (__TEXT,__text) non-external __isort
00007ff8400addf0 (__DATA,__bss) non-external __libSystem_atfork_child
00007ff8400addd8 (__DATA,__bss) non-external __libSystem_atfork_child_v2
00007ff8400adde8 (__DATA,__bss) non-external __libSystem_atfork_parent
00007ff8400addd0 (__DATA,__bss) non-external __libSystem_atfork_parent_v2
00007ff8400adde0 (__DATA,__bss) non-external __libSystem_atfork_prepare
00007ff8400addc8 (__DATA,__bss) non-external __libSystem_atfork_prepare_v2
00007ff800b43210 (__TEXT,__text) external __libc_fork_child
00007ff800b432ba (__TEXT,__text) non-external (was a private external) __libc_fork_init
00007ff800b43204 (__TEXT,__text) external __libc_fork_parent
00007ff800b431f8 (__TEXT,__text) external __libc_fork_prepare
00007ff800b43168 (__TEXT,__text) external __libc_initializer
00007ff800b5e38d (__TEXT,__text) non-external (was a private external) __locale_lock_fork_child
00007ff800b5e35e (__TEXT,__text) non-external (was a private external) __locale_lock_fork_parent
00007ff800b5e32f (__TEXT,__text) non-external (was a private external) __locale_lock_fork_prepare
00007ff800b80e2c (__TEXT,__text) external __long_to_time
00007ff800b36500 (__TEXT,__text) non-external __mach_boottime_usec
00007ff8400addc0 (__DATA,__bss) non-external __mh_execute_header_pointer
00007ff800b685b5 (__TEXT,__text) non-external __mkdtemp_action
00007ff800b68378 (__TEXT,__text) non-external __mkostemps_action
00007ff800b42563 (__TEXT,__text) non-external __mkpath
00007ff800b4254c (__TEXT,__text) external __mkpath_np
00007ff800b68786 (__TEXT,__text) non-external __mkstemp_dprotected_np_action
00007ff800ba35be (__TEXT,__text) non-external __mkstemp_dprotected_np_action.cold.1
00007ff800b6861c (__TEXT,__text) external __mktemp
00007ff800b6865e (__TEXT,__text) non-external __mktemp_action
00007ff800b5f7ea (__TEXT,__text) non-external (was a private external) __none_init
00007ff800b5f837 (__TEXT,__text) non-external (was a private external) __none_mbrtowc
00007ff800b5f863 (__TEXT,__text) non-external (was a private external) __none_mbsinit
00007ff800b5f86e (__TEXT,__text) non-external (was a private external) __none_mbsnrtowcs
00007ff800b5f8de (__TEXT,__text) non-external (was a private external) __none_wcrtomb
00007ff800b5f90d (__TEXT,__text) non-external (was a private external) __none_wcsnrtombs
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
00007ff800ba28a2 (__TEXT,__text) external __os_assert_log
00007ff800ba2abc (__TEXT,__text) external __os_assert_log_ctx
00007ff800ba2790 (__TEXT,__text) external __os_assumes_log
00007ff800ba297b (__TEXT,__text) external __os_assumes_log_ctx
00007ff800b43b8c (__TEXT,__text) external __os_avoid_tail_call
00007ff800ba2783 (__TEXT,__text) external __os_crash
00007ff8400b8b50 (__DATA,__common) external __os_crash_callback
00007ff800b43b92 (__TEXT,__text) non-external __os_get_build
                 (undefined) external __os_once (from libsystem_platform)
00007ff800b8aba8 (__TEXT,__text) non-external (was a private external) __owned_ptr_add
00007ff800b8acb9 (__TEXT,__text) non-external (was a private external) __owned_ptr_alloc
00007ff800b8ac4e (__TEXT,__text) non-external (was a private external) __owned_ptr_search
                 (undefined) external __platform_bzero (from libsystem_platform)
                 (undefined) external __platform_memccpy (from libsystem_platform)
                 (undefined) external __platform_memchr (from libsystem_platform)
                 (undefined) external __platform_memcmp (from libsystem_platform)
                 (undefined) external __platform_memmove (from libsystem_platform)
                 (undefined) external __platform_memset (from libsystem_platform)
                 (undefined) external __platform_memset_pattern16 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern4 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern8 (from libsystem_platform)
                 (undefined) external __platform_strchr (from libsystem_platform)
                 (undefined) external __platform_strcmp (from libsystem_platform)
                 (undefined) external __platform_strcpy (from libsystem_platform)
                 (undefined) external __platform_strlcat (from libsystem_platform)
                 (undefined) external __platform_strlcpy (from libsystem_platform)
                 (undefined) external __platform_strlen (from libsystem_platform)
                 (undefined) external __platform_strncmp (from libsystem_platform)
                 (undefined) external __platform_strncpy (from libsystem_platform)
                 (undefined) external __platform_strnlen (from libsystem_platform)
                 (undefined) external __platform_strstr (from libsystem_platform)
00007ff8400765c0 (__DATA_CONST,__const) non-external __printf_tbl_defaults_fbsd
00007ff800ba7da0 (__TEXT,__cstring) non-external __printf_tbl_flags
00007ff800b4327e (__TEXT,__text) non-external (was a private external) __program_vars_init
00007ff800b86c58 (__TEXT,__text) external __putenvp
00007ff800b86d83 (__TEXT,__text) non-external __qsort
00007ff800b877ac (__TEXT,__text) non-external __qsort
00007ff8400ac430 (__DATA,__data) external __rand48_add
00007ff8400ac428 (__DATA,__data) external __rand48_mult
00007ff8400ac420 (__DATA,__data) external __rand48_seed
00007ff800b566de (__TEXT,__text) external __readdir_unlocked
00007ff800b58387 (__TEXT,__text) external __reclaim_telldir
00007ff800ba60f4 (__TEXT,__const) non-external (was a private external) __rp_alist
00007ff800b582c7 (__TEXT,__text) external __seekdir
00007ff800b8b312 (__TEXT,__text) external __setenvp
00007ff800b438a6 (__TEXT,__text) external __sigaction_nobind
00007ff8400b8b80 (__DATA,__common) external __sigintr
00007ff800b57601 (__TEXT,__text) external __signal_nobind
00007ff800b360d5 (__TEXT,__text) external __sigvec_nobind
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_asl_log_prog (from libsystem_platform)
                 (undefined) external __simple_asl_msg_new (from libsystem_platform)
                 (undefined) external __simple_dprintf (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sappend (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sprintf (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff800b57393 (__TEXT,__text) non-external (was a private external) __sm_compress_mode
00007ff800b6b3ab (__TEXT,__text) external __sread
00007ff800b6b4ad (__TEXT,__text) external __sseek
00007ff800b7e226 (__TEXT,__text) non-external (was a private external) __st_fmt
00007ff800b41610 (__TEXT,__text) non-external (was a private external) __st_get_timezone
00007ff800b7c5a9 (__TEXT,__text) non-external (was a private external) __st_localsub
00007ff800b4161d (__TEXT,__text) non-external (was a private external) __st_set_timezone
00007ff800b7cf39 (__TEXT,__text) non-external (was a private external) __st_time1
00007ff800b7b3b7 (__TEXT,__text) non-external (was a private external) __st_tzset_basic
00007ff800b930ca (__TEXT,__text) non-external __strfmon
00007ff800b7f568 (__TEXT,__text) non-external __strptime0
00007ff800ba5e20 (__TEXT,__const) non-external __strptime0.start_of_month
00007ff800b40e4e (__TEXT,__text) external __subsystem_init
00007ff800b6b408 (__TEXT,__text) external __swrite
00007ff800b3e257 (__TEXT,__text) non-external (was a private external) __thread_stack_async_pcs
00007ff800b3e095 (__TEXT,__text) non-external (was a private external) __thread_stack_pcs
00007ff800b80dff (__TEXT,__text) external __time32_to_time
00007ff800b80e11 (__TEXT,__text) external __time64_to_time
00007ff800b80e35 (__TEXT,__text) external __time_to_int
00007ff800b80e23 (__TEXT,__text) external __time_to_long
00007ff800b80e08 (__TEXT,__text) external __time_to_time32
00007ff800b80e1a (__TEXT,__text) external __time_to_time64
00007ff800b8b390 (__TEXT,__text) external __unsetenvp
00007ff800b6bf79 (__TEXT,__text) non-external (was a private external) __vasprintf
00007ff800b6c197 (__TEXT,__text) non-external (was a private external) __vdprintf
00007ff800b79d2d (__TEXT,__text) non-external (was a private external) __vsnprintf
00007ff800b7f310 (__TEXT,__text) non-external __yconv
00007ff800b84720 (__TEXT,__text) external _a64l
00007ff800ba38aa (__TEXT,__text) external _abort
00007ff800ba39f1 (__TEXT,__text) external _abort_report_np
00007ff800b847bd (__TEXT,__text) external _abs
                 (undefined) external _access (from libsystem_kernel)
00007ff800b3928a (__TEXT,__text) non-external _addToMP
00007ff800b691dc (__TEXT,__text) non-external _addaster
00007ff800b572d4 (__TEXT,__text) non-external _addcmd
00007ff800b694c7 (__TEXT,__text) non-external _addsarg
00007ff800b693dd (__TEXT,__text) non-external _addtype
00007ff800b69630 (__TEXT,__text) non-external _adduarg
00007ff800b6a1b0 (__TEXT,__text) non-external _addwaster
00007ff800b3c7f0 (__TEXT,__text) non-external _advance_directory
00007ff800ba26c7 (__TEXT,__text) non-external _advance_directory.cold.1
00007ff800b50d33 (__TEXT,__text) external _alarm
00007ff800b482a3 (__TEXT,__text) non-external _alloc_segs
00007ff800b56b74 (__TEXT,__text) external _alphasort
00007ff800ba5fa0 (__TEXT,__const) non-external _ambig
00007ff800b50de5 (__TEXT,__text) non-external _arc4_init
00007ff800ba2c18 (__TEXT,__text) non-external _arc4_init.cold.1
00007ff800b50d8e (__TEXT,__text) external _arc4random
00007ff800b50d88 (__TEXT,__text) external _arc4random_addrandom
00007ff800b50dbd (__TEXT,__text) external _arc4random_buf
00007ff800b50e1f (__TEXT,__text) external _arc4random_stir
00007ff800b50e25 (__TEXT,__text) external _arc4random_uniform
00007ff800b91dec (__TEXT,__text) non-external _arrayget
00007ff800b7b194 (__TEXT,__text) external _asctime
00007ff800b7b067 (__TEXT,__text) external _asctime_r
00007ff800ba5d60 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff800ba5d40 (__TEXT,__const) non-external _asctime_r.wday_name
00007ff800b641f8 (__TEXT,__text) external _asprintf
00007ff800b642bc (__TEXT,__text) external _asprintf_l
00007ff800b4162a (__TEXT,__text) external _asxprintf
00007ff800b420cc (__TEXT,__text) external _asxprintf_exec
00007ff800b92f93 (__TEXT,__text) external _at_quick_exit
00007ff800b847fb (__TEXT,__text) external _atexit
00007ff800b84942 (__TEXT,__text) external _atexit_b
00007ff8400acce0 (__DATA,__data) non-external _atexit_mutex
00007ff800b8482d (__TEXT,__text) non-external _atexit_register
00007ff800ba3ab1 (__TEXT,__text) non-external _atexit_register.cold.1
00007ff800b84be2 (__TEXT,__text) external _atof
00007ff800b84c0c (__TEXT,__text) external _atof_l
00007ff800b84c1b (__TEXT,__text) external _atoi
00007ff800b84c4a (__TEXT,__text) external _atoi_l
00007ff800b84c5e (__TEXT,__text) external _atol
00007ff800b84c8d (__TEXT,__text) external _atol_l
00007ff800b84ca1 (__TEXT,__text) external _atoll
00007ff800b84cd0 (__TEXT,__text) external _atoll_l
00007ff800b39bf7 (__TEXT,__text) external _backtrace
00007ff800b39c4d (__TEXT,__text) external _backtrace_async
00007ff800b39cb9 (__TEXT,__text) external _backtrace_from_fp
00007ff8400ab738 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff800b39d10 (__TEXT,__text) external _backtrace_image_offsets
00007ff800b39bde (__TEXT,__text) external _backtrace_set_pcs_func
00007ff800b50f0f (__TEXT,__text) external _basename
00007ff8400ade20 (__DATA,__bss) non-external _basename.bname
00007ff800b50e65 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff800b3f322 (__TEXT,__text) external _bcopy
00007ff800b3958b (__TEXT,__text) non-external _bitCountMP
00007ff800ba26a4 (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff800ba5bb0 (__TEXT,__const) non-external _blanks
00007ff800ba5c90 (__TEXT,__const) non-external _blanks
00007ff8400ace80 (__DATA,__data) non-external _blanks
00007ff800b3d984 (__TEXT,__text) non-external _both_ftw
00007ff8400adcb8 (__DATA,__bss) non-external _brapreg
00007ff800b36903 (__TEXT,__text) external _brk
00007ff800b3691b (__TEXT,__text) external _bsd_signal
00007ff800b84ce4 (__TEXT,__text) external _bsearch
00007ff800b84d56 (__TEXT,__text) external _bsearch_b
00007ff800b473c8 (__TEXT,__text) non-external _bt_broot
00007ff800b47128 (__TEXT,__text) non-external _bt_page
00007ff800b4750a (__TEXT,__text) non-external _bt_preserve
00007ff800b47547 (__TEXT,__text) non-external _bt_psplit
00007ff800b47035 (__TEXT,__text) non-external _bt_root
00007ff800b472cb (__TEXT,__text) non-external _bt_rroot
00007ff800b5ab7e (__TEXT,__text) external _btowc
00007ff800b5aab2 (__TEXT,__text) external _btowc_l
00007ff8400af9c0 (__DATA,__bss) non-external _buf_asctime
00007ff800b69785 (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff800ba41b8 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff800ba4190 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff800b640c0 (__TEXT,__text) external _catclose
00007ff800b63d8a (__TEXT,__text) external _catgets
00007ff800b6367e (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff800b5852d (__TEXT,__text) external _cfgetispeed
00007ff800b58523 (__TEXT,__text) external _cfgetospeed
00007ff800b5855f (__TEXT,__text) external _cfmakeraw
00007ff800b58543 (__TEXT,__text) external _cfsetispeed
00007ff800b58537 (__TEXT,__text) external _cfsetospeed
00007ff800b5854f (__TEXT,__text) external _cfsetspeed
00007ff800b53d34 (__TEXT,__text) external _cgetcap
00007ff800b5464c (__TEXT,__text) external _cgetclose
00007ff800b53db9 (__TEXT,__text) external _cgetent
00007ff800b545fb (__TEXT,__text) external _cgetfirst
00007ff800b545a1 (__TEXT,__text) external _cgetmatch
00007ff800b54689 (__TEXT,__text) external _cgetnext
00007ff800b54d86 (__TEXT,__text) external _cgetnum
00007ff800b53cb0 (__TEXT,__text) external _cgetset
00007ff800b54a49 (__TEXT,__text) external _cgetstr
00007ff800b54ca0 (__TEXT,__text) external _cgetustr
00007ff800b5bab0 (__TEXT,__text) non-external _chainsearch
00007ff800ba5970 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff800b3ca1e (__TEXT,__text) non-external _check_env_var
00007ff800b64358 (__TEXT,__text) external _clearerr
00007ff800b64378 (__TEXT,__text) external _clearerr_unlocked
00007ff800b50f59 (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff800b36748 (__TEXT,__text) external _clock_getres
00007ff800b36560 (__TEXT,__text) external _clock_gettime
00007ff800b36340 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff8400b8b14 (__DATA,__common) external _clock_port
00007ff8400b8b10 (__DATA,__common) external _clock_sem
00007ff800b367ce (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff800b3c58e (__TEXT,__text) non-external _close_directory
00007ff800b50fd4 (__TEXT,__text) external _closedir
00007ff840076f80 (__DATA_CONST,__const) non-external _cnames
00007ff800b49620 (__TEXT,__text) non-external _collect_data
00007ff800b497d9 (__TEXT,__text) non-external _collect_key
00007ff800ba5ee0 (__TEXT,__const) non-external _command_substitution_str
00007ff800b3c877 (__TEXT,__text) external _compat_mode
00007ff800b39db0 (__TEXT,__text) external _confstr
00007ff800b41ce3 (__TEXT,__text) external _copy_printf_domain
00007ff800ba0856 (__TEXT,__text) external _creat
00007ff800b43c0f (__TEXT,__text) external _creat$NOCANCEL
00007ff800b51039 (__TEXT,__text) external _ctermid
00007ff8400ac438 (__DATA,__data) non-external _ctermid.def
00007ff800b51062 (__TEXT,__text) external _ctermid_r
00007ff800b7ced7 (__TEXT,__text) external _ctime
00007ff800b7cef2 (__TEXT,__text) external _ctime_r
00007ff8400ac5b0 (__DATA,__data) non-external _current_categories
00007ff800b5fe21 (__TEXT,__text) non-external _currentlocale
00007ff8400ae0f0 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff8400add18 (__DATA,__bss) non-external _curshell
00007ff8400acd48 (__DATA,__data) non-external _dash_prefix
00007ff8400b8ba0 (__DATA,__common) external _daylight
00007ff800b4b702 (__TEXT,__text) external _dbm_clearerr
00007ff800b4b5a2 (__TEXT,__text) external _dbm_close
00007ff800b4b692 (__TEXT,__text) external _dbm_delete
00007ff800b4b718 (__TEXT,__text) external _dbm_dirfno
00007ff800b4b6f2 (__TEXT,__text) external _dbm_error
00007ff800b4b5aa (__TEXT,__text) external _dbm_fetch
00007ff800b4b5ef (__TEXT,__text) external _dbm_firstkey
00007ff800b4b644 (__TEXT,__text) external _dbm_nextkey
00007ff800b4b4cc (__TEXT,__text) external _dbm_open
00007ff800b4b6bd (__TEXT,__text) external _dbm_store
00007ff800b47c02 (__TEXT,__text) external _dbopen
00007ff8400ade98 (__DATA,__bss) non-external _dbp
00007ff8400adcd8 (__DATA,__bss) non-external _decpreg
00007ff800ba60c0 (__TEXT,__const) non-external _degrees
00007ff800b5b616 (__TEXT,__text) non-external _destruct_collate
00007ff800b8e5e6 (__TEXT,__text) non-external _destruct_ctype
00007ff800b5d994 (__TEXT,__text) non-external (was a private external) _destruct_ldpart
00007ff800b40df1 (__TEXT,__text) non-external _destruct_locale
00007ff800b3a2a6 (__TEXT,__text) external _devname
00007ff8400adc38 (__DATA,__bss) non-external _devname.buf
00007ff800b3a128 (__TEXT,__text) external _devname_r
00007ff800b7b1a5 (__TEXT,__text) external _difftime
00007ff800b3e971 (__TEXT,__text) external _digittoint
00007ff800b3ebf0 (__TEXT,__text) external _digittoint_l
00007ff800b43b6b (__TEXT,__text) external _dirfd
00007ff800b51148 (__TEXT,__text) external _dirname
00007ff8400ade28 (__DATA,__bss) non-external _dirname.dname
00007ff800b51083 (__TEXT,__text) external _dirname_r
00007ff800b84dcc (__TEXT,__text) external _div
00007ff8400ab740 (__DATA,__data) non-external _dktypenames
00007ff800b59f5b (__TEXT,__text) non-external _do_hvis
00007ff800b5a058 (__TEXT,__text) non-external _do_mvis
00007ff800b5a1d5 (__TEXT,__text) non-external _do_svis
00007ff800b4d71c (__TEXT,__text) non-external _dorounding
00007ff800b64382 (__TEXT,__text) external _dprintf
00007ff800b64446 (__TEXT,__text) external _dprintf_l
00007ff800b51192 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff800b401c0 (__TEXT,__text) external _duplocale
00007ff800b416d1 (__TEXT,__text) external _dxprintf
00007ff800b4217d (__TEXT,__text) external _dxprintf_exec
00007ff800b8cea5 (__TEXT,__text) external _ecvt
00007ff8400adf00 (__DATA,__bss) non-external _empty
00007ff8400adf10 (__DATA,__bss) non-external _empty
00007ff8400acd98 (__DATA,__data) non-external _end_ptr
00007ff800b3d2d8 (__TEXT,__text) external _endttyent
00007ff800b3d634 (__TEXT,__text) external _endusershell
00007ff800b84ebd (__TEXT,__text) external _environ_lock_np
00007ff8400addb0 (__DATA,__bss) non-external _environ_pointer
00007ff800b84ed3 (__TEXT,__text) external _environ_unlock_np
00007ff800b7a203 (__TEXT,__text) non-external _eofread
00007ff800b7a6cb (__TEXT,__text) non-external _eofread
00007ff800b51229 (__TEXT,__text) external _erand48
00007ff800ba2d64 (__TEXT,__text) external _err
00007ff800b51446 (__TEXT,__text) external _err_set_exit
00007ff800b51482 (__TEXT,__text) external _err_set_exit_b
00007ff800b5142a (__TEXT,__text) external _err_set_file
00007ff800ba2eed (__TEXT,__text) external _errc
00007ff800ba2f5d (__TEXT,__text) external _errx
00007ff800ba54c0 (__TEXT,__const) non-external _escape
00007ff800b514c4 (__TEXT,__text) external _execl
00007ff800b51648 (__TEXT,__text) external _execle
00007ff800b517e8 (__TEXT,__text) external _execlp
00007ff800b519b9 (__TEXT,__text) external _execv
00007ff800b519e3 (__TEXT,__text) external _execvP
00007ff800b51a1c (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff800b51969 (__TEXT,__text) external _execvp
00007ff800b84dfc (__TEXT,__text) external _exit
00007ff800b40f52 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff800b65610 (__TEXT,__text) external _f_prealloc
00007ff800b379f4 (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff800b644e2 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff800b8d08b (__TEXT,__text) external _fcvt
00007ff800b64606 (__TEXT,__text) external _fdopen
00007ff800ba1250 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff800b55c90 (__TEXT,__text) external _fdopendir
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
00007ff800b6471b (__TEXT,__text) external _feof
00007ff800b64746 (__TEXT,__text) external _feof_unlocked
00007ff800b64755 (__TEXT,__text) external _ferror
00007ff800b64780 (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff800b4b45a (__TEXT,__text) non-external _fetch_bitmap
00007ff800b3def0 (__TEXT,__text) external _fflagstostr
00007ff800b6478f (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff800b6499e (__TEXT,__text) external _fgetc
