00007ffa1837ff0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1837d2fa (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa1837d31c (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa1837c1dc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa1837c19e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa1837bd77 (__TEXT,__text) external _glGetProgramStageiv
00007ffa1837d362 (__TEXT,__text) external _glGetProgramStringARB
00007ffa1837a357 (__TEXT,__text) external _glGetProgramiv
00007ffa1837d384 (__TEXT,__text) external _glGetProgramivARB
00007ffa1837befc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa1837b841 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa1837f738 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa18379810 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa1837ddd3 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa1837b863 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa1837f75a (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa18379832 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa1837ddf5 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa183797ee (__TEXT,__text) external _glGetQueryiv
00007ffa1837ddb1 (__TEXT,__text) external _glGetQueryivARB
00007ffa1837a721 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa1837ed26 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa1837b7df (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa1837b801 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa1837b7bd (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa1837b79b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa18378a14 (__TEXT,__text) external _glGetSeparableFilter
00007ffa1837a39e (__TEXT,__text) external _glGetShaderInfoLog
00007ffa1837c000 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa1837a487 (__TEXT,__text) external _glGetShaderSource
00007ffa1837e464 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa1837a335 (__TEXT,__text) external _glGetShaderiv
00007ffa18376b99 (__TEXT,__text) external _glGetString
00007ffa1837b17b (__TEXT,__text) external _glGetStringi
00007ffa1837bc84 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa1837bc62 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa1837b4e2 (__TEXT,__text) external _glGetSynciv
00007ffa18376bb5 (__TEXT,__text) external _glGetTexEnvfv
00007ffa18376bd7 (__TEXT,__text) external _glGetTexEnviv
00007ffa18376bf9 (__TEXT,__text) external _glGetTexGendv
00007ffa18376c1b (__TEXT,__text) external _glGetTexGenfv
00007ffa18376c3d (__TEXT,__text) external _glGetTexGeniv
00007ffa18376c5f (__TEXT,__text) external _glGetTexImage
00007ffa18376c86 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa18376caa (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa1837b0b0 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa1837f657 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa1837b0d2 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa1837f679 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa1837f946 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa18376cce (__TEXT,__text) external _glGetTexParameterfv
00007ffa18376cf0 (__TEXT,__text) external _glGetTexParameteriv
00007ffa1837ab81 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa1837f092 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa1837b235 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa1837f127 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa1837b1c1 (__TEXT,__text) external _glGetUniformIndices
00007ffa1837a3e8 (__TEXT,__text) external _glGetUniformLocation
00007ffa1837e3cd (__TEXT,__text) external _glGetUniformLocationARB
00007ffa1837f145 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa1837bd55 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa1837bc40 (__TEXT,__text) external _glGetUniformdv
00007ffa1837a43d (__TEXT,__text) external _glGetUniformfv
00007ffa1837e41e (__TEXT,__text) external _glGetUniformfvARB
00007ffa1837a462 (__TEXT,__text) external _glGetUniformiv
00007ffa1837e441 (__TEXT,__text) external _glGetUniformivARB
00007ffa1837aef7 (__TEXT,__text) external _glGetUniformuiv
00007ffa1837f568 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa1837ac2b (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa1837f412 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa1837ac4d (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa1837f434 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa1837ca40 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa18379f06 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa1837d14c (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa18379ea0 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa1837d0e6 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa18379ec2 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa1837d108 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa18379ee4 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa1837d12a (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa18376d12 (__TEXT,__text) external _glHint
00007ffa18378b59 (__TEXT,__text) external _glHistogram
00007ffa18376d30 (__TEXT,__text) external _glIndexMask
00007ffa18376d4c (__TEXT,__text) external _glIndexPointer
00007ffa18376d6e (__TEXT,__text) external _glIndexd
00007ffa18376d88 (__TEXT,__text) external _glIndexdv
00007ffa18376da5 (__TEXT,__text) external _glIndexf
00007ffa18376dbf (__TEXT,__text) external _glIndexfv
00007ffa18376ddc (__TEXT,__text) external _glIndexi
00007ffa18376df8 (__TEXT,__text) external _glIndexiv
00007ffa18376e15 (__TEXT,__text) external _glIndexs
00007ffa18376e31 (__TEXT,__text) external _glIndexsv
00007ffa18376e4e (__TEXT,__text) external _glIndexub
00007ffa18376e6a (__TEXT,__text) external _glIndexubv
00007ffa18376e87 (__TEXT,__text) external _glInitNames
00007ffa1837f7c7 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa18376e9e (__TEXT,__text) external _glInterleavedArrays
00007ffa183798b0 (__TEXT,__text) external _glIsBuffer
00007ffa1837de73 (__TEXT,__text) external _glIsBufferARB
00007ffa18376ec0 (__TEXT,__text) external _glIsEnabled
00007ffa1837f6fe (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa1837aac3 (__TEXT,__text) external _glIsEnabledi
00007ffa1837f9c2 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa1837a743 (__TEXT,__text) external _glIsFramebuffer
00007ffa1837ed48 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa18376edc (__TEXT,__text) external _glIsList
00007ffa1837e6b1 (__TEXT,__text) external _glIsNamedStringARB
00007ffa1837a319 (__TEXT,__text) external _glIsProgram
00007ffa1837cc05 (__TEXT,__text) external _glIsProgramARB
00007ffa1837c182 (__TEXT,__text) external _glIsProgramPipeline
00007ffa18379798 (__TEXT,__text) external _glIsQuery
00007ffa1837dd5b (__TEXT,__text) external _glIsQueryARB
00007ffa1837a685 (__TEXT,__text) external _glIsRenderbuffer
00007ffa1837ec8a (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa1837b69a (__TEXT,__text) external _glIsSampler
00007ffa1837a2fd (__TEXT,__text) external _glIsShader
00007ffa1837b443 (__TEXT,__text) external _glIsSync
00007ffa18376ef8 (__TEXT,__text) external _glIsTexture
00007ffa1837be34 (__TEXT,__text) external _glIsTransformFeedback
00007ffa1837aa00 (__TEXT,__text) external _glIsVertexArray
00007ffa1837fb08 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa1837f858 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa1837f77c (__TEXT,__text) external _glLabelObjectEXT
00007ffa1837fd0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa18376f14 (__TEXT,__text) external _glLightModelf
00007ffa18376f30 (__TEXT,__text) external _glLightModelfv
00007ffa18376f4f (__TEXT,__text) external _glLightModeli
00007ffa18376f6d (__TEXT,__text) external _glLightModeliv
00007ffa18376f8c (__TEXT,__text) external _glLightf
00007ffa18376faa (__TEXT,__text) external _glLightfv
00007ffa18376fcc (__TEXT,__text) external _glLighti
00007ffa18376fed (__TEXT,__text) external _glLightiv
00007ffa1837700f (__TEXT,__text) external _glLineStipple
00007ffa1837702d (__TEXT,__text) external _glLineWidth
00007ffa1837a00b (__TEXT,__text) external _glLinkProgram
00007ffa1837e06e (__TEXT,__text) external _glLinkProgramARB
00007ffa18377047 (__TEXT,__text) external _glListBase
00007ffa18377063 (__TEXT,__text) external _glLoadIdentity
00007ffa1837707a (__TEXT,__text) external _glLoadMatrixd
00007ffa18377097 (__TEXT,__text) external _glLoadMatrixf
00007ffa183770b4 (__TEXT,__text) external _glLoadName
00007ffa18378ff2 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa1837d8fa (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa1837900f (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa1837d917 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa1837e7c2 (__TEXT,__text) external _glLockArraysEXT
00007ffa183770d0 (__TEXT,__text) external _glLogicOp
00007ffa183770ec (__TEXT,__text) external _glMap1d
00007ffa18377110 (__TEXT,__text) external _glMap1f
00007ffa18377134 (__TEXT,__text) external _glMap2d
00007ffa18377167 (__TEXT,__text) external _glMap2f
00007ffa1837993e (__TEXT,__text) external _glMapBuffer
00007ffa1837df01 (__TEXT,__text) external _glMapBufferARB
00007ffa1837a95d (__TEXT,__text) external _glMapBufferRange
00007ffa1837719a (__TEXT,__text) external _glMapGrid1d
00007ffa183771b6 (__TEXT,__text) external _glMapGrid1f
00007ffa183771d2 (__TEXT,__text) external _glMapGrid2d
00007ffa183771f0 (__TEXT,__text) external _glMapGrid2f
00007ffa1837f876 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa1837f89d (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa1837f8c4 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa1837f8f4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa1837720e (__TEXT,__text) external _glMaterialf
00007ffa1837722c (__TEXT,__text) external _glMaterialfv
00007ffa1837724e (__TEXT,__text) external _glMateriali
00007ffa1837726f (__TEXT,__text) external _glMaterialiv
00007ffa18377291 (__TEXT,__text) external _glMatrixMode
00007ffa1837bf20 (__TEXT,__text) external _glMinSampleShading
00007ffa1837e5a4 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa18378b7d (__TEXT,__text) external _glMinmax
00007ffa183772ad (__TEXT,__text) external _glMultMatrixd
00007ffa183772ca (__TEXT,__text) external _glMultMatrixf
00007ffa1837902c (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa1837d934 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa18379049 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa1837d951 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa1837953e (__TEXT,__text) external _glMultiDrawArrays
00007ffa1837ebe8 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa1837fb8b (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa18379564 (__TEXT,__text) external _glMultiDrawElements
00007ffa1837b3d5 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa1837ec0e (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa1837fd30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa1837fd58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa1837fbb1 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa18378c0e (__TEXT,__text) external _glMultiTexCoord1d
00007ffa1837d516 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa18378c2a (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa1837d532 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa18378c49 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa1837d551 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa18378c65 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa1837d56d (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa18378c84 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa1837d58c (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa18378ca2 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa1837d5aa (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa18378cc1 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa1837d5c9 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa18378cdf (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa1837d5e7 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa18378cfe (__TEXT,__text) external _glMultiTexCoord2d
00007ffa1837d606 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa18378d1a (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa1837d622 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa18378d39 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa1837d641 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa18378d55 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa1837d65d (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa18378d74 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa1837d67c (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa18378d95 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa1837d69d (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa18378db4 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa1837d6bc (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa18378dd5 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa1837d6dd (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa18378df4 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa1837d6fc (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa18378e10 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa1837d718 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa18378e2f (__TEXT,__text) external _glMultiTexCoord3f
00007ffa1837d737 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa18378e4b (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa1837d753 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa18378e6a (__TEXT,__text) external _glMultiTexCoord3i
00007ffa1837d772 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa18378e8e (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa1837d796 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa18378ead (__TEXT,__text) external _glMultiTexCoord3s
00007ffa1837d7b5 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa18378ed1 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa1837d7d9 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa18378ef0 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa1837d7f8 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa18378f0c (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa1837d814 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa18378f2b (__TEXT,__text) external _glMultiTexCoord4f
00007ffa1837d833 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa18378f47 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa1837d84f (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa18378f66 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa1837d86e (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa18378f8d (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa1837d895 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa18378fac (__TEXT,__text) external _glMultiTexCoord4s
00007ffa1837d8b4 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa18378fd3 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa1837d8db (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa1837e645 (__TEXT,__text) external _glNamedStringARB
00007ffa183772e7 (__TEXT,__text) external _glNewList
00007ffa18377305 (__TEXT,__text) external _glNormal3b
00007ffa18377326 (__TEXT,__text) external _glNormal3bv
00007ffa18377343 (__TEXT,__text) external _glNormal3d
00007ffa1837735d (__TEXT,__text) external _glNormal3dv
00007ffa1837737a (__TEXT,__text) external _glNormal3f
00007ffa18377394 (__TEXT,__text) external _glNormal3fv
00007ffa183773b1 (__TEXT,__text) external _glNormal3i
00007ffa183773d2 (__TEXT,__text) external _glNormal3iv
00007ffa183773ef (__TEXT,__text) external _glNormal3s
00007ffa18377410 (__TEXT,__text) external _glNormal3sv
00007ffa1837742d (__TEXT,__text) external _glNormalPointer
00007ffa1837fc6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa1837fc8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa1837744f (__TEXT,__text) external _glOrtho
00007ffa1837fdec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa1837fdf8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa1837fde6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa1837fdf2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa18377469 (__TEXT,__text) external _glPassThrough
00007ffa1837bdb9 (__TEXT,__text) external _glPatchParameterfv
00007ffa1837bd9b (__TEXT,__text) external _glPatchParameteri
00007ffa1837be50 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa18377483 (__TEXT,__text) external _glPixelMapfv
00007ffa183774a5 (__TEXT,__text) external _glPixelMapuiv
00007ffa183774c7 (__TEXT,__text) external _glPixelMapusv
00007ffa183774e9 (__TEXT,__text) external _glPixelStoref
00007ffa18377505 (__TEXT,__text) external _glPixelStorei
00007ffa18377523 (__TEXT,__text) external _glPixelTransferf
00007ffa1837753f (__TEXT,__text) external _glPixelTransferi
00007ffa1837755d (__TEXT,__text) external _glPixelZoom
00007ffa183794a2 (__TEXT,__text) external _glPointParameterf
00007ffa1837db14 (__TEXT,__text) external _glPointParameterfARB
00007ffa183794be (__TEXT,__text) external _glPointParameterfv
00007ffa1837db30 (__TEXT,__text) external _glPointParameterfvARB
00007ffa183794dd (__TEXT,__text) external _glPointParameteri
00007ffa1837fe33 (__TEXT,__text) external _glPointParameteriNV
00007ffa183794fb (__TEXT,__text) external _glPointParameteriv
00007ffa1837fe51 (__TEXT,__text) external _glPointParameterivNV
00007ffa18377577 (__TEXT,__text) external _glPointSize
00007ffa1837fcd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa18377591 (__TEXT,__text) external _glPolygonMode
00007ffa183775af (__TEXT,__text) external _glPolygonOffset
00007ffa183775c9 (__TEXT,__text) external _glPolygonStipple
00007ffa183775e6 (__TEXT,__text) external _glPopAttrib
00007ffa183775fd (__TEXT,__text) external _glPopClientAttrib
00007ffa1837f805 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa18377614 (__TEXT,__text) external _glPopMatrix
00007ffa1837762b (__TEXT,__text) external _glPopName
00007ffa1837b32c (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa18377642 (__TEXT,__text) external _glPrioritizeTextures
00007ffa1837c081 (__TEXT,__text) external _glProgramBinary
00007ffa1837d16e (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa1837d18c (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa1837d1ae (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa1837d1cc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa1837d26e (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa1837d1ee (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa1837d20c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa1837d22e (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa1837d24c (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa1837d292 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa1837c0a6 (__TEXT,__text) external _glProgramParameteri
00007ffa1837ef3b (__TEXT,__text) external _glProgramParameteriEXT
00007ffa1837d33e (__TEXT,__text) external _glProgramStringARB
00007ffa1837c6c6 (__TEXT,__text) external _glProgramUniform1d
00007ffa1837c73e (__TEXT,__text) external _glProgramUniform1dv
00007ffa1837c2a0 (__TEXT,__text) external _glProgramUniform1f
00007ffa1837c3a8 (__TEXT,__text) external _glProgramUniform1fv
00007ffa1837c201 (__TEXT,__text) external _glProgramUniform1i
00007ffa1837c318 (__TEXT,__text) external _glProgramUniform1iv
00007ffa1837c4ad (__TEXT,__text) external _glProgramUniform1ui
00007ffa1837c54c (__TEXT,__text) external _glProgramUniform1uiv
00007ffa1837c6e4 (__TEXT,__text) external _glProgramUniform2d
00007ffa1837c762 (__TEXT,__text) external _glProgramUniform2dv
00007ffa1837c2be (__TEXT,__text) external _glProgramUniform2f
00007ffa1837c3cc (__TEXT,__text) external _glProgramUniform2fv
00007ffa1837c222 (__TEXT,__text) external _glProgramUniform2i
00007ffa1837c33c (__TEXT,__text) external _glProgramUniform2iv
00007ffa1837c4ce (__TEXT,__text) external _glProgramUniform2ui
00007ffa1837c570 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa1837c702 (__TEXT,__text) external _glProgramUniform3d
00007ffa1837c786 (__TEXT,__text) external _glProgramUniform3dv
00007ffa1837c2dc (__TEXT,__text) external _glProgramUniform3f
00007ffa1837c3f0 (__TEXT,__text) external _glProgramUniform3fv
00007ffa1837c246 (__TEXT,__text) external _glProgramUniform3i
00007ffa1837c360 (__TEXT,__text) external _glProgramUniform3iv
00007ffa1837c4f2 (__TEXT,__text) external _glProgramUniform3ui
00007ffa1837c594 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa1837c720 (__TEXT,__text) external _glProgramUniform4d
00007ffa1837c7aa (__TEXT,__text) external _glProgramUniform4dv
00007ffa1837c2fa (__TEXT,__text) external _glProgramUniform4f
00007ffa1837c414 (__TEXT,__text) external _glProgramUniform4fv
00007ffa1837c26d (__TEXT,__text) external _glProgramUniform4i
00007ffa1837c384 (__TEXT,__text) external _glProgramUniform4iv
00007ffa1837c519 (__TEXT,__text) external _glProgramUniform4ui
00007ffa1837c5b8 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa1837c7ce (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa1837c438 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa1837c843 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa1837c5dc (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa1837c891 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa1837c62a (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa1837c7f5 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa1837c45f (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa1837c86a (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa1837c603 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa1837c8df (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa1837c678 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa1837c81c (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa1837c486 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa1837c8b8 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa1837c651 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa1837c906 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa1837c69f (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa1837b409 (__TEXT,__text) external _glProvokingVertex
00007ffa1837f71c (__TEXT,__text) external _glProvokingVertexEXT
00007ffa18377665 (__TEXT,__text) external _glPushAttrib
00007ffa18377681 (__TEXT,__text) external _glPushClientAttrib
00007ffa1837f7e6 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa1837769d (__TEXT,__text) external _glPushMatrix
00007ffa183776b4 (__TEXT,__text) external _glPushName
00007ffa1837b823 (__TEXT,__text) external _glQueryCounter
00007ffa183776d0 (__TEXT,__text) external _glRasterPos2d
00007ffa183776ea (__TEXT,__text) external _glRasterPos2dv
00007ffa18377707 (__TEXT,__text) external _glRasterPos2f
00007ffa18377721 (__TEXT,__text) external _glRasterPos2fv
00007ffa1837773e (__TEXT,__text) external _glRasterPos2i
00007ffa1837775c (__TEXT,__text) external _glRasterPos2iv
00007ffa18377779 (__TEXT,__text) external _glRasterPos2s
00007ffa18377797 (__TEXT,__text) external _glRasterPos2sv
00007ffa183777b4 (__TEXT,__text) external _glRasterPos3d
00007ffa183777ce (__TEXT,__text) external _glRasterPos3dv
00007ffa183777eb (__TEXT,__text) external _glRasterPos3f
00007ffa18377805 (__TEXT,__text) external _glRasterPos3fv
00007ffa18377822 (__TEXT,__text) external _glRasterPos3i
00007ffa18377843 (__TEXT,__text) external _glRasterPos3iv
00007ffa18377860 (__TEXT,__text) external _glRasterPos3s
00007ffa18377881 (__TEXT,__text) external _glRasterPos3sv
00007ffa1837789e (__TEXT,__text) external _glRasterPos4d
00007ffa183778b8 (__TEXT,__text) external _glRasterPos4dv
00007ffa183778d5 (__TEXT,__text) external _glRasterPos4f
00007ffa183778ef (__TEXT,__text) external _glRasterPos4fv
00007ffa1837790c (__TEXT,__text) external _glRasterPos4i
00007ffa18377930 (__TEXT,__text) external _glRasterPos4iv
00007ffa1837794d (__TEXT,__text) external _glRasterPos4s
00007ffa18377971 (__TEXT,__text) external _glRasterPos4sv
00007ffa1837798e (__TEXT,__text) external _glReadBuffer
00007ffa183779aa (__TEXT,__text) external _glReadPixels
00007ffa183779da (__TEXT,__text) external _glRectd
00007ffa183779f4 (__TEXT,__text) external _glRectdv
00007ffa18377a14 (__TEXT,__text) external _glRectf
00007ffa18377a2e (__TEXT,__text) external _glRectfv
00007ffa18377a4e (__TEXT,__text) external _glRecti
00007ffa18377a72 (__TEXT,__text) external _glRectiv
00007ffa18377a92 (__TEXT,__text) external _glRects
00007ffa18377ab6 (__TEXT,__text) external _glRectsv
00007ffa1837bfc1 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa18377ad6 (__TEXT,__text) external _glRenderMode
00007ffa1837a6fd (__TEXT,__text) external _glRenderbufferStorage
00007ffa1837ed02 (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffa1837a90f (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffa1837ef14 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffa18378b9e (__TEXT,__text) external _glResetHistogram
00007ffa18378bba (__TEXT,__text) external _glResetMinmax
00007ffa1837be67 (__TEXT,__text) external _glResumeTransformFeedback
00007ffa18377af2 (__TEXT,__text) external _glRotated
00007ffa18377b0c (__TEXT,__text) external _glRotatef
