00007fff6bef4f0a (__TEXT,__text) external _CGLGetCurrentContext
00007fff6bef22d8 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007fff6beef3c3 (__TEXT,__text) external _glGetProgramInfoLog
00007fff6bef22fa (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007fff6bef231c (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007fff6bef11dc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007fff6bef119e (__TEXT,__text) external _glGetProgramPipelineiv
00007fff6bef0d77 (__TEXT,__text) external _glGetProgramStageiv
00007fff6bef2362 (__TEXT,__text) external _glGetProgramStringARB
00007fff6beef357 (__TEXT,__text) external _glGetProgramiv
00007fff6bef2384 (__TEXT,__text) external _glGetProgramivARB
00007fff6bef0efc (__TEXT,__text) external _glGetQueryIndexediv
00007fff6bef0841 (__TEXT,__text) external _glGetQueryObjecti64v
00007fff6bef4738 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007fff6beee810 (__TEXT,__text) external _glGetQueryObjectiv
00007fff6bef2dd3 (__TEXT,__text) external _glGetQueryObjectivARB
00007fff6bef0863 (__TEXT,__text) external _glGetQueryObjectui64v
00007fff6bef475a (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007fff6beee832 (__TEXT,__text) external _glGetQueryObjectuiv
00007fff6bef2df5 (__TEXT,__text) external _glGetQueryObjectuivARB
00007fff6beee7ee (__TEXT,__text) external _glGetQueryiv
00007fff6bef2db1 (__TEXT,__text) external _glGetQueryivARB
00007fff6beef721 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007fff6bef3d26 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007fff6bef07df (__TEXT,__text) external _glGetSamplerParameterIiv
00007fff6bef0801 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007fff6bef07bd (__TEXT,__text) external _glGetSamplerParameterfv
00007fff6bef079b (__TEXT,__text) external _glGetSamplerParameteriv
00007fff6beeda19 (__TEXT,__text) external _glGetSeparableFilter
00007fff6beef39e (__TEXT,__text) external _glGetShaderInfoLog
00007fff6bef1000 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007fff6beef487 (__TEXT,__text) external _glGetShaderSource
00007fff6bef3464 (__TEXT,__text) external _glGetShaderSourceARB
00007fff6beef335 (__TEXT,__text) external _glGetShaderiv
00007fff6beebb9e (__TEXT,__text) external _glGetString
00007fff6bef017b (__TEXT,__text) external _glGetStringi
00007fff6bef0c84 (__TEXT,__text) external _glGetSubroutineIndex
00007fff6bef0c62 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007fff6bef04e2 (__TEXT,__text) external _glGetSynciv
00007fff6beebbba (__TEXT,__text) external _glGetTexEnvfv
00007fff6beebbdc (__TEXT,__text) external _glGetTexEnviv
00007fff6beebbfe (__TEXT,__text) external _glGetTexGendv
00007fff6beebc20 (__TEXT,__text) external _glGetTexGenfv
00007fff6beebc42 (__TEXT,__text) external _glGetTexGeniv
00007fff6beebc64 (__TEXT,__text) external _glGetTexImage
00007fff6beebc8b (__TEXT,__text) external _glGetTexLevelParameterfv
00007fff6beebcaf (__TEXT,__text) external _glGetTexLevelParameteriv
00007fff6bef00b0 (__TEXT,__text) external _glGetTexParameterIiv
00007fff6bef4657 (__TEXT,__text) external _glGetTexParameterIivEXT
00007fff6bef00d2 (__TEXT,__text) external _glGetTexParameterIuiv
00007fff6bef4679 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007fff6bef4946 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007fff6beebcd3 (__TEXT,__text) external _glGetTexParameterfv
00007fff6beebcf5 (__TEXT,__text) external _glGetTexParameteriv
00007fff6beefb81 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007fff6bef4092 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007fff6bef0235 (__TEXT,__text) external _glGetUniformBlockIndex
00007fff6bef4127 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007fff6bef01c1 (__TEXT,__text) external _glGetUniformIndices
00007fff6beef3e8 (__TEXT,__text) external _glGetUniformLocation
00007fff6bef33cd (__TEXT,__text) external _glGetUniformLocationARB
00007fff6bef4145 (__TEXT,__text) external _glGetUniformOffsetEXT
00007fff6bef0d55 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007fff6bef0c40 (__TEXT,__text) external _glGetUniformdv
00007fff6beef43d (__TEXT,__text) external _glGetUniformfv
00007fff6bef341e (__TEXT,__text) external _glGetUniformfvARB
00007fff6beef462 (__TEXT,__text) external _glGetUniformiv
00007fff6bef3441 (__TEXT,__text) external _glGetUniformivARB
00007fff6beefef7 (__TEXT,__text) external _glGetUniformuiv
00007fff6bef4568 (__TEXT,__text) external _glGetUniformuivEXT
00007fff6beefc2b (__TEXT,__text) external _glGetVertexAttribIiv
00007fff6bef4412 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007fff6beefc4d (__TEXT,__text) external _glGetVertexAttribIuiv
00007fff6bef4434 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007fff6bef1a40 (__TEXT,__text) external _glGetVertexAttribLdv
00007fff6beeef06 (__TEXT,__text) external _glGetVertexAttribPointerv
00007fff6bef214c (__TEXT,__text) external _glGetVertexAttribPointervARB
00007fff6beeeea0 (__TEXT,__text) external _glGetVertexAttribdv
00007fff6bef20e6 (__TEXT,__text) external _glGetVertexAttribdvARB
00007fff6beeeec2 (__TEXT,__text) external _glGetVertexAttribfv
00007fff6bef2108 (__TEXT,__text) external _glGetVertexAttribfvARB
00007fff6beeeee4 (__TEXT,__text) external _glGetVertexAttribiv
00007fff6bef212a (__TEXT,__text) external _glGetVertexAttribivARB
00007fff6beebd17 (__TEXT,__text) external _glHint
00007fff6beedb59 (__TEXT,__text) external _glHistogram
00007fff6beebd35 (__TEXT,__text) external _glIndexMask
00007fff6beebd51 (__TEXT,__text) external _glIndexPointer
00007fff6beebd73 (__TEXT,__text) external _glIndexd
00007fff6beebd8d (__TEXT,__text) external _glIndexdv
00007fff6beebdaa (__TEXT,__text) external _glIndexf
00007fff6beebdc4 (__TEXT,__text) external _glIndexfv
00007fff6beebde1 (__TEXT,__text) external _glIndexi
00007fff6beebdfd (__TEXT,__text) external _glIndexiv
00007fff6beebe1a (__TEXT,__text) external _glIndexs
00007fff6beebe36 (__TEXT,__text) external _glIndexsv
00007fff6beebe53 (__TEXT,__text) external _glIndexub
00007fff6beebe6f (__TEXT,__text) external _glIndexubv
00007fff6beebe8c (__TEXT,__text) external _glInitNames
00007fff6bef47c7 (__TEXT,__text) external _glInsertEventMarkerEXT
00007fff6beebea3 (__TEXT,__text) external _glInterleavedArrays
00007fff6beee8b0 (__TEXT,__text) external _glIsBuffer
00007fff6bef2e73 (__TEXT,__text) external _glIsBufferARB
00007fff6beebec5 (__TEXT,__text) external _glIsEnabled
00007fff6bef46fe (__TEXT,__text) external _glIsEnabledIndexedEXT
00007fff6beefac3 (__TEXT,__text) external _glIsEnabledi
00007fff6bef49c2 (__TEXT,__text) external _glIsFenceAPPLE
00007fff6beef743 (__TEXT,__text) external _glIsFramebuffer
00007fff6bef3d48 (__TEXT,__text) external _glIsFramebufferEXT
00007fff6beebee1 (__TEXT,__text) external _glIsList
00007fff6bef36b1 (__TEXT,__text) external _glIsNamedStringARB
00007fff6beef319 (__TEXT,__text) external _glIsProgram
00007fff6bef1c05 (__TEXT,__text) external _glIsProgramARB
00007fff6bef1182 (__TEXT,__text) external _glIsProgramPipeline
00007fff6beee798 (__TEXT,__text) external _glIsQuery
00007fff6bef2d5b (__TEXT,__text) external _glIsQueryARB
00007fff6beef685 (__TEXT,__text) external _glIsRenderbuffer
00007fff6bef3c8a (__TEXT,__text) external _glIsRenderbufferEXT
00007fff6bef069a (__TEXT,__text) external _glIsSampler
00007fff6beef2fd (__TEXT,__text) external _glIsShader
00007fff6bef0443 (__TEXT,__text) external _glIsSync
00007fff6beebefd (__TEXT,__text) external _glIsTexture
00007fff6bef0e34 (__TEXT,__text) external _glIsTransformFeedback
00007fff6beefa00 (__TEXT,__text) external _glIsVertexArray
00007fff6bef4b08 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007fff6bef4858 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007fff6bef477c (__TEXT,__text) external _glLabelObjectEXT
00007fff6bef4d0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007fff6beebf19 (__TEXT,__text) external _glLightModelf
00007fff6beebf35 (__TEXT,__text) external _glLightModelfv
00007fff6beebf54 (__TEXT,__text) external _glLightModeli
00007fff6beebf72 (__TEXT,__text) external _glLightModeliv
00007fff6beebf91 (__TEXT,__text) external _glLightf
00007fff6beebfaf (__TEXT,__text) external _glLightfv
00007fff6beebfd1 (__TEXT,__text) external _glLighti
00007fff6beebff2 (__TEXT,__text) external _glLightiv
00007fff6beec014 (__TEXT,__text) external _glLineStipple
00007fff6beec032 (__TEXT,__text) external _glLineWidth
00007fff6beef00b (__TEXT,__text) external _glLinkProgram
00007fff6bef306e (__TEXT,__text) external _glLinkProgramARB
00007fff6beec04c (__TEXT,__text) external _glListBase
00007fff6beec068 (__TEXT,__text) external _glLoadIdentity
00007fff6beec07f (__TEXT,__text) external _glLoadMatrixd
00007fff6beec09c (__TEXT,__text) external _glLoadMatrixf
00007fff6beec0b9 (__TEXT,__text) external _glLoadName
00007fff6beedff2 (__TEXT,__text) external _glLoadTransposeMatrixd
00007fff6bef28fa (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007fff6beee00f (__TEXT,__text) external _glLoadTransposeMatrixf
00007fff6bef2917 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007fff6bef37c2 (__TEXT,__text) external _glLockArraysEXT
00007fff6beec0d5 (__TEXT,__text) external _glLogicOp
00007fff6beec0f1 (__TEXT,__text) external _glMap1d
00007fff6beec115 (__TEXT,__text) external _glMap1f
00007fff6beec139 (__TEXT,__text) external _glMap2d
00007fff6beec16c (__TEXT,__text) external _glMap2f
00007fff6beee93e (__TEXT,__text) external _glMapBuffer
00007fff6bef2f01 (__TEXT,__text) external _glMapBufferARB
00007fff6beef95d (__TEXT,__text) external _glMapBufferRange
00007fff6beec19f (__TEXT,__text) external _glMapGrid1d
00007fff6beec1bb (__TEXT,__text) external _glMapGrid1f
00007fff6beec1d7 (__TEXT,__text) external _glMapGrid2d
00007fff6beec1f5 (__TEXT,__text) external _glMapGrid2f
00007fff6bef4876 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007fff6bef489d (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007fff6bef48c4 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007fff6bef48f4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007fff6beec213 (__TEXT,__text) external _glMaterialf
00007fff6beec231 (__TEXT,__text) external _glMaterialfv
00007fff6beec253 (__TEXT,__text) external _glMateriali
00007fff6beec274 (__TEXT,__text) external _glMaterialiv
00007fff6beec296 (__TEXT,__text) external _glMatrixMode
00007fff6bef0f20 (__TEXT,__text) external _glMinSampleShading
00007fff6bef35a4 (__TEXT,__text) external _glMinSampleShadingARB
00007fff6beedb7d (__TEXT,__text) external _glMinmax
00007fff6beec2b2 (__TEXT,__text) external _glMultMatrixd
00007fff6beec2cf (__TEXT,__text) external _glMultMatrixf
00007fff6beee02c (__TEXT,__text) external _glMultTransposeMatrixd
00007fff6bef2934 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007fff6beee049 (__TEXT,__text) external _glMultTransposeMatrixf
00007fff6bef2951 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007fff6beee53e (__TEXT,__text) external _glMultiDrawArrays
00007fff6bef3be8 (__TEXT,__text) external _glMultiDrawArraysEXT
00007fff6bef4b8b (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007fff6beee564 (__TEXT,__text) external _glMultiDrawElements
00007fff6bef03d5 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007fff6bef3c0e (__TEXT,__text) external _glMultiDrawElementsEXT
00007fff6bef4d30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007fff6bef4d58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007fff6bef4bb1 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007fff6beedc0e (__TEXT,__text) external _glMultiTexCoord1d
00007fff6bef2516 (__TEXT,__text) external _glMultiTexCoord1dARB
00007fff6beedc2a (__TEXT,__text) external _glMultiTexCoord1dv
00007fff6bef2532 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007fff6beedc49 (__TEXT,__text) external _glMultiTexCoord1f
00007fff6bef2551 (__TEXT,__text) external _glMultiTexCoord1fARB
00007fff6beedc65 (__TEXT,__text) external _glMultiTexCoord1fv
00007fff6bef256d (__TEXT,__text) external _glMultiTexCoord1fvARB
00007fff6beedc84 (__TEXT,__text) external _glMultiTexCoord1i
00007fff6bef258c (__TEXT,__text) external _glMultiTexCoord1iARB
00007fff6beedca2 (__TEXT,__text) external _glMultiTexCoord1iv
00007fff6bef25aa (__TEXT,__text) external _glMultiTexCoord1ivARB
00007fff6beedcc1 (__TEXT,__text) external _glMultiTexCoord1s
00007fff6bef25c9 (__TEXT,__text) external _glMultiTexCoord1sARB
00007fff6beedcdf (__TEXT,__text) external _glMultiTexCoord1sv
00007fff6bef25e7 (__TEXT,__text) external _glMultiTexCoord1svARB
00007fff6beedcfe (__TEXT,__text) external _glMultiTexCoord2d
00007fff6bef2606 (__TEXT,__text) external _glMultiTexCoord2dARB
00007fff6beedd1a (__TEXT,__text) external _glMultiTexCoord2dv
00007fff6bef2622 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007fff6beedd39 (__TEXT,__text) external _glMultiTexCoord2f
00007fff6bef2641 (__TEXT,__text) external _glMultiTexCoord2fARB
00007fff6beedd55 (__TEXT,__text) external _glMultiTexCoord2fv
00007fff6bef265d (__TEXT,__text) external _glMultiTexCoord2fvARB
00007fff6beedd74 (__TEXT,__text) external _glMultiTexCoord2i
00007fff6bef267c (__TEXT,__text) external _glMultiTexCoord2iARB
00007fff6beedd95 (__TEXT,__text) external _glMultiTexCoord2iv
00007fff6bef269d (__TEXT,__text) external _glMultiTexCoord2ivARB
00007fff6beeddb4 (__TEXT,__text) external _glMultiTexCoord2s
00007fff6bef26bc (__TEXT,__text) external _glMultiTexCoord2sARB
00007fff6beeddd5 (__TEXT,__text) external _glMultiTexCoord2sv
00007fff6bef26dd (__TEXT,__text) external _glMultiTexCoord2svARB
00007fff6beeddf4 (__TEXT,__text) external _glMultiTexCoord3d
00007fff6bef26fc (__TEXT,__text) external _glMultiTexCoord3dARB
00007fff6beede10 (__TEXT,__text) external _glMultiTexCoord3dv
00007fff6bef2718 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007fff6beede2f (__TEXT,__text) external _glMultiTexCoord3f
00007fff6bef2737 (__TEXT,__text) external _glMultiTexCoord3fARB
00007fff6beede4b (__TEXT,__text) external _glMultiTexCoord3fv
00007fff6bef2753 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007fff6beede6a (__TEXT,__text) external _glMultiTexCoord3i
00007fff6bef2772 (__TEXT,__text) external _glMultiTexCoord3iARB
00007fff6beede8e (__TEXT,__text) external _glMultiTexCoord3iv
00007fff6bef2796 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007fff6beedead (__TEXT,__text) external _glMultiTexCoord3s
00007fff6bef27b5 (__TEXT,__text) external _glMultiTexCoord3sARB
00007fff6beeded1 (__TEXT,__text) external _glMultiTexCoord3sv
00007fff6bef27d9 (__TEXT,__text) external _glMultiTexCoord3svARB
00007fff6beedef0 (__TEXT,__text) external _glMultiTexCoord4d
00007fff6bef27f8 (__TEXT,__text) external _glMultiTexCoord4dARB
00007fff6beedf0c (__TEXT,__text) external _glMultiTexCoord4dv
00007fff6bef2814 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007fff6beedf2b (__TEXT,__text) external _glMultiTexCoord4f
00007fff6bef2833 (__TEXT,__text) external _glMultiTexCoord4fARB
00007fff6beedf47 (__TEXT,__text) external _glMultiTexCoord4fv
00007fff6bef284f (__TEXT,__text) external _glMultiTexCoord4fvARB
00007fff6beedf66 (__TEXT,__text) external _glMultiTexCoord4i
00007fff6bef286e (__TEXT,__text) external _glMultiTexCoord4iARB
00007fff6beedf8d (__TEXT,__text) external _glMultiTexCoord4iv
00007fff6bef2895 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007fff6beedfac (__TEXT,__text) external _glMultiTexCoord4s
00007fff6bef28b4 (__TEXT,__text) external _glMultiTexCoord4sARB
00007fff6beedfd3 (__TEXT,__text) external _glMultiTexCoord4sv
00007fff6bef28db (__TEXT,__text) external _glMultiTexCoord4svARB
00007fff6bef3645 (__TEXT,__text) external _glNamedStringARB
00007fff6beec2ec (__TEXT,__text) external _glNewList
00007fff6beec30a (__TEXT,__text) external _glNormal3b
00007fff6beec32b (__TEXT,__text) external _glNormal3bv
00007fff6beec348 (__TEXT,__text) external _glNormal3d
00007fff6beec362 (__TEXT,__text) external _glNormal3dv
00007fff6beec37f (__TEXT,__text) external _glNormal3f
00007fff6beec399 (__TEXT,__text) external _glNormal3fv
00007fff6beec3b6 (__TEXT,__text) external _glNormal3i
00007fff6beec3d7 (__TEXT,__text) external _glNormal3iv
00007fff6beec3f4 (__TEXT,__text) external _glNormal3s
00007fff6beec415 (__TEXT,__text) external _glNormal3sv
00007fff6beec432 (__TEXT,__text) external _glNormalPointer
00007fff6bef4c6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007fff6bef4c8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007fff6beec454 (__TEXT,__text) external _glOrtho
00007fff6bef4dec (__TEXT,__text) external _glPNTrianglesfATI
00007fff6bef4df8 (__TEXT,__text) external _glPNTrianglesfATIX
00007fff6bef4de6 (__TEXT,__text) external _glPNTrianglesiATI
00007fff6bef4df2 (__TEXT,__text) external _glPNTrianglesiATIX
00007fff6beec46e (__TEXT,__text) external _glPassThrough
00007fff6bef0db9 (__TEXT,__text) external _glPatchParameterfv
00007fff6bef0d9b (__TEXT,__text) external _glPatchParameteri
00007fff6bef0e50 (__TEXT,__text) external _glPauseTransformFeedback
00007fff6beec488 (__TEXT,__text) external _glPixelMapfv
00007fff6beec4aa (__TEXT,__text) external _glPixelMapuiv
00007fff6beec4cc (__TEXT,__text) external _glPixelMapusv
00007fff6beec4ee (__TEXT,__text) external _glPixelStoref
00007fff6beec50a (__TEXT,__text) external _glPixelStorei
00007fff6beec528 (__TEXT,__text) external _glPixelTransferf
00007fff6beec544 (__TEXT,__text) external _glPixelTransferi
00007fff6beec562 (__TEXT,__text) external _glPixelZoom
00007fff6beee4a2 (__TEXT,__text) external _glPointParameterf
00007fff6bef2b14 (__TEXT,__text) external _glPointParameterfARB
00007fff6beee4be (__TEXT,__text) external _glPointParameterfv
00007fff6bef2b30 (__TEXT,__text) external _glPointParameterfvARB
00007fff6beee4dd (__TEXT,__text) external _glPointParameteri
00007fff6bef4e33 (__TEXT,__text) external _glPointParameteriNV
00007fff6beee4fb (__TEXT,__text) external _glPointParameteriv
00007fff6bef4e51 (__TEXT,__text) external _glPointParameterivNV
00007fff6beec57c (__TEXT,__text) external _glPointSize
00007fff6bef4cd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007fff6beec596 (__TEXT,__text) external _glPolygonMode
00007fff6beec5b4 (__TEXT,__text) external _glPolygonOffset
00007fff6beec5ce (__TEXT,__text) external _glPolygonStipple
00007fff6beec5eb (__TEXT,__text) external _glPopAttrib
00007fff6beec602 (__TEXT,__text) external _glPopClientAttrib
00007fff6bef4805 (__TEXT,__text) external _glPopGroupMarkerEXT
00007fff6beec619 (__TEXT,__text) external _glPopMatrix
00007fff6beec630 (__TEXT,__text) external _glPopName
00007fff6bef032c (__TEXT,__text) external _glPrimitiveRestartIndex
00007fff6beec647 (__TEXT,__text) external _glPrioritizeTextures
00007fff6bef1081 (__TEXT,__text) external _glProgramBinary
00007fff6bef216e (__TEXT,__text) external _glProgramEnvParameter4dARB
00007fff6bef218c (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007fff6bef21ae (__TEXT,__text) external _glProgramEnvParameter4fARB
00007fff6bef21cc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007fff6bef226e (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007fff6bef21ee (__TEXT,__text) external _glProgramLocalParameter4dARB
00007fff6bef220c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007fff6bef222e (__TEXT,__text) external _glProgramLocalParameter4fARB
00007fff6bef224c (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007fff6bef2292 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007fff6bef10a6 (__TEXT,__text) external _glProgramParameteri
00007fff6bef3f3b (__TEXT,__text) external _glProgramParameteriEXT
00007fff6bef233e (__TEXT,__text) external _glProgramStringARB
00007fff6bef16c6 (__TEXT,__text) external _glProgramUniform1d
00007fff6bef173e (__TEXT,__text) external _glProgramUniform1dv
00007fff6bef12a0 (__TEXT,__text) external _glProgramUniform1f
00007fff6bef13a8 (__TEXT,__text) external _glProgramUniform1fv
00007fff6bef1201 (__TEXT,__text) external _glProgramUniform1i
00007fff6bef1318 (__TEXT,__text) external _glProgramUniform1iv
00007fff6bef14ad (__TEXT,__text) external _glProgramUniform1ui
00007fff6bef154c (__TEXT,__text) external _glProgramUniform1uiv
00007fff6bef16e4 (__TEXT,__text) external _glProgramUniform2d
00007fff6bef1762 (__TEXT,__text) external _glProgramUniform2dv
00007fff6bef12be (__TEXT,__text) external _glProgramUniform2f
00007fff6bef13cc (__TEXT,__text) external _glProgramUniform2fv
00007fff6bef1222 (__TEXT,__text) external _glProgramUniform2i
00007fff6bef133c (__TEXT,__text) external _glProgramUniform2iv
00007fff6bef14ce (__TEXT,__text) external _glProgramUniform2ui
00007fff6bef1570 (__TEXT,__text) external _glProgramUniform2uiv
00007fff6bef1702 (__TEXT,__text) external _glProgramUniform3d
00007fff6bef1786 (__TEXT,__text) external _glProgramUniform3dv
00007fff6bef12dc (__TEXT,__text) external _glProgramUniform3f
00007fff6bef13f0 (__TEXT,__text) external _glProgramUniform3fv
00007fff6bef1246 (__TEXT,__text) external _glProgramUniform3i
00007fff6bef1360 (__TEXT,__text) external _glProgramUniform3iv
00007fff6bef14f2 (__TEXT,__text) external _glProgramUniform3ui
00007fff6bef1594 (__TEXT,__text) external _glProgramUniform3uiv
00007fff6bef1720 (__TEXT,__text) external _glProgramUniform4d
00007fff6bef17aa (__TEXT,__text) external _glProgramUniform4dv
00007fff6bef12fa (__TEXT,__text) external _glProgramUniform4f
00007fff6bef1414 (__TEXT,__text) external _glProgramUniform4fv
00007fff6bef126d (__TEXT,__text) external _glProgramUniform4i
00007fff6bef1384 (__TEXT,__text) external _glProgramUniform4iv
00007fff6bef1519 (__TEXT,__text) external _glProgramUniform4ui
00007fff6bef15b8 (__TEXT,__text) external _glProgramUniform4uiv
00007fff6bef17ce (__TEXT,__text) external _glProgramUniformMatrix2dv
00007fff6bef1438 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007fff6bef1843 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007fff6bef15dc (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007fff6bef1891 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007fff6bef162a (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007fff6bef17f5 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007fff6bef145f (__TEXT,__text) external _glProgramUniformMatrix3fv
00007fff6bef186a (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007fff6bef1603 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007fff6bef18df (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007fff6bef1678 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007fff6bef181c (__TEXT,__text) external _glProgramUniformMatrix4dv
00007fff6bef1486 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007fff6bef18b8 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007fff6bef1651 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007fff6bef1906 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007fff6bef169f (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007fff6bef0409 (__TEXT,__text) external _glProvokingVertex
00007fff6bef471c (__TEXT,__text) external _glProvokingVertexEXT
00007fff6beec66a (__TEXT,__text) external _glPushAttrib
00007fff6beec686 (__TEXT,__text) external _glPushClientAttrib
00007fff6bef47e6 (__TEXT,__text) external _glPushGroupMarkerEXT
00007fff6beec6a2 (__TEXT,__text) external _glPushMatrix
00007fff6beec6b9 (__TEXT,__text) external _glPushName
00007fff6bef0823 (__TEXT,__text) external _glQueryCounter
00007fff6beec6d5 (__TEXT,__text) external _glRasterPos2d
00007fff6beec6ef (__TEXT,__text) external _glRasterPos2dv
00007fff6beec70c (__TEXT,__text) external _glRasterPos2f
00007fff6beec726 (__TEXT,__text) external _glRasterPos2fv
00007fff6beec743 (__TEXT,__text) external _glRasterPos2i
00007fff6beec761 (__TEXT,__text) external _glRasterPos2iv
00007fff6beec77e (__TEXT,__text) external _glRasterPos2s
00007fff6beec79c (__TEXT,__text) external _glRasterPos2sv
00007fff6beec7b9 (__TEXT,__text) external _glRasterPos3d
00007fff6beec7d3 (__TEXT,__text) external _glRasterPos3dv
00007fff6beec7f0 (__TEXT,__text) external _glRasterPos3f
00007fff6beec80a (__TEXT,__text) external _glRasterPos3fv
00007fff6beec827 (__TEXT,__text) external _glRasterPos3i
00007fff6beec848 (__TEXT,__text) external _glRasterPos3iv
00007fff6beec865 (__TEXT,__text) external _glRasterPos3s
00007fff6beec886 (__TEXT,__text) external _glRasterPos3sv
00007fff6beec8a3 (__TEXT,__text) external _glRasterPos4d
00007fff6beec8bd (__TEXT,__text) external _glRasterPos4dv
00007fff6beec8da (__TEXT,__text) external _glRasterPos4f
00007fff6beec8f4 (__TEXT,__text) external _glRasterPos4fv
00007fff6beec911 (__TEXT,__text) external _glRasterPos4i
00007fff6beec935 (__TEXT,__text) external _glRasterPos4iv
00007fff6beec952 (__TEXT,__text) external _glRasterPos4s
00007fff6beec976 (__TEXT,__text) external _glRasterPos4sv
00007fff6beec993 (__TEXT,__text) external _glReadBuffer
00007fff6beec9af (__TEXT,__text) external _glReadPixels
00007fff6beec9df (__TEXT,__text) external _glRectd
00007fff6beec9f9 (__TEXT,__text) external _glRectdv
00007fff6beeca19 (__TEXT,__text) external _glRectf
00007fff6beeca33 (__TEXT,__text) external _glRectfv
00007fff6beeca53 (__TEXT,__text) external _glRecti
00007fff6beeca77 (__TEXT,__text) external _glRectiv
00007fff6beeca97 (__TEXT,__text) external _glRects
00007fff6beecabb (__TEXT,__text) external _glRectsv
00007fff6bef0fc1 (__TEXT,__text) external _glReleaseShaderCompiler
00007fff6beecadb (__TEXT,__text) external _glRenderMode
00007fff6beef6fd (__TEXT,__text) external _glRenderbufferStorage
00007fff6bef3d02 (__TEXT,__text) external _glRenderbufferStorageEXT
00007fff6beef90f (__TEXT,__text) external _glRenderbufferStorageMultisample
00007fff6bef3f14 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007fff6beedb9e (__TEXT,__text) external _glResetHistogram
00007fff6beedbba (__TEXT,__text) external _glResetMinmax
00007fff6bef0e67 (__TEXT,__text) external _glResumeTransformFeedback
00007fff6beecaf7 (__TEXT,__text) external _glRotated
00007fff6beecb11 (__TEXT,__text) external _glRotatef
