                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00007ff802eb62fb (__TEXT,__text) non-external _LI_get_thread_info
00007ff802ec0ad1 (__TEXT,__text) non-external _cache_fs_all
00007ff802ec3038 (__TEXT,__text) non-external _cache_fs_byfile
00007ff802ec301e (__TEXT,__text) non-external _cache_fs_byspec
00007ff802ec2ee8 (__TEXT,__text) non-external _cache_group_all
00007ff802eb69e7 (__TEXT,__text) non-external _cache_group_bygid
00007ff802ebb09e (__TEXT,__text) non-external _cache_group_byname
00007ff802ec2ef7 (__TEXT,__text) non-external _cache_grouplist
00007ff802ec2f3a (__TEXT,__text) non-external _cache_host_all
00007ff802ebfa0f (__TEXT,__text) non-external _cache_host_byaddr
00007ff802ebe50f (__TEXT,__text) non-external _cache_host_byname
00007ff8438ae938 (__DATA,__bss) non-external _cache_lock
00007ff802ec3086 (__TEXT,__text) non-external _cache_mac_all
00007ff802ec306c (__TEXT,__text) non-external _cache_mac_bymac
00007ff802ec3052 (__TEXT,__text) non-external _cache_mac_byname
00007ff802ec3095 (__TEXT,__text) non-external _cache_nameinfo
00007ff802ec2f7c (__TEXT,__text) non-external _cache_network_all
00007ff802ec2f63 (__TEXT,__text) non-external _cache_network_byaddr
00007ff802ec2f49 (__TEXT,__text) non-external _cache_network_byname
00007ff802ec2fcd (__TEXT,__text) non-external _cache_protocol_all
00007ff802ec2f9a (__TEXT,__text) non-external _cache_protocol_byname
00007ff802ec2fb4 (__TEXT,__text) non-external _cache_protocol_bynumber
00007ff802ec300f (__TEXT,__text) non-external _cache_rpc_all
00007ff802ec2fdc (__TEXT,__text) non-external _cache_rpc_byname
00007ff802ec2ff6 (__TEXT,__text) non-external _cache_rpc_bynumber
00007ff802ec2f8b (__TEXT,__text) non-external _cache_service_all
00007ff802eb986d (__TEXT,__text) non-external _cache_service_byname
00007ff802ec057e (__TEXT,__text) non-external _cache_service_byport
00007ff8438ae978 (__DATA,__bss) non-external _cache_timeout
00007ff802ec2ed9 (__TEXT,__text) non-external _cache_user_all
00007ff802eb9729 (__TEXT,__text) non-external _cache_user_byname
00007ff802eb458c (__TEXT,__text) non-external _cache_user_byuid
00007ff8438ae320 (__DATA,__data) non-external _client_ops
00007ff802ed48c7 (__TEXT,__text) external _clnt_broadcast
00007ff802ecf951 (__TEXT,__text) external _clnt_create
00007ff802ecffc3 (__TEXT,__text) external _clnt_pcreateerror
00007ff802ecfd68 (__TEXT,__text) external _clnt_perrno
00007ff802ecfd42 (__TEXT,__text) external _clnt_perror
00007ff802ecfdaa (__TEXT,__text) external _clnt_spcreateerror
00007ff802ecfd10 (__TEXT,__text) external _clnt_sperrno
00007ff802ecfa70 (__TEXT,__text) external _clnt_sperror
00007ff802ed02f7 (__TEXT,__text) non-external _clntraw_abort
00007ff802ed00ea (__TEXT,__text) non-external _clntraw_call
00007ff802ed0309 (__TEXT,__text) non-external _clntraw_control
00007ff802ecffe9 (__TEXT,__text) external _clntraw_create
00007ff802ed0303 (__TEXT,__text) non-external _clntraw_destroy
00007ff802ed02ca (__TEXT,__text) non-external _clntraw_freeres
00007ff802ed02fd (__TEXT,__text) non-external _clntraw_geterr
00007ff8438aea68 (__DATA,__bss) non-external _clntraw_private
00007ff802ed09b9 (__TEXT,__text) non-external _clnttcp_abort
00007ff802ed05f3 (__TEXT,__text) non-external _clnttcp_call
00007ff802ed097c (__TEXT,__text) non-external _clnttcp_control
00007ff802ed05d9 (__TEXT,__text) external _clnttcp_create
00007ff802ed0311 (__TEXT,__text) non-external (was a private external) _clnttcp_create_timeout
00007ff802ed0938 (__TEXT,__text) non-external _clnttcp_destroy
00007ff802ed091a (__TEXT,__text) non-external _clnttcp_freeres
00007ff802ed0903 (__TEXT,__text) non-external _clnttcp_geterr
00007ff802ed156c (__TEXT,__text) non-external _clntudp_abort
00007ff802ed0ef4 (__TEXT,__text) external _clntudp_bufcreate
00007ff802ed0b94 (__TEXT,__text) non-external (was a private external) _clntudp_bufcreate_timeout
00007ff802ed0f56 (__TEXT,__text) non-external _clntudp_call
00007ff802ed150a (__TEXT,__text) non-external _clntudp_control
00007ff802ed0f26 (__TEXT,__text) external _clntudp_create
00007ff802ed14c6 (__TEXT,__text) non-external _clntudp_destroy
00007ff802ed14a8 (__TEXT,__text) non-external _clntudp_freeres
00007ff802ed1491 (__TEXT,__text) non-external _clntudp_geterr
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00007ff802ed3193 (__TEXT,__text) non-external _common_prefix_length
00007ff802ed9eda (__TEXT,__text) external _configuration_profile_copy_property_list
00007ff802ed9e95 (__TEXT,__text) external _configuration_profile_create_notification_key
                 (undefined) external _connect$NOCANCEL (from libsystem_kernel)
00007ff802ec96a3 (__TEXT,__text) non-external _copy_group_r
00007ff802eb710d (__TEXT,__text) non-external _copy_user_r
00007ff802ed34f3 (__TEXT,__text) non-external _darwin_directory_cached_item_is_valid
00007ff802ed3c40 (__TEXT,__text) non-external _darwin_directory_group_all
00007ff802ed3a29 (__TEXT,__text) non-external _darwin_directory_group_bygid
00007ff802ed3909 (__TEXT,__text) non-external _darwin_directory_group_byname
00007ff802ed3b45 (__TEXT,__text) non-external _darwin_directory_group_byuuid
00007ff802ed3cc9 (__TEXT,__text) non-external _darwin_directory_grouplist
00007ff802edb590 (__TEXT,__text) non-external _darwin_directory_grouplist.cold.1
00007ff802ed3883 (__TEXT,__text) non-external _darwin_directory_user_all
00007ff802ed3555 (__TEXT,__text) non-external _darwin_directory_user_byname
00007ff802ed3672 (__TEXT,__text) non-external _darwin_directory_user_byuid
00007ff802ed378b (__TEXT,__text) non-external _darwin_directory_user_byuuid
00007ff802edc198 (__TEXT,__const) non-external _default_timeout
                 (undefined) external _devname_r (from libsystem_c)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_attr_make_with_qos_class (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dlclose (from libdyld)
                 (undefined) external _dlerror (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00007ff802ec1e48 (__TEXT,__text) external _dn_expand
00007ff802ec373d (__TEXT,__text) non-external _ds_alias_all
00007ff802ec3673 (__TEXT,__text) non-external _ds_alias_byname
00007ff802ec0c29 (__TEXT,__text) non-external _ds_fs_all
00007ff802ec403c (__TEXT,__text) non-external _ds_fs_byfile
00007ff802ec3f72 (__TEXT,__text) non-external _ds_fs_byspec
00007ff802ec339a (__TEXT,__text) non-external _ds_group_all
00007ff802eb6a00 (__TEXT,__text) non-external _ds_group_bygid
00007ff802ebb0b8 (__TEXT,__text) non-external _ds_group_byname
00007ff802ec32d7 (__TEXT,__text) non-external _ds_group_byuuid
00007ff802ebf484 (__TEXT,__text) non-external _ds_grouplist
00007ff802ec351b (__TEXT,__text) non-external _ds_in_netgroup
00007ff802ec420c (__TEXT,__text) non-external _ds_mac_bymac
00007ff802ec4141 (__TEXT,__text) non-external _ds_mac_byname
00007ff802ec3435 (__TEXT,__text) non-external _ds_netgroup_byname
00007ff802ec3a06 (__TEXT,__text) non-external _ds_network_all
00007ff802ec38a2 (__TEXT,__text) non-external _ds_network_byaddr
00007ff802ec37d8 (__TEXT,__text) non-external _ds_network_byname
00007ff802ec3cc9 (__TEXT,__text) non-external _ds_protocol_all
00007ff802ec3b3c (__TEXT,__text) non-external _ds_protocol_byname
00007ff802ec3c06 (__TEXT,__text) non-external _ds_protocol_bynumber
00007ff802ec3ee4 (__TEXT,__text) non-external _ds_rpc_all
00007ff802ec3d57 (__TEXT,__text) non-external _ds_rpc_byname
00007ff802ec3e21 (__TEXT,__text) non-external _ds_rpc_bynumber
00007ff802ec3aa1 (__TEXT,__text) non-external _ds_service_all
00007ff802eb98bc (__TEXT,__text) non-external _ds_service_byname
00007ff802ec0595 (__TEXT,__text) non-external _ds_service_byport
00007ff802ec3249 (__TEXT,__text) non-external _ds_user_all
00007ff802ebacda (__TEXT,__text) non-external _ds_user_byname
00007ff802eb46a8 (__TEXT,__text) non-external _ds_user_byuid
00007ff802ebb5d1 (__TEXT,__text) non-external _ds_user_byuuid
                 (undefined) external _dyld_process_is_restricted (from libdyld)
00007ff802ec196b (__TEXT,__text) external _endfsent
00007ff802ebb182 (__TEXT,__text) external _endgrent
00007ff802ec8c10 (__TEXT,__text) external _endhostent
00007ff802ec8f48 (__TEXT,__text) external _endnetent
00007ff802ec83e1 (__TEXT,__text) external _endnetgrent
00007ff802ec9160 (__TEXT,__text) external _endprotoent
00007ff802ebaf40 (__TEXT,__text) external _endpwent
00007ff802ec9293 (__TEXT,__text) external _endrpcent
00007ff802ec902d (__TEXT,__text) external _endservent
00007ff802ed99ed (__TEXT,__text) external _ether_aton
00007ff8438ae948 (__DATA,__bss) non-external _ether_aton.ep
00007ff802ec8c21 (__TEXT,__text) external _ether_hostton
00007ff802ed98d0 (__TEXT,__text) external _ether_line
00007ff802ed9965 (__TEXT,__text) external _ether_ntoa
00007ff8438ae930 (__DATA,__bss) non-external _ether_ntoa.s
00007ff802ec8d08 (__TEXT,__text) external _ether_ntohost
                 (undefined) external _fclose (from libsystem_c)
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
                 (undefined) external _fflush (from libsystem_c)
                 (undefined) external _fgets (from libsystem_c)
00007ff802ec1981 (__TEXT,__text) non-external _file_addrinfo
00007ff802ec5f6c (__TEXT,__text) non-external _file_alias_all
00007ff802ec5f5d (__TEXT,__text) non-external _file_alias_byname
00007ff802ec1297 (__TEXT,__text) non-external _file_fs_all
00007ff802ec60a8 (__TEXT,__text) non-external _file_fs_byfile
00007ff802ec6099 (__TEXT,__text) non-external _file_fs_byspec
00007ff802ec5d65 (__TEXT,__text) non-external _file_group_all
00007ff802ec5d52 (__TEXT,__text) non-external _file_group_bygid
00007ff802ec1b51 (__TEXT,__text) non-external _file_group_byname
00007ff802ebf6a5 (__TEXT,__text) non-external _file_grouplist
00007ff802ec5f7d (__TEXT,__text) non-external _file_host_all
00007ff802ebffba (__TEXT,__text) non-external _file_host_byaddr
00007ff802ec1afa (__TEXT,__text) non-external _file_host_byname
00007ff802ec5e69 (__TEXT,__text) non-external _file_in_netgroup
00007ff802eba18f (__TEXT,__text) non-external _file_is_valid
00007ff802ec60e3 (__TEXT,__text) non-external _file_mac_all
00007ff802ec60d4 (__TEXT,__text) non-external _file_mac_bymac
00007ff802ec60c5 (__TEXT,__text) non-external _file_mac_byname
00007ff8438ae238 (__DATA,__data) non-external _file_mutex
00007ff802ec5d83 (__TEXT,__text) non-external _file_netgroup_byname
00007ff802ec5fcc (__TEXT,__text) non-external _file_network_all
00007ff802ec5fb3 (__TEXT,__text) non-external _file_network_byaddr
00007ff802ec5f93 (__TEXT,__text) non-external _file_network_byname
00007ff802ec6034 (__TEXT,__text) non-external _file_protocol_all
00007ff802ec5ffb (__TEXT,__text) non-external _file_protocol_byname
00007ff802ec601b (__TEXT,__text) non-external _file_protocol_bynumber
00007ff802ec6083 (__TEXT,__text) non-external _file_rpc_all
00007ff802ec604a (__TEXT,__text) non-external _file_rpc_byname
00007ff802ec606a (__TEXT,__text) non-external _file_rpc_bynumber
00007ff802ec5fe8 (__TEXT,__text) non-external _file_service_all
00007ff802eb9a02 (__TEXT,__text) non-external _file_service_byname
00007ff802ec06a4 (__TEXT,__text) non-external _file_service_byport
00007ff802ec5d41 (__TEXT,__text) non-external _file_user_all
00007ff802ebb48d (__TEXT,__text) non-external _file_user_byname
00007ff802eba9de (__TEXT,__text) non-external _file_user_byuid
                 (undefined) external _fileno (from libsystem_c)
00007ff802ed82ca (__TEXT,__text) non-external _fill_input_buf
                 (undefined) external _flock (from libsystem_kernel)
00007ff802ed7e63 (__TEXT,__text) non-external _flush_out
                 (undefined) external _fopen (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _fputs (from libsystem_c)
                 (undefined) external _fread (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
00007ff802ecb904 (__TEXT,__text) non-external _free_build_hostent
00007ff802eb8c67 (__TEXT,__text) external _freeaddrinfo
00007ff802ebea7d (__TEXT,__text) external _freehostent
00007ff802eb93ed (__TEXT,__text) external _freeifaddrs
00007ff802ed9d8e (__TEXT,__text) external _freeifmaddrs
                 (undefined) external _fseek (from libsystem_c)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _ftell (from libsystem_c)
                 (undefined) external _fwrite (from libsystem_c)
00007ff8438ae230 (__DATA,__data) external _gL1CacheEnabled
00007ff802ecb9ce (__TEXT,__text) non-external _gai_child_has_forked
00007ff8438ae150 (__DATA,__data) non-external _gai_log.once
00007ff802ecb99f (__TEXT,__text) non-external _gai_log_init
00007ff802ecb2b0 (__TEXT,__text) external _gai_strerror
00007ff802ed8227 (__TEXT,__text) non-external _get_input_bytes
00007ff802eb738c (__TEXT,__text) external _getaddrinfo
00007ff802ec9586 (__TEXT,__text) external _getaddrinfo_async_cancel
00007ff802ebdcc8 (__TEXT,__text) external _getaddrinfo_async_handle_reply
00007ff802ec957b (__TEXT,__text) external _getaddrinfo_async_receive
00007ff802ec953b (__TEXT,__text) external _getaddrinfo_async_send
00007ff802ec9501 (__TEXT,__text) external _getaddrinfo_async_start
                 (undefined) external _getc (from libsystem_c)
00007ff802ecd746 (__TEXT,__text) external _getdomainname
                 (undefined) external _getegid (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _geteuid (from libsystem_kernel)
00007ff802ec0787 (__TEXT,__text) external _getfsent
00007ff802ec92f9 (__TEXT,__text) external _getfsfile
00007ff802ec92a4 (__TEXT,__text) external _getfsspec
00007ff802ec8263 (__TEXT,__text) external _getgrent
00007ff802eb68e0 (__TEXT,__text) external _getgrgid
00007ff802ec989f (__TEXT,__text) external _getgrgid_r
00007ff802ebaf94 (__TEXT,__text) external _getgrnam
00007ff802ec95e6 (__TEXT,__text) external _getgrnam_r
00007ff802ec85be (__TEXT,__text) external _getgroupcount
00007ff802ec83f2 (__TEXT,__text) external _getgrouplist
00007ff802ec8492 (__TEXT,__text) external _getgrouplist_2
00007ff802ebf2d1 (__TEXT,__text) non-external _getgrouplist_internal
                 (undefined) external _getgroups (from libsystem_kernel)
00007ff802ec81fd (__TEXT,__text) external _getgruuid
00007ff802ec995c (__TEXT,__text) external _getgruuid_r
00007ff802ec8960 (__TEXT,__text) external _gethostbyaddr
00007ff802ec89ee (__TEXT,__text) non-external (was a private external) _gethostbyaddr_async_call
00007ff802ec8ab3 (__TEXT,__text) external _gethostbyaddr_async_cancel
00007ff802ec8abd (__TEXT,__text) external _gethostbyaddr_async_handleReply
00007ff802ec8aa9 (__TEXT,__text) external _gethostbyaddr_async_start
00007ff802ec86f2 (__TEXT,__text) external _gethostbyname
00007ff802ec8881 (__TEXT,__text) external _gethostbyname2
00007ff802ec87b7 (__TEXT,__text) non-external (was a private external) _gethostbyname_async_call
00007ff802ec886d (__TEXT,__text) external _gethostbyname_async_cancel
00007ff802ec8877 (__TEXT,__text) external _gethostbyname_async_handleReply
00007ff802ec8863 (__TEXT,__text) external _gethostbyname_async_start
00007ff802ec8ba7 (__TEXT,__text) external _gethostent
                 (undefined) external _gethostname (from libsystem_c)
00007ff802eb8dce (__TEXT,__text) external _getifaddrs
00007ff802ed9aae (__TEXT,__text) external _getifmaddrs
00007ff802ec8ac7 (__TEXT,__text) external _getipnodebyaddr
00007ff802ebde7a (__TEXT,__text) external _getipnodebyname
00007ff802eba380 (__TEXT,__text) external _getnameinfo
00007ff802ec95cf (__TEXT,__text) external _getnameinfo_async_cancel
00007ff802ec95d9 (__TEXT,__text) external _getnameinfo_async_handle_reply
00007ff802ec9590 (__TEXT,__text) external _getnameinfo_async_send
00007ff802ec03b6 (__TEXT,__text) external _getnameinfo_async_start
00007ff802ed9d98 (__TEXT,__text) non-external (was a private external) _getnameinfo_link
00007ff802ec8e71 (__TEXT,__text) external _getnetbyaddr
00007ff802ec8e1c (__TEXT,__text) external _getnetbyname
00007ff802ec8edf (__TEXT,__text) external _getnetent
00007ff802ec838e (__TEXT,__text) external _getnetgrent
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getprogname (from libsystem_c)
00007ff802ec903e (__TEXT,__text) external _getprotobyname
00007ff802ec9093 (__TEXT,__text) external _getprotobynumber
00007ff802ec90f7 (__TEXT,__text) external _getprotoent
00007ff802ec816a (__TEXT,__text) external _getpwent
00007ff802eb961e (__TEXT,__text) external _getpwnam
00007ff802ec9a19 (__TEXT,__text) external _getpwnam_r
00007ff802eb3b99 (__TEXT,__text) external _getpwuid
00007ff802eb6f55 (__TEXT,__text) external _getpwuid_r
00007ff802ebb4f5 (__TEXT,__text) external _getpwuuid
00007ff802ec9ad6 (__TEXT,__text) external _getpwuuid_r
00007ff802ec9171 (__TEXT,__text) external _getrpcbyname
00007ff802ec91c6 (__TEXT,__text) external _getrpcbynumber
00007ff802ec922a (__TEXT,__text) external _getrpcent
00007ff802ed31d7 (__TEXT,__text) external _getrpcport
00007ff802eb9743 (__TEXT,__text) external _getservbyname
00007ff802ec8f59 (__TEXT,__text) external _getservbyport
00007ff802ec8fc4 (__TEXT,__text) external _getservent
                 (undefined) external _getsockname (from libsystem_kernel)
                 (undefined) external _getsockopt (from libsystem_kernel)
                 (undefined) external _gettimeofday (from libsystem_c)
00007ff802ec9b93 (__TEXT,__text) external _group_from_gid
00007ff8438ae9a0 (__DATA,__bss) non-external _group_from_gid.buf
00007ff840092e00 (__DATA_CONST,__const) non-external (was a private external) _h_errlist
00007ff8438ae514 (__DATA,__common) external _h_errno
00007ff802ec1d7b (__TEXT,__text) external _herror
00007ff802edd3a0 (__TEXT,__cstring) non-external _hexchar
00007ff802edbcb0 (__TEXT,__const) non-external _hexval
00007ff802ebaf12 (__TEXT,__text) external _hstrerror
00007ff802ed858f (__TEXT,__text) external _htonl
00007ff802ed85a6 (__TEXT,__text) external _htons
00007ff802ec2300 (__TEXT,__text) external _if_freenameindex
00007ff802ebadf2 (__TEXT,__text) external _if_indextoname
00007ff802ec21d0 (__TEXT,__text) external _if_nameindex
00007ff802ebae80 (__TEXT,__text) external _if_nametoindex
00007ff802edbbd0 (__TEXT,__const) external _in6addr_any
00007ff802edbc00 (__TEXT,__const) external _in6addr_linklocal_allnodes
00007ff802edbc10 (__TEXT,__const) external _in6addr_linklocal_allrouters
00007ff802edbc20 (__TEXT,__const) external _in6addr_linklocal_allv2routers
00007ff802edbbe0 (__TEXT,__const) external _in6addr_loopback
00007ff802edbbf0 (__TEXT,__const) external _in6addr_nodelocal_allnodes
00007ff8438ae9c0 (__DATA,__bss) non-external _in_flight
00007ff802ec2444 (__TEXT,__text) non-external _inet6_insert_padopt
00007ff802ec270d (__TEXT,__text) external _inet6_opt_append
00007ff802ec2915 (__TEXT,__text) external _inet6_opt_find
00007ff802ec27f9 (__TEXT,__text) external _inet6_opt_finish
00007ff802ec29a4 (__TEXT,__text) external _inet6_opt_get_val
00007ff802ec26de (__TEXT,__text) external _inet6_opt_init
00007ff802ec2875 (__TEXT,__text) external _inet6_opt_next
00007ff802ec284e (__TEXT,__text) external _inet6_opt_set_val
00007ff802ec246d (__TEXT,__text) external _inet6_option_alloc
00007ff802ec2341 (__TEXT,__text) external _inet6_option_append
00007ff802ec2606 (__TEXT,__text) external _inet6_option_find
00007ff802ec2319 (__TEXT,__text) external _inet6_option_init
00007ff802ec2545 (__TEXT,__text) external _inet6_option_next
00007ff802ec230a (__TEXT,__text) external _inet6_option_space
00007ff802ec2ba1 (__TEXT,__text) external _inet6_rth_add
00007ff802ec2cbb (__TEXT,__text) external _inet6_rth_getaddr
00007ff802ec2b56 (__TEXT,__text) external _inet6_rth_init
00007ff802ec2bd4 (__TEXT,__text) external _inet6_rth_reverse
00007ff802ec2c91 (__TEXT,__text) external _inet6_rth_segments
00007ff802ec2b38 (__TEXT,__text) external _inet6_rth_space
00007ff802ec2a1b (__TEXT,__text) external _inet6_rthdr_add
00007ff802ec2abf (__TEXT,__text) external _inet6_rthdr_getaddr
00007ff802ec2aff (__TEXT,__text) external _inet6_rthdr_getflags
00007ff802ec29ea (__TEXT,__text) external _inet6_rthdr_init
00007ff802ec2a6a (__TEXT,__text) external _inet6_rthdr_lasthop
00007ff802ec2a8e (__TEXT,__text) external _inet6_rthdr_segments
00007ff802ec29cc (__TEXT,__text) external _inet6_rthdr_space
                 (undefined) external _inet_aton (from libsystem_c)
                 (undefined) external _inet_makeaddr (from libsystem_c)
                 (undefined) external _inet_netof (from libsystem_c)
                 (undefined) external _inet_ntop (from libsystem_c)
                 (undefined) external _inet_pton (from libsystem_c)
00007ff802ebf214 (__TEXT,__text) external _initgroups
00007ff802ec82f6 (__TEXT,__text) external _innetgr
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff802ed96fa (__TEXT,__text) external _iruserok
00007ff802ed9051 (__TEXT,__text) external _iruserok_sa
                 (undefined) external _issetugid (from libsystem_kernel)
                 (undefined) external _kDNSServiceAttrAllowFailover (from libsystem_dnssd)
00007ff8438ae3b0 (__DATA,__data) non-external _kLoopbackIndex
                 (undefined) external _kevent (from libsystem_kernel)
                 (undefined) external _kqueue (from libsystem_kernel)
00007ff802ec800c (__TEXT,__text) external _kvarray_free
00007ff802ec71ed (__TEXT,__text) external _kvbuf_add_dict
00007ff802ec723b (__TEXT,__text) external _kvbuf_add_key
00007ff802eda070 (__TEXT,__text) non-external _kvbuf_add_key.cold.1
00007ff802ec7347 (__TEXT,__text) external _kvbuf_add_val
00007ff802ec7897 (__TEXT,__text) external _kvbuf_add_val_len
00007ff802eda0e0 (__TEXT,__text) non-external _kvbuf_add_val_len.cold.1
00007ff802ec79e8 (__TEXT,__text) external _kvbuf_append_kvbuf
00007ff802eda150 (__TEXT,__text) non-external _kvbuf_append_kvbuf.cold.1
00007ff802ec7d49 (__TEXT,__text) external _kvbuf_decode
00007ff802ec79ab (__TEXT,__text) external _kvbuf_free
00007ff802ec7962 (__TEXT,__text) external _kvbuf_get_len
00007ff802ec767b (__TEXT,__text) non-external _kvbuf_grow
00007ff802ec7659 (__TEXT,__text) external _kvbuf_init
00007ff802ec75cc (__TEXT,__text) external _kvbuf_init_zone
00007ff802ec7987 (__TEXT,__text) external _kvbuf_make_nonpurgeable
00007ff802ec796d (__TEXT,__text) external _kvbuf_make_purgeable
00007ff802ec71db (__TEXT,__text) external _kvbuf_new
00007ff802ec7557 (__TEXT,__text) external _kvbuf_new_zone
00007ff802ec7acc (__TEXT,__text) external _kvbuf_next_dict
00007ff802ec7b97 (__TEXT,__text) external _kvbuf_next_key
00007ff802ec7cbd (__TEXT,__text) external _kvbuf_next_val
00007ff802ec7cc9 (__TEXT,__text) external _kvbuf_next_val_len
00007ff802ec6faa (__TEXT,__text) external _kvbuf_query
00007ff802ec7495 (__TEXT,__text) external _kvbuf_query_key_int
00007ff802ec74f6 (__TEXT,__text) external _kvbuf_query_key_uint
00007ff802ec737f (__TEXT,__text) external _kvbuf_query_key_val
00007ff802ec7aa4 (__TEXT,__text) external _kvbuf_reset
                 (undefined) external _listen (from libsystem_kernel)
00007ff802ec313b (__TEXT,__text) external _lookup_close_connections
00007ff802ebe986 (__TEXT,__text) non-external _lower_case
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_allocate (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_extract_right (from libsystem_kernel)
                 (undefined) external _mach_port_mod_refs (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
00007ff802ecb7a8 (__TEXT,__text) non-external _make_hostent6
00007ff802ed6438 (__TEXT,__text) non-external _makefd_xprt
                 (undefined) external _malloc_default_zone (from libsystem_malloc)
                 (undefined) external _malloc_make_nonpurgeable (from libsystem_malloc)
                 (undefined) external _malloc_make_purgeable (from libsystem_malloc)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_realloc (from libsystem_malloc)
                 (undefined) external _malloc_zone_from_ptr (from libsystem_malloc)
00007ff802ecf656 (__TEXT,__text) non-external _marshal_new_auth
00007ff8438ae318 (__DATA,__data) non-external _maxgrplist
00007ff802ebb1b3 (__TEXT,__text) external _mbr_check_membership
00007ff802ebb4bf (__TEXT,__text) external _mbr_check_membership_by_id
00007ff802ebb1e2 (__TEXT,__text) external _mbr_check_membership_ext
00007ff802ecc4e4 (__TEXT,__text) external _mbr_check_membership_refresh
00007ff802eccb25 (__TEXT,__text) external _mbr_check_service_membership
00007ff802eccae9 (__TEXT,__text) external _mbr_close_connections
00007ff802ecc386 (__TEXT,__text) external _mbr_gid_to_uuid
00007ff802ebb195 (__TEXT,__text) external _mbr_group_name_to_uuid
00007ff802eb2ca4 (__TEXT,__text) external _mbr_identifier_to_uuid
00007ff802eb2d78 (__TEXT,__text) external _mbr_identifier_translate
00007ff802eda4e2 (__TEXT,__text) non-external _mbr_identifier_translate.cold.1
00007ff802eda4fa (__TEXT,__text) non-external _mbr_identifier_translate.cold.2
00007ff802eda512 (__TEXT,__text) non-external _mbr_identifier_translate.cold.3
00007ff802ecca79 (__TEXT,__text) external _mbr_reset_cache
00007ff802ecd010 (__TEXT,__text) external _mbr_set_identifier_ttl
00007ff802eccd30 (__TEXT,__text) external _mbr_sid_to_string
00007ff802ecc41b (__TEXT,__text) external _mbr_sid_to_uuid
00007ff802eccee0 (__TEXT,__text) external _mbr_string_to_sid
00007ff802ecd006 (__TEXT,__text) external _mbr_string_to_uuid
00007ff802eb2c81 (__TEXT,__text) external _mbr_uid_to_uuid
00007ff802ebb4a1 (__TEXT,__text) external _mbr_user_name_to_uuid
00007ff802ecc3ac (__TEXT,__text) external _mbr_uuid_to_id
00007ff802ecc4cc (__TEXT,__text) external _mbr_uuid_to_sid
00007ff802ecc435 (__TEXT,__text) external _mbr_uuid_to_sid_type
00007ff802eccff9 (__TEXT,__text) external _mbr_uuid_to_string
00007ff802ebec02 (__TEXT,__text) non-external _mdns_addrinfo
00007ff802ec9dde (__TEXT,__text) non-external _mdns_close
00007ff802ebfa78 (__TEXT,__text) non-external _mdns_hostbyaddr
00007ff802ebe56c (__TEXT,__text) non-external _mdns_hostbyname
00007ff802ec04b4 (__TEXT,__text) non-external _mdns_is_valid
00007ff802ebbd5e (__TEXT,__text) non-external _mdns_item_call
00007ff802ec9de7 (__TEXT,__text) non-external _mdns_srv_byname
                 (undefined) external _memcmp (from libsystem_c)
