00007ff841d687c0 (__DATA,__data) external _NDR_record
00007ff8003cfadd (__TEXT,__text) external _clock_set_attributes
00007ff8003cf9f8 (__TEXT,__text) external _clock_set_time
00007ff8003c213c (__TEXT,__text) external _clock_sleep
00007ff8003b8630 (__TEXT,__text) external _clock_sleep_trap
00007ff8003c0588 (__TEXT,__text) external _clonefile
00007ff8003bc404 (__TEXT,__text) external _clonefileat
00007ff8003b8fcc (__TEXT,__text) external _close
00007ff8003b99c4 (__TEXT,__text) external _close$NOCANCEL
00007ff8003cc988 (__TEXT,__text) external _coalition_create
00007ff8003cc9d9 (__TEXT,__text) external _coalition_info_resource_usage
00007ff8003cca31 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff8003cca05 (__TEXT,__text) external _coalition_info_set_name
00007ff8003cca65 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff8003cc9b8 (__TEXT,__text) external _coalition_reap
00007ff8003cc997 (__TEXT,__text) external _coalition_terminate
00007ff8003bbc1c (__TEXT,__text) external _connect
00007ff8003bbaa4 (__TEXT,__text) external _connect$NOCANCEL
00007ff8003bbc64 (__TEXT,__text) external _connectx
00007ff8003b9bc8 (__TEXT,__text) external _csops
00007ff8003b8cd4 (__TEXT,__text) external _csops_audittoken
00007ff8003b8d8a (__TEXT,__text) external _csr_check
00007ff8003bf612 (__TEXT,__text) external _csr_get_active_config
00007ff8003b86c0 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8003ccc13 (__TEXT,__text) external _debug_syscall_reject
00007ff8003ccb28 (__TEXT,__text) external _debug_syscall_reject_config
00007ff841d687b8 (__DATA,__data) external _denap_boost_assertion_token
00007ff8003c3580 (__TEXT,__text) external _disconnectx
00007ff8003bd7e5 (__TEXT,__text) non-external _do_compat
00007ff8003bbcc4 (__TEXT,__text) external _dup
00007ff8003bf328 (__TEXT,__text) external _dup2
00007ff84002e290 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff84002e120 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff84002e490 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff84002e160 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff84002e260 (__DATA_CONST,__const) non-external _err_codes_io
00007ff84002ee00 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00007ff84002ea30 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00007ff8003e09c0 (__TEXT,__const) non-external _err_codes_iokit_common_map
00007ff84002ecc0 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00007ff8003e0a00 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00007ff84002ebe0 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00007ff8003e09d0 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00007ff84002dd00 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff84002e8c0 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00007ff84002e930 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00007ff84002e8d0 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00007ff84002e460 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff84002e870 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff84002e7e0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff84002e720 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff84002e430 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff84002e6e0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff84002e180 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff84002e100 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff84002e1d0 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff84002e690 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff84002e630 (__DATA_CONST,__const) non-external _err_codes_send
00007ff84002e3a0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff84002e1a0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff84002e198 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff84002ded0 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff84002e2e0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff84002e4d0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff84002e5c0 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff84002db20 (__DATA_CONST,__const) non-external _err_iokit_sub
00007ff8003e09b0 (__TEXT,__const) non-external _err_iokit_sub_map
00007ff84002d9a0 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff84002daa0 (__DATA_CONST,__const) non-external _err_libkern_sub
00007ff84002da20 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84002d680 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84002d720 (__DATA_CONST,__const) non-external _err_server_sub
00007ff8003e0980 (__TEXT,__const) non-external _err_us_sub
00007ff843adc068 (__DATA_DIRTY,__common) external _errno
00007ff8003de2e1 (__TEXT,__text) external _etap_trace_thread
00007ff8003d07ba (__TEXT,__text) external _exc_server
00007ff8003d04b8 (__TEXT,__text) external _exc_server_routine
00007ff8003cfed7 (__TEXT,__text) external _exception_raise
00007ff8003d001f (__TEXT,__text) external _exception_raise_state
00007ff8003d0259 (__TEXT,__text) external _exception_raise_state_identity
00007ff8003c23c8 (__TEXT,__text) external _exchangedata
00007ff8003bf2fc (__TEXT,__text) external _execve
00007ff841d68880 (__DATA,__bss) non-external _execve_with_filter
00007ff8003c3598 (__TEXT,__text) external _faccessat
00007ff8003c35b0 (__TEXT,__text) external _fchdir
00007ff8003bc9a4 (__TEXT,__text) external _fchflags
00007ff8003bbd33 (__TEXT,__text) external _fchmod
00007ff8003c35c8 (__TEXT,__text) external _fchmodat
00007ff8003bccf8 (__TEXT,__text) external _fchown
00007ff8003c35e0 (__TEXT,__text) external _fchownat
00007ff8003c35f8 (__TEXT,__text) external _fclonefileat
00007ff8003b8dc4 (__TEXT,__text) external _fcntl
00007ff8003bb882 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff8003c3610 (__TEXT,__text) external _fdatasync
00007ff8003be66c (__TEXT,__text) external _ffsctl
00007ff8003bb25c (__TEXT,__text) external _fgetattrlist
00007ff8003bbcac (__TEXT,__text) external _fgetxattr
00007ff8003c3628 (__TEXT,__text) external _fhopen
00007ff8003bd36c (__TEXT,__text) external _fileport_makefd
00007ff8003bd528 (__TEXT,__text) external _fileport_makeport
00007ff8003c2340 (__TEXT,__text) external _flistxattr
00007ff8003bb678 (__TEXT,__text) external _flock
00007ff8003c3640 (__TEXT,__text) external _fmount
00007ff8003c3658 (__TEXT,__text) external _fpathconf
00007ff8003c6419 (__TEXT,__text) non-external _fprintf_stderr
00007ff8003c3670 (__TEXT,__text) external _freadlink
00007ff8003c3688 (__TEXT,__text) external _fremovexattr
00007ff8003cca9c (__TEXT,__text) external _fs_snapshot_create
00007ff8003ccab6 (__TEXT,__text) external _fs_snapshot_delete
00007ff8003bf23f (__TEXT,__text) external _fs_snapshot_list
00007ff8003ccb13 (__TEXT,__text) external _fs_snapshot_mount
00007ff8003ccacd (__TEXT,__text) external _fs_snapshot_rename
00007ff8003ccae5 (__TEXT,__text) external _fs_snapshot_revert
00007ff8003ccafc (__TEXT,__text) external _fs_snapshot_root
00007ff8003bb244 (__TEXT,__text) external _fsctl
00007ff8003bcce0 (__TEXT,__text) external _fsetattrlist
00007ff8003bc850 (__TEXT,__text) external _fsetxattr
00007ff8003bb2cc (__TEXT,__text) external _fsgetpath
00007ff8003c36a0 (__TEXT,__text) external _fsgetpath_ext
00007ff8003c36b8 (__TEXT,__text) external _fstat
00007ff8003b8d74 (__TEXT,__text) external _fstat$INODE64
00007ff8003b8d74 (__TEXT,__text) external _fstat64
00007ff8003c36d0 (__TEXT,__text) external _fstatat
00007ff8003bb314 (__TEXT,__text) external _fstatat$INODE64
00007ff8003bb314 (__TEXT,__text) external _fstatat64
00007ff8003c1bec (__TEXT,__text) external _fstatfs
00007ff8003b9c74 (__TEXT,__text) external _fstatfs$INODE64
00007ff8003b9c74 (__TEXT,__text) external _fstatfs64
00007ff8003bb344 (__TEXT,__text) external _fsync
00007ff8003c2c10 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8003bb094 (__TEXT,__text) external _ftruncate
00007ff8003c8742 (__TEXT,__text) external _futimens
00007ff8003bc9bc (__TEXT,__text) external _futimes
00007ff841d687c8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff8003b8d2c (__TEXT,__text) external _getattrlist
00007ff8003c36e8 (__TEXT,__text) external _getattrlistat
00007ff8003bb0c4 (__TEXT,__text) external _getattrlistbulk
00007ff8003cf77e (__TEXT,__text) external _getaudit
00007ff8003ba1ac (__TEXT,__text) external _getaudit_addr
00007ff8003c3700 (__TEXT,__text) external _getauid
00007ff8003c3718 (__TEXT,__text) external _getdirentries
00007ff8003c3730 (__TEXT,__text) external _getdirentriesattr
00007ff8003bf68c (__TEXT,__text) external _getdtablesize
00007ff8003b9bb0 (__TEXT,__text) external _getegid
00007ff8003b8960 (__TEXT,__text) external _getentropy
00007ff8003b95c0 (__TEXT,__text) external _geteuid
00007ff8003c3748 (__TEXT,__text) external _getfh
00007ff8003c3760 (__TEXT,__text) external _getfsstat
00007ff8003ba9d8 (__TEXT,__text) external _getfsstat$INODE64
00007ff8003ba9d8 (__TEXT,__text) external _getfsstat64
00007ff8003bb83c (__TEXT,__text) external _getgid
00007ff8003bcd10 (__TEXT,__text) external _getgroups
00007ff8003bcb0c (__TEXT,__text) external _gethostuuid
00007ff8003bbe44 (__TEXT,__text) external _getiopolicy_np
00007ff8003c3778 (__TEXT,__text) external _getitimer
00007ff8003bbd1c (__TEXT,__text) external _getpeername
00007ff8003c0904 (__TEXT,__text) external _getpgid
00007ff8003bf2e4 (__TEXT,__text) external _getpgrp
00007ff8003b8980 (__TEXT,__text) external _getpid
00007ff8003bd570 (__TEXT,__text) external _getppid
00007ff8003bf1c8 (__TEXT,__text) external _getpriority
00007ff8003ba188 (__TEXT,__text) external _getrlimit
00007ff8003be4d4 (__TEXT,__text) external _getrusage
00007ff8003c2c28 (__TEXT,__text) external _getsgroups_np
00007ff8003c3790 (__TEXT,__text) external _getsid
00007ff8003be684 (__TEXT,__text) external _getsockname
00007ff8003bbc7c (__TEXT,__text) external _getsockopt
00007ff8003b9b80 (__TEXT,__text) external _getuid
00007ff8003c2c40 (__TEXT,__text) external _getwgroups_np
00007ff8003bac68 (__TEXT,__text) external _getxattr
00007ff8003c37a8 (__TEXT,__text) external _grab_pgo_data
00007ff8003c37c0 (__TEXT,__text) external _graftdmg
00007ff8003bb32c (__TEXT,__text) external _guarded_close_np
00007ff8003c0eb4 (__TEXT,__text) external _guarded_kqueue_np
00007ff8003c64d2 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8003bb123 (__TEXT,__text) external _guarded_open_np
00007ff8003bb1e4 (__TEXT,__text) external _guarded_pwrite_np
00007ff8003be8e8 (__TEXT,__text) external _guarded_write_np
00007ff8003c37d8 (__TEXT,__text) external _guarded_writev_np
00007ff8003e5f80 (__TEXT,__cstring) non-external _hex
00007ff8003c6586 (__TEXT,__text) external _host_check_multiuser_mode
00007ff8003b941c (__TEXT,__text) external _host_create_mach_voucher
00007ff8003b863c (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8003d0c35 (__TEXT,__text) external _host_default_memory_manager
00007ff8003d2111 (__TEXT,__text) external _host_get_UNDServer
00007ff8003c656f (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8003d0829 (__TEXT,__text) external _host_get_boot_info
00007ff8003d11a9 (__TEXT,__text) external _host_get_clock_control
00007ff8003bd01d (__TEXT,__text) external _host_get_clock_service
00007ff8003d1809 (__TEXT,__text) external _host_get_exception_ports
00007ff8003d2b02 (__TEXT,__text) external _host_get_io_main
00007ff8003bb35a (__TEXT,__text) external _host_get_io_master
00007ff8003c6580 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8003b90e0 (__TEXT,__text) external _host_get_special_port
00007ff8003bc41a (__TEXT,__text) external _host_info
00007ff8003d261a (__TEXT,__text) external _host_kernel_version
00007ff8003d31a7 (__TEXT,__text) external _host_lockgroup_info
00007ff8003c66d3 (__TEXT,__text) external _host_page_size
00007ff8003d0a7d (__TEXT,__text) external _host_priv_statistics
00007ff8003d29bf (__TEXT,__text) external _host_processor_info
00007ff8003d1f06 (__TEXT,__text) external _host_processor_set_priv
00007ff8003d1dec (__TEXT,__text) external _host_processor_sets
00007ff8003d108f (__TEXT,__text) external _host_processors
00007ff8003d0999 (__TEXT,__text) external _host_reboot
00007ff8003d3686 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8003d37c5 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8003b9f55 (__TEXT,__text) external _host_request_notification
00007ff8003d2393 (__TEXT,__text) external _host_security_create_task_token
00007ff8003d250c (__TEXT,__text) external _host_security_set_task_token
00007ff8003c6c51 (__TEXT,__text) external _host_self
00007ff8003b84ec (__TEXT,__text) external _host_self_trap
00007ff8003d2029 (__TEXT,__text) external _host_set_UNDServer
00007ff8003d38fa (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff8003d170c (__TEXT,__text) external _host_set_exception_ports
00007ff8003d3b8f (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff8003d1616 (__TEXT,__text) external _host_set_special_port
00007ff8003c09bd (__TEXT,__text) external _host_statistics
00007ff8003c03a0 (__TEXT,__text) external _host_statistics64
00007ff8003d1a67 (__TEXT,__text) external _host_swap_exception_ports
00007ff8003d2d26 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff8003c3f40 (__TEXT,__text) external _i386_get_ldt
00007ff8003c3f54 (__TEXT,__text) external _i386_set_ldt
00007ff841d687a0 (__DATA,__data) external _important_boost_assertion_token
00007ff84002f830 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff8003c639c (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff841d68790 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff8003c631f (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff841d68788 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff8003c62a2 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff841d68780 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8003bbb64 (__TEXT,__text) external _ioctl
00007ff8003b8318 (__TEXT,__text) external _issetugid
00007ff841d68868 (__DATA,__bss) non-external _kAccountingThreshold
00007ff8003c37f0 (__TEXT,__text) external _kas_info
00007ff8003b8203 (__TEXT,__text) external _kdebug_is_enabled
00007ff8003cce06 (__TEXT,__text) external _kdebug_signpost
00007ff8003c09b1 (__TEXT,__text) external _kdebug_signpost_end
00007ff8003c0926 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8003c0919 (__TEXT,__text) external _kdebug_signpost_start
00007ff8003ccd97 (__TEXT,__text) external _kdebug_timestamp
00007ff8003ccdd2 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8003ccdec (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8003b82be (__TEXT,__text) external _kdebug_trace
00007ff8003ba7a1 (__TEXT,__text) external _kdebug_trace_string
00007ff8003b8253 (__TEXT,__text) external _kdebug_typefilter
00007ff843adc6f8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00007ff8003ccd84 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8003bd1f4 (__TEXT,__text) external _kevent
00007ff8003c1e1c (__TEXT,__text) external _kevent64
00007ff8003b9cec (__TEXT,__text) external _kevent_id
00007ff8003b9cd4 (__TEXT,__text) external _kevent_qos
00007ff8003d2218 (__TEXT,__text) external _kext_request
00007ff8003bed35 (__TEXT,__text) external _kill
00007ff8003d14c0 (__TEXT,__text) external _kmod_control
00007ff8003d12c8 (__TEXT,__text) external _kmod_create
00007ff8003d13dc (__TEXT,__text) external _kmod_destroy
00007ff8003d2c0c (__TEXT,__text) external _kmod_get_info
00007ff8003cf826 (__TEXT,__text) external _kpersona_alloc
00007ff8003cf882 (__TEXT,__text) external _kpersona_dealloc
00007ff8003cf915 (__TEXT,__text) external _kpersona_find
00007ff8003cf999 (__TEXT,__text) external _kpersona_find_by_type
00007ff8003bb80e (__TEXT,__text) external _kpersona_get
00007ff8003cf8b3 (__TEXT,__text) external _kpersona_getpath
00007ff8003bb5ff (__TEXT,__text) external _kpersona_info
00007ff8003cf854 (__TEXT,__text) external _kpersona_palloc
00007ff8003cf8e4 (__TEXT,__text) external _kpersona_pidinfo
00007ff8003bd1dc (__TEXT,__text) external _kqueue
00007ff8003bcd28 (__TEXT,__text) external _lchown
00007ff8003c3808 (__TEXT,__text) external _ledger
00007ff8003bbed0 (__TEXT,__text) external _link
00007ff8003c3820 (__TEXT,__text) external _linkat
00007ff8003c3838 (__TEXT,__text) external _lio_listio
00007ff8003bf274 (__TEXT,__text) external _listen
00007ff8003bb0dc (__TEXT,__text) external _listxattr
00007ff8003da174 (__TEXT,__text) external _lock_set_create
00007ff8003da296 (__TEXT,__text) external _lock_set_destroy
00007ff8003c8d1a (__TEXT,__text) external _log_data_as_kernel
00007ff8003b9a24 (__TEXT,__text) external _lseek
00007ff8003c1a88 (__TEXT,__text) external _lstat
00007ff8003bf7ec (__TEXT,__text) external _lstat$INODE64
00007ff8003bf7ec (__TEXT,__text) external _lstat64
00007ff8003b8917 (__TEXT,__text) external _mach_absolute_time
00007ff8003b9910 (__TEXT,__text) external _mach_approximate_time
00007ff8003c80f0 (__TEXT,__text) external _mach_boottime_usec
00007ff8003be22b (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8003b88f9 (__TEXT,__text) external _mach_continuous_time
00007ff8003c6650 (__TEXT,__text) external _mach_error
00007ff841d68820 (__DATA,__common) external _mach_error_full_diag
00007ff8003bd685 (__TEXT,__text) external _mach_error_string
00007ff8003bd69c (__TEXT,__text) non-external _mach_error_string_int
00007ff8003c658f (__TEXT,__text) external _mach_error_type
00007ff8003e0068 (__TEXT,__text) external _mach_eventlink_associate
00007ff8003dfe58 (__TEXT,__text) external _mach_eventlink_create
00007ff8003dff9c (__TEXT,__text) external _mach_eventlink_destroy
00007ff8003e0171 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff8003c86cb (__TEXT,__text) external _mach_eventlink_signal
00007ff8003c870e (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff8003c86da (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8003b8588 (__TEXT,__text) external _mach_generate_activity_id
00007ff8003b9e80 (__TEXT,__text) external _mach_get_times
00007ff8003b90d8 (__TEXT,__text) external _mach_host_self
00007ff8003c4eab (__TEXT,__text) external _mach_host_special_port_description
00007ff84002d4f0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff8003c4eed (__TEXT,__text) external _mach_host_special_port_for_id
00007ff841d68600 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff8003bcee8 (__TEXT,__text) external _mach_init
00007ff843adc6e0 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00007ff8003bcf05 (__TEXT,__text) non-external _mach_init_doit
00007ff8003d73aa (__TEXT,__text) external _mach_make_memory_entry
00007ff8003b97ac (__TEXT,__text) external _mach_make_memory_entry_64
00007ff8003dfc2f (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff8003dfd5f (__TEXT,__text) external _mach_memory_entry_ownership
00007ff8003dfb17 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8003d39de (__TEXT,__text) external _mach_memory_info
00007ff8003d2886 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8003d306c (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8003b8897 (__TEXT,__text) external _mach_msg
00007ff8003c66ef (__TEXT,__text) external _mach_msg2_internal
00007ff841d6885c (__DATA,__bss) non-external _mach_msg2_supported
00007ff8003b85b8 (__TEXT,__text) external _mach_msg2_trap
00007ff8003b9203 (__TEXT,__text) external _mach_msg_destroy
00007ff8003b9358 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff8003bf340 (__TEXT,__text) external _mach_msg_overwrite
00007ff8003c68d2 (__TEXT,__text) non-external _mach_msg_overwrite_call_trap
00007ff8003b8504 (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff8003c6a79 (__TEXT,__text) external _mach_msg_priority_encode
00007ff8003c6a6f (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff8003c6ab3 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff8003c6ac2 (__TEXT,__text) external _mach_msg_priority_qos
00007ff8003c6ad1 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8003c2357 (__TEXT,__text) external _mach_msg_receive
00007ff8003bbea8 (__TEXT,__text) external _mach_msg_send
00007ff8003be9ef (__TEXT,__text) external _mach_msg_server
00007ff8003bf647 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff8003c6a69 (__TEXT,__text) external _mach_msg_server_importance
00007ff8003c13c0 (__TEXT,__text) external _mach_msg_server_once
00007ff8003b84f8 (__TEXT,__text) external _mach_msg_trap
00007ff8003d7e94 (__TEXT,__text) external _mach_notify_dead_name
00007ff8003d7de9 (__TEXT,__text) external _mach_notify_no_senders
00007ff8003d7d37 (__TEXT,__text) external _mach_notify_port_deleted
00007ff8003d7d97 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff8003d7e49 (__TEXT,__text) external _mach_notify_send_once
00007ff8003ba04b (__TEXT,__text) external _mach_port_allocate
00007ff8003cf3ab (__TEXT,__text) external _mach_port_allocate_full
00007ff8003cf392 (__TEXT,__text) external _mach_port_allocate_name
00007ff8003cf3a6 (__TEXT,__text) external _mach_port_allocate_qos
00007ff8003cf58c (__TEXT,__text) external _mach_port_assert_attributes
00007ff8003b9487 (__TEXT,__text) external _mach_port_construct
00007ff8003b95d8 (__TEXT,__text) external _mach_port_deallocate
00007ff8003bcb07 (__TEXT,__text) external _mach_port_destroy
00007ff8003b9a75 (__TEXT,__text) external _mach_port_destruct
00007ff8003cf4fc (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8003bb00c (__TEXT,__text) external _mach_port_extract_member
00007ff8003c06d4 (__TEXT,__text) external _mach_port_extract_right
00007ff8003ba5f2 (__TEXT,__text) external _mach_port_get_attributes
00007ff8003bc868 (__TEXT,__text) external _mach_port_get_context
00007ff8003baea7 (__TEXT,__text) external _mach_port_get_refs
00007ff8003cf587 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff8003c1fe9 (__TEXT,__text) external _mach_port_get_set_status
00007ff8003cf3b5 (__TEXT,__text) external _mach_port_get_srights
00007ff8003baa06 (__TEXT,__text) external _mach_port_guard
00007ff8003cf578 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8003ba08c (__TEXT,__text) external _mach_port_insert_member
00007ff8003ba1f1 (__TEXT,__text) external _mach_port_insert_right
00007ff8003cf582 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8003cf501 (__TEXT,__text) external _mach_port_kernel_object
00007ff8003cf529 (__TEXT,__text) external _mach_port_kobject
00007ff8003cf52e (__TEXT,__text) external _mach_port_kobject_description
00007ff8003b8ad4 (__TEXT,__text) external _mach_port_mod_refs
00007ff8003bc5d2 (__TEXT,__text) external _mach_port_move_member
00007ff8003cf388 (__TEXT,__text) external _mach_port_names
00007ff8003cf397 (__TEXT,__text) external _mach_port_peek
00007ff8003cf38d (__TEXT,__text) external _mach_port_rename
00007ff8003b9d4a (__TEXT,__text) external _mach_port_request_notification
00007ff8003ba659 (__TEXT,__text) external _mach_port_set_attributes
00007ff8003c1ef8 (__TEXT,__text) external _mach_port_set_context
00007ff8003cf39c (__TEXT,__text) external _mach_port_set_mscount
00007ff8003cf3a1 (__TEXT,__text) external _mach_port_set_seqno
00007ff8003cf3bf (__TEXT,__text) external _mach_port_space_basic_info
00007ff8003cf3ba (__TEXT,__text) external _mach_port_space_info
00007ff8003cf57d (__TEXT,__text) external _mach_port_swap_guard
00007ff8003ba82d (__TEXT,__text) external _mach_port_type
00007ff8003cf535 (__TEXT,__text) external _mach_port_unguard
00007ff8003c1c04 (__TEXT,__text) external _mach_ports_lookup
00007ff8003be4ea (__TEXT,__text) external _mach_ports_register
00007ff8003b84c8 (__TEXT,__text) external _mach_reply_port
00007ff8003c6f8a (__TEXT,__text) external _mach_right_recv_construct
00007ff8003c7029 (__TEXT,__text) external _mach_right_recv_destruct
00007ff8003c708a (__TEXT,__text) external _mach_right_send_create
00007ff8003c7167 (__TEXT,__text) external _mach_right_send_once_consume
00007ff8003c7119 (__TEXT,__text) external _mach_right_send_once_create
00007ff8003bbee8 (__TEXT,__text) external _mach_right_send_release
00007ff8003c70cc (__TEXT,__text) external _mach_right_send_retain
00007ff8003cf41b (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff8003cf4a8 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff8003c80fe (__TEXT,__text) external _mach_task_is_self
00007ff8003c6f85 (__TEXT,__text) external _mach_task_self
00007ff843adc6c8 (__DATA_DIRTY,__common) external _mach_task_self_
00007ff8003c4ec1 (__TEXT,__text) external _mach_task_special_port_description
00007ff84002d600 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8003c4f87 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff841d68700 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff8003bd002 (__TEXT,__text) external _mach_thread_self
00007ff8003c4ed7 (__TEXT,__text) external _mach_thread_special_port_description
00007ff84002d660 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff8003c4f98 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff841d68760 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8003b88b2 (__TEXT,__text) external _mach_timebase_info
00007ff843adc6ec (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
00007ff8003b866c (__TEXT,__text) external _mach_timebase_info_trap
00007ff8003ba101 (__TEXT,__text) external _mach_vm_allocate
00007ff8003d6f19 (__TEXT,__text) external _mach_vm_behavior_set
00007ff8003be8ff (__TEXT,__text) external _mach_vm_copy
00007ff8003b9b16 (__TEXT,__text) external _mach_vm_deallocate
00007ff8003d7a80 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff8003d7b6d (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff8003d7c52 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff8003d69a3 (__TEXT,__text) external _mach_vm_inherit
00007ff8003d7006 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8003b8330 (__TEXT,__text) external _mach_vm_map
00007ff8003d6e2d (__TEXT,__text) external _mach_vm_msync
00007ff8003d7611 (__TEXT,__text) external _mach_vm_page_info
00007ff8003d7286 (__TEXT,__text) external _mach_vm_page_query
00007ff8003d77ce (__TEXT,__text) external _mach_vm_page_range_query
00007ff8003bb4ef (__TEXT,__text) external _mach_vm_protect
00007ff8003bb1fe (__TEXT,__text) external _mach_vm_purgable_control
00007ff8003cf6aa (__TEXT,__text) external _mach_vm_read
00007ff8003d6bc6 (__TEXT,__text) external _mach_vm_read_list
00007ff8003c12a0 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff8003c7487 (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff8003c7294 (__TEXT,__text) external _mach_vm_reclaim_mark_free
