000000018b149510 (__TEXT,__text) non-external _Annihilate
000000018b160ea0 (__TEXT,__text) non-external (was a private external) _lzbitmap_create_dictionary_and_token_map
000000018b153ef8 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
000000018b1629f0 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
000000018b1617a0 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
000000018b162a68 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
000000018b161388 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
000000018b1610b4 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_block
000000018b162a2c (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
000000018b161690 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
000000018b162a70 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
000000018b15fb74 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
000000018b15c610 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
000000018b16295c (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
000000018b156e28 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
000000018b162998 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
000000018b1629d4 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
000000018b155f28 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
000000018b155f48 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser0
000000018b1563c0 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser1
000000018b1568f0 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser2
000000018b1e3300 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
000000018b15f9dc (__TEXT,__text) non-external (was a private external) _lzbitmap_flags
000000018b160d7c (__TEXT,__text) non-external (was a private external) _lzbitmap_get_top_k
000000018b15fa88 (__TEXT,__text) non-external (was a private external) _lzbitmap_init_encode_state
000000018b160d40 (__TEXT,__text) non-external (was a private external) _lzbitmap_init_token_info
000000018b160fa0 (__TEXT,__text) non-external (was a private external) _lzbitmap_output_masks_and_buffer_commands
000000018b160fd8 (__TEXT,__text) non-external (was a private external) _lzbitmap_output_nibbles
000000018b1e2b00 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
000000018b15fbe0 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l0
000000018b160120 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l1
000000018b16068c (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l2
000000018b1612bc (__TEXT,__text) non-external (was a private external) _lzbitmap_process_block
000000018b15fa24 (__TEXT,__text) non-external (was a private external) _lzbitmap_store
000000018b162a8c (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
000000018b1e4300 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
000000018b1e2300 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
000000018b186b78 (__TEXT,__text) non-external _lzfseBackendMatch
000000018b138be8 (__TEXT,__text) non-external (was a private external) _lzfseDecode
000000018b13c9cc (__TEXT,__text) non-external _lzfseDecodeV1
000000018b18687c (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
000000018b186bd8 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
000000018b1866dc (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
000000018b186734 (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
000000018b186f90 (__TEXT,__text) non-external _lzfseEncodeMatches
000000018b186704 (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
000000018b1867fc (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
000000018b186c88 (__TEXT,__text) non-external _lzfsePushMatch
000000018b138914 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
000000018b13883c (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
000000018b15c604 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
000000018b17742c (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
000000018b177390 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
000000018b17736c (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
000000018b139f3c (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
000000018b158a4c (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
000000018b15882c (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
000000018b158a44 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
000000018b156fd0 (__TEXT,__text) non-external (was a private external) _lzfse_decode_literals
000000018b153c50 (__TEXT,__text) non-external (was a private external) _lzfse_decode_lmd
000000018b159630 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00000001dab8eb68 (__AUTH_CONST,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
000000018b139c4c (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
000000018b169744 (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
000000018b1696f4 (__TEXT,__text) non-external (was a private external) _lzfse_encode_lzvn_algo
000000018b169704 (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
000000018b1a9388 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
000000018b1a93a8 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
000000018b139b68 (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
000000018b157578 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
000000018b157574 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
000000018b157548 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
000000018b1574e4 (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
000000018b138810 (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
000000018b1388f0 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
000000018b1615dc (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
000000018b1615d4 (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
000000018b161640 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
000000018b161638 (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
000000018b1387d8 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
000000018b188ae8 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
000000018b1e73b8 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
000000018b138680 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
000000018b138724 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
000000018b139738 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00000001dab8e368 (__AUTH_CONST,__const) non-external _lzvnDecode.opc_tbl
000000018b161d1c (__TEXT,__text) non-external (was a private external) _lzvnEncode
000000018b161cbc (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
000000018b14a18c (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
000000018b14a0e8 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
000000018b14a0dc (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
000000018b14dee0 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
000000018b14de08 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
000000018b14dde4 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
000000018b13a000 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
000000018b139fe0 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
000000018b1626fc (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
000000018b162744 (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
000000018b1626e8 (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
000000018b161534 (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
000000018b1615d0 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
000000018b1615cc (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
000000018b1615a0 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
000000018b161564 (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
000000018b1614e4 (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
000000018b161510 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
000000018b168e3c (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
000000018b168dc8 (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
000000018b181588 (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
000000018b168dd4 (__TEXT,__text) non-external (was a private external) _lzx_e8_translation
000000018b143d0c (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
000000018b14372c (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
000000018b143904 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
000000018b143a18 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
000000018b15cce8 (__TEXT,__text) non-external (was a private external) _parse_size
000000018b1dd764 (__TEXT,__const) non-external _position_slot_base_position
000000018b1dd6ec (__TEXT,__const) non-external _position_slot_extra_bits
000000018b13795c (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
000000018b182cd4 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
000000018b13ba80 (__TEXT,__text) non-external _readHuffmanTable
000000018b15cc18 (__TEXT,__text) non-external (was a private external) _read_expected
000000018b134ef0 (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
000000018b137a6c (__TEXT,__text) non-external _scan_tree
000000018b137b68 (__TEXT,__text) non-external _send_tree
                 (undefined) external _stat (from libSystem)
00000001d6799460 (__DATA,__data) non-external _static_bl_desc
00000001d6799440 (__DATA,__data) non-external _static_d_desc
000000018b1e5a88 (__TEXT,__const) non-external _static_dtree
00000001d6799420 (__DATA,__data) non-external _static_l_desc
000000018b1e5608 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001d6799400 (__DATA,__data) non-external (was a private external) _tc_quant16
000000018b149dec (__TEXT,__text) non-external (was a private external) _thread_pool_create
000000018b14a018 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
000000018b149f1c (__TEXT,__text) non-external _thread_pool_entry
000000018b149c3c (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
000000018b149d44 (__TEXT,__text) non-external (was a private external) _thread_pool_sync
                 (undefined) external _write (from libSystem)
000000018b15cc80 (__TEXT,__text) non-external (was a private external) _write_expected
000000018b177890 (__TEXT,__text) external _yzip_codec_create
000000018b1778cc (__TEXT,__text) external _yzip_codec_destroy
000000018b177910 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
000000018b159a04 (__TEXT,__text) external _yzip_image_create
000000018b159b88 (__TEXT,__text) external _yzip_image_create_with_payload
000000018b159ef0 (__TEXT,__text) external _yzip_image_decode
000000018b159cd4 (__TEXT,__text) external _yzip_image_destroy
000000018b159cd8 (__TEXT,__text) external _yzip_image_encode
000000018b15a00c (__TEXT,__text) external _yzip_image_get_descriptor
000000018b15a0c4 (__TEXT,__text) external _yzip_image_get_max_payload_size
000000018b15a078 (__TEXT,__text) external _yzip_image_get_plane_descriptor
000000018b15a144 (__TEXT,__text) external _yzip_image_set_data
000000018b15a288 (__TEXT,__text) external _yzip_image_set_identifier
000000018b15a200 (__TEXT,__text) external _yzip_image_set_plane_data
000000018b1553a0 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
000000018b15528c (__TEXT,__text) non-external _yzip_jobs_create_empty_list
000000018b155074 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
000000018b155ea4 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
000000018b155888 (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
000000018b155dc8 (__TEXT,__text) non-external _yzip_jobs_process
000000018b155004 (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
000000018b1827cc (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
000000018b1818b0 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
000000018b181fbc (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
000000018b13d2f4 (__TEXT,__text) non-external (was a private external) _zError
00000001d20295a8 (__DATA_CONST,__const) non-external (was a private external) _z_errmsg
000000018b13520c (__TEXT,__text) non-external (was a private external) _zcalloc
000000018b1385cc (__TEXT,__text) non-external (was a private external) _zcfree
000000018b13d2ec (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
000000018b13a81c (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
000000018b13b0e0 (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
000000018b1dd59c (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
000000018b1dd560 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
000000018b168ba8 (__TEXT,__text) non-external (was a private external) _zlibDecodeStateInit
000000018b13d2e0 (__TEXT,__text) non-external (was a private external) _zlibVersion
000000018b168bb8 (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
000000018b168b9c (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
000000018b13a560 (__TEXT,__text) non-external (was a private external) _zlib_decode_stream_process
000000018b14a3e0 (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
000000018b14a3d4 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
000000018b135658 (__TEXT,__text) non-external (was a private external) _zlib_encode_stream_process
000000018b162958 (__TEXT,__text) non-external (was a private external) _zlib_free
000000018b16292c (__TEXT,__text) non-external (was a private external) _zlib_malloc
000000018b138650 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
000000018b168da0 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
000000018b168d98 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
000000018b168dac (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
000000018b168d90 (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
000000018b134e40 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
000000018b135634 (__TEXT,__text) non-external (was a private external) _zlib_stream_process
000000018b188ac0 (__TEXT,__text) non-external vec_table
