                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00000001804ef1e4 (__TEXT,__text) non-external _LI_get_thread_info
                 (undefined) external _bzero (from libsystem_c)
00000001e9dac7e8 (__DATA,__bss) non-external _cache
00000001804fc164 (__TEXT,__text) non-external _cache_alias_all
00000001804fc150 (__TEXT,__text) non-external _cache_alias_byname
00000001804fc080 (__TEXT,__text) non-external _cache_close
00000001804ed960 (__TEXT,__text) non-external _cache_fetch_item
00000001804f9974 (__TEXT,__text) non-external _cache_fetch_list
00000001804f996c (__TEXT,__text) non-external _cache_fs_all
00000001804fc220 (__TEXT,__text) non-external _cache_fs_byfile
00000001804fc20c (__TEXT,__text) non-external _cache_fs_byspec
00000001804fc134 (__TEXT,__text) non-external _cache_group_all
00000001804ef888 (__TEXT,__text) non-external _cache_group_bygid
00000001804f3e28 (__TEXT,__text) non-external _cache_group_byname
00000001804fc13c (__TEXT,__text) non-external _cache_grouplist
00000001804fc16c (__TEXT,__text) non-external _cache_host_all
00000001804f898c (__TEXT,__text) non-external _cache_host_byaddr
00000001804f7358 (__TEXT,__text) non-external _cache_host_byname
00000001e9dac78c (__DATA,__bss) non-external _cache_lock
00000001804fc25c (__TEXT,__text) non-external _cache_mac_all
00000001804fc248 (__TEXT,__text) non-external _cache_mac_bymac
00000001804fc234 (__TEXT,__text) non-external _cache_mac_byname
00000001804fc264 (__TEXT,__text) non-external _cache_nameinfo
00000001804fc19c (__TEXT,__text) non-external _cache_network_all
00000001804fc188 (__TEXT,__text) non-external _cache_network_byaddr
00000001804fc174 (__TEXT,__text) non-external _cache_network_byname
00000001804fc1d4 (__TEXT,__text) non-external _cache_protocol_all
00000001804fc1ac (__TEXT,__text) non-external _cache_protocol_byname
00000001804fc1c0 (__TEXT,__text) non-external _cache_protocol_bynumber
00000001804fc204 (__TEXT,__text) non-external _cache_rpc_all
00000001804fc1dc (__TEXT,__text) non-external _cache_rpc_byname
00000001804fc1f0 (__TEXT,__text) non-external _cache_rpc_bynumber
00000001804fc1a4 (__TEXT,__text) non-external _cache_service_all
00000001804f2634 (__TEXT,__text) non-external _cache_service_byname
00000001804f947c (__TEXT,__text) non-external _cache_service_byport
00000001e9dac7e0 (__DATA,__bss) non-external _cache_timeout
00000001804fc12c (__TEXT,__text) non-external _cache_user_all
00000001804f24d8 (__TEXT,__text) non-external _cache_user_byname
00000001804ed94c (__TEXT,__text) non-external _cache_user_byuid
00000001ed4181d0 (__AUTH,__data) non-external _client_ops
000000018050e430 (__TEXT,__text) external _clnt_broadcast
00000001805090a8 (__TEXT,__text) external _clnt_create
00000001805097e4 (__TEXT,__text) external _clnt_pcreateerror
0000000180509554 (__TEXT,__text) external _clnt_perrno
0000000180509514 (__TEXT,__text) external _clnt_perror
000000018050959c (__TEXT,__text) external _clnt_spcreateerror
00000001805094d8 (__TEXT,__text) external _clnt_sperrno
0000000180509208 (__TEXT,__text) external _clnt_sperror
0000000180509b64 (__TEXT,__text) non-external _clntraw_abort
0000000180509938 (__TEXT,__text) non-external _clntraw_call
0000000180509b70 (__TEXT,__text) non-external _clntraw_control
0000000180509824 (__TEXT,__text) external _clntraw_create
0000000180509b6c (__TEXT,__text) non-external _clntraw_destroy
0000000180509b38 (__TEXT,__text) non-external _clntraw_freeres
0000000180509b68 (__TEXT,__text) non-external _clntraw_geterr
00000001e9dac8c8 (__DATA,__bss) non-external _clntraw_private
000000018050a224 (__TEXT,__text) non-external _clnttcp_abort
0000000180509e8c (__TEXT,__text) non-external _clnttcp_call
000000018050a1d4 (__TEXT,__text) non-external _clnttcp_control
0000000180509e80 (__TEXT,__text) external _clnttcp_create
0000000180509b78 (__TEXT,__text) non-external (was a private external) _clnttcp_create_timeout
000000018050a170 (__TEXT,__text) non-external _clnttcp_destroy
000000018050a154 (__TEXT,__text) non-external _clnttcp_freeres
000000018050a13c (__TEXT,__text) non-external _clnttcp_geterr
000000018050ad80 (__TEXT,__text) non-external _clntudp_abort
000000018050a768 (__TEXT,__text) external _clntudp_bufcreate
000000018050a400 (__TEXT,__text) non-external (was a private external) _clntudp_bufcreate_timeout
000000018050a7dc (__TEXT,__text) non-external _clntudp_call
000000018050ad0c (__TEXT,__text) non-external _clntudp_control
000000018050a7a4 (__TEXT,__text) external _clntudp_create
000000018050aca8 (__TEXT,__text) non-external _clntudp_destroy
000000018050ac8c (__TEXT,__text) non-external _clntudp_freeres
000000018050ac74 (__TEXT,__text) non-external _clntudp_geterr
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
000000018050c794 (__TEXT,__text) non-external _common_prefix_length
00000001805143a0 (__TEXT,__text) external _configuration_profile_copy_property_list
0000000180514348 (__TEXT,__text) external _configuration_profile_create_notification_key
                 (undefined) external _connect$NOCANCEL (from libsystem_kernel)
0000000180503140 (__TEXT,__text) non-external _copy_group_r
00000001804f0020 (__TEXT,__text) non-external _copy_user_r
000000018050ccdc (__TEXT,__text) non-external _darwin_directory_cached_item_is_valid
000000018050d584 (__TEXT,__text) non-external _darwin_directory_group_all
000000018050d308 (__TEXT,__text) non-external _darwin_directory_group_bygid
000000018050d1c0 (__TEXT,__text) non-external _darwin_directory_group_byname
000000018050d448 (__TEXT,__text) non-external _darwin_directory_group_byuuid
000000018050d62c (__TEXT,__text) non-external _darwin_directory_grouplist
0000000180515afc (__TEXT,__text) non-external _darwin_directory_grouplist.cold.1
000000018050d118 (__TEXT,__text) non-external _darwin_directory_user_all
000000018050cd54 (__TEXT,__text) non-external _darwin_directory_user_byname
000000018050ce9c (__TEXT,__text) non-external _darwin_directory_user_byuid
000000018050cfdc (__TEXT,__text) non-external _darwin_directory_user_byuuid
                 (undefined) external _devname_r (from libsystem_c)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_attr_make_with_qos_class (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dlclose (from libdyld)
                 (undefined) external _dlerror (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00000001804faeac (__TEXT,__text) external _dn_expand
00000001804fca60 (__TEXT,__text) non-external _ds_alias_all
00000001804fc970 (__TEXT,__text) non-external _ds_alias_byname
00000001804f9ab4 (__TEXT,__text) non-external _ds_fs_all
00000001804fd4ec (__TEXT,__text) non-external _ds_fs_byfile
00000001804fd3fc (__TEXT,__text) non-external _ds_fs_byspec
00000001804fc61c (__TEXT,__text) non-external _ds_group_all
00000001804ef89c (__TEXT,__text) non-external _ds_group_bygid
00000001804f3e3c (__TEXT,__text) non-external _ds_group_byname
00000001804fc534 (__TEXT,__text) non-external _ds_group_byuuid
00000001804f8350 (__TEXT,__text) non-external _ds_grouplist
00000001804fc7ec (__TEXT,__text) non-external _ds_in_netgroup
00000001804fd6f0 (__TEXT,__text) non-external _ds_mac_bymac
00000001804fd600 (__TEXT,__text) non-external _ds_mac_byname
00000001804fc6d8 (__TEXT,__text) non-external _ds_netgroup_byname
00000001804fcd7c (__TEXT,__text) non-external _ds_network_all
00000001804fcc0c (__TEXT,__text) non-external _ds_network_byaddr
00000001804fcb1c (__TEXT,__text) non-external _ds_network_byname
00000001804fd0cc (__TEXT,__text) non-external _ds_protocol_all
00000001804fcef4 (__TEXT,__text) non-external _ds_protocol_byname
00000001804fcfe4 (__TEXT,__text) non-external _ds_protocol_bynumber
00000001804fd350 (__TEXT,__text) non-external _ds_rpc_all
00000001804fd178 (__TEXT,__text) non-external _ds_rpc_byname
00000001804fd268 (__TEXT,__text) non-external _ds_rpc_bynumber
00000001804fce38 (__TEXT,__text) non-external _ds_service_all
00000001804f26ac (__TEXT,__text) non-external _ds_service_byname
00000001804f948c (__TEXT,__text) non-external _ds_service_byport
00000001804fc488 (__TEXT,__text) non-external _ds_user_all
00000001804f3a58 (__TEXT,__text) non-external _ds_user_byname
00000001804eda98 (__TEXT,__text) non-external _ds_user_byuid
00000001804f437c (__TEXT,__text) non-external _ds_user_byuuid
                 (undefined) external _dyld_process_is_restricted (from libdyld)
00000001804fa93c (__TEXT,__text) external _endfsent
00000001804f3f2c (__TEXT,__text) external _endgrent
00000001805025ac (__TEXT,__text) external _endhostent
000000018050291c (__TEXT,__text) external _endnetent
0000000180501c3c (__TEXT,__text) external _endnetgrent
0000000180502b5c (__TEXT,__text) external _endprotoent
00000001804f3d3c (__TEXT,__text) external _endpwent
0000000180502ca4 (__TEXT,__text) external _endrpcent
0000000180502a14 (__TEXT,__text) external _endservent
0000000180513dd8 (__TEXT,__text) external _ether_aton
00000001e9dac798 (__DATA,__bss) non-external _ether_aton.ep
00000001805025b8 (__TEXT,__text) external _ether_hostton
0000000180513c90 (__TEXT,__text) external _ether_line
0000000180513d48 (__TEXT,__text) external _ether_ntoa
00000001e9dac780 (__DATA,__bss) non-external _ether_ntoa.s
00000001805026bc (__TEXT,__text) external _ether_ntohost
                 (undefined) external _fclose (from libsystem_c)
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
                 (undefined) external _fflush (from libsystem_c)
                 (undefined) external _fgets (from libsystem_c)
00000001804fa948 (__TEXT,__text) non-external _file_addrinfo
00000001804ff640 (__TEXT,__text) non-external _file_alias_all
00000001804ff638 (__TEXT,__text) non-external _file_alias_byname
00000001804fa158 (__TEXT,__text) non-external _file_fs_all
00000001804ff74c (__TEXT,__text) non-external _file_fs_byfile
00000001804ff744 (__TEXT,__text) non-external _file_fs_byspec
00000001804ff434 (__TEXT,__text) non-external _file_group_all
00000001804ff424 (__TEXT,__text) non-external _file_group_bygid
00000001804fab90 (__TEXT,__text) non-external _file_group_byname
00000001804f85a4 (__TEXT,__text) non-external _file_grouplist
00000001804ff64c (__TEXT,__text) non-external _file_host_all
00000001804f8e88 (__TEXT,__text) non-external _file_host_byaddr
00000001804fab18 (__TEXT,__text) non-external _file_host_byname
00000001804ff53c (__TEXT,__text) non-external _file_in_netgroup
00000001804f2f70 (__TEXT,__text) non-external _file_is_valid
00000001804ff764 (__TEXT,__text) non-external _file_mac_all
00000001804ff75c (__TEXT,__text) non-external _file_mac_bymac
00000001804ff754 (__TEXT,__text) non-external _file_mac_byname
00000001e9dac278 (__DATA,__data) non-external _file_mutex
00000001804ff444 (__TEXT,__text) non-external _file_netgroup_byname
00000001804ff694 (__TEXT,__text) non-external _file_network_all
00000001804ff680 (__TEXT,__text) non-external _file_network_byaddr
00000001804ff664 (__TEXT,__text) non-external _file_network_byname
00000001804ff6ec (__TEXT,__text) non-external _file_protocol_all
00000001804ff6bc (__TEXT,__text) non-external _file_protocol_byname
00000001804ff6d8 (__TEXT,__text) non-external _file_protocol_bynumber
00000001804ff730 (__TEXT,__text) non-external _file_rpc_all
00000001804ff700 (__TEXT,__text) non-external _file_rpc_byname
00000001804ff71c (__TEXT,__text) non-external _file_rpc_bynumber
00000001804ff6a8 (__TEXT,__text) non-external _file_service_all
00000001804f2818 (__TEXT,__text) non-external _file_service_byname
00000001804f95bc (__TEXT,__text) non-external _file_service_byport
00000001804ff414 (__TEXT,__text) non-external _file_user_all
00000001804f4204 (__TEXT,__text) non-external _file_user_byname
00000001804f3780 (__TEXT,__text) non-external _file_user_byuid
                 (undefined) external _fileno (from libsystem_c)
00000001805126b8 (__TEXT,__text) non-external _fill_input_buf
                 (undefined) external _flock (from libsystem_kernel)
00000001805120e8 (__TEXT,__text) non-external _flush_out
                 (undefined) external _fopen (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _fputs (from libsystem_c)
                 (undefined) external _fread (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
0000000180504828 (__TEXT,__text) non-external _free_build_hostent
00000001804f19fc (__TEXT,__text) external _freeaddrinfo
00000001804f7900 (__TEXT,__text) external _freehostent
00000001804f210c (__TEXT,__text) external _freeifaddrs
0000000180514210 (__TEXT,__text) external _freeifmaddrs
                 (undefined) external _fseek (from libsystem_c)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _ftell (from libsystem_c)
                 (undefined) external _fwrite (from libsystem_c)
00000001e9dac270 (__DATA,__data) external _gL1CacheEnabled
0000000180504924 (__TEXT,__text) non-external _gai_child_has_forked
00000001e9dac190 (__DATA,__data) non-external _gai_log.once
00000001805048cc (__TEXT,__text) non-external _gai_log_init
00000001805041c0 (__TEXT,__text) external _gai_strerror
00000001805125e8 (__TEXT,__text) non-external _get_input_bytes
00000001804f0244 (__TEXT,__text) external _getaddrinfo
0000000180503004 (__TEXT,__text) external _getaddrinfo_async_cancel
00000001804f6aa4 (__TEXT,__text) external _getaddrinfo_async_handle_reply
0000000180502ffc (__TEXT,__text) external _getaddrinfo_async_receive
0000000180502fa8 (__TEXT,__text) external _getaddrinfo_async_send
0000000180502f5c (__TEXT,__text) external _getaddrinfo_async_start
                 (undefined) external _getc (from libsystem_c)
0000000180506a98 (__TEXT,__text) external _getdomainname
                 (undefined) external _getegid (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _geteuid (from libsystem_kernel)
00000001804f96d4 (__TEXT,__text) external _getfsent
0000000180502d10 (__TEXT,__text) external _getfsfile
0000000180502cb0 (__TEXT,__text) external _getfsspec
0000000180501a68 (__TEXT,__text) external _getgrent
00000001804ef7f4 (__TEXT,__text) external _getgrgid
00000001805032e8 (__TEXT,__text) external _getgrgid_r
00000001804f3d94 (__TEXT,__text) external _getgrnam
000000018050307c (__TEXT,__text) external _getgrnam_r
0000000180501ec8 (__TEXT,__text) external _getgroupcount
0000000180501c48 (__TEXT,__text) external _getgrouplist
0000000180501d48 (__TEXT,__text) external _getgrouplist_2
00000001804f8190 (__TEXT,__text) non-external _getgrouplist_internal
                 (undefined) external _getgroups (from libsystem_kernel)
00000001805019fc (__TEXT,__text) external _getgruuid
00000001805033ac (__TEXT,__text) external _getgruuid_r
00000001805022c0 (__TEXT,__text) external _gethostbyaddr
0000000180502364 (__TEXT,__text) non-external (was a private external) _gethostbyaddr_async_call
0000000180502434 (__TEXT,__text) external _gethostbyaddr_async_cancel
0000000180502438 (__TEXT,__text) external _gethostbyaddr_async_handleReply
0000000180502430 (__TEXT,__text) external _gethostbyaddr_async_start
0000000180502014 (__TEXT,__text) external _gethostbyname
00000001805021b8 (__TEXT,__text) external _gethostbyname2
00000001805020f0 (__TEXT,__text) non-external (was a private external) _gethostbyname_async_call
00000001805021b0 (__TEXT,__text) external _gethostbyname_async_cancel
00000001805021b4 (__TEXT,__text) external _gethostbyname_async_handleReply
00000001805021ac (__TEXT,__text) external _gethostbyname_async_start
000000018050253c (__TEXT,__text) external _gethostent
                 (undefined) external _gethostname (from libsystem_c)
00000001804f1b14 (__TEXT,__text) external _getifaddrs
0000000180513ec4 (__TEXT,__text) external _getifmaddrs
000000018050243c (__TEXT,__text) external _getipnodebyaddr
00000001804f6d04 (__TEXT,__text) external _getipnodebyname
00000001804f31a4 (__TEXT,__text) external _getnameinfo
000000018050305c (__TEXT,__text) external _getnameinfo_async_cancel
0000000180503060 (__TEXT,__text) external _getnameinfo_async_handle_reply
0000000180503008 (__TEXT,__text) external _getnameinfo_async_send
00000001804f9280 (__TEXT,__text) external _getnameinfo_async_start
0000000180514214 (__TEXT,__text) non-external (was a private external) _getnameinfo_link
000000018050282c (__TEXT,__text) external _getnetbyaddr
00000001805027cc (__TEXT,__text) external _getnetbyname
00000001805028ac (__TEXT,__text) external _getnetent
0000000180501be0 (__TEXT,__text) external _getnetgrent
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getprogname (from libsystem_c)
0000000180502a20 (__TEXT,__text) external _getprotobyname
0000000180502a80 (__TEXT,__text) external _getprotobynumber
0000000180502aec (__TEXT,__text) external _getprotoent
0000000180501958 (__TEXT,__text) external _getpwent
00000001804f2444 (__TEXT,__text) external _getpwnam
0000000180503470 (__TEXT,__text) external _getpwnam_r
00000001804ece04 (__TEXT,__text) external _getpwuid
00000001804efe7c (__TEXT,__text) external _getpwuid_r
00000001804f4268 (__TEXT,__text) external _getpwuuid
0000000180503534 (__TEXT,__text) external _getpwuuid_r
0000000180502b68 (__TEXT,__text) external _getrpcbyname
0000000180502bc8 (__TEXT,__text) external _getrpcbynumber
0000000180502c34 (__TEXT,__text) external _getrpcent
000000018050c91c (__TEXT,__text) external _getrpcport
00000001804f24ec (__TEXT,__text) external _getservbyname
0000000180502928 (__TEXT,__text) external _getservbyport
00000001805029a4 (__TEXT,__text) external _getservent
                 (undefined) external _getsockname (from libsystem_kernel)
                 (undefined) external _getsockopt (from libsystem_kernel)
                 (undefined) external _gettimeofday (from libsystem_c)
00000001805035f8 (__TEXT,__text) external _group_from_gid
00000001e9dac800 (__DATA,__bss) non-external _group_from_gid.buf
00000001e5c045e0 (__DATA_CONST,__const) non-external (was a private external) _h_errlist
00000001e9dac374 (__DATA,__common) external _h_errno
00000001804fadb0 (__TEXT,__text) external _herror
0000000180517ec7 (__TEXT,__cstring) non-external _hexchar
0000000180516b70 (__TEXT,__const) non-external _hexval
00000001804f3d08 (__TEXT,__text) external _hstrerror
0000000180512a4c (__TEXT,__text) external _htonl
0000000180512a5c (__TEXT,__text) external _htons
00000001804fb370 (__TEXT,__text) external _if_freenameindex
00000001804f3bac (__TEXT,__text) external _if_indextoname
00000001804fb220 (__TEXT,__text) external _if_nameindex
00000001804f3c58 (__TEXT,__text) external _if_nametoindex
0000000180516a10 (__TEXT,__const) external _in6addr_any
0000000180516a40 (__TEXT,__const) external _in6addr_linklocal_allnodes
0000000180516a50 (__TEXT,__const) external _in6addr_linklocal_allrouters
0000000180516a60 (__TEXT,__const) external _in6addr_linklocal_allv2routers
0000000180516a20 (__TEXT,__const) external _in6addr_loopback
0000000180516a30 (__TEXT,__const) external _in6addr_nodelocal_allnodes
00000001e9dac820 (__DATA,__bss) non-external _in_flight
00000001804fb4f4 (__TEXT,__text) non-external _inet6_insert_padopt
00000001804fb830 (__TEXT,__text) external _inet6_opt_append
00000001804fba94 (__TEXT,__text) external _inet6_opt_find
00000001804fb928 (__TEXT,__text) external _inet6_opt_finish
00000001804fbb30 (__TEXT,__text) external _inet6_opt_get_val
00000001804fb804 (__TEXT,__text) external _inet6_opt_init
00000001804fb9dc (__TEXT,__text) external _inet6_opt_next
00000001804fb9a0 (__TEXT,__text) external _inet6_opt_set_val
00000001804fb524 (__TEXT,__text) external _inet6_option_alloc
00000001804fb3b8 (__TEXT,__text) external _inet6_option_append
00000001804fb710 (__TEXT,__text) external _inet6_option_find
00000001804fb384 (__TEXT,__text) external _inet6_option_init
00000001804fb638 (__TEXT,__text) external _inet6_option_next
00000001804fb374 (__TEXT,__text) external _inet6_option_space
00000001804fbd78 (__TEXT,__text) external _inet6_rth_add
00000001804fbea8 (__TEXT,__text) external _inet6_rth_getaddr
00000001804fbd08 (__TEXT,__text) external _inet6_rth_init
00000001804fbdb8 (__TEXT,__text) external _inet6_rth_reverse
00000001804fbe7c (__TEXT,__text) external _inet6_rth_segments
00000001804fbcf0 (__TEXT,__text) external _inet6_rth_space
00000001804fbbb4 (__TEXT,__text) external _inet6_rthdr_add
00000001804fbc6c (__TEXT,__text) external _inet6_rthdr_getaddr
00000001804fbcb0 (__TEXT,__text) external _inet6_rthdr_getflags
00000001804fbb88 (__TEXT,__text) external _inet6_rthdr_init
00000001804fbc14 (__TEXT,__text) external _inet6_rthdr_lasthop
00000001804fbc3c (__TEXT,__text) external _inet6_rthdr_segments
00000001804fbb6c (__TEXT,__text) external _inet6_rthdr_space
                 (undefined) external _inet_aton (from libsystem_c)
                 (undefined) external _inet_makeaddr (from libsystem_c)
                 (undefined) external _inet_netof (from libsystem_c)
                 (undefined) external _inet_ntop (from libsystem_c)
                 (undefined) external _inet_pton (from libsystem_c)
00000001804f80c8 (__TEXT,__text) external _initgroups
0000000180501b0c (__TEXT,__text) external _innetgr
                 (undefined) external _ioctl (from libsystem_kernel)
0000000180513aac (__TEXT,__text) external _iruserok
0000000180513388 (__TEXT,__text) external _iruserok_sa
                 (undefined) external _issetugid (from libsystem_kernel)
                 (undefined) external _kDNSServiceAttrAllowFailover (from libsystem_dnssd)
00000001e9dac308 (__DATA,__data) non-external _kLoopbackIndex
                 (undefined) external _kevent (from libsystem_kernel)
                 (undefined) external _kqueue (from libsystem_kernel)
0000000180501758 (__TEXT,__text) external _kvarray_free
00000001805007bc (__TEXT,__text) external _kvbuf_add_dict
000000018050081c (__TEXT,__text) external _kvbuf_add_key
0000000180514500 (__TEXT,__text) non-external _kvbuf_add_key.cold.1
0000000180500938 (__TEXT,__text) external _kvbuf_add_val
0000000180500f48 (__TEXT,__text) external _kvbuf_add_val_len
0000000180514578 (__TEXT,__text) non-external _kvbuf_add_val_len.cold.1
00000001805010cc (__TEXT,__text) external _kvbuf_append_kvbuf
00000001805145f0 (__TEXT,__text) non-external _kvbuf_append_kvbuf.cold.1
0000000180501488 (__TEXT,__text) external _kvbuf_decode
0000000180501078 (__TEXT,__text) external _kvbuf_free
0000000180501028 (__TEXT,__text) external _kvbuf_get_len
0000000180500d10 (__TEXT,__text) non-external _kvbuf_grow
0000000180500cd0 (__TEXT,__text) external _kvbuf_init
0000000180500c28 (__TEXT,__text) external _kvbuf_init_zone
0000000180501048 (__TEXT,__text) external _kvbuf_make_nonpurgeable
0000000180501034 (__TEXT,__text) external _kvbuf_make_purgeable
0000000180500794 (__TEXT,__text) external _kvbuf_new
0000000180500b98 (__TEXT,__text) external _kvbuf_new_zone
00000001805011dc (__TEXT,__text) external _kvbuf_next_dict
00000001805012c0 (__TEXT,__text) external _kvbuf_next_key
00000001805013ec (__TEXT,__text) external _kvbuf_next_val
00000001805013f4 (__TEXT,__text) external _kvbuf_next_val_len
0000000180500624 (__TEXT,__text) external _kvbuf_query
0000000180500aa8 (__TEXT,__text) external _kvbuf_query_key_int
0000000180500b20 (__TEXT,__text) external _kvbuf_query_key_uint
0000000180500994 (__TEXT,__text) external _kvbuf_query_key_val
00000001805011a8 (__TEXT,__text) external _kvbuf_reset
                 (undefined) external _listen (from libsystem_kernel)
00000001804fc330 (__TEXT,__text) external _lookup_close_connections
00000001804f77c8 (__TEXT,__text) non-external _lower_case
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_allocate (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_extract_right (from libsystem_kernel)
                 (undefined) external _mach_port_mod_refs (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
00000001805046a8 (__TEXT,__text) non-external _make_hostent6
00000001805101ec (__TEXT,__text) non-external _makefd_xprt
                 (undefined) external _malloc_default_zone (from libsystem_malloc)
                 (undefined) external _malloc_make_nonpurgeable (from libsystem_malloc)
                 (undefined) external _malloc_make_purgeable (from libsystem_malloc)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_realloc (from libsystem_malloc)
                 (undefined) external _malloc_zone_from_ptr (from libsystem_malloc)
0000000180508d68 (__TEXT,__text) non-external _marshal_new_auth
00000001e9dac300 (__DATA,__data) non-external _maxgrplist
00000001804f3f4c (__TEXT,__text) external _mbr_check_membership
00000001804f4224 (__TEXT,__text) external _mbr_check_membership_by_id
00000001804f3f6c (__TEXT,__text) external _mbr_check_membership_ext
00000001805054d8 (__TEXT,__text) external _mbr_check_membership_refresh
0000000180505bc4 (__TEXT,__text) external _mbr_check_service_membership
0000000180505b78 (__TEXT,__text) external _mbr_close_connections
000000018050532c (__TEXT,__text) external _mbr_gid_to_uuid
00000001804f3f38 (__TEXT,__text) external _mbr_group_name_to_uuid
00000001804ebe14 (__TEXT,__text) external _mbr_identifier_to_uuid
00000001804ebef8 (__TEXT,__text) external _mbr_identifier_translate
0000000180514974 (__TEXT,__text) non-external _mbr_identifier_translate.cold.1
000000018051498c (__TEXT,__text) non-external _mbr_identifier_translate.cold.2
00000001805149a4 (__TEXT,__text) non-external _mbr_identifier_translate.cold.3
0000000180505ae8 (__TEXT,__text) external _mbr_reset_cache
00000001805060f8 (__TEXT,__text) external _mbr_set_identifier_ttl
0000000180505dd0 (__TEXT,__text) external _mbr_sid_to_string
00000001805053ec (__TEXT,__text) external _mbr_sid_to_uuid
0000000180505fb0 (__TEXT,__text) external _mbr_string_to_sid
00000001805060f4 (__TEXT,__text) external _mbr_string_to_uuid
00000001804ebde0 (__TEXT,__text) external _mbr_uid_to_uuid
00000001804f4210 (__TEXT,__text) external _mbr_user_name_to_uuid
0000000180505360 (__TEXT,__text) external _mbr_uuid_to_id
00000001805054b4 (__TEXT,__text) external _mbr_uuid_to_sid
0000000180505400 (__TEXT,__text) external _mbr_uuid_to_sid_type
00000001805060d8 (__TEXT,__text) external _mbr_uuid_to_string
00000001804f7a98 (__TEXT,__text) non-external _mdns_addrinfo
00000001805038a4 (__TEXT,__text) non-external _mdns_close
00000001804f89f0 (__TEXT,__text) non-external _mdns_hostbyaddr
00000001804f73bc (__TEXT,__text) non-external _mdns_hostbyname
00000001804f93a4 (__TEXT,__text) non-external _mdns_is_valid
00000001804f4ba0 (__TEXT,__text) non-external _mdns_item_call
00000001805038a8 (__TEXT,__text) non-external _mdns_srv_byname
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
0000000180504748 (__TEXT,__text) non-external _merge_alias
                 (undefined) external _mmap (from libsystem_kernel)
00000001e9dac840 (__DATA,__bss) non-external _module_count
00000001e9dac838 (__DATA,__bss) non-external _module_list
00000001e9dac2b8 (__DATA,__data) non-external _module_mutex
                 (undefined) external _munmap (from libsystem_kernel)
00000001ec7bc2c0 (__DATA_DIRTY,__data) non-external _mutex
00000001ec7bc300 (__DATA_DIRTY,__data) non-external _mutex
                 (undefined) external _nanosleep$NOCANCEL (from libsystem_c)
00000001ec7bc4f8 (__DATA_DIRTY,__bss) non-external _nat64_v4_requires_synthesis
00000001ec7bc4e8 (__DATA_DIRTY,__bss) non-external _nat64_v4_synthesize
00000001e9dac1c0 (__DATA,__data) non-external _net_config_mutex
00000001e9dac1b8 (__DATA,__data) non-external _net_config_token
00000001e9dac7b0 (__DATA,__bss) non-external _net_v4_count
00000001e9dac7ac (__DATA,__bss) non-external _net_v6_count
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
                 (undefined) external _notify_get_state (from libsystem_notify)
                 (undefined) external _notify_peek (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
                 (undefined) external _notify_register_plain (from libsystem_notify)
0000000180512a44 (__TEXT,__text) external _ntohl
