00007ff80dd20a2c (__TEXT,__text) external _CCAESCmac
                 (undefined) external _ccdes3_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cbc_cksum (from libcorecrypto)
                 (undefined) external _ccdes_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_key_is_weak (from libcorecrypto)
                 (undefined) external _ccdes_key_set_odd_parity (from libcorecrypto)
                 (undefined) external _ccdes_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdh_ccn_size (from libcorecrypto)
                 (undefined) external _ccdh_compute_shared_secret (from libcorecrypto)
                 (undefined) external _ccdh_ctx_init (from libcorecrypto)
                 (undefined) external _ccdh_ctx_public (from libcorecrypto)
                 (undefined) external _ccdh_export_pub (from libcorecrypto)
                 (undefined) external _ccdh_export_pub_size (from libcorecrypto)
                 (undefined) external _ccdh_generate_key (from libcorecrypto)
                 (undefined) external _ccdh_gp_rfc3526group05 (from libcorecrypto)
                 (undefined) external _ccdh_import_pub (from libcorecrypto)
                 (undefined) external _ccdigest (from libcorecrypto)
00007ff80dd1c42e (__TEXT,__text) non-external _ccdigest_finalize
                 (undefined) external _ccdigest_init (from libcorecrypto)
00007ff80dd1c313 (__TEXT,__text) non-external _ccdigest_process
                 (undefined) external _ccdigest_update (from libcorecrypto)
                 (undefined) external _ccec_blind (from libcorecrypto)
                 (undefined) external _ccec_compact_export_pub (from libcorecrypto)
                 (undefined) external _ccec_compact_import_pub (from libcorecrypto)
                 (undefined) external _ccec_compact_import_pub_size (from libcorecrypto)
                 (undefined) external _ccec_cp_256 (from libcorecrypto)
                 (undefined) external _ccec_cp_384 (from libcorecrypto)
                 (undefined) external _ccec_cp_521 (from libcorecrypto)
                 (undefined) external _ccec_diversify_min_entropy_len (from libcorecrypto)
                 (undefined) external _ccec_diversify_priv_twin (from libcorecrypto)
                 (undefined) external _ccec_diversify_pub_twin (from libcorecrypto)
                 (undefined) external _ccec_generate_blinding_keys (from libcorecrypto)
                 (undefined) external _ccec_generate_key (from libcorecrypto)
                 (undefined) external _ccec_get_cp (from libcorecrypto)
                 (undefined) external _ccec_get_fullkey_components (from libcorecrypto)
                 (undefined) external _ccec_get_pubkey_components (from libcorecrypto)
                 (undefined) external _ccec_keysize_is_supported (from libcorecrypto)
                 (undefined) external _ccec_make_pub (from libcorecrypto)
                 (undefined) external _ccec_sign (from libcorecrypto)
                 (undefined) external _ccec_unblind (from libcorecrypto)
                 (undefined) external _ccec_verify (from libcorecrypto)
                 (undefined) external _ccec_x963_export (from libcorecrypto)
                 (undefined) external _ccec_x963_import_priv (from libcorecrypto)
                 (undefined) external _ccec_x963_import_priv_size (from libcorecrypto)
                 (undefined) external _ccec_x963_import_pub (from libcorecrypto)
                 (undefined) external _ccec_x963_import_pub_size (from libcorecrypto)
00007ff8423e5420 (__DATA,__const) non-external (was a private external) _ccecb_mode
00007ff80dd24b71 (__TEXT,__text) non-external _ccecb_mode_crypt
00007ff80dd24b4e (__TEXT,__text) non-external _ccecb_mode_get_block_size
00007ff80dd24b45 (__TEXT,__text) non-external _ccecb_mode_get_ctx_size
00007ff80dd24b58 (__TEXT,__text) non-external _ccecb_mode_setup
                 (undefined) external _ccecdh_compute_shared_secret (from libcorecrypto)
                 (undefined) external _ccgcm_aad (from libcorecrypto)
                 (undefined) external _ccgcm_finalize (from libcorecrypto)
00007ff8423e5650 (__DATA,__const) non-external (was a private external) _ccgcm_mode
00007ff80dd24eb7 (__TEXT,__text) non-external _ccgcm_mode_crypt
00007ff80dd24ea4 (__TEXT,__text) non-external _ccgcm_mode_get_block_size
00007ff80dd1d48b (__TEXT,__text) non-external _ccgcm_mode_get_ctx_size
00007ff80dd1d49e (__TEXT,__text) non-external _ccgcm_mode_setup
                 (undefined) external _ccgcm_one_shot (from libcorecrypto)
                 (undefined) external _ccgcm_reset (from libcorecrypto)
                 (undefined) external _ccgcm_set_iv (from libcorecrypto)
                 (undefined) external _ccgcm_set_iv_legacy (from libcorecrypto)
00007ff80dd24ed2 (__TEXT,__text) non-external _ccgcm_setiv
                 (undefined) external _ccgcm_update (from libcorecrypto)
                 (undefined) external _cch2c (from libcorecrypto)
                 (undefined) external _cch2c_p256_sha256_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cch2c_p384_sha512_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cch2c_p521_sha512_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cchkdf (from libcorecrypto)
                 (undefined) external _cchkdf_expand (from libcorecrypto)
                 (undefined) external _cchkdf_extract (from libcorecrypto)
                 (undefined) external _cchmac (from libcorecrypto)
                 (undefined) external _cchmac_final (from libcorecrypto)
                 (undefined) external _cchmac_init (from libcorecrypto)
                 (undefined) external _cchmac_update (from libcorecrypto)
                 (undefined) external _ccmd2_ltc_di (from libcorecrypto)
                 (undefined) external _ccmd4_ltc_di (from libcorecrypto)
                 (undefined) external _ccmd5_di (from libcorecrypto)
00007ff8423e5030 (__DATA,__const) non-external (was a private external) _ccmodeList
                 (undefined) external _ccn_bitlen (from libcorecrypto)
                 (undefined) external _ccn_cmpn (from libcorecrypto)
                 (undefined) external _ccn_read_uint (from libcorecrypto)
                 (undefined) external _ccn_write_int (from libcorecrypto)
                 (undefined) external _ccn_write_int_size (from libcorecrypto)
                 (undefined) external _ccn_write_uint (from libcorecrypto)
                 (undefined) external _ccn_write_uint_padded (from libcorecrypto)
                 (undefined) external _ccn_write_uint_size (from libcorecrypto)
                 (undefined) external _ccnistkdf_ctr_hmac (from libcorecrypto)
                 (undefined) external _ccnistkdf_ctr_hmac_fixed (from libcorecrypto)
00007ff80dd1ed78 (__TEXT,__text) non-external _ccnopad_decrypt_pad
00007ff80dd1e2e0 (__TEXT,__text) non-external _ccnopad_encrypt_pad
00007ff8423e5750 (__DATA,__const) non-external (was a private external) _ccnopad_pad
00007ff80dd1e110 (__TEXT,__text) non-external _ccnopad_padlen
00007ff80dd1e137 (__TEXT,__text) non-external _ccnopad_reserve
00007ff8423e55b0 (__DATA,__const) non-external (was a private external) _ccofb_mode
00007ff80dd24d07 (__TEXT,__text) non-external _ccofb_mode_crypt
00007ff80dd24ce1 (__TEXT,__text) non-external _ccofb_mode_get_block_size
00007ff80dd24cd8 (__TEXT,__text) non-external _ccofb_mode_get_ctx_size
00007ff80dd24ceb (__TEXT,__text) non-external _ccofb_mode_setup
                 (undefined) external _ccpad_cts3_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_cts3_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_ecb_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_ecb_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_xts_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_xts_encrypt (from libcorecrypto)
                 (undefined) external _ccpbkdf2_hmac (from libcorecrypto)
00007ff80dd25016 (__TEXT,__text) non-external _ccpkcs7_decrypt_ecb_pad
00007ff80dd1ed9b (__TEXT,__text) non-external _ccpkcs7_decrypt_pad
00007ff8423e5710 (__DATA,__const) non-external (was a private external) _ccpkcs7_ecb_pad
00007ff80dd24fda (__TEXT,__text) non-external _ccpkcs7_encrypt_ecb_pad
00007ff80dd24f88 (__TEXT,__text) non-external _ccpkcs7_encrypt_pad
00007ff8423e56f0 (__DATA,__const) non-external (was a private external) _ccpkcs7_pad
00007ff80dd1dc7c (__TEXT,__text) non-external _ccpkcs7_padlen
00007ff80dd1dcf7 (__TEXT,__text) non-external _ccpkcs7_reserve
                 (undefined) external _ccrc2_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccrc4_eay (from libcorecrypto)
                 (undefined) external _ccrmd160_ltc_di (from libcorecrypto)
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
                 (undefined) external _ccrsa_ctx_private_zp (from libcorecrypto)
                 (undefined) external _ccrsa_ctx_public (from libcorecrypto)
                 (undefined) external _ccrsa_decrypt_eme_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_decrypt_oaep (from libcorecrypto)
                 (undefined) external _ccrsa_encrypt_eme_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_encrypt_oaep (from libcorecrypto)
                 (undefined) external _ccrsa_export_priv (from libcorecrypto)
                 (undefined) external _ccrsa_export_priv_size (from libcorecrypto)
                 (undefined) external _ccrsa_export_pub (from libcorecrypto)
                 (undefined) external _ccrsa_export_pub_size (from libcorecrypto)
                 (undefined) external _ccrsa_generate_fips186_key (from libcorecrypto)
                 (undefined) external _ccrsa_get_fullkey_components (from libcorecrypto)
                 (undefined) external _ccrsa_get_pubkey_components (from libcorecrypto)
                 (undefined) external _ccrsa_import_priv (from libcorecrypto)
                 (undefined) external _ccrsa_import_priv_n (from libcorecrypto)
                 (undefined) external _ccrsa_import_pub (from libcorecrypto)
                 (undefined) external _ccrsa_import_pub_n (from libcorecrypto)
                 (undefined) external _ccrsa_init_pub (from libcorecrypto)
                 (undefined) external _ccrsa_make_priv (from libcorecrypto)
                 (undefined) external _ccrsa_make_pub (from libcorecrypto)
                 (undefined) external _ccrsa_priv_crypt (from libcorecrypto)
                 (undefined) external _ccrsa_pub_crypt (from libcorecrypto)
                 (undefined) external _ccrsa_recover_priv (from libcorecrypto)
                 (undefined) external _ccrsa_sign_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_sign_pss (from libcorecrypto)
                 (undefined) external _ccrsa_verify_pkcs1v15_digest (from libcorecrypto)
                 (undefined) external _ccrsa_verify_pss_digest (from libcorecrypto)
                 (undefined) external _ccsha1_di (from libcorecrypto)
                 (undefined) external _ccsha224_di (from libcorecrypto)
                 (undefined) external _ccsha256_di (from libcorecrypto)
                 (undefined) external _ccsha384_di (from libcorecrypto)
                 (undefined) external _ccsha3_224_di (from libcorecrypto)
                 (undefined) external _ccsha3_256_di (from libcorecrypto)
                 (undefined) external _ccsha3_384_di (from libcorecrypto)
                 (undefined) external _ccsha3_512_di (from libcorecrypto)
                 (undefined) external _ccsha512_di (from libcorecrypto)
                 (undefined) external _ccwrap_auth_decrypt_withiv (from libcorecrypto)
                 (undefined) external _ccwrap_auth_encrypt_withiv (from libcorecrypto)
                 (undefined) external _ccwrap_unwrapped_size (from libcorecrypto)
                 (undefined) external _ccwrap_wrapped_size (from libcorecrypto)
                 (undefined) external _ccxts_context_size (from libcorecrypto)
00007ff8423e5600 (__DATA,__const) non-external (was a private external) _ccxts_mode
00007ff80dd24df9 (__TEXT,__text) non-external _ccxts_mode_decrypt_tweak
00007ff80dd24d57 (__TEXT,__text) non-external _ccxts_mode_encrypt_tweak
00007ff80dd24d34 (__TEXT,__text) non-external _ccxts_mode_get_block_size
00007ff80dd24d2b (__TEXT,__text) non-external _ccxts_mode_get_ctx_size
00007ff80dd24d3e (__TEXT,__text) non-external _ccxts_mode_setup
                 (undefined) external _ccz_add (from libcorecrypto)
                 (undefined) external _ccz_addi (from libcorecrypto)
                 (undefined) external _ccz_bitlen (from libcorecrypto)
00007ff8423e5860 (__DATA,__data) non-external _ccz_c
                 (undefined) external _ccz_cmp (from libcorecrypto)
                 (undefined) external _ccz_cmpi (from libcorecrypto)
                 (undefined) external _ccz_divmod (from libcorecrypto)
                 (undefined) external _ccz_expmod (from libcorecrypto)
                 (undefined) external _ccz_free (from libcorecrypto)
                 (undefined) external _ccz_init (from libcorecrypto)
                 (undefined) external _ccz_is_negative (from libcorecrypto)
                 (undefined) external _ccz_is_prime (from libcorecrypto)
                 (undefined) external _ccz_is_zero (from libcorecrypto)
                 (undefined) external _ccz_lsl (from libcorecrypto)
                 (undefined) external _ccz_lsr (from libcorecrypto)
                 (undefined) external _ccz_mod (from libcorecrypto)
                 (undefined) external _ccz_mul (from libcorecrypto)
                 (undefined) external _ccz_muli (from libcorecrypto)
                 (undefined) external _ccz_mulmod (from libcorecrypto)
                 (undefined) external _ccz_neg (from libcorecrypto)
                 (undefined) external _ccz_random_bits (from libcorecrypto)
                 (undefined) external _ccz_read_radix (from libcorecrypto)
                 (undefined) external _ccz_read_uint (from libcorecrypto)
                 (undefined) external _ccz_set (from libcorecrypto)
                 (undefined) external _ccz_seti (from libcorecrypto)
                 (undefined) external _ccz_size (from libcorecrypto)
                 (undefined) external _ccz_sub (from libcorecrypto)
                 (undefined) external _ccz_subi (from libcorecrypto)
                 (undefined) external _ccz_trailing_zeros (from libcorecrypto)
                 (undefined) external _ccz_write_int_size (from libcorecrypto)
                 (undefined) external _ccz_write_radix (from libcorecrypto)
                 (undefined) external _ccz_write_radix_size (from libcorecrypto)
                 (undefined) external _ccz_write_uint (from libcorecrypto)
                 (undefined) external _ccz_write_uint_size (from libcorecrypto)
                 (undefined) external _ccz_zero (from libcorecrypto)
                 (undefined) external _cczp_bitlen (from libcorecrypto)
                 (undefined) external _cczp_n (from libcorecrypto)
                 (undefined) external _cczp_prime (from libcorecrypto)
00007ff80dd1c214 (__TEXT,__text) non-external _convertccHmacSelector
00007ff80dd2033c (__TEXT,__text) non-external (was a private external) _crc_normal_final
00007ff80dd20224 (__TEXT,__text) non-external (was a private external) _crc_normal_init
00007ff80dd2036c (__TEXT,__text) non-external (was a private external) _crc_normal_oneshot
00007ff80dd20256 (__TEXT,__text) non-external (was a private external) _crc_normal_update
00007ff80dd203f8 (__TEXT,__text) non-external (was a private external) _crc_reverse_final
00007ff80dd203c4 (__TEXT,__text) non-external (was a private external) _crc_reverse_init
00007ff80dd1eedd (__TEXT,__text) non-external (was a private external) _crc_reverse_oneshot
00007ff80dd1f2a6 (__TEXT,__text) non-external (was a private external) _crc_reverse_update
00007ff80dd25752 (__TEXT,__text) non-external _deCode
00007ff80dd25626 (__TEXT,__text) non-external _decodeLen
00007ff8423e5838 (__DATA,__const) non-external (was a private external) _defaultBase16
00007ff8423e57c0 (__DATA,__const) non-external (was a private external) _defaultBase32
00007ff8423e5798 (__DATA,__const) non-external (was a private external) _defaultBase64
                 (undefined) external _dispatch_once_f (from libdispatch)
00007ff80dd2009c (__TEXT,__text) non-external (was a private external) _dump_crc_table
                 (undefined) external _dyld_program_sdk_at_least (from libdyld)
00007ff80dd1e991 (__TEXT,__text) non-external _enCode
00007ff80dd1e93e (__TEXT,__text) non-external _encodeLen
00007ff80dd26950 (__TEXT,__const) non-external _encoderValue
                 (undefined) external _free (from libsystem_malloc)
00007ff80dd1d557 (__TEXT,__text) non-external _gcm_update
00007ff80dd1ef30 (__TEXT,__text) non-external (was a private external) _gen_std_crc_table
00007ff80dd1d2f8 (__TEXT,__text) non-external (was a private external) _getCipherMode
00007ff80dd1ee39 (__TEXT,__text) non-external _getDesc
00007ff80dd25b30 (__TEXT,__text) non-external _getDesc.cold.1
00007ff80dd25bba (__TEXT,__text) non-external _getDesc.cold.2
00007ff80dd25c44 (__TEXT,__text) non-external _getDesc.cold.3
00007ff8423e5810 (__DATA,__const) non-external (was a private external) _hexBase32
00007ff80dd1bb6c (__TEXT,__text) non-external (was a private external) _init_globals
00007ff8423e5010 (__DATA,__const) external _kCCRandomDefault
00007ff8423e5018 (__DATA,__const) external _kCCRandomDevRandom
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _memset (from libsystem_c)
00007ff80dd1f750 (__TEXT,__text) non-external _noMode
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _printf (from libsystem_c)
                 (undefined) external _putchar (from libsystem_c)
                 (undefined) external _puts (from libsystem_c)
00007ff80dd2512f (__TEXT,__text) non-external _rc4ModeInit
00007ff80dd2514a (__TEXT,__text) non-external _rc4crypt
00007ff8423e5770 (__DATA,__const) non-external _rc4mode
00007ff8423e57e8 (__DATA,__const) non-external (was a private external) _recoveryBase32
00007ff80dd1f24b (__TEXT,__text) non-external (was a private external) _reflect
00007ff80dd1f238 (__TEXT,__text) non-external (was a private external) _reflect_byte
00007ff80dd266f0 (__TEXT,__const) non-external _reflector
00007ff80dd20409 (__TEXT,__text) non-external (was a private external) _reverse_poly
00007ff80dd26928 (__TEXT,__const) non-external _rfc3394_iv_data
00007ff80dd1be33 (__TEXT,__text) non-external (was a private external) _setReverseMap
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
00007ff80dd245e5 (__TEXT,__text) non-external _validate_sign_verify_params
