00007fff20c0e1cf (__TEXT,__text) external _APL_dgemm
00007fff20cb19e9 (__TEXT,__text) external _cblas_ztpmv
00007fff20cb20e9 (__TEXT,__text) external _cblas_ztpsv
00007fff20c1a849 (__TEXT,__text) external _cblas_ztrmm
00007fff20cb2ff5 (__TEXT,__text) external _cblas_ztrmv
00007fff20bf5f4d (__TEXT,__text) external _cblas_ztrsm
00007fff20cb3a28 (__TEXT,__text) external _cblas_ztrsv
00007fff20b3a3a5 (__TEXT,__text) external _ccopy
00007fff20b3a3a5 (__TEXT,__text) external _ccopy_
00007fff20b3a3b9 (__TEXT,__text) external _cdotc
00007fff20b3a3b9 (__TEXT,__text) external _cdotc_
00007fff20b3a3db (__TEXT,__text) external _cdotu
00007fff20b3a3db (__TEXT,__text) external _cdotu_
00007fff20b38ade (__TEXT,__text) external _cgbmv
00007fff20b38ade (__TEXT,__text) external _cgbmv_
00007fff20b35ef2 (__TEXT,__text) external _cgemm
00007fff20b35ef2 (__TEXT,__text) external _cgemm_
00007fff20b38a0f (__TEXT,__text) external _cgemv
00007fff20b38a0f (__TEXT,__text) external _cgemv_
00007fff20b39433 (__TEXT,__text) external _cgerc
00007fff20b39433 (__TEXT,__text) external _cgerc_
00007fff20b39483 (__TEXT,__text) external _cgeru
00007fff20b39483 (__TEXT,__text) external _cgeru_
00007fff20b38c57 (__TEXT,__text) external _chbmv
00007fff20b38c57 (__TEXT,__text) external _chbmv_
00007fff20b3601b (__TEXT,__text) external _chemm
00007fff20b3601b (__TEXT,__text) external _chemm_
00007fff20b38bbf (__TEXT,__text) external _chemv
00007fff20b38bbf (__TEXT,__text) external _chemv_
00007fff20b394d3 (__TEXT,__text) external _cher
00007fff20b3954b (__TEXT,__text) external _cher2
00007fff20b3954b (__TEXT,__text) external _cher2_
00007fff20b366a6 (__TEXT,__text) external _cher2k
00007fff20b366a6 (__TEXT,__text) external _cher2k_
00007fff20b394d3 (__TEXT,__text) external _cher_
00007fff20b364a7 (__TEXT,__text) external _cherk
00007fff20b364a7 (__TEXT,__text) external _cherk_
00007fff20b38cfb (__TEXT,__text) external _chpmv
00007fff20b38cfb (__TEXT,__text) external _chpmv_
00007fff20b395dc (__TEXT,__text) external _chpr
00007fff20b3964b (__TEXT,__text) external _chpr2
00007fff20b3964b (__TEXT,__text) external _chpr2_
00007fff20b395dc (__TEXT,__text) external _chpr_
00007fff20b3a3fd (__TEXT,__text) external _crotg
00007fff20b3a3fd (__TEXT,__text) external _crotg_
00007fff20b3a40a (__TEXT,__text) external _cscal
00007fff20b3a40a (__TEXT,__text) external _cscal_
00007fff20b3a41b (__TEXT,__text) external _csrot
00007fff20b3a41b (__TEXT,__text) external _csrot_
00007fff20b3a43c (__TEXT,__text) external _csscal
00007fff20b3a43c (__TEXT,__text) external _csscal_
00007fff20b3a456 (__TEXT,__text) external _cswap
00007fff20b3a456 (__TEXT,__text) external _cswap_
00007fff20b360fc (__TEXT,__text) external _csymm
00007fff20b360fc (__TEXT,__text) external _csymm_
00007fff20b367b8 (__TEXT,__text) external _csyr2k
00007fff20b367b8 (__TEXT,__text) external _csyr2k_
00007fff20b365b0 (__TEXT,__text) external _csyrk
00007fff20b365b0 (__TEXT,__text) external _csyrk_
00007fff20b38ea0 (__TEXT,__text) external _ctbmv
00007fff20b38ea0 (__TEXT,__text) external _ctbmv_
00007fff20b391fa (__TEXT,__text) external _ctbsv
00007fff20b391fa (__TEXT,__text) external _ctbsv_
00007fff20b38fc9 (__TEXT,__text) external _ctpmv
00007fff20b38fc9 (__TEXT,__text) external _ctpmv_
00007fff20b39323 (__TEXT,__text) external _ctpsv
00007fff20b39323 (__TEXT,__text) external _ctpsv_
00007fff20b361dd (__TEXT,__text) external _ctrmm
00007fff20b361dd (__TEXT,__text) external _ctrmm_
00007fff20b38d7f (__TEXT,__text) external _ctrmv
00007fff20b38d7f (__TEXT,__text) external _ctrmv_
00007fff20b36342 (__TEXT,__text) external _ctrsm
00007fff20b36342 (__TEXT,__text) external _ctrsm_
00007fff20b390d9 (__TEXT,__text) external _ctrsv
00007fff20b390d9 (__TEXT,__text) external _ctrsv_
00007fff20b3a4ab (__TEXT,__text) external _dasum
00007fff20b3a4ab (__TEXT,__text) external _dasum_
00007fff20b3a4b9 (__TEXT,__text) external _daxpy
00007fff20b3a4b9 (__TEXT,__text) external _daxpy_
00007fff20b3513c (__TEXT,__text) external _dcabs1
00007fff20b3513c (__TEXT,__text) external _dcabs1_
00007fff20b3a4dc (__TEXT,__text) external _dcopy
00007fff20b3a4dc (__TEXT,__text) external _dcopy_
00007fff20b3a4f0 (__TEXT,__text) external _ddot
00007fff20b3a4f0 (__TEXT,__text) external _ddot_
00007fff20b37f09 (__TEXT,__text) external _dgbmv
00007fff20b37f09 (__TEXT,__text) external _dgbmv_
00007fff20b881a2 (__TEXT,__text) external _dgeCopy
00007fff20ba5039 (__TEXT,__text) external _dgePack_A_NoTran
00007fff20ba4f67 (__TEXT,__text) external _dgePack_A_Tran
00007fff20ba52e8 (__TEXT,__text) external _dgePack_B_NoTran
00007fff20ba5178 (__TEXT,__text) external _dgePack_B_Tran
00007fff20b88164 (__TEXT,__text) external _dgeSetZero
00007fff20b3584c (__TEXT,__text) external _dgemm
00007fff20b3584c (__TEXT,__text) external _dgemm_
00007fff20b37e5a (__TEXT,__text) external _dgemv
00007fff20b37e5a (__TEXT,__text) external _dgemv_
00007fff20b387d3 (__TEXT,__text) external _dger
00007fff20b387d3 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
00007fff20b3a501 (__TEXT,__text) external _dnrm2
00007fff20b3a501 (__TEXT,__text) external _dnrm2_
00007fff20c9f8e9 (__TEXT,__text) external _double_general_add
00007fff20cac18e (__TEXT,__text) external _double_general_add_scalar
00007fff20ca296b (__TEXT,__text) external _double_general_elementwise_product
00007fff20caa3de (__TEXT,__text) external _double_general_permute_cols
00007fff20caa1f3 (__TEXT,__text) external _double_general_permute_rows
00007fff20cb2a1d (__TEXT,__text) external _double_general_product_scalar
00007fff20ca2c9a (__TEXT,__text) external _double_general_splat
00007fff20ca236b (__TEXT,__text) external _double_general_sub_scalar
00007fff20caa150 (__TEXT,__text) external _double_general_transpose
00007fff20caca66 (__TEXT,__text) external _double_inner_product_scalar
00007fff20ca4ce5 (__TEXT,__text) external _double_outer_product_scalar
00007fff20b3a50f (__TEXT,__text) external _drot
00007fff20b3a50f (__TEXT,__text) external _drot_
00007fff20b3a530 (__TEXT,__text) external _drotg
00007fff20b3a530 (__TEXT,__text) external _drotg_
00007fff20b3a53d (__TEXT,__text) external _drotm
00007fff20b3a53d (__TEXT,__text) external _drotm_
00007fff20b3a551 (__TEXT,__text) external _drotmg
00007fff20b3a551 (__TEXT,__text) external _drotmg_
00007fff20b38075 (__TEXT,__text) external _dsbmv
00007fff20b38075 (__TEXT,__text) external _dsbmv_
00007fff20b3a565 (__TEXT,__text) external _dscal
00007fff20b3a565 (__TEXT,__text) external _dscal_
00007fff20b3a5ae (__TEXT,__text) external _dsdot
00007fff20b3a5ae (__TEXT,__text) external _dsdot_
00007fff20b3811c (__TEXT,__text) external _dspmv
00007fff20b3811c (__TEXT,__text) external _dspmv_
00007fff20b38921 (__TEXT,__text) external _dspr
00007fff20b38990 (__TEXT,__text) external _dspr2
00007fff20b38990 (__TEXT,__text) external _dspr2_
00007fff20b38921 (__TEXT,__text) external _dspr_
00007fff20b3a57f (__TEXT,__text) external _dswap
00007fff20b3a57f (__TEXT,__text) external _dswap_
00007fff20b3595f (__TEXT,__text) external _dsymm
00007fff20b3595f (__TEXT,__text) external _dsymm_
00007fff20b37fdc (__TEXT,__text) external _dsymv
00007fff20b37fdc (__TEXT,__text) external _dsymv_
00007fff20b38818 (__TEXT,__text) external _dsyr
00007fff20b38890 (__TEXT,__text) external _dsyr2
00007fff20b38890 (__TEXT,__text) external _dsyr2_
00007fff20b35df6 (__TEXT,__text) external _dsyr2k
00007fff20b35df6 (__TEXT,__text) external _dsyr2k_
00007fff20b38818 (__TEXT,__text) external _dsyr_
00007fff20b35d07 (__TEXT,__text) external _dsyrk
00007fff20b35d07 (__TEXT,__text) external _dsyrk_
00007fff20b382ae (__TEXT,__text) external _dtbmv
00007fff20b382ae (__TEXT,__text) external _dtbmv_
00007fff20b385c6 (__TEXT,__text) external _dtbsv
00007fff20b385c6 (__TEXT,__text) external _dtbsv_
00007fff20b383c1 (__TEXT,__text) external _dtpmv
00007fff20b383c1 (__TEXT,__text) external _dtpmv_
00007fff20b386d9 (__TEXT,__text) external _dtpsv
00007fff20b386d9 (__TEXT,__text) external _dtpsv_
00007fff20b88290 (__TEXT,__text) external _dtrCopyLower
00007fff20b8824f (__TEXT,__text) external _dtrSetZeroLower
00007fff20b35a47 (__TEXT,__text) external _dtrmm
00007fff20b35a47 (__TEXT,__text) external _dtrmm_
00007fff20b381a3 (__TEXT,__text) external _dtrmv
00007fff20b381a3 (__TEXT,__text) external _dtrmv_
00007fff20b35ba7 (__TEXT,__text) external _dtrsm
00007fff20b35ba7 (__TEXT,__text) external _dtrsm_
00007fff20b384bb (__TEXT,__text) external _dtrsv
00007fff20b384bb (__TEXT,__text) external _dtrsv_
00007fff20b3a6f6 (__TEXT,__text) external _dzasum
00007fff20b3a6f6 (__TEXT,__text) external _dzasum_
00007fff20b3a704 (__TEXT,__text) external _dznrm2
00007fff20b3a704 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00007fff20ca194b (__TEXT,__text) external _float_general_add
00007fff20ca220c (__TEXT,__text) external _float_general_add_scalar
00007fff20ca2644 (__TEXT,__text) external _float_general_elementwise_product
00007fff20ca1647 (__TEXT,__text) external _float_general_permute_cols
00007fff20ca143c (__TEXT,__text) external _float_general_permute_rows
00007fff20ca3014 (__TEXT,__text) external _float_general_product_scalar
00007fff20ca3940 (__TEXT,__text) external _float_general_splat
00007fff20ca2d46 (__TEXT,__text) external _float_general_sub_scalar
00007fff20ca139a (__TEXT,__text) external _float_general_transpose
00007fff20cabf12 (__TEXT,__text) external _float_inner_product_scalar
00007fff20ca1791 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007fff20b31bc0 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
00007fff20b3a46a (__TEXT,__text) external _icamax
00007fff20b3a46a (__TEXT,__text) external _icamax_
00007fff20b3a593 (__TEXT,__text) external _idamax
00007fff20b3a593 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
00007fff20b3a5bf (__TEXT,__text) external _isamax
00007fff20b3a5bf (__TEXT,__text) external _isamax_
00007fff20b3a712 (__TEXT,__text) external _izamax
00007fff20b3a712 (__TEXT,__text) external _izamax_
00007fff20b31ea4 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00007fff20b3a5da (__TEXT,__text) external _sasum
00007fff20b3a5da (__TEXT,__text) external _sasum_
00007fff20b3a5ed (__TEXT,__text) external _saxpy
00007fff20b3a5ed (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
00007fff20b3a485 (__TEXT,__text) external _scasum
00007fff20b3a485 (__TEXT,__text) external _scasum_
00007fff20b3a498 (__TEXT,__text) external _scnrm2
00007fff20b3a498 (__TEXT,__text) external _scnrm2_
00007fff20b3a610 (__TEXT,__text) external _scopy
00007fff20b3a610 (__TEXT,__text) external _scopy_
00007fff20b3a624 (__TEXT,__text) external _sdot
00007fff20b3a624 (__TEXT,__text) external _sdot_
00007fff20b3a63a (__TEXT,__text) external _sdsdot
00007fff20b3a63a (__TEXT,__text) external _sdsdot_
00007fff20b37354 (__TEXT,__text) external _sgbmv
00007fff20b37354 (__TEXT,__text) external _sgbmv_
00007fff20b884e0 (__TEXT,__text) external _sgeCopy
00007fff20bd3dac (__TEXT,__text) external _sgePack_A_NoTran
00007fff20bd3eeb (__TEXT,__text) external _sgePack_A_Tran
00007fff20bd3fbd (__TEXT,__text) external _sgePack_B_NoTran
00007fff20bd412b (__TEXT,__text) external _sgePack_B_Tran
00007fff20b884a2 (__TEXT,__text) external _sgeSetZero
00007fff20b351a6 (__TEXT,__text) external _sgemm
00007fff20b351a6 (__TEXT,__text) external _sgemm_
00007fff20b3729c (__TEXT,__text) external _sgemv
00007fff20b3729c (__TEXT,__text) external _sgemv_
00007fff20b37c1e (__TEXT,__text) external _sger
00007fff20b37c1e (__TEXT,__text) external _sger_
00007fff20b3a65f (__TEXT,__text) external _snrm2
00007fff20b3a65f (__TEXT,__text) external _snrm2_
00007fff20b3a672 (__TEXT,__text) external _srot
00007fff20b3a672 (__TEXT,__text) external _srot_
00007fff20b3a693 (__TEXT,__text) external _srotg
00007fff20b3a693 (__TEXT,__text) external _srotg_
00007fff20b3a6a0 (__TEXT,__text) external _srotm
00007fff20b3a6a0 (__TEXT,__text) external _srotm_
00007fff20b3a6b4 (__TEXT,__text) external _srotmg
00007fff20b3a6b4 (__TEXT,__text) external _srotmg_
00007fff20b374c0 (__TEXT,__text) external _ssbmv
00007fff20b374c0 (__TEXT,__text) external _ssbmv_
00007fff20b3a6c8 (__TEXT,__text) external _sscal
00007fff20b3a6c8 (__TEXT,__text) external _sscal_
00007fff20b37567 (__TEXT,__text) external _sspmv
00007fff20b37567 (__TEXT,__text) external _sspmv_
00007fff20b37d6c (__TEXT,__text) external _sspr
00007fff20b37ddb (__TEXT,__text) external _sspr2
00007fff20b37ddb (__TEXT,__text) external _sspr2_
00007fff20b37d6c (__TEXT,__text) external _sspr_
00007fff20b3a6e2 (__TEXT,__text) external _sswap
00007fff20b3a6e2 (__TEXT,__text) external _sswap_
00007fff20b352b9 (__TEXT,__text) external _ssymm
00007fff20b352b9 (__TEXT,__text) external _ssymm_
00007fff20b37427 (__TEXT,__text) external _ssymv
00007fff20b37427 (__TEXT,__text) external _ssymv_
00007fff20b37c63 (__TEXT,__text) external _ssyr
00007fff20b37cdb (__TEXT,__text) external _ssyr2
00007fff20b37cdb (__TEXT,__text) external _ssyr2_
00007fff20b35750 (__TEXT,__text) external _ssyr2k
00007fff20b35750 (__TEXT,__text) external _ssyr2k_
00007fff20b37c63 (__TEXT,__text) external _ssyr_
00007fff20b35661 (__TEXT,__text) external _ssyrk
00007fff20b35661 (__TEXT,__text) external _ssyrk_
00007fff20b376f9 (__TEXT,__text) external _stbmv
00007fff20b376f9 (__TEXT,__text) external _stbmv_
00007fff20b37a11 (__TEXT,__text) external _stbsv
00007fff20b37a11 (__TEXT,__text) external _stbsv_
00007fff20b3780c (__TEXT,__text) external _stpmv
00007fff20b3780c (__TEXT,__text) external _stpmv_
00007fff20b37b24 (__TEXT,__text) external _stpsv
00007fff20b37b24 (__TEXT,__text) external _stpsv_
00007fff20b885ce (__TEXT,__text) external _strCopyLower
00007fff20b8858d (__TEXT,__text) external _strSetZeroLower
00007fff20b353a1 (__TEXT,__text) external _strmm
00007fff20b353a1 (__TEXT,__text) external _strmm_
00007fff20b375ee (__TEXT,__text) external _strmv
00007fff20b375ee (__TEXT,__text) external _strmv_
00007fff20b35501 (__TEXT,__text) external _strsm
00007fff20b35501 (__TEXT,__text) external _strsm_
00007fff20b37906 (__TEXT,__text) external _strsv
00007fff20b37906 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007fff20b3511e (__TEXT,__text) external _xerbla
00007fff20b3511e (__TEXT,__text) external _xerbla_
00007fff20b35088 (__TEXT,__text) external _xerbla_array__
00007fff20b3a72d (__TEXT,__text) external _zaxpy
00007fff20b3a72d (__TEXT,__text) external _zaxpy_
00007fff20b3a741 (__TEXT,__text) external _zcopy
00007fff20b3a741 (__TEXT,__text) external _zcopy_
00007fff20b3a755 (__TEXT,__text) external _zdotc
00007fff20b3a755 (__TEXT,__text) external _zdotc_
00007fff20b3a777 (__TEXT,__text) external _zdotu
00007fff20b3a777 (__TEXT,__text) external _zdotu_
00007fff20b3a7b7 (__TEXT,__text) external _zdrot
00007fff20b3a7b7 (__TEXT,__text) external _zdrot_
00007fff20b3a7d8 (__TEXT,__text) external _zdscal
00007fff20b3a7d8 (__TEXT,__text) external _zdscal_
00007fff20b3979f (__TEXT,__text) external _zgbmv
00007fff20b3979f (__TEXT,__text) external _zgbmv_
00007fff20b368c7 (__TEXT,__text) external _zgemm
00007fff20b368c7 (__TEXT,__text) external _zgemm_
00007fff20b396d0 (__TEXT,__text) external _zgemv
00007fff20b396d0 (__TEXT,__text) external _zgemv_
00007fff20b3a0f4 (__TEXT,__text) external _zgerc
00007fff20b3a0f4 (__TEXT,__text) external _zgerc_
00007fff20b3a144 (__TEXT,__text) external _zgeru
00007fff20b3a144 (__TEXT,__text) external _zgeru_
00007fff20b39918 (__TEXT,__text) external _zhbmv
00007fff20b39918 (__TEXT,__text) external _zhbmv_
00007fff20b369f0 (__TEXT,__text) external _zhemm
00007fff20b369f0 (__TEXT,__text) external _zhemm_
00007fff20b39880 (__TEXT,__text) external _zhemv
00007fff20b39880 (__TEXT,__text) external _zhemv_
00007fff20b3a194 (__TEXT,__text) external _zher
00007fff20b3a20c (__TEXT,__text) external _zher2
00007fff20b3a20c (__TEXT,__text) external _zher2_
00007fff20b3707b (__TEXT,__text) external _zher2k
00007fff20b3707b (__TEXT,__text) external _zher2k_
00007fff20b3a194 (__TEXT,__text) external _zher_
00007fff20b36e7c (__TEXT,__text) external _zherk
00007fff20b36e7c (__TEXT,__text) external _zherk_
00007fff20b399bc (__TEXT,__text) external _zhpmv
00007fff20b399bc (__TEXT,__text) external _zhpmv_
00007fff20b3a29d (__TEXT,__text) external _zhpr
00007fff20b3a30c (__TEXT,__text) external _zhpr2
00007fff20b3a30c (__TEXT,__text) external _zhpr2_
00007fff20b3a29d (__TEXT,__text) external _zhpr_
00007fff20b3a799 (__TEXT,__text) external _zrotg
00007fff20b3a799 (__TEXT,__text) external _zrotg_
00007fff20b3a7a6 (__TEXT,__text) external _zscal
00007fff20b3a7a6 (__TEXT,__text) external _zscal_
00007fff20b3a7f2 (__TEXT,__text) external _zswap
00007fff20b3a7f2 (__TEXT,__text) external _zswap_
00007fff20b36ad1 (__TEXT,__text) external _zsymm
00007fff20b36ad1 (__TEXT,__text) external _zsymm_
00007fff20b3718d (__TEXT,__text) external _zsyr2k
00007fff20b3718d (__TEXT,__text) external _zsyr2k_
00007fff20b36f85 (__TEXT,__text) external _zsyrk
00007fff20b36f85 (__TEXT,__text) external _zsyrk_
00007fff20b39b61 (__TEXT,__text) external _ztbmv
00007fff20b39b61 (__TEXT,__text) external _ztbmv_
00007fff20b39ebb (__TEXT,__text) external _ztbsv
00007fff20b39ebb (__TEXT,__text) external _ztbsv_
00007fff20b39c8a (__TEXT,__text) external _ztpmv
00007fff20b39c8a (__TEXT,__text) external _ztpmv_
00007fff20b39fe4 (__TEXT,__text) external _ztpsv
00007fff20b39fe4 (__TEXT,__text) external _ztpsv_
00007fff20b36bb2 (__TEXT,__text) external _ztrmm
00007fff20b36bb2 (__TEXT,__text) external _ztrmm_
00007fff20b39a40 (__TEXT,__text) external _ztrmv
00007fff20b39a40 (__TEXT,__text) external _ztrmv_
00007fff20b36d17 (__TEXT,__text) external _ztrsm
00007fff20b36d17 (__TEXT,__text) external _ztrsm_
00007fff20b39d9a (__TEXT,__text) external _ztrsv
00007fff20b39d9a (__TEXT,__text) external _ztrsv_
                 (undefined) external dyld_stub_binder (from libSystem)
