00007ff84004b8a8 (__DATA,__data) non-external _C
00007ff8003548c9 (__TEXT,__text) non-external ___ultoa
00007ff8003495d0 (__TEXT,__text) external ___ungetc
00007ff800349759 (__TEXT,__text) external ___ungetwc
                 (undefined) external ___unix_conforming (from libsystem_pthread)
00007ff800367c3d (__TEXT,__text) non-external (was a private external) ___unsetenv_locked
00007ff8003811d0 (__TEXT,__const) non-external (was a private external) ___uppercase_hex
00007ff80036e43c (__TEXT,__text) non-external (was a private external) ___v2printf
00007ff800349d32 (__TEXT,__text) non-external (was a private external) ___vfprintf
00007ff80037f5d4 (__TEXT,__text) non-external ___vfprintf.cold.1
00007ff800380c30 (__TEXT,__const) non-external ___vfprintf.xdigs_lower
00007ff800380c40 (__TEXT,__const) non-external ___vfprintf.xdigs_upper
00007ff800350a35 (__TEXT,__text) non-external (was a private external) ___vfwprintf
00007ff800380ca0 (__TEXT,__const) non-external ___vfwprintf.xdigs_lower
00007ff800380cb0 (__TEXT,__const) non-external ___vfwprintf.xdigs_upper
00007ff800354e9a (__TEXT,__text) non-external (was a private external) ___vfwscanf
00007ff800380da0 (__TEXT,__const) non-external ___vfwscanf.basefix
00007ff80037e514 (__TEXT,__text) external ___vsnprintf_chk
00007ff80037e26e (__TEXT,__text) external ___vsprintf_chk
                 (undefined) external ___wait4 (from libsystem_kernel)
                 (undefined) external ___wait4_nocancel (from libsystem_kernel)
00007ff80033e80f (__TEXT,__text) non-external (was a private external) ___wcs_end_offset
00007ff80033e4e8 (__TEXT,__text) non-external (was a private external) ___wcsnrtombs_std
00007ff80033c7bc (__TEXT,__text) external ___wcwidth
00007ff80033c927 (__TEXT,__text) external ___wcwidth_l
00007ff80033d965 (__TEXT,__text) non-external (was a private external) ___wrap_setrunelocale
00007ff80031a779 (__TEXT,__text) non-external (was a private external) ___xlocale_init
00007ff80031a7a6 (__TEXT,__text) non-external ___xlocale_release
00007ff80031b688 (__TEXT,__text) non-external (was a private external) ___xprintf_domain_init
00007ff80037e5c8 (__TEXT,__text) non-external ___xprintf_domain_init.cold.1
00007ff84004be78 (__DATA,__data) non-external (was a private external) ___xprintf_domain_once
00007ff80036e941 (__TEXT,__text) non-external (was a private external) ___xprintf_vector
00007ff80036e745 (__TEXT,__text) non-external (was a private external) ___xvprintf
00007ff800367d08 (__TEXT,__text) external __allocenvstate
00007ff80032e7c0 (__TEXT,__text) non-external (was a private external) __arc4_fork_child
00007ff800337932 (__TEXT,__text) non-external (was a private external) __ascii_init
00007ff80033797f (__TEXT,__text) non-external __ascii_mbrtowc
00007ff8003379c5 (__TEXT,__text) non-external __ascii_mbsinit
00007ff8003379d0 (__TEXT,__text) non-external __ascii_mbsnrtowcs
00007ff800337a63 (__TEXT,__text) non-external __ascii_wcrtomb
00007ff800337a92 (__TEXT,__text) non-external __ascii_wcsnrtombs
00007ff840030f78 (__DATA_CONST,__const) external __c_locale
00007ff8003426cb (__TEXT,__text) external __cleanup
00007ff800367d12 (__TEXT,__text) external __copyenv
00007ff84004c810 (__DATA,__data) external __cthread_init_routine
00007ff800367d90 (__TEXT,__text) external __deallocenvstate
00007ff800367703 (__TEXT,__text) non-external __do_nothing
00007ff800319b72 (__TEXT,__text) non-external __duplocale
                 (undefined) external __dyld_images_for_addresses (from libdyld)
00007ff8400591c0 (__DATA,__common) non-external (was a private external) __e_err_exit
00007ff8400591b8 (__DATA,__common) non-external (was a private external) __e_err_file
00007ff80032ebe5 (__TEXT,__text) non-external (was a private external) __e_visprintf
                 (undefined) external __exit (from libsystem_kernel)
00007ff80033334a (__TEXT,__text) non-external (was a private external) __filldir
00007ff800335633 (__TEXT,__text) non-external (was a private external) __fixtelldir
00007ff8003412f1 (__TEXT,__text) external __flockfile_debug_stub
00007ff800343751 (__TEXT,__text) external __fseeko
00007ff800343c43 (__TEXT,__text) external __ftello
00007ff80034418c (__TEXT,__text) external __fwalk
00007ff80036215c (__TEXT,__text) external __getenvp
00007ff8003171d2 (__TEXT,__text) external __init_clock_port
00007ff80035e1a2 (__TEXT,__text) external __int_to_time
00007ff8003647fa (__TEXT,__text) non-external __isort
00007ff800365318 (__TEXT,__text) non-external __isort
00007ff84004e4a0 (__DATA,__bss) non-external __libSystem_atfork_child
00007ff84004e488 (__DATA,__bss) non-external __libSystem_atfork_child_v2
00007ff84004e498 (__DATA,__bss) non-external __libSystem_atfork_parent
00007ff84004e480 (__DATA,__bss) non-external __libSystem_atfork_parent_v2
00007ff84004e490 (__DATA,__bss) non-external __libSystem_atfork_prepare
00007ff84004e478 (__DATA,__bss) non-external __libSystem_atfork_prepare_v2
00007ff80031cc03 (__TEXT,__text) external __libc_fork_child
00007ff80031cca6 (__TEXT,__text) non-external (was a private external) __libc_fork_init
00007ff80031cb73 (__TEXT,__text) external __libc_initializer
00007ff80035e190 (__TEXT,__text) external __long_to_time
00007ff8003131c0 (__TEXT,__text) non-external __mach_boottime_usec
00007ff84004e470 (__DATA,__bss) non-external __mh_execute_header_pointer
00007ff80034529d (__TEXT,__text) non-external __mkdtemp_action
00007ff800345082 (__TEXT,__text) non-external __mkostemps_action
00007ff80031bfd9 (__TEXT,__text) non-external __mkpath
00007ff80031bfc2 (__TEXT,__text) external __mkpath_np
00007ff800345440 (__TEXT,__text) non-external __mkstemp_dprotected_np_action
00007ff80037f4b0 (__TEXT,__text) non-external __mkstemp_dprotected_np_action.cold.1
00007ff800345306 (__TEXT,__text) external __mktemp
00007ff800345348 (__TEXT,__text) non-external __mktemp_action
00007ff80033c98f (__TEXT,__text) non-external (was a private external) __none_init
00007ff80033c9dc (__TEXT,__text) non-external (was a private external) __none_mbrtowc
00007ff80033ca08 (__TEXT,__text) non-external (was a private external) __none_mbsinit
00007ff80033ca13 (__TEXT,__text) non-external (was a private external) __none_mbsnrtowcs
00007ff80033ca85 (__TEXT,__text) non-external (was a private external) __none_wcrtomb
00007ff80033cab4 (__TEXT,__text) non-external (was a private external) __none_wcsnrtombs
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
00007ff80037e749 (__TEXT,__text) external __os_assert_log
00007ff80037e9d9 (__TEXT,__text) external __os_assert_log_ctx
00007ff80037e5f8 (__TEXT,__text) external __os_assumes_log
00007ff80037e860 (__TEXT,__text) external __os_assumes_log_ctx
00007ff80031d405 (__TEXT,__text) external __os_avoid_tail_call
00007ff80037e5eb (__TEXT,__text) external __os_crash
00007ff8400591a8 (__DATA,__common) external __os_crash_callback
                 (undefined) external __os_once (from libsystem_platform)
00007ff80036770b (__TEXT,__text) non-external (was a private external) __owned_ptr_add
00007ff80036780d (__TEXT,__text) non-external (was a private external) __owned_ptr_alloc
00007ff8003677a3 (__TEXT,__text) non-external (was a private external) __owned_ptr_search
                 (undefined) external __platform_bzero (from libsystem_platform)
                 (undefined) external __platform_memccpy (from libsystem_platform)
                 (undefined) external __platform_memchr (from libsystem_platform)
                 (undefined) external __platform_memcmp (from libsystem_platform)
                 (undefined) external __platform_memmove (from libsystem_platform)
                 (undefined) external __platform_memset (from libsystem_platform)
                 (undefined) external __platform_memset_pattern16 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern4 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern8 (from libsystem_platform)
                 (undefined) external __platform_strchr (from libsystem_platform)
                 (undefined) external __platform_strcmp (from libsystem_platform)
                 (undefined) external __platform_strcpy (from libsystem_platform)
                 (undefined) external __platform_strlcat (from libsystem_platform)
                 (undefined) external __platform_strlcpy (from libsystem_platform)
                 (undefined) external __platform_strlen (from libsystem_platform)
                 (undefined) external __platform_strncmp (from libsystem_platform)
                 (undefined) external __platform_strncpy (from libsystem_platform)
                 (undefined) external __platform_strnlen (from libsystem_platform)
                 (undefined) external __platform_strstr (from libsystem_platform)
00007ff840030f80 (__DATA_CONST,__const) non-external __printf_tbl_defaults_fbsd
00007ff800382b20 (__TEXT,__cstring) non-external __printf_tbl_flags
00007ff80031cc6a (__TEXT,__text) non-external (was a private external) __program_vars_init
00007ff800363e20 (__TEXT,__text) external __putenvp
00007ff800363f48 (__TEXT,__text) non-external __qsort
00007ff8003649df (__TEXT,__text) non-external __qsort
00007ff84004bef8 (__DATA,__data) external __rand48_add
00007ff84004bef0 (__DATA,__data) external __rand48_mult
00007ff84004bee8 (__DATA,__data) external __rand48_seed
00007ff800333a63 (__TEXT,__text) external __readdir_unlocked
00007ff800335664 (__TEXT,__text) external __reclaim_telldir
00007ff80031a7e3 (__TEXT,__text) non-external __releaselocale
00007ff800381134 (__TEXT,__const) non-external (was a private external) __rp_alist
00007ff80033558f (__TEXT,__text) external __seekdir
00007ff800367dd2 (__TEXT,__text) external __setenvp
00007ff80031d1f1 (__TEXT,__text) external __sigaction_nobind
00007ff8400591d8 (__DATA,__common) external __sigintr
00007ff8003348f0 (__TEXT,__text) external __signal_nobind
00007ff800312df5 (__TEXT,__text) external __sigvec_nobind
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_asl_log_prog (from libsystem_platform)
                 (undefined) external __simple_asl_msg_new (from libsystem_platform)
                 (undefined) external __simple_dprintf (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sappend (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sprintf (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff8003346a3 (__TEXT,__text) non-external (was a private external) __sm_compress_mode
00007ff800348d43 (__TEXT,__text) external __sread
00007ff800348e45 (__TEXT,__text) external __sseek
00007ff80035b467 (__TEXT,__text) non-external (was a private external) __st_fmt
00007ff80031b0c8 (__TEXT,__text) non-external (was a private external) __st_get_timezone
00007ff800359813 (__TEXT,__text) non-external (was a private external) __st_localsub
00007ff80031b0d5 (__TEXT,__text) non-external (was a private external) __st_set_timezone
00007ff80035a160 (__TEXT,__text) non-external (was a private external) __st_time1
00007ff8003585e9 (__TEXT,__text) non-external (was a private external) __st_tzset_basic
00007ff80036f0b6 (__TEXT,__text) non-external __strfmon
00007ff80035c80c (__TEXT,__text) non-external __strptime0
00007ff800380eb0 (__TEXT,__const) non-external __strptime0.start_of_month
00007ff80031a9ba (__TEXT,__text) external __subsystem_init
00007ff800348da0 (__TEXT,__text) external __swrite
00007ff800317c30 (__TEXT,__text) non-external (was a private external) __thread_stack_async_pcs
00007ff800317a60 (__TEXT,__text) non-external (was a private external) __thread_stack_pcs
00007ff80035e163 (__TEXT,__text) external __time32_to_time
00007ff80035e175 (__TEXT,__text) external __time64_to_time
00007ff80035e199 (__TEXT,__text) external __time_to_int
00007ff80035e187 (__TEXT,__text) external __time_to_long
00007ff80035e16c (__TEXT,__text) external __time_to_time32
00007ff80035e17e (__TEXT,__text) external __time_to_time64
00007ff800367e50 (__TEXT,__text) external __unsetenvp
00007ff8003498b1 (__TEXT,__text) non-external (was a private external) __vasprintf
00007ff800349a83 (__TEXT,__text) non-external (was a private external) __vdprintf
00007ff80035713d (__TEXT,__text) non-external (was a private external) __vsnprintf
00007ff80035c5ac (__TEXT,__text) non-external __yconv
00007ff8003619dc (__TEXT,__text) external _a64l
00007ff80037f795 (__TEXT,__text) external _abort
00007ff80037f8ca (__TEXT,__text) external _abort_report_np
00007ff800361a6d (__TEXT,__text) external _abs
                 (undefined) external _access (from libsystem_kernel)
00007ff8003345e4 (__TEXT,__text) non-external _addcmd
00007ff8003162cc (__TEXT,__text) non-external _advance_directory
00007ff80037e5b1 (__TEXT,__text) non-external _advance_directory.cold.1
00007ff80032e6bf (__TEXT,__text) external _alarm
00007ff8003218ca (__TEXT,__text) non-external _alloc_segs
00007ff800333ef0 (__TEXT,__text) external _alphasort
00007ff800381000 (__TEXT,__const) non-external _ambig
00007ff80032e75d (__TEXT,__text) non-external _arc4_init
00007ff80037eb6c (__TEXT,__text) non-external _arc4_init.cold.1
00007ff80032e70c (__TEXT,__text) external _arc4random
00007ff80032e706 (__TEXT,__text) external _arc4random_addrandom
00007ff80032e735 (__TEXT,__text) external _arc4random_buf
00007ff80032e78f (__TEXT,__text) external _arc4random_stir
00007ff80032e795 (__TEXT,__text) external _arc4random_uniform
00007ff80036df5c (__TEXT,__text) non-external _arrayget
00007ff800358400 (__TEXT,__text) external _asctime
00007ff8003582c8 (__TEXT,__text) external _asctime_r
00007ff800380df0 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff800380dd0 (__TEXT,__const) non-external _asctime_r.wday_name
00007ff800341359 (__TEXT,__text) external _asprintf
00007ff800341417 (__TEXT,__text) external _asprintf_l
00007ff80031b0e2 (__TEXT,__text) external _asxprintf
00007ff80031bb68 (__TEXT,__text) external _asxprintf_exec
00007ff800361aab (__TEXT,__text) external _atexit
00007ff800361bd5 (__TEXT,__text) external _atexit_b
00007ff84004c6d0 (__DATA,__data) non-external _atexit_mutex
00007ff800361ad6 (__TEXT,__text) non-external _atexit_register
00007ff80037f97e (__TEXT,__text) non-external _atexit_register.cold.1
00007ff800361e6e (__TEXT,__text) external _atof
00007ff800361e98 (__TEXT,__text) external _atof_l
00007ff800361ea7 (__TEXT,__text) external _atoi
00007ff800361ed6 (__TEXT,__text) external _atoi_l
00007ff800361eea (__TEXT,__text) external _atol
00007ff800361f19 (__TEXT,__text) external _atol_l
00007ff800361f2d (__TEXT,__text) external _atoll
00007ff800361f5c (__TEXT,__text) external _atoll_l
00007ff800313958 (__TEXT,__text) external _backtrace
00007ff8003139a4 (__TEXT,__text) external _backtrace_async
00007ff800313a09 (__TEXT,__text) external _backtrace_from_fp
00007ff800313a54 (__TEXT,__text) external _backtrace_image_offsets
00007ff80032e870 (__TEXT,__text) external _basename
00007ff84004e4d0 (__DATA,__bss) non-external _basename.bname
00007ff80032e7c6 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff800318ccb (__TEXT,__text) external _bcopy
00007ff800380c50 (__TEXT,__const) non-external _blanks
00007ff800380d20 (__TEXT,__const) non-external _blanks
00007ff84004c900 (__DATA,__data) non-external _blanks
00007ff8003173b8 (__TEXT,__text) non-external _both_ftw
00007ff84004e368 (__DATA,__bss) non-external _brapreg
00007ff8003135a4 (__TEXT,__text) external _brk
00007ff8003135bc (__TEXT,__text) external _bsd_signal
00007ff800361f70 (__TEXT,__text) external _bsearch
00007ff800361fe1 (__TEXT,__text) external _bsearch_b
00007ff800320a58 (__TEXT,__text) non-external _bt_broot
00007ff8003207b6 (__TEXT,__text) non-external _bt_page
00007ff800320b99 (__TEXT,__text) non-external _bt_preserve
00007ff800320bd9 (__TEXT,__text) non-external _bt_psplit
00007ff8003206dc (__TEXT,__text) non-external _bt_root
00007ff800320957 (__TEXT,__text) non-external _bt_rroot
00007ff800337d45 (__TEXT,__text) external _btowc
00007ff800337c83 (__TEXT,__text) external _btowc_l
00007ff840050050 (__DATA,__bss) non-external _buf_asctime
00007ff8003468ec (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff800380098 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff800380070 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff800341224 (__TEXT,__text) external _catclose
00007ff840031350 (__DATA_CONST,__const) non-external _categories
00007ff800340f27 (__TEXT,__text) external _catgets
00007ff8003407f3 (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff8003357e8 (__TEXT,__text) external _cfgetispeed
00007ff8003357de (__TEXT,__text) external _cfgetospeed
00007ff80033581a (__TEXT,__text) external _cfmakeraw
00007ff8003357fe (__TEXT,__text) external _cfsetispeed
00007ff8003357f2 (__TEXT,__text) external _cfsetospeed
00007ff80033580a (__TEXT,__text) external _cfsetspeed
00007ff8003312f3 (__TEXT,__text) external _cgetcap
00007ff800331bdb (__TEXT,__text) external _cgetclose
00007ff80033136a (__TEXT,__text) external _cgetent
00007ff800331b8a (__TEXT,__text) external _cgetfirst
00007ff800331b32 (__TEXT,__text) external _cgetmatch
00007ff800331c18 (__TEXT,__text) external _cgetnext
00007ff8003322f2 (__TEXT,__text) external _cgetnum
00007ff800331274 (__TEXT,__text) external _cgetset
00007ff800331fbe (__TEXT,__text) external _cgetstr
00007ff800332214 (__TEXT,__text) external _cgetustr
00007ff80033884c (__TEXT,__text) non-external _chainsearch
00007ff8003809a0 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff8003164f5 (__TEXT,__text) non-external _check_env_var
                 (undefined) external _chflags (from libsystem_kernel)
00007ff8003414ad (__TEXT,__text) external _clearerr
00007ff8003414cd (__TEXT,__text) external _clearerr_unlocked
00007ff80032e8b5 (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff80031344c (__TEXT,__text) external _clock_getres
00007ff8003132a6 (__TEXT,__text) external _clock_gettime
00007ff800313040 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff840059194 (__DATA,__common) external _clock_port
00007ff840059190 (__DATA,__common) external _clock_sem
00007ff8003134c6 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff800316086 (__TEXT,__text) non-external _close_directory
00007ff80032e907 (__TEXT,__text) external _closedir
00007ff8400318f0 (__DATA_CONST,__const) non-external _cnames
00007ff800322c12 (__TEXT,__text) non-external _collect_data
00007ff800322dd8 (__TEXT,__text) non-external _collect_key
00007ff800380f40 (__TEXT,__const) non-external _command_substitution_str
00007ff80031634f (__TEXT,__text) external _compat_mode
00007ff800313af4 (__TEXT,__text) external _confstr
00007ff80031b7af (__TEXT,__text) external _copy_printf_domain
00007ff80037cb94 (__TEXT,__text) external _creat
00007ff80031d40b (__TEXT,__text) external _creat$NOCANCEL
00007ff80032e96c (__TEXT,__text) external _ctermid
00007ff84004bf00 (__DATA,__data) non-external _ctermid.def
00007ff80032e995 (__TEXT,__text) external _ctermid_r
00007ff80035a114 (__TEXT,__text) external _ctime
00007ff80035a12f (__TEXT,__text) external _ctime_r
00007ff84004bfa0 (__DATA,__data) non-external _current_categories
00007ff80033d019 (__TEXT,__text) non-external _currentlocale
00007ff84004e7a0 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff84004e3c8 (__DATA,__bss) non-external _curshell
00007ff84004c738 (__DATA,__data) non-external _dash_prefix
00007ff8400591f8 (__DATA,__common) external _daylight
00007ff800324c4c (__TEXT,__text) external _dbm_clearerr
00007ff800324b0e (__TEXT,__text) external _dbm_close
00007ff800324be2 (__TEXT,__text) external _dbm_delete
00007ff800324c62 (__TEXT,__text) external _dbm_dirfno
00007ff800324c3c (__TEXT,__text) external _dbm_error
00007ff800324b16 (__TEXT,__text) external _dbm_fetch
00007ff800324b52 (__TEXT,__text) external _dbm_firstkey
00007ff800324b9e (__TEXT,__text) external _dbm_nextkey
00007ff800324a41 (__TEXT,__text) external _dbm_open
00007ff800324c07 (__TEXT,__text) external _dbm_store
00007ff800321282 (__TEXT,__text) external _dbopen
00007ff84004e548 (__DATA,__bss) non-external _dbp
00007ff84004e388 (__DATA,__bss) non-external _decpreg
00007ff800381100 (__TEXT,__const) non-external _degrees
00007ff800313f6e (__TEXT,__text) external _devname
00007ff84004e2e8 (__DATA,__bss) non-external _devname.buf
00007ff800313e30 (__TEXT,__text) external _devname_r
00007ff800358411 (__TEXT,__text) external _difftime
00007ff800318334 (__TEXT,__text) external _digittoint
00007ff8003185ac (__TEXT,__text) external _digittoint_l
00007ff80031d3e4 (__TEXT,__text) external _dirfd
00007ff80032ea7d (__TEXT,__text) external _dirname
00007ff84004e4d8 (__DATA,__bss) non-external _dirname.dname
00007ff80032e9b6 (__TEXT,__text) external _dirname_r
00007ff800362057 (__TEXT,__text) external _div
00007ff84004b1e0 (__DATA,__data) non-external _dktypenames
00007ff800337193 (__TEXT,__text) non-external _do_hvis
00007ff800337287 (__TEXT,__text) non-external _do_mvis
00007ff8003373ee (__TEXT,__text) non-external _do_svis
00007ff800326b9c (__TEXT,__text) non-external _dorounding
00007ff8003414d7 (__TEXT,__text) external _dprintf
00007ff800341595 (__TEXT,__text) external _dprintf_l
00007ff80032eac2 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff800319b3c (__TEXT,__text) external _duplocale
00007ff80031b182 (__TEXT,__text) external _dxprintf
00007ff80031bc12 (__TEXT,__text) external _dxprintf_exec
00007ff800369885 (__TEXT,__text) external _ecvt
00007ff84004e5b0 (__DATA,__bss) non-external _empty
00007ff84004e5c0 (__DATA,__bss) non-external _empty
00007ff84004c788 (__DATA,__data) non-external _end_ptr
00007ff800316d78 (__TEXT,__text) external _endttyent
00007ff800317079 (__TEXT,__text) external _endusershell
00007ff800362125 (__TEXT,__text) external _environ_lock_np
00007ff84004e460 (__DATA,__bss) non-external _environ_pointer
00007ff80036213b (__TEXT,__text) external _environ_unlock_np
00007ff8003574f2 (__TEXT,__text) non-external _eofread
00007ff800357936 (__TEXT,__text) non-external _eofread
00007ff80032eb47 (__TEXT,__text) external _erand48
00007ff80037ecb8 (__TEXT,__text) external _err
00007ff80032ed39 (__TEXT,__text) external _err_set_exit
00007ff80032ed75 (__TEXT,__text) external _err_set_exit_b
00007ff80032ed1d (__TEXT,__text) external _err_set_file
00007ff80037ee3c (__TEXT,__text) external _errc
00007ff80037eea6 (__TEXT,__text) external _errx
00007ff800380560 (__TEXT,__const) non-external _escape
00007ff80032edb7 (__TEXT,__text) external _execl
00007ff80032eefb (__TEXT,__text) external _execle
00007ff80032f051 (__TEXT,__text) external _execlp
00007ff80032f1d6 (__TEXT,__text) external _execv
00007ff80032f200 (__TEXT,__text) external _execvP
00007ff80032f239 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff80032f186 (__TEXT,__text) external _execvp
00007ff800362085 (__TEXT,__text) external _exit
00007ff80034266b (__TEXT,__text) external _f_prealloc
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff80034162b (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff800369a47 (__TEXT,__text) external _fcvt
00007ff800341735 (__TEXT,__text) external _fdopen
00007ff80037d4da (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff8003330d0 (__TEXT,__text) external _fdopendir
                 (undefined) external _fegetenv (from libsystem_m)
00007ff80034182c (__TEXT,__text) external _feof
00007ff800341854 (__TEXT,__text) external _feof_unlocked
00007ff800341863 (__TEXT,__text) external _ferror
00007ff80034188b (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff8003249d0 (__TEXT,__text) non-external _fetch_bitmap
00007ff80031789b (__TEXT,__text) external _fflagstostr
00007ff80034189a (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff800341a93 (__TEXT,__text) external _fgetc
00007ff800341b41 (__TEXT,__text) external _fgetln
00007ff800341cd1 (__TEXT,__text) external _fgetpos
00007ff800341cf6 (__TEXT,__text) external _fgets
00007ff800341e1d (__TEXT,__text) external _fgetwc
00007ff800341f3f (__TEXT,__text) external _fgetwc_l
00007ff800342061 (__TEXT,__text) external _fgetwln
00007ff800341faa (__TEXT,__text) external _fgetwln_l
00007ff800342237 (__TEXT,__text) external _fgetws
00007ff800342089 (__TEXT,__text) external _fgetws_l
00007ff84004c518 (__DATA,__data) non-external _filelist_lock
00007ff80034225f (__TEXT,__text) external _fileno
00007ff800342283 (__TEXT,__text) external _fileno_unlocked
00007ff800344e2e (__TEXT,__text) non-external _find_temp_path
00007ff80035e0b8 (__TEXT,__text) non-external _first_wday_of
00007ff8003412c5 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800322022 (__TEXT,__text) non-external _flush_meta
00007ff800360c11 (__TEXT,__text) external _fmemopen
00007ff800360e9b (__TEXT,__text) non-external _fmemopen_close
00007ff800360d86 (__TEXT,__text) non-external _fmemopen_read
00007ff800360e41 (__TEXT,__text) non-external _fmemopen_seek
00007ff800360dd0 (__TEXT,__text) non-external _fmemopen_write
00007ff8400314d0 (__DATA_CONST,__const) non-external _fmt_padding
00007ff80032f540 (__TEXT,__text) external _fmtcheck
00007ff80032fab4 (__TEXT,__text) external _fmtmsg
00007ff80032ffc8 (__TEXT,__text) external _fnmatch
00007ff800342777 (__TEXT,__text) external _fopen
00007ff80037d5ce (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff80031ccf6 (__TEXT,__text) external _fork
00007ff80034284b (__TEXT,__text) external _fprintf
00007ff800342909 (__TEXT,__text) external _fprintf_l
00007ff84004c778 (__DATA,__data) non-external _fptr
00007ff80034299f (__TEXT,__text) external _fpurge
00007ff800342a1d (__TEXT,__text) external _fputc
00007ff800342a8a (__TEXT,__text) external _fputs
00007ff800342bce (__TEXT,__text) external _fputwc
00007ff800342c34 (__TEXT,__text) external _fputwc_l
00007ff800342df6 (__TEXT,__text) external _fputws
00007ff800342ca7 (__TEXT,__text) external _fputws_l
00007ff800342fb4 (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff80031b4b2 (__TEXT,__text) external _free_printf_comp
00007ff80031b850 (__TEXT,__text) external _free_printf_domain
00007ff800319d02 (__TEXT,__text) external _freelocale
00007ff8003431f2 (__TEXT,__text) external _freopen
00007ff8003434ff (__TEXT,__text) external _fscanf
00007ff8003435e9 (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff8003436e3 (__TEXT,__text) external _fseek
00007ff800343b65 (__TEXT,__text) external _fseeko
00007ff800343bd0 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00007ff8003137da (__TEXT,__text) external _fstatvfs
00007ff84004b240 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff80031d389 (__TEXT,__text) external _fsync_volume_np
00007ff800343bdf (__TEXT,__text) external _ftell
00007ff800343be9 (__TEXT,__text) external _ftello
00007ff80035847a (__TEXT,__text) external _ftime
00007ff80033104a (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff8003412fb (__TEXT,__text) external _ftrylockfile
00007ff800315f18 (__TEXT,__text) non-external _fts_alloc
00007ff800315094 (__TEXT,__text) non-external _fts_build
00007ff80037e533 (__TEXT,__text) non-external _fts_build.cold.1
00007ff80037e548 (__TEXT,__text) non-external _fts_build.cold.2
00007ff80037e55d (__TEXT,__text) non-external _fts_build.cold.3
00007ff80037e572 (__TEXT,__text) non-external _fts_build.cold.4
00007ff80037e587 (__TEXT,__text) non-external _fts_build.cold.5
00007ff80037e59c (__TEXT,__text) non-external _fts_build.cold.6
00007ff800315d67 (__TEXT,__text) external _fts_children
00007ff800314982 (__TEXT,__text) external _fts_close
00007ff800314620 (__TEXT,__text) external _fts_open
00007ff8003148f3 (__TEXT,__text) external _fts_open_b
00007ff800315eac (__TEXT,__text) non-external _fts_palloc
00007ff800314a8d (__TEXT,__text) external _fts_read
00007ff800314f4d (__TEXT,__text) non-external _fts_safe_changedir
00007ff800315d44 (__TEXT,__text) external _fts_set
00007ff800315f9f (__TEXT,__text) non-external _fts_sort
00007ff8003160cf (__TEXT,__text) non-external _fts_stat2
00007ff8003173a4 (__TEXT,__text) external _ftw
00007ff80034132d (__TEXT,__text) external _funlockfile
