00000001ebe86cd4 (__TEXT,__text) external _Blizzard-d15
00000001ebe83294 (__TEXT,__text) external _anod_v3_lk_segment_182_dim_argv
00000001ebe832ac (__TEXT,__text) external _anod_v3_lk_segment_182_dim_metadata
00000001ebe83998 (__TEXT,__text) external _anod_v3_lk_segment_182_metadata
00000001ebe832b8 (__TEXT,__text) external _anod_v3_lk_segment_182_shape
00000001ebe83338 (__TEXT,__text) external _anod_v3_lk_segment_182_shape_argv
00000001ebe83350 (__TEXT,__text) external _anod_v3_lk_segment_182_shape_metadata
00000001ebe839a4 (__TEXT,__text) external _anod_v3_lk_segment_195
00000001ebe83df4 (__TEXT,__text) external _anod_v3_lk_segment_195_argv
00000001ebe83e20 (__TEXT,__text) external _anod_v3_lk_segment_195_dim
00000001ebe83e9c (__TEXT,__text) external _anod_v3_lk_segment_195_dim_argv
00000001ebe83eb4 (__TEXT,__text) external _anod_v3_lk_segment_195_dim_metadata
00000001ebe83e14 (__TEXT,__text) external _anod_v3_lk_segment_195_metadata
00000001ebe83ec0 (__TEXT,__text) external _anod_v3_lk_segment_195_shape
00000001ebe83f24 (__TEXT,__text) external _anod_v3_lk_segment_195_shape_argv
00000001ebe83f3c (__TEXT,__text) external _anod_v3_lk_segment_195_shape_metadata
00000001ebe83f48 (__TEXT,__text) external _anod_v3_lk_segment_274
00000001ebe841c8 (__TEXT,__text) external _anod_v3_lk_segment_274_argv
00000001ebe84278 (__TEXT,__text) external _anod_v3_lk_segment_274_dim
00000001ebe842f4 (__TEXT,__text) external _anod_v3_lk_segment_274_dim_argv
00000001ebe8430c (__TEXT,__text) external _anod_v3_lk_segment_274_dim_metadata
00000001ebe841e4 (__TEXT,__text) external _anod_v3_lk_segment_274_metadata
00000001ebe841f0 (__TEXT,__text) external _anod_v3_lk_segment_274_shape
00000001ebe84254 (__TEXT,__text) external _anod_v3_lk_segment_274_shape_argv
00000001ebe8426c (__TEXT,__text) external _anod_v3_lk_segment_274_shape_metadata
00000001ebe82090 (__TEXT,__text) external _anod_v3_lk_segment_97
00000001ebe82a7c (__TEXT,__text) external _anod_v3_lk_segment_97_argv
00000001ebe82aa4 (__TEXT,__text) external _anod_v3_lk_segment_97_dim
00000001ebe82b20 (__TEXT,__text) external _anod_v3_lk_segment_97_dim_argv
00000001ebe82b38 (__TEXT,__text) external _anod_v3_lk_segment_97_dim_metadata
00000001ebe82a98 (__TEXT,__text) external _anod_v3_lk_segment_97_metadata
00000001ebe82b44 (__TEXT,__text) external _anod_v3_lk_segment_97_shape
00000001ebe82ba8 (__TEXT,__text) external _anod_v3_lk_segment_97_shape_argv
00000001ebe82bc0 (__TEXT,__text) external _anod_v3_lk_segment_97_shape_metadata
00000001ebeaa2d8 (__TEXT,__text) non-external (was a private external) _atomic_flag_clear
00000001ebeaa2e0 (__TEXT,__text) non-external (was a private external) _atomic_flag_clear_explicit
00000001ebeaa300 (__TEXT,__text) non-external (was a private external) _atomic_flag_test_and_set
00000001ebeaa310 (__TEXT,__text) non-external (was a private external) _atomic_flag_test_and_set_explicit
00000001ebeaa390 (__TEXT,__text) non-external (was a private external) _atomic_signal_fence
00000001ebeaa3e0 (__TEXT,__text) non-external (was a private external) _atomic_thread_fence
                 (undefined) external _bzero (from libSystem)
00000001ebea8a78 (__TEXT,__text) non-external _compatibilityInitializeAvailabilityCheck
                 (undefined) weak external _dispatch_once_f (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001ebeaa188 (__TEXT,__text) non-external _emutls_init
00000001ebeaa1bc (__TEXT,__text) non-external _emutls_key_destructor
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fflush (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fseek (from libSystem)
                 (undefined) external _ftell (from libSystem)
00000001ebe86538 (__TEXT,__text) weak external _halide_default_free
00000001ebe8650c (__TEXT,__text) weak external _halide_default_malloc
00000001ebe82088 (__TEXT,__text) external _halide_error_buffer_argument_is_null
00000001ebe82080 (__TEXT,__text) external _halide_free
00000001ebe865b0 (__TEXT,__text) weak external _halide_iterate
00000001ebe86904 (__TEXT,__text) weak external _halide_iterate_sb
00000001ebe82078 (__TEXT,__text) external _halide_malloc
00000001ebe86588 (__TEXT,__text) weak external _halide_named_malloc
00000001ebe86558 (__TEXT,__text) weak external _halide_set_custom_free
00000001ebe86540 (__TEXT,__text) weak external _halide_set_custom_malloc
00000001ebe86570 (__TEXT,__text) weak external _halide_set_custom_named_malloc
00000001ebea8be0 (__TEXT,__text) non-external _initializeAvailabilityCheck
                 (undefined) external _logbl (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
00000001ebeaa5c4 (__TEXT,__text) non-external _readEncodedPointer
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _rewind (from libSystem)
                 (undefined) external _scalbnl (from libSystem)
                 (undefined) external _sscanf (from libSystem)
                 (undefined) external _sys_icache_invalidate (from libSystem)
