00000001c1886c74 (__TEXT,__text) non-external +[DDLog addLogger:]
00000001c1878914 (__TEXT,__text) non-external -[HTTPFileResponse initWithFilePath:forConnection:]
00000001c188ebb4 (__TEXT,__text) non-external -[HTTPFileResponse initWithFilePath:forConnection:].cold.1
00000001c187923c (__TEXT,__text) non-external -[HTTPFileResponse isDone]
00000001c188f214 (__TEXT,__text) non-external -[HTTPFileResponse isDone].cold.1
00000001c1878e6c (__TEXT,__text) non-external -[HTTPFileResponse offset]
00000001c188ebb4 (__TEXT,__text) non-external -[HTTPFileResponse offset].cold.1
00000001c1878de8 (__TEXT,__text) non-external -[HTTPFileResponse openFileIfNeeded]
00000001c1878c54 (__TEXT,__text) non-external -[HTTPFileResponse openFile]
00000001c188ebb4 (__TEXT,__text) non-external -[HTTPFileResponse openFile].cold.1
00000001c188ec7c (__TEXT,__text) non-external -[HTTPFileResponse openFile].cold.2
00000001c1878f74 (__TEXT,__text) non-external -[HTTPFileResponse readDataOfLength:]
00000001c188eef0 (__TEXT,__text) non-external -[HTTPFileResponse readDataOfLength:].cold.1
00000001c188efac (__TEXT,__text) non-external -[HTTPFileResponse readDataOfLength:].cold.2
00000001c188f078 (__TEXT,__text) non-external -[HTTPFileResponse readDataOfLength:].cold.3
00000001c188f158 (__TEXT,__text) non-external -[HTTPFileResponse readDataOfLength:].cold.4
00000001c1878ec8 (__TEXT,__text) non-external -[HTTPFileResponse setOffset:]
00000001c188ed48 (__TEXT,__text) non-external -[HTTPFileResponse setOffset:].cold.1
00000001c188ee04 (__TEXT,__text) non-external -[HTTPFileResponse setOffset:].cold.2
00000001c1873530 (__TEXT,__text) non-external -[HTTPMessage allHeaderFields]
00000001c187340c (__TEXT,__text) non-external -[HTTPMessage appendData:]
00000001c18735c8 (__TEXT,__text) non-external -[HTTPMessage body]
00000001c18733bc (__TEXT,__text) non-external -[HTTPMessage dealloc]
00000001c187355c (__TEXT,__text) non-external -[HTTPMessage headerField:]
00000001c187320c (__TEXT,__text) non-external -[HTTPMessage initEmptyRequest]
00000001c1873268 (__TEXT,__text) non-external -[HTTPMessage initRequestWithMethod:URL:version:]
00000001c187331c (__TEXT,__text) non-external -[HTTPMessage initResponseWithStatusCode:description:version:]
00000001c1873480 (__TEXT,__text) non-external -[HTTPMessage isHeaderComplete]
00000001c187359c (__TEXT,__text) non-external -[HTTPMessage messageData]
00000001c1873600 (__TEXT,__text) non-external -[HTTPMessage message]
00000001c18734d0 (__TEXT,__text) non-external -[HTTPMessage method]
00000001c18735f4 (__TEXT,__text) non-external -[HTTPMessage setBody:]
00000001c187358c (__TEXT,__text) non-external -[HTTPMessage setHeaderField:value:]
00000001c1873528 (__TEXT,__text) non-external -[HTTPMessage statusCode]
00000001c18734fc (__TEXT,__text) non-external -[HTTPMessage url]
00000001c18734a4 (__TEXT,__text) non-external -[HTTPMessage version]
00000001c1879770 (__TEXT,__text) non-external -[HTTPRedirectResponse .cxx_destruct]
00000001c1879598 (__TEXT,__text) non-external -[HTTPRedirectResponse contentLength]
00000001c18796f4 (__TEXT,__text) non-external -[HTTPRedirectResponse dealloc]
00000001c188f2e8 (__TEXT,__text) non-external -[HTTPRedirectResponse dealloc].cold.1
00000001c1879610 (__TEXT,__text) non-external -[HTTPRedirectResponse httpHeaders]
00000001c188f2e8 (__TEXT,__text) non-external -[HTTPRedirectResponse httpHeaders].cold.1
00000001c18794e4 (__TEXT,__text) non-external -[HTTPRedirectResponse initWithPath:]
00000001c188f2e8 (__TEXT,__text) non-external -[HTTPRedirectResponse initWithPath:].cold.1
00000001c1879608 (__TEXT,__text) non-external -[HTTPRedirectResponse isDone]
00000001c18795a0 (__TEXT,__text) non-external -[HTTPRedirectResponse offset]
00000001c18795ac (__TEXT,__text) non-external -[HTTPRedirectResponse readDataOfLength:]
00000001c188f2e8 (__TEXT,__text) non-external -[HTTPRedirectResponse readDataOfLength:].cold.1
00000001c18795a8 (__TEXT,__text) non-external -[HTTPRedirectResponse setOffset:]
00000001c1879698 (__TEXT,__text) non-external -[HTTPRedirectResponse status]
00000001c188f2e8 (__TEXT,__text) non-external -[HTTPRedirectResponse status].cold.1
00000001c18896b0 (__TEXT,__text) non-external -[HTTPSendFileResponse .cxx_destruct]
00000001c18890e4 (__TEXT,__text) non-external -[HTTPSendFileResponse abort]
00000001c189026c (__TEXT,__text) non-external -[HTTPSendFileResponse abort].cold.1
00000001c1889320 (__TEXT,__text) non-external -[HTTPSendFileResponse contentLength]
00000001c189026c (__TEXT,__text) non-external -[HTTPSendFileResponse contentLength].cold.1
00000001c1889634 (__TEXT,__text) non-external -[HTTPSendFileResponse dealloc]
00000001c189026c (__TEXT,__text) non-external -[HTTPSendFileResponse dealloc].cold.1
00000001c188962c (__TEXT,__text) non-external -[HTTPSendFileResponse filePath]
00000001c1888e18 (__TEXT,__text) non-external -[HTTPSendFileResponse initWithFilePath:forConnection:]
00000001c189026c (__TEXT,__text) non-external -[HTTPSendFileResponse initWithFilePath:forConnection:].cold.1
00000001c18895c8 (__TEXT,__text) non-external -[HTTPSendFileResponse isDone]
00000001c1890560 (__TEXT,__text) non-external -[HTTPSendFileResponse isDone].cold.1
00000001c188937c (__TEXT,__text) non-external -[HTTPSendFileResponse offset]
00000001c189026c (__TEXT,__text) non-external -[HTTPSendFileResponse offset].cold.1
00000001c18892fc (__TEXT,__text) non-external -[HTTPSendFileResponse openFileIfNeeded]
00000001c1889150 (__TEXT,__text) non-external -[HTTPSendFileResponse openFile]
00000001c189026c (__TEXT,__text) non-external -[HTTPSendFileResponse openFile].cold.1
00000001c1890334 (__TEXT,__text) non-external -[HTTPSendFileResponse openFile].cold.2
00000001c1889434 (__TEXT,__text) non-external -[HTTPSendFileResponse readHTTPDataOfLength:orLimit:]
00000001c18904b0 (__TEXT,__text) non-external -[HTTPSendFileResponse readHTTPDataOfLength:orLimit:].cold.1
00000001c18893d8 (__TEXT,__text) non-external -[HTTPSendFileResponse setOffset:]
00000001c1890400 (__TEXT,__text) non-external -[HTTPSendFileResponse setOffset:].cold.1
00000001c187699c (__TEXT,__text) non-external -[HTTPServer .cxx_destruct]
00000001c1874b34 (__TEXT,__text) non-external -[HTTPServer TXTRecordDictionary]
00000001c1875b5c (__TEXT,__text) non-external -[HTTPServer config]
00000001c1873c94 (__TEXT,__text) non-external -[HTTPServer connectionClass]
00000001c18763b0 (__TEXT,__text) non-external -[HTTPServer connectionDidDie:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer connectionDidDie:].cold.1
00000001c18738a4 (__TEXT,__text) non-external -[HTTPServer dealloc]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer dealloc].cold.1
00000001c1873960 (__TEXT,__text) non-external -[HTTPServer documentRoot]
00000001c18743ac (__TEXT,__text) non-external -[HTTPServer domain]
00000001c18736e8 (__TEXT,__text) non-external -[HTTPServer init]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer init].cold.1
00000001c1873e30 (__TEXT,__text) non-external -[HTTPServer interface]
00000001c1875a5c (__TEXT,__text) non-external -[HTTPServer isRunning]
00000001c1873fe0 (__TEXT,__text) non-external -[HTTPServer listeningAddresses]
00000001c1874e48 (__TEXT,__text) non-external -[HTTPServer listeningIPv4Socket]
00000001c1874fd4 (__TEXT,__text) non-external -[HTTPServer listeningIPv6Socket]
00000001c18741e8 (__TEXT,__text) non-external -[HTTPServer listeningPort]
00000001c1875160 (__TEXT,__text) non-external -[HTTPServer listeningUnixSocket]
00000001c18745a8 (__TEXT,__text) non-external -[HTTPServer name]
00000001c1876258 (__TEXT,__text) non-external -[HTTPServer netService:didNotPublish:]
00000001c187611c (__TEXT,__text) non-external -[HTTPServer netServiceDidPublish:]
00000001c1875b1c (__TEXT,__text) non-external -[HTTPServer numberOfHTTPConnections]
00000001c1874128 (__TEXT,__text) non-external -[HTTPServer port]
00000001c1875c7c (__TEXT,__text) non-external -[HTTPServer publishBonjour]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer publishBonjour].cold.1
00000001c188d68c (__TEXT,__text) non-external -[HTTPServer publishBonjour].cold.2
00000001c18746ac (__TEXT,__text) non-external -[HTTPServer publishedName]
00000001c187602c (__TEXT,__text) non-external -[HTTPServer republishBonjour]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer republishBonjour].cold.1
00000001c1873d6c (__TEXT,__text) non-external -[HTTPServer setConnectionClass:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer setConnectionClass:].cold.1
00000001c1873a7c (__TEXT,__text) non-external -[HTTPServer setDocumentRoot:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer setDocumentRoot:].cold.1
00000001c18744b0 (__TEXT,__text) non-external -[HTTPServer setDomain:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer setDomain:].cold.1
00000001c1873f34 (__TEXT,__text) non-external -[HTTPServer setInterface:]
00000001c1874f08 (__TEXT,__text) non-external -[HTTPServer setListeningIPv4Socket:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer setListeningIPv4Socket:].cold.1
00000001c1875094 (__TEXT,__text) non-external -[HTTPServer setListeningIPv6Socket:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer setListeningIPv6Socket:].cold.1
00000001c1875220 (__TEXT,__text) non-external -[HTTPServer setListeningUnixSocket:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer setListeningUnixSocket:].cold.1
00000001c18748d8 (__TEXT,__text) non-external -[HTTPServer setName:]
00000001c18742e0 (__TEXT,__text) non-external -[HTTPServer setPort:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer setPort:].cold.1
00000001c1874c38 (__TEXT,__text) non-external -[HTTPServer setTXTRecordDictionary:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer setTXTRecordDictionary:].cold.1
00000001c1874a88 (__TEXT,__text) non-external -[HTTPServer setType:]
00000001c1875bc8 (__TEXT,__text) non-external -[HTTPServer socket:didAcceptNewSocket:]
00000001c18752ec (__TEXT,__text) non-external -[HTTPServer start:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer start:].cold.1
00000001c1875848 (__TEXT,__text) non-external -[HTTPServer stop:]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer stop:].cold.1
00000001c1875840 (__TEXT,__text) non-external -[HTTPServer stop]
00000001c1874984 (__TEXT,__text) non-external -[HTTPServer type]
00000001c1875f0c (__TEXT,__text) non-external -[HTTPServer unpublishBonjour]
00000001c188d4c0 (__TEXT,__text) non-external -[HTTPServer unpublishBonjour].cold.1
00000001c188d6f8 (__TEXT,__text) non-external -[HTTPServer unpublishBonjour].cold.2
00000001c186b3a4 (__TEXT,__text) non-external -[NSData(DDData) base64Decoded]
00000001c186b1d4 (__TEXT,__text) non-external -[NSData(DDData) base64Encoded]
00000001c186b100 (__TEXT,__text) non-external -[NSData(DDData) hexStringValue]
00000001c186afb8 (__TEXT,__text) non-external -[NSData(DDData) md5Digest]
00000001c186b05c (__TEXT,__text) non-external -[NSData(DDData) sha1Digest]
00000001c186ba94 (__TEXT,__text) non-external -[NSValue(NSValueDDRangeExtensions) ddrangeCompare:]
00000001c186ba68 (__TEXT,__text) non-external -[NSValue(NSValueDDRangeExtensions) ddrangeValue]
00000001c1895984 (__TEXT,__gcc_except_tab) non-external GCC_except_table105
00000001c189599c (__TEXT,__gcc_except_tab) non-external GCC_except_table112
00000001c18959b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table158
00000001c18959c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table160
00000001c18959dc (__TEXT,__gcc_except_tab) non-external GCC_except_table186
00000001c18959f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table188
00000001c1895a04 (__TEXT,__gcc_except_tab) non-external GCC_except_table224
00000001c1895a18 (__TEXT,__gcc_except_tab) non-external GCC_except_table227
00000001c1895a40 (__TEXT,__gcc_except_tab) non-external GCC_except_table249
00000001c1895a54 (__TEXT,__gcc_except_tab) non-external GCC_except_table268
00000001c1895af0 (__TEXT,__gcc_except_tab) non-external GCC_except_table274
00000001c1895b08 (__TEXT,__gcc_except_tab) non-external GCC_except_table29
00000001c1895b3c (__TEXT,__gcc_except_tab) non-external GCC_except_table39
00000001c1895b70 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
00000001c1895944 (__TEXT,__gcc_except_tab) non-external GCC_except_table76
00000001c1895958 (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00000001c189596c (__TEXT,__gcc_except_tab) non-external GCC_except_table87
                 (undefined) external _CC_MD5 (from libSystem)
                 (undefined) external _CC_SHA1 (from libSystem)
                 (undefined) external _CFHTTPMessageAppendBytes (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyAllHeaderFields (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyBody (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyHeaderFieldValue (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyRequestMethod (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyRequestURL (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopySerializedMessage (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyVersion (from CFNetwork)
                 (undefined) external _CFHTTPMessageCreateEmpty (from CFNetwork)
                 (undefined) external _CFHTTPMessageCreateRequest (from CFNetwork)
                 (undefined) external _CFHTTPMessageCreateResponse (from CFNetwork)
                 (undefined) external _CFHTTPMessageGetResponseStatusCode (from CFNetwork)
                 (undefined) external _CFHTTPMessageIsHeaderComplete (from CFNetwork)
                 (undefined) external _CFHTTPMessageSetBody (from CFNetwork)
                 (undefined) external _CFHTTPMessageSetHeaderFieldValue (from CFNetwork)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringTrimWhitespace (from CoreFoundation)
                 (undefined) external _CFURLCreateStringByReplacingPercentEscapes (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateString (from CoreFoundation)
00000001c18881a8 (__TEXT,__text) external _DDExtractFileNameWithoutExtension
00000001c186b814 (__TEXT,__text) external _DDIntersectionRange
00000001c186b9d8 (__TEXT,__text) external _DDRangeCompare
00000001c186b884 (__TEXT,__text) external _DDRangeFromString
00000001c186b84c (__TEXT,__text) external _DDStringFromRange
00000001c186b7f0 (__TEXT,__text) external _DDUnionRange
00000001e7541268 (__DATA_CONST,__const) external _GCDAsyncSocketErrorDomain
00000001e7541260 (__DATA_CONST,__const) external _GCDAsyncSocketException
00000001e7541270 (__DATA_CONST,__const) external _GCDAsyncSocketQueueName
00000001e7541290 (__DATA_CONST,__const) external _GCDAsyncSocketSSLAllowsAnyRoot
00000001e7541280 (__DATA_CONST,__const) external _GCDAsyncSocketSSLAllowsExpiredCertificates
00000001e7541288 (__DATA_CONST,__const) external _GCDAsyncSocketSSLAllowsExpiredRoots
00000001e7541298 (__DATA_CONST,__const) external _GCDAsyncSocketSSLCipherSuites
00000001e75412a0 (__DATA_CONST,__const) external _GCDAsyncSocketSSLClientSideAuthentication
00000001e75412b8 (__DATA_CONST,__const) external _GCDAsyncSocketSSLDiffieHellmanParameters
00000001e75412b0 (__DATA_CONST,__const) external _GCDAsyncSocketSSLProtocolVersionMax
00000001e75412a8 (__DATA_CONST,__const) external _GCDAsyncSocketSSLProtocolVersionMin
00000001e7541278 (__DATA_CONST,__const) external _GCDAsyncSocketThreadName
00000001e75412c0 (__DATA_CONST,__const) non-external _GlobalLoggingQueueIdentityKey
00000001c1893270 (__TEXT,__const) external _HTTPServerVersionNumber
00000001c1893240 (__TEXT,__const) external _HTTPServerVersionString
                 (undefined) external _NSClassFromString (from Foundation)
                 (undefined) external _NSFileCreationDate (from Foundation)
                 (undefined) external _NSFileHandleOperationException (from Foundation)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSFileSize (from Foundation)
                 (undefined) external _NSFileType (from Foundation)
                 (undefined) external _NSFileTypeDirectory (from Foundation)
                 (undefined) external _NSFileTypeRegular (from Foundation)
                 (undefined) external _NSKeyValueChangeNewKey (from Foundation)
                 (undefined) external _NSKeyValueChangeOldKey (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedFailureReasonErrorKey (from Foundation)
                 (undefined) external _NSLocalizedRecoverySuggestionErrorKey (from Foundation)
                 (undefined) external _NSLog (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _NSSearchPathForDirectoriesInDomains (from Foundation)
                 (undefined) external _NSStringFromClass (from Foundation)
                 (undefined) external _NSStringFromSelector (from Foundation)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
00000001ed8be8a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_DDAbstractLogger
00000001ed8bea58 (__AUTH,__objc_data) external _OBJC_CLASS_$_DDFileLogger
00000001ed8be828 (__AUTH,__objc_data) external _OBJC_CLASS_$_DDLog
00000001ed8bea08 (__AUTH,__objc_data) external _OBJC_CLASS_$_DDLogFileFormatterDefault
00000001ed8be9b8 (__AUTH,__objc_data) external _OBJC_CLASS_$_DDLogFileInfo
00000001ed8be990 (__AUTH,__objc_data) external _OBJC_CLASS_$_DDLogFileManagerDefault
00000001ed8be7b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_DDLogMessage
00000001ed8be7d8 (__AUTH,__objc_data) external _OBJC_CLASS_$_DDLoggerNode
00000001ed8bead0 (__AUTH,__objc_data) external _OBJC_CLASS_$_DDTTYLogger
00000001ed8be670 (__AUTH,__objc_data) external _OBJC_CLASS_$_GCDAsyncReadPacket
00000001ed8be710 (__AUTH,__objc_data) external _OBJC_CLASS_$_GCDAsyncSendfilePacket
00000001ecdea350 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GCDAsyncSocket
00000001ecdea328 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GCDAsyncSocketPreBuffer
00000001ed8be760 (__AUTH,__objc_data) external _OBJC_CLASS_$_GCDAsyncSpecialPacket
00000001ed8be6c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_GCDAsyncWritePacket
00000001ed8be4e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPAsyncFileResponse
00000001ed8be3a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPAuthenticationRequest
00000001ed8be418 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPConfig
00000001ecdea300 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_HTTPConnection
00000001ed8be3f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPData
00000001ed8be530 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPDataResponse
00000001ed8be580 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPDynamicFileResponse
00000001ed8be940 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPErrorResponse
00000001ed8be5d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPFileResponse
00000001ed8be490 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPMessage
00000001ed8be620 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPRedirectResponse
00000001ed8be8f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_HTTPSendFileResponse
00000001ecdea2d8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_HTTPServer
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAssertionHandler (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendar (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSCharacterSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileHandle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNetService (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSRunLoop (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSScanner (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimeZone (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSTimer (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_EHTYPE_$_NSException (from CoreFoundation)
00000001eb35b1c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDAbstractLogger.formatter
00000001eb35b1cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDAbstractLogger.loggerQueue
00000001eb35b208 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.currentLogFileHandle
00000001eb35b210 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.currentLogFileInfo
00000001eb35b200 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.droppedMessageCount
00000001eb35b204 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.logFileManager
00000001eb35b1f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.maximumFileSize
00000001eb35b1fc (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.rollingFrequency
00000001eb35b20c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.rollingTimer
00000001eb35b1f4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileFormatterDefault.dateFormatter
00000001eb35b220 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.creationDate
00000001eb35b21c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileAttributes
00000001eb35b218 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileName
00000001eb35b214 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.filePath
00000001eb35b228 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileSize
00000001eb35b224 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.modificationDate
00000001eb35b1f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileManagerDefault._logsDirectory
00000001eb35b1ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileManagerDefault.maximumNumberOfLogFiles
00000001eb35b1a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.file
00000001eb35b1ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.function
00000001eb35b1b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.lineNumber
00000001eb35b19c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logContext
00000001eb35b198 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logFlag
00000001eb35b194 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logLevel
00000001eb35b1a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logMsg
00000001eb35b1b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.machThreadID
00000001eb35b1c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.options
00000001eb35b1b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.queueLabel
00000001eb35b1c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.tag
00000001eb35b1bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.threadName
00000001eb35b1a4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.timestamp
00000001eb35b190 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLoggerNode.logger
00000001eb35b18c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLoggerNode.loggerQueue
00000001eb35b23c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.app
00000001eb35b238 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.appLen
00000001eb35b234 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.appName
00000001eb35b22c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.calendar
00000001eb35b230 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.calendarUnitFlags
00000001eb35b248 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.pid
00000001eb35b244 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.pidLen
00000001eb35b240 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.processID
00000001eb35b0a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.buffer
00000001eb35b0c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.bufferOwner
00000001eb35b0b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.bytesDone
00000001eb35b0b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.maxLength
00000001eb35b0c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.originalBufferLength
00000001eb35b0bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.readLength
00000001eb35b0ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.startOffset
00000001eb35b0cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.tag
00000001eb35b0c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.term
00000001eb35b0b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.timeout
00000001eb35b0e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.file
00000001eb35b0ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.length
00000001eb35b0e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.offset
