00007ffa17b1cf0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa17b13b1f (__TEXT,__text) external _glGetPixelMapuiv
00007ffa17b13b3e (__TEXT,__text) external _glGetPixelMapusv
00007ffa17b13b5d (__TEXT,__text) external _glGetPointerv
00007ffa17b13b7c (__TEXT,__text) external _glGetPolygonStipple
00007ffa17b19059 (__TEXT,__text) external _glGetProgramBinary
00007ffa17b1a2b6 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa17b1a2d8 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa17b173c3 (__TEXT,__text) external _glGetProgramInfoLog
00007ffa17b1a2fa (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa17b1a31c (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa17b191dc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa17b1919e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa17b18d77 (__TEXT,__text) external _glGetProgramStageiv
00007ffa17b1a362 (__TEXT,__text) external _glGetProgramStringARB
00007ffa17b17357 (__TEXT,__text) external _glGetProgramiv
00007ffa17b1a384 (__TEXT,__text) external _glGetProgramivARB
00007ffa17b18efc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa17b18841 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa17b1c738 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa17b16810 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa17b1add3 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa17b18863 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa17b1c75a (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa17b16832 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa17b1adf5 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa17b167ee (__TEXT,__text) external _glGetQueryiv
00007ffa17b1adb1 (__TEXT,__text) external _glGetQueryivARB
00007ffa17b17721 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa17b1bd26 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa17b187df (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa17b18801 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa17b187bd (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa17b1879b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa17b15a14 (__TEXT,__text) external _glGetSeparableFilter
00007ffa17b1739e (__TEXT,__text) external _glGetShaderInfoLog
00007ffa17b19000 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa17b17487 (__TEXT,__text) external _glGetShaderSource
00007ffa17b1b464 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa17b17335 (__TEXT,__text) external _glGetShaderiv
00007ffa17b13b99 (__TEXT,__text) external _glGetString
00007ffa17b1817b (__TEXT,__text) external _glGetStringi
00007ffa17b18c84 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa17b18c62 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa17b184e2 (__TEXT,__text) external _glGetSynciv
00007ffa17b13bb5 (__TEXT,__text) external _glGetTexEnvfv
00007ffa17b13bd7 (__TEXT,__text) external _glGetTexEnviv
00007ffa17b13bf9 (__TEXT,__text) external _glGetTexGendv
00007ffa17b13c1b (__TEXT,__text) external _glGetTexGenfv
00007ffa17b13c3d (__TEXT,__text) external _glGetTexGeniv
00007ffa17b13c5f (__TEXT,__text) external _glGetTexImage
00007ffa17b13c86 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa17b13caa (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa17b180b0 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa17b1c657 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa17b180d2 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa17b1c679 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa17b1c946 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa17b13cce (__TEXT,__text) external _glGetTexParameterfv
00007ffa17b13cf0 (__TEXT,__text) external _glGetTexParameteriv
00007ffa17b17b81 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa17b1c092 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa17b18235 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa17b1c127 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa17b181c1 (__TEXT,__text) external _glGetUniformIndices
00007ffa17b173e8 (__TEXT,__text) external _glGetUniformLocation
00007ffa17b1b3cd (__TEXT,__text) external _glGetUniformLocationARB
00007ffa17b1c145 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa17b18d55 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa17b18c40 (__TEXT,__text) external _glGetUniformdv
00007ffa17b1743d (__TEXT,__text) external _glGetUniformfv
00007ffa17b1b41e (__TEXT,__text) external _glGetUniformfvARB
00007ffa17b17462 (__TEXT,__text) external _glGetUniformiv
00007ffa17b1b441 (__TEXT,__text) external _glGetUniformivARB
00007ffa17b17ef7 (__TEXT,__text) external _glGetUniformuiv
00007ffa17b1c568 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa17b17c2b (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa17b1c412 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa17b17c4d (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa17b1c434 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa17b19a40 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa17b16f06 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa17b1a14c (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa17b16ea0 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa17b1a0e6 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa17b16ec2 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa17b1a108 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa17b16ee4 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa17b1a12a (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa17b13d12 (__TEXT,__text) external _glHint
00007ffa17b15b59 (__TEXT,__text) external _glHistogram
00007ffa17b13d30 (__TEXT,__text) external _glIndexMask
00007ffa17b13d4c (__TEXT,__text) external _glIndexPointer
00007ffa17b13d6e (__TEXT,__text) external _glIndexd
00007ffa17b13d88 (__TEXT,__text) external _glIndexdv
00007ffa17b13da5 (__TEXT,__text) external _glIndexf
00007ffa17b13dbf (__TEXT,__text) external _glIndexfv
00007ffa17b13ddc (__TEXT,__text) external _glIndexi
00007ffa17b13df8 (__TEXT,__text) external _glIndexiv
00007ffa17b13e15 (__TEXT,__text) external _glIndexs
00007ffa17b13e31 (__TEXT,__text) external _glIndexsv
00007ffa17b13e4e (__TEXT,__text) external _glIndexub
00007ffa17b13e6a (__TEXT,__text) external _glIndexubv
00007ffa17b13e87 (__TEXT,__text) external _glInitNames
00007ffa17b1c7c7 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa17b13e9e (__TEXT,__text) external _glInterleavedArrays
00007ffa17b168b0 (__TEXT,__text) external _glIsBuffer
00007ffa17b1ae73 (__TEXT,__text) external _glIsBufferARB
00007ffa17b13ec0 (__TEXT,__text) external _glIsEnabled
00007ffa17b1c6fe (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa17b17ac3 (__TEXT,__text) external _glIsEnabledi
00007ffa17b1c9c2 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa17b17743 (__TEXT,__text) external _glIsFramebuffer
00007ffa17b1bd48 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa17b13edc (__TEXT,__text) external _glIsList
00007ffa17b1b6b1 (__TEXT,__text) external _glIsNamedStringARB
00007ffa17b17319 (__TEXT,__text) external _glIsProgram
00007ffa17b19c05 (__TEXT,__text) external _glIsProgramARB
00007ffa17b19182 (__TEXT,__text) external _glIsProgramPipeline
00007ffa17b16798 (__TEXT,__text) external _glIsQuery
00007ffa17b1ad5b (__TEXT,__text) external _glIsQueryARB
00007ffa17b17685 (__TEXT,__text) external _glIsRenderbuffer
00007ffa17b1bc8a (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa17b1869a (__TEXT,__text) external _glIsSampler
00007ffa17b172fd (__TEXT,__text) external _glIsShader
00007ffa17b18443 (__TEXT,__text) external _glIsSync
00007ffa17b13ef8 (__TEXT,__text) external _glIsTexture
00007ffa17b18e34 (__TEXT,__text) external _glIsTransformFeedback
00007ffa17b17a00 (__TEXT,__text) external _glIsVertexArray
00007ffa17b1cb08 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa17b1c858 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa17b1c77c (__TEXT,__text) external _glLabelObjectEXT
00007ffa17b1cd0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa17b13f14 (__TEXT,__text) external _glLightModelf
00007ffa17b13f30 (__TEXT,__text) external _glLightModelfv
00007ffa17b13f4f (__TEXT,__text) external _glLightModeli
00007ffa17b13f6d (__TEXT,__text) external _glLightModeliv
00007ffa17b13f8c (__TEXT,__text) external _glLightf
00007ffa17b13faa (__TEXT,__text) external _glLightfv
00007ffa17b13fcc (__TEXT,__text) external _glLighti
00007ffa17b13fed (__TEXT,__text) external _glLightiv
00007ffa17b1400f (__TEXT,__text) external _glLineStipple
00007ffa17b1402d (__TEXT,__text) external _glLineWidth
00007ffa17b1700b (__TEXT,__text) external _glLinkProgram
00007ffa17b1b06e (__TEXT,__text) external _glLinkProgramARB
00007ffa17b14047 (__TEXT,__text) external _glListBase
00007ffa17b14063 (__TEXT,__text) external _glLoadIdentity
00007ffa17b1407a (__TEXT,__text) external _glLoadMatrixd
00007ffa17b14097 (__TEXT,__text) external _glLoadMatrixf
00007ffa17b140b4 (__TEXT,__text) external _glLoadName
00007ffa17b15ff2 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa17b1a8fa (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa17b1600f (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa17b1a917 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa17b1b7c2 (__TEXT,__text) external _glLockArraysEXT
00007ffa17b140d0 (__TEXT,__text) external _glLogicOp
00007ffa17b140ec (__TEXT,__text) external _glMap1d
00007ffa17b14110 (__TEXT,__text) external _glMap1f
00007ffa17b14134 (__TEXT,__text) external _glMap2d
00007ffa17b14167 (__TEXT,__text) external _glMap2f
00007ffa17b1693e (__TEXT,__text) external _glMapBuffer
00007ffa17b1af01 (__TEXT,__text) external _glMapBufferARB
00007ffa17b1795d (__TEXT,__text) external _glMapBufferRange
00007ffa17b1419a (__TEXT,__text) external _glMapGrid1d
00007ffa17b141b6 (__TEXT,__text) external _glMapGrid1f
00007ffa17b141d2 (__TEXT,__text) external _glMapGrid2d
00007ffa17b141f0 (__TEXT,__text) external _glMapGrid2f
00007ffa17b1c876 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa17b1c89d (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa17b1c8c4 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa17b1c8f4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa17b1420e (__TEXT,__text) external _glMaterialf
00007ffa17b1422c (__TEXT,__text) external _glMaterialfv
00007ffa17b1424e (__TEXT,__text) external _glMateriali
00007ffa17b1426f (__TEXT,__text) external _glMaterialiv
00007ffa17b14291 (__TEXT,__text) external _glMatrixMode
00007ffa17b18f20 (__TEXT,__text) external _glMinSampleShading
00007ffa17b1b5a4 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa17b15b7d (__TEXT,__text) external _glMinmax
00007ffa17b142ad (__TEXT,__text) external _glMultMatrixd
00007ffa17b142ca (__TEXT,__text) external _glMultMatrixf
00007ffa17b1602c (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa17b1a934 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa17b16049 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa17b1a951 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa17b1653e (__TEXT,__text) external _glMultiDrawArrays
00007ffa17b1bbe8 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa17b1cb8b (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa17b16564 (__TEXT,__text) external _glMultiDrawElements
00007ffa17b183d5 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa17b1bc0e (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa17b1cd30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa17b1cd58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa17b1cbb1 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa17b15c0e (__TEXT,__text) external _glMultiTexCoord1d
00007ffa17b1a516 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa17b15c2a (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa17b1a532 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa17b15c49 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa17b1a551 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa17b15c65 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa17b1a56d (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa17b15c84 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa17b1a58c (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa17b15ca2 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa17b1a5aa (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa17b15cc1 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa17b1a5c9 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa17b15cdf (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa17b1a5e7 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa17b15cfe (__TEXT,__text) external _glMultiTexCoord2d
00007ffa17b1a606 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa17b15d1a (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa17b1a622 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa17b15d39 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa17b1a641 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa17b15d55 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa17b1a65d (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa17b15d74 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa17b1a67c (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa17b15d95 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa17b1a69d (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa17b15db4 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa17b1a6bc (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa17b15dd5 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa17b1a6dd (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa17b15df4 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa17b1a6fc (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa17b15e10 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa17b1a718 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa17b15e2f (__TEXT,__text) external _glMultiTexCoord3f
00007ffa17b1a737 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa17b15e4b (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa17b1a753 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa17b15e6a (__TEXT,__text) external _glMultiTexCoord3i
00007ffa17b1a772 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa17b15e8e (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa17b1a796 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa17b15ead (__TEXT,__text) external _glMultiTexCoord3s
00007ffa17b1a7b5 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa17b15ed1 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa17b1a7d9 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa17b15ef0 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa17b1a7f8 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa17b15f0c (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa17b1a814 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa17b15f2b (__TEXT,__text) external _glMultiTexCoord4f
00007ffa17b1a833 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa17b15f47 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa17b1a84f (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa17b15f66 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa17b1a86e (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa17b15f8d (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa17b1a895 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa17b15fac (__TEXT,__text) external _glMultiTexCoord4s
00007ffa17b1a8b4 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa17b15fd3 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa17b1a8db (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa17b1b645 (__TEXT,__text) external _glNamedStringARB
00007ffa17b142e7 (__TEXT,__text) external _glNewList
00007ffa17b14305 (__TEXT,__text) external _glNormal3b
00007ffa17b14326 (__TEXT,__text) external _glNormal3bv
00007ffa17b14343 (__TEXT,__text) external _glNormal3d
00007ffa17b1435d (__TEXT,__text) external _glNormal3dv
00007ffa17b1437a (__TEXT,__text) external _glNormal3f
00007ffa17b14394 (__TEXT,__text) external _glNormal3fv
00007ffa17b143b1 (__TEXT,__text) external _glNormal3i
00007ffa17b143d2 (__TEXT,__text) external _glNormal3iv
00007ffa17b143ef (__TEXT,__text) external _glNormal3s
00007ffa17b14410 (__TEXT,__text) external _glNormal3sv
00007ffa17b1442d (__TEXT,__text) external _glNormalPointer
00007ffa17b1cc6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa17b1cc8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa17b1444f (__TEXT,__text) external _glOrtho
00007ffa17b1cdec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa17b1cdf8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa17b1cde6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa17b1cdf2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa17b14469 (__TEXT,__text) external _glPassThrough
00007ffa17b18db9 (__TEXT,__text) external _glPatchParameterfv
00007ffa17b18d9b (__TEXT,__text) external _glPatchParameteri
00007ffa17b18e50 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa17b14483 (__TEXT,__text) external _glPixelMapfv
00007ffa17b144a5 (__TEXT,__text) external _glPixelMapuiv
00007ffa17b144c7 (__TEXT,__text) external _glPixelMapusv
00007ffa17b144e9 (__TEXT,__text) external _glPixelStoref
00007ffa17b14505 (__TEXT,__text) external _glPixelStorei
00007ffa17b14523 (__TEXT,__text) external _glPixelTransferf
00007ffa17b1453f (__TEXT,__text) external _glPixelTransferi
00007ffa17b1455d (__TEXT,__text) external _glPixelZoom
00007ffa17b164a2 (__TEXT,__text) external _glPointParameterf
00007ffa17b1ab14 (__TEXT,__text) external _glPointParameterfARB
00007ffa17b164be (__TEXT,__text) external _glPointParameterfv
00007ffa17b1ab30 (__TEXT,__text) external _glPointParameterfvARB
00007ffa17b164dd (__TEXT,__text) external _glPointParameteri
00007ffa17b1ce33 (__TEXT,__text) external _glPointParameteriNV
00007ffa17b164fb (__TEXT,__text) external _glPointParameteriv
00007ffa17b1ce51 (__TEXT,__text) external _glPointParameterivNV
00007ffa17b14577 (__TEXT,__text) external _glPointSize
00007ffa17b1ccd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa17b14591 (__TEXT,__text) external _glPolygonMode
00007ffa17b145af (__TEXT,__text) external _glPolygonOffset
00007ffa17b145c9 (__TEXT,__text) external _glPolygonStipple
00007ffa17b145e6 (__TEXT,__text) external _glPopAttrib
00007ffa17b145fd (__TEXT,__text) external _glPopClientAttrib
00007ffa17b1c805 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa17b14614 (__TEXT,__text) external _glPopMatrix
00007ffa17b1462b (__TEXT,__text) external _glPopName
00007ffa17b1832c (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa17b14642 (__TEXT,__text) external _glPrioritizeTextures
00007ffa17b19081 (__TEXT,__text) external _glProgramBinary
00007ffa17b1a16e (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa17b1a18c (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa17b1a1ae (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa17b1a1cc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa17b1a26e (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa17b1a1ee (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa17b1a20c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa17b1a22e (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa17b1a24c (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa17b1a292 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa17b190a6 (__TEXT,__text) external _glProgramParameteri
00007ffa17b1bf3b (__TEXT,__text) external _glProgramParameteriEXT
00007ffa17b1a33e (__TEXT,__text) external _glProgramStringARB
00007ffa17b196c6 (__TEXT,__text) external _glProgramUniform1d
00007ffa17b1973e (__TEXT,__text) external _glProgramUniform1dv
00007ffa17b192a0 (__TEXT,__text) external _glProgramUniform1f
00007ffa17b193a8 (__TEXT,__text) external _glProgramUniform1fv
00007ffa17b19201 (__TEXT,__text) external _glProgramUniform1i
00007ffa17b19318 (__TEXT,__text) external _glProgramUniform1iv
00007ffa17b194ad (__TEXT,__text) external _glProgramUniform1ui
00007ffa17b1954c (__TEXT,__text) external _glProgramUniform1uiv
00007ffa17b196e4 (__TEXT,__text) external _glProgramUniform2d
00007ffa17b19762 (__TEXT,__text) external _glProgramUniform2dv
00007ffa17b192be (__TEXT,__text) external _glProgramUniform2f
00007ffa17b193cc (__TEXT,__text) external _glProgramUniform2fv
00007ffa17b19222 (__TEXT,__text) external _glProgramUniform2i
00007ffa17b1933c (__TEXT,__text) external _glProgramUniform2iv
00007ffa17b194ce (__TEXT,__text) external _glProgramUniform2ui
00007ffa17b19570 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa17b19702 (__TEXT,__text) external _glProgramUniform3d
00007ffa17b19786 (__TEXT,__text) external _glProgramUniform3dv
00007ffa17b192dc (__TEXT,__text) external _glProgramUniform3f
00007ffa17b193f0 (__TEXT,__text) external _glProgramUniform3fv
00007ffa17b19246 (__TEXT,__text) external _glProgramUniform3i
00007ffa17b19360 (__TEXT,__text) external _glProgramUniform3iv
00007ffa17b194f2 (__TEXT,__text) external _glProgramUniform3ui
00007ffa17b19594 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa17b19720 (__TEXT,__text) external _glProgramUniform4d
00007ffa17b197aa (__TEXT,__text) external _glProgramUniform4dv
00007ffa17b192fa (__TEXT,__text) external _glProgramUniform4f
00007ffa17b19414 (__TEXT,__text) external _glProgramUniform4fv
00007ffa17b1926d (__TEXT,__text) external _glProgramUniform4i
00007ffa17b19384 (__TEXT,__text) external _glProgramUniform4iv
00007ffa17b19519 (__TEXT,__text) external _glProgramUniform4ui
00007ffa17b195b8 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa17b197ce (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa17b19438 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa17b19843 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa17b195dc (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa17b19891 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa17b1962a (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa17b197f5 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa17b1945f (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa17b1986a (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa17b19603 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa17b198df (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa17b19678 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa17b1981c (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa17b19486 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa17b198b8 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa17b19651 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa17b19906 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa17b1969f (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa17b18409 (__TEXT,__text) external _glProvokingVertex
00007ffa17b1c71c (__TEXT,__text) external _glProvokingVertexEXT
00007ffa17b14665 (__TEXT,__text) external _glPushAttrib
00007ffa17b14681 (__TEXT,__text) external _glPushClientAttrib
00007ffa17b1c7e6 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa17b1469d (__TEXT,__text) external _glPushMatrix
00007ffa17b146b4 (__TEXT,__text) external _glPushName
00007ffa17b18823 (__TEXT,__text) external _glQueryCounter
00007ffa17b146d0 (__TEXT,__text) external _glRasterPos2d
00007ffa17b146ea (__TEXT,__text) external _glRasterPos2dv
00007ffa17b14707 (__TEXT,__text) external _glRasterPos2f
00007ffa17b14721 (__TEXT,__text) external _glRasterPos2fv
00007ffa17b1473e (__TEXT,__text) external _glRasterPos2i
00007ffa17b1475c (__TEXT,__text) external _glRasterPos2iv
00007ffa17b14779 (__TEXT,__text) external _glRasterPos2s
00007ffa17b14797 (__TEXT,__text) external _glRasterPos2sv
00007ffa17b147b4 (__TEXT,__text) external _glRasterPos3d
00007ffa17b147ce (__TEXT,__text) external _glRasterPos3dv
00007ffa17b147eb (__TEXT,__text) external _glRasterPos3f
00007ffa17b14805 (__TEXT,__text) external _glRasterPos3fv
00007ffa17b14822 (__TEXT,__text) external _glRasterPos3i
00007ffa17b14843 (__TEXT,__text) external _glRasterPos3iv
00007ffa17b14860 (__TEXT,__text) external _glRasterPos3s
00007ffa17b14881 (__TEXT,__text) external _glRasterPos3sv
00007ffa17b1489e (__TEXT,__text) external _glRasterPos4d
00007ffa17b148b8 (__TEXT,__text) external _glRasterPos4dv
00007ffa17b148d5 (__TEXT,__text) external _glRasterPos4f
00007ffa17b148ef (__TEXT,__text) external _glRasterPos4fv
00007ffa17b1490c (__TEXT,__text) external _glRasterPos4i
00007ffa17b14930 (__TEXT,__text) external _glRasterPos4iv
00007ffa17b1494d (__TEXT,__text) external _glRasterPos4s
00007ffa17b14971 (__TEXT,__text) external _glRasterPos4sv
00007ffa17b1498e (__TEXT,__text) external _glReadBuffer
00007ffa17b149aa (__TEXT,__text) external _glReadPixels
00007ffa17b149da (__TEXT,__text) external _glRectd
