00007fff85bc4f60 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external __os_log_fault_impl (from libSystem)
00007fff6bb5a000 (__TEXT,__text) non-external __primitiveStructuresMatch
00007fff8cfef730 (__DATA_CONST,__const) non-external __primitive_types_storage
                 (undefined) external __setjmp (from libSystem)
00007fff6bb3d4a5 (__TEXT,__text) non-external __slotInLocationForOffsetIntoUserIn
00007fff6bb66109 (__TEXT,__text) non-external __tempForExpr
                 (undefined) external _abort (from libSystem)
00007fff6bb50405 (__TEXT,__text) non-external _aborting_due_to_builtin_read_failure_suggesting_corrupt_os_installation
00007fff6bb503fc (__TEXT,__text) non-external _aborting_due_to_invalid_builtin_contents_suggesting_corrupt_os_installation
                 (undefined) external _abs (from libSystem)
                 (undefined) external _acosf (from libSystem)
                 (undefined) external _acoshf (from libSystem)
00007fff6bb14680 (__TEXT,__text) non-external _addArrayHelper
00007fff6bb16117 (__TEXT,__text) non-external _addBindingsForGLPType
00007fff6bb148cc (__TEXT,__text) non-external _addConstantsForGLPType
00007fff6bb146f9 (__TEXT,__text) non-external _addConstantsForGLPValue
00007fff6bbbc830 (__TEXT,__text) non-external _addFields
00007fff6bb49d6f (__TEXT,__text) non-external _addPPDrawBuffersToLayout
00007fff6bb3db6d (__TEXT,__text) non-external _addPair
00007fff6bb14502 (__TEXT,__text) non-external _addTempsForGLPPrimitiveType
00007fff6bb14c16 (__TEXT,__text) non-external _addTempsForGLPType
00007fff6bb163d0 (__TEXT,__text) non-external _addUniformsForGLPType
00007fff6bb165f6 (__TEXT,__text) non-external _addUniformsForType
00007fff6bb63c9c (__TEXT,__text) non-external _aggregateGutsEqual
00007fff6bb48031 (__TEXT,__text) non-external _allocateAttribForSize
00007fff6bb49e10 (__TEXT,__text) non-external _allocateOutputForSize
00007fff6bb4e41a (__TEXT,__text) non-external _allocateSlotsWithGLPType
00007fff6bb0edec (__TEXT,__text) non-external _analytics_send_event_lazy_func
00007fff85bc9618 (__DATA,__bss) non-external _analytics_send_event_lazy_func.analytics_send_event_lazy_f
00007fff85bc9620 (__DATA,__bss) non-external _analytics_send_event_lazy_func.once_token
00007fff6bb8c04a (__TEXT,__text) non-external _apiName
00007fff6bb642a6 (__TEXT,__text) non-external _appendTypeName
00007fff6bb103bc (__TEXT,__text) non-external _applevec4ArrayStrideForElementType
00007fff6bb103ab (__TEXT,__text) non-external _applevec4MatrixStride
00007fff6bb103d1 (__TEXT,__text) non-external _applevec4MinimumStructAlignment
00007fff6bb103c6 (__TEXT,__text) non-external _applevec4SizeToBytes
00007fff6bb103a0 (__TEXT,__text) non-external _applevec4TypeAlign
00007fff6bb1025d (__TEXT,__text) non-external _applevec4TypeSize
00007fff6bbbcca8 (__TEXT,__text) non-external _arrayify
                 (undefined) external _asinf (from libSystem)
                 (undefined) external _asinhf (from libSystem)
                 (undefined) external _atan2f (from libSystem)
                 (undefined) external _atanf (from libSystem)
                 (undefined) external _atanhf (from libSystem)
00007fff8cfef410 (__DATA_CONST,__const) non-external (was a private external) _binop
00007fff85bc9a50 (__DATA,__bss) non-external _builtInsArchives
00007fff6bb6bd30 (__TEXT,__text) non-external _byte_scan
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ceil (from libSystem)
                 (undefined) external _ceilf (from libSystem)
00007fff6bb151a0 (__TEXT,__text) non-external _cgDeclareVariableObject
00007fff6bb16786 (__TEXT,__text) non-external _cgDerefNode
00007fff6bb8c1ef (__TEXT,__text) non-external _checkBarrier
00007fff6bb6b5e0 (__TEXT,__text) non-external _checkReservedName
00007fff6bb4ef62 (__TEXT,__text) non-external _compareVariableObjectsLocationFirstNameSecond
00007fff6bb3a3e6 (__TEXT,__text) non-external _compilerRemapFixup
00007fff6bb4ed5f (__TEXT,__text) non-external _componentCountForSet
00007fff6bb45f51 (__TEXT,__text) non-external _copyOutBeforeReturnsIn
                 (undefined) external _cosf (from libSystem)
                 (undefined) external _coshf (from libSystem)
00007fff6bb3b3bd (__TEXT,__text) non-external _countComponents
00007fff6bbc537c (__TEXT,__text) non-external (was a private external) _defaultEqualsFunction
00007fff6bbc536f (__TEXT,__text) non-external (was a private external) _defaultHashFunction
00007fff6bb5e3f0 (__TEXT,__text) non-external (was a private external) _deserialErrorString
00007fff6bb7955e (__TEXT,__text) non-external _deserializeASTFields
00007fff6bb79c5c (__TEXT,__text) non-external _deserializeBinaryOperatorFields
00007fff6bb79ab4 (__TEXT,__text) non-external _deserializeCallFields
00007fff6bb79550 (__TEXT,__text) non-external _deserializeOpAssignFields
00007fff6bb79c6f (__TEXT,__text) non-external _deserializeStructureFields
00007fff6bb73c98 (__TEXT,__text) non-external (was a private external) _deserialize_GLPNameTableEntry
00007fff6bb79c66 (__TEXT,__text) non-external _deserialize_GLPNodeCreationFunc
00007fff6bb5eb3b (__TEXT,__text) non-external (was a private external) _deserialize_GLPString
00007fff6bb5e538 (__TEXT,__text) non-external (was a private external) _deserialize_double
00007fff6bb5e4fe (__TEXT,__text) non-external (was a private external) _deserialize_float
00007fff6bb5e572 (__TEXT,__text) non-external (was a private external) _deserialize_pointer
00007fff6bb63a74 (__TEXT,__text) non-external _destroyAggregateType
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007fff6bb6763f (__TEXT,__text) non-external _doPrecisionWarningsForLowpInt
00007fff85bc4f28 (__DATA,__data) non-external _eof_inputsrc
00007fff6bb6b96c (__TEXT,__text) non-external _eof_scan
00007fff6bb6d572 (__TEXT,__text) non-external _eof_scan
00007fff6bb6b66e (__TEXT,__text) non-external _eval
00007fff6bb14ea4 (__TEXT,__text) non-external _evalOffsetExtraOfOffset
                 (undefined) external _exp2f (from libSystem)
                 (undefined) external _expf (from libSystem)
                 (undefined) external _fabs (from libSystem)
                 (undefined) external _fclose (from libSystem)
00007fff6bb5bad4 (__TEXT,__text) non-external _flattenCommaTreeInto
                 (undefined) external _floor (from libSystem)
                 (undefined) external _floorf (from libSystem)
00007fff6bb8ebf8 (__TEXT,__text) non-external _foldDerefNode
00007fff6bb150cf (__TEXT,__text) non-external _foldDstSwizzleMaskForComp
00007fff6bb8d11c (__TEXT,__text) non-external _foldPPStreamOp
00007fff6bb8d6f5 (__TEXT,__text) non-external _foldUnaryOperator
00007fff8cfedc40 (__DATA_CONST,__const) non-external (was a private external) _fpDclList
                 (undefined) external _fprintf_l (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _frexp (from libSystem)
                 (undefined) external _frexpf (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007fff85bc95b0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007fff6bb45a61 (__TEXT,__text) non-external _generateSlotVars
00007fff6bb8c3e0 (__TEXT,__text) non-external _genericCheckKidsBarrier
00007fff6bb66293 (__TEXT,__text) non-external _getAccessorReplaceCallback
00007fff6bb4ff80 (__TEXT,__text) non-external _getAndRemapBuiltinFromScope
00007fff6bb5fd37 (__TEXT,__text) non-external _getBindableUniformLocationInfo
00007fff6bb5fa47 (__TEXT,__text) non-external _getBindingInfo
00007fff6bb6230c (__TEXT,__text) non-external _getBindingInfoForType
00007fff6bb4e0ff (__TEXT,__text) non-external _getInputOutputBitsType
00007fff6bb5d014 (__TEXT,__text) non-external _getPrecisionFlagsFromArgs
00007fff6bb60102 (__TEXT,__text) non-external _getString
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
00007fff6ba87913 (__TEXT,__text) non-external _gl_atomic_add
00007fff6bbd28e8 (__TEXT,__text) non-external (was a private external) _gleAttribBindingSize
00007fff6bbd2962 (__TEXT,__text) non-external (was a private external) _gleCopyAttribBindings
00007fff6bbd28f5 (__TEXT,__text) non-external (was a private external) _gleCopyParamBindings
00007fff6bbf07d3 (__TEXT,__text) non-external _gleFStateProgram_AddAttribs
00007fff6bbeb7b4 (__TEXT,__text) non-external _gleFStateProgram_AddPPStreamOperation
00007fff6bbf0ae4 (__TEXT,__text) non-external _gleFStateProgram_AddParams
00007fff6bbf0cae (__TEXT,__text) non-external _gleFStateProgram_AllocateAttribs
00007fff6bbeb7c3 (__TEXT,__text) non-external _gleFStateProgram_Core
00007fff6bbf067c (__TEXT,__text) non-external _gleFStateProgram_End
00007fff6bbf0ca8 (__TEXT,__text) non-external _gleFStateProgram_LLVMAddOperation
00007fff6bbf13d4 (__TEXT,__text) non-external _gleStateProgram_ASSERT
00007fff6bbf1240 (__TEXT,__text) non-external _gleStateProgram_A_MODULATE
00007fff6bbf13da (__TEXT,__text) non-external _gleStateProgram_A_REPLACE
00007fff8cff2790 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsA
00007fff8cff2820 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsI
00007fff8cff27c0 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsL
00007fff8cff27f0 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsLA
00007fff8cff2850 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsRGB
00007fff8cff2880 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsRGBA
00007fff6bbf14fe (__TEXT,__text) non-external _gleStateProgram_CheckDestInit
00007fff6bbf2660 (__TEXT,__text) non-external _gleStateProgram_I_ADD
00007fff6bbf24a5 (__TEXT,__text) non-external _gleStateProgram_I_BLEND
00007fff6bbf216d (__TEXT,__text) non-external _gleStateProgram_RGBA_ADD
00007fff6bbf1e13 (__TEXT,__text) non-external _gleStateProgram_RGBA_BLEND
00007fff6bbf27fc (__TEXT,__text) non-external _gleStateProgram_RGBA_DECAL
00007fff6bbf1c93 (__TEXT,__text) non-external _gleStateProgram_RGBA_MODULATE
00007fff6bbf1adf (__TEXT,__text) non-external _gleStateProgram_RGB_ADD
00007fff6bbf17e5 (__TEXT,__text) non-external _gleStateProgram_RGB_BLEND
00007fff6bbf1651 (__TEXT,__text) non-external _gleStateProgram_RGB_MODULATE
00007fff6bbf19bb (__TEXT,__text) non-external _gleStateProgram_RGB_REPLACE
00007fff6bbf0f8b (__TEXT,__text) non-external _gleStateProgram_TextureSampleOp
00007fff6bbd7b79 (__TEXT,__text) non-external _gleVStateProgram_AddAttribs
00007fff6bbd313c (__TEXT,__text) non-external _gleVStateProgram_AddPPStreamOperation
00007fff6bbd7ed0 (__TEXT,__text) non-external _gleVStateProgram_AddParams
00007fff6bbd88a6 (__TEXT,__text) non-external _gleVStateProgram_AllocateOutputs
00007fff6bbd314b (__TEXT,__text) non-external _gleVStateProgram_Core
00007fff6bbd8b0e (__TEXT,__text) non-external _gleVStateProgram_GetAttrib
00007fff6bbd88a0 (__TEXT,__text) non-external _gleVStateProgram_IgnoreOption
00007fff6bbd8b08 (__TEXT,__text) non-external _gleVStateProgram_LLVMAddOperation
00007fff6bbd8bac (__TEXT,__text) non-external _gleVStateProgram_LightingStage
00007fff6bbea8f1 (__TEXT,__text) non-external _gleVStateProgram_MultMatrix3x3
00007fff6bbe9cb9 (__TEXT,__text) non-external _gleVStateProgram_MultMatrix4x4
00007fff6bbeaf85 (__TEXT,__text) non-external _gleVStateProgram_NormalizeVector
                 (undefined) external _glgConvertPixelWidthToBlocks (from libGLImage)
                 (undefined) external _glgConvertType (from libGLImage)
                 (undefined) external _glgGetCompressedBlockBytes (from libGLImage)
                 (undefined) external _glgGetCompressedBlockHeight (from libGLImage)
                 (undefined) external _glgGetCompressedImageBytes (from libGLImage)
                 (undefined) external _glgGetPixelSize (from libGLImage)
                 (undefined) external _glgProcessPixelsWithProcessor (from libGLImage)
00007fff6bb0fd70 (__TEXT,__text) non-external (was a private external) _glpABIGetArrayStrideForElementType
00007fff6bb0fd51 (__TEXT,__text) non-external (was a private external) _glpABIGetMatrixStride
00007fff6bb0fdb6 (__TEXT,__text) non-external (was a private external) _glpABIGetMinimumBufferBytesForType
00007fff6bb0fd9c (__TEXT,__text) non-external (was a private external) _glpABIGetMinimumStructAlignment
00007fff6bb0fdea (__TEXT,__text) non-external (was a private external) _glpABIGetStructTypeRangeOfField
00007fff6bb0fd31 (__TEXT,__text) non-external (was a private external) _glpABIGetTypeAlign
00007fff6bb0fd12 (__TEXT,__text) non-external (was a private external) _glpABIGetTypeSize
00007fff6bb10cec (__TEXT,__text) non-external (was a private external) _glpASTMergeInitContext
00007fff6bb10f5c (__TEXT,__text) non-external (was a private external) _glpASTMergePhase1AddTopLevelNode
00007fff6bb11778 (__TEXT,__text) non-external (was a private external) _glpASTMergePhase2
00007fff6bb6e63f (__TEXT,__text) non-external (was a private external) _glpASTNodeGetChild
00007fff6bb6e626 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetChildCount
00007fff6bb6e6c9 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetKind
00007fff6bb6e6e6 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetLocation
00007fff6bb6e6bf (__TEXT,__text) non-external (was a private external) _glpASTNodeGetSaFlags
00007fff6bb6e6b5 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetSaType
00007fff6bb6e62f (__TEXT,__text) non-external (was a private external) _glpASTNodeSetChild
00007fff6bb6e706 (__TEXT,__text) non-external (was a private external) _glpASTNodeSetLocation
00007fff6bb6e6d2 (__TEXT,__text) non-external (was a private external) _glpASTNodeSetSaFlags
00007fff6bb6e6dc (__TEXT,__text) non-external (was a private external) _glpASTNodeSetSaType
00007fff6bb3d730 (__TEXT,__text) non-external (was a private external) _glpAddExtensionDefines
00007fff8cfee6c0 (__DATA_CONST,__const) non-external _glpAddExtensionDefines.builtinDefines
00007fff6bb33248 (__TEXT,__text) non-external _glpAddGep
00007fff6bb573a0 (__TEXT,__text) non-external (was a private external) _glpAddOffsetIfNeeded
00007fff6bb6367c (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementCount
00007fff6bb636ae (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementFlags
00007fff6bb636be (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementLayout
00007fff6bb6369e (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementType
00007fff6bb6421a (__TEXT,__text) non-external (was a private external) _glpAggregateTypeMangleName
00007fff6bb0fcf2 (__TEXT,__text) non-external (was a private external) _glpAlignTypeSize
00007fff6bb64f31 (__TEXT,__text) non-external (was a private external) _glpAnalyzeBinaryMathOp
00007fff6bb59dce (__TEXT,__text) non-external (was a private external) _glpAnalyzeCallToFunction
00007fff6bb5911a (__TEXT,__text) non-external (was a private external) _glpAnalyzeCallToOverload
00007fff6bb59eb1 (__TEXT,__text) non-external (was a private external) _glpAnalyzeCallToSubroutineArray
00007fff6bb64c13 (__TEXT,__text) non-external (was a private external) _glpAnalyzeUnaryMathOp
00007fff6bb3b550 (__TEXT,__text) non-external (was a private external) _glpAppendFlagDescription
00007fff6bb687a1 (__TEXT,__text) non-external (was a private external) _glpAppendValueDescriptionToStringBuffer
00007fff6bb3bf1f (__TEXT,__text) non-external (was a private external) _glpAppendVariableObjectDescription
00007fff6bb5c440 (__TEXT,__text) non-external (was a private external) _glpApplySizeToBanks
00007fff6bb10cd2 (__TEXT,__text) non-external (was a private external) _glpArchiveFileFinishEntryNamed
00007fff6bb10c59 (__TEXT,__text) non-external (was a private external) _glpArchiveFileGetEntryNamed
00007fff6bb6ec61 (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeGetArray
00007fff6bb6ec7b (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeGetElement
00007fff6bb6ec6e (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeSetArray
00007fff6bb6ec89 (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeSetElement
00007fff6bb63d16 (__TEXT,__text) non-external (was a private external) _glpArrayTypeGetElementCount
00007fff6bb63822 (__TEXT,__text) non-external (was a private external) _glpArrayTypeGetElementType
00007fff6bb6382c (__TEXT,__text) non-external (was a private external) _glpArrayTypeGetMaxElementCount
00007fff6bb708ec (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeGetDimension
00007fff6bb708d2 (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeGetElementType
00007fff6bb708fa (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeSetDimension
00007fff6bb708df (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeSetElementType
00007fff6bb6fb75 (__TEXT,__text) non-external (was a private external) _glpAssignNodeGetIsFromSource
00007fff6bb71bd9 (__TEXT,__text) non-external (was a private external) _glpAvailabilityDeclarationNodeSetExpr
00007fff6bb3c9d1 (__TEXT,__text) non-external (was a private external) _glpBankForInputsInLanguage
00007fff6bb3c9ee (__TEXT,__text) non-external (was a private external) _glpBankForOutputsInLanguage
00007fff6bb63881 (__TEXT,__text) non-external (was a private external) _glpBankTypeGetBank
00007fff6bb63894 (__TEXT,__text) non-external (was a private external) _glpBankTypeGetElementCount
00007fff6bb6388a (__TEXT,__text) non-external (was a private external) _glpBankTypeGetElementType
00007fff6bb6e51e (__TEXT,__text) non-external (was a private external) _glpBaseSizeOfNodeKind
00007fff6bb6e75f (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeGetLhs
00007fff6bb6e779 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeGetRhs
00007fff6bb6e76c (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeSetLhs
00007fff6bb6e787 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeSetRhs
00007fff6bb64cb2 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorStringToSymbol
00007fff6bb71423 (__TEXT,__text) non-external (was a private external) _glpBlockNodeAddStatement
00007fff6bb713e6 (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetNeedsNewScope
00007fff6bb71403 (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetStatement
00007fff6bb713fa (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetStatementCount
00007fff6bb71430 (__TEXT,__text) non-external (was a private external) _glpBlockNodeInsertStatement
00007fff6bb713f0 (__TEXT,__text) non-external (was a private external) _glpBlockNodeSetNeedsNewScope
00007fff6bb71413 (__TEXT,__text) non-external (was a private external) _glpBlockNodeSetStatement
00007fff6bb3c78e (__TEXT,__text) non-external (was a private external) _glpBufferObjectGetMinimumBufferSize
00007fff6bb2d78b (__TEXT,__text) non-external _glpBuildAlloca
00007fff6bb35e30 (__TEXT,__text) non-external _glpBuildArrayElementPtr
00007fff6bb363b9 (__TEXT,__text) non-external _glpBuildArrayElementPtrCst
00007fff6bb2e7dd (__TEXT,__text) non-external _glpBuildConstantIntVector
00007fff6bb31be8 (__TEXT,__text) non-external _glpBuildGetLODOperation
00007fff6bb31f7f (__TEXT,__text) non-external _glpBuildInterpolateAt
00007fff6bb2f693 (__TEXT,__text) non-external _glpBuildTextureOperation
00007fff6bb313c8 (__TEXT,__text) non-external _glpBuildTextureSizeOperation
00007fff6bb32b80 (__TEXT,__text) non-external _glpBuildUniformElementPtr
00007fff85bc9b20 (__DATA,__common) non-external (was a private external) _glpBuiltInConstantValues
00007fff85bc9b10 (__DATA,__common) non-external (was a private external) _glpBuiltInConstantsInitialized
00007fff6bb125c8 (__TEXT,__text) non-external _glpCGNode
00007fff6bb14228 (__TEXT,__text) non-external _glpCGPPStreamOpNode
00007fff6bb321c9 (__TEXT,__text) non-external _glpCGSwizzle
00007fff6bb12270 (__TEXT,__text) non-external (was a private external) _glpCGTopLevel
00007fff6bb9fd4d (__TEXT,__text) non-external (was a private external) _glpCPPErrorToInfoLog
00007fff6bb9fc77 (__TEXT,__text) non-external (was a private external) _glpCPPShInfoLogMsg
00007fff6bb9fba9 (__TEXT,__text) non-external (was a private external) _glpCPPWarningToInfoLog
00007fff6bb5366a (__TEXT,__text) non-external (was a private external) _glpCalculateCallPrecision
00007fff6bbeb2a4 (__TEXT,__text) external _glpCallFragmentStateToLLVMIR
00007fff6bb6e7be (__TEXT,__text) non-external (was a private external) _glpCallNodeAddArg
00007fff6bb6e79e (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArg
00007fff6bb6e795 (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArgCount
00007fff6bb6e7cb (__TEXT,__text) non-external (was a private external) _glpCallNodeInsertArg
00007fff6bb6e7ae (__TEXT,__text) non-external (was a private external) _glpCallNodeSetArg
00007fff6bbd29ac (__TEXT,__text) external _glpCallVertexStateToLLVMIR
00007fff6bb59f89 (__TEXT,__text) non-external (was a private external) _glpCanConvert
00007fff6bb717c6 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetConstValue
00007fff6bb717b2 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetIsStray
00007fff6bb717d3 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetConstValue
00007fff6bb717bc (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetIsStray
00007fff6bb64fe2 (__TEXT,__text) non-external (was a private external) _glpCheckAndSanitizeConstructorCall
00007fff6bb58664 (__TEXT,__text) non-external (was a private external) _glpCheckArrayIndex
00007fff6bb8c1d0 (__TEXT,__text) non-external (was a private external) _glpCheckBarrier
00007fff6bb574c5 (__TEXT,__text) non-external (was a private external) _glpCheckIBDeref
00007fff6bb5b113 (__TEXT,__text) non-external (was a private external) _glpCheckName
00007fff6bb4412a (__TEXT,__text) non-external (was a private external) _glpCleanUpLinkedProgram
00007fff6bb6fd42 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeAddExpr
00007fff6bb6fce4 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeClearExprs
00007fff6bb6fd22 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExpr
00007fff6bb6fd19 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExprCount
00007fff6bb6fcda (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetIsFromSource
00007fff6bb6fd4f (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeInsertExpr
00007fff6bb6fd32 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeSetExpr
00007fff6bb5bb50 (__TEXT,__text) non-external (was a private external) _glpCommaResult
00007fff6bb68639 (__TEXT,__text) non-external (was a private external) _glpCompareValues
00007fff6bb3f93c (__TEXT,__text) non-external (was a private external) _glpCompileShader
00007fff6bb3a64a (__TEXT,__text) non-external (was a private external) _glpCompilerAllOutputsAreInvariant
00007fff6bb3a7d6 (__TEXT,__text) non-external (was a private external) _glpCompilerApplyImplictRulesForGlobalTypeQualifier
00007fff6bb3ac58 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTrackPrecision
00007fff6bb3ac79 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTypeRequirePrecision
00007fff6bb3aa8e (__TEXT,__text) non-external (was a private external) _glpCompilerForceAllOutputsToBeInvariant
00007fff6bb3a3dd (__TEXT,__text) non-external (was a private external) _glpCompilerGetAllocator
00007fff6bb398f0 (__TEXT,__text) non-external (was a private external) _glpCompilerGetGLProfile
00007fff6bb3add2 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImmediateSAContext
00007fff6bb3abe5 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImplicitConversionPolicy
00007fff6bb3a975 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImpliedBankSize
00007fff6bb39902 (__TEXT,__text) non-external (was a private external) _glpCompilerGetInfoLog
00007fff6bb3aa42 (__TEXT,__text) non-external (was a private external) _glpCompilerGetIntConstant
00007fff6bb3a7be (__TEXT,__text) non-external (was a private external) _glpCompilerGetLanguage
00007fff6bb3a7b4 (__TEXT,__text) non-external (was a private external) _glpCompilerGetNameTable
00007fff6bb398f9 (__TEXT,__text) non-external (was a private external) _glpCompilerGetOSXVersion
00007fff6bb3aaa2 (__TEXT,__text) non-external (was a private external) _glpCompilerGetSubroutineType
00007fff6bb3a7cc (__TEXT,__text) non-external (was a private external) _glpCompilerGetTopLevelNode
00007fff6bb3aa38 (__TEXT,__text) non-external (was a private external) _glpCompilerGetValueHash
00007fff6bb3a630 (__TEXT,__text) non-external (was a private external) _glpCompilerInsertDef
00007fff6bb3a6fa (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00007fff6bb3a3cc (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00007fff6bb3adc9 (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00007fff6bb3ad05 (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00007fff6bb3990f (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00007fff6bb3a6ec (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00007fff6bb3acfb (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00007fff6bb3acf1 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00007fff6bb3aa98 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00007fff6bb8c73c (__TEXT,__text) non-external (was a private external) _glpConstantFold
00007fff6bb6ebb8 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00007fff6bb6ebc2 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00007fff6bb6ebcc (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00007fff6bb8c450 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00007fff6bb6f068 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00007fff6bb6f079 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007fff6bb589bd (__TEXT,__text) non-external (was a private external) _glpConvert
00007fff6bb3da0e (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007fff6bb62d90 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007fff6bb685ce (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007fff6bb68606 (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007fff6bb8eee2 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007fff6bb0eade (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007fff85bc95f0 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007fff6bb0ec0d (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007fff85bc9610 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007fff6bb0ebd7 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007fff85bc9608 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007fff6bb0eb6b (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007fff85bc95f8 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007fff6bb0eba1 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007fff85bc9600 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007fff6bb4415a (__TEXT,__text) non-external _glpCreateShaderByteCode
00007fff6bb0eb14 (__TEXT,__text) non-external _glpCreateTelemetry
00007fff6bb9ba73 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007fff6bb6e53c (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
