00007ffa438436b0 (__DATA,__data) non-external _.compoundliteral
00007ffa1927b5ae (__TEXT,__text) non-external __makeArgsAccessible
00007ffa1926d83f (__TEXT,__text) non-external __makeConversions
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
00007ffa1926db8d (__TEXT,__text) non-external __primitiveStructuresMatch
00007ffa417261d0 (__DATA_CONST,__const) non-external __primitive_types_storage
                 (undefined) external __setjmp (from libSystem)
00007ffa192518ba (__TEXT,__text) non-external __slotInLocationForOffsetIntoUserIn
00007ffa19279fb4 (__TEXT,__text) non-external __tempForExpr
                 (undefined) external _abort (from libSystem)
00007ffa192640e5 (__TEXT,__text) non-external _aborting_due_to_builtin_read_failure_suggesting_corrupt_os_installation
00007ffa192640dc (__TEXT,__text) non-external _aborting_due_to_invalid_builtin_contents_suggesting_corrupt_os_installation
                 (undefined) external _abs (from libSystem)
                 (undefined) external _acosf (from libSystem)
                 (undefined) external _acoshf (from libSystem)
00007ffa1922646c (__TEXT,__text) non-external _addArrayHelper
00007ffa192281ec (__TEXT,__text) non-external _addBindingsForGLPType
00007ffa1922674b (__TEXT,__text) non-external _addConstantsForGLPType
00007ffa192264e5 (__TEXT,__text) non-external _addConstantsForGLPValue
00007ffa192cd580 (__TEXT,__text) non-external _addFields
00007ffa1925dc5a (__TEXT,__text) non-external _addPPDrawBuffersToLayout
00007ffa19251f74 (__TEXT,__text) non-external _addPair
00007ffa192262ef (__TEXT,__text) non-external _addTempsForGLPPrimitiveType
00007ffa19226b6e (__TEXT,__text) non-external _addTempsForGLPType
00007ffa19228544 (__TEXT,__text) non-external _addUniformsForGLPType
00007ffa1922880a (__TEXT,__text) non-external _addUniformsForType
00007ffa192779a8 (__TEXT,__text) non-external _aggregateGutsEqual
00007ffa1925c0b7 (__TEXT,__text) non-external _allocateAttribForSize
00007ffa1925dcfc (__TEXT,__text) non-external _allocateOutputForSize
00007ffa19262102 (__TEXT,__text) non-external _allocateSlotsWithGLPType
00007ffa192206b3 (__TEXT,__text) non-external _analytics_send_event_lazy_func
00007ffa43847d68 (__DATA,__bss) non-external _analytics_send_event_lazy_func.analytics_send_event_lazy_f
00007ffa43847d70 (__DATA,__bss) non-external _analytics_send_event_lazy_func.once_token
00007ffa1929fd03 (__TEXT,__text) non-external _apiName
00007ffa19277f83 (__TEXT,__text) non-external _appendTypeName
00007ffa19221f24 (__TEXT,__text) non-external _applevec4ArrayStrideForElementType
00007ffa19221f13 (__TEXT,__text) non-external _applevec4MatrixStride
00007ffa19221f39 (__TEXT,__text) non-external _applevec4MinimumStructAlignment
00007ffa19221f2e (__TEXT,__text) non-external _applevec4SizeToBytes
00007ffa19221f08 (__TEXT,__text) non-external _applevec4TypeAlign
00007ffa19221dc3 (__TEXT,__text) non-external _applevec4TypeSize
00007ffa192cda09 (__TEXT,__text) non-external _arrayify
                 (undefined) external _asinf (from libSystem)
                 (undefined) external _asinhf (from libSystem)
                 (undefined) external _atan2f (from libSystem)
                 (undefined) external _atanf (from libSystem)
                 (undefined) external _atanhf (from libSystem)
00007ffa41725eb0 (__DATA_CONST,__const) non-external (was a private external) _binop
00007ffa438481a0 (__DATA,__bss) non-external _builtInsArchives
00007ffa1927fae0 (__TEXT,__text) non-external _byte_scan
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ceil (from libSystem)
                 (undefined) external _ceilf (from libSystem)
00007ffa1922723c (__TEXT,__text) non-external _cgDeclareVariableObject
00007ffa1922899b (__TEXT,__text) non-external _cgDerefNode
00007ffa1929fe9f (__TEXT,__text) non-external _checkBarrier
00007ffa1927f3a9 (__TEXT,__text) non-external _checkReservedName
00007ffa19262c60 (__TEXT,__text) non-external _compareVariableObjectsLocationFirstNameSecond
00007ffa1924e7fa (__TEXT,__text) non-external _compilerRemapFixup
00007ffa19262a60 (__TEXT,__text) non-external _componentCountForSet
00007ffa1925a184 (__TEXT,__text) non-external _copyOutBeforeReturnsIn
                 (undefined) external _cosf (from libSystem)
                 (undefined) external _coshf (from libSystem)
00007ffa1924f7fa (__TEXT,__text) non-external _countComponents
00007ffa192d603c (__TEXT,__text) non-external (was a private external) _defaultEqualsFunction
00007ffa192d602f (__TEXT,__text) non-external (was a private external) _defaultHashFunction
00007ffa1927205c (__TEXT,__text) non-external (was a private external) _deserialErrorString
00007ffa1928d14a (__TEXT,__text) non-external _deserializeASTFields
00007ffa1928d83c (__TEXT,__text) non-external _deserializeBinaryOperatorFields
00007ffa1928d698 (__TEXT,__text) non-external _deserializeCallFields
00007ffa1928d13c (__TEXT,__text) non-external _deserializeOpAssignFields
00007ffa1928d84f (__TEXT,__text) non-external _deserializeStructureFields
00007ffa19287878 (__TEXT,__text) non-external (was a private external) _deserialize_GLPNameTableEntry
00007ffa1928d846 (__TEXT,__text) non-external _deserialize_GLPNodeCreationFunc
00007ffa192727ac (__TEXT,__text) non-external (was a private external) _deserialize_GLPString
00007ffa1927219e (__TEXT,__text) non-external (was a private external) _deserialize_double
00007ffa19272164 (__TEXT,__text) non-external (was a private external) _deserialize_float
00007ffa192721d8 (__TEXT,__text) non-external (was a private external) _deserialize_pointer
00007ffa19277784 (__TEXT,__text) non-external _destroyAggregateType
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffa1927b46e (__TEXT,__text) non-external _doPrecisionWarningsForLowpInt
00007ffa43843678 (__DATA,__data) non-external _eof_inputsrc
00007ffa1927f740 (__TEXT,__text) non-external _eof_scan
00007ffa19281396 (__TEXT,__text) non-external _eof_scan
00007ffa1927f437 (__TEXT,__text) non-external _eval
00007ffa19226ef4 (__TEXT,__text) non-external _evalOffsetExtraOfOffset
                 (undefined) external _exp2f (from libSystem)
                 (undefined) external _expf (from libSystem)
                 (undefined) external _fabs (from libSystem)
                 (undefined) external _fclose (from libSystem)
00007ffa1926f763 (__TEXT,__text) non-external _flattenCommaTreeInto
                 (undefined) external _floor (from libSystem)
                 (undefined) external _floorf (from libSystem)
00007ffa192a28d0 (__TEXT,__text) non-external _foldDerefNode
00007ffa19227187 (__TEXT,__text) non-external _foldDstSwizzleMaskForComp
00007ffa192a0ddc (__TEXT,__text) non-external _foldPPStreamOp
00007ffa192a13ad (__TEXT,__text) non-external _foldUnaryOperator
00007ffa41724770 (__DATA_CONST,__const) non-external (was a private external) _fpDclList
                 (undefined) external _fprintf_l (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _frexp (from libSystem)
                 (undefined) external _frexpf (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffa43847d00 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffa19259cad (__TEXT,__text) non-external _generateSlotVars
00007ffa192a0080 (__TEXT,__text) non-external _genericCheckKidsBarrier
00007ffa1927a138 (__TEXT,__text) non-external _getAccessorReplaceCallback
00007ffa19263c60 (__TEXT,__text) non-external _getAndRemapBuiltinFromScope
00007ffa192739bc (__TEXT,__text) non-external _getBindableUniformLocationInfo
00007ffa192736c8 (__TEXT,__text) non-external _getBindingInfo
00007ffa19275fc4 (__TEXT,__text) non-external _getBindingInfoForType
00007ffa19261e30 (__TEXT,__text) non-external _getInputOutputBitsType
00007ffa19270c7f (__TEXT,__text) non-external _getPrecisionFlagsFromArgs
00007ffa19273d77 (__TEXT,__text) non-external _getString
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
00007ffa1919c518 (__TEXT,__text) non-external _gl_atomic_add
00007ffa192e34dc (__TEXT,__text) non-external (was a private external) _gleAttribBindingSize
00007ffa192e3556 (__TEXT,__text) non-external (was a private external) _gleCopyAttribBindings
00007ffa192e34e9 (__TEXT,__text) non-external (was a private external) _gleCopyParamBindings
00007ffa193007c0 (__TEXT,__text) non-external _gleFStateProgram_AddAttribs
00007ffa192fbb48 (__TEXT,__text) non-external _gleFStateProgram_AddPPStreamOperation
00007ffa19300ac8 (__TEXT,__text) non-external _gleFStateProgram_AddParams
00007ffa19300c8e (__TEXT,__text) non-external _gleFStateProgram_AllocateAttribs
00007ffa192fbb57 (__TEXT,__text) non-external _gleFStateProgram_Core
00007ffa1930067c (__TEXT,__text) non-external _gleFStateProgram_End
00007ffa19300c88 (__TEXT,__text) non-external _gleFStateProgram_LLVMAddOperation
00007ffa19301399 (__TEXT,__text) non-external _gleStateProgram_ASSERT
00007ffa19301210 (__TEXT,__text) non-external _gleStateProgram_A_MODULATE
00007ffa1930139f (__TEXT,__text) non-external _gleStateProgram_A_REPLACE
00007ffa41729230 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsA
00007ffa417292c0 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsI
00007ffa41729260 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsL
00007ffa41729290 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsLA
00007ffa417292f0 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsRGB
00007ffa41729320 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsRGBA
00007ffa193014b8 (__TEXT,__text) non-external _gleStateProgram_CheckDestInit
00007ffa193025a6 (__TEXT,__text) non-external _gleStateProgram_I_ADD
00007ffa193023f6 (__TEXT,__text) non-external _gleStateProgram_I_BLEND
00007ffa193020d4 (__TEXT,__text) non-external _gleStateProgram_RGBA_ADD
00007ffa19301d8b (__TEXT,__text) non-external _gleStateProgram_RGBA_BLEND
00007ffa19302737 (__TEXT,__text) non-external _gleStateProgram_RGBA_DECAL
00007ffa19301c16 (__TEXT,__text) non-external _gleStateProgram_RGBA_MODULATE
00007ffa19301a6d (__TEXT,__text) non-external _gleStateProgram_RGB_ADD
00007ffa19301789 (__TEXT,__text) non-external _gleStateProgram_RGB_BLEND
00007ffa19301600 (__TEXT,__text) non-external _gleStateProgram_RGB_MODULATE
00007ffa19301954 (__TEXT,__text) non-external _gleStateProgram_RGB_REPLACE
00007ffa19300f69 (__TEXT,__text) non-external _gleStateProgram_TextureSampleOp
00007ffa192e8550 (__TEXT,__text) non-external _gleVStateProgram_AddAttribs
00007ffa192e3cc0 (__TEXT,__text) non-external _gleVStateProgram_AddPPStreamOperation
00007ffa192e88a4 (__TEXT,__text) non-external _gleVStateProgram_AddParams
00007ffa192e927e (__TEXT,__text) non-external _gleVStateProgram_AllocateOutputs
00007ffa192e3ccf (__TEXT,__text) non-external _gleVStateProgram_Core
00007ffa192e94f0 (__TEXT,__text) non-external _gleVStateProgram_GetAttrib
00007ffa192e9278 (__TEXT,__text) non-external _gleVStateProgram_IgnoreOption
00007ffa192e94ea (__TEXT,__text) non-external _gleVStateProgram_LLVMAddOperation
00007ffa192e958f (__TEXT,__text) non-external _gleVStateProgram_LightingStage
00007ffa192fac8a (__TEXT,__text) non-external _gleVStateProgram_MultMatrix3x3
00007ffa192fa10c (__TEXT,__text) non-external _gleVStateProgram_MultMatrix4x4
00007ffa192fb2af (__TEXT,__text) non-external _gleVStateProgram_NormalizeVector
                 (undefined) external _glgConvertPixelWidthToBlocks (from libGLImage)
                 (undefined) external _glgConvertType (from libGLImage)
                 (undefined) external _glgGetCompressedBlockBytes (from libGLImage)
                 (undefined) external _glgGetCompressedBlockHeight (from libGLImage)
                 (undefined) external _glgGetCompressedImageBytes (from libGLImage)
                 (undefined) external _glgGetPixelSize (from libGLImage)
                 (undefined) external _glgProcessPixelsWithProcessor (from libGLImage)
00007ffa192218e4 (__TEXT,__text) non-external (was a private external) _glpABIGetArrayStrideForElementType
00007ffa192218c5 (__TEXT,__text) non-external (was a private external) _glpABIGetMatrixStride
00007ffa1922192a (__TEXT,__text) non-external (was a private external) _glpABIGetMinimumBufferBytesForType
00007ffa19221910 (__TEXT,__text) non-external (was a private external) _glpABIGetMinimumStructAlignment
00007ffa1922195e (__TEXT,__text) non-external (was a private external) _glpABIGetStructTypeRangeOfField
00007ffa192218a5 (__TEXT,__text) non-external (was a private external) _glpABIGetTypeAlign
00007ffa19221886 (__TEXT,__text) non-external (was a private external) _glpABIGetTypeSize
00007ffa192228bc (__TEXT,__text) non-external (was a private external) _glpASTMergeInitContext
00007ffa19222b26 (__TEXT,__text) non-external (was a private external) _glpASTMergePhase1AddTopLevelNode
00007ffa19223338 (__TEXT,__text) non-external (was a private external) _glpASTMergePhase2
00007ffa19282449 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetChild
00007ffa19282430 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetChildCount
00007ffa192824d3 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetKind
00007ffa192824f0 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetLocation
00007ffa192824c9 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetSaFlags
00007ffa192824bf (__TEXT,__text) non-external (was a private external) _glpASTNodeGetSaType
00007ffa19282439 (__TEXT,__text) non-external (was a private external) _glpASTNodeSetChild
00007ffa19282508 (__TEXT,__text) non-external (was a private external) _glpASTNodeSetLocation
00007ffa192824dc (__TEXT,__text) non-external (was a private external) _glpASTNodeSetSaFlags
00007ffa192824e6 (__TEXT,__text) non-external (was a private external) _glpASTNodeSetSaType
00007ffa19251b3c (__TEXT,__text) non-external (was a private external) _glpAddExtensionDefines
00007ffa417251f0 (__DATA_CONST,__const) non-external _glpAddExtensionDefines.builtinDefines
00007ffa19246f9b (__TEXT,__text) non-external _glpAddGep
00007ffa1926afc4 (__TEXT,__text) non-external (was a private external) _glpAddOffsetIfNeeded
00007ffa192773b8 (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementCount
00007ffa192773ea (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementFlags
00007ffa192773fa (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementLayout
00007ffa192773da (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementType
00007ffa19277ef7 (__TEXT,__text) non-external (was a private external) _glpAggregateTypeMangleName
00007ffa19221865 (__TEXT,__text) non-external (was a private external) _glpAlignTypeSize
00007ffa19278c6f (__TEXT,__text) non-external (was a private external) _glpAnalyzeBinaryMathOp
00007ffa1926d96d (__TEXT,__text) non-external (was a private external) _glpAnalyzeCallToFunction
00007ffa1926cc90 (__TEXT,__text) non-external (was a private external) _glpAnalyzeCallToOverload
00007ffa1926da47 (__TEXT,__text) non-external (was a private external) _glpAnalyzeCallToSubroutineArray
00007ffa19278903 (__TEXT,__text) non-external (was a private external) _glpAnalyzeUnaryMathOp
00007ffa1924f970 (__TEXT,__text) non-external (was a private external) _glpAppendFlagDescription
00007ffa1927c5b5 (__TEXT,__text) non-external (was a private external) _glpAppendValueDescriptionToStringBuffer
00007ffa19250318 (__TEXT,__text) non-external (was a private external) _glpAppendVariableObjectDescription
00007ffa1927009c (__TEXT,__text) non-external (was a private external) _glpApplySizeToBanks
00007ffa192228a4 (__TEXT,__text) non-external (was a private external) _glpArchiveFileFinishEntryNamed
00007ffa1922282b (__TEXT,__text) non-external (was a private external) _glpArchiveFileGetEntryNamed
00007ffa19282a3d (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeGetArray
00007ffa19282a57 (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeGetElement
00007ffa19282a4a (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeSetArray
00007ffa19282a65 (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeSetElement
00007ffa19277a22 (__TEXT,__text) non-external (was a private external) _glpArrayTypeGetElementCount
00007ffa19277542 (__TEXT,__text) non-external (was a private external) _glpArrayTypeGetElementType
00007ffa1927754c (__TEXT,__text) non-external (was a private external) _glpArrayTypeGetMaxElementCount
00007ffa192845f1 (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeGetDimension
00007ffa192845d7 (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeGetElementType
00007ffa192845ff (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeSetDimension
00007ffa192845e4 (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeSetElementType
00007ffa192838d4 (__TEXT,__text) non-external (was a private external) _glpAssignNodeGetIsFromSource
00007ffa19285830 (__TEXT,__text) non-external (was a private external) _glpAvailabilityDeclarationNodeSetExpr
00007ffa19250df9 (__TEXT,__text) non-external (was a private external) _glpBankForInputsInLanguage
00007ffa19250e16 (__TEXT,__text) non-external (was a private external) _glpBankForOutputsInLanguage
00007ffa1927759e (__TEXT,__text) non-external (was a private external) _glpBankTypeGetBank
00007ffa192775b1 (__TEXT,__text) non-external (was a private external) _glpBankTypeGetElementCount
00007ffa192775a7 (__TEXT,__text) non-external (was a private external) _glpBankTypeGetElementType
00007ffa19282328 (__TEXT,__text) non-external (was a private external) _glpBaseSizeOfNodeKind
00007ffa19282558 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeGetLhs
00007ffa19282572 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeGetRhs
00007ffa19282565 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeSetLhs
00007ffa19282580 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeSetRhs
00007ffa192789f0 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorStringToSymbol
00007ffa192850cc (__TEXT,__text) non-external (was a private external) _glpBlockNodeAddStatement
00007ffa1928508f (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetNeedsNewScope
00007ffa192850ac (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetStatement
00007ffa192850a3 (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetStatementCount
00007ffa192850d9 (__TEXT,__text) non-external (was a private external) _glpBlockNodeInsertStatement
00007ffa19285099 (__TEXT,__text) non-external (was a private external) _glpBlockNodeSetNeedsNewScope
00007ffa192850bc (__TEXT,__text) non-external (was a private external) _glpBlockNodeSetStatement
00007ffa19250bbc (__TEXT,__text) non-external (was a private external) _glpBufferObjectGetMinimumBufferSize
00007ffa19241140 (__TEXT,__text) non-external _glpBuildAlloca
00007ffa19249cc8 (__TEXT,__text) non-external _glpBuildArrayElementPtr
00007ffa1924a25f (__TEXT,__text) non-external _glpBuildArrayElementPtrCst
00007ffa192421ab (__TEXT,__text) non-external _glpBuildConstantIntVector
00007ffa1924568d (__TEXT,__text) non-external _glpBuildGetLODOperation
00007ffa19245a19 (__TEXT,__text) non-external _glpBuildInterpolateAt
00007ffa192430e8 (__TEXT,__text) non-external _glpBuildTextureOperation
00007ffa19244e00 (__TEXT,__text) non-external _glpBuildTextureSizeOperation
00007ffa192468c8 (__TEXT,__text) non-external _glpBuildUniformElementPtr
00007ffa43848270 (__DATA,__common) non-external (was a private external) _glpBuiltInConstantValues
00007ffa43848260 (__DATA,__common) non-external (was a private external) _glpBuiltInConstantsInitialized
00007ffa19224178 (__TEXT,__text) non-external _glpCGNode
00007ffa19225fd7 (__TEXT,__text) non-external _glpCGPPStreamOpNode
00007ffa19245c57 (__TEXT,__text) non-external _glpCGSwizzle
00007ffa19223e20 (__TEXT,__text) non-external (was a private external) _glpCGTopLevel
00007ffa192b3804 (__TEXT,__text) non-external (was a private external) _glpCPPErrorToInfoLog
00007ffa192b3735 (__TEXT,__text) non-external (was a private external) _glpCPPShInfoLogMsg
00007ffa192b366b (__TEXT,__text) non-external (was a private external) _glpCPPWarningToInfoLog
00007ffa19267356 (__TEXT,__text) non-external (was a private external) _glpCalculateCallPrecision
00007ffa192fb5a0 (__TEXT,__text) external _glpCallFragmentStateToLLVMIR
00007ffa192825b7 (__TEXT,__text) non-external (was a private external) _glpCallNodeAddArg
00007ffa19282597 (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArg
00007ffa1928258e (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArgCount
00007ffa192825c4 (__TEXT,__text) non-external (was a private external) _glpCallNodeInsertArg
00007ffa192825a7 (__TEXT,__text) non-external (was a private external) _glpCallNodeSetArg
00007ffa192e35a0 (__TEXT,__text) external _glpCallVertexStateToLLVMIR
00007ffa1926db16 (__TEXT,__text) non-external (was a private external) _glpCanConvert
00007ffa19285452 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetConstValue
00007ffa1928543e (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetIsStray
00007ffa1928545f (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetConstValue
00007ffa19285448 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetIsStray
00007ffa19278ee8 (__TEXT,__text) non-external (was a private external) _glpCheckAndSanitizeConstructorCall
00007ffa1926c242 (__TEXT,__text) non-external (was a private external) _glpCheckArrayIndex
00007ffa1929fe80 (__TEXT,__text) non-external (was a private external) _glpCheckBarrier
00007ffa1926b0da (__TEXT,__text) non-external (was a private external) _glpCheckIBDeref
00007ffa1926ed57 (__TEXT,__text) non-external (was a private external) _glpCheckName
00007ffa192583d9 (__TEXT,__text) non-external (was a private external) _glpCleanUpLinkedProgram
00007ffa19283a93 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeAddExpr
00007ffa19283a35 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeClearExprs
00007ffa19283a73 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExpr
00007ffa19283a6a (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExprCount
00007ffa19283a2b (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetIsFromSource
00007ffa19283aa0 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeInsertExpr
00007ffa19283a83 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeSetExpr
00007ffa1926f7df (__TEXT,__text) non-external (was a private external) _glpCommaResult
00007ffa1927c450 (__TEXT,__text) non-external (was a private external) _glpCompareValues
00007ffa19253d20 (__TEXT,__text) non-external (was a private external) _glpCompileShader
00007ffa1924ea5a (__TEXT,__text) non-external (was a private external) _glpCompilerAllOutputsAreInvariant
00007ffa1924ebe6 (__TEXT,__text) non-external (was a private external) _glpCompilerApplyImplictRulesForGlobalTypeQualifier
00007ffa1924f084 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTrackPrecision
00007ffa1924f0a3 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTypeRequirePrecision
00007ffa1924eeba (__TEXT,__text) non-external (was a private external) _glpCompilerForceAllOutputsToBeInvariant
00007ffa1924e7f1 (__TEXT,__text) non-external (was a private external) _glpCompilerGetAllocator
00007ffa1924dd5d (__TEXT,__text) non-external (was a private external) _glpCompilerGetGLProfile
00007ffa1924f20b (__TEXT,__text) non-external (was a private external) _glpCompilerGetImmediateSAContext
00007ffa1924f011 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImplicitConversionPolicy
00007ffa1924eda1 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImpliedBankSize
00007ffa1924dd6f (__TEXT,__text) non-external (was a private external) _glpCompilerGetInfoLog
00007ffa1924ee6e (__TEXT,__text) non-external (was a private external) _glpCompilerGetIntConstant
00007ffa1924ebce (__TEXT,__text) non-external (was a private external) _glpCompilerGetLanguage
00007ffa1924ebc4 (__TEXT,__text) non-external (was a private external) _glpCompilerGetNameTable
00007ffa1924dd66 (__TEXT,__text) non-external (was a private external) _glpCompilerGetOSXVersion
00007ffa1924dd54 (__TEXT,__text) non-external (was a private external) _glpCompilerGetOptions
00007ffa1924eece (__TEXT,__text) non-external (was a private external) _glpCompilerGetSubroutineType
00007ffa1924ebdc (__TEXT,__text) non-external (was a private external) _glpCompilerGetTopLevelNode
00007ffa1924ee64 (__TEXT,__text) non-external (was a private external) _glpCompilerGetValueHash
00007ffa1924ea40 (__TEXT,__text) non-external (was a private external) _glpCompilerInsertDef
00007ffa1924eb0a (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00007ffa1924e7e0 (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00007ffa1924f202 (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00007ffa1924f13b (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00007ffa1924dd7c (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00007ffa1924eafc (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00007ffa1924f131 (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00007ffa1924f127 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00007ffa1924eec4 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00007ffa192a03fb (__TEXT,__text) non-external (was a private external) _glpConstantFold
00007ffa1928299c (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00007ffa192829a6 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00007ffa192829b0 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00007ffa192a00f0 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00007ffa19282e14 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00007ffa19282e25 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007ffa1926c590 (__TEXT,__text) non-external (was a private external) _glpConvert
00007ffa19251e17 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffa19276aa0 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffa1927c3e5 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffa1927c41d (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffa192a2bba (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffa192203c6 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffa43847d40 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffa192204f1 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffa43847d60 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffa192204bc (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffa43847d58 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffa19220452 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffa43847d48 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffa19220487 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffa43847d50 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffa19258409 (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffa192203fb (__TEXT,__text) non-external _glpCreateTelemetry
00007ffa19221790 (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffa192215e3 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffa19277000 (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffa192af573 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffa19282346 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffa19277064 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffa192854cf (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffa192854d9 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffa19285aaf (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
