000000018244b868 (__DATA,__data) external _NDR_record
0000000180427238 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000180427328 (__DATA_CONST,__const) non-external _err_codes_xkernel
0000000180426990 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000180426a08 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
0000000180426670 (__DATA_CONST,__const) non-external _err_os_sub
0000000180426710 (__DATA_CONST,__const) non-external _err_server_sub
0000000180385a20 (__TEXT,__const) non-external _err_us_sub
000000018244b8f0 (__DATA,__common) external _errno
00000001803811f8 (__TEXT,__text) external _etap_trace_thread
000000018036d038 (__TEXT,__text) external _exc_server
000000018036d008 (__TEXT,__text) external _exc_server_routine
000000018036c494 (__TEXT,__text) external _exception_raise
000000018036c604 (__TEXT,__text) external _exception_raise_state
000000018036c834 (__TEXT,__text) external _exception_raise_state_identity
0000000180358a74 (__TEXT,__text) external _exchangedata
000000018036305c (__TEXT,__text) external _execve
0000000180358aa0 (__TEXT,__text) external _faccessat
0000000180358acc (__TEXT,__text) external _fchdir
0000000180358af8 (__TEXT,__text) external _fchflags
0000000180360e74 (__TEXT,__text) external _fchmod
0000000180358b24 (__TEXT,__text) external _fchmodat
0000000180358b50 (__TEXT,__text) external _fchown
0000000180358b7c (__TEXT,__text) external _fchownat
0000000180358ba8 (__TEXT,__text) external _fclonefileat
0000000180363718 (__TEXT,__text) external _fcntl
00000001803633b4 (__TEXT,__text) external _fcntl$NOCANCEL
0000000180358bd4 (__TEXT,__text) external _fdatasync
0000000180358c00 (__TEXT,__text) external _ffsctl
0000000180358c2c (__TEXT,__text) external _fgetattrlist
0000000180358c58 (__TEXT,__text) external _fgetxattr
0000000180358c84 (__TEXT,__text) external _fhopen
0000000180358cb0 (__TEXT,__text) external _fileport_makefd
0000000180358cdc (__TEXT,__text) external _fileport_makeport
0000000180358d08 (__TEXT,__text) external _flistxattr
0000000180358d34 (__TEXT,__text) external _flock
0000000180358d60 (__TEXT,__text) external _fmount
0000000180358d8c (__TEXT,__text) external _fpathconf
000000018035ca14 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
0000000180358db8 (__TEXT,__text) external _freadlink
0000000180358de4 (__TEXT,__text) external _fremovexattr
0000000180367394 (__TEXT,__text) external _fs_snapshot_create
00000001803673e4 (__TEXT,__text) external _fs_snapshot_delete
00000001803673b0 (__TEXT,__text) external _fs_snapshot_list
0000000180367454 (__TEXT,__text) external _fs_snapshot_mount
0000000180367400 (__TEXT,__text) external _fs_snapshot_rename
000000018036741c (__TEXT,__text) external _fs_snapshot_revert
0000000180367438 (__TEXT,__text) external _fs_snapshot_root
0000000180358e10 (__TEXT,__text) external _fsctl
0000000180358e3c (__TEXT,__text) external _fsetattrlist
0000000180358e68 (__TEXT,__text) external _fsetxattr
0000000180358e94 (__TEXT,__text) external _fsgetpath
0000000180358ec0 (__TEXT,__text) external _fsgetpath_ext
0000000180358eec (__TEXT,__text) external _fstat
0000000180358eec (__TEXT,__text) external _fstat64
0000000180358f18 (__TEXT,__text) external _fstatat
0000000180358f18 (__TEXT,__text) external _fstatat64
0000000180358f44 (__TEXT,__text) external _fstatfs
0000000180358f44 (__TEXT,__text) external _fstatfs64
0000000180358f70 (__TEXT,__text) external _fsync
00000001803564ec (__TEXT,__text) external _fsync$NOCANCEL
0000000180358f9c (__TEXT,__text) external _ftruncate
000000018036069c (__TEXT,__text) external _futimens
0000000180358fc8 (__TEXT,__text) external _futimes
000000018244b870 (__DATA,__crash_info) non-external _gCRAnnotations
0000000180356518 (__TEXT,__text) external _getattrlist
0000000180358ff4 (__TEXT,__text) external _getattrlistat
0000000180359020 (__TEXT,__text) external _getattrlistbulk
000000018036b928 (__TEXT,__text) external _getaudit
000000018035904c (__TEXT,__text) external _getaudit_addr
0000000180359078 (__TEXT,__text) external _getauid
00000001803590a4 (__TEXT,__text) external _getdirentries
00000001803590d0 (__TEXT,__text) external _getdirentriesattr
00000001803590fc (__TEXT,__text) external _getdtablesize
0000000180359128 (__TEXT,__text) external _getegid
0000000180359154 (__TEXT,__text) external _getentropy
0000000180359180 (__TEXT,__text) external _geteuid
00000001803591ac (__TEXT,__text) external _getfh
00000001803591d8 (__TEXT,__text) external _getfsstat
00000001803591d8 (__TEXT,__text) external _getfsstat64
0000000180359204 (__TEXT,__text) external _getgid
0000000180359230 (__TEXT,__text) external _getgroups
00000001803603cc (__TEXT,__text) external _gethostuuid
000000018035e474 (__TEXT,__text) external _getiopolicy_np
000000018035925c (__TEXT,__text) external _getitimer
00000001803565c8 (__TEXT,__text) external _getpeername
0000000180359288 (__TEXT,__text) external _getpgid
00000001803592b4 (__TEXT,__text) external _getpgrp
00000001803565f4 (__TEXT,__text) external _getpid
00000001803592e0 (__TEXT,__text) external _getppid
000000018035930c (__TEXT,__text) external _getpriority
00000001803638a8 (__TEXT,__text) external _getrlimit
0000000180359338 (__TEXT,__text) external _getrusage
0000000180356670 (__TEXT,__text) external _getsgroups_np
0000000180359364 (__TEXT,__text) external _getsid
000000018035669c (__TEXT,__text) external _getsockname
0000000180359390 (__TEXT,__text) external _getsockopt
00000001803593bc (__TEXT,__text) external _getuid
0000000180356750 (__TEXT,__text) external _getwgroups_np
00000001803593e8 (__TEXT,__text) external _getxattr
0000000180359414 (__TEXT,__text) external _grab_pgo_data
0000000180359440 (__TEXT,__text) external _graftdmg
000000018035946c (__TEXT,__text) external _guarded_close_np
0000000180359498 (__TEXT,__text) external _guarded_kqueue_np
000000018035ca90 (__TEXT,__text) external _guarded_open_dprotected_np
000000018036bcc4 (__TEXT,__text) external _guarded_open_np
00000001803594c4 (__TEXT,__text) external _guarded_pwrite_np
00000001803594f0 (__TEXT,__text) external _guarded_write_np
000000018035951c (__TEXT,__text) external _guarded_writev_np
0000000180389158 (__TEXT,__cstring) non-external _hex
000000018035cae0 (__TEXT,__text) external _host_check_multiuser_mode
000000018035cae8 (__TEXT,__text) external _host_create_mach_voucher
0000000180355a24 (__TEXT,__text) external _host_create_mach_voucher_trap
000000018036d55c (__TEXT,__text) external _host_default_memory_manager
000000018036ef94 (__TEXT,__text) external _host_get_UNDServer
000000018035cac0 (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000018036d0c0 (__TEXT,__text) external _host_get_boot_info
000000018036dc30 (__TEXT,__text) external _host_get_clock_control
000000018036fee0 (__TEXT,__text) external _host_get_clock_service
000000018036e574 (__TEXT,__text) external _host_get_exception_ports
000000018036fd88 (__TEXT,__text) external _host_get_io_main
000000018035cb60 (__TEXT,__text) external _host_get_io_master
000000018035cad8 (__TEXT,__text) external _host_get_multiuser_config_flags
000000018036e1a8 (__TEXT,__text) external _host_get_special_port
000000018036f5b0 (__TEXT,__text) external _host_info
000000018036f788 (__TEXT,__text) external _host_kernel_version
0000000180370a9c (__TEXT,__text) external _host_lockgroup_info
000000018035cf34 (__TEXT,__text) external _host_page_size
000000018036d384 (__TEXT,__text) external _host_priv_statistics
000000018036fbf4 (__TEXT,__text) external _host_processor_info
000000018036ed00 (__TEXT,__text) external _host_processor_set_priv
000000018036eb8c (__TEXT,__text) external _host_processor_sets
000000018036dabc (__TEXT,__text) external _host_processors
000000018036d268 (__TEXT,__text) external _host_reboot
0000000180371268 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00000001803713f4 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
000000018037096c (__TEXT,__text) external _host_request_notification
000000018036f2cc (__TEXT,__text) external _host_security_create_task_token
000000018036f46c (__TEXT,__text) external _host_security_set_task_token
000000018035e2b8 (__TEXT,__text) external _host_self
00000001803558d4 (__TEXT,__text) external _host_self_trap
000000018036ee74 (__TEXT,__text) external _host_set_UNDServer
0000000180371578 (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000018036e440 (__TEXT,__text) external _host_set_exception_ports
000000018037189c (__TEXT,__text) external _host_set_multiuser_config_flags
000000018036e310 (__TEXT,__text) external _host_set_special_port
0000000180370794 (__TEXT,__text) external _host_statistics
0000000180370c20 (__TEXT,__text) external _host_statistics64
000000018036e7dc (__TEXT,__text) external _host_swap_exception_ports
00000001803701bc (__TEXT,__text) external _host_virtual_physical_table_info
000000018244b848 (__DATA,__data) external _important_boost_assertion_token
0000000182489ba8 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
000000018244b838 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
000000018244b830 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
000000018244b828 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000180363928 (__TEXT,__text) external _ioctl
0000000180359548 (__TEXT,__text) external _issetugid
000000018244bf78 (__DATA,__bss) non-external _kAccountingThreshold
0000000180359574 (__TEXT,__text) external _kas_info
0000000180367660 (__TEXT,__text) external _kdebug_is_enabled
000000018036784c (__TEXT,__text) external _kdebug_signpost
0000000180367918 (__TEXT,__text) external _kdebug_signpost_end
0000000180367854 (__TEXT,__text) non-external _kdebug_signpost_internal
0000000180367908 (__TEXT,__text) external _kdebug_signpost_start
00000001803676d4 (__TEXT,__text) external _kdebug_timestamp
00000001803676ec (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000180367708 (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000180367724 (__TEXT,__text) external _kdebug_trace
00000001803677a4 (__TEXT,__text) external _kdebug_trace_string
00000001803675dc (__TEXT,__text) external _kdebug_typefilter
000000018244bfa0 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00000001803676c0 (__TEXT,__text) external _kdebug_using_continuous_time
00000001803595a0 (__TEXT,__text) external _kevent
00000001803595cc (__TEXT,__text) external _kevent64
00000001803595f8 (__TEXT,__text) external _kevent_id
0000000180359624 (__TEXT,__text) external _kevent_qos
000000018036f0ec (__TEXT,__text) external _kext_request
000000018036714c (__TEXT,__text) external _kill
000000018036e000 (__TEXT,__text) external _kmod_control
000000018036dd98 (__TEXT,__text) external _kmod_create
000000018036dee4 (__TEXT,__text) external _kmod_destroy
0000000180370048 (__TEXT,__text) external _kmod_get_info
000000018036b9fc (__TEXT,__text) external _kpersona_alloc
000000018036ba7c (__TEXT,__text) external _kpersona_dealloc
000000018036bbcc (__TEXT,__text) external _kpersona_find
000000018036bc60 (__TEXT,__text) external _kpersona_find_by_type
000000018036bac0 (__TEXT,__text) external _kpersona_get
000000018036bb00 (__TEXT,__text) external _kpersona_getpath
000000018036bb44 (__TEXT,__text) external _kpersona_info
000000018036ba3c (__TEXT,__text) external _kpersona_palloc
000000018036bb88 (__TEXT,__text) external _kpersona_pidinfo
0000000180359650 (__TEXT,__text) external _kqueue
000000018035698c (__TEXT,__text) external _lchown
000000018035967c (__TEXT,__text) external _ledger
00000001803596a8 (__TEXT,__text) external _link
00000001803596d4 (__TEXT,__text) external _linkat
0000000180359700 (__TEXT,__text) external _lio_listio
00000001803569b8 (__TEXT,__text) external _listen
000000018035972c (__TEXT,__text) external _listxattr
000000018037b420 (__TEXT,__text) external _lock_set_create
000000018037b588 (__TEXT,__text) external _lock_set_destroy
0000000180360e70 (__TEXT,__text) external _log_data_as_kernel
0000000180356a10 (__TEXT,__text) external _lseek
0000000180359758 (__TEXT,__text) external _lstat
0000000180359758 (__TEXT,__text) external _lstat64
0000000180355760 (__TEXT,__text) external _mach_absolute_time
00000001803557e4 (__TEXT,__text) external _mach_absolute_time_kernel
00000001803603b0 (__TEXT,__text) external _mach_approximate_time
00000001803604a8 (__TEXT,__text) external _mach_boottime_usec
000000018035c960 (__TEXT,__text) external _mach_continuous_approximate_time
000000018035c8ec (__TEXT,__text) external _mach_continuous_time
00000001803557f0 (__TEXT,__text) external _mach_continuous_time_kernel
000000018035ceb0 (__TEXT,__text) external _mach_error
000000018244b8b8 (__DATA,__common) external _mach_error_full_diag
000000018035ce8c (__TEXT,__text) external _mach_error_string
000000018035ccec (__TEXT,__text) non-external _mach_error_string_int
000000018035cb64 (__TEXT,__text) external _mach_error_type
00000001803842a4 (__TEXT,__text) external _mach_eventlink_associate
0000000180383ff8 (__TEXT,__text) external _mach_eventlink_create
000000018038418c (__TEXT,__text) external _mach_eventlink_destroy
00000001803843e8 (__TEXT,__text) external _mach_eventlink_disassociate
0000000180360600 (__TEXT,__text) external _mach_eventlink_signal
000000018036065c (__TEXT,__text) external _mach_eventlink_signal_wait_until
000000018036061c (__TEXT,__text) external _mach_eventlink_wait_until
0000000180355970 (__TEXT,__text) external _mach_generate_activity_id
0000000180363544 (__TEXT,__text) external _mach_get_times
000000018035e6bc (__TEXT,__text) external _mach_host_self
000000018035b148 (__TEXT,__text) external _mach_host_special_port_description
00000001804264e0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
000000018035b1a8 (__TEXT,__text) external _mach_host_special_port_for_id
000000018244b6b0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
000000018035cf48 (__TEXT,__text) external _mach_init
000000018244bf68 (__DATA,__bss) non-external _mach_init.mach_init_inited
000000018035cf80 (__TEXT,__text) non-external _mach_init_doit
0000000180377104 (__TEXT,__text) external _mach_make_memory_entry
0000000180383500 (__TEXT,__text) external _mach_make_memory_entry_64
0000000180383d50 (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000180383ec4 (__TEXT,__text) external _mach_memory_entry_ownership
0000000180383bf8 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000180371694 (__TEXT,__text) external _mach_memory_info
000000018036fa68 (__TEXT,__text) external _mach_memory_object_memory_entry
0000000180370608 (__TEXT,__text) external _mach_memory_object_memory_entry_64
000000018035d14c (__TEXT,__text) external _mach_msg
000000018035d040 (__TEXT,__text) external _mach_msg2_internal
00000001803559a0 (__TEXT,__text) external _mach_msg2_trap
000000018035d430 (__TEXT,__text) external _mach_msg_destroy
000000018035d58c (__TEXT,__text) non-external _mach_msg_destroy_port
000000018035d170 (__TEXT,__text) external _mach_msg_overwrite
00000001803558ec (__TEXT,__text) external _mach_msg_overwrite_trap
000000018035dda4 (__TEXT,__text) external _mach_msg_priority_encode
000000018035dd94 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
000000018035ddd8 (__TEXT,__text) external _mach_msg_priority_overide_qos
000000018035dde8 (__TEXT,__text) external _mach_msg_priority_qos
000000018035ddf8 (__TEXT,__text) external _mach_msg_priority_relpri
000000018035d3f4 (__TEXT,__text) external _mach_msg_receive
000000018035d3b8 (__TEXT,__text) external _mach_msg_send
000000018035d9ec (__TEXT,__text) external _mach_msg_server
000000018035d984 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
000000018035dd80 (__TEXT,__text) external _mach_msg_server_importance
000000018035d6b0 (__TEXT,__text) external _mach_msg_server_once
00000001803558e0 (__TEXT,__text) external _mach_msg_trap
0000000180377db4 (__TEXT,__text) external _mach_notify_dead_name
0000000180377cfc (__TEXT,__text) external _mach_notify_no_senders
0000000180377c30 (__TEXT,__text) external _mach_notify_port_deleted
0000000180377c94 (__TEXT,__text) external _mach_notify_port_destroyed
0000000180377d60 (__TEXT,__text) external _mach_notify_send_once
000000018036a7e0 (__TEXT,__text) external _mach_port_allocate
000000018036ab64 (__TEXT,__text) external _mach_port_allocate_full
000000018036a7dc (__TEXT,__text) external _mach_port_allocate_name
000000018036ab60 (__TEXT,__text) external _mach_port_allocate_qos
000000018036b168 (__TEXT,__text) external _mach_port_assert_attributes
000000018036af80 (__TEXT,__text) external _mach_port_construct
000000018036a854 (__TEXT,__text) external _mach_port_deallocate
000000018036a850 (__TEXT,__text) external _mach_port_destroy
000000018036ac20 (__TEXT,__text) external _mach_port_destruct
000000018036ae14 (__TEXT,__text) external _mach_port_dnrequest_info
000000018036aec8 (__TEXT,__text) external _mach_port_extract_member
000000018036aac8 (__TEXT,__text) external _mach_port_extract_right
000000018036aad0 (__TEXT,__text) external _mach_port_get_attributes
000000018036af38 (__TEXT,__text) external _mach_port_get_context
000000018036a8b0 (__TEXT,__text) external _mach_port_get_refs
000000018036b164 (__TEXT,__text) external _mach_port_get_service_port_info
000000018036a934 (__TEXT,__text) external _mach_port_get_set_status
000000018036ab6c (__TEXT,__text) external _mach_port_get_srights
000000018036aff8 (__TEXT,__text) external _mach_port_guard
000000018036b158 (__TEXT,__text) external _mach_port_guard_with_flags
000000018036ae58 (__TEXT,__text) external _mach_port_insert_member
000000018036aa50 (__TEXT,__text) external _mach_port_insert_right
000000018036b160 (__TEXT,__text) external _mach_port_is_connection_for_service
000000018036ae18 (__TEXT,__text) external _mach_port_kernel_object
000000018036af78 (__TEXT,__text) external _mach_port_kobject
000000018036af7c (__TEXT,__text) external _mach_port_kobject_description
000000018036a8b4 (__TEXT,__text) external _mach_port_mod_refs
000000018036a938 (__TEXT,__text) external _mach_port_move_member
000000018036a764 (__TEXT,__text) external _mach_port_names
000000018036a92c (__TEXT,__text) external _mach_port_peek
000000018036a7d8 (__TEXT,__text) external _mach_port_rename
000000018036a9a8 (__TEXT,__text) external _mach_port_request_notification
000000018036ab5c (__TEXT,__text) external _mach_port_set_attributes
000000018036af74 (__TEXT,__text) external _mach_port_set_context
000000018036a930 (__TEXT,__text) external _mach_port_set_mscount
000000018036aacc (__TEXT,__text) external _mach_port_set_seqno
000000018036ab74 (__TEXT,__text) external _mach_port_space_basic_info
000000018036ab70 (__TEXT,__text) external _mach_port_space_info
000000018036b15c (__TEXT,__text) external _mach_port_swap_guard
000000018036a768 (__TEXT,__text) external _mach_port_type
000000018036b070 (__TEXT,__text) external _mach_port_unguard
000000018037a1b0 (__TEXT,__text) external _mach_ports_lookup
000000018037a07c (__TEXT,__text) external _mach_ports_register
00000001803558b0 (__TEXT,__text) external _mach_reply_port
000000018035e750 (__TEXT,__text) external _mach_right_recv_construct
000000018035e818 (__TEXT,__text) external _mach_right_recv_destruct
000000018035e8b0 (__TEXT,__text) external _mach_right_send_create
000000018035eaa8 (__TEXT,__text) external _mach_right_send_once_consume
000000018035ea38 (__TEXT,__text) external _mach_right_send_once_create
000000018035e98c (__TEXT,__text) external _mach_right_send_release
000000018035e918 (__TEXT,__text) external _mach_right_send_retain
000000018036acf4 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000018036ada0 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00000001803604b8 (__TEXT,__text) external _mach_task_is_self
000000018035e6c0 (__TEXT,__text) external _mach_task_self
000000018244bf50 (__DATA,__common) external _mach_task_self_
000000018035b168 (__TEXT,__text) external _mach_task_special_port_description
00000001804265f0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
000000018035b270 (__TEXT,__text) external _mach_task_special_port_for_id
000000018244b7a8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
000000018035e6c4 (__TEXT,__text) external _mach_thread_self
000000018035b188 (__TEXT,__text) external _mach_thread_special_port_description
0000000180426650 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
000000018035b280 (__TEXT,__text) external _mach_thread_special_port_for_id
000000018244b808 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000180367584 (__TEXT,__text) external _mach_timebase_info
000000018244bf94 (__DATA,__bss) non-external _mach_timebase_info.cached_info
0000000180355a54 (__TEXT,__text) external _mach_timebase_info_trap
000000018036b16c (__TEXT,__text) external _mach_vm_allocate
00000001803765d8 (__TEXT,__text) external _mach_vm_behavior_set
0000000180376240 (__TEXT,__text) external _mach_vm_copy
000000018036b21c (__TEXT,__text) external _mach_vm_deallocate
00000001803778d8 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00000001803779f8 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000180377b14 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000180375cd0 (__TEXT,__text) external _mach_vm_inherit
000000018037688c (__TEXT,__text) external _mach_vm_machine_attribute
000000018036b398 (__TEXT,__text) external _mach_vm_map
00000001803764b4 (__TEXT,__text) external _mach_vm_msync
00000001803773f8 (__TEXT,__text) external _mach_vm_page_info
0000000180376b7c (__TEXT,__text) external _mach_vm_page_query
00000001803775d4 (__TEXT,__text) external _mach_vm_page_range_query
000000018036b2c4 (__TEXT,__text) external _mach_vm_protect
000000018036b8ac (__TEXT,__text) external _mach_vm_purgable_control
000000018036b608 (__TEXT,__text) external _mach_vm_read
0000000180375f7c (__TEXT,__text) external _mach_vm_read_list
0000000180376360 (__TEXT,__text) external _mach_vm_read_overwrite
000000018035ee8c (__TEXT,__text) external _mach_vm_reclaim_is_available
000000018035ec24 (__TEXT,__text) external _mach_vm_reclaim_mark_free
000000018035ed68 (__TEXT,__text) external _mach_vm_reclaim_mark_used
000000018035eb58 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
000000018035eeac (__TEXT,__text) external _mach_vm_reclaim_synchronize
000000018035ee78 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000180376eec (__TEXT,__text) external _mach_vm_region
0000000180376cdc (__TEXT,__text) external _mach_vm_region_recurse
000000018036b4d0 (__TEXT,__text) external _mach_vm_remap
000000018036b56c (__TEXT,__text) external _mach_vm_remap_new
000000018036ea58 (__TEXT,__text) external _mach_vm_wire
0000000180376104 (__TEXT,__text) external _mach_vm_write
0000000180384ab0 (__TEXT,__text) external _mach_voucher_attr_command
000000018035dd84 (__TEXT,__text) external _mach_voucher_deallocate
0000000180384cc0 (__TEXT,__text) external _mach_voucher_debug_info
00000001803848c8 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
0000000180384510 (__TEXT,__text) external _mach_voucher_extract_attr_content
000000018036b0e0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000180355a30 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000180355a60 (__TEXT,__text) external _mach_wait_until
0000000180370fb8 (__TEXT,__text) external _mach_zone_force_gc
0000000180371e30 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000180371cac (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000180370df8 (__TEXT,__text) external _mach_zone_info
0000000180371b2c (__TEXT,__text) external _mach_zone_info_for_largest_zone
00000001803719b8 (__TEXT,__text) external _mach_zone_info_for_zone
00000001803559e8 (__TEXT,__text) external _macx_backing_store_recovery
00000001803559dc (__TEXT,__text) external _macx_backing_store_suspend
00000001803559b8 (__TEXT,__text) external _macx_swapoff
00000001803559ac (__TEXT,__text) external _macx_swapon
00000001803559d0 (__TEXT,__text) external _macx_triggers
0000000180359784 (__TEXT,__text) external _madvise
000000018035ab00 (__TEXT,__text) non-external (was a private external) _malloc
000000018244bf70 (__DATA,__bss) non-external _master_host_port
000000018035ac44 (__TEXT,__text) non-external _memcpy
00000001803597b0 (__TEXT,__text) external _memorystatus_control
00000001803597dc (__TEXT,__text) external _memorystatus_get_level
000000018035de10 (__TEXT,__text) external _mig_allocate
000000018035e06c (__TEXT,__text) external _mig_dealloc_reply_port
000000018036abb4 (__TEXT,__text) external _mig_dealloc_special_reply_port
000000018035de6c (__TEXT,__text) external _mig_deallocate
000000018035dfd4 (__TEXT,__text) external _mig_get_reply_port
000000018036ab78 (__TEXT,__text) external _mig_get_special_reply_port
000000018035e0e4 (__TEXT,__text) external _mig_put_reply_port
000000018035dfa0 (__TEXT,__text) external _mig_reply_setup
000000018035e0e8 (__TEXT,__text) external _mig_strncpy
000000018035e130 (__TEXT,__text) external _mig_strncpy_zerofill
0000000180359808 (__TEXT,__text) external _mincore
0000000180359834 (__TEXT,__text) external _minherit
0000000180355a84 (__TEXT,__text) external _mk_timer_arm
0000000180355a9c (__TEXT,__text) external _mk_timer_arm_leeway
0000000180355a90 (__TEXT,__text) external _mk_timer_cancel
0000000180355a6c (__TEXT,__text) external _mk_timer_create
0000000180355a78 (__TEXT,__text) external _mk_timer_destroy
0000000180359860 (__TEXT,__text) external _mkdir
000000018035988c (__TEXT,__text) external _mkdirat
00000001803598b8 (__TEXT,__text) external _mkfifo
00000001803598e4 (__TEXT,__text) external _mkfifoat
0000000180359910 (__TEXT,__text) external _mknod
000000018035993c (__TEXT,__text) external _mknodat
0000000180359968 (__TEXT,__text) external _mlock
0000000180359994 (__TEXT,__text) external _mlockall
00000001803672b0 (__TEXT,__text) external _mmap
00000001803599c0 (__TEXT,__text) external _mount
0000000180356eb4 (__TEXT,__text) external _mprotect
00000001803599ec (__TEXT,__text) external _mremap_encrypted
000000018035e2a4 (__TEXT,__text) external _msg_receive
000000018035e294 (__TEXT,__text) external _msg_rpc
000000018035e29c (__TEXT,__text) external _msg_send
0000000180356ee0 (__TEXT,__text) external _msgctl
0000000180359a18 (__TEXT,__text) external _msgget
0000000180359a44 (__TEXT,__text) external _msgrcv
0000000180356f0c (__TEXT,__text) external _msgrcv$NOCANCEL
0000000180359a70 (__TEXT,__text) external _msgsnd
0000000180356f38 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180355d64 (__TEXT,__text) external _msgsys
0000000180356f90 (__TEXT,__text) external _msync
0000000180356fbc (__TEXT,__text) external _msync$NOCANCEL
0000000180359a9c (__TEXT,__text) external _munlock
0000000180359ac8 (__TEXT,__text) external _munlockall
000000018036bd20 (__TEXT,__text) external _munmap
0000000180359af4 (__TEXT,__text) external _necp_client_action
0000000180359b20 (__TEXT,__text) external _necp_match_policy
0000000180359b4c (__TEXT,__text) external _necp_open
0000000180359b78 (__TEXT,__text) external _necp_session_action
0000000180359ba4 (__TEXT,__text) external _necp_session_open
0000000180359bd0 (__TEXT,__text) external _net_qos_guideline
0000000180359bfc (__TEXT,__text) external _netagent_trigger
0000000180379594 (__TEXT,__text) external _netname_check_in
0000000180379960 (__TEXT,__text) external _netname_check_out
0000000180379724 (__TEXT,__text) external _netname_look_up
0000000180379aec (__TEXT,__text) external _netname_version
000000018036050c (__TEXT,__text) external _nfsclnt
0000000180359c28 (__TEXT,__text) external _nfssvc
000000018244b858 (__DATA,__data) external _non_boost_assertion_token
000000018244b850 (__DATA,__data) external _normal_boost_assertion_token
0000000180359c54 (__TEXT,__text) external _ntp_adjtime
0000000180359c80 (__TEXT,__text) external _ntp_gettime
0000000180359cac (__TEXT,__text) external _objc_bp_assist_cfg_np
0000000180368fcc (__TEXT,__text) external _open
0000000180360598 (__TEXT,__text) external _open$NOCANCEL
0000000180369ab8 (__TEXT,__text) external _open_dprotected_np
0000000180369000 (__TEXT,__text) external _openat
00000001803605cc (__TEXT,__text) external _openat$NOCANCEL
0000000180369b74 (__TEXT,__text) external _openat_authenticated_np
0000000180369b14 (__TEXT,__text) external _openat_dprotected_np
0000000180359cd8 (__TEXT,__text) external _openbyid_np
000000018035c62c (__TEXT,__text) external _os_buflet_get_data_address
000000018035c5fc (__TEXT,__text) external _os_buflet_get_data_length
000000018035c634 (__TEXT,__text) external _os_buflet_get_data_limit
000000018035c5f4 (__TEXT,__text) external _os_buflet_get_data_offset
000000018035c644 (__TEXT,__text) external _os_buflet_get_gro_len
000000018035c64c (__TEXT,__text) external _os_buflet_get_next_buf
000000018035c61c (__TEXT,__text) external _os_buflet_get_object_address
000000018035c624 (__TEXT,__text) external _os_buflet_get_object_limit
000000018035c63c (__TEXT,__text) external _os_buflet_get_object_offset
000000018035c610 (__TEXT,__text) external _os_buflet_set_data_length
000000018035c604 (__TEXT,__text) external _os_buflet_set_data_offset
0000000180364744 (__TEXT,__text) external _os_channel_advance_slot
0000000180365208 (__TEXT,__text) external _os_channel_attr_clone
000000018036516c (__TEXT,__text) external _os_channel_attr_create
0000000180365440 (__TEXT,__text) external _os_channel_attr_destroy
00000001803656ac (__TEXT,__text) external _os_channel_attr_get
0000000180365860 (__TEXT,__text) external _os_channel_attr_get_key
000000018036551c (__TEXT,__text) external _os_channel_attr_set
000000018036529c (__TEXT,__text) external _os_channel_attr_set_key
