                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018050516c (__TEXT,__text) non-external _LI_get_thread_info
00000001e9c5c788 (__DATA,__bss) non-external _cache
0000000180511f18 (__TEXT,__text) non-external _cache_alias_all
0000000180511f04 (__TEXT,__text) non-external _cache_alias_byname
0000000180511e34 (__TEXT,__text) non-external _cache_close
0000000180503954 (__TEXT,__text) non-external _cache_fetch_item
000000018050f73c (__TEXT,__text) non-external _cache_fetch_list
000000018050f734 (__TEXT,__text) non-external _cache_fs_all
0000000180511fd4 (__TEXT,__text) non-external _cache_fs_byfile
0000000180511fc0 (__TEXT,__text) non-external _cache_fs_byspec
0000000180511ee8 (__TEXT,__text) non-external _cache_group_all
00000001805057ec (__TEXT,__text) non-external _cache_group_bygid
0000000180509d60 (__TEXT,__text) non-external _cache_group_byname
0000000180511ef0 (__TEXT,__text) non-external _cache_grouplist
0000000180511f20 (__TEXT,__text) non-external _cache_host_all
000000018050e7a0 (__TEXT,__text) non-external _cache_host_byaddr
000000018050d1c0 (__TEXT,__text) non-external _cache_host_byname
00000001e9c5c740 (__DATA,__bss) non-external _cache_lock
0000000180512010 (__TEXT,__text) non-external _cache_mac_all
0000000180511ffc (__TEXT,__text) non-external _cache_mac_bymac
0000000180511fe8 (__TEXT,__text) non-external _cache_mac_byname
0000000180512018 (__TEXT,__text) non-external _cache_nameinfo
0000000180511f50 (__TEXT,__text) non-external _cache_network_all
0000000180511f3c (__TEXT,__text) non-external _cache_network_byaddr
0000000180511f28 (__TEXT,__text) non-external _cache_network_byname
0000000180511f88 (__TEXT,__text) non-external _cache_protocol_all
0000000180511f60 (__TEXT,__text) non-external _cache_protocol_byname
0000000180511f74 (__TEXT,__text) non-external _cache_protocol_bynumber
0000000180511fb8 (__TEXT,__text) non-external _cache_rpc_all
0000000180511f90 (__TEXT,__text) non-external _cache_rpc_byname
0000000180511fa4 (__TEXT,__text) non-external _cache_rpc_bynumber
0000000180511f58 (__TEXT,__text) non-external _cache_service_all
0000000180508594 (__TEXT,__text) non-external _cache_service_byname
000000018050f250 (__TEXT,__text) non-external _cache_service_byport
00000001e9c5c780 (__DATA,__bss) non-external _cache_timeout
0000000180511ee0 (__TEXT,__text) non-external _cache_user_all
0000000180508438 (__TEXT,__text) non-external _cache_user_byname
0000000180503940 (__TEXT,__text) non-external _cache_user_byuid
00000001ed3c01d0 (__AUTH,__data) non-external _client_ops
0000000180524150 (__TEXT,__text) external _clnt_broadcast
000000018051ee40 (__TEXT,__text) external _clnt_create
000000018051f568 (__TEXT,__text) external _clnt_pcreateerror
000000018051f2e8 (__TEXT,__text) external _clnt_perrno
000000018051f2a8 (__TEXT,__text) external _clnt_perror
000000018051f330 (__TEXT,__text) external _clnt_spcreateerror
000000018051f26c (__TEXT,__text) external _clnt_sperrno
000000018051efa0 (__TEXT,__text) external _clnt_sperror
000000018051f8e8 (__TEXT,__text) non-external _clntraw_abort
000000018051f6bc (__TEXT,__text) non-external _clntraw_call
000000018051f8f4 (__TEXT,__text) non-external _clntraw_control
000000018051f5a8 (__TEXT,__text) external _clntraw_create
000000018051f8f0 (__TEXT,__text) non-external _clntraw_destroy
000000018051f8bc (__TEXT,__text) non-external _clntraw_freeres
000000018051f8ec (__TEXT,__text) non-external _clntraw_geterr
00000001e9c5c868 (__DATA,__bss) non-external _clntraw_private
000000018051ffa8 (__TEXT,__text) non-external _clnttcp_abort
000000018051fc10 (__TEXT,__text) non-external _clnttcp_call
000000018051ff58 (__TEXT,__text) non-external _clnttcp_control
000000018051fc04 (__TEXT,__text) external _clnttcp_create
000000018051f8fc (__TEXT,__text) non-external (was a private external) _clnttcp_create_timeout
000000018051fef4 (__TEXT,__text) non-external _clnttcp_destroy
000000018051fed8 (__TEXT,__text) non-external _clnttcp_freeres
000000018051fec0 (__TEXT,__text) non-external _clnttcp_geterr
0000000180520b04 (__TEXT,__text) non-external _clntudp_abort
00000001805204ec (__TEXT,__text) external _clntudp_bufcreate
0000000180520184 (__TEXT,__text) non-external (was a private external) _clntudp_bufcreate_timeout
0000000180520560 (__TEXT,__text) non-external _clntudp_call
0000000180520a90 (__TEXT,__text) non-external _clntudp_control
0000000180520528 (__TEXT,__text) external _clntudp_create
0000000180520a2c (__TEXT,__text) non-external _clntudp_destroy
0000000180520a10 (__TEXT,__text) non-external _clntudp_freeres
00000001805209f8 (__TEXT,__text) non-external _clntudp_geterr
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00000001805224b8 (__TEXT,__text) non-external _common_prefix_length
000000018052a080 (__TEXT,__text) external _configuration_profile_copy_property_list
000000018052a028 (__TEXT,__text) external _configuration_profile_create_notification_key
                 (undefined) external _connect$NOCANCEL (from libsystem_kernel)
0000000180518ed0 (__TEXT,__text) non-external _copy_group_r
0000000180505f84 (__TEXT,__text) non-external _copy_user_r
00000001805229f4 (__TEXT,__text) non-external _darwin_directory_cached_item_is_valid
00000001805232a4 (__TEXT,__text) non-external _darwin_directory_group_all
0000000180523024 (__TEXT,__text) non-external _darwin_directory_group_bygid
0000000180522edc (__TEXT,__text) non-external _darwin_directory_group_byname
0000000180523168 (__TEXT,__text) non-external _darwin_directory_group_byuuid
000000018052334c (__TEXT,__text) non-external _darwin_directory_grouplist
000000018052b394 (__TEXT,__text) non-external _darwin_directory_grouplist.cold.1
0000000180522e34 (__TEXT,__text) non-external _darwin_directory_user_all
0000000180522a6c (__TEXT,__text) non-external _darwin_directory_user_byname
0000000180522bb4 (__TEXT,__text) non-external _darwin_directory_user_byuid
0000000180522cf8 (__TEXT,__text) non-external _darwin_directory_user_byuuid
                 (undefined) external _devname_r (from libsystem_c)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_attr_make_with_qos_class (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dlclose (from libdyld)
                 (undefined) external _dlerror (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
0000000180510c60 (__TEXT,__text) external _dn_expand
0000000180512808 (__TEXT,__text) non-external _ds_alias_all
0000000180512718 (__TEXT,__text) non-external _ds_alias_byname
000000018050f87c (__TEXT,__text) non-external _ds_fs_all
0000000180513294 (__TEXT,__text) non-external _ds_fs_byfile
00000001805131a4 (__TEXT,__text) non-external _ds_fs_byspec
00000001805123c4 (__TEXT,__text) non-external _ds_group_all
0000000180505800 (__TEXT,__text) non-external _ds_group_bygid
0000000180509d74 (__TEXT,__text) non-external _ds_group_byname
00000001805122dc (__TEXT,__text) non-external _ds_group_byuuid
000000018050e1c4 (__TEXT,__text) non-external _ds_grouplist
0000000180512594 (__TEXT,__text) non-external _ds_in_netgroup
0000000180513498 (__TEXT,__text) non-external _ds_mac_bymac
00000001805133a8 (__TEXT,__text) non-external _ds_mac_byname
0000000180512480 (__TEXT,__text) non-external _ds_netgroup_byname
0000000180512b24 (__TEXT,__text) non-external _ds_network_all
00000001805129b4 (__TEXT,__text) non-external _ds_network_byaddr
00000001805128c4 (__TEXT,__text) non-external _ds_network_byname
0000000180512e74 (__TEXT,__text) non-external _ds_protocol_all
0000000180512c9c (__TEXT,__text) non-external _ds_protocol_byname
0000000180512d8c (__TEXT,__text) non-external _ds_protocol_bynumber
00000001805130f8 (__TEXT,__text) non-external _ds_rpc_all
0000000180512f20 (__TEXT,__text) non-external _ds_rpc_byname
0000000180513010 (__TEXT,__text) non-external _ds_rpc_bynumber
0000000180512be0 (__TEXT,__text) non-external _ds_service_all
000000018050860c (__TEXT,__text) non-external _ds_service_byname
000000018050f260 (__TEXT,__text) non-external _ds_service_byport
0000000180512230 (__TEXT,__text) non-external _ds_user_all
0000000180509990 (__TEXT,__text) non-external _ds_user_byname
0000000180503a8c (__TEXT,__text) non-external _ds_user_byuid
000000018050a2b4 (__TEXT,__text) non-external _ds_user_byuuid
                 (undefined) external _dyld_process_is_restricted (from libdyld)
00000001805106fc (__TEXT,__text) external _endfsent
0000000180509e64 (__TEXT,__text) external _endgrent
000000018051833c (__TEXT,__text) external _endhostent
00000001805186ac (__TEXT,__text) external _endnetent
00000001805179cc (__TEXT,__text) external _endnetgrent
00000001805188ec (__TEXT,__text) external _endprotoent
0000000180509c74 (__TEXT,__text) external _endpwent
0000000180518a34 (__TEXT,__text) external _endrpcent
00000001805187a4 (__TEXT,__text) external _endservent
0000000180529ad8 (__TEXT,__text) external _ether_aton
00000001e9c5c750 (__DATA,__bss) non-external _ether_aton.ep
0000000180518348 (__TEXT,__text) external _ether_hostton
0000000180529990 (__TEXT,__text) external _ether_line
0000000180529a48 (__TEXT,__text) external _ether_ntoa
00000001e9c5c738 (__DATA,__bss) non-external _ether_ntoa.s
000000018051844c (__TEXT,__text) external _ether_ntohost
                 (undefined) external _fclose (from libsystem_c)
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
                 (undefined) external _fflush (from libsystem_c)
                 (undefined) external _fgets (from libsystem_c)
0000000180510708 (__TEXT,__text) non-external _file_addrinfo
00000001805153e8 (__TEXT,__text) non-external _file_alias_all
00000001805153e0 (__TEXT,__text) non-external _file_alias_byname
000000018050ff20 (__TEXT,__text) non-external _file_fs_all
00000001805154f4 (__TEXT,__text) non-external _file_fs_byfile
00000001805154ec (__TEXT,__text) non-external _file_fs_byspec
00000001805151dc (__TEXT,__text) non-external _file_group_all
00000001805151cc (__TEXT,__text) non-external _file_group_bygid
000000018051094c (__TEXT,__text) non-external _file_group_byname
000000018050e418 (__TEXT,__text) non-external _file_grouplist
00000001805153f4 (__TEXT,__text) non-external _file_host_all
000000018050ec90 (__TEXT,__text) non-external _file_host_byaddr
00000001805108d4 (__TEXT,__text) non-external _file_host_byname
00000001805152e4 (__TEXT,__text) non-external _file_in_netgroup
0000000180508ec0 (__TEXT,__text) non-external _file_is_valid
000000018051550c (__TEXT,__text) non-external _file_mac_all
0000000180515504 (__TEXT,__text) non-external _file_mac_bymac
00000001805154fc (__TEXT,__text) non-external _file_mac_byname
00000001e9c5c230 (__DATA,__data) non-external _file_mutex
00000001805151ec (__TEXT,__text) non-external _file_netgroup_byname
000000018051543c (__TEXT,__text) non-external _file_network_all
0000000180515428 (__TEXT,__text) non-external _file_network_byaddr
000000018051540c (__TEXT,__text) non-external _file_network_byname
0000000180515494 (__TEXT,__text) non-external _file_protocol_all
0000000180515464 (__TEXT,__text) non-external _file_protocol_byname
0000000180515480 (__TEXT,__text) non-external _file_protocol_bynumber
00000001805154d8 (__TEXT,__text) non-external _file_rpc_all
00000001805154a8 (__TEXT,__text) non-external _file_rpc_byname
00000001805154c4 (__TEXT,__text) non-external _file_rpc_bynumber
0000000180515450 (__TEXT,__text) non-external _file_service_all
0000000180508778 (__TEXT,__text) non-external _file_service_byname
000000018050f390 (__TEXT,__text) non-external _file_service_byport
00000001805151bc (__TEXT,__text) non-external _file_user_all
000000018050a13c (__TEXT,__text) non-external _file_user_byname
00000001805096b8 (__TEXT,__text) non-external _file_user_byuid
                 (undefined) external _fileno (from libsystem_c)
00000001805283bc (__TEXT,__text) non-external _fill_input_buf
                 (undefined) external _flock (from libsystem_kernel)
0000000180527df4 (__TEXT,__text) non-external _flush_out
                 (undefined) external _fopen (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _fputs (from libsystem_c)
                 (undefined) external _fread (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
000000018051a5d8 (__TEXT,__text) non-external _free_build_hostent
0000000180507970 (__TEXT,__text) external _freeaddrinfo
000000018050d754 (__TEXT,__text) external _freehostent
000000018050806c (__TEXT,__text) external _freeifaddrs
0000000180529ef4 (__TEXT,__text) external _freeifmaddrs
                 (undefined) external _fseek (from libsystem_c)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _ftell (from libsystem_c)
                 (undefined) external _fwrite (from libsystem_c)
00000001e9c5c228 (__DATA,__data) external _gL1CacheEnabled
000000018051a6d4 (__TEXT,__text) non-external _gai_child_has_forked
00000001e9c5c148 (__DATA,__data) non-external _gai_log.once
000000018051a67c (__TEXT,__text) non-external _gai_log_init
0000000180519f7c (__TEXT,__text) external _gai_strerror
00000001805282f8 (__TEXT,__text) non-external _get_input_bytes
00000001805061a8 (__TEXT,__text) external _getaddrinfo
0000000180518d94 (__TEXT,__text) external _getaddrinfo_async_cancel
000000018050c908 (__TEXT,__text) external _getaddrinfo_async_handle_reply
0000000180518d8c (__TEXT,__text) external _getaddrinfo_async_receive
0000000180518d38 (__TEXT,__text) external _getaddrinfo_async_send
0000000180518cec (__TEXT,__text) external _getaddrinfo_async_start
                 (undefined) external _getc (from libsystem_c)
000000018051c84c (__TEXT,__text) external _getdomainname
                 (undefined) external _getegid (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _geteuid (from libsystem_kernel)
000000018050f4a8 (__TEXT,__text) external _getfsent
0000000180518aa0 (__TEXT,__text) external _getfsfile
0000000180518a40 (__TEXT,__text) external _getfsspec
00000001805177f8 (__TEXT,__text) external _getgrent
0000000180505758 (__TEXT,__text) external _getgrgid
0000000180519078 (__TEXT,__text) external _getgrgid_r
0000000180509ccc (__TEXT,__text) external _getgrnam
0000000180518e0c (__TEXT,__text) external _getgrnam_r
0000000180517c58 (__TEXT,__text) external _getgroupcount
00000001805179d8 (__TEXT,__text) external _getgrouplist
0000000180517ad8 (__TEXT,__text) external _getgrouplist_2
000000018050e004 (__TEXT,__text) non-external _getgrouplist_internal
                 (undefined) external _getgroups (from libsystem_kernel)
000000018051778c (__TEXT,__text) external _getgruuid
000000018051913c (__TEXT,__text) external _getgruuid_r
0000000180518050 (__TEXT,__text) external _gethostbyaddr
00000001805180f4 (__TEXT,__text) non-external (was a private external) _gethostbyaddr_async_call
00000001805181c4 (__TEXT,__text) external _gethostbyaddr_async_cancel
00000001805181c8 (__TEXT,__text) external _gethostbyaddr_async_handleReply
00000001805181c0 (__TEXT,__text) external _gethostbyaddr_async_start
0000000180517da4 (__TEXT,__text) external _gethostbyname
0000000180517f48 (__TEXT,__text) external _gethostbyname2
0000000180517e80 (__TEXT,__text) non-external (was a private external) _gethostbyname_async_call
0000000180517f40 (__TEXT,__text) external _gethostbyname_async_cancel
0000000180517f44 (__TEXT,__text) external _gethostbyname_async_handleReply
0000000180517f3c (__TEXT,__text) external _gethostbyname_async_start
00000001805182cc (__TEXT,__text) external _gethostent
                 (undefined) external _gethostname (from libsystem_c)
0000000180507a88 (__TEXT,__text) external _getifaddrs
0000000180529bc4 (__TEXT,__text) external _getifmaddrs
00000001805181cc (__TEXT,__text) external _getipnodebyaddr
000000018050cb68 (__TEXT,__text) external _getipnodebyname
00000001805090e8 (__TEXT,__text) external _getnameinfo
0000000180518dec (__TEXT,__text) external _getnameinfo_async_cancel
0000000180518df0 (__TEXT,__text) external _getnameinfo_async_handle_reply
0000000180518d98 (__TEXT,__text) external _getnameinfo_async_send
000000018050f054 (__TEXT,__text) external _getnameinfo_async_start
0000000180529ef8 (__TEXT,__text) non-external (was a private external) _getnameinfo_link
00000001805185bc (__TEXT,__text) external _getnetbyaddr
000000018051855c (__TEXT,__text) external _getnetbyname
000000018051863c (__TEXT,__text) external _getnetent
0000000180517970 (__TEXT,__text) external _getnetgrent
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getprogname (from libsystem_c)
00000001805187b0 (__TEXT,__text) external _getprotobyname
0000000180518810 (__TEXT,__text) external _getprotobynumber
000000018051887c (__TEXT,__text) external _getprotoent
00000001805176e8 (__TEXT,__text) external _getpwent
00000001805083a4 (__TEXT,__text) external _getpwnam
0000000180519200 (__TEXT,__text) external _getpwnam_r
0000000180502e10 (__TEXT,__text) external _getpwuid
0000000180505de0 (__TEXT,__text) external _getpwuid_r
000000018050a1a0 (__TEXT,__text) external _getpwuuid
00000001805192c4 (__TEXT,__text) external _getpwuuid_r
00000001805188f8 (__TEXT,__text) external _getrpcbyname
0000000180518958 (__TEXT,__text) external _getrpcbynumber
00000001805189c4 (__TEXT,__text) external _getrpcent
0000000180522634 (__TEXT,__text) external _getrpcport
000000018050844c (__TEXT,__text) external _getservbyname
00000001805186b8 (__TEXT,__text) external _getservbyport
0000000180518734 (__TEXT,__text) external _getservent
                 (undefined) external _getsockname (from libsystem_kernel)
                 (undefined) external _getsockopt (from libsystem_kernel)
                 (undefined) external _gettimeofday (from libsystem_c)
0000000180519388 (__TEXT,__text) external _group_from_gid
00000001e9c5c7a0 (__DATA,__bss) non-external _group_from_gid.buf
00000001e599d840 (__DATA_CONST,__const) non-external (was a private external) _h_errlist
00000001e9c5c32c (__DATA,__common) external _h_errno
0000000180510b64 (__TEXT,__text) external _herror
000000018052d787 (__TEXT,__cstring) non-external _hexchar
000000018052c410 (__TEXT,__const) non-external _hexval
0000000180509c40 (__TEXT,__text) external _hstrerror
0000000180528750 (__TEXT,__text) external _htonl
0000000180528760 (__TEXT,__text) external _htons
0000000180511124 (__TEXT,__text) external _if_freenameindex
0000000180509ae4 (__TEXT,__text) external _if_indextoname
0000000180510fd4 (__TEXT,__text) external _if_nameindex
0000000180509b90 (__TEXT,__text) external _if_nametoindex
000000018052c2b0 (__TEXT,__const) external _in6addr_any
000000018052c2e0 (__TEXT,__const) external _in6addr_linklocal_allnodes
000000018052c2f0 (__TEXT,__const) external _in6addr_linklocal_allrouters
000000018052c300 (__TEXT,__const) external _in6addr_linklocal_allv2routers
000000018052c2c0 (__TEXT,__const) external _in6addr_loopback
000000018052c2d0 (__TEXT,__const) external _in6addr_nodelocal_allnodes
00000001e9c5c7c0 (__DATA,__bss) non-external _in_flight
00000001805112a8 (__TEXT,__text) non-external _inet6_insert_padopt
00000001805115e4 (__TEXT,__text) external _inet6_opt_append
0000000180511848 (__TEXT,__text) external _inet6_opt_find
00000001805116dc (__TEXT,__text) external _inet6_opt_finish
00000001805118e4 (__TEXT,__text) external _inet6_opt_get_val
00000001805115b8 (__TEXT,__text) external _inet6_opt_init
0000000180511790 (__TEXT,__text) external _inet6_opt_next
0000000180511754 (__TEXT,__text) external _inet6_opt_set_val
00000001805112d8 (__TEXT,__text) external _inet6_option_alloc
000000018051116c (__TEXT,__text) external _inet6_option_append
00000001805114c4 (__TEXT,__text) external _inet6_option_find
0000000180511138 (__TEXT,__text) external _inet6_option_init
00000001805113ec (__TEXT,__text) external _inet6_option_next
0000000180511128 (__TEXT,__text) external _inet6_option_space
0000000180511b2c (__TEXT,__text) external _inet6_rth_add
0000000180511c5c (__TEXT,__text) external _inet6_rth_getaddr
0000000180511abc (__TEXT,__text) external _inet6_rth_init
0000000180511b6c (__TEXT,__text) external _inet6_rth_reverse
0000000180511c30 (__TEXT,__text) external _inet6_rth_segments
0000000180511aa4 (__TEXT,__text) external _inet6_rth_space
0000000180511968 (__TEXT,__text) external _inet6_rthdr_add
0000000180511a20 (__TEXT,__text) external _inet6_rthdr_getaddr
0000000180511a64 (__TEXT,__text) external _inet6_rthdr_getflags
000000018051193c (__TEXT,__text) external _inet6_rthdr_init
00000001805119c8 (__TEXT,__text) external _inet6_rthdr_lasthop
00000001805119f0 (__TEXT,__text) external _inet6_rthdr_segments
0000000180511920 (__TEXT,__text) external _inet6_rthdr_space
                 (undefined) external _inet_aton (from libsystem_c)
                 (undefined) external _inet_makeaddr (from libsystem_c)
                 (undefined) external _inet_netof (from libsystem_c)
                 (undefined) external _inet_ntop (from libsystem_c)
                 (undefined) external _inet_pton (from libsystem_c)
000000018050df3c (__TEXT,__text) external _initgroups
000000018051789c (__TEXT,__text) external _innetgr
                 (undefined) external _ioctl (from libsystem_kernel)
00000001805297ac (__TEXT,__text) external _iruserok
000000018052908c (__TEXT,__text) external _iruserok_sa
                 (undefined) external _issetugid (from libsystem_kernel)
                 (undefined) external _kDNSServiceAttrAllowFailover (from libsystem_dnssd)
00000001e9c5c2c0 (__DATA,__data) non-external _kLoopbackIndex
                 (undefined) external _kevent (from libsystem_kernel)
                 (undefined) external _kqueue (from libsystem_kernel)
00000001805174ac (__TEXT,__text) external _kvarray_free
0000000180516530 (__TEXT,__text) external _kvbuf_add_dict
0000000180516590 (__TEXT,__text) external _kvbuf_add_key
000000018052a1e0 (__TEXT,__text) non-external _kvbuf_add_key.cold.1
00000001805166ac (__TEXT,__text) external _kvbuf_add_val
0000000180516cbc (__TEXT,__text) external _kvbuf_add_val_len
000000018052a22c (__TEXT,__text) non-external _kvbuf_add_val_len.cold.1
0000000180516e40 (__TEXT,__text) external _kvbuf_append_kvbuf
000000018052a278 (__TEXT,__text) non-external _kvbuf_append_kvbuf.cold.1
00000001805171fc (__TEXT,__text) external _kvbuf_decode
0000000180516dec (__TEXT,__text) external _kvbuf_free
0000000180516d9c (__TEXT,__text) external _kvbuf_get_len
0000000180516a84 (__TEXT,__text) non-external _kvbuf_grow
0000000180516a44 (__TEXT,__text) external _kvbuf_init
000000018051699c (__TEXT,__text) external _kvbuf_init_zone
0000000180516dbc (__TEXT,__text) external _kvbuf_make_nonpurgeable
0000000180516da8 (__TEXT,__text) external _kvbuf_make_purgeable
0000000180516508 (__TEXT,__text) external _kvbuf_new
000000018051690c (__TEXT,__text) external _kvbuf_new_zone
0000000180516f50 (__TEXT,__text) external _kvbuf_next_dict
0000000180517030 (__TEXT,__text) external _kvbuf_next_key
0000000180517160 (__TEXT,__text) external _kvbuf_next_val
0000000180517168 (__TEXT,__text) external _kvbuf_next_val_len
0000000180516398 (__TEXT,__text) external _kvbuf_query
000000018051681c (__TEXT,__text) external _kvbuf_query_key_int
0000000180516894 (__TEXT,__text) external _kvbuf_query_key_uint
0000000180516708 (__TEXT,__text) external _kvbuf_query_key_val
0000000180516f1c (__TEXT,__text) external _kvbuf_reset
                 (undefined) external _listen (from libsystem_kernel)
00000001805120d8 (__TEXT,__text) external _lookup_close_connections
000000018050d62c (__TEXT,__text) non-external _lower_case
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_allocate (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_extract_right (from libsystem_kernel)
                 (undefined) external _mach_port_mod_refs (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
000000018051a460 (__TEXT,__text) non-external _make_hostent6
0000000180525f00 (__TEXT,__text) non-external _makefd_xprt
                 (undefined) external _malloc_default_zone (from libsystem_malloc)
                 (undefined) external _malloc_make_nonpurgeable (from libsystem_malloc)
                 (undefined) external _malloc_make_purgeable (from libsystem_malloc)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_realloc (from libsystem_malloc)
                 (undefined) external _malloc_zone_from_ptr (from libsystem_malloc)
000000018051eb00 (__TEXT,__text) non-external _marshal_new_auth
00000001e9c5c2b8 (__DATA,__data) non-external _maxgrplist
0000000180509e84 (__TEXT,__text) external _mbr_check_membership
000000018050a15c (__TEXT,__text) external _mbr_check_membership_by_id
0000000180509ea4 (__TEXT,__text) external _mbr_check_membership_ext
000000018051b290 (__TEXT,__text) external _mbr_check_membership_refresh
000000018051b990 (__TEXT,__text) external _mbr_check_service_membership
000000018051b944 (__TEXT,__text) external _mbr_close_connections
000000018051b0e4 (__TEXT,__text) external _mbr_gid_to_uuid
0000000180509e70 (__TEXT,__text) external _mbr_group_name_to_uuid
0000000180501e14 (__TEXT,__text) external _mbr_identifier_to_uuid
0000000180501ef8 (__TEXT,__text) external _mbr_identifier_translate
000000018052a574 (__TEXT,__text) non-external _mbr_identifier_translate.cold.1
000000018052a58c (__TEXT,__text) non-external _mbr_identifier_translate.cold.2
000000018052a5a4 (__TEXT,__text) non-external _mbr_identifier_translate.cold.3
000000018051b8b4 (__TEXT,__text) external _mbr_reset_cache
000000018051bec4 (__TEXT,__text) external _mbr_set_identifier_ttl
000000018051bb9c (__TEXT,__text) external _mbr_sid_to_string
000000018051b1a4 (__TEXT,__text) external _mbr_sid_to_uuid
000000018051bd7c (__TEXT,__text) external _mbr_string_to_sid
000000018051bec0 (__TEXT,__text) external _mbr_string_to_uuid
0000000180501de0 (__TEXT,__text) external _mbr_uid_to_uuid
000000018050a148 (__TEXT,__text) external _mbr_user_name_to_uuid
000000018051b118 (__TEXT,__text) external _mbr_uuid_to_id
000000018051b26c (__TEXT,__text) external _mbr_uuid_to_sid
000000018051b1b8 (__TEXT,__text) external _mbr_uuid_to_sid_type
000000018051bea4 (__TEXT,__text) external _mbr_uuid_to_string
000000018050d8ec (__TEXT,__text) non-external _mdns_addrinfo
0000000180519634 (__TEXT,__text) non-external _mdns_close
000000018050e804 (__TEXT,__text) non-external _mdns_hostbyaddr
000000018050d224 (__TEXT,__text) non-external _mdns_hostbyname
000000018050f178 (__TEXT,__text) non-external _mdns_is_valid
000000018050aad8 (__TEXT,__text) non-external _mdns_item_call
0000000180519638 (__TEXT,__text) non-external _mdns_srv_byname
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
000000018051a500 (__TEXT,__text) non-external _merge_alias
                 (undefined) external _mmap (from libsystem_kernel)
00000001e9c5c7e0 (__DATA,__bss) non-external _module_count
00000001e9c5c7d8 (__DATA,__bss) non-external _module_list
00000001e9c5c270 (__DATA,__data) non-external _module_mutex
                 (undefined) external _munmap (from libsystem_kernel)
00000001ec7182d0 (__DATA_DIRTY,__data) non-external _mutex
00000001ec718310 (__DATA_DIRTY,__data) non-external _mutex
                 (undefined) external _nanosleep$NOCANCEL (from libsystem_c)
00000001ec718508 (__DATA_DIRTY,__bss) non-external _nat64_v4_requires_synthesis
00000001ec7184f8 (__DATA_DIRTY,__bss) non-external _nat64_v4_synthesize
00000001e9c5c178 (__DATA,__data) non-external _net_config_mutex
00000001e9c5c170 (__DATA,__data) non-external _net_config_token
00000001e9c5c768 (__DATA,__bss) non-external _net_v4_count
00000001e9c5c764 (__DATA,__bss) non-external _net_v6_count
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
                 (undefined) external _notify_get_state (from libsystem_notify)
                 (undefined) external _notify_peek (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
                 (undefined) external _notify_register_plain (from libsystem_notify)
0000000180528748 (__TEXT,__text) external _ntohl
0000000180528758 (__TEXT,__text) external _ntohs
000000018051cda4 (__TEXT,__text) non-external (was a private external) _od_debug_enabled
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
00000001ed3c0180 (__AUTH,__data) non-external _ops
