00000001e53c2ad4 (__TEXT,__text) external _CGLGetCurrentContext
00000001e53beeb4 (__TEXT,__text) external _glGetQueryIndexediv
00000001e53be850 (__TEXT,__text) external _glGetQueryObjecti64v
00000001e53c23a0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00000001e53bc9e8 (__TEXT,__text) external _glGetQueryObjectiv
00000001e53c0be8 (__TEXT,__text) external _glGetQueryObjectivARB
00000001e53be870 (__TEXT,__text) external _glGetQueryObjectui64v
00000001e53c23c0 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001e53bca08 (__TEXT,__text) external _glGetQueryObjectuiv
00000001e53c0c08 (__TEXT,__text) external _glGetQueryObjectuivARB
00000001e53bc9c8 (__TEXT,__text) external _glGetQueryiv
00000001e53c0bc8 (__TEXT,__text) external _glGetQueryivARB
00000001e53bd820 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001e53c19fc (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001e53be7f4 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001e53be814 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001e53be7d4 (__TEXT,__text) external _glGetSamplerParameterfv
00000001e53be7b4 (__TEXT,__text) external _glGetSamplerParameteriv
00000001e53bbcb0 (__TEXT,__text) external _glGetSeparableFilter
00000001e53bd4b4 (__TEXT,__text) external _glGetShaderInfoLog
00000001e53befac (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001e53bd598 (__TEXT,__text) external _glGetShaderSource
00000001e53c11f4 (__TEXT,__text) external _glGetShaderSourceARB
00000001e53bd450 (__TEXT,__text) external _glGetShaderiv
00000001e53ba104 (__TEXT,__text) external _glGetString
00000001e53be1f4 (__TEXT,__text) external _glGetStringi
00000001e53bec6c (__TEXT,__text) external _glGetSubroutineIndex
00000001e53bec4c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001e53be528 (__TEXT,__text) external _glGetSynciv
00000001e53ba11c (__TEXT,__text) external _glGetTexEnvfv
00000001e53ba13c (__TEXT,__text) external _glGetTexEnviv
00000001e53ba15c (__TEXT,__text) external _glGetTexGendv
00000001e53ba17c (__TEXT,__text) external _glGetTexGenfv
00000001e53ba19c (__TEXT,__text) external _glGetTexGeniv
00000001e53ba1bc (__TEXT,__text) external _glGetTexImage
00000001e53ba1e4 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001e53ba208 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001e53be134 (__TEXT,__text) external _glGetTexParameterIiv
00000001e53c22cc (__TEXT,__text) external _glGetTexParameterIivEXT
00000001e53be154 (__TEXT,__text) external _glGetTexParameterIuiv
00000001e53c22ec (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001e53c259c (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001e53ba22c (__TEXT,__text) external _glGetTexParameterfv
00000001e53ba24c (__TEXT,__text) external _glGetTexParameteriv
00000001e53bdc4c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001e53c1d50 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001e53be2ac (__TEXT,__text) external _glGetUniformBlockIndex
00000001e53c1de0 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001e53be238 (__TEXT,__text) external _glGetUniformIndices
00000001e53bd4fc (__TEXT,__text) external _glGetUniformLocation
00000001e53c1168 (__TEXT,__text) external _glGetUniformLocationARB
00000001e53c1dfc (__TEXT,__text) external _glGetUniformOffsetEXT
00000001e53bed2c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001e53bec2c (__TEXT,__text) external _glGetUniformdv
00000001e53bd550 (__TEXT,__text) external _glGetUniformfv
00000001e53c11b4 (__TEXT,__text) external _glGetUniformfvARB
00000001e53bd574 (__TEXT,__text) external _glGetUniformiv
00000001e53c11d4 (__TEXT,__text) external _glGetUniformivARB
00000001e53bdf90 (__TEXT,__text) external _glGetUniformuiv
00000001e53c21e8 (__TEXT,__text) external _glGetUniformuivEXT
00000001e53bdcf0 (__TEXT,__text) external _glGetVertexAttribIiv
00000001e53c20a0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001e53bdd10 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001e53c20c0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001e53bf99c (__TEXT,__text) external _glGetVertexAttribLdv
00000001e53bd040 (__TEXT,__text) external _glGetVertexAttribPointerv
00000001e53c0008 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001e53bcfe0 (__TEXT,__text) external _glGetVertexAttribdv
00000001e53bffa8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001e53bd000 (__TEXT,__text) external _glGetVertexAttribfv
00000001e53bffc8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001e53bd020 (__TEXT,__text) external _glGetVertexAttribiv
00000001e53bffe8 (__TEXT,__text) external _glGetVertexAttribivARB
00000001e53ba26c (__TEXT,__text) external _glHint
00000001e53bbe00 (__TEXT,__text) external _glHistogram
00000001e53ba288 (__TEXT,__text) external _glIndexMask
00000001e53ba2a0 (__TEXT,__text) external _glIndexPointer
00000001e53ba2c0 (__TEXT,__text) external _glIndexd
00000001e53ba2d4 (__TEXT,__text) external _glIndexdv
00000001e53ba2ec (__TEXT,__text) external _glIndexf
00000001e53ba300 (__TEXT,__text) external _glIndexfv
00000001e53ba318 (__TEXT,__text) external _glIndexi
00000001e53ba330 (__TEXT,__text) external _glIndexiv
00000001e53ba348 (__TEXT,__text) external _glIndexs
00000001e53ba360 (__TEXT,__text) external _glIndexsv
00000001e53ba378 (__TEXT,__text) external _glIndexub
00000001e53ba390 (__TEXT,__text) external _glIndexubv
00000001e53ba3a8 (__TEXT,__text) external _glInitNames
00000001e53c242c (__TEXT,__text) external _glInsertEventMarkerEXT
00000001e53ba3bc (__TEXT,__text) external _glInterleavedArrays
00000001e53bca7c (__TEXT,__text) external _glIsBuffer
00000001e53c0c7c (__TEXT,__text) external _glIsBufferARB
00000001e53ba3dc (__TEXT,__text) external _glIsEnabled
00000001e53c236c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001e53bdb98 (__TEXT,__text) external _glIsEnabledi
00000001e53c260c (__TEXT,__text) external _glIsFenceAPPLE
00000001e53bd840 (__TEXT,__text) external _glIsFramebuffer
00000001e53c1a1c (__TEXT,__text) external _glIsFramebufferEXT
00000001e53ba3f4 (__TEXT,__text) external _glIsList
00000001e53c1424 (__TEXT,__text) external _glIsNamedStringARB
00000001e53bd438 (__TEXT,__text) external _glIsProgram
00000001e53bfb40 (__TEXT,__text) external _glIsProgramARB
00000001e53bf110 (__TEXT,__text) external _glIsProgramPipeline
00000001e53bc97c (__TEXT,__text) external _glIsQuery
00000001e53c0b7c (__TEXT,__text) external _glIsQueryARB
00000001e53bd790 (__TEXT,__text) external _glIsRenderbuffer
00000001e53c196c (__TEXT,__text) external _glIsRenderbufferEXT
00000001e53be6c4 (__TEXT,__text) external _glIsSampler
00000001e53bd420 (__TEXT,__text) external _glIsShader
00000001e53be49c (__TEXT,__text) external _glIsSync
00000001e53ba40c (__TEXT,__text) external _glIsTexture
00000001e53bedfc (__TEXT,__text) external _glIsTransformFeedback
00000001e53bdae0 (__TEXT,__text) external _glIsVertexArray
00000001e53c2730 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001e53c24b0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001e53c23e0 (__TEXT,__text) external _glLabelObjectEXT
00000001e53c2910 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001e53ba424 (__TEXT,__text) external _glLightModelf
00000001e53ba43c (__TEXT,__text) external _glLightModelfv
00000001e53ba458 (__TEXT,__text) external _glLightModeli
00000001e53ba474 (__TEXT,__text) external _glLightModeliv
00000001e53ba490 (__TEXT,__text) external _glLightf
00000001e53ba4ac (__TEXT,__text) external _glLightfv
00000001e53ba4cc (__TEXT,__text) external _glLighti
00000001e53ba4ec (__TEXT,__text) external _glLightiv
00000001e53ba50c (__TEXT,__text) external _glLineStipple
00000001e53ba528 (__TEXT,__text) external _glLineWidth
00000001e53bd15c (__TEXT,__text) external _glLinkProgram
00000001e53c0e44 (__TEXT,__text) external _glLinkProgramARB
00000001e53ba53c (__TEXT,__text) external _glListBase
00000001e53ba554 (__TEXT,__text) external _glLoadIdentity
00000001e53ba568 (__TEXT,__text) external _glLoadMatrixd
00000001e53ba580 (__TEXT,__text) external _glLoadMatrixf
00000001e53ba598 (__TEXT,__text) external _glLoadName
00000001e53bc234 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001e53c0720 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001e53bc24c (__TEXT,__text) external _glLoadTransposeMatrixf
00000001e53c0738 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001e53c152c (__TEXT,__text) external _glLockArraysEXT
00000001e53ba5b0 (__TEXT,__text) external _glLogicOp
00000001e53ba5c8 (__TEXT,__text) external _glMap1d
00000001e53ba5ec (__TEXT,__text) external _glMap1f
00000001e53ba610 (__TEXT,__text) external _glMap2d
00000001e53ba63c (__TEXT,__text) external _glMap2f
00000001e53bcb00 (__TEXT,__text) external _glMapBuffer
00000001e53c0d00 (__TEXT,__text) external _glMapBufferARB
00000001e53bda4c (__TEXT,__text) external _glMapBufferRange
00000001e53ba668 (__TEXT,__text) external _glMapGrid1d
00000001e53ba680 (__TEXT,__text) external _glMapGrid1f
00000001e53ba698 (__TEXT,__text) external _glMapGrid2d
00000001e53ba6b4 (__TEXT,__text) external _glMapGrid2f
00000001e53c24cc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001e53c24f4 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001e53c251c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001e53c254c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001e53ba6d0 (__TEXT,__text) external _glMaterialf
00000001e53ba6ec (__TEXT,__text) external _glMaterialfv
00000001e53ba70c (__TEXT,__text) external _glMateriali
00000001e53ba72c (__TEXT,__text) external _glMaterialiv
00000001e53ba74c (__TEXT,__text) external _glMatrixMode
00000001e53beed8 (__TEXT,__text) external _glMinSampleShading
00000001e53c1324 (__TEXT,__text) external _glMinSampleShadingARB
00000001e53bbe24 (__TEXT,__text) external _glMinmax
00000001e53ba764 (__TEXT,__text) external _glMultMatrixd
00000001e53ba77c (__TEXT,__text) external _glMultMatrixf
00000001e53bc264 (__TEXT,__text) external _glMultTransposeMatrixd
00000001e53c0750 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001e53bc27c (__TEXT,__text) external _glMultTransposeMatrixf
00000001e53c0768 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001e53bc770 (__TEXT,__text) external _glMultiDrawArrays
00000001e53c18d8 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001e53c27ac (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001e53bc794 (__TEXT,__text) external _glMultiDrawElements
00000001e53be43c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001e53c18fc (__TEXT,__text) external _glMultiDrawElementsEXT
00000001e53c2930 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001e53c2958 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001e53c27d0 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001e53bbea4 (__TEXT,__text) external _glMultiTexCoord1d
00000001e53c0390 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001e53bbebc (__TEXT,__text) external _glMultiTexCoord1dv
00000001e53c03a8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001e53bbed8 (__TEXT,__text) external _glMultiTexCoord1f
00000001e53c03c4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001e53bbef0 (__TEXT,__text) external _glMultiTexCoord1fv
00000001e53c03dc (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001e53bbf0c (__TEXT,__text) external _glMultiTexCoord1i
00000001e53c03f8 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001e53bbf28 (__TEXT,__text) external _glMultiTexCoord1iv
00000001e53c0414 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001e53bbf44 (__TEXT,__text) external _glMultiTexCoord1s
00000001e53c0430 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001e53bbf60 (__TEXT,__text) external _glMultiTexCoord1sv
00000001e53c044c (__TEXT,__text) external _glMultiTexCoord1svARB
00000001e53bbf7c (__TEXT,__text) external _glMultiTexCoord2d
00000001e53c0468 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001e53bbf94 (__TEXT,__text) external _glMultiTexCoord2dv
00000001e53c0480 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001e53bbfb0 (__TEXT,__text) external _glMultiTexCoord2f
00000001e53c049c (__TEXT,__text) external _glMultiTexCoord2fARB
00000001e53bbfc8 (__TEXT,__text) external _glMultiTexCoord2fv
00000001e53c04b4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001e53bbfe4 (__TEXT,__text) external _glMultiTexCoord2i
00000001e53c04d0 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001e53bc004 (__TEXT,__text) external _glMultiTexCoord2iv
00000001e53c04f0 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001e53bc020 (__TEXT,__text) external _glMultiTexCoord2s
00000001e53c050c (__TEXT,__text) external _glMultiTexCoord2sARB
00000001e53bc040 (__TEXT,__text) external _glMultiTexCoord2sv
00000001e53c052c (__TEXT,__text) external _glMultiTexCoord2svARB
00000001e53bc05c (__TEXT,__text) external _glMultiTexCoord3d
00000001e53c0548 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001e53bc074 (__TEXT,__text) external _glMultiTexCoord3dv
00000001e53c0560 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001e53bc090 (__TEXT,__text) external _glMultiTexCoord3f
00000001e53c057c (__TEXT,__text) external _glMultiTexCoord3fARB
00000001e53bc0a8 (__TEXT,__text) external _glMultiTexCoord3fv
00000001e53c0594 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001e53bc0c4 (__TEXT,__text) external _glMultiTexCoord3i
00000001e53c05b0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001e53bc0e8 (__TEXT,__text) external _glMultiTexCoord3iv
00000001e53c05d4 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001e53bc104 (__TEXT,__text) external _glMultiTexCoord3s
00000001e53c05f0 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001e53bc128 (__TEXT,__text) external _glMultiTexCoord3sv
00000001e53c0614 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001e53bc144 (__TEXT,__text) external _glMultiTexCoord4d
00000001e53c0630 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001e53bc15c (__TEXT,__text) external _glMultiTexCoord4dv
00000001e53c0648 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001e53bc178 (__TEXT,__text) external _glMultiTexCoord4f
00000001e53c0664 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001e53bc190 (__TEXT,__text) external _glMultiTexCoord4fv
00000001e53c067c (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001e53bc1ac (__TEXT,__text) external _glMultiTexCoord4i
00000001e53c0698 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001e53bc1d4 (__TEXT,__text) external _glMultiTexCoord4iv
00000001e53c06c0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001e53bc1f0 (__TEXT,__text) external _glMultiTexCoord4s
00000001e53c06dc (__TEXT,__text) external _glMultiTexCoord4sARB
00000001e53bc218 (__TEXT,__text) external _glMultiTexCoord4sv
00000001e53c0704 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001e53c13bc (__TEXT,__text) external _glNamedStringARB
00000001e53ba794 (__TEXT,__text) external _glNewList
00000001e53ba7b0 (__TEXT,__text) external _glNormal3b
00000001e53ba7d0 (__TEXT,__text) external _glNormal3bv
00000001e53ba7e8 (__TEXT,__text) external _glNormal3d
00000001e53ba7fc (__TEXT,__text) external _glNormal3dv
00000001e53ba814 (__TEXT,__text) external _glNormal3f
00000001e53ba828 (__TEXT,__text) external _glNormal3fv
00000001e53ba840 (__TEXT,__text) external _glNormal3i
00000001e53ba860 (__TEXT,__text) external _glNormal3iv
00000001e53ba878 (__TEXT,__text) external _glNormal3s
00000001e53ba898 (__TEXT,__text) external _glNormal3sv
00000001e53ba8b0 (__TEXT,__text) external _glNormalPointer
00000001e53c2878 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001e53c2898 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001e53ba8d0 (__TEXT,__text) external _glOrtho
00000001e53c29e8 (__TEXT,__text) external _glPNTrianglesfATI
00000001e53c29f0 (__TEXT,__text) external _glPNTrianglesfATIX
00000001e53c29e4 (__TEXT,__text) external _glPNTrianglesiATI
00000001e53c29ec (__TEXT,__text) external _glPNTrianglesiATIX
00000001e53ba8e4 (__TEXT,__text) external _glPassThrough
00000001e53bed8c (__TEXT,__text) external _glPatchParameterfv
00000001e53bed70 (__TEXT,__text) external _glPatchParameteri
00000001e53bee14 (__TEXT,__text) external _glPauseTransformFeedback
00000001e53ba8f8 (__TEXT,__text) external _glPixelMapfv
00000001e53ba918 (__TEXT,__text) external _glPixelMapuiv
00000001e53ba938 (__TEXT,__text) external _glPixelMapusv
00000001e53ba958 (__TEXT,__text) external _glPixelStoref
00000001e53ba970 (__TEXT,__text) external _glPixelStorei
00000001e53ba98c (__TEXT,__text) external _glPixelTransferf
00000001e53ba9a4 (__TEXT,__text) external _glPixelTransferi
00000001e53ba9c0 (__TEXT,__text) external _glPixelZoom
00000001e53bc6e0 (__TEXT,__text) external _glPointParameterf
00000001e53c0988 (__TEXT,__text) external _glPointParameterfARB
00000001e53bc6f8 (__TEXT,__text) external _glPointParameterfv
00000001e53c09a0 (__TEXT,__text) external _glPointParameterfvARB
00000001e53bc714 (__TEXT,__text) external _glPointParameteri
00000001e53c2a24 (__TEXT,__text) external _glPointParameteriNV
00000001e53bc730 (__TEXT,__text) external _glPointParameteriv
00000001e53c2a40 (__TEXT,__text) external _glPointParameterivNV
00000001e53ba9d4 (__TEXT,__text) external _glPointSize
00000001e53c28dc (__TEXT,__text) external _glPointSizePointerAPPLE
00000001e53ba9e8 (__TEXT,__text) external _glPolygonMode
00000001e53baa04 (__TEXT,__text) external _glPolygonOffset
00000001e53baa18 (__TEXT,__text) external _glPolygonStipple
00000001e53baa30 (__TEXT,__text) external _glPopAttrib
00000001e53baa44 (__TEXT,__text) external _glPopClientAttrib
00000001e53c2464 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001e53baa58 (__TEXT,__text) external _glPopMatrix
00000001e53baa6c (__TEXT,__text) external _glPopName
00000001e53be3a0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001e53baa80 (__TEXT,__text) external _glPrioritizeTextures
00000001e53bf020 (__TEXT,__text) external _glProgramBinary
00000001e53c0028 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001e53c0044 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001e53c0064 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001e53c0080 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001e53c0118 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001e53c00a0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001e53c00bc (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001e53c00dc (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001e53c00f8 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001e53c013c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001e53bf044 (__TEXT,__text) external _glProgramParameteri
00000001e53c1c00 (__TEXT,__text) external _glProgramParameteriEXT
00000001e53c01e0 (__TEXT,__text) external _glProgramStringARB
00000001e53bf63c (__TEXT,__text) external _glProgramUniform1d
00000001e53bf6ac (__TEXT,__text) external _glProgramUniform1dv
00000001e53bf21c (__TEXT,__text) external _glProgramUniform1f
00000001e53bf31c (__TEXT,__text) external _glProgramUniform1fv
00000001e53bf184 (__TEXT,__text) external _glProgramUniform1i
00000001e53bf28c (__TEXT,__text) external _glProgramUniform1iv
00000001e53bf424 (__TEXT,__text) external _glProgramUniform1ui
00000001e53bf4bc (__TEXT,__text) external _glProgramUniform1uiv
00000001e53bf658 (__TEXT,__text) external _glProgramUniform2d
00000001e53bf6d0 (__TEXT,__text) external _glProgramUniform2dv
00000001e53bf238 (__TEXT,__text) external _glProgramUniform2f
00000001e53bf340 (__TEXT,__text) external _glProgramUniform2fv
00000001e53bf1a4 (__TEXT,__text) external _glProgramUniform2i
00000001e53bf2b0 (__TEXT,__text) external _glProgramUniform2iv
00000001e53bf444 (__TEXT,__text) external _glProgramUniform2ui
00000001e53bf4e0 (__TEXT,__text) external _glProgramUniform2uiv
00000001e53bf674 (__TEXT,__text) external _glProgramUniform3d
00000001e53bf6f4 (__TEXT,__text) external _glProgramUniform3dv
00000001e53bf254 (__TEXT,__text) external _glProgramUniform3f
00000001e53bf364 (__TEXT,__text) external _glProgramUniform3fv
00000001e53bf1c8 (__TEXT,__text) external _glProgramUniform3i
00000001e53bf2d4 (__TEXT,__text) external _glProgramUniform3iv
00000001e53bf468 (__TEXT,__text) external _glProgramUniform3ui
00000001e53bf504 (__TEXT,__text) external _glProgramUniform3uiv
00000001e53bf690 (__TEXT,__text) external _glProgramUniform4d
00000001e53bf718 (__TEXT,__text) external _glProgramUniform4dv
00000001e53bf270 (__TEXT,__text) external _glProgramUniform4f
00000001e53bf388 (__TEXT,__text) external _glProgramUniform4fv
00000001e53bf1f0 (__TEXT,__text) external _glProgramUniform4i
00000001e53bf2f8 (__TEXT,__text) external _glProgramUniform4iv
00000001e53bf490 (__TEXT,__text) external _glProgramUniform4ui
00000001e53bf528 (__TEXT,__text) external _glProgramUniform4uiv
00000001e53bf73c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001e53bf3ac (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001e53bf7b4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001e53bf54c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001e53bf804 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001e53bf59c (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001e53bf764 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001e53bf3d4 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001e53bf7dc (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001e53bf574 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001e53bf854 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001e53bf5ec (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001e53bf78c (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001e53bf3fc (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001e53bf82c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001e53bf5c4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001e53bf87c (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001e53bf614 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001e53be468 (__TEXT,__text) external _glProvokingVertex
00000001e53c2388 (__TEXT,__text) external _glProvokingVertexEXT
00000001e53baaa0 (__TEXT,__text) external _glPushAttrib
00000001e53baab8 (__TEXT,__text) external _glPushClientAttrib
00000001e53c2448 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001e53baad0 (__TEXT,__text) external _glPushMatrix
00000001e53baae4 (__TEXT,__text) external _glPushName
00000001e53be834 (__TEXT,__text) external _glQueryCounter
00000001e53baafc (__TEXT,__text) external _glRasterPos2d
00000001e53bab10 (__TEXT,__text) external _glRasterPos2dv
00000001e53bab28 (__TEXT,__text) external _glRasterPos2f
00000001e53bab3c (__TEXT,__text) external _glRasterPos2fv
00000001e53bab54 (__TEXT,__text) external _glRasterPos2i
00000001e53bab70 (__TEXT,__text) external _glRasterPos2iv
00000001e53bab88 (__TEXT,__text) external _glRasterPos2s
00000001e53baba4 (__TEXT,__text) external _glRasterPos2sv
00000001e53babbc (__TEXT,__text) external _glRasterPos3d
00000001e53babd0 (__TEXT,__text) external _glRasterPos3dv
00000001e53babe8 (__TEXT,__text) external _glRasterPos3f
00000001e53babfc (__TEXT,__text) external _glRasterPos3fv
00000001e53bac14 (__TEXT,__text) external _glRasterPos3i
00000001e53bac34 (__TEXT,__text) external _glRasterPos3iv
00000001e53bac4c (__TEXT,__text) external _glRasterPos3s
00000001e53bac6c (__TEXT,__text) external _glRasterPos3sv
00000001e53bac84 (__TEXT,__text) external _glRasterPos4d
00000001e53bac98 (__TEXT,__text) external _glRasterPos4dv
00000001e53bacb0 (__TEXT,__text) external _glRasterPos4f
00000001e53bacc4 (__TEXT,__text) external _glRasterPos4fv
00000001e53bacdc (__TEXT,__text) external _glRasterPos4i
00000001e53bad00 (__TEXT,__text) external _glRasterPos4iv
00000001e53bad18 (__TEXT,__text) external _glRasterPos4s
00000001e53bad3c (__TEXT,__text) external _glRasterPos4sv
00000001e53bad54 (__TEXT,__text) external _glReadBuffer
00000001e53bad6c (__TEXT,__text) external _glReadPixels
00000001e53bad9c (__TEXT,__text) external _glRectd
00000001e53badb0 (__TEXT,__text) external _glRectdv
00000001e53badcc (__TEXT,__text) external _glRectf
00000001e53bade0 (__TEXT,__text) external _glRectfv
00000001e53badfc (__TEXT,__text) external _glRecti
00000001e53bae20 (__TEXT,__text) external _glRectiv
00000001e53bae3c (__TEXT,__text) external _glRects
00000001e53bae60 (__TEXT,__text) external _glRectsv
00000001e53bef70 (__TEXT,__text) external _glReleaseShaderCompiler
00000001e53bae7c (__TEXT,__text) external _glRenderMode
00000001e53bd7fc (__TEXT,__text) external _glRenderbufferStorage
00000001e53c19d8 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001e53bd9fc (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001e53c1bd8 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001e53bbe44 (__TEXT,__text) external _glResetHistogram
00000001e53bbe5c (__TEXT,__text) external _glResetMinmax
00000001e53bee28 (__TEXT,__text) external _glResumeTransformFeedback
00000001e53bae94 (__TEXT,__text) external _glRotated
00000001e53baea8 (__TEXT,__text) external _glRotatef
00000001e53bc484 (__TEXT,__text) external _glSampleCoverage
00000001e53c0970 (__TEXT,__text) external _glSampleCoverageARB
00000001e53be5cc (__TEXT,__text) external _glSampleMaski
00000001e53c2ab0 (__TEXT,__text) external _glSamplePass
00000001e53c2aac (__TEXT,__text) external _glSamplePassARB
00000001e53be774 (__TEXT,__text) external _glSamplerParameterIiv
00000001e53be794 (__TEXT,__text) external _glSamplerParameterIuiv
00000001e53be738 (__TEXT,__text) external _glSamplerParameterf
00000001e53be754 (__TEXT,__text) external _glSamplerParameterfv
00000001e53be6f8 (__TEXT,__text) external _glSamplerParameteri
00000001e53be718 (__TEXT,__text) external _glSamplerParameteriv
00000001e53baebc (__TEXT,__text) external _glScaled
00000001e53baed0 (__TEXT,__text) external _glScalef
00000001e53baee4 (__TEXT,__text) external _glScissor
00000001e53bfa10 (__TEXT,__text) external _glScissorArrayv
00000001e53bfa30 (__TEXT,__text) external _glScissorIndexed
00000001e53bfa58 (__TEXT,__text) external _glScissorIndexedv
00000001e53bc514 (__TEXT,__text) external _glSecondaryColor3b
00000001e53c1644 (__TEXT,__text) external _glSecondaryColor3bEXT
