00007ffa18371f0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1836f31c (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa1836e1dc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa1836e19e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa1836dd77 (__TEXT,__text) external _glGetProgramStageiv
00007ffa1836f362 (__TEXT,__text) external _glGetProgramStringARB
00007ffa1836c357 (__TEXT,__text) external _glGetProgramiv
00007ffa1836f384 (__TEXT,__text) external _glGetProgramivARB
00007ffa1836defc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa1836d841 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa18371738 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa1836b810 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa1836fdd3 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa1836d863 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa1837175a (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa1836b832 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa1836fdf5 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa1836b7ee (__TEXT,__text) external _glGetQueryiv
00007ffa1836fdb1 (__TEXT,__text) external _glGetQueryivARB
00007ffa1836c721 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa18370d26 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa1836d7df (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa1836d801 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa1836d7bd (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa1836d79b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa1836aa14 (__TEXT,__text) external _glGetSeparableFilter
00007ffa1836c39e (__TEXT,__text) external _glGetShaderInfoLog
00007ffa1836e000 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa1836c487 (__TEXT,__text) external _glGetShaderSource
00007ffa18370464 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa1836c335 (__TEXT,__text) external _glGetShaderiv
00007ffa18368b99 (__TEXT,__text) external _glGetString
00007ffa1836d17b (__TEXT,__text) external _glGetStringi
00007ffa1836dc84 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa1836dc62 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa1836d4e2 (__TEXT,__text) external _glGetSynciv
00007ffa18368bb5 (__TEXT,__text) external _glGetTexEnvfv
00007ffa18368bd7 (__TEXT,__text) external _glGetTexEnviv
00007ffa18368bf9 (__TEXT,__text) external _glGetTexGendv
00007ffa18368c1b (__TEXT,__text) external _glGetTexGenfv
00007ffa18368c3d (__TEXT,__text) external _glGetTexGeniv
00007ffa18368c5f (__TEXT,__text) external _glGetTexImage
00007ffa18368c86 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa18368caa (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa1836d0b0 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa18371657 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa1836d0d2 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa18371679 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa18371946 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa18368cce (__TEXT,__text) external _glGetTexParameterfv
00007ffa18368cf0 (__TEXT,__text) external _glGetTexParameteriv
00007ffa1836cb81 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa18371092 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa1836d235 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa18371127 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa1836d1c1 (__TEXT,__text) external _glGetUniformIndices
00007ffa1836c3e8 (__TEXT,__text) external _glGetUniformLocation
00007ffa183703cd (__TEXT,__text) external _glGetUniformLocationARB
00007ffa18371145 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa1836dd55 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa1836dc40 (__TEXT,__text) external _glGetUniformdv
00007ffa1836c43d (__TEXT,__text) external _glGetUniformfv
00007ffa1837041e (__TEXT,__text) external _glGetUniformfvARB
00007ffa1836c462 (__TEXT,__text) external _glGetUniformiv
00007ffa18370441 (__TEXT,__text) external _glGetUniformivARB
00007ffa1836cef7 (__TEXT,__text) external _glGetUniformuiv
00007ffa18371568 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa1836cc2b (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa18371412 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa1836cc4d (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa18371434 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa1836ea40 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa1836bf06 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa1836f14c (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa1836bea0 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa1836f0e6 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa1836bec2 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa1836f108 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa1836bee4 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa1836f12a (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa18368d12 (__TEXT,__text) external _glHint
00007ffa1836ab59 (__TEXT,__text) external _glHistogram
00007ffa18368d30 (__TEXT,__text) external _glIndexMask
00007ffa18368d4c (__TEXT,__text) external _glIndexPointer
00007ffa18368d6e (__TEXT,__text) external _glIndexd
00007ffa18368d88 (__TEXT,__text) external _glIndexdv
00007ffa18368da5 (__TEXT,__text) external _glIndexf
00007ffa18368dbf (__TEXT,__text) external _glIndexfv
00007ffa18368ddc (__TEXT,__text) external _glIndexi
00007ffa18368df8 (__TEXT,__text) external _glIndexiv
00007ffa18368e15 (__TEXT,__text) external _glIndexs
00007ffa18368e31 (__TEXT,__text) external _glIndexsv
00007ffa18368e4e (__TEXT,__text) external _glIndexub
00007ffa18368e6a (__TEXT,__text) external _glIndexubv
00007ffa18368e87 (__TEXT,__text) external _glInitNames
00007ffa183717c7 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa18368e9e (__TEXT,__text) external _glInterleavedArrays
00007ffa1836b8b0 (__TEXT,__text) external _glIsBuffer
00007ffa1836fe73 (__TEXT,__text) external _glIsBufferARB
00007ffa18368ec0 (__TEXT,__text) external _glIsEnabled
00007ffa183716fe (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa1836cac3 (__TEXT,__text) external _glIsEnabledi
00007ffa183719c2 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa1836c743 (__TEXT,__text) external _glIsFramebuffer
00007ffa18370d48 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa18368edc (__TEXT,__text) external _glIsList
00007ffa183706b1 (__TEXT,__text) external _glIsNamedStringARB
00007ffa1836c319 (__TEXT,__text) external _glIsProgram
00007ffa1836ec05 (__TEXT,__text) external _glIsProgramARB
00007ffa1836e182 (__TEXT,__text) external _glIsProgramPipeline
00007ffa1836b798 (__TEXT,__text) external _glIsQuery
00007ffa1836fd5b (__TEXT,__text) external _glIsQueryARB
00007ffa1836c685 (__TEXT,__text) external _glIsRenderbuffer
00007ffa18370c8a (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa1836d69a (__TEXT,__text) external _glIsSampler
00007ffa1836c2fd (__TEXT,__text) external _glIsShader
00007ffa1836d443 (__TEXT,__text) external _glIsSync
00007ffa18368ef8 (__TEXT,__text) external _glIsTexture
00007ffa1836de34 (__TEXT,__text) external _glIsTransformFeedback
00007ffa1836ca00 (__TEXT,__text) external _glIsVertexArray
00007ffa18371b08 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa18371858 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa1837177c (__TEXT,__text) external _glLabelObjectEXT
00007ffa18371d0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa18368f14 (__TEXT,__text) external _glLightModelf
00007ffa18368f30 (__TEXT,__text) external _glLightModelfv
00007ffa18368f4f (__TEXT,__text) external _glLightModeli
00007ffa18368f6d (__TEXT,__text) external _glLightModeliv
00007ffa18368f8c (__TEXT,__text) external _glLightf
00007ffa18368faa (__TEXT,__text) external _glLightfv
00007ffa18368fcc (__TEXT,__text) external _glLighti
00007ffa18368fed (__TEXT,__text) external _glLightiv
00007ffa1836900f (__TEXT,__text) external _glLineStipple
00007ffa1836902d (__TEXT,__text) external _glLineWidth
00007ffa1836c00b (__TEXT,__text) external _glLinkProgram
00007ffa1837006e (__TEXT,__text) external _glLinkProgramARB
00007ffa18369047 (__TEXT,__text) external _glListBase
00007ffa18369063 (__TEXT,__text) external _glLoadIdentity
00007ffa1836907a (__TEXT,__text) external _glLoadMatrixd
00007ffa18369097 (__TEXT,__text) external _glLoadMatrixf
00007ffa183690b4 (__TEXT,__text) external _glLoadName
00007ffa1836aff2 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa1836f8fa (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa1836b00f (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa1836f917 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa183707c2 (__TEXT,__text) external _glLockArraysEXT
00007ffa183690d0 (__TEXT,__text) external _glLogicOp
00007ffa183690ec (__TEXT,__text) external _glMap1d
00007ffa18369110 (__TEXT,__text) external _glMap1f
00007ffa18369134 (__TEXT,__text) external _glMap2d
00007ffa18369167 (__TEXT,__text) external _glMap2f
00007ffa1836b93e (__TEXT,__text) external _glMapBuffer
00007ffa1836ff01 (__TEXT,__text) external _glMapBufferARB
00007ffa1836c95d (__TEXT,__text) external _glMapBufferRange
00007ffa1836919a (__TEXT,__text) external _glMapGrid1d
00007ffa183691b6 (__TEXT,__text) external _glMapGrid1f
00007ffa183691d2 (__TEXT,__text) external _glMapGrid2d
00007ffa183691f0 (__TEXT,__text) external _glMapGrid2f
00007ffa18371876 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa1837189d (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa183718c4 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa183718f4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa1836920e (__TEXT,__text) external _glMaterialf
00007ffa1836922c (__TEXT,__text) external _glMaterialfv
00007ffa1836924e (__TEXT,__text) external _glMateriali
00007ffa1836926f (__TEXT,__text) external _glMaterialiv
00007ffa18369291 (__TEXT,__text) external _glMatrixMode
00007ffa1836df20 (__TEXT,__text) external _glMinSampleShading
00007ffa183705a4 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa1836ab7d (__TEXT,__text) external _glMinmax
00007ffa183692ad (__TEXT,__text) external _glMultMatrixd
00007ffa183692ca (__TEXT,__text) external _glMultMatrixf
00007ffa1836b02c (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa1836f934 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa1836b049 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa1836f951 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa1836b53e (__TEXT,__text) external _glMultiDrawArrays
00007ffa18370be8 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa18371b8b (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa1836b564 (__TEXT,__text) external _glMultiDrawElements
00007ffa1836d3d5 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa18370c0e (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa18371d30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa18371d58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa18371bb1 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa1836ac0e (__TEXT,__text) external _glMultiTexCoord1d
00007ffa1836f516 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa1836ac2a (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa1836f532 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa1836ac49 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa1836f551 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa1836ac65 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa1836f56d (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa1836ac84 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa1836f58c (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa1836aca2 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa1836f5aa (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa1836acc1 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa1836f5c9 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa1836acdf (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa1836f5e7 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa1836acfe (__TEXT,__text) external _glMultiTexCoord2d
00007ffa1836f606 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa1836ad1a (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa1836f622 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa1836ad39 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa1836f641 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa1836ad55 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa1836f65d (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa1836ad74 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa1836f67c (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa1836ad95 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa1836f69d (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa1836adb4 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa1836f6bc (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa1836add5 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa1836f6dd (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa1836adf4 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa1836f6fc (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa1836ae10 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa1836f718 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa1836ae2f (__TEXT,__text) external _glMultiTexCoord3f
00007ffa1836f737 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa1836ae4b (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa1836f753 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa1836ae6a (__TEXT,__text) external _glMultiTexCoord3i
00007ffa1836f772 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa1836ae8e (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa1836f796 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa1836aead (__TEXT,__text) external _glMultiTexCoord3s
00007ffa1836f7b5 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa1836aed1 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa1836f7d9 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa1836aef0 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa1836f7f8 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa1836af0c (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa1836f814 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa1836af2b (__TEXT,__text) external _glMultiTexCoord4f
00007ffa1836f833 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa1836af47 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa1836f84f (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa1836af66 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa1836f86e (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa1836af8d (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa1836f895 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa1836afac (__TEXT,__text) external _glMultiTexCoord4s
00007ffa1836f8b4 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa1836afd3 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa1836f8db (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa18370645 (__TEXT,__text) external _glNamedStringARB
00007ffa183692e7 (__TEXT,__text) external _glNewList
00007ffa18369305 (__TEXT,__text) external _glNormal3b
00007ffa18369326 (__TEXT,__text) external _glNormal3bv
00007ffa18369343 (__TEXT,__text) external _glNormal3d
00007ffa1836935d (__TEXT,__text) external _glNormal3dv
00007ffa1836937a (__TEXT,__text) external _glNormal3f
00007ffa18369394 (__TEXT,__text) external _glNormal3fv
00007ffa183693b1 (__TEXT,__text) external _glNormal3i
00007ffa183693d2 (__TEXT,__text) external _glNormal3iv
00007ffa183693ef (__TEXT,__text) external _glNormal3s
00007ffa18369410 (__TEXT,__text) external _glNormal3sv
00007ffa1836942d (__TEXT,__text) external _glNormalPointer
00007ffa18371c6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa18371c8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa1836944f (__TEXT,__text) external _glOrtho
00007ffa18371dec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa18371df8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa18371de6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa18371df2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa18369469 (__TEXT,__text) external _glPassThrough
00007ffa1836ddb9 (__TEXT,__text) external _glPatchParameterfv
00007ffa1836dd9b (__TEXT,__text) external _glPatchParameteri
00007ffa1836de50 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa18369483 (__TEXT,__text) external _glPixelMapfv
00007ffa183694a5 (__TEXT,__text) external _glPixelMapuiv
00007ffa183694c7 (__TEXT,__text) external _glPixelMapusv
00007ffa183694e9 (__TEXT,__text) external _glPixelStoref
00007ffa18369505 (__TEXT,__text) external _glPixelStorei
00007ffa18369523 (__TEXT,__text) external _glPixelTransferf
00007ffa1836953f (__TEXT,__text) external _glPixelTransferi
00007ffa1836955d (__TEXT,__text) external _glPixelZoom
00007ffa1836b4a2 (__TEXT,__text) external _glPointParameterf
00007ffa1836fb14 (__TEXT,__text) external _glPointParameterfARB
00007ffa1836b4be (__TEXT,__text) external _glPointParameterfv
00007ffa1836fb30 (__TEXT,__text) external _glPointParameterfvARB
00007ffa1836b4dd (__TEXT,__text) external _glPointParameteri
00007ffa18371e33 (__TEXT,__text) external _glPointParameteriNV
00007ffa1836b4fb (__TEXT,__text) external _glPointParameteriv
00007ffa18371e51 (__TEXT,__text) external _glPointParameterivNV
00007ffa18369577 (__TEXT,__text) external _glPointSize
00007ffa18371cd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa18369591 (__TEXT,__text) external _glPolygonMode
00007ffa183695af (__TEXT,__text) external _glPolygonOffset
00007ffa183695c9 (__TEXT,__text) external _glPolygonStipple
00007ffa183695e6 (__TEXT,__text) external _glPopAttrib
00007ffa183695fd (__TEXT,__text) external _glPopClientAttrib
00007ffa18371805 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa18369614 (__TEXT,__text) external _glPopMatrix
00007ffa1836962b (__TEXT,__text) external _glPopName
00007ffa1836d32c (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa18369642 (__TEXT,__text) external _glPrioritizeTextures
00007ffa1836e081 (__TEXT,__text) external _glProgramBinary
00007ffa1836f16e (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa1836f18c (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa1836f1ae (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa1836f1cc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa1836f26e (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa1836f1ee (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa1836f20c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa1836f22e (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa1836f24c (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa1836f292 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa1836e0a6 (__TEXT,__text) external _glProgramParameteri
00007ffa18370f3b (__TEXT,__text) external _glProgramParameteriEXT
00007ffa1836f33e (__TEXT,__text) external _glProgramStringARB
00007ffa1836e6c6 (__TEXT,__text) external _glProgramUniform1d
00007ffa1836e73e (__TEXT,__text) external _glProgramUniform1dv
00007ffa1836e2a0 (__TEXT,__text) external _glProgramUniform1f
00007ffa1836e3a8 (__TEXT,__text) external _glProgramUniform1fv
00007ffa1836e201 (__TEXT,__text) external _glProgramUniform1i
00007ffa1836e318 (__TEXT,__text) external _glProgramUniform1iv
00007ffa1836e4ad (__TEXT,__text) external _glProgramUniform1ui
00007ffa1836e54c (__TEXT,__text) external _glProgramUniform1uiv
00007ffa1836e6e4 (__TEXT,__text) external _glProgramUniform2d
00007ffa1836e762 (__TEXT,__text) external _glProgramUniform2dv
00007ffa1836e2be (__TEXT,__text) external _glProgramUniform2f
00007ffa1836e3cc (__TEXT,__text) external _glProgramUniform2fv
00007ffa1836e222 (__TEXT,__text) external _glProgramUniform2i
00007ffa1836e33c (__TEXT,__text) external _glProgramUniform2iv
00007ffa1836e4ce (__TEXT,__text) external _glProgramUniform2ui
00007ffa1836e570 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa1836e702 (__TEXT,__text) external _glProgramUniform3d
00007ffa1836e786 (__TEXT,__text) external _glProgramUniform3dv
00007ffa1836e2dc (__TEXT,__text) external _glProgramUniform3f
00007ffa1836e3f0 (__TEXT,__text) external _glProgramUniform3fv
00007ffa1836e246 (__TEXT,__text) external _glProgramUniform3i
00007ffa1836e360 (__TEXT,__text) external _glProgramUniform3iv
00007ffa1836e4f2 (__TEXT,__text) external _glProgramUniform3ui
00007ffa1836e594 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa1836e720 (__TEXT,__text) external _glProgramUniform4d
00007ffa1836e7aa (__TEXT,__text) external _glProgramUniform4dv
00007ffa1836e2fa (__TEXT,__text) external _glProgramUniform4f
00007ffa1836e414 (__TEXT,__text) external _glProgramUniform4fv
00007ffa1836e26d (__TEXT,__text) external _glProgramUniform4i
00007ffa1836e384 (__TEXT,__text) external _glProgramUniform4iv
00007ffa1836e519 (__TEXT,__text) external _glProgramUniform4ui
00007ffa1836e5b8 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa1836e7ce (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa1836e438 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa1836e843 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa1836e5dc (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa1836e891 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa1836e62a (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa1836e7f5 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa1836e45f (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa1836e86a (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa1836e603 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa1836e8df (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa1836e678 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa1836e81c (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa1836e486 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa1836e8b8 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa1836e651 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa1836e906 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa1836e69f (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa1836d409 (__TEXT,__text) external _glProvokingVertex
00007ffa1837171c (__TEXT,__text) external _glProvokingVertexEXT
00007ffa18369665 (__TEXT,__text) external _glPushAttrib
00007ffa18369681 (__TEXT,__text) external _glPushClientAttrib
00007ffa183717e6 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa1836969d (__TEXT,__text) external _glPushMatrix
00007ffa183696b4 (__TEXT,__text) external _glPushName
00007ffa1836d823 (__TEXT,__text) external _glQueryCounter
00007ffa183696d0 (__TEXT,__text) external _glRasterPos2d
00007ffa183696ea (__TEXT,__text) external _glRasterPos2dv
00007ffa18369707 (__TEXT,__text) external _glRasterPos2f
00007ffa18369721 (__TEXT,__text) external _glRasterPos2fv
00007ffa1836973e (__TEXT,__text) external _glRasterPos2i
00007ffa1836975c (__TEXT,__text) external _glRasterPos2iv
00007ffa18369779 (__TEXT,__text) external _glRasterPos2s
00007ffa18369797 (__TEXT,__text) external _glRasterPos2sv
00007ffa183697b4 (__TEXT,__text) external _glRasterPos3d
00007ffa183697ce (__TEXT,__text) external _glRasterPos3dv
00007ffa183697eb (__TEXT,__text) external _glRasterPos3f
00007ffa18369805 (__TEXT,__text) external _glRasterPos3fv
00007ffa18369822 (__TEXT,__text) external _glRasterPos3i
00007ffa18369843 (__TEXT,__text) external _glRasterPos3iv
00007ffa18369860 (__TEXT,__text) external _glRasterPos3s
00007ffa18369881 (__TEXT,__text) external _glRasterPos3sv
00007ffa1836989e (__TEXT,__text) external _glRasterPos4d
00007ffa183698b8 (__TEXT,__text) external _glRasterPos4dv
00007ffa183698d5 (__TEXT,__text) external _glRasterPos4f
00007ffa183698ef (__TEXT,__text) external _glRasterPos4fv
00007ffa1836990c (__TEXT,__text) external _glRasterPos4i
00007ffa18369930 (__TEXT,__text) external _glRasterPos4iv
00007ffa1836994d (__TEXT,__text) external _glRasterPos4s
00007ffa18369971 (__TEXT,__text) external _glRasterPos4sv
00007ffa1836998e (__TEXT,__text) external _glReadBuffer
00007ffa183699aa (__TEXT,__text) external _glReadPixels
00007ffa183699da (__TEXT,__text) external _glRectd
00007ffa183699f4 (__TEXT,__text) external _glRectdv
00007ffa18369a14 (__TEXT,__text) external _glRectf
00007ffa18369a2e (__TEXT,__text) external _glRectfv
00007ffa18369a4e (__TEXT,__text) external _glRecti
00007ffa18369a72 (__TEXT,__text) external _glRectiv
00007ffa18369a92 (__TEXT,__text) external _glRects
00007ffa18369ab6 (__TEXT,__text) external _glRectsv
00007ffa1836dfc1 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa18369ad6 (__TEXT,__text) external _glRenderMode
00007ffa1836c6fd (__TEXT,__text) external _glRenderbufferStorage
00007ffa18370d02 (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffa1836c90f (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffa18370f14 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffa1836ab9e (__TEXT,__text) external _glResetHistogram
00007ffa1836abba (__TEXT,__text) external _glResetMinmax
00007ffa1836de67 (__TEXT,__text) external _glResumeTransformFeedback
00007ffa18369af2 (__TEXT,__text) external _glRotated
00007ffa18369b0c (__TEXT,__text) external _glRotatef
00007ffa1836b1f0 (__TEXT,__text) external _glSampleCoverage
00007ffa1836faf8 (__TEXT,__text) external _glSampleCoverageARB
