00007ff80b7b1dfe (__TEXT,__text) non-external _Annihilate
00007ff80b84d4a0 (__TEXT,__const) non-external _kStaticDistanceCodeBits
00007ff80b84d460 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
00007ff80b848830 (__TEXT,__const) non-external _kTransformsData
00007ff80b8494b0 (__TEXT,__const) non-external _kZeroRepsBits
00007ff80b8489b0 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
00007ff80b79b786 (__TEXT,__text) non-external _longest_match
00007ff8422e33c0 (__DATA,__common) non-external (was a private external) _lut_ok
00007ff8422e33d0 (__DATA,__common) non-external (was a private external) _lut_quantize
00007ff80b852390 (__TEXT,__const) non-external (was a private external) _lut_rle
00007ff80b7a1e90 (__TEXT,__text) non-external (was a private external) _lz4_decode
00007ff80b7a1a00 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
00007ff80b7a1848 (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
00007ff80b7a2c1f (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff80b7a2a72 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff80b7d1d34 (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff80b7d1d94 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff80b7d1d89 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff80b7d1d7e (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff80b7d1d57 (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff80b7d15f0 (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff80b7d16a6 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff80b7c1937 (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff80b7c1850 (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff80b7ca734 (__TEXT,__text) non-external (was a private external) _lzbitmap_alloc
00007ff80b7ca783 (__TEXT,__text) non-external (was a private external) _lzbitmap_buf_align
00007ff80b7cc3c3 (__TEXT,__text) non-external (was a private external) _lzbitmap_create_dictionary_and_token_map
00007ff80b7bd5ec (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff80b7cdf35 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff80b7ccc0a (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
00007ff80b7cdf81 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff80b7cc86b (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff80b7cc5c4 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_block
00007ff80b7cdf56 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff80b7ccb28 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
00007ff80b7cdf8c (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff80b7ca88b (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff80b7c677c (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff80b7cdedc (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff80b7c0e20 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff80b7cdefd (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff80b7cdf28 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff80b7bfa43 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff80b7bfa5d (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser0
00007ff80b7c00e8 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser1
00007ff80b7c079d (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser2
00007ff80b8533d0 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff80b7ca712 (__TEXT,__text) non-external (was a private external) _lzbitmap_flags
00007ff80b7cc2c8 (__TEXT,__text) non-external (was a private external) _lzbitmap_get_top_k
00007ff80b7ca795 (__TEXT,__text) non-external (was a private external) _lzbitmap_init_encode_state
00007ff80b7cc288 (__TEXT,__text) non-external (was a private external) _lzbitmap_init_token_info
00007ff80b7cc493 (__TEXT,__text) non-external (was a private external) _lzbitmap_output_masks_and_buffer_commands
00007ff80b7cc4d6 (__TEXT,__text) non-external (was a private external) _lzbitmap_output_nibbles
00007ff80b852bd0 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff80b7ca8d0 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l0
00007ff80b7cb0b1 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l1
00007ff80b7cb8f4 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l2
00007ff80b7cc7bc (__TEXT,__text) non-external (was a private external) _lzbitmap_process_block
00007ff80b7ca74e (__TEXT,__text) non-external (was a private external) _lzbitmap_store
00007ff80b7cdf99 (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff80b8543d0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff80b8523d0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff80b7f6ba7 (__TEXT,__text) non-external _lzfseBackendMatch
00007ff80b79db28 (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff80b7a2069 (__TEXT,__text) non-external _lzfseDecodeV1
00007ff80b7f6840 (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff80b7f6be6 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff80b7f6674 (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff80b7f66df (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff80b7f6f89 (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff80b7f669d (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff80b7f67a8 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff80b7f6c8b (__TEXT,__text) non-external _lzfsePushMatch
00007ff80b79d899 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff80b79d7c6 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff80b7c676f (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff80b7e5443 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff80b7e53ad (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff80b7e539c (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff80b79f4e2 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff80b7c2687 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff80b7c24f5 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff80b7c267c (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff80b7c33f1 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff8422e21a0 (__DATA,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff80b79f202 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff80b7d54a3 (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff80b7d5459 (__TEXT,__text) non-external (was a private external) _lzfse_encode_lzvn_algo
00007ff80b7d546f (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff80b8192f0 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff80b819310 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff80b79f11b (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff80b7c11fd (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff80b7c11f3 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff80b7c11ca (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff80b7c1189 (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff80b79d79e (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff80b79d873 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff80b7cca86 (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff80b7cca7e (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff80b7ccae6 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff80b7ccade (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff80b79d776 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff80b7f8a89 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff80b8574f0 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff80b79d626 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff80b79d6e6 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff80b79ece1 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff8422e17b0 (__DATA,__const) non-external _lzvnDecode.opc_tbl
00007ff80b7cd12d (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff80b7cd0aa (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff80b7b26ea (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff80b7b2659 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff80b7b264e (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff80b7b7372 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff80b7b729d (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff80b7b728c (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff8422e2bc0 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff80b79f5c0 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff80b79f584 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff80b7cdc4d (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff80b7cdc8b (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff80b7cdc33 (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff80b7cc9fc (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff80b7cca74 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff80b7cca6a (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff80b7cca41 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff80b7cca1f (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff80b7cc9ae (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff80b7cc9d6 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff80b7d4bae (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff80b7d4b4d (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff80b7f0572 (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff80b7d4b58 (__TEXT,__text) non-external (was a private external) _lzx_e8_translation
00007ff80b7ab484 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff80b7aaefd (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff80b7ab0ba (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff80b7ab1a5 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff80b7c708d (__TEXT,__text) non-external (was a private external) _parse_size
00007ff80b84d7a0 (__TEXT,__const) non-external _position_slot_base_position
00007ff80b84d720 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff80b79c8cd (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff80b7f1f79 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
00007ff80b7a0fd0 (__TEXT,__text) non-external _readHuffmanTable
00007ff80b7c6fdc (__TEXT,__text) non-external (was a private external) _read_expected
00007ff80b7993cb (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff80b79c9a3 (__TEXT,__text) non-external _scan_tree
00007ff80b79ca8d (__TEXT,__text) non-external _send_tree
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff8422e2ba0 (__DATA,__data) non-external _static_bl_desc
00007ff8422e2b80 (__DATA,__data) non-external _static_d_desc
00007ff80b855b80 (__TEXT,__const) non-external _static_dtree
00007ff8422e2b60 (__DATA,__data) non-external _static_l_desc
00007ff80b855700 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff8422e2ac0 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff80b7b236b (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff80b7b2596 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff80b7b2499 (__TEXT,__text) non-external _thread_pool_entry
00007ff80b7b21bb (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff80b7b22dc (__TEXT,__text) non-external (was a private external) _thread_pool_sync
                 (undefined) external _write (from libSystem)
00007ff80b7c7039 (__TEXT,__text) non-external (was a private external) _write_expected
00007ff80b7e5892 (__TEXT,__text) external _yzip_codec_create
00007ff80b7e58c4 (__TEXT,__text) external _yzip_codec_destroy
00007ff80b7e58e9 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
00007ff80b7c37c8 (__TEXT,__text) external _yzip_image_create
00007ff80b7c3918 (__TEXT,__text) external _yzip_image_create_with_payload
00007ff80b7c3c4b (__TEXT,__text) external _yzip_image_decode
00007ff80b7c3a42 (__TEXT,__text) external _yzip_image_destroy
00007ff80b7c3a4c (__TEXT,__text) external _yzip_image_encode
00007ff80b7c3d58 (__TEXT,__text) external _yzip_image_get_descriptor
00007ff80b7c3e14 (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff80b7c3dc1 (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff80b7c3e8c (__TEXT,__text) external _yzip_image_set_data
00007ff80b7c4164 (__TEXT,__text) external _yzip_image_set_identifier
00007ff80b7c40ed (__TEXT,__text) external _yzip_image_set_plane_data
00007ff80b7beec9 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff80b7bedc0 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff80b7bebb4 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff80b7bf9c3 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff80b7bf399 (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff80b7bf927 (__TEXT,__text) non-external _yzip_jobs_process
00007ff80b7beb58 (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff80b7f19d9 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff80b7f0818 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff80b7f1172 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff80b7a2a58 (__TEXT,__text) non-external (was a private external) _zError
00007ff8422e1760 (__DATA,__const) non-external (was a private external) _z_errmsg
00007ff80b7996da (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff80b79d575 (__TEXT,__text) non-external (was a private external) _zcfree
00007ff80b7a2a4d (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff80b79fb8e (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff80b7a050c (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff80b84d5c0 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff80b84d580 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff80b7d497b (__TEXT,__text) non-external (was a private external) _zlibDecodeStateInit
00007ff80b7a2a40 (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff80b7d4990 (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff80b7d4970 (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff80b79f8fc (__TEXT,__text) non-external (was a private external) _zlib_decode_stream_process
00007ff80b7b293b (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff80b7b2930 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff80b79a05f (__TEXT,__text) non-external (was a private external) _zlib_encode_stream_process
00007ff80b7cded6 (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff80b7cdeae (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff80b79d603 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff80b7d4b2a (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff80b7d4b22 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff80b7d4b35 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff80b7d4b1a (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff80b799305 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff80b79a039 (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff80b7a340b (__TEXT,__text) non-external n_loop
00007ff80b7a36fa (__TEXT,__text) non-external scalar_loop
00007ff80b7a33f0 (__TEXT,__text) non-external skip_loading_tables
00007ff8422e2b10 (__DATA,__data) non-external sum2_coefficients
00007ff8422e2ae0 (__DATA,__data) non-external sum2_coefficients_nossse3
