                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
0000000190d793f8 (__TEXT,__text) external _CMCloneProfileRef
0000000190d788b0 (__TEXT,__text) non-external ___CMGetColorSyncVersion_block_invoke
0000000190d787e8 (__TEXT,__text) non-external ___CMGetDefaultDevice_block_invoke
0000000190d78718 (__TEXT,__text) non-external ___CMGetDefaultProfileBySpace_block_invoke
0000000190d78648 (__TEXT,__text) non-external ___CMGetDefaultProfileByUse_block_invoke
0000000190d78578 (__TEXT,__text) non-external ___CMGetDeviceDefaultProfileID_block_invoke
0000000190d78494 (__TEXT,__text) non-external ___CMGetDeviceFactoryProfiles_block_invoke
0000000190d78394 (__TEXT,__text) non-external ___CMGetDeviceInfo_block_invoke
0000000190d782b0 (__TEXT,__text) non-external ___CMGetDeviceProfile_block_invoke
0000000190d781c4 (__TEXT,__text) non-external ___CMGetDeviceState_block_invoke
0000000190d780e0 (__TEXT,__text) non-external ___CMGetDeviceTrackingByUse_block_invoke
0000000190d77ffc (__TEXT,__text) non-external ___CMGetGammaByAVID_block_invoke
0000000190d77f18 (__TEXT,__text) non-external ___CMGetIndNamedColorValue_block_invoke
0000000190d77c78 (__TEXT,__text) non-external ___CMGetIndProfileElementInfo_block_invoke
0000000190d77dc8 (__TEXT,__text) non-external ___CMGetIndProfileElement_block_invoke
0000000190d77b20 (__TEXT,__text) non-external ___CMGetNamedColorIndex_block_invoke
0000000190d779e0 (__TEXT,__text) non-external ___CMGetNamedColorInfo_block_invoke
0000000190d77870 (__TEXT,__text) non-external ___CMGetNamedColorName_block_invoke
0000000190d77730 (__TEXT,__text) non-external ___CMGetNamedColorValue_block_invoke
0000000190d7740c (__TEXT,__text) non-external ___CMGetPS2ColorRenderingIntent_block_invoke
0000000190d772b4 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingVMSize_block_invoke
0000000190d775e0 (__TEXT,__text) non-external ___CMGetPS2ColorRendering_block_invoke
0000000190d770f8 (__TEXT,__text) non-external ___CMGetPS2ColorSpace_block_invoke
0000000190d76fa0 (__TEXT,__text) non-external ___CMGetPartialProfileElement_block_invoke
0000000190d76e48 (__TEXT,__text) non-external ___CMGetProfileByAVID_block_invoke
0000000190d76d78 (__TEXT,__text) non-external ___CMGetProfileDescriptions_block_invoke
0000000190d76c08 (__TEXT,__text) non-external ___CMGetProfileElement_block_invoke
0000000190d76ab8 (__TEXT,__text) non-external ___CMGetProfileGamma_block_invoke
0000000190d76928 (__TEXT,__text) non-external ___CMGetProfileHeader_block_invoke
0000000190d767f0 (__TEXT,__text) non-external ___CMGetProfileLocation_block_invoke
0000000190d76720 (__TEXT,__text) non-external ___CMGetProfileMD5_block_invoke
0000000190d765e8 (__TEXT,__text) non-external ___CMGetProfileRefCount_block_invoke
0000000190d764b0 (__TEXT,__text) non-external ___CMGetProfileTransformInfo_block_invoke
0000000190d76280 (__TEXT,__text) non-external ___CMGetSystemProfileAVID_block_invoke
0000000190d761b8 (__TEXT,__text) non-external ___CMGetSystemProfilePriv_block_invoke
0000000190d76348 (__TEXT,__text) non-external ___CMGetSystemProfile_block_invoke
0000000190d760e8 (__TEXT,__text) non-external ___CMIterateCMMInfo_block_invoke
0000000190d76004 (__TEXT,__text) non-external ___CMIterateColorDevices_block_invoke
0000000190d75f18 (__TEXT,__text) non-external ___CMIterateColorSyncFolder_block_invoke
0000000190d75e2c (__TEXT,__text) non-external ___CMIterateDeviceProfiles_block_invoke
0000000190d75d24 (__TEXT,__text) non-external ___CMMakeProfile_block_invoke
0000000190d75c54 (__TEXT,__text) non-external ___CMMatchFloatBitmap_block_invoke
0000000190d75b70 (__TEXT,__text) non-external ___CMNewProfile_block_invoke
0000000190d75aa0 (__TEXT,__text) non-external ___CMOpenProfile_block_invoke
0000000190d759d0 (__TEXT,__text) non-external ___CMProfileCopyICCData_block_invoke
0000000190d75898 (__TEXT,__text) non-external ___CMProfileElementExists_block_invoke
0000000190d75758 (__TEXT,__text) non-external ___CMProfileModified_block_invoke
0000000190d75688 (__TEXT,__text) non-external ___CMRegisterColorDevice_block_invoke
0000000190d7559c (__TEXT,__text) non-external ___CMRemoveProfileElement_block_invoke
0000000190d754cc (__TEXT,__text) non-external ___CMSetDefaultDevice_block_invoke
0000000190d753fc (__TEXT,__text) non-external ___CMSetDeviceDefaultProfileID_block_invoke
0000000190d75318 (__TEXT,__text) non-external ___CMSetDeviceFactoryProfiles_block_invoke
0000000190d7522c (__TEXT,__text) non-external ___CMSetDeviceProfile_block_invoke
0000000190d7512c (__TEXT,__text) non-external ___CMSetDeviceState_block_invoke
0000000190d75048 (__TEXT,__text) non-external ___CMSetDeviceTrackingByUse_block_invoke
0000000190d74f64 (__TEXT,__text) non-external ___CMSetGammaByAVID_block_invoke
0000000190d74e94 (__TEXT,__text) non-external ___CMSetPartialProfileElement_block_invoke
0000000190d74d94 (__TEXT,__text) non-external ___CMSetProfileByAVID_block_invoke
0000000190d74cc4 (__TEXT,__text) non-external ___CMSetProfileDescriptions_block_invoke
0000000190d74abc (__TEXT,__text) non-external ___CMSetProfileElementReference_block_invoke
0000000190d749d8 (__TEXT,__text) non-external ___CMSetProfileElementSize_block_invoke
0000000190d74ba8 (__TEXT,__text) non-external ___CMSetProfileElement_block_invoke
0000000190d748f4 (__TEXT,__text) non-external ___CMSetProfileHeader_block_invoke
0000000190d74824 (__TEXT,__text) non-external ___CMSetProfileLocalizedStringDictionary_block_invoke
0000000190d799a0 (__TEXT,__text) non-external ___CMSetSystemProfileAVID_block_invoke
0000000190d74740 (__TEXT,__text) non-external ___CMSetSystemProfile_block_invoke
0000000190d74678 (__TEXT,__text) non-external ___CMUnregisterColorDevice_block_invoke
0000000190d745a8 (__TEXT,__text) non-external ___CMUpdateProfile_block_invoke
0000000190d744bc (__TEXT,__text) non-external ___CMValidateProfile_block_invoke
0000000190d7437c (__TEXT,__text) non-external ___CWCheckBitmap_block_invoke
0000000190d7427c (__TEXT,__text) non-external ___CWCheckColors_block_invoke
0000000190d73324 (__TEXT,__text) non-external ___CWColorWorldGetProperty_block_invoke
0000000190d73254 (__TEXT,__text) non-external ___CWColorWorldSetProperty_block_invoke
0000000190d74190 (__TEXT,__text) non-external ___CWConcatColorWorld_block_invoke
0000000190d73fe0 (__TEXT,__text) non-external ___CWDisposeColorWorld_block_invoke
0000000190d73f1c (__TEXT,__text) non-external ___CWFillLookupTexture_block_invoke
0000000190d73e1c (__TEXT,__text) non-external ___CWGetCMMSignature_block_invoke
0000000190d73d54 (__TEXT,__text) non-external ___CWMatchBitmap_block_invoke
0000000190d73c54 (__TEXT,__text) non-external ___CWMatchColors_block_invoke
0000000190d73b70 (__TEXT,__text) non-external ___CWNewLinkProfile_block_invoke
0000000190d79d54 (__TEXT,__text) non-external ___ColorSyncLog_block_invoke
0000000190d79718 (__TEXT,__text) non-external ___NCMGetProfileLocation_block_invoke
0000000190d798d8 (__TEXT,__text) non-external ___NCWConcatColorWorld_block_invoke
0000000190d7398c (__TEXT,__text) non-external ___NCWNewColorWorld_block_invoke
0000000190d79634 (__TEXT,__text) non-external ___NCWNewLinkProfile_block_invoke
0000000190d737bc (__TEXT,__text) non-external ____CMGetProfileOfSuite_block_invoke
0000000190d736d0 (__TEXT,__text) non-external ____CMLoadProfileLutsByAVID_block_invoke
0000000190d73608 (__TEXT,__text) non-external ____CMProfileGetProperty_block_invoke
0000000190d734d0 (__TEXT,__text) non-external ____CMProfileSetProperty_block_invoke
0000000190d73174 (__TEXT,__text) non-external ____CWColorWorldGetProperty_block_invoke
0000000190d730a4 (__TEXT,__text) non-external ____CWColorWorldSetProperty_block_invoke
00000001e4ca09b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e4ca1638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e4ca0cf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00000001e4ca0d18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00000001e4ca0a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000001e4ca0d38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00000001e4ca0d58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.115
00000001e4ca0d78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00000001e4ca0d98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00000001e4ca0db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.127
00000001e4ca0dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.131
00000001e4ca0df8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00000001e4ca0e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00000001e4ca0e38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.143
00000001e4ca0e58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00000001e4ca0a38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00000001e4ca0e78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.151
00000001e4ca0e98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.155
00000001e4ca0eb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.159
00000001e4ca0ed8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.163
00000001e4ca0ef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00000001e4ca0f18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000001e4ca0f38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.175
00000001e4ca0f58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.179
00000001e4ca0f78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.183
00000001e4ca0f98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00000001e4ca0a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00000001e4ca0fb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.191
00000001e4ca0fd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00000001e4ca0ff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.199
00000001e4ca1018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.203
00000001e4ca1038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.207
00000001e4ca1058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.211
00000001e4ca1078 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.215
00000001e4ca1098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.219
00000001e4ca10b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.223
00000001e4ca10d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.227
00000001e4ca0a78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00000001e4ca10f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.231
00000001e4ca1118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.235
00000001e4ca1138 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.239
00000001e4ca1158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.243
00000001e4ca1178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.247
00000001e4ca1198 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.251
00000001e4ca11b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.255
00000001e4ca11d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.259
00000001e4ca11f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.263
00000001e4ca1218 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.267
00000001e4ca0a98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00000001e4ca1238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.271
00000001e4ca1258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.275
00000001e4ca1278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.279
00000001e4ca1298 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.283
00000001e4ca12b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.287
00000001e4ca12d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.291
00000001e4ca12f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.295
00000001e4ca1318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.299
00000001e4ca09d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001e4ca1338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.303
00000001e4ca1358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.307
00000001e4ca0ab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00000001e4ca1378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.311
00000001e4ca1398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.315
00000001e4ca13b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.319
00000001e4ca13d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.323
00000001e4ca13f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.327
00000001e4ca1418 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.331
00000001e4ca1438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.335
00000001e4ca1458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.339
00000001e4ca1478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.343
00000001e4ca1498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.347
00000001e4ca0ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00000001e4ca14b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.351
00000001e4ca14d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.355
00000001e4ca14f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.359
00000001e4ca1518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.363
00000001e4ca1538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.367
00000001e4ca1558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.371
00000001e4ca1578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.375
00000001e4ca1598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.379
00000001e4ca15b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.383
00000001e4ca15d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.387
00000001e4ca0af8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00000001e4ca15f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.391
00000001e4ca1618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.395
00000001e4ca0b18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00000001e4ca0b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001e4ca0b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001e4ca0b78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001e4ca0b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00000001e4ca0bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001e4ca0bd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001e4ca09f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000001e4ca0bf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00000001e4ca0c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001e4ca0c38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001e4ca0c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001e4ca0c78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001e4ca0c98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001e4ca0cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001e4ca0cd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001ede761c8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ede76e48 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ede764e8 (__AUTH_CONST,__const) non-external ___block_literal_global.101
00000001ede76508 (__AUTH_CONST,__const) non-external ___block_literal_global.105
00000001ede76528 (__AUTH_CONST,__const) non-external ___block_literal_global.109
00000001ede76548 (__AUTH_CONST,__const) non-external ___block_literal_global.113
00000001ede76568 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001ede76588 (__AUTH_CONST,__const) non-external ___block_literal_global.121
00000001ede765a8 (__AUTH_CONST,__const) non-external ___block_literal_global.125
00000001ede765c8 (__AUTH_CONST,__const) non-external ___block_literal_global.129
00000001ede76228 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001ede765e8 (__AUTH_CONST,__const) non-external ___block_literal_global.133
00000001ede76608 (__AUTH_CONST,__const) non-external ___block_literal_global.137
00000001ede76628 (__AUTH_CONST,__const) non-external ___block_literal_global.141
00000001ede76648 (__AUTH_CONST,__const) non-external ___block_literal_global.145
00000001ede76668 (__AUTH_CONST,__const) non-external ___block_literal_global.149
00000001ede76688 (__AUTH_CONST,__const) non-external ___block_literal_global.153
00000001ede766a8 (__AUTH_CONST,__const) non-external ___block_literal_global.157
00000001ede766c8 (__AUTH_CONST,__const) non-external ___block_literal_global.161
00000001ede766e8 (__AUTH_CONST,__const) non-external ___block_literal_global.165
00000001ede76708 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000001ede76248 (__AUTH_CONST,__const) non-external ___block_literal_global.17
00000001ede76728 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000001ede76748 (__AUTH_CONST,__const) non-external ___block_literal_global.177
00000001ede76768 (__AUTH_CONST,__const) non-external ___block_literal_global.181
00000001ede76788 (__AUTH_CONST,__const) non-external ___block_literal_global.185
00000001ede767a8 (__AUTH_CONST,__const) non-external ___block_literal_global.189
00000001ede767c8 (__AUTH_CONST,__const) non-external ___block_literal_global.193
00000001ede767e8 (__AUTH_CONST,__const) non-external ___block_literal_global.197
00000001ede76808 (__AUTH_CONST,__const) non-external ___block_literal_global.201
00000001ede76828 (__AUTH_CONST,__const) non-external ___block_literal_global.205
00000001ede76848 (__AUTH_CONST,__const) non-external ___block_literal_global.209
00000001ede76268 (__AUTH_CONST,__const) non-external ___block_literal_global.21
00000001ede76868 (__AUTH_CONST,__const) non-external ___block_literal_global.213
00000001ede76888 (__AUTH_CONST,__const) non-external ___block_literal_global.217
00000001ede768a8 (__AUTH_CONST,__const) non-external ___block_literal_global.221
00000001ede768c8 (__AUTH_CONST,__const) non-external ___block_literal_global.225
00000001ede768e8 (__AUTH_CONST,__const) non-external ___block_literal_global.229
00000001ede76908 (__AUTH_CONST,__const) non-external ___block_literal_global.233
00000001ede76928 (__AUTH_CONST,__const) non-external ___block_literal_global.237
00000001ede76948 (__AUTH_CONST,__const) non-external ___block_literal_global.241
00000001ede76968 (__AUTH_CONST,__const) non-external ___block_literal_global.245
00000001ede76988 (__AUTH_CONST,__const) non-external ___block_literal_global.249
00000001ede76288 (__AUTH_CONST,__const) non-external ___block_literal_global.25
00000001ede769a8 (__AUTH_CONST,__const) non-external ___block_literal_global.253
00000001ede769c8 (__AUTH_CONST,__const) non-external ___block_literal_global.257
00000001ede769e8 (__AUTH_CONST,__const) non-external ___block_literal_global.261
00000001ede76a08 (__AUTH_CONST,__const) non-external ___block_literal_global.265
00000001ede76a28 (__AUTH_CONST,__const) non-external ___block_literal_global.269
00000001ede76a48 (__AUTH_CONST,__const) non-external ___block_literal_global.273
00000001ede76a68 (__AUTH_CONST,__const) non-external ___block_literal_global.277
00000001ede76a88 (__AUTH_CONST,__const) non-external ___block_literal_global.281
00000001ede76aa8 (__AUTH_CONST,__const) non-external ___block_literal_global.285
00000001ede76ac8 (__AUTH_CONST,__const) non-external ___block_literal_global.289
00000001ede762a8 (__AUTH_CONST,__const) non-external ___block_literal_global.29
00000001ede76ae8 (__AUTH_CONST,__const) non-external ___block_literal_global.293
00000001ede76b08 (__AUTH_CONST,__const) non-external ___block_literal_global.297
00000001ede76b28 (__AUTH_CONST,__const) non-external ___block_literal_global.301
00000001ede76b48 (__AUTH_CONST,__const) non-external ___block_literal_global.305
00000001ede76b68 (__AUTH_CONST,__const) non-external ___block_literal_global.309
00000001ede76b88 (__AUTH_CONST,__const) non-external ___block_literal_global.313
00000001ede76ba8 (__AUTH_CONST,__const) non-external ___block_literal_global.317
00000001ede76bc8 (__AUTH_CONST,__const) non-external ___block_literal_global.321
00000001ede76be8 (__AUTH_CONST,__const) non-external ___block_literal_global.325
00000001ede76c08 (__AUTH_CONST,__const) non-external ___block_literal_global.329
00000001ede762c8 (__AUTH_CONST,__const) non-external ___block_literal_global.33
00000001ede76c28 (__AUTH_CONST,__const) non-external ___block_literal_global.333
00000001ede76c48 (__AUTH_CONST,__const) non-external ___block_literal_global.337
00000001ede76c68 (__AUTH_CONST,__const) non-external ___block_literal_global.341
00000001ede76c88 (__AUTH_CONST,__const) non-external ___block_literal_global.345
00000001ede76ca8 (__AUTH_CONST,__const) non-external ___block_literal_global.349
00000001ede76cc8 (__AUTH_CONST,__const) non-external ___block_literal_global.353
00000001ede76ce8 (__AUTH_CONST,__const) non-external ___block_literal_global.357
00000001ede76d08 (__AUTH_CONST,__const) non-external ___block_literal_global.361
00000001ede76d28 (__AUTH_CONST,__const) non-external ___block_literal_global.365
00000001ede76d48 (__AUTH_CONST,__const) non-external ___block_literal_global.369
00000001ede762e8 (__AUTH_CONST,__const) non-external ___block_literal_global.37
00000001ede76d68 (__AUTH_CONST,__const) non-external ___block_literal_global.373
00000001ede76d88 (__AUTH_CONST,__const) non-external ___block_literal_global.377
00000001ede76da8 (__AUTH_CONST,__const) non-external ___block_literal_global.381
00000001ede76dc8 (__AUTH_CONST,__const) non-external ___block_literal_global.385
00000001ede76de8 (__AUTH_CONST,__const) non-external ___block_literal_global.389
00000001ede76e08 (__AUTH_CONST,__const) non-external ___block_literal_global.393
00000001ede76e28 (__AUTH_CONST,__const) non-external ___block_literal_global.397
00000001ede76308 (__AUTH_CONST,__const) non-external ___block_literal_global.41
00000001ede76328 (__AUTH_CONST,__const) non-external ___block_literal_global.45
00000001ede76348 (__AUTH_CONST,__const) non-external ___block_literal_global.49
00000001ede761e8 (__AUTH_CONST,__const) non-external ___block_literal_global.5
00000001ede76368 (__AUTH_CONST,__const) non-external ___block_literal_global.53
00000001ede76388 (__AUTH_CONST,__const) non-external ___block_literal_global.57
00000001ede763a8 (__AUTH_CONST,__const) non-external ___block_literal_global.61
00000001ede763c8 (__AUTH_CONST,__const) non-external ___block_literal_global.65
00000001ede763e8 (__AUTH_CONST,__const) non-external ___block_literal_global.69
00000001ede76408 (__AUTH_CONST,__const) non-external ___block_literal_global.73
00000001ede76428 (__AUTH_CONST,__const) non-external ___block_literal_global.77
00000001ede76448 (__AUTH_CONST,__const) non-external ___block_literal_global.81
00000001ede76468 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001ede76488 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001ede76208 (__AUTH_CONST,__const) non-external ___block_literal_global.9
00000001ede764a8 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001ede764c8 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00000001e70813b8 (__DATA,__bss) non-external _fetchApplicationName.aName
00000001e70817d0 (__DATA,__bss) non-external _fetch_process_name.name
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
0000000190d7a328 (__TEXT,__const) external _kCMIlluminantD50
0000000190d7a334 (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
0000000190d72d98 (__TEXT,__text) non-external _logLegacyCall
00000001e7080d48 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
