00007ff90e98dd66 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90e97ec67 (__TEXT,__text) non-external -[SPExecutionPolicyItem blockedReasonDescription]
00007ff90e97ec3f (__TEXT,__text) non-external -[SPExecutionPolicyItem cdHash]
00007ff90e97e9e6 (__TEXT,__text) non-external -[SPExecutionPolicyItem encodeWithCoder:]
00007ff90e97e797 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithCoder:]
00007ff90e97e61a (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithItemPath:signingID:teamID:cdHash:needsApproval:needsOverride:knownMalware:blockedReasonDescription:]
00007ff90e97e60c (__TEXT,__text) non-external -[SPExecutionPolicyItem init]
00007ff90e97ec21 (__TEXT,__text) non-external -[SPExecutionPolicyItem itemPath]
00007ff90e97ec5d (__TEXT,__text) non-external -[SPExecutionPolicyItem knownMalware]
00007ff90e97ec49 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsApproval]
00007ff90e97ec53 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsOverride]
00007ff90e97ec2b (__TEXT,__text) non-external -[SPExecutionPolicyItem signingID]
00007ff90e97ec35 (__TEXT,__text) non-external -[SPExecutionPolicyItem teamID]
00007ff90e98a5f6 (__TEXT,__text) non-external -[SPInstallationPolicy .cxx_destruct]
00007ff90e98a30a (__TEXT,__text) non-external -[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]
00007ff90e98a2c8 (__TEXT,__text) non-external -[SPInstallationPolicy dealloc]
00007ff90e98a1dd (__TEXT,__text) non-external -[SPInstallationPolicy init]
00007ff90e98a493 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:afterPreInstallScript:error:]
00007ff90e98a474 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
00007ff90e98a445 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
00007ff90e9807fc (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
00007ff90e98078e (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
00007ff90e980637 (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
00007ff90e9807d0 (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
00007ff90e9866be (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
00007ff90e98666e (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
00007ff90e986682 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00007ff90e986491 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00007ff90e9862c2 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00007ff90e986116 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00007ff90e986108 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00007ff90e9866aa (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00007ff90e986696 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00007ff90e98668c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00007ff90e9866a0 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00007ff90e9866b4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00007ff90e986664 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00007ff90e986678 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00007ff90e9818d2 (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00007ff90e98126c (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00007ff90e980d08 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00007ff90e980dd0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00007ff90e980cca (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00007ff90e980ca9 (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00007ff90e981214 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00007ff90e9818c8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00007ff90e980c67 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00007ff90e98167c (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00007ff90e980918 (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00007ff90e980f60 (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00007ff90e9814d6 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00007ff90e9815b4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00007ff90e981240 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00007ff90e98133a (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00007ff90e98189c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00007ff90e981870 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00007ff90e981844 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00007ff90e981818 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00007ff90e980e98 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00007ff90e981402 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00007ff90e9817ee (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00007ff90e9817c4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00007ff90e9816fc (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00007ff90e98114a (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00007ff90e981055 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00007ff90e986021 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00007ff90e985c2b (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00007ff90e985e09 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00007ff90e985b71 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00007ff90e985ab7 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00007ff90e985f15 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00007ff90e97695d (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00007ff90e976904 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00007ff90e97690e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00007ff90e97692c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00007ff90e9768f2 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00007ff90e976918 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00007ff90e9767ab (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00007ff90e976333 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90e976596 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00007ff90e97646b (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff90e976325 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00007ff90e976936 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00007ff90e976585 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff90e976953 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff90e976949 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff90e9768af (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff90e976940 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff90e976922 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff90e975c60 (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00007ff90e975a00 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00007ff90e9758d2 (__TEXT,__text) non-external -[SPMalwareSampling init]
00007ff90e975a42 (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00007ff90e975b2e (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00007ff90e979a39 (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00007ff90e97981a (__TEXT,__text) non-external -[SPMetrics dealloc]
00007ff90e979749 (__TEXT,__text) non-external -[SPMetrics init]
00007ff90e97985c (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00007ff90e979944 (__TEXT,__text) non-external -[SPMetrics reportMalwareBlock:path:error:]
00007ff90e98cd62 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff90e98cd58 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff90e98cd4e (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff90e98c9f5 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff90e98ca86 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff90e98cd44 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff90e98c996 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff90e98c8ce (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff90e98c964 (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff90e98c7ed (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00007ff90e98c6d1 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff90e98c4f9 (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff90e98c7a2 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00007ff90e98c86a (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff90e98c8d8 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff90e98c96e (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff90e98c874 (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff90e98c93c (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff90e98c90a (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff90e98c842 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff90e98c8a6 (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff90e98c932 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff90e98c900 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff90e98c838 (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff90e98c89c (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff90e979721 (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff90e979381 (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff90e979627 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff90e979559 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff90e9793c3 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff90e9796f5 (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff90e979491 (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00007ff90e9791e2 (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff90e975ffe (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00007ff90e975ec2 (__TEXT,__text) non-external -[SPSamplingTasking description]
00007ff90e975e07 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00007ff90e975f68 (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00007ff90e975c93 (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00007ff90e975f36 (__TEXT,__text) non-external -[SPSamplingTasking name]
00007ff90e975fcc (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00007ff90e975eb0 (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00007ff90e975f9a (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00007ff90e975f72 (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00007ff90e975f40 (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00007ff90e975fd6 (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00007ff90e975fa4 (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00007ff90e975f0e (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00007ff90e975f04 (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00007ff90e977e1c (__TEXT,__text) non-external -[SPScriptScanEvaluation .cxx_destruct]
00007ff90e977dea (__TEXT,__text) non-external -[SPScriptScanEvaluation allowed]
00007ff90e977dc7 (__TEXT,__text) non-external -[SPScriptScanEvaluation encodeWithCoder:]
00007ff90e977d36 (__TEXT,__text) non-external -[SPScriptScanEvaluation initWithCoder:]
00007ff90e977df4 (__TEXT,__text) non-external -[SPScriptScanEvaluation setAllowed:]
00007ff90e9762fd (__TEXT,__text) non-external -[SPScriptScanner .cxx_destruct]
00007ff90e97612a (__TEXT,__text) non-external -[SPScriptScanner dealloc]
00007ff90e97616c (__TEXT,__text) non-external -[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]
00007ff90e976047 (__TEXT,__text) non-external -[SPScriptScanner init]
00007ff90e9770e1 (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff90e9770bc (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff90e9770d7 (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff90e976bfe (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff90e9769a6 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff90e9770cd (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff90e975249 (__TEXT,__text) non-external -[TrackingAttributes description]
00007ff90e9752cd (__TEXT,__text) non-external -[TrackingAttributes flags]
00007ff90e9752b9 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00007ff90e975110 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00007ff90e97525b (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00007ff90e9751d7 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00007ff90e9752d7 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00007ff90e9752c3 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00007ff90e994b98 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90e994cb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90e994d8c (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff90e994c68 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff90e994c08 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff90e994ce8 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90e994d9c (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90e994c90 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90e994bb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff90e994c18 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
00007ff90e994d78 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90e98dc17 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff90e98db3b (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff943d69348 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff90e9873ac (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff9411e30a0 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLCreationDateKey (from CoreFoundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLFileResourceIdentifierKey (from CoreFoundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
                 (undefined) external _NSUnderlyingErrorKey (from Foundation)
00007ff94340aa10 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff94340a9e8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff94340a9c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff94340a998 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff94340a970 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff94340a948 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff94340ace0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff94340a920 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff94340a8f8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff94340a8d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff94340a8a8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00007ff94340acb8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPBundleProtection
00007ff943d68ff0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPCodeEvaluationProxy
00007ff94340a880 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff94340a858 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff94340a830 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff94340a808 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyExportedObject
00007ff94340ac90 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff94340a7e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff94340ac68 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff94340ac40 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff94340add0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff94340ada8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff94340ad80 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff94340ac18 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff94340abf0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMalwareSampling
00007ff94340a7b8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMetrics
00007ff94340abc8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff94340a790 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff94340aba0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff94340a768 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff94340a740 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SPSamplingTasking
00007ff943d68fa0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanEvaluation
00007ff943d68f50 (__DATA,__objc_data) external _OBJC_CLASS_$_SPScriptScanner
00007ff94340a718 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff94340ab78 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00007ff943d68b30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff943d68b38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff943d68b40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff943d68f30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff943d68f28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff943d68f38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff943d68bb8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff943d68bc0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff943d68bc8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff943d68be0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff943d68bb0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff943d68bd0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff943d68bd8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff943d68f08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff943d68f10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff943d68b68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff943d68b60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
