                 (undefined) external _APP_SANDBOX_READ (from libsystem_sandbox)
00007ff8436b44b0 (__DATA,__data) external _CMFSSEAM_DEFAULT
00007ff80b9707ec (__TEXT,__text) non-external __container_paths_in_reverse_order_from_type_do
00007ff80b96f49c (__TEXT,__text) non-external __container_paths_passthru_dispatch_async
00007ff80b9848e7 (__TEXT,__text) non-external __container_pwd
00007ff80b97c559 (__TEXT,__text) non-external __container_query_execute
00007ff80b97db88 (__TEXT,__text) external __container_query_get_servicing_pid
00007ff80b97b9c4 (__TEXT,__text) non-external __container_query_log_if_error
00007ff80b97bab0 (__TEXT,__text) non-external __container_query_replace_error
00007ff80b97b992 (__TEXT,__text) non-external __container_query_set_usage_error
00007ff80b975603 (__TEXT,__text) external __container_references_get_servicing_pid
00007ff80b973671 (__TEXT,__text) non-external __container_references_log_if_error
00007ff80b974a75 (__TEXT,__text) non-external __container_references_query_execute
00007ff80b973625 (__TEXT,__text) non-external __container_references_replace_error
00007ff80b970ef2 (__TEXT,__text) non-external __container_serialize_copy_deserialized_reference_v1
00007ff80b978004 (__TEXT,__text) non-external __container_traverse_call_node_handler
00007ff80b97670b (__TEXT,__text) external __container_traverse_continuation_create
00007ff80b9766bf (__TEXT,__text) external __container_traverse_continuation_free
00007ff80b9766a5 (__TEXT,__text) external __container_traverse_continuation_pop
00007ff80b9769a4 (__TEXT,__text) external __container_traverse_continuation_push
00007ff80b976890 (__TEXT,__text) non-external __container_traverse_get_attr_buf
00007ff80b977c63 (__TEXT,__text) non-external __container_traverse_get_continuation_fd
00007ff80b976a48 (__TEXT,__text) external __container_traverse_get_last_path_component
00007ff80b977d74 (__TEXT,__text) non-external __container_traverse_parse_attr_buf
00007ff80b976a0f (__TEXT,__text) external __container_traverse_path_pop
00007ff80b9769b9 (__TEXT,__text) external __container_traverse_path_push
00007ff80b9765bf (__TEXT,__text) external __container_traverse_state_deinit
00007ff80b9765b0 (__TEXT,__text) external __container_traverse_state_init
00007ff8436b4808 (__DATA,__bss) non-external __container_xpc_invalidate_shared_connection_after_timeout.onceToken
00007ff8436b4800 (__DATA,__bss) non-external __container_xpc_invalidate_shared_connection_after_timeout.queue
00007ff8436b4820 (__DATA,__bss) non-external __container_xpc_pthread_key_for_client_context.key
00007ff8436b4828 (__DATA,__bss) non-external __container_xpc_pthread_key_for_client_context.onceToken
00007ff8436b4818 (__DATA,__bss) non-external __incomingPreprocessor
                 (undefined) external __os_activity_create (from libsystem_trace)
                 (undefined) external __os_activity_current (from libsystem_trace)
                 (undefined) external __os_crash (from libsystem_c)
                 (undefined) external __os_crash_msg (from libsystem_c)
                 (undefined) external __os_log_debug_impl (from libsystem_trace)
                 (undefined) external __os_log_default (from libsystem_trace)
                 (undefined) external __os_log_disabled (from libsystem_trace)
                 (undefined) external __os_log_error_impl (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
                 (undefined) external __os_log_impl (from libsystem_trace)
                 (undefined) external __os_log_send_and_compose_impl (from libsystem_trace)
                 (undefined) external __os_signpost_emit_with_name_impl (from libsystem_trace)
00007ff8436b4810 (__DATA,__bss) non-external __outgoingPostprocessor
00007ff8436b44a0 (__DATA,__data) non-external __outgoingSender
                 (undefined) external __xpc_error_connection_interrupted (from libxpc)
                 (undefined) external __xpc_error_connection_invalid (from libxpc)
                 (undefined) external __xpc_error_termination_imminent (from libxpc)
                 (undefined) external __xpc_type_array (from libxpc)
                 (undefined) external __xpc_type_dictionary (from libxpc)
                 (undefined) external __xpc_type_error (from libxpc)
                 (undefined) external __xpc_type_string (from libxpc)
                 (undefined) external _acl_add_flag_np (from libsystem_c)
                 (undefined) external _acl_add_perm (from libsystem_c)
                 (undefined) external _acl_create_entry (from libsystem_c)
                 (undefined) external _acl_delete_perm (from libsystem_c)
                 (undefined) external _acl_free (from libsystem_c)
                 (undefined) external _acl_get_entry (from libsystem_c)
                 (undefined) external _acl_get_file (from libsystem_c)
                 (undefined) external _acl_get_flagset_np (from libsystem_c)
                 (undefined) external _acl_get_permset (from libsystem_c)
                 (undefined) external _acl_get_tag_type (from libsystem_c)
                 (undefined) external _acl_init (from libsystem_c)
                 (undefined) external _acl_set_file (from libsystem_c)
                 (undefined) external _acl_set_flagset_np (from libsystem_c)
                 (undefined) external _acl_set_permset (from libsystem_c)
                 (undefined) external _acl_set_qualifier (from libsystem_c)
                 (undefined) external _acl_set_tag_type (from libsystem_c)
                 (undefined) external _acl_to_text (from libsystem_c)
                 (undefined) external _arc4random (from libsystem_c)
                 (undefined) external _asprintf (from libsystem_c)
00007ff80b96a902 (__TEXT,__text) non-external _c_array_append
00007ff80b96a9eb (__TEXT,__text) non-external _c_array_deinit
                 (undefined) external _chmod (from libsystem_kernel)
                 (undefined) external _chown (from libsystem_kernel)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00007ff80b98c412 (__TEXT,__text) external _container_acquire_sandbox_extension
00007ff80b9721d9 (__TEXT,__text) external _container_audit_token_copy_codesign_hash
00007ff80b9721a9 (__TEXT,__text) external _container_audit_token_copy_codesign_identifier
00007ff80b9721bf (__TEXT,__text) external _container_audit_token_copy_codesign_team_identifier
00007ff80b972321 (__TEXT,__text) external _container_audit_token_copy_entitlement
00007ff80b9721e9 (__TEXT,__text) external _container_audit_token_copy_executable_name
00007ff80b9724d1 (__TEXT,__text) external _container_audit_token_for_pid
00007ff80b9721cc (__TEXT,__text) external _container_audit_token_get_codesign_status
00007ff80b9724c8 (__TEXT,__text) external _container_audit_token_get_egid
00007ff80b9724bf (__TEXT,__text) external _container_audit_token_get_euid
00007ff80b9721b6 (__TEXT,__text) external _container_audit_token_get_pid
00007ff80b9723d0 (__TEXT,__text) external _container_audit_token_get_platform
00007ff80b9726c2 (__TEXT,__text) external _container_audit_token_is_valid
00007ff80b98118d (__TEXT,__text) external _container_base64_decode
00007ff80b981367 (__TEXT,__text) external _container_base64_decode_string
00007ff80b980fe3 (__TEXT,__text) external _container_base64_encode
00007ff80b981166 (__TEXT,__text) external _container_base64_encode_string
00007ff80b9863bd (__TEXT,__text) external _container_bundle_copy_data_container
00007ff80b985956 (__TEXT,__text) external _container_bundle_copy_data_container_path
00007ff80b979474 (__TEXT,__text) external _container_class_for_each_normalized_class
00007ff80b9793d9 (__TEXT,__text) external _container_class_normalized
00007ff80b97945a (__TEXT,__text) external _container_class_supports_data_subdirectory
00007ff80b97938d (__TEXT,__text) external _container_class_supports_randomized_path
00007ff80b9793fc (__TEXT,__text) external _container_class_supports_randomized_path_on_current_platform
00007ff80b96c56c (__TEXT,__text) external _container_client_copy_decoded_from_xpc_object
00007ff80b96c2a9 (__TEXT,__text) external _container_client_copy_encoded_xpc_object
00007ff80b96cb48 (__TEXT,__text) external _container_client_copy_entitlement
00007ff80b96d05b (__TEXT,__text) external _container_client_create_from_audit_token
00007ff80b96ce08 (__TEXT,__text) external _container_client_get_audit_token
00007ff80b96ca3d (__TEXT,__text) external _container_client_get_codesign_identifier
00007ff80b96caca (__TEXT,__text) external _container_client_get_codesign_team_identifier
00007ff80b96cd88 (__TEXT,__text) external _container_client_get_egid
00007ff80b96cd08 (__TEXT,__text) external _container_client_get_euid
00007ff80b96cc8a (__TEXT,__text) external _container_client_get_persona_unique_string
00007ff80b96cea3 (__TEXT,__text) external _container_client_get_pid
00007ff80b96cc0a (__TEXT,__text) external _container_client_get_platform
00007ff80b96c038 (__TEXT,__text) external _container_client_initializer
00007ff80b96d01f (__TEXT,__text) external _container_client_is_alive
00007ff80b96d00a (__TEXT,__text) external _container_client_is_platform_binary
00007ff80b96cf23 (__TEXT,__text) external _container_client_is_sandboxed
00007ff80b96cff5 (__TEXT,__text) external _container_client_is_signature_valid
00007ff80b96cfe0 (__TEXT,__text) external _container_client_is_signed
00007ff80b96cfce (__TEXT,__text) external _container_client_is_test_client
00007ff80b96bedd (__TEXT,__text) external _container_codesign_copy_cdhash
00007ff80b96bc0b (__TEXT,__text) external _container_codesign_copy_cs_identity
00007ff80b96bd74 (__TEXT,__text) external _container_codesign_copy_cs_team_identifier
00007ff80b96bf6e (__TEXT,__text) external _container_codesign_copy_current_identifier
00007ff80b96bb68 (__TEXT,__text) external _container_codesign_get_self_audit_token
00007ff80b96bfb4 (__TEXT,__text) external _container_codesign_get_status
00007ff80b96d46a (__TEXT,__text) external _container_copy_client
00007ff80b98a1c5 (__TEXT,__text) external _container_copy_code_signing_info_for_identifier
00007ff80b98c137 (__TEXT,__text) external _container_copy_from_path
00007ff80b97e81b (__TEXT,__text) external _container_copy_info
00007ff80b988fb1 (__TEXT,__text) external _container_copy_info_value_for_key
00007ff80b97eee6 (__TEXT,__text) external _container_copy_object
00007ff80b97e52f (__TEXT,__text) external _container_copy_path
00007ff80b98bb19 (__TEXT,__text) external _container_copy_persona_unique_strings
00007ff80b97ed9c (__TEXT,__text) external _container_copy_sandbox_token
00007ff80b97f032 (__TEXT,__text) external _container_copy_unlocalized_description
00007ff80b97f17f (__TEXT,__text) external _container_create_merged_array
00007ff80b98658e (__TEXT,__text) external _container_create_or_lookup
00007ff80b98c71a (__TEXT,__text) external _container_create_or_lookup_app_group_path_by_app_group_identifier
00007ff80b987479 (__TEXT,__text) external _container_create_or_lookup_app_group_paths
00007ff80b987489 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_for_current_user
00007ff80b987574 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_for_platform
00007ff80b987814 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_from_entitlements
00007ff80b987828 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_from_entitlements_4ls
00007ff80b9865ad (__TEXT,__text) external _container_create_or_lookup_for_current_user
00007ff80b9866e2 (__TEXT,__text) external _container_create_or_lookup_for_platform
00007ff80b987807 (__TEXT,__text) external _container_create_or_lookup_group_container_paths_for_current_user
00007ff80b984f85 (__TEXT,__text) external _container_create_or_lookup_path
00007ff80b9850b0 (__TEXT,__text) external _container_create_or_lookup_path_for_current_user
00007ff80b9851e5 (__TEXT,__text) external _container_create_or_lookup_path_for_platform
00007ff80b986c59 (__TEXT,__text) external _container_create_or_lookup_system_group_paths
00007ff80b98b248 (__TEXT,__text) external _container_create_or_lookup_user_managed_assets_path
00007ff80b98b3be (__TEXT,__text) external _container_create_or_lookup_user_managed_assets_relative_path
00007ff80b988a0a (__TEXT,__text) external _container_delete
00007ff80b989f77 (__TEXT,__text) external _container_delete_all_container_content
00007ff80b989dbc (__TEXT,__text) external _container_delete_all_data_container_content
00007ff80b989dc9 (__TEXT,__text) external _container_delete_all_data_container_content_for_current_user
00007ff80b988b90 (__TEXT,__text) external _container_delete_array_of_containers
00007ff80b98b537 (__TEXT,__text) external _container_delete_user_managed_assets
00007ff80b988788 (__TEXT,__text) external _container_delete_with_class_and_identifier_for_current_user
00007ff80b988773 (__TEXT,__text) external _container_delete_with_uid_class_and_identifier
00007ff80b989a73 (__TEXT,__text) external _container_disk_usage
00007ff80b97dff3 (__TEXT,__text) external _container_disposition
00007ff80b97e08e (__TEXT,__text) external _container_disposition_for_array
00007ff80b976203 (__TEXT,__text) external _container_entitlements_copy_container_identifiers
00007ff80b969ecc (__TEXT,__text) external _container_error_copy
00007ff80b96a05e (__TEXT,__text) external _container_error_copy_unlocalized_description
00007ff80b969dbe (__TEXT,__text) external _container_error_create
00007ff80b969ee7 (__TEXT,__text) external _container_error_free
00007ff80b969eb9 (__TEXT,__text) external _container_error_get_category
00007ff80b969e9b (__TEXT,__text) external _container_error_get_path
00007ff80b969ec3 (__TEXT,__text) external _container_error_get_posix_errno
00007ff80b969ea5 (__TEXT,__text) external _container_error_get_type
00007ff80b969db6 (__TEXT,__text) external _container_error_is_fatal
00007ff80b96a11f (__TEXT,__text) external _container_error_is_file_system_error
00007ff80b969e1e (__TEXT,__text) external _container_error_reinitialize
00007ff80b98bd41 (__TEXT,__text) external _container_flush_container_cache
00007ff80b98bf27 (__TEXT,__text) external _container_flush_persona_cache
00007ff80b97efd8 (__TEXT,__text) external _container_free_array_of_containers
00007ff80b96d637 (__TEXT,__text) external _container_free_client
00007ff80b97efce (__TEXT,__text) external _container_free_object
00007ff80b96aa6c (__TEXT,__text) external _container_frozenset_copyout_external_bytes
00007ff80b96a3a8 (__TEXT,__text) external _container_frozenset_create
00007ff80b96aaa3 (__TEXT,__text) external _container_frozenset_create_from_external_bytes
00007ff80b96aa35 (__TEXT,__text) external _container_frozenset_destroy
00007ff80b96ad66 (__TEXT,__text) external _container_frozenset_enumerate_matches
00007ff80b96ab7a (__TEXT,__text) external _container_frozenset_get_container_class_of_container_at_index
00007ff80b96aaed (__TEXT,__text) external _container_frozenset_get_count
00007ff80b96aca6 (__TEXT,__text) external _container_frozenset_get_creator_of_container_at_index
00007ff80b96aafe (__TEXT,__text) external _container_frozenset_get_generation
00007ff80b96abba (__TEXT,__text) external _container_frozenset_get_identifier_of_container_at_index
00007ff80b96ab30 (__TEXT,__text) external _container_frozenset_get_is_new_of_container_at_index
00007ff80b96ab54 (__TEXT,__text) external _container_frozenset_get_is_transient_of_container_at_index
00007ff80b96ac2c (__TEXT,__text) external _container_frozenset_get_path_of_container_at_index
00007ff80b96abf2 (__TEXT,__text) external _container_frozenset_get_persona_unique_string_of_container_at_index
00007ff80b96ad20 (__TEXT,__text) external _container_frozenset_get_stored_string
00007ff80b96ab9e (__TEXT,__text) external _container_frozenset_get_uid_of_container_at_index
00007ff80b96ac69 (__TEXT,__text) external _container_frozenset_get_uma_relative_path_of_container_at_index
00007ff80b96ace3 (__TEXT,__text) external _container_frozenset_get_unique_path_component_of_container_at_index
00007ff80b96ab0f (__TEXT,__text) external _container_frozenset_get_uuid_of_container_at_index
00007ff80b96b5f8 (__TEXT,__text) external _container_fs_add_path_component
00007ff80b96b79c (__TEXT,__text) external _container_fs_append_trailing_slash
00007ff80b96b23b (__TEXT,__text) external _container_fs_item_exists
00007ff80b96b107 (__TEXT,__text) external _container_fs_item_exists_at
00007ff80b96b36a (__TEXT,__text) external _container_fs_load_plist_at
00007ff80b96b709 (__TEXT,__text) external _container_fs_path_at
00007ff80b96b677 (__TEXT,__text) external _container_fs_resolve_dirent_type_at
00007ff80b987d19 (__TEXT,__text) external _container_get_all_with_class
00007ff80b987d2e (__TEXT,__text) external _container_get_all_with_class_for_current_user
00007ff80b97e068 (__TEXT,__text) external _container_get_class
00007ff80b97e51c (__TEXT,__text) external _container_get_creator_codesign_identifier
00007ff80b96a0fd (__TEXT,__text) external _container_get_error_description
00007ff80b97e4c6 (__TEXT,__text) external _container_get_identifier
00007ff80b97eab8 (__TEXT,__text) external _container_get_info
00007ff80b97eba2 (__TEXT,__text) external _container_get_info_value_for_key
00007ff80b97e4f6 (__TEXT,__text) external _container_get_path
00007ff80b97e4e3 (__TEXT,__text) external _container_get_persona_unique_string
00007ff80b97e07b (__TEXT,__text) external _container_get_uid
00007ff80b97e4d9 (__TEXT,__text) external _container_get_unique_path_component
00007ff80b97e509 (__TEXT,__text) external _container_get_user_managed_assets_relative_path
00007ff8436b4c00 (__DATA,__bss) non-external _container_global_sandbox_extension_per_persona_lock
00007ff80b987ae5 (__TEXT,__text) external _container_group_container_identifiers_for_current_user
00007ff80b979211 (__TEXT,__text) external _container_internal_get_first_boot_uuid
00007ff8436b4838 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.length
00007ff8436b4840 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.once
00007ff8436b4830 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.uuid
00007ff80b98a407 (__TEXT,__text) external _container_invalidate_code_signing_cache
00007ff80b97f2f1 (__TEXT,__text) external _container_is_equal
00007ff80b97ed48 (__TEXT,__text) external _container_is_new
00007ff80b97e7f5 (__TEXT,__text) external _container_is_transient
00007ff80b97912d (__TEXT,__text) external _container_log_client_fault_logging_is_enabled
00007ff80b9799c3 (__TEXT,__text) external _container_log_error
00007ff80b97a7c6 (__TEXT,__text) external _container_log_error_with_faults
00007ff80b97a16c (__TEXT,__text) external _container_log_ext_error
00007ff80b97a7da (__TEXT,__text) external _container_log_ext_error_with_faults
00007ff80b97976c (__TEXT,__text) external _container_log_handle_for_category
00007ff8436b4850 (__DATA,__bss) non-external _container_log_handle_for_category.logHandles
00007ff8436b4908 (__DATA,__bss) non-external _container_log_handle_for_category.onceToken
00007ff80b97abf9 (__TEXT,__text) external _container_log_replication_disable
00007ff80b97a7ee (__TEXT,__text) external _container_log_replication_enable_to_uid_relative_path
00007ff80b97ac0c (__TEXT,__text) external _container_log_replication_prune_for_uid
00007ff80b979139 (__TEXT,__text) external _container_log_set_client_fault_logging
00007ff80b9804d3 (__TEXT,__text) external _container_object_copy
00007ff80b980119 (__TEXT,__text) external _container_object_create
00007ff80b98029a (__TEXT,__text) external _container_object_create_blank
00007ff80b9802b8 (__TEXT,__text) external _container_object_free
00007ff80b980699 (__TEXT,__text) external _container_object_get_class
00007ff80b9808b2 (__TEXT,__text) external _container_object_get_creator_codesign_identifier
00007ff80b98065d (__TEXT,__text) external _container_object_get_identifier
00007ff80b980bad (__TEXT,__text) external _container_object_get_info
00007ff80b980728 (__TEXT,__text) external _container_object_get_path
00007ff80b9807a0 (__TEXT,__text) external _container_object_get_persona_unique_string
00007ff80b980c03 (__TEXT,__text) external _container_object_get_query
00007ff80b980bd8 (__TEXT,__text) external _container_object_get_sandbox_token
00007ff80b9806e2 (__TEXT,__text) external _container_object_get_uid
00007ff80b980764 (__TEXT,__text) external _container_object_get_unique_path_component
00007ff80b980876 (__TEXT,__text) external _container_object_get_user_managed_assets_relative_path
00007ff80b980616 (__TEXT,__text) external _container_object_get_uuid
00007ff80b9807dc (__TEXT,__text) external _container_object_is_new
00007ff80b980828 (__TEXT,__text) external _container_object_is_transient
00007ff80b9808ee (__TEXT,__text) external _container_object_sandbox_extension_activate
00007ff80b980fce (__TEXT,__text) external _container_object_set_backing_store_from_query
00007ff80b980c0d (__TEXT,__text) external _container_object_set_class
00007ff80b980f81 (__TEXT,__text) external _container_object_set_creator_codesign_identifier
00007ff80b980e4f (__TEXT,__text) external _container_object_set_info
00007ff80b980ef9 (__TEXT,__text) external _container_object_set_is_new
00007ff80b980db5 (__TEXT,__text) external _container_object_set_path
00007ff80b980e89 (__TEXT,__text) external _container_object_set_sandbox_token
00007ff80b980edf (__TEXT,__text) external _container_object_set_transient
00007ff80b980e02 (__TEXT,__text) external _container_object_set_unique_path_component
00007ff80b980f34 (__TEXT,__text) external _container_object_set_user_managed_assets_relative_path
00007ff80b980f13 (__TEXT,__text) external _container_object_set_uuid
00007ff80b97e123 (__TEXT,__text) external _container_object_update_metadata
00007ff80b971f72 (__TEXT,__text) external _container_operation_complete_background_tasks
00007ff80b971300 (__TEXT,__text) external _container_operation_delete
00007ff80b9714c7 (__TEXT,__text) external _container_operation_delete_array
00007ff80b971bfd (__TEXT,__text) external _container_operation_delete_reclaim_disk_space
00007ff80b96d700 (__TEXT,__text) external _container_paths_context_create
00007ff80b96dcb4 (__TEXT,__text) external _container_paths_context_free
00007ff80b96d777 (__TEXT,__text) external _container_paths_context_set_class
00007ff80b96d972 (__TEXT,__text) external _container_paths_context_set_flags
00007ff80b96da71 (__TEXT,__text) external _container_paths_context_set_persona_unique_string
00007ff80b96d875 (__TEXT,__text) external _container_paths_context_set_transient
00007ff80b96dbb8 (__TEXT,__text) external _container_paths_context_set_uid
00007ff80b96e050 (__TEXT,__text) external _container_paths_copy_container_at
00007ff80b96dd20 (__TEXT,__text) external _container_paths_copy_container_from_path
00007ff80b98d978 (__TEXT,__const) non-external _container_paths_copy_container_from_path.data_dir
00007ff80b96fbc1 (__TEXT,__text) external _container_paths_copy_container_root_path_for_context
00007ff80b97098d (__TEXT,__text) external _container_paths_copy_uid_home_relative
00007ff80b9702d0 (__TEXT,__text) external _container_paths_create_uid_home_relative
00007ff80b96e6f2 (__TEXT,__text) external _container_paths_enumerate_containers_at
00007ff80b983e6b (__TEXT,__text) external _container_perfect_hash_copyout_external_bytes
00007ff80b983eec (__TEXT,__text) external _container_perfect_hash_count
00007ff80b982bab (__TEXT,__text) external _container_perfect_hash_create
00007ff80b983ea2 (__TEXT,__text) external _container_perfect_hash_create_from_external_bytes
00007ff80b983e34 (__TEXT,__text) external _container_perfect_hash_destroy
00007ff80b983f36 (__TEXT,__text) external _container_perfect_hash_index_of
00007ff80b983ef5 (__TEXT,__text) external _container_perfect_hash_num_indexes
00007ff80b98a82a (__TEXT,__text) external _container_perform_data_migration
00007ff80b98aa41 (__TEXT,__text) external _container_perform_data_migration_for_current_user
00007ff80b98c0a5 (__TEXT,__text) external _container_perform_with_client_context
00007ff80b9794cb (__TEXT,__text) external _container_persona_collect_all_ids
00007ff80b97970c (__TEXT,__text) external _container_persona_convert_unique_string_to_persona_uid
00007ff80b9795fd (__TEXT,__text) external _container_persona_foreach
00007ff80b989843 (__TEXT,__text) external _container_process_restored_container
00007ff80b984c32 (__TEXT,__text) external _container_pwd_copy_user_home_path
00007ff80b9846e8 (__TEXT,__text) external _container_pwd_for_name
00007ff80b984a35 (__TEXT,__text) external _container_pwd_for_uid
00007ff80b97db94 (__TEXT,__text) external _container_query_copy
00007ff80b97c39e (__TEXT,__text) external _container_query_count_results
00007ff80b97ac96 (__TEXT,__text) external _container_query_create
00007ff80b97acf7 (__TEXT,__text) external _container_query_create_from_container
00007ff80b97deb7 (__TEXT,__text) external _container_query_free
00007ff80b97db7f (__TEXT,__text) external _container_query_get_last_error
00007ff80b97d2f2 (__TEXT,__text) external _container_query_get_single_result
00007ff80b97d0a1 (__TEXT,__text) external _container_query_iterate_results_sync
00007ff80b97d51d (__TEXT,__text) external _container_query_iterate_results_with_identifier_sync
00007ff80b97d7a9 (__TEXT,__text) external _container_query_iterate_results_with_subquery_sync
00007ff80b97c224 (__TEXT,__text) external _container_query_operation_set_client
00007ff80b97c0c0 (__TEXT,__text) external _container_query_operation_set_flags
00007ff80b97bf5c (__TEXT,__text) external _container_query_operation_set_platform
00007ff80b97af9c (__TEXT,__text) external _container_query_set_class
00007ff80b97bafc (__TEXT,__text) external _container_query_set_group_identifiers
00007ff80b97b19a (__TEXT,__text) external _container_query_set_identifiers
00007ff80b97bdf4 (__TEXT,__text) external _container_query_set_include_other_owners
00007ff80b97b5fa (__TEXT,__text) external _container_query_set_persona_unique_string
00007ff80b97b82a (__TEXT,__text) external _container_query_set_transient
00007ff80b97b492 (__TEXT,__text) external _container_query_set_uid
00007ff80b96b4bb (__TEXT,__text) external _container_realpath
00007ff80b96b4d3 (__TEXT,__text) external _container_realpathat
00007ff80b9892a7 (__TEXT,__text) external _container_recreate_structure
00007ff80b973c75 (__TEXT,__text) external _container_references_add
00007ff80b9733de (__TEXT,__text) external _container_references_create
00007ff80b973bd3 (__TEXT,__text) external _container_references_free
00007ff80b9755fa (__TEXT,__text) external _container_references_get_last_error
00007ff80b975446 (__TEXT,__text) external _container_references_iterate_by_group_sync
00007ff80b9748c9 (__TEXT,__text) external _container_references_iterate_by_owner_sync
00007ff80b973ab2 (__TEXT,__text) external _container_references_operation_set_flags
00007ff80b97471e (__TEXT,__text) external _container_references_remove
00007ff80b973431 (__TEXT,__text) external _container_references_set_class
00007ff80b973887 (__TEXT,__text) external _container_references_set_persona_unique_string
00007ff80b973765 (__TEXT,__text) external _container_references_set_uid
00007ff80b9894d7 (__TEXT,__text) external _container_regenerate_uuid
00007ff80b98d0dd (__TEXT,__text) external _container_repair_user_data
00007ff80b987ee5 (__TEXT,__text) external _container_replace
00007ff80b96b7cd (__TEXT,__text) external _container_retry_test
00007ff80b97fc14 (__TEXT,__text) external _container_sandbox_extension_consume
00007ff80b97f42c (__TEXT,__text) external _container_sandbox_extension_revoke
00007ff80b97ffe9 (__TEXT,__text) external _container_sandbox_issue_custom_extension
00007ff80b97ffcf (__TEXT,__text) external _container_sandbox_issue_extension
00007ff80b97ac3e (__TEXT,__text) external _container_seam_fs_ensure_lazy_loaded
00007ff8436b4bf8 (__DATA,__bss) non-external _container_seam_fs_ensure_lazy_loaded.once
00007ff80b97ac82 (__TEXT,__text) external _container_seam_fs_reset
00007ff80b97ac12 (__TEXT,__text) external _container_seam_fs_set_common
00007ff80b970d6b (__TEXT,__text) external _container_serialize_copy_deserialized_reference
00007ff80b970b7f (__TEXT,__text) external _container_serialize_copy_serialized_reference
00007ff80b988578 (__TEXT,__text) external _container_set_code_signing_info_for_identifier
00007ff80b98a5dc (__TEXT,__text) external _container_set_data_protection_for_current_user
00007ff80b988d2a (__TEXT,__text) external _container_set_info_value
00007ff80b96b9ac (__TEXT,__text) external _container_set_test_lock
00007ff80b98ab89 (__TEXT,__text) external _container_stage_shared_system_content
00007ff80b9822f1 (__TEXT,__text) external _container_string_rom_copyout_external_bytes
00007ff80b982372 (__TEXT,__text) external _container_string_rom_count
00007ff80b981378 (__TEXT,__text) external _container_string_rom_create
00007ff80b982328 (__TEXT,__text) external _container_string_rom_create_from_external_bytes
00007ff80b9822ba (__TEXT,__text) external _container_string_rom_destroy
00007ff80b982646 (__TEXT,__text) external _container_string_rom_index_of
00007ff80b982383 (__TEXT,__text) external _container_string_rom_string_at_index
00007ff80b98b74d (__TEXT,__text) external _container_subdirectories_for_class
00007ff80b986a76 (__TEXT,__text) external _container_system_group_path_for_identifier
00007ff80b9868ad (__TEXT,__text) external _container_system_path_for_identifier
00007ff80b96b7d9 (__TEXT,__text) external _container_test_set_locks_and_restart
00007ff80b976a82 (__TEXT,__text) external _container_traverse_directory
00007ff80b978fa3 (__TEXT,__text) external _container_traverse_node_copy
00007ff80b978e5e (__TEXT,__text) external _container_traverse_node_copy_unlocalized_description
00007ff80b979080 (__TEXT,__text) external _container_traverse_node_free
00007ff80b9783b6 (__TEXT,__text) external _container_traverse_node_get_depth_from_origin
00007ff80b978233 (__TEXT,__text) external _container_traverse_node_get_name
00007ff80b978733 (__TEXT,__text) external _container_traverse_node_get_optional_alloc_size
00007ff80b9788a2 (__TEXT,__text) external _container_traverse_node_get_optional_dp_class
00007ff80b978684 (__TEXT,__text) external _container_traverse_node_get_optional_file_id
00007ff80b9787f2 (__TEXT,__text) external _container_traverse_node_get_optional_flags
00007ff80b978a18 (__TEXT,__text) external _container_traverse_node_get_optional_gid
00007ff80b978ad3 (__TEXT,__text) external _container_traverse_node_get_optional_link_count
00007ff80b978c3d (__TEXT,__text) external _container_traverse_node_get_optional_mode
00007ff80b978da6 (__TEXT,__text) external _container_traverse_node_get_optional_parent_fd
00007ff80b97895d (__TEXT,__text) external _container_traverse_node_get_optional_uid
00007ff80b978168 (__TEXT,__text) external _container_traverse_node_get_path
00007ff80b9782fe (__TEXT,__text) external _container_traverse_node_get_subordinate_count
00007ff80b97846b (__TEXT,__text) external _container_traverse_node_is_directory
00007ff80b9785d1 (__TEXT,__text) external _container_traverse_node_is_regular_file
00007ff80b97851e (__TEXT,__text) external _container_traverse_node_is_symlink
00007ff80b978cf3 (__TEXT,__text) external _container_traverse_node_optional_has_acl
00007ff80b97e2fb (__TEXT,__text) external _container_update_with_container
00007ff80b98ae15 (__TEXT,__text) external _container_user_managed_assets_path
00007ff80b98b0e8 (__TEXT,__text) external _container_user_managed_assets_relative_path
00007ff80b979146 (__TEXT,__text) external _container_xpc_connection_is_shared
00007ff80b9728e7 (__TEXT,__text) external _container_xpc_create_connection
00007ff80b9695d6 (__TEXT,__text) external _container_xpc_decode_container_object
00007ff80b96994b (__TEXT,__text) external _container_xpc_decode_create_container_object_array
00007ff80b969c3e (__TEXT,__text) external _container_xpc_decode_error
00007ff80b969244 (__TEXT,__text) external _container_xpc_encode_client_onto_message
00007ff80b969569 (__TEXT,__text) external _container_xpc_encode_container_array
00007ff80b969350 (__TEXT,__text) external _container_xpc_encode_container_as_object
