00007ffa14961584 (__TEXT,__text) non-external +[Cube initialize]
00007ffa147b0dfb (__TEXT,__text) non-external -[MREffect timeForNextChapterAfterTime:]
00007ffa147b0e04 (__TEXT,__text) non-external -[MREffect timeForPreviousChapterBeforeTime:]
00007ffa147b12c2 (__TEXT,__text) non-external -[MREffect unload]
00007ffa147b0e50 (__TEXT,__text) non-external -[MREffect updatePanoramaPanningForElementID:withDelta:]
00007ffa147b0ece (__TEXT,__text) non-external -[MREffect valueForPanoramaPanningForElementID:value:minValue:maxValue:]
00007ffa147b1883 (__TEXT,__text) non-external -[MREffect(DynamicExpansionSupport) firstSlideIndexStillNeededAtTime:]
00007ffa147b1893 (__TEXT,__text) non-external -[MREffect(DynamicExpansionSupport) needsMoreSlidesAtTime:]
00007ffa147b1873 (__TEXT,__text) non-external -[MREffect(DynamicExpansionSupport) supportsDynamicExpansion]
00007ffa147b187b (__TEXT,__text) non-external -[MREffect(DynamicExpansionSupport) typicalSlideBatchSize]
00007ffa147b18b6 (__TEXT,__text) non-external -[MREffect(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa147b18bc (__TEXT,__text) non-external -[MREffect(MRLoadable) _unload]
00007ffa147b1bd3 (__TEXT,__text) non-external -[MREffectBackgroundImage _cleanup]
00007ffa147b2493 (__TEXT,__text) non-external -[MREffectBackgroundImage assetPath]
00007ffa147b18d0 (__TEXT,__text) non-external -[MREffectBackgroundImage initWithEffectID:]
00007ffa147b1cbc (__TEXT,__text) non-external -[MREffectBackgroundImage prerenderForTime:inContext:withArguments:]
00007ffa147b1d38 (__TEXT,__text) non-external -[MREffectBackgroundImage renderAtTime:inContext:withArguments:]
00007ffa147b24b9 (__TEXT,__text) non-external -[MREffectBackgroundImage setAssetPath:]
00007ffa147b1c2f (__TEXT,__text) non-external -[MREffectBackgroundImage setPixelSize:]
00007ffa147b24dd (__TEXT,__text) non-external -[MREffectBackgroundImage(MRLoadable) _unload]
00007ffa14969ef5 (__TEXT,__text) non-external -[MREffectCAML _addValue:toKeyframe:inDict:forKey:]
00007ffa14969fa2 (__TEXT,__text) non-external -[MREffectCAML _animationsForTransformAnimation:inContext:]
00007ffa14967cd6 (__TEXT,__text) non-external -[MREffectCAML _cleanup]
00007ffa14968100 (__TEXT,__text) non-external -[MREffectCAML createLayer:inArray:parentSize:parentOrigin:inContext:]
00007ffa14967be2 (__TEXT,__text) non-external -[MREffectCAML initWithEffectID:]
00007ffa14967e5c (__TEXT,__text) non-external -[MREffectCAML isLoadedForTime:]
00007ffa14967fa8 (__TEXT,__text) non-external -[MREffectCAML prerenderForTime:inContext:withArguments:]
00007ffa1496af9c (__TEXT,__text) non-external -[MREffectCAML renderAtTime:inContext:withArguments:]
00007ffa1496b06d (__TEXT,__text) non-external -[MREffectCAML renderLayer:atTime:inContext:arguments:offset:aspectRatio:withCurrentState:]
00007ffa1496c4dc (__TEXT,__text) non-external -[MREffectCAML(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa1496c9e3 (__TEXT,__text) non-external -[MREffectCAML(MRLoadable) _unload]
00007ffa14923e6a (__TEXT,__text) non-external -[MREffectCalendar init]
00007ffa14924732 (__TEXT,__text) non-external -[MREffectCalendar isLoadedForTime:]
00007ffa149247b4 (__TEXT,__text) non-external -[MREffectCalendar prerenderForTime:inContext:withArguments:]
00007ffa149247f2 (__TEXT,__text) non-external -[MREffectCalendar renderAtTime:inContext:withArguments:]
00007ffa14923e99 (__TEXT,__text) non-external -[MREffectCalendar setAttributes:]
00007ffa14924afd (__TEXT,__text) non-external -[MREffectCalendar(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa14924cd2 (__TEXT,__text) non-external -[MREffectCalendar(MRLoadable) _unload]
00007ffa149017f6 (__TEXT,__text) non-external -[MREffectCoverCascade _applyTimingToSlideProviders]
00007ffa149027b0 (__TEXT,__text) non-external -[MREffectCoverCascade _buildNumberOfSlideStories:withSlideRange:]
00007ffa149052f6 (__TEXT,__text) non-external -[MREffectCoverCascade _cleanup]
00007ffa149052ce (__TEXT,__text) non-external -[MREffectCoverCascade _unload]
00007ffa14901722 (__TEXT,__text) non-external -[MREffectCoverCascade appendSlideInformation:andTextInformation:]
00007ffa149016b2 (__TEXT,__text) non-external -[MREffectCoverCascade displayTimeForSlideAtIndex:]
00007ffa14901710 (__TEXT,__text) non-external -[MREffectCoverCascade displayTimeForTextAtIndex:]
00007ffa14901719 (__TEXT,__text) non-external -[MREffectCoverCascade lowestDisplayTime]
00007ffa149036b8 (__TEXT,__text) non-external -[MREffectCoverCascade prerenderForTime:inContext:withArguments:]
00007ffa14903798 (__TEXT,__text) non-external -[MREffectCoverCascade renderAtTime:inContext:withArguments:]
00007ffa14901bf5 (__TEXT,__text) non-external -[MREffectCoverCascade setPhaseInDuration:mainDuration:phaseOutDuration:]
00007ffa1490165c (__TEXT,__text) non-external -[MREffectCoverCascade showDurationForSlideAtIndex:]
00007ffa14901610 (__TEXT,__text) non-external -[MREffectCoverCascade showTimeForSlideAtIndex:]
00007ffa14905371 (__TEXT,__text) non-external -[MREffectCoverCascade(DynamicExpansionSupport) firstSlideIndexStillNeededAtTime:]
00007ffa14905519 (__TEXT,__text) non-external -[MREffectCoverCascade(DynamicExpansionSupport) setMultiImageSlideRange:]
00007ffa14905334 (__TEXT,__text) non-external -[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansion]
00007ffa1490533f (__TEXT,__text) non-external -[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSize]
00007ffa14901488 (__TEXT,__text) non-external -[MREffectCoverCascadeEvent initWithRelativeX:relativeY:type:relativeStartTime:andDuration:]
00007ffa14901445 (__TEXT,__text) non-external -[MREffectCoverCascadeSlideStory dealloc]
00007ffa1490138c (__TEXT,__text) non-external -[MREffectCoverCascadeSlideStory initWithSlideIndex:x:y:birthType:birthStart:birthDuration:]
00007ffa1494a118 (__TEXT,__text) non-external -[MREffectDateline _addTextImage:forKey:inDictionary:]
00007ffa1493b8d4 (__TEXT,__text) non-external -[MREffectDateline _aspectRatioForSlideIndex:]
00007ffa1493b176 (__TEXT,__text) non-external -[MREffectDateline _calculateDurations:slideInformation:aspectRatio:]
00007ffa149397d5 (__TEXT,__text) non-external -[MREffectDateline _calculateMainDurationWithAttributes:]
00007ffa1493dce1 (__TEXT,__text) non-external -[MREffectDateline _chapterIndexForTime:]
00007ffa1493af66 (__TEXT,__text) non-external -[MREffectDateline _chapterRangeForSlide:startIndex:endIndex:]
00007ffa1494986f (__TEXT,__text) non-external -[MREffectDateline _cleanUpDictionary:]
00007ffa14937dbd (__TEXT,__text) non-external -[MREffectDateline _cleanup]
00007ffa1493e37a (__TEXT,__text) non-external -[MREffectDateline _currentItemForChapter:atTime:forDuration:fromTime:]
00007ffa1494805d (__TEXT,__text) non-external -[MREffectDateline _drawChapterDateSwitch:to:progress:time:arguments:context:]
00007ffa14942927 (__TEXT,__text) non-external -[MREffectDateline _drawGrayChapters:time:arguments:showInfo:startProgress:titleEnd:titleToChapter:drawPhotos:startIndex:exit:isExiting:chapterIntro:chapterProgress:]
00007ffa1493b784 (__TEXT,__text) non-external -[MREffectDateline _isMovieForSlideAtIndex:]
00007ffa1494b3c6 (__TEXT,__text) non-external -[MREffectDateline _loadDateForChapter:context:]
00007ffa1494a800 (__TEXT,__text) non-external -[MREffectDateline _loadTextForChapter:context:]
00007ffa1493b82c (__TEXT,__text) non-external -[MREffectDateline _movieDurationForSlideAtIndex:]
00007ffa1493da7f (__TEXT,__text) non-external -[MREffectDateline _offsetForChapterIndex:layoutIndex:aspectRatio:]
00007ffa14949a5e (__TEXT,__text) non-external -[MREffectDateline _retainedByUserTextImageForString:string2:type:inContext:firstLine:lastLine:]
00007ffa14949a30 (__TEXT,__text) non-external -[MREffectDateline _retainedByUserTextImageForString:type:inContext:]
00007ffa1493af5a (__TEXT,__text) non-external -[MREffectDateline _sizeForBreakAspectRatio:size:inContext:]
00007ffa1493ded0 (__TEXT,__text) non-external -[MREffectDateline _startTimeForChapter:]
00007ffa1493e04c (__TEXT,__text) non-external -[MREffectDateline _startTimeForSlideIndex:inChapter:]
00007ffa1494a638 (__TEXT,__text) non-external -[MREffectDateline _unloadTextForChapter:]
00007ffa14939418 (__TEXT,__text) non-external -[MREffectDateline _updateIndiciesWithAttributes:]
00007ffa1493a30a (__TEXT,__text) non-external -[MREffectDateline _updateSlideProviders:context:renderArguments:]
00007ffa1493da60 (__TEXT,__text) non-external -[MREffectDateline _weatherStringForCondition:]
00007ffa1494a15d (__TEXT,__text) non-external -[MREffectDateline beginMorphingToAspectRatio:withDuration:]
00007ffa14939c2a (__TEXT,__text) non-external -[MREffectDateline displayTimeForSlideAtIndex:]
00007ffa14939ea4 (__TEXT,__text) non-external -[MREffectDateline displayTimeForTextAtIndex:]
00007ffa149495fd (__TEXT,__text) non-external -[MREffectDateline elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1494a3d0 (__TEXT,__text) non-external -[MREffectDateline endMorphing]
00007ffa1494c527 (__TEXT,__text) non-external -[MREffectDateline getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa14949821 (__TEXT,__text) non-external -[MREffectDateline getVerticesCoordinates:withMatrix:forElement:]
00007ffa1494bd12 (__TEXT,__text) non-external -[MREffectDateline hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa1493795f (__TEXT,__text) non-external -[MREffectDateline initWithEffectID:]
00007ffa1494c1cb (__TEXT,__text) non-external -[MREffectDateline interestingTimeForElement:]
00007ffa1494beae (__TEXT,__text) non-external -[MREffectDateline interestingTimeForTime:]
00007ffa14939ead (__TEXT,__text) non-external -[MREffectDateline isLoadedForTime:]
00007ffa14939c21 (__TEXT,__text) non-external -[MREffectDateline lowestDisplayTime]
00007ffa1493b9d1 (__TEXT,__text) non-external -[MREffectDateline prerenderForTime:inContext:withArguments:]
00007ffa1493e6ef (__TEXT,__text) non-external -[MREffectDateline renderAtTime:inContext:withArguments:]
00007ffa1493a275 (__TEXT,__text) non-external -[MREffectDateline setAttributes:]
00007ffa1493873e (__TEXT,__text) non-external -[MREffectDateline setPixelSize:]
00007ffa14939a5c (__TEXT,__text) non-external -[MREffectDateline showDurationForSlideAtIndex:]
00007ffa1493995b (__TEXT,__text) non-external -[MREffectDateline showTimeForSlideAtIndex:]
00007ffa1494c7c2 (__TEXT,__text) non-external -[MREffectDateline supportsChapters]
00007ffa1494c7cd (__TEXT,__text) non-external -[MREffectDateline timeForNextChapterAfterTime:]
00007ffa1494c84b (__TEXT,__text) non-external -[MREffectDateline timeForPreviousChapterBeforeTime:]
00007ffa1494c8d7 (__TEXT,__text) non-external -[MREffectDateline(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa1494cd57 (__TEXT,__text) non-external -[MREffectDateline(MRLoadable) _maxLinesForTextElement:]
00007ffa1494cd3c (__TEXT,__text) non-external -[MREffectDateline(MRLoadable) _maxSizeForTextElement:]
00007ffa1494cd62 (__TEXT,__text) non-external -[MREffectDateline(MRLoadable) _unload]
00007ffa1497a4eb (__TEXT,__text) non-external -[MREffectDotProgress isNative3D]
00007ffa1497a4f6 (__TEXT,__text) non-external -[MREffectDotProgress prerenderForTime:inContext:withArguments:]
00007ffa1497a4fe (__TEXT,__text) non-external -[MREffectDotProgress renderAtTime:inContext:withArguments:]
00007ffa1497a425 (__TEXT,__text) non-external -[MREffectDotProgress setAttributes:]
00007ffa1491ca35 (__TEXT,__text) non-external -[MREffectFilmStrip _cleanup]
00007ffa1491cc25 (__TEXT,__text) non-external -[MREffectFilmStrip elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1491ce49 (__TEXT,__text) non-external -[MREffectFilmStrip getVerticesCoordinates:withMatrix:forElement:]
00007ffa1491c9e2 (__TEXT,__text) non-external -[MREffectFilmStrip initWithEffectID:]
00007ffa1491ca5d (__TEXT,__text) non-external -[MREffectFilmStrip renderAtTime:inContext:withArguments:]
00007ffa1491ce97 (__TEXT,__text) non-external -[MREffectFilmStrip(MRLoadable) _unload]
00007ffa148fc761 (__TEXT,__text) non-external -[MREffectFlipup _applySizeScripts:]
00007ffa148fbfd6 (__TEXT,__text) non-external -[MREffectFlipup _applyTimingToSlideProviders]
00007ffa148fc32e (__TEXT,__text) non-external -[MREffectFlipup _aspectRatioForSlideIndex:]
00007ffa148fb7de (__TEXT,__text) non-external -[MREffectFlipup _cleanup]
00007ffa148fbae1 (__TEXT,__text) non-external -[MREffectFlipup _durationForEffect:]
00007ffa148fbe20 (__TEXT,__text) non-external -[MREffectFlipup _isMovieForSlideAtIndex:slideInformation:]
00007ffa148fcfbf (__TEXT,__text) non-external -[MREffectFlipup _iterationForTime:]
00007ffa148fbeda (__TEXT,__text) non-external -[MREffectFlipup _movieDurationForSlideAtIndex:slideInformation:]
00007ffa148fbb57 (__TEXT,__text) non-external -[MREffectFlipup _setupForSlideInformation:aspectRatio:]
00007ffa148fcf96 (__TEXT,__text) non-external -[MREffectFlipup _startTimeForIteration:]
00007ffa148fc272 (__TEXT,__text) non-external -[MREffectFlipup displayTimeForSlideAtIndex:]
00007ffa148fc307 (__TEXT,__text) non-external -[MREffectFlipup displayTimeForTextAtIndex:]
00007ffa148ff155 (__TEXT,__text) non-external -[MREffectFlipup elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa148ff3c7 (__TEXT,__text) non-external -[MREffectFlipup getCurrentCenter:scale:rotation:isMain:forElement:]
00007ffa148ff747 (__TEXT,__text) non-external -[MREffectFlipup getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa148ff379 (__TEXT,__text) non-external -[MREffectFlipup getVerticesCoordinates:withMatrix:forElement:]
00007ffa148ff4b9 (__TEXT,__text) non-external -[MREffectFlipup hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa148fb68e (__TEXT,__text) non-external -[MREffectFlipup initWithEffectID:]
00007ffa148ff6c6 (__TEXT,__text) non-external -[MREffectFlipup interestingTimeForElement:]
00007ffa148ff628 (__TEXT,__text) non-external -[MREffectFlipup interestingTimeForTime:]
00007ffa148fceda (__TEXT,__text) non-external -[MREffectFlipup isLoadedForTime:]
00007ffa148fca22 (__TEXT,__text) non-external -[MREffectFlipup loadPositions]
00007ffa148fc325 (__TEXT,__text) non-external -[MREffectFlipup lowestDisplayTime]
00007ffa148fc3f7 (__TEXT,__text) non-external -[MREffectFlipup prerenderForTime:inContext:withArguments:]
00007ffa148fb974 (__TEXT,__text) non-external -[MREffectFlipup releaseByEffectLayer:]
00007ffa148fd092 (__TEXT,__text) non-external -[MREffectFlipup renderAtTime:inContext:withArguments:]
00007ffa148fb863 (__TEXT,__text) non-external -[MREffectFlipup setAttributes:]
00007ffa148fbf95 (__TEXT,__text) non-external -[MREffectFlipup setPhaseInDuration:mainDuration:phaseOutDuration:]
00007ffa148fb8f8 (__TEXT,__text) non-external -[MREffectFlipup setPixelSize:]
00007ffa148fc1c9 (__TEXT,__text) non-external -[MREffectFlipup showDurationForSlideAtIndex:]
00007ffa148fc153 (__TEXT,__text) non-external -[MREffectFlipup showTimeForSlideAtIndex:]
00007ffa148ff952 (__TEXT,__text) non-external -[MREffectFlipup(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa148ffc75 (__TEXT,__text) non-external -[MREffectFlipup(MRLoadable) _maxLinesForTextElement:]
00007ffa148ffc54 (__TEXT,__text) non-external -[MREffectFlipup(MRLoadable) _maxSizeForTextElement:]
00007ffa148ffcde (__TEXT,__text) non-external -[MREffectFlipup(MRLoadable) _unload]
00007ffa14829bc1 (__TEXT,__text) non-external -[MREffectFlipupBackground _cleanup]
00007ffa14829ae4 (__TEXT,__text) non-external -[MREffectFlipupBackground initWithEffectID:]
00007ffa14829c57 (__TEXT,__text) non-external -[MREffectFlipupBackground isLoadedForTime:]
00007ffa14829c74 (__TEXT,__text) non-external -[MREffectFlipupBackground prerenderForTime:inContext:withArguments:]
00007ffa14829d0f (__TEXT,__text) non-external -[MREffectFlipupBackground renderAtTime:inContext:withArguments:]
00007ffa14829ce0 (__TEXT,__text) non-external -[MREffectFlipupBackground setAttributes:]
00007ffa14829bfa (__TEXT,__text) non-external -[MREffectFlipupBackground setPixelSize:]
00007ffa14829df9 (__TEXT,__text) non-external -[MREffectFlipupBackground(MRLoadable) _unload]
00007ffa1494e14e (__TEXT,__text) non-external -[MREffectFloating _applySizeScript]
00007ffa1494e6d2 (__TEXT,__text) non-external -[MREffectFloating _applyTimingToSlideProviders]
00007ffa1494ecbd (__TEXT,__text) non-external -[MREffectFloating _bestTimeInfoFor:time:start:end:]
00007ffa1494d982 (__TEXT,__text) non-external -[MREffectFloating _cleanup]
00007ffa1494de51 (__TEXT,__text) non-external -[MREffectFloating _mainDurationForImageCount:]
00007ffa1494f5b7 (__TEXT,__text) non-external -[MREffectFloating _orderImages]
00007ffa14951781 (__TEXT,__text) non-external -[MREffectFloating _rotationForRelative:directionFactor:]
00007ffa149516ac (__TEXT,__text) non-external -[MREffectFloating _zTranslationForRelativeTime:]
00007ffa1494e0c6 (__TEXT,__text) non-external -[MREffectFloating appendSlideInformation:andTextInformation:]
00007ffa1494f560 (__TEXT,__text) non-external -[MREffectFloating displayTimeForSlideAtIndex:]
00007ffa1494f5ae (__TEXT,__text) non-external -[MREffectFloating displayTimeForTextAtIndex:]
00007ffa1494da6a (__TEXT,__text) non-external -[MREffectFloating firstSlideIndexStillNeededAtTime:]
00007ffa1494d8c7 (__TEXT,__text) non-external -[MREffectFloating initWithEffectID:]
00007ffa1494de05 (__TEXT,__text) non-external -[MREffectFloating isOpaque]
00007ffa1494f541 (__TEXT,__text) non-external -[MREffectFloating lowestDisplayTime]
00007ffa1494e0b5 (__TEXT,__text) non-external -[MREffectFloating needsMoreSlidesAtTime:]
00007ffa1494f850 (__TEXT,__text) non-external -[MREffectFloating prerenderForTime:inContext:withArguments:]
00007ffa1494f9d9 (__TEXT,__text) non-external -[MREffectFloating renderAtTime:inContext:withArguments:]
00007ffa1494dea8 (__TEXT,__text) non-external -[MREffectFloating setMultiImageSlideRange:]
00007ffa1494e11f (__TEXT,__text) non-external -[MREffectFloating setPhaseInDuration:mainDuration:phaseOutDuration:]
00007ffa1494de10 (__TEXT,__text) non-external -[MREffectFloating setPixelSize:]
00007ffa14951818 (__TEXT,__text) non-external -[MREffectFloating setTotalImages:]
00007ffa1494f202 (__TEXT,__text) non-external -[MREffectFloating showDurationForSlideAtIndex:]
00007ffa1494ef2d (__TEXT,__text) non-external -[MREffectFloating showTimeForSlideAtIndex:]
00007ffa1494da2d (__TEXT,__text) non-external -[MREffectFloating supportsDynamicExpansion]
00007ffa14951807 (__TEXT,__text) non-external -[MREffectFloating totalImages]
00007ffa1494da38 (__TEXT,__text) non-external -[MREffectFloating typicalSlideBatchSize]
00007ffa14951829 (__TEXT,__text) non-external -[MREffectFloating(MRLoadable) _unload]
00007ffa1495e38e (__TEXT,__text) non-external -[MREffectFramedMap _currentRect]
00007ffa1495ea14 (__TEXT,__text) non-external -[MREffectFramedMap _fetchMapTile:]
00007ffa1495e3c9 (__TEXT,__text) non-external -[MREffectFramedMap _mapScale]
00007ffa1495e3b7 (__TEXT,__text) non-external -[MREffectFramedMap _setZoom:]
00007ffa1495e296 (__TEXT,__text) non-external -[MREffectFramedMap _unload]
00007ffa1495e1cd (__TEXT,__text) non-external -[MREffectFramedMap cleanup]
00007ffa1495eef7 (__TEXT,__text) non-external -[MREffectFramedMap elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa1495ef04 (__TEXT,__text) non-external -[MREffectFramedMap getVerticesCoordinates:withMatrix:forElement:]
00007ffa1495e13c (__TEXT,__text) non-external -[MREffectFramedMap initWithEffectID:]
00007ffa1495e285 (__TEXT,__text) non-external -[MREffectFramedMap isLoadedForTime:]
00007ffa1495e383 (__TEXT,__text) non-external -[MREffectFramedMap isNative3D]
00007ffa1495e290 (__TEXT,__text) non-external -[MREffectFramedMap loadForTime:inContext:withArguments:now:]
00007ffa1495e3f9 (__TEXT,__text) non-external -[MREffectFramedMap prerenderForTime:inContext:withArguments:]
00007ffa1495ed7e (__TEXT,__text) non-external -[MREffectFramedMap renderAtTime:inContext:withArguments:]
00007ffa1495e32f (__TEXT,__text) non-external -[MREffectFramedMap setPixelSize:]
00007ffa1495efeb (__TEXT,__text) non-external -[MREffectFramedMap(GestureSupport) pzrCancel:]
00007ffa1495efd7 (__TEXT,__text) non-external -[MREffectFramedMap(GestureSupport) pzrEnd:]
00007ffa1495ef0f (__TEXT,__text) non-external -[MREffectFramedMap(GestureSupport) pzrStart:]
00007ffa1495ef45 (__TEXT,__text) non-external -[MREffectFramedMap(GestureSupport) pzrUpdate:]
00007ffa149339a5 (__TEXT,__text) non-external -[MREffectFramedSlide _cleanup]
00007ffa149344d0 (__TEXT,__text) non-external -[MREffectFramedSlide _renderImage:withFrame:atTime:inContext:withArguments:]
00007ffa14934899 (__TEXT,__text) non-external -[MREffectFramedSlide elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa149348c9 (__TEXT,__text) non-external -[MREffectFramedSlide getVerticesCoordinates:withMatrix:forElement:]
00007ffa14933952 (__TEXT,__text) non-external -[MREffectFramedSlide init]
00007ffa14933fc8 (__TEXT,__text) non-external -[MREffectFramedSlide isNative3D]
00007ffa14933fd3 (__TEXT,__text) non-external -[MREffectFramedSlide isOpaque]
00007ffa14933fdb (__TEXT,__text) non-external -[MREffectFramedSlide prerenderForTime:inContext:withArguments:]
00007ffa14934179 (__TEXT,__text) non-external -[MREffectFramedSlide renderAtTime:inContext:withArguments:]
00007ffa149339cd (__TEXT,__text) non-external -[MREffectFramedSlide setAttributes:]
00007ffa14933f27 (__TEXT,__text) non-external -[MREffectFramedSlide setLiveAttributes:]
00007ffa14934a8b (__TEXT,__text) non-external -[MREffectFramedText _cleanup]
00007ffa149362e8 (__TEXT,__text) non-external -[MREffectFramedText elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa14936318 (__TEXT,__text) non-external -[MREffectFramedText getVerticesCoordinates:withMatrix:forElement:]
00007ffa14934a28 (__TEXT,__text) non-external -[MREffectFramedText init]
00007ffa14934ef5 (__TEXT,__text) non-external -[MREffectFramedText isLoadedForTime:]
00007ffa14934f77 (__TEXT,__text) non-external -[MREffectFramedText isNative3D]
00007ffa14934f82 (__TEXT,__text) non-external -[MREffectFramedText isOpaque]
00007ffa14934f8a (__TEXT,__text) non-external -[MREffectFramedText prerenderForTime:inContext:withArguments:]
00007ffa14935004 (__TEXT,__text) non-external -[MREffectFramedText renderAtTime:inContext:withArguments:]
00007ffa14934afe (__TEXT,__text) non-external -[MREffectFramedText setAttributes:]
00007ffa14936995 (__TEXT,__text) non-external -[MREffectFramedText(GestureSupport) pzrCancel:]
00007ffa14936981 (__TEXT,__text) non-external -[MREffectFramedText(GestureSupport) pzrEnd:]
00007ffa1493692f (__TEXT,__text) non-external -[MREffectFramedText(GestureSupport) pzrStart:]
00007ffa14936952 (__TEXT,__text) non-external -[MREffectFramedText(GestureSupport) pzrUpdate:]
00007ffa1493637b (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa149367db (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) _maxLinesForTextElement:]
00007ffa14936733 (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) _maxSizeForTextElement:]
00007ffa14936856 (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) _unload]
00007ffa14936844 (__TEXT,__text) non-external -[MREffectFramedText(MRLoadable) beginMorphingToAspectRatio:withDuration:]
00007ffa147b286d (__TEXT,__text) non-external -[MREffectGlobe _cleanup]
00007ffa147b2510 (__TEXT,__text) non-external -[MREffectGlobe initWithEffectID:]
00007ffa147b2a51 (__TEXT,__text) non-external -[MREffectGlobe isLoadedForTime:]
00007ffa147b2aff (__TEXT,__text) non-external -[MREffectGlobe prerenderForTime:inContext:withArguments:]
00007ffa147b3047 (__TEXT,__text) non-external -[MREffectGlobe renderAtTime:inContext:withArguments:]
00007ffa147b2c02 (__TEXT,__text) non-external -[MREffectGlobe setAttributes:]
00007ffa147b295e (__TEXT,__text) non-external -[MREffectGlobe setPixelSize:]
00007ffa147b3cf3 (__TEXT,__text) non-external -[MREffectGlobe(MRLoadable) _unload]
00007ffa147b3de9 (__TEXT,__text) non-external -[MREffectGradient renderAtTime:inContext:withArguments:]
00007ffa147b4605 (__TEXT,__text) non-external -[MREffectHangingPictures _applyTimingToSlideProviders]
00007ffa147b4867 (__TEXT,__text) non-external -[MREffectHangingPictures _buildScenarioWithCountOfSlides:aspectRatios:]
00007ffa147b434c (__TEXT,__text) non-external -[MREffectHangingPictures _cleanup]
00007ffa147b4d53 (__TEXT,__text) non-external -[MREffectHangingPictures _updateSlideTimings]
00007ffa147b45d8 (__TEXT,__text) non-external -[MREffectHangingPictures displayTimeForSlideAtIndex:]
00007ffa147b45f3 (__TEXT,__text) non-external -[MREffectHangingPictures displayTimeForTextAtIndex:]
00007ffa147ba84e (__TEXT,__text) non-external -[MREffectHangingPictures elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa147bab31 (__TEXT,__text) non-external -[MREffectHangingPictures getVerticesCoordinates:withMatrix:forElement:]
00007ffa147b406b (__TEXT,__text) non-external -[MREffectHangingPictures initWithEffectID:]
00007ffa147b51cc (__TEXT,__text) non-external -[MREffectHangingPictures isLoadedForTime:]
00007ffa147b45fc (__TEXT,__text) non-external -[MREffectHangingPictures lowestDisplayTime]
00007ffa147b5290 (__TEXT,__text) non-external -[MREffectHangingPictures prerenderForTime:inContext:withArguments:]
00007ffa147b91b8 (__TEXT,__text) non-external -[MREffectHangingPictures renderAtTime:inContext:withArguments:]
00007ffa147b46ea (__TEXT,__text) non-external -[MREffectHangingPictures setPhaseInDuration:mainDuration:phaseOutDuration:]
00007ffa147b474e (__TEXT,__text) non-external -[MREffectHangingPictures setPixelSize:]
00007ffa147b45b8 (__TEXT,__text) non-external -[MREffectHangingPictures showDurationForSlideAtIndex:]
00007ffa147b459e (__TEXT,__text) non-external -[MREffectHangingPictures showTimeForSlideAtIndex:]
00007ffa147bac05 (__TEXT,__text) non-external -[MREffectHangingPictures(MRLoadable) _unload]
00007ffa147baeee (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights _cleanup]
00007ffa147bacb0 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights initWithEffectID:]
00007ffa147bb00b (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights prerenderForTime:inContext:withArguments:]
00007ffa147bb09e (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights renderAtTime:inContext:withArguments:]
00007ffa147baf5f (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights setPixelSize:]
00007ffa147bc1fc (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundLights(MRLoadable) _unload]
00007ffa147bc54c (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars _cleanup]
00007ffa147bc669 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars _initStars]
00007ffa147bc310 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars initWithEffectID:]
00007ffa147bc981 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars prerenderForTime:inContext:withArguments:]
00007ffa147bca14 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars renderAtTime:inContext:withArguments:]
00007ffa147bc5bd (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars setPixelSize:]
00007ffa147bcf08 (__TEXT,__text) non-external -[MREffectHangingPicturesBackgroundStars(MRLoadable) _unload]
