00007fff7776868f (__TEXT,__text) external _AAArchiveStreamCancel
00007fff7779add5 (__TEXT,__text) non-external _aaTempFileStreamClose
00007fff77797cb1 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_link_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_file (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007fff7776d896 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007fff7776d532 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007fff7777b08f (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007fff77779fac (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007fff77779c91 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007fff77779c0f (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007fff7777c50c (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007fff7777be2f (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007fff7776d80f (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007fff7776d54e (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007fff7776d4b6 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007fff7776d5fb (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007fff7777b3e2 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007fff7777b2bb (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007fff7777b262 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007fff7777c451 (__TEXT,__text) non-external (was a private external) _aeaContainerSegmentMatchesChecksum
00007fff77787938 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007fff777702c8 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007fff7776dab3 (__TEXT,__text) non-external (was a private external) _aeaDeriveMasterKeyExisting
00007fff7776eb9c (__TEXT,__text) non-external (was a private external) _aeaDeriveMasterKeyNew
00007fff7776da9f (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007fff77773a0f (__TEXT,__text) non-external _aeaInputStreamCancel
00007fff77773a49 (__TEXT,__text) non-external _aeaInputStreamClose
00007fff77773baa (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007fff77774084 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007fff777733bb (__TEXT,__text) non-external _aeaInputStreamRead
00007fff77772521 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007fff777a2ad0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007fff7776d748 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007fff77775ddf (__TEXT,__text) non-external _aeaOutputStreamAbort
00007fff77775dfb (__TEXT,__text) non-external _aeaOutputStreamClose
00007fff777765c4 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007fff77776ab6 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007fff777747a9 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007fff77774cbb (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007fff77775b7c (__TEXT,__text) non-external _aeaOutputStreamWrite
00007fff7777552b (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007fff7776d4a8 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007fff7776d76e (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007fff7776875a (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007fff77784ed5 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007fff777949b2 (__TEXT,__text) non-external _append_field
00007fff77792116 (__TEXT,__text) non-external _applyEntryAttributes
00007fff77784047 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007fff7778434e (__TEXT,__text) non-external (was a private external) _areFilesEqual2
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007fff7777f27e (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007fff7778ac34 (__TEXT,__text) non-external _chunkAppendHole
00007fff7778ac06 (__TEXT,__text) non-external _chunkDestroy
00007fff7777f906 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
00007fff7778ebd4 (__TEXT,__text) non-external _cmpNodesProc
00007fff7776b593 (__TEXT,__text) non-external _cmp_entries_clc
00007fff7776b566 (__TEXT,__text) non-external _cmp_entries_hlc
00007fff7776b614 (__TEXT,__text) non-external _cmp_entries_offset
00007fff7776b5c0 (__TEXT,__text) non-external _cmp_entries_slc
00007fff7778c37b (__TEXT,__text) non-external _cmp_keys
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007fff777835d5 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007fff77783538 (__TEXT,__text) non-external (was a private external) _concatPath
00007fff77787111 (__TEXT,__text) non-external _convertStreamAbort
00007fff7778726e (__TEXT,__text) non-external _convertStreamBeginBlob
00007fff7778613c (__TEXT,__text) non-external _convertStreamClose
00007fff7778736f (__TEXT,__text) non-external _convertStreamEndBlob
00007fff777871d4 (__TEXT,__text) non-external _convertStreamEndEntry
00007fff7778712a (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007fff77786d60 (__TEXT,__text) non-external _convertStreamWriteBlob
00007fff777861cf (__TEXT,__text) non-external _convertStreamWriteHeader
00007fff77783b71 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007fff7778cbb6 (__TEXT,__text) non-external _create
00007fff777854bd (__TEXT,__text) non-external _createErrorContextKey
00007fff77784fd8 (__TEXT,__text) non-external (was a private external) _createThread
00007fff77778d0d (__TEXT,__text) non-external _currentWriteBufferFull
00007fff7779a9c8 (__TEXT,__text) non-external _decodeStreamAbort
00007fff77799597 (__TEXT,__text) non-external _decodeStreamClose
00007fff7779a9eb (__TEXT,__text) non-external _decodeStreamDiscard
00007fff7779910a (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007fff7779aba0 (__TEXT,__text) non-external _decodeStreamLoadHeader
00007fff7779a89e (__TEXT,__text) non-external _decodeStreamReadBlob
00007fff7779ac43 (__TEXT,__text) non-external _decodeStreamReadData
00007fff777996dd (__TEXT,__text) non-external _decodeStreamReadHeader
00007fff7779aabe (__TEXT,__text) non-external _decodeStreamRefillBuffer
00007fff777781c4 (__TEXT,__text) non-external _ecc65537Inv
00007fff77777ddb (__TEXT,__text) non-external _ecc65537PolyEval
00007fff7777805d (__TEXT,__text) non-external _ecc65537Solve
00007fff77777e38 (__TEXT,__text) non-external _ecc65537Triangulate
00007fff77798bcd (__TEXT,__text) non-external _encoderStreamAbort
00007fff77798a14 (__TEXT,__text) non-external _encoderStreamClose
00007fff77798dc0 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007fff77798bea (__TEXT,__text) non-external _encoderStreamWriteHeader
00007fff777849a0 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007fff77792486 (__TEXT,__text) non-external _entryRelease
00007fff77792436 (__TEXT,__text) non-external _entrySetState
00007fff7778dbb4 (__TEXT,__text) non-external _expandDirThreadProc
00007fff777920f9 (__TEXT,__text) non-external _extractStreamAbort
00007fff777903c8 (__TEXT,__text) non-external _extractStreamClose
00007fff777927f6 (__TEXT,__text) non-external _extractStreamEntryEnd
00007fff777929a8 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007fff777928cf (__TEXT,__text) non-external _extractStreamStateFail
00007fff77791c04 (__TEXT,__text) non-external _extractStreamWriteBlob
00007fff777910ad (__TEXT,__text) non-external _extractStreamWriteHeader
00007fff777925b3 (__TEXT,__text) non-external _extractThreadFailEntry
00007fff7778f71f (__TEXT,__text) non-external _extractThreadProc
00007fff77792b6c (__TEXT,__text) non-external _extractThreadSendCommand
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007fff77798fbf (__TEXT,__text) non-external _flushOBuf
00007fff77781ad0 (__TEXT,__text) non-external _flushToResourceFork
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007fff869191f8 (__DATA,__bss) non-external _gErrorContextKey
00007fff77784633 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007fff777833a1 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007fff7778546b (__TEXT,__text) non-external _getErrorContextKey
00007fff869191e8 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007fff77784531 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007fff77783f45 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007fff77784474 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007fff777845ad (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007fff77783ebf (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007fff777846c5 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007fff777846db (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007fff77784769 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007fff777843f2 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007fff7776c4ff (__TEXT,__text) non-external _getHeader
00007fff7778e90f (__TEXT,__text) non-external _getPath
00007fff7778336d (__TEXT,__text) non-external (was a private external) _getRealTime
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007fff777a0090 (__TEXT,__text) non-external _graisAbort
00007fff7779e526 (__TEXT,__text) non-external _graisClose
00007fff7779fc82 (__TEXT,__text) non-external _graisPRead
00007fff7779fc5a (__TEXT,__text) non-external _graisRead
00007fff777a004a (__TEXT,__text) non-external _graisSeek
00007fff7778db02 (__TEXT,__text) non-external _increaseCapacity
00007fff777930a0 (__TEXT,__text) non-external _init_blob_with_magic
00007fff77785270 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecUseDataProtectionKeychain (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007fff77784a6c (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
                 (undefined) external _listxattr (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007fff7777dbda (__TEXT,__text) non-external _memoryInputStreamCancel
00007fff7777dbcd (__TEXT,__text) non-external _memoryInputStreamClose
00007fff7777dc0f (__TEXT,__text) non-external _memoryInputStreamPRead
00007fff7777dbec (__TEXT,__text) non-external _memoryInputStreamRead
00007fff7777dc66 (__TEXT,__text) non-external _memoryInputStreamSeek
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
00007fff7778e65b (__TEXT,__text) non-external _normalize
00007fff77783478 (__TEXT,__text) non-external (was a private external) _normalizePath
00007fff777aa4c0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007fff7778386c (__TEXT,__text) non-external (was a private external) _pathIsValid
00007fff7776c475 (__TEXT,__text) non-external _pcRead
00007fff7776c533 (__TEXT,__text) non-external _pcWrite
00007fff77789598 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007fff777a0202 (__TEXT,__text) non-external _pc_log_error.cold.1
00007fff7778970b (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pread (from libSystem)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
                 (undefined) external _read (from libSystem)
00007fff7776cb11 (__TEXT,__text) non-external _readThreadProc
                 (undefined) external _readdir_r$INODE64 (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007fff77796885 (__TEXT,__text) non-external _realloc_ace
00007fff7779557e (__TEXT,__text) non-external _realloc_attr
00007fff7778582a (__TEXT,__text) non-external _realloc_entries
00007fff77793116 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00007fff77784910 (__TEXT,__text) non-external (was a private external) _removeFile
                 (undefined) external _removexattr (from libSystem)
00007fff77779a11 (__TEXT,__text) non-external _reportProgress
00007fff77792686 (__TEXT,__text) non-external _retireThreadEnqueue
00007fff7778f276 (__TEXT,__text) non-external _retireThreadProc
00007fff7777f95c (__TEXT,__text) non-external _seekTo
00007fff77778c9e (__TEXT,__text) non-external _sendEOF
00007fff77787821 (__TEXT,__text) non-external _sendHeader
00007fff777a00b9 (__TEXT,__text) non-external _sendMessage
00007fff777a5b10 (__TEXT,__cstring) non-external _serializeHexString.digit
00007fff77783fc6 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007fff77784a14 (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
                 (undefined) external _setxattr (from libSystem)
00007fff77783411 (__TEXT,__text) non-external (was a private external) _sha1ToString
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
00007fff77783faf (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007fff77784984 (__TEXT,__text) non-external (was a private external) _statIsDataless
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007fff77782e24 (__TEXT,__text) non-external _streamAbort
00007fff7778a221 (__TEXT,__text) non-external _streamAbort
00007fff77782cb4 (__TEXT,__text) non-external _streamClose
00007fff77789ec8 (__TEXT,__text) non-external _streamClose
00007fff777731f7 (__TEXT,__text) non-external _streamConsumerProc
00007fff7778aa9c (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007fff77782e41 (__TEXT,__text) non-external _streamPRead
00007fff7778a241 (__TEXT,__text) non-external _streamPWrite
00007fff7779f42e (__TEXT,__text) non-external _streamProc
00007fff7778324e (__TEXT,__text) non-external _streamRead
00007fff77783271 (__TEXT,__text) non-external _streamSeek
00007fff77773295 (__TEXT,__text) non-external _streamThreadProc
00007fff77773173 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007fff7777e2af (__TEXT,__text) non-external _stringTableIndexCompareProc
00007fff7777de60 (__TEXT,__text) non-external _stringTableReserve
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007fff77780b68 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007fff7778087a (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007fff77785247 (__TEXT,__text) non-external _threadWrapperProc
                 (undefined) external _unlink (from libSystem)
00007fff77783944 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007fff77784f66 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007fff77784f98 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007fff7779420b (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
00007fff7779f302 (__TEXT,__text) non-external _workerProc
00007fff7776c5fa (__TEXT,__text) non-external _workerThreadProc
00007fff77779a73 (__TEXT,__text) non-external _workerThreadProc
                 (undefined) external _write (from libSystem)
00007fff7779904a (__TEXT,__text) non-external _writeOBuf
00007fff7776cf5d (__TEXT,__text) non-external _writeThreadProc
00007fff77789b9d (__TEXT,__text) non-external _writerProc
                 (undefined) external dyld_stub_binder (from libSystem)
