00007ff800ea9c90 (__TEXT,__text) external _APL_dgemm
00007ff800f4a25f (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
00007ff800f76270 (__TEXT,__text) external _cblas_csyrk
00007ff800e0ec13 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
00007ff800f3f152 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
00007ff800f8a03d (__TEXT,__text) external _cblas_ctbmv
00007ff800f5759a (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
00007ff800f6896d (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
00007ff800f8a2aa (__TEXT,__text) external _cblas_ctbsv
00007ff800f57ed2 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
00007ff800f692c3 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00007ff800f8a517 (__TEXT,__text) external _cblas_ctpmv
00007ff800f58974 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00007ff800f69d83 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
00007ff800f8a71a (__TEXT,__text) external _cblas_ctpsv
00007ff800f59113 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00007ff800f6a517 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00007ff800f824e2 (__TEXT,__text) external _cblas_ctrmm
00007ff800f33a2f (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00007ff800f51431 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
00007ff800f8ac91 (__TEXT,__text) external _cblas_ctrmv
00007ff800f59a4f (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00007ff800f6ae4c (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00007ff800f79394 (__TEXT,__text) external _cblas_ctrsm
00007ff800e8dda0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00007ff800f45452 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
00007ff800f8b7e9 (__TEXT,__text) external _cblas_ctrsv
00007ff800f5a5a7 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00007ff800f6b9b4 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00007ff800f7b2ea (__TEXT,__text) external _cblas_dasum
00007ff800eacf83 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00007ff800f47b6b (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00007ff800f7b31e (__TEXT,__text) external _cblas_daxpy
00007ff800eacfb7 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00007ff800f47b9c (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00007ff800f7b433 (__TEXT,__text) external _cblas_dcopy
00007ff800ead0cc (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00007ff800f47c96 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00007ff800f7b287 (__TEXT,__text) external _cblas_ddot
00007ff800eacf20 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00007ff800f47b14 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00007ff800f768d0 (__TEXT,__text) external _cblas_dgbmv
00007ff800e19dec (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00007ff800f428a2 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00007ff800f80e52 (__TEXT,__text) external _cblas_dgemm
00007ff800f0e479 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00007ff800f4fa74 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00007ff800f0e4cf (__TEXT,__text) external _cblas_dgemm_singlecore
00007ff800dca8f0 (__TEXT,__text) external _cblas_dgemv
00007ff800e18a0a (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00007ff800f42502 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00007ff800e18a57 (__TEXT,__text) external _cblas_dgemv_singlecore
00007ff800dc72cd (__TEXT,__text) external _cblas_dger
00007ff800e18720 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00007ff800f423c7 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00007ff800f7b4ac (__TEXT,__text) external _cblas_dnrm2
00007ff800ead145 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00007ff800f47d00 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00007ff800f7b587 (__TEXT,__text) external _cblas_drot
00007ff800ead254 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00007ff800f47df7 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
00007ff800f872ee (__TEXT,__text) external _cblas_drotg
00007ff800f537f6 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00007ff800f65020 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00007ff800f7b63b (__TEXT,__text) external _cblas_drotm
00007ff800ead308 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00007ff800f47e9d (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
00007ff800f8741e (__TEXT,__text) external _cblas_drotmg
00007ff800f53926 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00007ff800f65150 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00007ff800f76c63 (__TEXT,__text) external _cblas_dsbmv
00007ff800e22b14 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00007ff800f42c6c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
00007ff800dc7299 (__TEXT,__text) external _cblas_dscal
00007ff800ead160 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00007ff800f47d19 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00007ff800f754bc (__TEXT,__text) external _cblas_dsdot
00007ff800df07f6 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00007ff800f3e444 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00007ff800f74f51 (__TEXT,__text) external _cblas_dspmv
00007ff800de6a9b (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00007ff800f3deb7 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00007ff800f7f095 (__TEXT,__text) external _cblas_dspr
00007ff800eebc0e (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00007ff800f4d750 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00007ff800f7888d (__TEXT,__text) external _cblas_dspr2
00007ff800e66547 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00007ff800f44918 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00007ff800f7b4f5 (__TEXT,__text) external _cblas_dswap
00007ff800ead1c2 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00007ff800f47d73 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00007ff800f74bfb (__TEXT,__text) external _cblas_dsymm
00007ff800de5b06 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00007ff800f3db5f (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00007ff800f79723 (__TEXT,__text) external _cblas_dsymv
00007ff800e8eceb (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00007ff800f457eb (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00007ff800f766c9 (__TEXT,__text) external _cblas_dsyr
00007ff800e18aa7 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00007ff800f4253d (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00007ff800f7679e (__TEXT,__text) external _cblas_dsyr2
00007ff800e18b7c (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00007ff800f42623 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00007ff800f7bdef (__TEXT,__text) external _cblas_dsyr2k
00007ff800eb35da (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00007ff800f4a51f (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00007ff800f7ed99 (__TEXT,__text) external _cblas_dsyrk
00007ff800eeb280 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00007ff800f4d437 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00007ff800f75a84 (__TEXT,__text) external _cblas_dtbmv
00007ff800df5d91 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00007ff800f3e984 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00007ff800f77792 (__TEXT,__text) external _cblas_dtbsv
00007ff800e393a2 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00007ff800f43804 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00007ff800f7dd1d (__TEXT,__text) external _cblas_dtpmv
00007ff800ed3b6d (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00007ff800f4c3f3 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00007ff800f780e0 (__TEXT,__text) external _cblas_dtpsv
00007ff800e47430 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00007ff800f44132 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00007ff800f80019 (__TEXT,__text) external _cblas_dtrmm
00007ff800efca2e (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00007ff800f4ec37 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
00007ff800dc7c2f (__TEXT,__text) external _cblas_dtrmv
00007ff800e18cae (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00007ff800f4275c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00007ff800f750c5 (__TEXT,__text) external _cblas_dtrsm
00007ff800de7c42 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00007ff800f3e037 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00007ff800f764e2 (__TEXT,__text) external _cblas_dtrsv
00007ff800e136c8 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00007ff800f3f3ce (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00007ff800f75cac (__TEXT,__text) external _cblas_dzasum
00007ff800df6af2 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00007ff800f3eba2 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
00007ff800f8c5c1 (__TEXT,__text) external _cblas_dznrm2
00007ff800f5b37f (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00007ff800f6c7e8 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00007ff800f92398 (__TEXT,__text) external _cblas_errprn
00007ff800f6330b (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00007ff800f74464 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
00007ff800f76f32 (__TEXT,__text) external _cblas_icamax
00007ff800e23e6a (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00007ff800f42f7a (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
00007ff800dc6f30 (__TEXT,__text) external _cblas_idamax
00007ff800e9d57f (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00007ff800f46a3e (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00007ff800f7fb3b (__TEXT,__text) external _cblas_isamax
00007ff800ef0d5d (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00007ff800f4e256 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00007ff800f77edf (__TEXT,__text) external _cblas_izamax
00007ff800e41a31 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00007ff800f43f3b (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00007ff800f75601 (__TEXT,__text) external _cblas_sasum
00007ff800df093b (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00007ff800f3e562 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00007ff800f75635 (__TEXT,__text) external _cblas_saxpy
00007ff800df096f (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00007ff800f3e593 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
00007ff800f81f0b (__TEXT,__text) external _cblas_scasum
00007ff800f21ad8 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00007ff800f50b7c (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00007ff800f7a145 (__TEXT,__text) external _cblas_scnrm2
00007ff800e95063 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00007ff800f46685 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00007ff800f75748 (__TEXT,__text) external _cblas_scopy
00007ff800df0a82 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00007ff800f3e68b (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00007ff800f755a1 (__TEXT,__text) external _cblas_sdot
00007ff800df08db (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00007ff800f3e511 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00007ff800f7551f (__TEXT,__text) external _cblas_sdsdot
00007ff800df0859 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00007ff800f3e49b (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00007ff800f81b78 (__TEXT,__text) external _cblas_sgbmv
00007ff800f1969d (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00007ff800f507b2 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00007ff800f75d38 (__TEXT,__text) external _cblas_sgemm
00007ff800dff120 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00007ff800f3ec2e (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00007ff800dff176 (__TEXT,__text) external _cblas_sgemm_singlecore
00007ff800f7af1b (__TEXT,__text) external _cblas_sgemv
00007ff800eaa7d2 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00007ff800f477a4 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00007ff800eaa81f (__TEXT,__text) external _cblas_sgemv_singlecore
00007ff800f7add7 (__TEXT,__text) external _cblas_sger
00007ff800eaa4fc (__TEXT,__text) external _cblas_sger$NEWLAPACK
00007ff800f47665 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00007ff800f757c1 (__TEXT,__text) external _cblas_snrm2
00007ff800df0afb (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00007ff800f3e6f5 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00007ff800f758d0 (__TEXT,__text) external _cblas_srot
00007ff800df0c0a (__TEXT,__text) external _cblas_srot$NEWLAPACK
00007ff800f3e7ec (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
00007ff800f87922 (__TEXT,__text) external _cblas_srotg
00007ff800f53e2a (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00007ff800f65654 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00007ff800f75984 (__TEXT,__text) external _cblas_srotm
00007ff800df0cbe (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00007ff800f3e892 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
00007ff800f87a33 (__TEXT,__text) external _cblas_srotmg
00007ff800f53f3b (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00007ff800f65765 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00007ff800f785be (__TEXT,__text) external _cblas_ssbmv
00007ff800e62f94 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00007ff800f4460a (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00007ff800f757dc (__TEXT,__text) external _cblas_sscal
00007ff800df0b16 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00007ff800f3e70e (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00007ff800f7a381 (__TEXT,__text) external _cblas_sspmv
00007ff800e9d40b (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00007ff800f468be (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00007ff800f78a06 (__TEXT,__text) external _cblas_sspr
00007ff800e7d409 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00007ff800f44a99 (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00007ff800f7a8dd (__TEXT,__text) external _cblas_sspr2
00007ff800ea7dbb (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00007ff800f47164 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00007ff800f7583e (__TEXT,__text) external _cblas_sswap
00007ff800df0b78 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00007ff800f3e768 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00007ff800f81822 (__TEXT,__text) external _cblas_ssymm
00007ff800f12b30 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00007ff800f5045a (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00007ff800f7a4f5 (__TEXT,__text) external _cblas_ssymv
00007ff800e9e689 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00007ff800f46d6c (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00007ff800f7af68 (__TEXT,__text) external _cblas_ssyr
00007ff800eaa86f (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00007ff800f477df (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00007ff800f7b030 (__TEXT,__text) external _cblas_ssyr2
00007ff800eaa937 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00007ff800f478ae (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00007ff800f774da (__TEXT,__text) external _cblas_ssyr2k
00007ff800e3603e (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00007ff800f4354d (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00007ff800f798c0 (__TEXT,__text) external _cblas_ssyrk
00007ff800e90270 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00007ff800f4598d (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00007ff800f7cdf1 (__TEXT,__text) external _cblas_stbmv
00007ff800ebc972 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00007ff800f4b4dc (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00007ff800f779ba (__TEXT,__text) external _cblas_stbsv
00007ff800e3f3dc (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00007ff800f43a22 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00007ff800f82132 (__TEXT,__text) external _cblas_stpmv
00007ff800f2d069 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00007ff800f50d9f (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00007ff800f81f64 (__TEXT,__text) external _cblas_stpsv
00007ff800f26193 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00007ff800f50bd5 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00007ff800f7aa56 (__TEXT,__text) external _cblas_strmm
00007ff800eaa17b (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00007ff800f472e5 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00007ff800f7b148 (__TEXT,__text) external _cblas_strmv
00007ff800eaaa4f (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00007ff800f479ce (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00007ff800f8286c (__TEXT,__text) external _cblas_strsm
00007ff800f39830 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00007ff800f517ba (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00007ff800f7a19a (__TEXT,__text) external _cblas_strsv
00007ff800e9af41 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00007ff800f466da (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00007ff800f92336 (__TEXT,__text) external _cblas_xerbla
00007ff800f632a9 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00007ff800f743fe (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00007ff800f7baac (__TEXT,__text) external _cblas_zaxpy
00007ff800eb2140 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00007ff800f4a1e6 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
00007ff800f76211 (__TEXT,__text) external _cblas_zcopy
00007ff800e0e752 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00007ff800f3f0ef (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
00007ff800f76178 (__TEXT,__text) external _cblas_zdotc_sub
00007ff800e02c40 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00007ff800f3f067 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00007ff800f8165f (__TEXT,__text) external _cblas_zdotu_sub
00007ff800f127b7 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00007ff800f502aa (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00007ff800f7e0cd (__TEXT,__text) external _cblas_zdrot
00007ff800ee3b40 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00007ff800f4c7ad (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
00007ff800f816f8 (__TEXT,__text) external _cblas_zdscal
00007ff800f129db (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00007ff800f50332 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00007ff800f8ca7e (__TEXT,__text) external _cblas_zgbmv
00007ff800f5b6ae (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00007ff800f6cb17 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00007ff800f81162 (__TEXT,__text) external _cblas_zgemm
00007ff800f0f68f (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00007ff800f4fd77 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00007ff800f8d200 (__TEXT,__text) external _cblas_zgemv
00007ff800f5be00 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00007ff800f6d240 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
00007ff800f8039a (__TEXT,__text) external _cblas_zgerc
00007ff800f08280 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00007ff800f4efb7 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
00007ff800f822e5 (__TEXT,__text) external _cblas_zgeru
00007ff800f2d21c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00007ff800f50f59 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00007ff800f8dfa0 (__TEXT,__text) external _cblas_zhbmv
00007ff800f5cba0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00007ff800f6e030 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
00007ff800f7902e (__TEXT,__text) external _cblas_zhemm
00007ff800e7da31 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00007ff800f450f5 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00007ff800f8e1e6 (__TEXT,__text) external _cblas_zhemv
00007ff800f5d27b (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00007ff800f6e728 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
00007ff800f7d37f (__TEXT,__text) external _cblas_zher
00007ff800ec22ba (__TEXT,__text) external _cblas_zher$NEWLAPACK
00007ff800f4ba57 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00007ff800f8ea7a (__TEXT,__text) external _cblas_zher2
00007ff800f5debc (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00007ff800f6f3d6 (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00007ff800f7fcfe (__TEXT,__text) external _cblas_zher2k
00007ff800ef7e42 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00007ff800f4e910 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
00007ff800f75d8e (__TEXT,__text) external _cblas_zherk
00007ff800e02823 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00007ff800f3ec71 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00007ff800f8f22d (__TEXT,__text) external _cblas_zhpmv
00007ff800f5e66f (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00007ff800f6fb89 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
00007ff800f8f425 (__TEXT,__text) external _cblas_zhpr
00007ff800f5ec30 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00007ff800f6fd91 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
00007ff800f8f55b (__TEXT,__text) external _cblas_zhpr2
00007ff800f5ef99 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00007ff800f700fe (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
00007ff800f8c6cd (__TEXT,__text) external _cblas_zrotg
00007ff800f5b461 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00007ff800f6c8ca (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
00007ff800f7c7fe (__TEXT,__text) external _cblas_zscal
00007ff800eb9b30 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00007ff800f4af26 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
00007ff800f7c40d (__TEXT,__text) external _cblas_zswap
00007ff800eb8a31 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00007ff800f4ab33 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
00007ff800f7b746 (__TEXT,__text) external _cblas_zsymm
00007ff800eaf347 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00007ff800f49e89 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00007ff800f80ea8 (__TEXT,__text) external _cblas_zsyr2k
00007ff800f0e528 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00007ff800f4fab7 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
00007ff800f77105 (__TEXT,__text) external _cblas_zsyrk
00007ff800e24437 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00007ff800f43138 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
00007ff800f8fc84 (__TEXT,__text) external _cblas_ztbmv
00007ff800f5f6c2 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00007ff800f7080c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00007ff800f8fef1 (__TEXT,__text) external _cblas_ztbsv
00007ff800f5ffb4 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00007ff800f7111c (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00007ff800f9015e (__TEXT,__text) external _cblas_ztpmv
00007ff800f60a7f (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00007ff800f71c05 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00007ff800f90361 (__TEXT,__text) external _cblas_ztpsv
00007ff800f61162 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00007ff800f722dd (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
00007ff800f7c474 (__TEXT,__text) external _cblas_ztrmm
00007ff800eb8b1e (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
