00000001d73ddf10 (__TEXT,__text) external _CGLGetCurrentContext
00000001d73db660 (__TEXT,__text) external _glGetProgramivARB
00000001d73da2f0 (__TEXT,__text) external _glGetQueryIndexediv
00000001d73d9c8c (__TEXT,__text) external _glGetQueryObjecti64v
00000001d73dd7dc (__TEXT,__text) external _glGetQueryObjecti64vEXT
00000001d73d7e24 (__TEXT,__text) external _glGetQueryObjectiv
00000001d73dc024 (__TEXT,__text) external _glGetQueryObjectivARB
00000001d73d9cac (__TEXT,__text) external _glGetQueryObjectui64v
00000001d73dd7fc (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001d73d7e44 (__TEXT,__text) external _glGetQueryObjectuiv
00000001d73dc044 (__TEXT,__text) external _glGetQueryObjectuivARB
00000001d73d7e04 (__TEXT,__text) external _glGetQueryiv
00000001d73dc004 (__TEXT,__text) external _glGetQueryivARB
00000001d73d8c5c (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001d73dce38 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001d73d9c30 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001d73d9c50 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001d73d9c10 (__TEXT,__text) external _glGetSamplerParameterfv
00000001d73d9bf0 (__TEXT,__text) external _glGetSamplerParameteriv
00000001d73d70ec (__TEXT,__text) external _glGetSeparableFilter
00000001d73d88f0 (__TEXT,__text) external _glGetShaderInfoLog
00000001d73da3e8 (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001d73d89d4 (__TEXT,__text) external _glGetShaderSource
00000001d73dc630 (__TEXT,__text) external _glGetShaderSourceARB
00000001d73d888c (__TEXT,__text) external _glGetShaderiv
00000001d73d5540 (__TEXT,__text) external _glGetString
00000001d73d9630 (__TEXT,__text) external _glGetStringi
00000001d73da0a8 (__TEXT,__text) external _glGetSubroutineIndex
00000001d73da088 (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001d73d9964 (__TEXT,__text) external _glGetSynciv
00000001d73d5558 (__TEXT,__text) external _glGetTexEnvfv
00000001d73d5578 (__TEXT,__text) external _glGetTexEnviv
00000001d73d5598 (__TEXT,__text) external _glGetTexGendv
00000001d73d55b8 (__TEXT,__text) external _glGetTexGenfv
00000001d73d55d8 (__TEXT,__text) external _glGetTexGeniv
00000001d73d55f8 (__TEXT,__text) external _glGetTexImage
00000001d73d5620 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001d73d5644 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001d73d9570 (__TEXT,__text) external _glGetTexParameterIiv
00000001d73dd708 (__TEXT,__text) external _glGetTexParameterIivEXT
00000001d73d9590 (__TEXT,__text) external _glGetTexParameterIuiv
00000001d73dd728 (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001d73dd9d8 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001d73d5668 (__TEXT,__text) external _glGetTexParameterfv
00000001d73d5688 (__TEXT,__text) external _glGetTexParameteriv
00000001d73d9088 (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001d73dd18c (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001d73d96e8 (__TEXT,__text) external _glGetUniformBlockIndex
00000001d73dd21c (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001d73d9674 (__TEXT,__text) external _glGetUniformIndices
00000001d73d8938 (__TEXT,__text) external _glGetUniformLocation
00000001d73dc5a4 (__TEXT,__text) external _glGetUniformLocationARB
00000001d73dd238 (__TEXT,__text) external _glGetUniformOffsetEXT
00000001d73da168 (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001d73da068 (__TEXT,__text) external _glGetUniformdv
00000001d73d898c (__TEXT,__text) external _glGetUniformfv
00000001d73dc5f0 (__TEXT,__text) external _glGetUniformfvARB
00000001d73d89b0 (__TEXT,__text) external _glGetUniformiv
00000001d73dc610 (__TEXT,__text) external _glGetUniformivARB
00000001d73d93cc (__TEXT,__text) external _glGetUniformuiv
00000001d73dd624 (__TEXT,__text) external _glGetUniformuivEXT
00000001d73d912c (__TEXT,__text) external _glGetVertexAttribIiv
00000001d73dd4dc (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001d73d914c (__TEXT,__text) external _glGetVertexAttribIuiv
00000001d73dd4fc (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001d73dadd8 (__TEXT,__text) external _glGetVertexAttribLdv
00000001d73d847c (__TEXT,__text) external _glGetVertexAttribPointerv
00000001d73db444 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001d73d841c (__TEXT,__text) external _glGetVertexAttribdv
00000001d73db3e4 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001d73d843c (__TEXT,__text) external _glGetVertexAttribfv
00000001d73db404 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001d73d845c (__TEXT,__text) external _glGetVertexAttribiv
00000001d73db424 (__TEXT,__text) external _glGetVertexAttribivARB
00000001d73d56a8 (__TEXT,__text) external _glHint
00000001d73d723c (__TEXT,__text) external _glHistogram
00000001d73d56c4 (__TEXT,__text) external _glIndexMask
00000001d73d56dc (__TEXT,__text) external _glIndexPointer
00000001d73d56fc (__TEXT,__text) external _glIndexd
00000001d73d5710 (__TEXT,__text) external _glIndexdv
00000001d73d5728 (__TEXT,__text) external _glIndexf
00000001d73d573c (__TEXT,__text) external _glIndexfv
00000001d73d5754 (__TEXT,__text) external _glIndexi
00000001d73d576c (__TEXT,__text) external _glIndexiv
00000001d73d5784 (__TEXT,__text) external _glIndexs
00000001d73d579c (__TEXT,__text) external _glIndexsv
00000001d73d57b4 (__TEXT,__text) external _glIndexub
00000001d73d57cc (__TEXT,__text) external _glIndexubv
00000001d73d57e4 (__TEXT,__text) external _glInitNames
00000001d73dd868 (__TEXT,__text) external _glInsertEventMarkerEXT
00000001d73d57f8 (__TEXT,__text) external _glInterleavedArrays
00000001d73d7eb8 (__TEXT,__text) external _glIsBuffer
00000001d73dc0b8 (__TEXT,__text) external _glIsBufferARB
00000001d73d5818 (__TEXT,__text) external _glIsEnabled
00000001d73dd7a8 (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001d73d8fd4 (__TEXT,__text) external _glIsEnabledi
00000001d73dda48 (__TEXT,__text) external _glIsFenceAPPLE
00000001d73d8c7c (__TEXT,__text) external _glIsFramebuffer
00000001d73dce58 (__TEXT,__text) external _glIsFramebufferEXT
00000001d73d5830 (__TEXT,__text) external _glIsList
00000001d73dc860 (__TEXT,__text) external _glIsNamedStringARB
00000001d73d8874 (__TEXT,__text) external _glIsProgram
00000001d73daf7c (__TEXT,__text) external _glIsProgramARB
00000001d73da54c (__TEXT,__text) external _glIsProgramPipeline
00000001d73d7db8 (__TEXT,__text) external _glIsQuery
00000001d73dbfb8 (__TEXT,__text) external _glIsQueryARB
00000001d73d8bcc (__TEXT,__text) external _glIsRenderbuffer
00000001d73dcda8 (__TEXT,__text) external _glIsRenderbufferEXT
00000001d73d9b00 (__TEXT,__text) external _glIsSampler
00000001d73d885c (__TEXT,__text) external _glIsShader
00000001d73d98d8 (__TEXT,__text) external _glIsSync
00000001d73d5848 (__TEXT,__text) external _glIsTexture
00000001d73da238 (__TEXT,__text) external _glIsTransformFeedback
00000001d73d8f1c (__TEXT,__text) external _glIsVertexArray
00000001d73ddb6c (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001d73dd8ec (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001d73dd81c (__TEXT,__text) external _glLabelObjectEXT
00000001d73ddd4c (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001d73d5860 (__TEXT,__text) external _glLightModelf
00000001d73d5878 (__TEXT,__text) external _glLightModelfv
00000001d73d5894 (__TEXT,__text) external _glLightModeli
00000001d73d58b0 (__TEXT,__text) external _glLightModeliv
00000001d73d58cc (__TEXT,__text) external _glLightf
00000001d73d58e8 (__TEXT,__text) external _glLightfv
00000001d73d5908 (__TEXT,__text) external _glLighti
00000001d73d5928 (__TEXT,__text) external _glLightiv
00000001d73d5948 (__TEXT,__text) external _glLineStipple
00000001d73d5964 (__TEXT,__text) external _glLineWidth
00000001d73d8598 (__TEXT,__text) external _glLinkProgram
00000001d73dc280 (__TEXT,__text) external _glLinkProgramARB
00000001d73d5978 (__TEXT,__text) external _glListBase
00000001d73d5990 (__TEXT,__text) external _glLoadIdentity
00000001d73d59a4 (__TEXT,__text) external _glLoadMatrixd
00000001d73d59bc (__TEXT,__text) external _glLoadMatrixf
00000001d73d59d4 (__TEXT,__text) external _glLoadName
00000001d73d7670 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001d73dbb5c (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001d73d7688 (__TEXT,__text) external _glLoadTransposeMatrixf
00000001d73dbb74 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001d73dc968 (__TEXT,__text) external _glLockArraysEXT
00000001d73d59ec (__TEXT,__text) external _glLogicOp
00000001d73d5a04 (__TEXT,__text) external _glMap1d
00000001d73d5a28 (__TEXT,__text) external _glMap1f
00000001d73d5a4c (__TEXT,__text) external _glMap2d
00000001d73d5a78 (__TEXT,__text) external _glMap2f
00000001d73d7f3c (__TEXT,__text) external _glMapBuffer
00000001d73dc13c (__TEXT,__text) external _glMapBufferARB
00000001d73d8e88 (__TEXT,__text) external _glMapBufferRange
00000001d73d5aa4 (__TEXT,__text) external _glMapGrid1d
00000001d73d5abc (__TEXT,__text) external _glMapGrid1f
00000001d73d5ad4 (__TEXT,__text) external _glMapGrid2d
00000001d73d5af0 (__TEXT,__text) external _glMapGrid2f
00000001d73dd908 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001d73dd930 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001d73dd958 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001d73dd988 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001d73d5b0c (__TEXT,__text) external _glMaterialf
00000001d73d5b28 (__TEXT,__text) external _glMaterialfv
00000001d73d5b48 (__TEXT,__text) external _glMateriali
00000001d73d5b68 (__TEXT,__text) external _glMaterialiv
00000001d73d5b88 (__TEXT,__text) external _glMatrixMode
00000001d73da314 (__TEXT,__text) external _glMinSampleShading
00000001d73dc760 (__TEXT,__text) external _glMinSampleShadingARB
00000001d73d7260 (__TEXT,__text) external _glMinmax
00000001d73d5ba0 (__TEXT,__text) external _glMultMatrixd
00000001d73d5bb8 (__TEXT,__text) external _glMultMatrixf
00000001d73d76a0 (__TEXT,__text) external _glMultTransposeMatrixd
00000001d73dbb8c (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001d73d76b8 (__TEXT,__text) external _glMultTransposeMatrixf
00000001d73dbba4 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001d73d7bac (__TEXT,__text) external _glMultiDrawArrays
00000001d73dcd14 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001d73ddbe8 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001d73d7bd0 (__TEXT,__text) external _glMultiDrawElements
00000001d73d9878 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001d73dcd38 (__TEXT,__text) external _glMultiDrawElementsEXT
00000001d73ddd6c (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001d73ddd94 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001d73ddc0c (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001d73d72e0 (__TEXT,__text) external _glMultiTexCoord1d
00000001d73db7cc (__TEXT,__text) external _glMultiTexCoord1dARB
00000001d73d72f8 (__TEXT,__text) external _glMultiTexCoord1dv
00000001d73db7e4 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001d73d7314 (__TEXT,__text) external _glMultiTexCoord1f
00000001d73db800 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001d73d732c (__TEXT,__text) external _glMultiTexCoord1fv
00000001d73db818 (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001d73d7348 (__TEXT,__text) external _glMultiTexCoord1i
00000001d73db834 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001d73d7364 (__TEXT,__text) external _glMultiTexCoord1iv
00000001d73db850 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001d73d7380 (__TEXT,__text) external _glMultiTexCoord1s
00000001d73db86c (__TEXT,__text) external _glMultiTexCoord1sARB
00000001d73d739c (__TEXT,__text) external _glMultiTexCoord1sv
00000001d73db888 (__TEXT,__text) external _glMultiTexCoord1svARB
00000001d73d73b8 (__TEXT,__text) external _glMultiTexCoord2d
00000001d73db8a4 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001d73d73d0 (__TEXT,__text) external _glMultiTexCoord2dv
00000001d73db8bc (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001d73d73ec (__TEXT,__text) external _glMultiTexCoord2f
00000001d73db8d8 (__TEXT,__text) external _glMultiTexCoord2fARB
00000001d73d7404 (__TEXT,__text) external _glMultiTexCoord2fv
00000001d73db8f0 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001d73d7420 (__TEXT,__text) external _glMultiTexCoord2i
00000001d73db90c (__TEXT,__text) external _glMultiTexCoord2iARB
00000001d73d7440 (__TEXT,__text) external _glMultiTexCoord2iv
00000001d73db92c (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001d73d745c (__TEXT,__text) external _glMultiTexCoord2s
00000001d73db948 (__TEXT,__text) external _glMultiTexCoord2sARB
00000001d73d747c (__TEXT,__text) external _glMultiTexCoord2sv
00000001d73db968 (__TEXT,__text) external _glMultiTexCoord2svARB
00000001d73d7498 (__TEXT,__text) external _glMultiTexCoord3d
00000001d73db984 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001d73d74b0 (__TEXT,__text) external _glMultiTexCoord3dv
00000001d73db99c (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001d73d74cc (__TEXT,__text) external _glMultiTexCoord3f
00000001d73db9b8 (__TEXT,__text) external _glMultiTexCoord3fARB
00000001d73d74e4 (__TEXT,__text) external _glMultiTexCoord3fv
00000001d73db9d0 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001d73d7500 (__TEXT,__text) external _glMultiTexCoord3i
00000001d73db9ec (__TEXT,__text) external _glMultiTexCoord3iARB
00000001d73d7524 (__TEXT,__text) external _glMultiTexCoord3iv
00000001d73dba10 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001d73d7540 (__TEXT,__text) external _glMultiTexCoord3s
00000001d73dba2c (__TEXT,__text) external _glMultiTexCoord3sARB
00000001d73d7564 (__TEXT,__text) external _glMultiTexCoord3sv
00000001d73dba50 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001d73d7580 (__TEXT,__text) external _glMultiTexCoord4d
00000001d73dba6c (__TEXT,__text) external _glMultiTexCoord4dARB
00000001d73d7598 (__TEXT,__text) external _glMultiTexCoord4dv
00000001d73dba84 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001d73d75b4 (__TEXT,__text) external _glMultiTexCoord4f
00000001d73dbaa0 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001d73d75cc (__TEXT,__text) external _glMultiTexCoord4fv
00000001d73dbab8 (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001d73d75e8 (__TEXT,__text) external _glMultiTexCoord4i
00000001d73dbad4 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001d73d7610 (__TEXT,__text) external _glMultiTexCoord4iv
00000001d73dbafc (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001d73d762c (__TEXT,__text) external _glMultiTexCoord4s
00000001d73dbb18 (__TEXT,__text) external _glMultiTexCoord4sARB
00000001d73d7654 (__TEXT,__text) external _glMultiTexCoord4sv
00000001d73dbb40 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001d73dc7f8 (__TEXT,__text) external _glNamedStringARB
00000001d73d5bd0 (__TEXT,__text) external _glNewList
00000001d73d5bec (__TEXT,__text) external _glNormal3b
00000001d73d5c0c (__TEXT,__text) external _glNormal3bv
00000001d73d5c24 (__TEXT,__text) external _glNormal3d
00000001d73d5c38 (__TEXT,__text) external _glNormal3dv
00000001d73d5c50 (__TEXT,__text) external _glNormal3f
00000001d73d5c64 (__TEXT,__text) external _glNormal3fv
00000001d73d5c7c (__TEXT,__text) external _glNormal3i
00000001d73d5c9c (__TEXT,__text) external _glNormal3iv
00000001d73d5cb4 (__TEXT,__text) external _glNormal3s
00000001d73d5cd4 (__TEXT,__text) external _glNormal3sv
00000001d73d5cec (__TEXT,__text) external _glNormalPointer
00000001d73ddcb4 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001d73ddcd4 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001d73d5d0c (__TEXT,__text) external _glOrtho
00000001d73dde24 (__TEXT,__text) external _glPNTrianglesfATI
00000001d73dde2c (__TEXT,__text) external _glPNTrianglesfATIX
00000001d73dde20 (__TEXT,__text) external _glPNTrianglesiATI
00000001d73dde28 (__TEXT,__text) external _glPNTrianglesiATIX
00000001d73d5d20 (__TEXT,__text) external _glPassThrough
00000001d73da1c8 (__TEXT,__text) external _glPatchParameterfv
00000001d73da1ac (__TEXT,__text) external _glPatchParameteri
00000001d73da250 (__TEXT,__text) external _glPauseTransformFeedback
00000001d73d5d34 (__TEXT,__text) external _glPixelMapfv
00000001d73d5d54 (__TEXT,__text) external _glPixelMapuiv
00000001d73d5d74 (__TEXT,__text) external _glPixelMapusv
00000001d73d5d94 (__TEXT,__text) external _glPixelStoref
00000001d73d5dac (__TEXT,__text) external _glPixelStorei
00000001d73d5dc8 (__TEXT,__text) external _glPixelTransferf
00000001d73d5de0 (__TEXT,__text) external _glPixelTransferi
00000001d73d5dfc (__TEXT,__text) external _glPixelZoom
00000001d73d7b1c (__TEXT,__text) external _glPointParameterf
00000001d73dbdc4 (__TEXT,__text) external _glPointParameterfARB
00000001d73d7b34 (__TEXT,__text) external _glPointParameterfv
00000001d73dbddc (__TEXT,__text) external _glPointParameterfvARB
00000001d73d7b50 (__TEXT,__text) external _glPointParameteri
00000001d73dde60 (__TEXT,__text) external _glPointParameteriNV
00000001d73d7b6c (__TEXT,__text) external _glPointParameteriv
00000001d73dde7c (__TEXT,__text) external _glPointParameterivNV
00000001d73d5e10 (__TEXT,__text) external _glPointSize
00000001d73ddd18 (__TEXT,__text) external _glPointSizePointerAPPLE
00000001d73d5e24 (__TEXT,__text) external _glPolygonMode
00000001d73d5e40 (__TEXT,__text) external _glPolygonOffset
00000001d73d5e54 (__TEXT,__text) external _glPolygonStipple
00000001d73d5e6c (__TEXT,__text) external _glPopAttrib
00000001d73d5e80 (__TEXT,__text) external _glPopClientAttrib
00000001d73dd8a0 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001d73d5e94 (__TEXT,__text) external _glPopMatrix
00000001d73d5ea8 (__TEXT,__text) external _glPopName
00000001d73d97dc (__TEXT,__text) external _glPrimitiveRestartIndex
00000001d73d5ebc (__TEXT,__text) external _glPrioritizeTextures
00000001d73da45c (__TEXT,__text) external _glProgramBinary
00000001d73db464 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001d73db480 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001d73db4a0 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001d73db4bc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001d73db554 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001d73db4dc (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001d73db4f8 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001d73db518 (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001d73db534 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001d73db578 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001d73da480 (__TEXT,__text) external _glProgramParameteri
00000001d73dd03c (__TEXT,__text) external _glProgramParameteriEXT
00000001d73db61c (__TEXT,__text) external _glProgramStringARB
00000001d73daa78 (__TEXT,__text) external _glProgramUniform1d
00000001d73daae8 (__TEXT,__text) external _glProgramUniform1dv
00000001d73da658 (__TEXT,__text) external _glProgramUniform1f
00000001d73da758 (__TEXT,__text) external _glProgramUniform1fv
00000001d73da5c0 (__TEXT,__text) external _glProgramUniform1i
00000001d73da6c8 (__TEXT,__text) external _glProgramUniform1iv
00000001d73da860 (__TEXT,__text) external _glProgramUniform1ui
00000001d73da8f8 (__TEXT,__text) external _glProgramUniform1uiv
00000001d73daa94 (__TEXT,__text) external _glProgramUniform2d
00000001d73dab0c (__TEXT,__text) external _glProgramUniform2dv
00000001d73da674 (__TEXT,__text) external _glProgramUniform2f
00000001d73da77c (__TEXT,__text) external _glProgramUniform2fv
00000001d73da5e0 (__TEXT,__text) external _glProgramUniform2i
00000001d73da6ec (__TEXT,__text) external _glProgramUniform2iv
00000001d73da880 (__TEXT,__text) external _glProgramUniform2ui
00000001d73da91c (__TEXT,__text) external _glProgramUniform2uiv
00000001d73daab0 (__TEXT,__text) external _glProgramUniform3d
00000001d73dab30 (__TEXT,__text) external _glProgramUniform3dv
00000001d73da690 (__TEXT,__text) external _glProgramUniform3f
00000001d73da7a0 (__TEXT,__text) external _glProgramUniform3fv
00000001d73da604 (__TEXT,__text) external _glProgramUniform3i
00000001d73da710 (__TEXT,__text) external _glProgramUniform3iv
00000001d73da8a4 (__TEXT,__text) external _glProgramUniform3ui
00000001d73da940 (__TEXT,__text) external _glProgramUniform3uiv
00000001d73daacc (__TEXT,__text) external _glProgramUniform4d
00000001d73dab54 (__TEXT,__text) external _glProgramUniform4dv
00000001d73da6ac (__TEXT,__text) external _glProgramUniform4f
00000001d73da7c4 (__TEXT,__text) external _glProgramUniform4fv
00000001d73da62c (__TEXT,__text) external _glProgramUniform4i
00000001d73da734 (__TEXT,__text) external _glProgramUniform4iv
00000001d73da8cc (__TEXT,__text) external _glProgramUniform4ui
00000001d73da964 (__TEXT,__text) external _glProgramUniform4uiv
00000001d73dab78 (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001d73da7e8 (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001d73dabf0 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001d73da988 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001d73dac40 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001d73da9d8 (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001d73daba0 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001d73da810 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001d73dac18 (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001d73da9b0 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001d73dac90 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001d73daa28 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001d73dabc8 (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001d73da838 (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001d73dac68 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001d73daa00 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001d73dacb8 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001d73daa50 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001d73d98a4 (__TEXT,__text) external _glProvokingVertex
00000001d73dd7c4 (__TEXT,__text) external _glProvokingVertexEXT
00000001d73d5edc (__TEXT,__text) external _glPushAttrib
00000001d73d5ef4 (__TEXT,__text) external _glPushClientAttrib
00000001d73dd884 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001d73d5f0c (__TEXT,__text) external _glPushMatrix
00000001d73d5f20 (__TEXT,__text) external _glPushName
00000001d73d9c70 (__TEXT,__text) external _glQueryCounter
00000001d73d5f38 (__TEXT,__text) external _glRasterPos2d
00000001d73d5f4c (__TEXT,__text) external _glRasterPos2dv
00000001d73d5f64 (__TEXT,__text) external _glRasterPos2f
00000001d73d5f78 (__TEXT,__text) external _glRasterPos2fv
00000001d73d5f90 (__TEXT,__text) external _glRasterPos2i
00000001d73d5fac (__TEXT,__text) external _glRasterPos2iv
00000001d73d5fc4 (__TEXT,__text) external _glRasterPos2s
00000001d73d5fe0 (__TEXT,__text) external _glRasterPos2sv
00000001d73d5ff8 (__TEXT,__text) external _glRasterPos3d
00000001d73d600c (__TEXT,__text) external _glRasterPos3dv
00000001d73d6024 (__TEXT,__text) external _glRasterPos3f
00000001d73d6038 (__TEXT,__text) external _glRasterPos3fv
00000001d73d6050 (__TEXT,__text) external _glRasterPos3i
00000001d73d6070 (__TEXT,__text) external _glRasterPos3iv
00000001d73d6088 (__TEXT,__text) external _glRasterPos3s
00000001d73d60a8 (__TEXT,__text) external _glRasterPos3sv
00000001d73d60c0 (__TEXT,__text) external _glRasterPos4d
00000001d73d60d4 (__TEXT,__text) external _glRasterPos4dv
00000001d73d60ec (__TEXT,__text) external _glRasterPos4f
00000001d73d6100 (__TEXT,__text) external _glRasterPos4fv
00000001d73d6118 (__TEXT,__text) external _glRasterPos4i
00000001d73d613c (__TEXT,__text) external _glRasterPos4iv
00000001d73d6154 (__TEXT,__text) external _glRasterPos4s
00000001d73d6178 (__TEXT,__text) external _glRasterPos4sv
00000001d73d6190 (__TEXT,__text) external _glReadBuffer
00000001d73d61a8 (__TEXT,__text) external _glReadPixels
00000001d73d61d8 (__TEXT,__text) external _glRectd
00000001d73d61ec (__TEXT,__text) external _glRectdv
00000001d73d6208 (__TEXT,__text) external _glRectf
00000001d73d621c (__TEXT,__text) external _glRectfv
00000001d73d6238 (__TEXT,__text) external _glRecti
00000001d73d625c (__TEXT,__text) external _glRectiv
00000001d73d6278 (__TEXT,__text) external _glRects
00000001d73d629c (__TEXT,__text) external _glRectsv
00000001d73da3ac (__TEXT,__text) external _glReleaseShaderCompiler
00000001d73d62b8 (__TEXT,__text) external _glRenderMode
00000001d73d8c38 (__TEXT,__text) external _glRenderbufferStorage
00000001d73dce14 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001d73d8e38 (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001d73dd014 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001d73d7280 (__TEXT,__text) external _glResetHistogram
00000001d73d7298 (__TEXT,__text) external _glResetMinmax
00000001d73da264 (__TEXT,__text) external _glResumeTransformFeedback
00000001d73d62d0 (__TEXT,__text) external _glRotated
00000001d73d62e4 (__TEXT,__text) external _glRotatef
00000001d73d78c0 (__TEXT,__text) external _glSampleCoverage
00000001d73dbdac (__TEXT,__text) external _glSampleCoverageARB
00000001d73d9a08 (__TEXT,__text) external _glSampleMaski
00000001d73ddeec (__TEXT,__text) external _glSamplePass
00000001d73ddee8 (__TEXT,__text) external _glSamplePassARB
00000001d73d9bb0 (__TEXT,__text) external _glSamplerParameterIiv
00000001d73d9bd0 (__TEXT,__text) external _glSamplerParameterIuiv
00000001d73d9b74 (__TEXT,__text) external _glSamplerParameterf
00000001d73d9b90 (__TEXT,__text) external _glSamplerParameterfv
00000001d73d9b34 (__TEXT,__text) external _glSamplerParameteri
00000001d73d9b54 (__TEXT,__text) external _glSamplerParameteriv
00000001d73d62f8 (__TEXT,__text) external _glScaled
00000001d73d630c (__TEXT,__text) external _glScalef
00000001d73d6320 (__TEXT,__text) external _glScissor
00000001d73dae4c (__TEXT,__text) external _glScissorArrayv
00000001d73dae6c (__TEXT,__text) external _glScissorIndexed
00000001d73dae94 (__TEXT,__text) external _glScissorIndexedv
00000001d73d7950 (__TEXT,__text) external _glSecondaryColor3b
00000001d73dca80 (__TEXT,__text) external _glSecondaryColor3bEXT
