00007ffe07674052 (__TEXT,__text) non-external _Done_iODBC
00007ffe41255560 (__DATA_CONST,__const) non-external __mask_SQL_SCROLL_CONCURRENCY
00007ffe41255590 (__DATA_CONST,__const) non-external __mask_SQL_SCROLL_OPTIONS
00007ffe41256250 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_DATETIME_FUNCTIONS
00007ffe41256270 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_FOREIGN_KEY_DELETE_RULE
00007ffe412562a0 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_FOREIGN_KEY_UPDATE_RULE
00007ffe412562d0 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_GRANT
00007ffe41256340 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_NUMERIC_VALUE_FUNCTIONS
00007ffe41256380 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_PREDICATES
00007ffe41256400 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_RELATIONAL_JOIN_OPERATORS
00007ffe41256460 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_REVOKE
00007ffe412564e0 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_ROW_VALUE_CONSTRUCTOR
00007ffe41256510 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_STRING_FUNCTIONS
00007ffe41256560 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_VALUE_EXPRESSIONS
00007ffe41256220 (__DATA_CONST,__const) non-external __mask_SQL_SQL_CONFORMANCE
00007ffe41256590 (__DATA_CONST,__const) non-external __mask_SQL_STANDARD_CLI_CONFORMANCE
00007ffe412559f0 (__DATA_CONST,__const) non-external __mask_SQL_STATIC_SENSITIVITY
00007ffe412555c0 (__DATA_CONST,__const) non-external __mask_SQL_STRING_FUNCTIONS
00007ffe41255a10 (__DATA_CONST,__const) non-external __mask_SQL_SUBQUERIES
00007ffe41255690 (__DATA_CONST,__const) non-external __mask_SQL_SYSTEM_FUNCTIONS
00007ffe412556b0 (__DATA_CONST,__const) non-external __mask_SQL_TIMEDATE_FUNCTIONS
00007ffe41255760 (__DATA_CONST,__const) non-external __mask_SQL_TXN_CAPABLE
00007ffe41255a90 (__DATA_CONST,__const) non-external __mask_SQL_UNION
00007ffe41255a40 (__DATA_CONST,__const) non-external __mask_TIMEDATE_INTERVALS
00007ffe41255390 (__DATA_CONST,__const) non-external __mask_TXN_ISOLATION
00007ffe0768b3dd (__TEXT,__text) non-external __trace_bufferlen
00007ffe0768abe2 (__TEXT,__text) non-external __trace_c_type
00007ffe07688060 (__TEXT,__text) non-external __trace_colattr2_type
00007ffe0768835c (__TEXT,__text) non-external __trace_colattr3_data
00007ffe0768809a (__TEXT,__text) non-external __trace_colattr3_type
00007ffe0768486c (__TEXT,__text) non-external __trace_connattr_type
00007ffe0768b6c0 (__TEXT,__text) non-external __trace_connopt_type
00007ffe0768d3b8 (__TEXT,__text) non-external __trace_connstr
00007ffe0768d64e (__TEXT,__text) non-external __trace_connstr_hidepwd
00007ffe0768d5ad (__TEXT,__text) non-external __trace_connstr_w
00007ffe0768c71c (__TEXT,__text) non-external __trace_data
00007ffe07684ae8 (__TEXT,__text) non-external __trace_desc_null
00007ffe07687a24 (__TEXT,__text) non-external __trace_descfield_type
00007ffe0768c45c (__TEXT,__text) non-external __trace_diag_type
00007ffe0768982d (__TEXT,__text) non-external __trace_direction
00007ffe0768d48f (__TEXT,__text) non-external __trace_drvcn_completion
00007ffe076853c9 (__TEXT,__text) non-external __trace_envattr_type
00007ffe07685a36 (__TEXT,__text) non-external __trace_fetchtype
00007ffe0768daf4 (__TEXT,__text) non-external __trace_freestmt_option
00007ffe07689001 (__TEXT,__text) non-external __trace_func_name
00007ffe07688f60 (__TEXT,__text) non-external __trace_func_result
00007ffe07685c21 (__TEXT,__text) non-external __trace_getinfo
00007ffe0768a706 (__TEXT,__text) non-external __trace_handle
00007ffe0768a6a1 (__TEXT,__text) non-external __trace_handle_p
00007ffe0768a660 (__TEXT,__text) non-external __trace_handletype
00007ffe0768aeec (__TEXT,__text) non-external __trace_inouttype
00007ffe0768a778 (__TEXT,__text) non-external __trace_integer
00007ffe0768a894 (__TEXT,__text) non-external __trace_integer_p
00007ffe0768a971 (__TEXT,__text) non-external __trace_len
00007ffe0768a9ab (__TEXT,__text) non-external __trace_len_p
00007ffe0768a7b1 (__TEXT,__text) non-external __trace_pointer
00007ffe0768a4d3 (__TEXT,__text) non-external __trace_print_function
00007ffe07685b02 (__TEXT,__text) non-external __trace_scrollopt_type
00007ffe0768590c (__TEXT,__text) non-external __trace_setpos_irow
00007ffe07685962 (__TEXT,__text) non-external __trace_setpos_lock
00007ffe07685928 (__TEXT,__text) non-external __trace_setpos_oper
00007ffe0768a73f (__TEXT,__text) non-external __trace_smallint
00007ffe0768a7e9 (__TEXT,__text) non-external __trace_smallint_p
00007ffe076855ea (__TEXT,__text) non-external __trace_spcols_null
00007ffe076855b0 (__TEXT,__text) non-external __trace_spcols_scope
00007ffe07685571 (__TEXT,__text) non-external __trace_spcols_type
00007ffe0768b320 (__TEXT,__text) non-external __trace_sql_subtype
00007ffe0768af2d (__TEXT,__text) non-external __trace_sql_type
00007ffe0768b0fc (__TEXT,__text) non-external __trace_sql_type_p
00007ffe0768d83c (__TEXT,__text) non-external __trace_stats_accuracy
00007ffe0768d7fe (__TEXT,__text) non-external __trace_stats_unique
00007ffe0768b9a0 (__TEXT,__text) non-external __trace_stmtattr_type
00007ffe0768c154 (__TEXT,__text) non-external __trace_stmtopt_type
00007ffe0768aa55 (__TEXT,__text) non-external __trace_string
00007ffe0768ab07 (__TEXT,__text) non-external __trace_string_w
00007ffe0768a93d (__TEXT,__text) non-external __trace_stringlen
00007ffe412565b0 (__DATA_CONST,__const) non-external __trace_sym_handletype
00007ffe0768ce00 (__TEXT,__text) non-external __trace_tran_completion
00007ffe0768d0a0 (__TEXT,__text) non-external __trace_typeinfo
00007ffe0768a795 (__TEXT,__text) non-external __trace_uinteger
00007ffe0768a8e9 (__TEXT,__text) non-external __trace_uinteger_p
00007ffe0768a98e (__TEXT,__text) non-external __trace_ulen
00007ffe0768aa00 (__TEXT,__text) non-external __trace_ulen_p
00007ffe0768a75c (__TEXT,__text) non-external __trace_usmallint
00007ffe0768a83f (__TEXT,__text) non-external __trace_usmallint_p
                 (undefined) external _access (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffe433a7312 (__DATA,__common) non-external _configMode
                 (undefined) external _creat (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffe0768e8fd (__TEXT,__text) non-external _dm_SQL_A2W
00007ffe0768ee1a (__TEXT,__text) non-external _dm_SQL_U8toW
00007ffe0768e88d (__TEXT,__text) non-external _dm_SQL_W2A
00007ffe0768eb40 (__TEXT,__text) non-external _dm_SQL_WtoU8
00007ffe0768e971 (__TEXT,__text) non-external _dm_StrCopyOut2_A2W
00007ffe0768f025 (__TEXT,__text) non-external _dm_StrCopyOut2_U8toW
00007ffe0768ea09 (__TEXT,__text) non-external _dm_StrCopyOut2_W2A
00007ffe0768ea9b (__TEXT,__text) non-external _dm_strcpy_A2W
00007ffe0768eaef (__TEXT,__text) non-external _dm_strcpy_W2A
00007ffe076904d6 (__TEXT,__text) non-external _do_create_dsns
00007ffe433a72d0 (__DATA,__common) non-external _errormsg
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fdopen (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
00007ffe433a72b0 (__DATA,__common) non-external _ierror
00007ffe076905ff (__TEXT,__text) non-external _install_from_ini
00007ffe07690abe (__TEXT,__text) non-external _install_from_string
00007ffe433a6d10 (__DATA,__data) external _iodbc_version
00007ffe433a71f0 (__DATA,__data) non-external _iodbcdm_global_lock
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _mbstowcs (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffe433a7238 (__DATA,__data) non-external _numerrors
00007ffe433a6d20 (__DATA,__data) non-external _odbcapi_symtab
                 (undefined) external _open (from libSystem)
00007ffe433a7240 (__DATA,__bss) non-external _pRoot
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
00007ffe07690ca0 (__TEXT,__text) non-external _rtrim
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
00007ffe412548d0 (__DATA_CONST,__const) non-external _sqlerrmsg_tab
00007ffe433a7290 (__DATA,__bss) non-external _starttime
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strftime (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _time (from libSystem)
00007ffe076873fd (__TEXT,__text) non-external _trace_SQLAllocConnect
00007ffe0768b628 (__TEXT,__text) non-external _trace_SQLAllocEnv
00007ffe07687ee3 (__TEXT,__text) non-external _trace_SQLAllocHandle
00007ffe0768977d (__TEXT,__text) non-external _trace_SQLAllocStmt
00007ffe07687e48 (__TEXT,__text) non-external _trace_SQLBindCol
00007ffe076888d1 (__TEXT,__text) non-external _trace_SQLBindParameter
00007ffe0768b4b0 (__TEXT,__text) non-external _trace_SQLBrowseConnect
00007ffe0768b56c (__TEXT,__text) non-external _trace_SQLBrowseConnectW
00007ffe07685515 (__TEXT,__text) non-external _trace_SQLBulkOperations
00007ffe0768c6a9 (__TEXT,__text) non-external _trace_SQLCancel
00007ffe07689803 (__TEXT,__text) non-external _trace_SQLCloseCursor
00007ffe076882c8 (__TEXT,__text) non-external _trace_SQLColAttribute
00007ffe076886a8 (__TEXT,__text) non-external _trace_SQLColAttributeW
00007ffe0768873f (__TEXT,__text) non-external _trace_SQLColAttributes
00007ffe076887ee (__TEXT,__text) non-external _trace_SQLColAttributesW
00007ffe0768c27b (__TEXT,__text) non-external _trace_SQLColumnPrivileges
00007ffe0768c36a (__TEXT,__text) non-external _trace_SQLColumnPrivilegesW
00007ffe076874c4 (__TEXT,__text) non-external _trace_SQLColumns
00007ffe076875b3 (__TEXT,__text) non-external _trace_SQLColumnsW
00007ffe0768bccb (__TEXT,__text) non-external _trace_SQLConnect
00007ffe0768bd8b (__TEXT,__text) non-external _trace_SQLConnectW
00007ffe076859fd (__TEXT,__text) non-external _trace_SQLCopyDesc
00007ffe0768988c (__TEXT,__text) non-external _trace_SQLDataSources
00007ffe07689971 (__TEXT,__text) non-external _trace_SQLDataSourcesW
00007ffe07684b5a (__TEXT,__text) non-external _trace_SQLDescribeCol
00007ffe07684c46 (__TEXT,__text) non-external _trace_SQLDescribeColW
00007ffe0768c1d6 (__TEXT,__text) non-external _trace_SQLDescribeParam
00007ffe076897d9 (__TEXT,__text) non-external _trace_SQLDisconnect
00007ffe0768d2d4 (__TEXT,__text) non-external _trace_SQLDriverConnect
00007ffe0768d4c9 (__TEXT,__text) non-external _trace_SQLDriverConnectW
00007ffe07688b30 (__TEXT,__text) non-external _trace_SQLDrivers
00007ffe07688c15 (__TEXT,__text) non-external _trace_SQLDriversW
00007ffe076873b8 (__TEXT,__text) non-external _trace_SQLEndTran
00007ffe07684f5e (__TEXT,__text) non-external _trace_SQLError
00007ffe0768504d (__TEXT,__text) non-external _trace_SQLErrorW
00007ffe076895ce (__TEXT,__text) non-external _trace_SQLExecDirect
00007ffe0768962c (__TEXT,__text) non-external _trace_SQLExecDirectW
00007ffe07685547 (__TEXT,__text) non-external _trace_SQLExecute
00007ffe07685a77 (__TEXT,__text) non-external _trace_SQLExtendedFetch
00007ffe07689b09 (__TEXT,__text) non-external _trace_SQLFetch
00007ffe0768b675 (__TEXT,__text) non-external _trace_SQLFetchScroll
00007ffe0768be4b (__TEXT,__text) non-external _trace_SQLForeignKeys
00007ffe0768bf8f (__TEXT,__text) non-external _trace_SQLForeignKeysW
00007ffe0768c12a (__TEXT,__text) non-external _trace_SQLFreeConnect
00007ffe076858e2 (__TEXT,__text) non-external _trace_SQLFreeEnv
00007ffe07687386 (__TEXT,__text) non-external _trace_SQLFreeHandle
00007ffe0768db2e (__TEXT,__text) non-external _trace_SQLFreeStmt
00007ffe076849d8 (__TEXT,__text) non-external _trace_SQLGetConnectAttr
00007ffe07684a60 (__TEXT,__text) non-external _trace_SQLGetConnectAttrW
00007ffe0768b880 (__TEXT,__text) non-external _trace_SQLGetConnectOption
00007ffe0768b8c8 (__TEXT,__text) non-external _trace_SQLGetConnectOptionW
00007ffe07687f4d (__TEXT,__text) non-external _trace_SQLGetCursorName
00007ffe07687fd5 (__TEXT,__text) non-external _trace_SQLGetCursorNameW
00007ffe0768cd30 (__TEXT,__text) non-external _trace_SQLGetData
00007ffe07687d18 (__TEXT,__text) non-external _trace_SQLGetDescField
00007ffe07687db0 (__TEXT,__text) non-external _trace_SQLGetDescFieldW
00007ffe07684d32 (__TEXT,__text) non-external _trace_SQLGetDescRec
00007ffe07684e48 (__TEXT,__text) non-external _trace_SQLGetDescRecW
00007ffe0768c574 (__TEXT,__text) non-external _trace_SQLGetDiagField
00007ffe0768c61c (__TEXT,__text) non-external _trace_SQLGetDiagFieldW
00007ffe0768520a (__TEXT,__text) non-external _trace_SQLGetDiagRec
00007ffe076852e9 (__TEXT,__text) non-external _trace_SQLGetDiagRecW
00007ffe07685436 (__TEXT,__text) non-external _trace_SQLGetEnvAttr
00007ffe07689578 (__TEXT,__text) non-external _trace_SQLGetFunctions
00007ffe07685b94 (__TEXT,__text) non-external _trace_SQLGetInfo
00007ffe076870d4 (__TEXT,__text) non-external _trace_SQLGetInfoW
00007ffe0768bbd4 (__TEXT,__text) non-external _trace_SQLGetStmtAttr
00007ffe0768bc5c (__TEXT,__text) non-external _trace_SQLGetStmtAttrW
00007ffe0768c18e (__TEXT,__text) non-external _trace_SQLGetStmtOption
00007ffe0768d270 (__TEXT,__text) non-external _trace_SQLGetTypeInfo
00007ffe0768d2a2 (__TEXT,__text) non-external _trace_SQLGetTypeInfoW
00007ffe0768cdd6 (__TEXT,__text) non-external _trace_SQLMoreResults
00007ffe07687881 (__TEXT,__text) non-external _trace_SQLNativeSql
00007ffe07687952 (__TEXT,__text) non-external _trace_SQLNativeSqlW
00007ffe076876a2 (__TEXT,__text) non-external _trace_SQLNumParams
00007ffe0768c0d3 (__TEXT,__text) non-external _trace_SQLNumResultCols
00007ffe0768889d (__TEXT,__text) non-external _trace_SQLParamData
00007ffe07687459 (__TEXT,__text) non-external _trace_SQLParamOptions
00007ffe0768db60 (__TEXT,__text) non-external _trace_SQLPrepare
00007ffe0768dbbe (__TEXT,__text) non-external _trace_SQLPrepareW
00007ffe07688cfa (__TEXT,__text) non-external _trace_SQLPrimaryKeys
00007ffe07688dbe (__TEXT,__text) non-external _trace_SQLPrimaryKeysW
00007ffe07687161 (__TEXT,__text) non-external _trace_SQLProcedureColumns
00007ffe07687250 (__TEXT,__text) non-external _trace_SQLProcedureColumnsW
00007ffe076889a8 (__TEXT,__text) non-external _trace_SQLProcedures
00007ffe07688a6c (__TEXT,__text) non-external _trace_SQLProceduresW
00007ffe0768c6d3 (__TEXT,__text) non-external _trace_SQLPutData
00007ffe076854be (__TEXT,__text) non-external _trace_SQLRowCount
00007ffe0768d75c (__TEXT,__text) non-external _trace_SQLSetConnectAttr
00007ffe0768d7ad (__TEXT,__text) non-external _trace_SQLSetConnectAttrW
00007ffe0768b910 (__TEXT,__text) non-external _trace_SQLSetConnectOption
00007ffe0768b958 (__TEXT,__text) non-external _trace_SQLSetConnectOptionW
00007ffe07689a4f (__TEXT,__text) non-external _trace_SQLSetCursorName
00007ffe07689aac (__TEXT,__text) non-external _trace_SQLSetCursorNameW
00007ffe0768513c (__TEXT,__text) non-external _trace_SQLSetDescField
00007ffe076851a3 (__TEXT,__text) non-external _trace_SQLSetDescFieldW
00007ffe07688e82 (__TEXT,__text) non-external _trace_SQLSetDescRec
00007ffe0768968a (__TEXT,__text) non-external _trace_SQLSetEnvAttr
00007ffe0768599c (__TEXT,__text) non-external _trace_SQLSetPos
00007ffe07685b43 (__TEXT,__text) non-external _trace_SQLSetScrollOptions
00007ffe076896db (__TEXT,__text) non-external _trace_SQLSetStmtAttr
00007ffe0768972c (__TEXT,__text) non-external _trace_SQLSetStmtAttrW
00007ffe0768733f (__TEXT,__text) non-external _trace_SQLSetStmtOption
00007ffe07685628 (__TEXT,__text) non-external _trace_SQLSpecialColumns
00007ffe07685785 (__TEXT,__text) non-external _trace_SQLSpecialColumnsW
00007ffe0768d87a (__TEXT,__text) non-external _trace_SQLStatistics
00007ffe0768d9b7 (__TEXT,__text) non-external _trace_SQLStatisticsW
00007ffe076876f9 (__TEXT,__text) non-external _trace_SQLTablePrivileges
00007ffe076877bd (__TEXT,__text) non-external _trace_SQLTablePrivilegesW
00007ffe0768cec0 (__TEXT,__text) non-external _trace_SQLTables
00007ffe0768cfaf (__TEXT,__text) non-external _trace_SQLTablesW
00007ffe0768ce40 (__TEXT,__text) non-external _trace_SQLTransact
00007ffe433a7270 (__DATA,__bss) non-external _trace_appname
00007ffe0768a042 (__TEXT,__text) non-external _trace_emit
00007ffe0768a349 (__TEXT,__text) non-external _trace_emit_binary
00007ffe0768a133 (__TEXT,__text) non-external _trace_emit_string
00007ffe0768a10d (__TEXT,__text) non-external _trace_emitc
00007ffe433a7278 (__DATA,__bss) non-external _trace_fname
00007ffe433a7280 (__DATA,__bss) non-external _trace_fp
00007ffe433a7288 (__DATA,__bss) non-external _trace_fp_close
00007ffe07689b64 (__TEXT,__text) non-external _trace_get_filename
00007ffe07689b34 (__TEXT,__text) non-external _trace_set_appname
00007ffe07689b75 (__TEXT,__text) non-external _trace_set_filename
00007ffe07689e0c (__TEXT,__text) non-external _trace_start
00007ffe07689fa2 (__TEXT,__text) non-external _trace_stop
00007ffe07689db9 (__TEXT,__text) non-external _trace_strftime_now
                 (undefined) external _tzset (from libSystem)
00007ffe0768efd2 (__TEXT,__text) non-external _utf8_len
00007ffe0768f09d (__TEXT,__text) non-external _utf8towcs
                 (undefined) external _vfprintf (from libSystem)
00007ffe433a7310 (__DATA,__common) non-external _wSystemDSN
                 (undefined) external _wcschr (from libSystem)
                 (undefined) external _wcscpy (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsncat (from libSystem)
                 (undefined) external _wcsncpy (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
