00007ff840059460 (__DATA,__data) external _NDR_record
00007ff80039f9d4 (__TEXT,__text) external _csops_audittoken
00007ff8003ab31b (__TEXT,__text) external _csr_check
00007ff8003ab33b (__TEXT,__text) external _csr_get_active_config
00007ff80039dc98 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8003ab4f4 (__TEXT,__text) external _debug_syscall_reject
00007ff8003ab409 (__TEXT,__text) external _debug_syscall_reject_config
00007ff840059458 (__DATA,__data) external _denap_boost_assertion_token
00007ff80039f9ec (__TEXT,__text) external _disconnectx
00007ff8003a277c (__TEXT,__text) non-external _do_compat
00007ff80039fa04 (__TEXT,__text) external _dup
00007ff80039fa1c (__TEXT,__text) external _dup2
00007ff840032b90 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840032a20 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840032d90 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff840032a60 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff840032b60 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840032600 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840032d60 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840033170 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff8400330e0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840033020 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840032d30 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840032fe0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff840032a80 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840032a00 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840032ad0 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff840032f90 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840032f30 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840032ca0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840032aa0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840032a98 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff8400327d0 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840032be0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840032dd0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840032ec0 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840032500 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840032580 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff8400321e0 (__DATA_CONST,__const) non-external _err_os_sub
00007ff840032280 (__DATA_CONST,__const) non-external _err_server_sub
00007ff8003c4900 (__TEXT,__const) non-external _err_us_sub
00007ff8400594f0 (__DATA,__common) external _errno
00007ff8003c128b (__TEXT,__text) external _etap_trace_thread
00007ff8003b0334 (__TEXT,__text) external _exc_server
00007ff8003afed4 (__TEXT,__text) external _exc_server_routine
00007ff8003af8fa (__TEXT,__text) external _exception_raise
00007ff8003afa45 (__TEXT,__text) external _exception_raise_state
00007ff8003afc79 (__TEXT,__text) external _exception_raise_state_identity
00007ff80039fa34 (__TEXT,__text) external _exchangedata
00007ff8003a7b5a (__TEXT,__text) external _execve
00007ff80039fa4c (__TEXT,__text) external _faccessat
00007ff80039fa64 (__TEXT,__text) external _fchdir
00007ff80039fa7c (__TEXT,__text) external _fchflags
00007ff8003a6125 (__TEXT,__text) external _fchmod
00007ff80039fa94 (__TEXT,__text) external _fchmodat
00007ff80039faac (__TEXT,__text) external _fchown
00007ff80039fac4 (__TEXT,__text) external _fchownat
00007ff80039fadc (__TEXT,__text) external _fclonefileat
00007ff8003a80ec (__TEXT,__text) external _fcntl
00007ff8003a7d7a (__TEXT,__text) external _fcntl$NOCANCEL
00007ff80039faf4 (__TEXT,__text) external _fdatasync
00007ff80039fb0c (__TEXT,__text) external _ffsctl
00007ff80039fb24 (__TEXT,__text) external _fgetattrlist
00007ff80039fb3c (__TEXT,__text) external _fgetxattr
00007ff80039fb54 (__TEXT,__text) external _fhopen
00007ff80039fb6c (__TEXT,__text) external _fileport_makefd
00007ff80039fb84 (__TEXT,__text) external _fileport_makeport
00007ff80039fb9c (__TEXT,__text) external _flistxattr
00007ff80039fbb4 (__TEXT,__text) external _flock
00007ff80039fbcc (__TEXT,__text) external _fmount
00007ff80039fbe4 (__TEXT,__text) external _fpathconf
00007ff8003a24ef (__TEXT,__text) non-external _fprintf_stderr
00007ff80039fbfc (__TEXT,__text) external _freadlink
00007ff80039fc14 (__TEXT,__text) external _fremovexattr
00007ff8003ab34d (__TEXT,__text) external _fs_snapshot_create
00007ff8003ab397 (__TEXT,__text) external _fs_snapshot_delete
00007ff8003ab364 (__TEXT,__text) external _fs_snapshot_list
00007ff8003ab3f4 (__TEXT,__text) external _fs_snapshot_mount
00007ff8003ab3ae (__TEXT,__text) external _fs_snapshot_rename
00007ff8003ab3c6 (__TEXT,__text) external _fs_snapshot_revert
00007ff8003ab3dd (__TEXT,__text) external _fs_snapshot_root
00007ff80039fc2c (__TEXT,__text) external _fsctl
00007ff80039fc44 (__TEXT,__text) external _fsetattrlist
00007ff80039fc5c (__TEXT,__text) external _fsetxattr
00007ff80039fc74 (__TEXT,__text) external _fsgetpath
00007ff80039fc8c (__TEXT,__text) external _fsgetpath_ext
00007ff80039fca4 (__TEXT,__text) external _fstat
00007ff80039fca4 (__TEXT,__text) external _fstat64
00007ff80039fcbc (__TEXT,__text) external _fstatat
00007ff80039fcbc (__TEXT,__text) external _fstatat64
00007ff80039fcd4 (__TEXT,__text) external _fstatfs
00007ff80039fcd4 (__TEXT,__text) external _fstatfs64
00007ff80039fcec (__TEXT,__text) external _fsync
00007ff80039e590 (__TEXT,__text) external _fsync$NOCANCEL
00007ff80039fd04 (__TEXT,__text) external _ftruncate
00007ff8003a5a0c (__TEXT,__text) external _futimens
00007ff80039fd1c (__TEXT,__text) external _futimes
00007ff840059468 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff80039e5a8 (__TEXT,__text) external _getattrlist
00007ff80039fd34 (__TEXT,__text) external _getattrlistat
00007ff80039fd4c (__TEXT,__text) external _getattrlistbulk
00007ff8003aef49 (__TEXT,__text) external _getaudit
00007ff80039fd64 (__TEXT,__text) external _getaudit_addr
00007ff80039fd7c (__TEXT,__text) external _getauid
00007ff80039fd94 (__TEXT,__text) external _getdirentries
00007ff80039fdac (__TEXT,__text) external _getdirentriesattr
00007ff80039fdc4 (__TEXT,__text) external _getdtablesize
00007ff80039fddc (__TEXT,__text) external _getegid
00007ff80039fdf4 (__TEXT,__text) external _getentropy
00007ff80039fe0c (__TEXT,__text) external _geteuid
00007ff80039fe24 (__TEXT,__text) external _getfh
00007ff80039fe3c (__TEXT,__text) external _getfsstat
00007ff80039fe3c (__TEXT,__text) external _getfsstat64
00007ff80039fe54 (__TEXT,__text) external _getgid
00007ff80039fe6c (__TEXT,__text) external _getgroups
00007ff8003a5710 (__TEXT,__text) external _gethostuuid
00007ff8003a3d7f (__TEXT,__text) external _getiopolicy_np
00007ff80039fe84 (__TEXT,__text) external _getitimer
00007ff80039e608 (__TEXT,__text) external _getpeername
00007ff80039fe9c (__TEXT,__text) external _getpgid
00007ff80039feb4 (__TEXT,__text) external _getpgrp
00007ff80039e620 (__TEXT,__text) external _getpid
00007ff80039fecc (__TEXT,__text) external _getppid
00007ff80039fee4 (__TEXT,__text) external _getpriority
00007ff8003a82dc (__TEXT,__text) external _getrlimit
00007ff80039fefc (__TEXT,__text) external _getrusage
00007ff80039e66c (__TEXT,__text) external _getsgroups_np
00007ff80039ff14 (__TEXT,__text) external _getsid
00007ff80039e684 (__TEXT,__text) external _getsockname
00007ff80039ff2c (__TEXT,__text) external _getsockopt
00007ff80039ff44 (__TEXT,__text) external _getuid
00007ff80039e6f4 (__TEXT,__text) external _getwgroups_np
00007ff80039ff5c (__TEXT,__text) external _getxattr
00007ff80039ff74 (__TEXT,__text) external _grab_pgo_data
00007ff80039ff8c (__TEXT,__text) external _graftdmg
00007ff80039ffa4 (__TEXT,__text) external _guarded_close_np
00007ff80039ffbc (__TEXT,__text) external _guarded_kqueue_np
00007ff8003a25a8 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8003af21e (__TEXT,__text) external _guarded_open_np
00007ff80039ffd4 (__TEXT,__text) external _guarded_pwrite_np
00007ff80039ffec (__TEXT,__text) external _guarded_write_np
00007ff8003a0004 (__TEXT,__text) external _guarded_writev_np
00007ff8003c8050 (__TEXT,__cstring) non-external _hex
00007ff8003a265c (__TEXT,__text) external _host_check_multiuser_mode
00007ff8003a2662 (__TEXT,__text) external _host_create_mach_voucher
00007ff80039dc14 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8003b079e (__TEXT,__text) external _host_default_memory_manager
00007ff8003b1dbb (__TEXT,__text) external _host_get_UNDServer
00007ff8003a2645 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8003b039e (__TEXT,__text) external _host_get_boot_info
00007ff8003b0d1e (__TEXT,__text) external _host_get_clock_control
00007ff8003b2a6b (__TEXT,__text) external _host_get_clock_service
00007ff8003b14a7 (__TEXT,__text) external _host_get_exception_ports
00007ff8003b2964 (__TEXT,__text) external _host_get_io_main
00007ff8003a26b4 (__TEXT,__text) external _host_get_io_master
00007ff8003a2656 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8003b118c (__TEXT,__text) external _host_get_special_port
00007ff8003b22cd (__TEXT,__text) external _host_info
00007ff8003b247f (__TEXT,__text) external _host_kernel_version
00007ff8003b33d1 (__TEXT,__text) external _host_lockgroup_info
00007ff8003a29f7 (__TEXT,__text) external _host_page_size
00007ff8003b05ec (__TEXT,__text) external _host_priv_statistics
00007ff8003b2821 (__TEXT,__text) external _host_processor_info
00007ff8003b1baa (__TEXT,__text) external _host_processor_set_priv
00007ff8003b1a90 (__TEXT,__text) external _host_processor_sets
00007ff8003b0c04 (__TEXT,__text) external _host_processors
00007ff8003b0508 (__TEXT,__text) external _host_reboot
00007ff8003b3a62 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8003b3ba4 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8003b32d8 (__TEXT,__text) external _host_request_notification
00007ff8003b2040 (__TEXT,__text) external _host_security_create_task_token
00007ff8003b21bc (__TEXT,__text) external _host_security_set_task_token
00007ff8003a3b71 (__TEXT,__text) external _host_self
00007ff80039dac4 (__TEXT,__text) external _host_self_trap
00007ff8003b1cd0 (__TEXT,__text) external _host_set_UNDServer
00007ff8003b3cdc (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff8003b13a7 (__TEXT,__text) external _host_set_exception_ports
00007ff8003b3f71 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff8003b12ae (__TEXT,__text) external _host_set_special_port
00007ff8003b3126 (__TEXT,__text) external _host_statistics
00007ff8003b34f6 (__TEXT,__text) external _host_statistics64
00007ff8003b1705 (__TEXT,__text) external _host_swap_exception_ports
00007ff8003b2ca4 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff8003a0bec (__TEXT,__text) external _i386_get_ldt
00007ff8003a0c00 (__TEXT,__text) external _i386_set_ldt
00007ff840059440 (__DATA,__data) external _important_boost_assertion_token
00007ff840033bc0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff840059430 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff840059428 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff840059420 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8003a834c (__TEXT,__text) external _ioctl
00007ff8003a001c (__TEXT,__text) external _issetugid
00007ff840059b80 (__DATA,__bss) non-external _kAccountingThreshold
00007ff8003a0034 (__TEXT,__text) external _kas_info
00007ff8003ab5aa (__TEXT,__text) external _kdebug_is_enabled
00007ff8003ab745 (__TEXT,__text) external _kdebug_signpost
00007ff8003ab7e4 (__TEXT,__text) external _kdebug_signpost_end
00007ff8003ab74d (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8003ab7d8 (__TEXT,__text) external _kdebug_signpost_start
00007ff8003ab60a (__TEXT,__text) external _kdebug_timestamp
00007ff8003ab645 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8003ab65f (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8003ab679 (__TEXT,__text) external _kdebug_trace
00007ff8003ab6d0 (__TEXT,__text) external _kdebug_trace_string
00007ff8003ab542 (__TEXT,__text) external _kdebug_typefilter
00007ff840059ba8 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff8003ab5f7 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8003a004c (__TEXT,__text) external _kevent
00007ff8003a0064 (__TEXT,__text) external _kevent64
00007ff8003a007c (__TEXT,__text) external _kevent_id
00007ff8003a0094 (__TEXT,__text) external _kevent_qos
00007ff8003b1ec2 (__TEXT,__text) external _kext_request
00007ff8003ab16d (__TEXT,__text) external _kill
00007ff8003b1035 (__TEXT,__text) external _kmod_control
00007ff8003b0e3d (__TEXT,__text) external _kmod_create
00007ff8003b0f51 (__TEXT,__text) external _kmod_destroy
00007ff8003b2b8a (__TEXT,__text) external _kmod_get_info
00007ff8003aeff1 (__TEXT,__text) external _kpersona_alloc
00007ff8003af04d (__TEXT,__text) external _kpersona_dealloc
00007ff8003af13c (__TEXT,__text) external _kpersona_find
00007ff8003af1c0 (__TEXT,__text) external _kpersona_find_by_type
00007ff8003af07d (__TEXT,__text) external _kpersona_get
00007ff8003af0aa (__TEXT,__text) external _kpersona_getpath
00007ff8003af0da (__TEXT,__text) external _kpersona_info
00007ff8003af01f (__TEXT,__text) external _kpersona_palloc
00007ff8003af10b (__TEXT,__text) external _kpersona_pidinfo
00007ff8003a00ac (__TEXT,__text) external _kqueue
00007ff80039e82c (__TEXT,__text) external _lchown
00007ff8003a00c4 (__TEXT,__text) external _ledger
00007ff8003a00dc (__TEXT,__text) external _link
00007ff8003a00f4 (__TEXT,__text) external _linkat
00007ff8003a010c (__TEXT,__text) external _lio_listio
00007ff80039e844 (__TEXT,__text) external _listen
00007ff8003a0124 (__TEXT,__text) external _listxattr
00007ff8003bc2ef (__TEXT,__text) external _lock_set_create
00007ff8003bc411 (__TEXT,__text) external _lock_set_destroy
00007ff8003a6120 (__TEXT,__text) external _log_data_as_kernel
00007ff80039e874 (__TEXT,__text) external _lseek
00007ff8003a013c (__TEXT,__text) external _lstat
00007ff8003a013c (__TEXT,__text) external _lstat64
00007ff80039d9a0 (__TEXT,__text) external _mach_absolute_time
00007ff8003a56f8 (__TEXT,__text) external _mach_approximate_time
00007ff8003a5780 (__TEXT,__text) external _mach_boottime_usec
00007ff8003a2479 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8003a245b (__TEXT,__text) external _mach_continuous_time
00007ff8003a2974 (__TEXT,__text) external _mach_error
00007ff8400594b8 (__DATA,__common) external _mach_error_full_diag
00007ff8003a295d (__TEXT,__text) external _mach_error_string
00007ff8003a280b (__TEXT,__text) non-external _mach_error_string_int
00007ff8003a26b9 (__TEXT,__text) external _mach_error_type
00007ff8003c3c43 (__TEXT,__text) external _mach_eventlink_associate
00007ff8003c3a33 (__TEXT,__text) external _mach_eventlink_create
00007ff8003c3b77 (__TEXT,__text) external _mach_eventlink_destroy
00007ff8003c3d4f (__TEXT,__text) external _mach_eventlink_disassociate
00007ff8003a5995 (__TEXT,__text) external _mach_eventlink_signal
00007ff8003a59d8 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff8003a59a4 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff80039db60 (__TEXT,__text) external _mach_generate_activity_id
00007ff8003a7f6c (__TEXT,__text) external _mach_get_times
00007ff8003a3f47 (__TEXT,__text) external _mach_host_self
00007ff8003a104e (__TEXT,__text) external _mach_host_special_port_description
00007ff840032050 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff8003a1090 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400592a0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff8003a2a04 (__TEXT,__text) external _mach_init
00007ff840059b70 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff8003a2a21 (__TEXT,__text) non-external _mach_init_doit
00007ff8003b8977 (__TEXT,__text) external _mach_make_memory_entry
00007ff8003c30de (__TEXT,__text) external _mach_make_memory_entry_64
00007ff8003c3807 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff8003c3937 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff8003c36ef (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8003b3dc0 (__TEXT,__text) external _mach_memory_info
00007ff8003b26e5 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8003b2fea (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8003a2c06 (__TEXT,__text) external _mach_msg
00007ff8003a2adb (__TEXT,__text) external _mach_msg2_internal
00007ff80039db90 (__TEXT,__text) external _mach_msg2_trap
00007ff8003a2eff (__TEXT,__text) external _mach_msg_destroy
00007ff8003a3054 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff8003a2c1f (__TEXT,__text) external _mach_msg_overwrite
00007ff80039dadc (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff8003a3742 (__TEXT,__text) external _mach_msg_priority_encode
00007ff8003a3738 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff8003a377c (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff8003a378b (__TEXT,__text) external _mach_msg_priority_qos
00007ff8003a379a (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8003a2ed7 (__TEXT,__text) external _mach_msg_receive
00007ff8003a2eb0 (__TEXT,__text) external _mach_msg_send
00007ff8003a33da (__TEXT,__text) external _mach_msg_server
00007ff8003a3396 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff8003a3726 (__TEXT,__text) external _mach_msg_server_importance
00007ff8003a3118 (__TEXT,__text) external _mach_msg_server_once
00007ff80039dad0 (__TEXT,__text) external _mach_msg_trap
00007ff8003b9461 (__TEXT,__text) external _mach_notify_dead_name
00007ff8003b93b6 (__TEXT,__text) external _mach_notify_no_senders
00007ff8003b9304 (__TEXT,__text) external _mach_notify_port_deleted
00007ff8003b9364 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff8003b9416 (__TEXT,__text) external _mach_notify_send_once
00007ff8003ae337 (__TEXT,__text) external _mach_port_allocate
00007ff8003ae567 (__TEXT,__text) external _mach_port_allocate_full
00007ff8003ae332 (__TEXT,__text) external _mach_port_allocate_name
00007ff8003ae562 (__TEXT,__text) external _mach_port_allocate_qos
00007ff8003ae95c (__TEXT,__text) external _mach_port_assert_attributes
00007ff8003ae83f (__TEXT,__text) external _mach_port_construct
00007ff8003ae37c (__TEXT,__text) external _mach_port_deallocate
00007ff8003ae377 (__TEXT,__text) external _mach_port_destroy
00007ff8003ae5f9 (__TEXT,__text) external _mach_port_destruct
00007ff8003ae760 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8003ae7cc (__TEXT,__text) external _mach_port_extract_member
00007ff8003ae4ec (__TEXT,__text) external _mach_port_extract_right
00007ff8003ae4f6 (__TEXT,__text) external _mach_port_get_attributes
00007ff8003ae80c (__TEXT,__text) external _mach_port_get_context
00007ff8003ae3a7 (__TEXT,__text) external _mach_port_get_refs
00007ff8003ae957 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff8003ae3f9 (__TEXT,__text) external _mach_port_get_set_status
00007ff8003ae571 (__TEXT,__text) external _mach_port_get_srights
00007ff8003ae882 (__TEXT,__text) external _mach_port_guard
00007ff8003ae948 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8003ae78c (__TEXT,__text) external _mach_port_insert_member
00007ff8003ae4a9 (__TEXT,__text) external _mach_port_insert_right
00007ff8003ae952 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8003ae765 (__TEXT,__text) external _mach_port_kernel_object
00007ff8003ae835 (__TEXT,__text) external _mach_port_kobject
00007ff8003ae83a (__TEXT,__text) external _mach_port_kobject_description
00007ff8003ae3ac (__TEXT,__text) external _mach_port_mod_refs
00007ff8003ae3fe (__TEXT,__text) external _mach_port_move_member
00007ff8003ae2e8 (__TEXT,__text) external _mach_port_names
00007ff8003ae3ef (__TEXT,__text) external _mach_port_peek
00007ff8003ae32d (__TEXT,__text) external _mach_port_rename
00007ff8003ae43e (__TEXT,__text) external _mach_port_request_notification
00007ff8003ae55d (__TEXT,__text) external _mach_port_set_attributes
00007ff8003ae830 (__TEXT,__text) external _mach_port_set_context
00007ff8003ae3f4 (__TEXT,__text) external _mach_port_set_mscount
00007ff8003ae4f1 (__TEXT,__text) external _mach_port_set_seqno
00007ff8003ae57b (__TEXT,__text) external _mach_port_space_basic_info
00007ff8003ae576 (__TEXT,__text) external _mach_port_space_info
00007ff8003ae94d (__TEXT,__text) external _mach_port_swap_guard
00007ff8003ae2ed (__TEXT,__text) external _mach_port_type
00007ff8003ae8c5 (__TEXT,__text) external _mach_port_unguard
00007ff8003bb288 (__TEXT,__text) external _mach_ports_lookup
00007ff8003bb18b (__TEXT,__text) external _mach_ports_register
00007ff80039daa0 (__TEXT,__text) external _mach_reply_port
00007ff8003a3fc1 (__TEXT,__text) external _mach_right_recv_construct
00007ff8003a4060 (__TEXT,__text) external _mach_right_recv_destruct
00007ff8003a40c1 (__TEXT,__text) external _mach_right_send_create
00007ff8003a4217 (__TEXT,__text) external _mach_right_send_once_consume
00007ff8003a41c8 (__TEXT,__text) external _mach_right_send_once_create
00007ff8003a414f (__TEXT,__text) external _mach_right_send_release
00007ff8003a4103 (__TEXT,__text) external _mach_right_send_retain
00007ff8003ae67f (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff8003ae70c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff8003a578e (__TEXT,__text) external _mach_task_is_self
00007ff8003a3f4c (__TEXT,__text) external _mach_task_self
00007ff840059b58 (__DATA,__common) external _mach_task_self_
00007ff8003a1064 (__TEXT,__text) external _mach_task_special_port_description
00007ff840032160 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff8003a112a (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400593a0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff8003a3f51 (__TEXT,__text) external _mach_thread_self
00007ff8003a107a (__TEXT,__text) external _mach_thread_special_port_description
00007ff8400321c0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff8003a113b (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff840059400 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8003ab4fb (__TEXT,__text) external _mach_timebase_info
00007ff840059b9c (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff80039dc44 (__TEXT,__text) external _mach_timebase_info_trap
00007ff8003ae961 (__TEXT,__text) external _mach_vm_allocate
00007ff8003b7f9a (__TEXT,__text) external _mach_vm_behavior_set
00007ff8003b7ca4 (__TEXT,__text) external _mach_vm_copy
00007ff8003ae9e2 (__TEXT,__text) external _mach_vm_deallocate
00007ff8003b904d (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff8003b913a (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff8003b921f (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff8003b7819 (__TEXT,__text) external _mach_vm_inherit
00007ff8003b81f6 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8003aeadc (__TEXT,__text) external _mach_vm_map
00007ff8003b7eae (__TEXT,__text) external _mach_vm_msync
00007ff8003b8be1 (__TEXT,__text) external _mach_vm_page_info
00007ff8003b8479 (__TEXT,__text) external _mach_vm_page_query
00007ff8003b8d98 (__TEXT,__text) external _mach_vm_page_range_query
00007ff8003aea4b (__TEXT,__text) external _mach_vm_protect
00007ff8003aef01 (__TEXT,__text) external _mach_vm_purgable_control
00007ff8003aecd9 (__TEXT,__text) external _mach_vm_read
00007ff8003b7a3c (__TEXT,__text) external _mach_vm_read_list
00007ff8003b7d91 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff8003a4537 (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff8003a4344 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff8003a4454 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff8003a4298 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff8003a454b (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff8003a4526 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff8003b8791 (__TEXT,__text) external _mach_vm_region
00007ff8003b859a (__TEXT,__text) external _mach_vm_region_recurse
00007ff8003aebc3 (__TEXT,__text) external _mach_vm_remap
00007ff8003aec4e (__TEXT,__text) external _mach_vm_remap_new
00007ff8003b198e (__TEXT,__text) external _mach_vm_wire
00007ff8003b7ba3 (__TEXT,__text) external _mach_vm_write
00007ff8003c432b (__TEXT,__text) external _mach_voucher_attr_command
00007ff8003a372b (__TEXT,__text) external _mach_voucher_deallocate
00007ff8003c454b (__TEXT,__text) external _mach_voucher_debug_info
00007ff8003c4185 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff8003c3e33 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8003ae905 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff80039dc20 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff80039dc50 (__TEXT,__text) external _mach_wait_until
00007ff8003b3804 (__TEXT,__text) external _mach_zone_force_gc
00007ff8003b4460 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8003b4339 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff8003b36aa (__TEXT,__text) external _mach_zone_info
00007ff8003b41b6 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8003b4055 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff80039dbd8 (__TEXT,__text) external _macx_backing_store_recovery
00007ff80039dbcc (__TEXT,__text) external _macx_backing_store_suspend
00007ff80039dba8 (__TEXT,__text) external _macx_swapoff
00007ff80039db9c (__TEXT,__text) external _macx_swapon
00007ff80039dbc0 (__TEXT,__text) external _macx_triggers
00007ff8003a0154 (__TEXT,__text) external _madvise
00007ff840059b78 (__DATA,__bss) non-external _master_host_port
00007ff8003a0c2c (__TEXT,__text) non-external _memcpy
00007ff8003a016c (__TEXT,__text) external _memorystatus_control
00007ff8003a0184 (__TEXT,__text) external _memorystatus_get_level
00007ff8003a37b6 (__TEXT,__text) external _mig_allocate
00007ff8003a3983 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8003ae5a6 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8003a37fe (__TEXT,__text) external _mig_deallocate
00007ff8003a3913 (__TEXT,__text) external _mig_get_reply_port
00007ff8003ae580 (__TEXT,__text) external _mig_get_special_reply_port
00007ff8003a39e8 (__TEXT,__text) external _mig_put_reply_port
00007ff8003a38e0 (__TEXT,__text) external _mig_reply_setup
00007ff8003a39e9 (__TEXT,__text) external _mig_strncpy
00007ff8003a3a1b (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8003a019c (__TEXT,__text) external _mincore
00007ff8003a01b4 (__TEXT,__text) external _minherit
00007ff80039dc74 (__TEXT,__text) external _mk_timer_arm
00007ff80039dc8c (__TEXT,__text) external _mk_timer_arm_leeway
00007ff80039dc80 (__TEXT,__text) external _mk_timer_cancel
