00000001d9423598 (__DATA,__common) external _BC
00000001a7018a44 (__TEXT,__text) external _set_term
00000001a700fe14 (__TEXT,__text) external _setcchar
                 (undefined) external _setlocale (from libSystem)
00000001a7028358 (__TEXT,__text) external _setscrreg
00000001a7019624 (__TEXT,__text) external _setupterm
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _sigprocmask (from libSystem)
                 (undefined) external _sleep (from libSystem)
00000001a7019c8c (__TEXT,__text) external _slk_attr
00000001a7028370 (__TEXT,__text) external _slk_attr_off
00000001a7028380 (__TEXT,__text) external _slk_attr_on
00000001a7019b30 (__TEXT,__text) external _slk_attr_set
00000001a7019ba0 (__TEXT,__text) external _slk_attroff
00000001a7019bf4 (__TEXT,__text) external _slk_attron
00000001a7019c50 (__TEXT,__text) external _slk_attrset
00000001a7019cb4 (__TEXT,__text) external _slk_clear
00000001a7019d60 (__TEXT,__text) external _slk_color
00000001a7019dbc (__TEXT,__text) external _slk_init
00000001a7019e08 (__TEXT,__text) external _slk_label
00000001a7019e58 (__TEXT,__text) external _slk_noutrefresh
00000001a701a15c (__TEXT,__text) external _slk_refresh
00000001a7019a00 (__TEXT,__text) external _slk_restore
00000001a701a1d0 (__TEXT,__text) external _slk_set
00000001a701a510 (__TEXT,__text) external _slk_touch
00000001a7019a28 (__TEXT,__text) external _slk_wset
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _sscanf (from libSystem)
00000001a70283ac (__TEXT,__text) external _standend
00000001a7028390 (__TEXT,__text) external _standout
00000001a70102f0 (__TEXT,__text) external _start_color
                 (undefined) external _stat (from libSystem)
00000001d9423450 (__DATA,__common) external _stdscr
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000001d54c6c10 (__DATA_CONST,__const) external _strcodes
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
00000001d54c8b50 (__DATA_CONST,__const) external _strfnames
                 (undefined) external _strlen (from libSystem)
00000001d54c7e58 (__DATA_CONST,__const) external _strnames
                 (undefined) external _strncat (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtol (from libSystem)
00000001a7016c3c (__TEXT,__text) external _subpad
00000001a7016314 (__TEXT,__text) external _subwin
00000001a701e5a4 (__TEXT,__text) external _syncok
                 (undefined) external _tcflush (from libSystem)
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcgetpgrp (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
00000001a701d720 (__TEXT,__text) external _term_attrs
00000001a701df14 (__TEXT,__text) external _termattrs
00000001a701a7d0 (__TEXT,__text) external _termname
00000001a7004c58 (__TEXT,__text) external _tgetent
00000001a701a540 (__TEXT,__text) external _tgetflag
00000001a701a5ec (__TEXT,__text) external _tgetnum
00000001a701a6a8 (__TEXT,__text) external _tgetstr
00000001a701a7f0 (__TEXT,__text) external _tgoto
00000001a701ac74 (__TEXT,__text) external _tigetflag
00000001a701ad1c (__TEXT,__text) external _tigetnum
00000001a701add4 (__TEXT,__text) external _tigetstr
00000001a70283c4 (__TEXT,__text) external _timeout
00000001a701c5c4 (__TEXT,__text) external _tiparm_s
00000001a70283d8 (__TEXT,__text) external _touchline
00000001a70283e0 (__TEXT,__text) external _touchwin
00000001a70069b8 (__TEXT,__text) external _tparm
00000001a701c82c (__TEXT,__text) external _tputs
00000001d9423480 (__DATA,__common) external _ttytype
00000001a7016668 (__TEXT,__text) external _typeahead
00000001a70253ec (__TEXT,__text) external _unctrl
00000001a701d558 (__TEXT,__text) external _unget_wch
00000001a701d6e0 (__TEXT,__text) external _ungetch
00000001a70138ac (__TEXT,__text) external _ungetmouse
00000001a7028400 (__TEXT,__text) external _untouchwin
00000001a7011160 (__TEXT,__text) external _use_default_colors
00000001a7019440 (__TEXT,__text) external _use_env
00000001a700c934 (__TEXT,__text) external _use_extended_names
00000001a700dbf4 (__TEXT,__text) external _use_legacy_coding
00000001a7025400 (__TEXT,__text) external _use_screen
00000001a702545c (__TEXT,__text) external _use_window
                 (undefined) external _vfprintf (from libSystem)
00000001a701d704 (__TEXT,__text) external _vid_attr
00000001a701d6f4 (__TEXT,__text) external _vid_puts
00000001a701dee8 (__TEXT,__text) external _vidattr
00000001a701d7a8 (__TEXT,__text) external _vidputs
00000001a7028420 (__TEXT,__text) external _vline
00000001a70296f4 (__TEXT,__text) external _vline_set
                 (undefined) external _vsnprintf (from libSystem)
                 (undefined) external _vsscanf (from libSystem)
00000001a7028438 (__TEXT,__text) external _vw_printw
00000001a702843c (__TEXT,__text) external _vw_scanw
00000001a7017284 (__TEXT,__text) external _vwprintw
00000001a70180ec (__TEXT,__text) external _vwscanw
00000001a700de70 (__TEXT,__text) external _wadd_wch
00000001a700eecc (__TEXT,__text) external _wadd_wchnstr
00000001a702970c (__TEXT,__text) external _wadd_wchstr
00000001a700e5cc (__TEXT,__text) external _waddch
00000001a700edac (__TEXT,__text) external _waddchnstr
00000001a7028440 (__TEXT,__text) external _waddchstr
00000001a700ed08 (__TEXT,__text) external _waddnstr
00000001a700f274 (__TEXT,__text) external _waddnwstr
00000001a7028448 (__TEXT,__text) external _waddstr
00000001a7029714 (__TEXT,__text) external _waddwstr
00000001a702846c (__TEXT,__text) external _wattr_get
00000001a701e330 (__TEXT,__text) external _wattr_off
00000001a701e364 (__TEXT,__text) external _wattr_on
00000001a702848c (__TEXT,__text) external _wattr_set
00000001a7028458 (__TEXT,__text) external _wattroff
00000001a7028450 (__TEXT,__text) external _wattron
00000001a7028460 (__TEXT,__text) external _wattrset
00000001a700f668 (__TEXT,__text) external _wbkgd
00000001a700f42c (__TEXT,__text) external _wbkgdset
00000001a700f464 (__TEXT,__text) external _wbkgrnd
00000001a700f370 (__TEXT,__text) external _wbkgrndset
00000001a700f6a0 (__TEXT,__text) external _wborder
00000001a700fa88 (__TEXT,__text) external _wborder_set
00000001a700ffb0 (__TEXT,__text) external _wchgat
00000001a7010068 (__TEXT,__text) external _wclear
00000001a70100b8 (__TEXT,__text) external _wclrtobot
00000001a7010198 (__TEXT,__text) external _wclrtoeol
00000001a7010f14 (__TEXT,__text) external _wcolor_set
                 (undefined) external _wcrtomb (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsrtombs (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
                 (undefined) external _wctob (from libSystem)
00000001a701e688 (__TEXT,__text) external _wcursyncup
                 (undefined) external _wcwidth (from libSystem)
00000001a7010fc0 (__TEXT,__text) external _wdelch
00000001a70284a0 (__TEXT,__text) external _wdeleteln
00000001a700df80 (__TEXT,__text) external _wecho_wchar
00000001a700e630 (__TEXT,__text) external _wechochar
00000001a7013bcc (__TEXT,__text) external _wenclose
00000001a70112f4 (__TEXT,__text) external _werase
00000001a7011520 (__TEXT,__text) external _wget_wch
00000001a702971c (__TEXT,__text) external _wget_wstr
00000001a7029724 (__TEXT,__text) external _wgetbkgrnd
00000001a701231c (__TEXT,__text) external _wgetch
00000001a7011698 (__TEXT,__text) external _wgetn_wstr
00000001a7012374 (__TEXT,__text) external _wgetnstr
00000001a70285a0 (__TEXT,__text) external _wgetparent
00000001a7028604 (__TEXT,__text) external _wgetscrreg
00000001a70284a8 (__TEXT,__text) external _wgetstr
00000001a7012814 (__TEXT,__text) external _whline
00000001a7012968 (__TEXT,__text) external _whline_set
00000001a7012a9c (__TEXT,__text) external _win_wch
00000001a7012ae0 (__TEXT,__text) external _win_wchnstr
00000001a702973c (__TEXT,__text) external _win_wchstr
00000001a701e394 (__TEXT,__text) external _winch
00000001a7012b90 (__TEXT,__text) external _winchnstr
00000001a70284b0 (__TEXT,__text) external _winchstr
00000001a70133b8 (__TEXT,__text) external _winnstr
00000001a701357c (__TEXT,__text) external _winnwstr
00000001a7012e4c (__TEXT,__text) external _wins_nwstr
00000001a7012cc8 (__TEXT,__text) external _wins_wch
00000001a7029744 (__TEXT,__text) external _wins_wstr
00000001a7013254 (__TEXT,__text) external _winsch
00000001a70132a4 (__TEXT,__text) external _winsdelln
00000001a70284b8 (__TEXT,__text) external _winsertln
00000001a7013318 (__TEXT,__text) external _winsnstr
00000001a70284c0 (__TEXT,__text) external _winsstr
00000001a70284c8 (__TEXT,__text) external _winstr
00000001a701364c (__TEXT,__text) external _winwstr
                 (undefined) external _wmemchr (from libSystem)
                 (undefined) external _wmemcpy (from libSystem)
00000001a7013c64 (__TEXT,__text) external _wmouse_trafo
00000001a7014350 (__TEXT,__text) external _wmove
00000001a7017bbc (__TEXT,__text) external _wnoutrefresh
00000001a70172e0 (__TEXT,__text) external _wprintw
00000001a7017a00 (__TEXT,__text) external _wredrawln
00000001a7017b28 (__TEXT,__text) external _wrefresh
00000001a70256a8 (__TEXT,__text) external _wresize
                 (undefined) external _write (from libSystem)
00000001a70181ac (__TEXT,__text) external _wscanw
00000001a7018974 (__TEXT,__text) external _wscrl
00000001a7018a00 (__TEXT,__text) external _wsetscrreg
00000001a70284e0 (__TEXT,__text) external _wstandend
00000001a70284d0 (__TEXT,__text) external _wstandout
00000001a701e5c0 (__TEXT,__text) external _wsyncdown
00000001a701e418 (__TEXT,__text) external _wsyncup
00000001a70164c8 (__TEXT,__text) external _wtimeout
00000001a701af08 (__TEXT,__text) external _wtouchln
00000001a701e830 (__TEXT,__text) external _wunctrl
00000001a701dfcc (__TEXT,__text) external _wvline
00000001a701e11c (__TEXT,__text) external _wvline_set
